2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram	Losev_DialektikaMifa_partition_part3_wordlist_2gram
скажут зачем	1	1
субъекта и	4	5
кроме этого	1	1
основу бытия	1	1
жизненном опыте	1	1
объект а	1	1
по существу	2	1
субъект и	2	1
вы думаете	1	1
с этим	3	3
это однако	1	1
то о	1	1
мы о	1	1
но это	5	4
друг другу	1	1
ее в	2	2
есть сама	1	1
просто как	1	2
конечно не	4	2
ибо все	1	1
это не	4	12
чуде как	1	2
а если	3	3
но он	1	1
должно быть	3	2
и совершенно	1	1
научной точки	1	1
того как	1	2
никакого чуда	1	1
это значит	24	8
история это	1	2
прежде всего	8	11
их не	2	1
по этим	1	1
науку и	1	1
же такое	2	1
есть –	2	1
смысле не	2	1
самая история	1	1
есть само	2	2
этот предмет	1	2
все на	1	3
миф сказали	1	2
все будет	1	1
в зависимости	2	1
это тоже	1	1
так одна	1	1
догмат но	2	1
сущность и	4	1
я уже	7	3
в результате	1	6
и наконец	1	3
не что	6	8
если это	1	1
сложнее и	1	1
все что	3	2
с этой	5	2
об этом	6	3
– к	1	1
получается что	2	1
в лучшем	1	1
мира или	2	1
ясным что	1	1
мифического сознания	7	1
и религиозная	1	1
миф не	5	8
есть историческое	2	1
есть мифология	2	3
и объект	3	1
есть бытие	2	1
в общем	1	1
– или	3	1
самого принципа	1	1
чистое мышление	1	1
при условии	3	2
материализм есть	3	1
и есть	16	19
едва ли	1	3
знания и	1	5
хотя и	5	6
и осмысленное	1	1
с своим	1	1
может только	1	2
в какую-нибудь	1	1
то же	6	9
если только	4	1
время есть	1	2
так то	1	4
из сферы	1	1
и бытия	1	3
– абсолютно	1	2
в личности	1	1
другими словами	7	5
есть всегда	5	3
есть тело	3	2
мы могли	1	1
принцип ее	1	1
так миф	1	2
то –	1	3
мифа с	1	2
моменты и	1	1
в чистом	1	1
говорят о	1	1
это –	16	25
если она	1	2
следовательно одно	1	1
тут тоже	1	2
и идейно	1	1
личность ни	1	1
что мне	1	1
черную дыру	1	1
почти не	1	1
в течение	1	4
душе и	1	1
личностная история	1	2
ровно никаких	1	1
мифологии как	1	1
ясно что	7	11
то тем	2	1
отношения к	1	3
с точки	14	9
же и	2	2
можно только	4	3
думаю что	1	2
скажет что	1	1
отпадает необходимость	1	1
которым не	1	1
но в	2	3
плоти и	2	1
то знание	1	1
не имеет	11	14
мир и	3	4
жизнь и	4	2
тем не	10	2
не значит	3	2
то одно	1	1
уж подавно	1	1
сказали мы	1	5
такая же	1	1
на свете	3	4
для своего	1	1
и чтобы	2	1
границы и	3	1
в котором	1	2
природы суть	1	2
о нарушении	1	1
но я	1	1
не о	2	4
д и	6	3
на части	1	1
христианским и	1	1
и это	4	8
мифа и	6	6
чтобы была	1	1
выражена и	1	1
свобода и	1	1
и хорошо	1	1
себе не	1	2
е нечто	1	1
же самый	2	1
такой мифологии	1	1
непосредственное и	1	2
в семени	1	1
и имеет	1	1
как таковые	1	1
говорить не	2	1
виду что	1	1
– воплощение	1	1
от нее	1	3
в нечто	3	1
когда мы	2	1
есть чудо	3	11
себя саму	1	1
вещь или	2	1
и от	3	1
и фактически	1	1
материи и	1	1
из того	2	1
а мы	3	1
одно что	1	1
в одном	1	4
ничего нельзя	2	1
а объект	2	1
иное как	6	8
убежден в	1	1
той же	3	5
от себя	4	2
имеет никакого	1	2
сфер надо	1	1
требует чтобы	2	1
бытие и	3	1
а как	1	2
миф есть	12	10
с его	2	5
как только	1	5
не знаем	1	1
и больше	4	1
бы и	1	3
не имеем	1	2
нужно в	1	1
и все	6	11
от всего	6	3
то для	1	1
сказали что	1	2
мы только	1	2
а знание	1	1
и о	3	8
жизни и	5	4
но когда	1	1
если наконец	1	1
что эта	1	2
в них	5	2
не имея	1	1
но тем	1	1
и так	1	2
и ни	3	2
как чистое	2	2
отнюдь не	10	4
если взять	1	1
в том	5	11
себя как	3	3
vii свобода	1	1
принципов и	1	1
всему иному	1	1
из всего	1	1
от того	4	2
не объяснимо	1	1
слово слово	1	1
как мы	2	1
всего изменения	1	1
тут нет	1	1
в сфере	1	5
только тогда	3	5
в отношении	1	2
мифе о	1	1
миф сам	2	1
себя самого	2	1
есть не	9	5
в виде	8	3
как миф	2	2
чувств и	1	1
нем нет	1	2
тот же	1	1
она становится	1	1
что нет	4	1
сравнении с	3	2
и новое	1	1
со стороны	2	3
свою собственную	1	1
– и	4	4
самого мифического	1	1
телесности и	1	1
одно из	5	1
нет ничего	9	6
что законы	2	1
в силах	1	1
словах данная	1	2
чтобы не	1	1
то это	9	1
в своих	2	1
о ней	2	2
есть слово	3	2
т е	48	46
хорошо и	1	1
когда она	1	3
история и	6	2
веры в	1	1
знание без	1	1
от этого	1	3
логической и	1	3
действительно есть	2	1
все –	2	1
есть действительно	2	1
нарушении законов	1	1
это и	7	9
пока мы	1	1
раз все	2	1
есть еще	3	2
первые две	1	1
без веры	4	3
в истории	4	3
то значит	3	2
и потому	2	3
только мы	1	2
же тогда	1	2
и он	2	1
как на	5	1
но оно	1	1
мы есть	1	2
себе –	1	1
более как	1	1
или сам	1	2
логическое право	3	1
из них	3	2
– все	3	3
на чудо	1	1
а что	4	2
совершенно достаточно	1	1
не менее	11	2
вещей и	6	1
еще не	2	4
собственным внутренним	1	1
следовательно и	2	1
церкви и	1	1
необходимым образом	2	3
тех или	2	4
и тогда	5	2
чудо как	1	2
и на	3	5
всегда и	1	3
категории и	1	2
возможно только	6	3
есть то	6	5
личность как	2	4
вообще не	2	1
стало быть	9	15
чудо а	2	1
для того	3	5
только так	1	4
тому как	4	4
историческое бытие	1	1
историческое событие	3	1
конечно и	1	1
но вот	2	1
в самом	7	2
а то	1	1
мы еще	1	2
в то	5	6
легко заметить	1	1
так тотчас	1	1
никогда не	7	2
одно а	1	1
можно ли	5	1
ровно ничего	3	7
две сферы	2	2
кроме нее	1	1
так же	4	4
без всякого	1	2
так что	8	6
сущности это	1	1
о самих	1	1
от кого	1	1
не в	3	8
говоря о	1	1
сама же	2	1
из другого	1	1
есть в	3	4
ровно никакого	3	2
пусть в	1	1
и во	2	2
своего собственного	2	1
чаще всего	2	1
для всякой	1	1
с логической	1	1
как это	5	2
что этот	2	2
мы мыслим	1	2
речь идет	1	1
и личность	1	1
в природе	2	3
я думаю	2	2
механизм и	4	1
чуда но	1	2
просто о	2	1
для этого	2	2
это все	1	2
индивидуализма и	1	1
эти две	3	3
есть личностное	3	1
как бы	3	14
в процессе	1	1
все остальное	4	1
явно что	5	3
исторический процесс	2	1
он будет	3	1
если так	1	2
закон природы	1	1
себе и	1	2
тем или	1	2
же что	1	3
увидели что	1	1
он может	1	1
нет и	4	2
только то	1	1
уже имел	1	2
миф в	1	1
не знаете	2	1
мы можем	1	3
утверждали что	1	1
науки и	1	2
только при	1	1
наконец и	1	1
которая в	1	1
знания это	2	1
этой точки	2	2
мы всегда	1	2
заговорили о	1	1
что не	5	3
и пр	6	9
а не	26	18
этот вопрос	1	1
этого явления	1	1
значит что	24	9
и объекта	3	5
каком смысле	3	1
если мы	1	5
превращается в	6	1
в коем	3	2
тотчас же	1	3
будет ли	1	3
как же	5	5
е не	4	2
и ее	3	8
людей и	2	1
– вот	2	2
он всегда	1	2
интеллигентный символ	1	1
они должны	1	1
можно и	3	2
чем именно	1	1
не чудо	1	1
нарушение законов	9	1
ни за	1	1
высших сил	10	2
только одно	2	1
событие как	2	1
оно мыслится	1	1
самосознания в	1	1
с ее	1	10
он есть	3	7
что оно	7	7
содержится в	2	1
вещи ее	1	1
при помощи	3	3
это было	3	2
– в	6	15
как то	1	1
времени так	1	1
чтобы получить	1	1
и какая	1	1
от чего	5	2
и истории	1	3
с целью	1	1
вот почему	1	3
есть подлинный	1	1
отрешенность от	2	1
имеет полное	1	1
я сейчас	1	1
что же	11	2
ее истории	1	2
– например	1	1
чтобы быть	4	1
претендует на	1	2
весь мир	1	2
никакой истории	1	1
вопрос о	5	2
в которой	1	2
одной и	1	3
к нему	3	1
она конечно	1	1
ничего не	17	17
чудо с	1	1
где же	4	1
но они	2	2
если он	1	1
и знание	2	1
опять-таки не	1	1
только потому	2	3
и вечность	1	1
на другое	3	3
а из	2	1
но только	4	5
смерть человека	1	1
быть только	2	1
надо было	1	3
науки в	1	1
не мешало	1	2
в сущности	10	5
этой границы	1	2
для науки	2	1
без знания	4	3
или иной	4	1
и здесь	2	1
значит оно	2	1
хочет быть	2	1
для нее	1	2
диалектика не	1	2
так уже	1	1
никогда нельзя	1	2
о логическом	1	1
при этом	2	2
того что	12	13
и явление	1	1
не содержит	2	1
но что	7	5
и она	2	1
и тут	3	3
что иное	6	8
– значит	4	2
вещи или	1	1
миф –	5	3
личность история	1	3
сама по	4	5
бытие а	1	1
откуда и	1	1
природу как	1	1
или другого	1	2
же это	1	5
может уже	1	1
нисколько не	1	2
себе что	1	2
был бы	1	2
в который	2	1
то ни	1	4
что это	12	13
говорит о	4	3
е что	6	2
на что	2	2
и часто	1	2
жизни или	1	1
поэтического образа	1	1
она есть	10	10
говорите что	2	1
итак миф	2	1
даже в	1	1
мы имеем	1	5
иного т	1	1
к другому	1	1
могут сказать	1	1
того и	2	1
это понятие	1	3
мы совершенно	1	1
закон падения	1	1
этом примере	1	1
так и	5	5
вещи и	1	2
убедить в	1	1
же вы	5	2
тем самым	3	3
только от	2	1
не наука	3	1
но как	2	2
что тут	1	7
е чисто	1	1
ничего специфически	1	1
от всякого	5	1
что природа	1	1
личность и	2	3
если бы	6	6
выйти за	3	5
– из	1	1
что жизнь	2	1
силу этого	2	1
в мифе	13	6
– итак	1	1
и утвердить	1	1
и они	2	1
как раз	7	4
все в	1	1
вовсе нет	1	1
что она	9	5
что если	2	3
не говорю	1	2
ничего временного	1	1
и что	15	9
вещи не	1	1
личности но	1	3
есть вообще	1	3
и –	6	9
себя и	2	3
слова –	1	1
и притом	5	3
что остается	1	1
личностного бытия	1	1
реальной истории	1	1
место в	1	1
не зависит	1	1
иметь в	2	2
что все	14	4
религии что	1	1
вещи в	2	1
мифа к	1	1
сказать что	4	6
вместе с	1	2
не уходит	1	1
отца и	2	1
бытия но	1	3
которая бы	1	2
что мир	7	1
сила и	1	2
ничего и	2	1
сознание а	1	1
бы к	1	1
чудо и	1	4
должны быть	3	4
брать как	2	1
и мифология	1	1
именно так?	1	1
так чтобы	2	3
как чисто	1	2
известно что	1	3
то в	2	5
и его	5	7
проще и	1	1
тем кто	1	1
мифической отрешенности	1	1
что данный	1	1
его от	1	1
тут возникает	1	1
она –	1	4
я не	6	5
это есть	8	13
только один	1	1
и идею	1	1
личности так	1	1
как таковую	3	1
и субъект	2	1
если угодно	1	3
как ряд	1	1
о себе	2	1
той или	2	4
что существует	6	1
говоря уже	2	3
и прежде	3	1
она в	1	3
одинаковой мере	3	1
таких примеров	1	1
что мифическое	1	1
говорю о	1	2
именно как	3	1
в частности	2	2
с которой	2	1
предмет в	1	1
это дает	1	1
и даже	13	6
и очень	1	1
и тем	2	6
во внимание	2	2
или с	1	1
только в	5	7
в смысле	2	5
не абсолютная	1	2
оно и	1	3
и я	3	1
мы уже	3	3
тем более	3	6
себе до	1	1
у вас	1	1
бытие в	1	1
только она	1	1
она должна	2	2
неизменным в	1	1
может и	2	2
но о	2	2
есть и	12	3
совершенно ясно	1	2
случае не	3	2
содержит в	1	1
тогда это	2	1
в их	2	3
и абсолютно	1	3
что нужно	2	1
в себе	2	8
что называется	1	1
идея и	1	3
в словах	1	3
мы находимся	1	1
ибо если	2	1
притом чисто	2	1
как все	3	1
первый план	4	1
имеем дело	1	1
мифического субъекта	3	3
– чисто	2	1
е как-то	1	1
слово –	2	2
и этого	1	1
целый ряд	2	1
я говорил	1	2
с ним	1	3
и которая	1	1
имеем в	1	1
младенцу ясно	1	1
всего в	1	1
и более	1	1
чисто мифическая	1	1
когда есть	1	1
быть выражена	1	1
идеей или	1	1
личности на	1	5
и вот	2	11
вечное и	1	1
не мешает	2	2
вплоть до	1	1
есть уже	1	1
врывается в	1	1
оценивается с	1	1
так или	2	1
– тоже	2	1
законах природы	3	1
законов природы	10	5
единая и	1	1
пусть это	1	1
не могу	1	1
потому что	7	10
что для	5	1
если есть	1	2
и то	4	3
абсолютная истина	1	1
совершенно ясным	1	1
всех этих	1	1
мира есть	2	1
все время	3	1
не просто	18	7
так как	6	14
– как	3	5
и материи	2	2
зрения чисто	1	1
фактов и	2	1
даже не	6	2
всего прочего	5	1
на этом	2	3
– именно	1	1
не могут	4	2
или других	1	3
веру и	2	1
его брать	1	1
думать что	2	2
что под	1	1
лишь как	2	4
из себя	2	1
и с	6	4
я и	2	1
же –	1	1
т н	4	2
миф совершенно	1	1
в него	1	1
как результат	1	1
и всякий	3	1
е в	4	2
есть явление	5	1
тут же	1	1
также и	2	4
категорию которая	1	1
с другой	4	1
дело не	1	1
мы показали	1	1
в чем	4	8
было бы	5	9
если его	1	1
смысла идеи	1	1
всего иного	2	2
каких именно	1	1
значит не	1	1
только к	2	1
всем этом	1	1
и никакой	2	1
не мог	1	2
коем случае	3	2
знание и	4	1
у нас	4	3
бы только	2	4
именно в	2	5
нет ровно	1	2
живое и	1	1
все живое	1	1
мы не	5	9
одной из	1	2
системы –	1	1
и другого	1	1
совершенно ничего	1	1
верой в	1	1
чудо вовсе	1	1
я утверждаю	4	4
оно –	4	3
то следовательно	4	2
оно совершенно	1	1
ли от	1	1
с одной	3	1
случай указать	1	2
миф о	3	1
и материя	2	1
точно так	2	2
быть и	3	3
тут мы	2	2
нет никаких	2	1
есть дерево	1	1
тут перед	1	1
я могу	1	2
есть но	2	1
данная вещь	2	1
как таковое	3	3
же как	2	1
природы в	1	1
очень много	1	2
от вещей	2	4
бытия и	2	4
все это	6	9
процессе всего	1	1
в качестве	1	2
факты и	2	2
не так	1	1
мифологии и	3	8
совершенно не	2	3
именно миф	1	1
никакого мира	1	2
возможна только	1	1
ней не	1	1
это так	1	1
не ставится	1	1
и если	2	3
думают что	1	2
или не	5	4
покамест мы	1	1
в себя	1	5
только что	4	2
нет без	1	1
такое чудо	2	3
вера как	1	1
корнями в	1	1
себе есть	1	1
личности и	5	10
не всегда	1	3
а это	1	2
что он	13	7
данном случае	1	1
мира а	1	1
ибо каждая	1	1
есть просто	4	6
пространства и	2	1
не говорит	3	5
об истории	1	1
допустим что	16	2
поскольку речь	1	1
что и	6	6
уже не	5	9
есть все	1	2
о чуде	1	8
но так	1	1
в силу	3	4
человек и	1	1
что было	1	2
представление о	1	2
хотя бы	4	4
мы тут	1	1
и сына	2	1
природы не	1	2
отношении не	1	1
и по	2	2
себе ничего	1	1
тела не	1	1
другое –	1	1
а я	2	1
есть ни	3	9
вот мы	1	1
упомянутый миф	1	1
внести в	1	1
чего не	4	3
говорили мы	1	2
объект –	1	1
в ней	2	5
не зная	1	1
мифическое сознание	3	4
слово есть	1	3
пределы мира	1	2
и также	1	1
тому чтобы	1	1
ведь и	1	2
что должно	1	1
есть конечно	2	1
мог бы	1	2
сам по	5	2
не приходится	1	1
в понятии	2	2
или другим	1	2
на науку	1	1
говорил что	2	1
но все	1	2
– диалектически	2	2
в этот	1	2
как личность	1	1
в связи	1	1
свое изложение	1	1
в область	1	1
и основной	1	1
если нет	4	1
тут именно	1	1
не от	1	1
на основании	2	3
ни один	2	2
от этих	1	2
как о	4	2
как единственно	2	1
оригинальность и	1	1
то мы	1	3
сознание и	3	1
в другой	1	1
падения тел	1	1
– история	3	2
за пределы	3	3
есть нечто	23	2
мифе как	1	2
не как	1	4
в каком	3	5
имеем и	1	1
есть по	1	2
никак не	2	2
мифе и	1	1
– на	1	1
и жизни	6	2
и необходимость	1	2
в особенности	7	4
бы выразить	1	1
не будучи	1	1
должна быть	6	7
а главное	1	1
в христианстве	3	1
во-вторых поскольку	1	1
та же	1	3
ни в	9	8
напряженной и	1	1
что в	7	7
нее это	1	2
но если	6	5
чудо да	1	1
в основе	3	10
фактах и	1	1
из ее	1	2
зависимости от	3	1
ближе к	1	1
и становление	1	1
эти три	1	1
именно оно	1	1
есть тоже	1	2
указать на	1	1
бы мы	1	1
что на	1	2
и стало	1	4
раз навсегда	2	1
что миф	7	5
только не	10	3
в основу	1	1
не то	1	1
мы переходим	1	1
не может	19	11
того или	3	2
бы охватила	1	1
он должен	3	1
протекание явлений	1	1
для мифического	2	2
этот субъект	1	1
о том	6	5
вот когда	1	1
его не	2	1
в виду	7	9
самой же	1	1
на то	3	5
чудо есть	7	8
вижу я	1	2
которая не	1	2
быть не	2	2
есть догмат	6	1
может быть	13	17
и можно	2	5
ничто не	2	2
в одной	3	1
на другую	1	4
она не	3	4
a мы	1	1
есть история	4	1
более не	2	3
в глубине	1	2
эти два	1	2
своего существования	1	1
a и	1	1
личность есть	3	7
достаточно чтобы	1	1
идеи или	1	1
имел случай	1	2
природы и	2	2
мира в	1	1
что –	1	1
природы ровно	1	1
такую категорию	1	1
понятия чуда	1	5
помнить что	1	1
есть некое	1	1
показывает что	2	2
не было	3	2
но ведь	1	1
и при	1	2
души и	2	1
одна и	1	1
ну а	2	1
само по	5	4
свободы и	1	3
мыслить и	4	1
тогда нет	5	2
на ней	1	1
реальности в	1	1
что существуют	1	1
во всяком	2	2
и вообще	2	7
итак личность	1	1
не говоря	2	3
такое же	1	1
не только	23	8
нами не	1	1
объекта и	1	1
он не	5	1
человек по	1	1
и существует	2	1
и необходимости	2	3
есть чудо?	1	1
существуют только	1	1
было в	1	1
волей-неволей приходится	1	1
сущности своей	2	2
мифическая отрешенность	2	1
– во	1	1
с той	1	2
и тела	2	1
пр –	1	1
и становится	1	1
есть выдумка	1	2
мы отнюдь	1	1
и для	2	5
не более	1	1
что только	1	1
самое что	1	2
и чисто	2	5
выше и	1	1
утвердить его	1	1
непрерывно и	1	1
или другими	1	1
для философии	1	1
по себе	20	13
даже и	7	3
личностей и	1	1
или вообще	1	3
самый принцип	1	1
утверждаю что	5	5
никакой реальности	1	1
а в	2	1
бы равносильно	1	1
диалектический материализм	3	2
степени самосознания	2	1
разная степень	1	1
же будет	1	1
наука и	1	1
мифология лежит	1	1
о характере	1	1
я хочу	1	1
но с	1	1
не внося	1	1
выше гл	1	1
от него	1	3
она всегда	2	4
значений и	1	1
с своей	1	1
категорию и	1	2
что с	1	2
взаимоотношении находятся	1	1
личности мы	1	1
никакого отношения	3	2
верит в	1	1
что есть	4	2
чтобы она	2	1
миф как	1	3
и только	6	2
это будет	4	3
такой же	1	1
всего сама	1	1
с какой	1	1
богословия и	4	2
без которых	2	1
значат то	2	1
в некий	1	1
и говорить	2	1
у меня	2	1
– то	1	3
не зависящего	1	1
или мир	1	2
показали что	1	1
есть принадлежность	1	1
ни из	1	1
и как	8	4
иной раз	2	3
основании знания	1	1
потому не	1	1
зрения в	2	1
и слепого	1	1
вернее же	1	1
– тогда	11	1
что такое	21	5
тогда существует	1	1
и никакого	4	1
как таковая	3	2
чтобы это	1	3
точки зрения	25	14
что именно	3	7
по которому	2	1
мы понимаем	1	1
но и	9	4
в ее	1	2
и личности	1	1
не знает	3	1
вообще или	1	1
самым не	1	1
таковое но	1	1
себя в	2	2
д личность	1	1
во всем	3	2
на самом	1	1
я приведу	1	1
очень и	1	1
самого мифа	1	2
своим собственным	2	2
мифология и	5	2
тут –	2	2
говорить о	4	11
крайней мере	5	7
которая хотя	1	1
в этом	8	11
дальше –	1	1
почему же	2	1
что мы	8	7
между собою	1	2
точка зрения	5	1
– только	2	3
которую можно	1	1
дальше и	1	1
оказывается что	1	4
одна из	3	1
дает возможность	1	1
из этих	2	2
всякая личность	1	1
раз на	1	1
их в	2	1
– это	6	5
и смерть	2	1
история личности	1	1
было есть	1	1
и когда	2	2
ли самое	1	1
о нем	4	2
себя то	1	1
который хотя	1	1
– сила	1	1
будет и	1	1
я хотел	1	1
чудо –	1	6
исходит из	2	1
делает ее	2	1
есть подлинная	3	2
не будет	3	2
где не	1	1
процесс и	1	1
и нужно	2	1
дерево и	1	1
жизни он	1	1
его можно	1	1
и само	1	2
только лишь	1	1
поэзия же	1	1
двух или	2	2
можно сказать	1	5
чуда не	1	1
о бытии	2	1
сил и	1	1
в нем	3	5
заметить что	1	1
во всех	1	2
или иначе	2	2
в некоем	1	2
тело в	1	1
ибо раз	1	1
или по	1	4
в это	1	1
есть объект	4	1
на нем	1	2
имеет права	2	2
гетерогенных привнесений	1	1
вообще но	1	2
тот кто	1	2
никакого мифа	1	1
как нечто	1	2
идея личности	1	1
или в	2	7
чем собственно	3	1
учение о	8	5
все диалектические	1	1
истории и	4	2
или все	1	1
а именно	2	6
или иных	1	1
том что	8	10
встретились с	1	1
о котором	1	1
именно это	1	1
она и	2	1
чем же	1	2
и ничего	4	2
и следовательно	2	3
материя но	1	1
как таковой	2	5
только о	3	3
как к	1	1
полное логическое	2	1
и веры	1	2
ни на	3	6
к ее	1	1
всегда есть	5	2
оно не	6	2
вы знаете	1	2
действительно не	1	1
оно есть	2	4
a что	1	1
