3gram	Vinokur_KulturaYazyka_partition_part3_wordlist_3gram	Vinokur_KulturaYazyka_partition_part1_wordlist_3gram
что слово есть	1	1
должен решаться в	1	2
то же время	2	1
имеется в виду	1	1
может быть предметом	1	1
мы говорим о	1	1
и т п	18	41
т е о	2	1
в прямой связи	1	1
должно быть что	1	1
тем не менее	4	9
как не трудно	1	1
тот или иной	1	2
языка т е	1	3
в связи с	3	4
так же как	1	1
то же в	2	1
по крайней мере	5	1
в свою очередь	3	1
ради которого собственно	1	1
языке т е	1	1
но для этого	1	1
по отношению к	8	2
в ее целом	1	1
с другой стороны	6	3
именно так и	1	1
с тем чтобы	1	2
в отличие от	1	2
тем более что	1	2
как и всякая	1	1
что слово это	1	1
можно себе представить	1	1
при этом что	1	2
можно рассматривать с	1	1
в сущности уже	1	1
только для того	1	1
том-то и дело	1	1
в данном отношении	2	1
в тех случаях	2	1
на мой взгляд	2	3
точно и строго	1	1
языка в его	2	1
я и хочу	1	1
смысле этого слова	1	2
в области языка	2	2
и именно поэтому	1	1
что целый ряд	1	1
слова т е	1	1
язык как на	1	1
или иной литературной	1	1
вовсе не в	1	1
но все же	2	1
лишь после того	1	1
я мог бы	1	1
постановка вопроса о	1	1
как нельзя более	1	1
чтобы эти штампы	1	1
в общем смысле	1	1
так и в	2	3
с одной стороны	1	4
речи и не	1	1
мы увидим что	2	1
в то же	2	1
в известной мере	1	1
того как мы	1	1
собственном смысле слова	1	1
это еще не	1	1
т е в	2	1
де соссюр не	2	1
того или иного	3	3
язык никогда не	1	1
в виду не	1	1
мы сразу же	1	1
связи с общим	1	1
в силу того	2	1
том что на	1	1
в собственном смысле	1	1
том смысле что	1	1
как на язык	1	1
можно говорить о	1	3
я имею в	1	2
в самом деле	7	11
потому что он	1	1
в той мере	5	1
а то и	1	1
тех или иных	1	1
самом деле в	1	1
тот же звук	2	1
с тем что	1	1
до сих пор	4	8
и в лингвистике	1	1
п т е	1	1
и дело что	1	1
в заглавиях и	1	1
на той же	1	1
лингвистики xix века	1	1
сплошь да рядом	1	2
е как бы	2	1
с точки зрения	9	16
именно в том	2	1
а вот и	1	1
было бы сказать	1	3
в общем случае	1	1
по своему содержанию	1	1
в этом смысле	3	1
нельзя возразить против	1	1
легко убедиться что	1	1
только о том	1	1
после того как	1	4
т е с	1	1
той мере в	5	1
и в самом	2	4
звук языка это	1	1
прямой связи с	1	1
те или иные	1	1
что же до	2	2
его грамматическую систему	1	1
в какой мере	1	2
что же касается	4	1
но вернемся к	1	1
о языке как	3	1
на эту сторону	1	1
сих пор сказанного	1	1
в письменной речи	1	1
общем смысле этого	1	1
на этот вопрос	1	1
как увидим ниже	1	1
ясно что в	1	1
мере в какой	5	1
мы приходим к	1	1
том что не	1	2
далеко еще не	1	1
механизм языка который	1	1
мы наблюдаем в	1	1
только в том	3	2
ли в этом	1	1
хотя и здесь	1	1
жива еще их	1	1
и в той	1	1
того как они	1	1
тогда когда в	1	1
в том-то и	1	1
эту сторону дела	1	1
язык дворянской интеллигенции	1	1
в научной литературе	1	1
т п т	1	1
а в том	2	1
в стилистическом отношении	1	1
не случайно и	1	1
с этой точки	1	1
т п и	1	4
это потому что	1	1
не может быть	3	3
против того что	1	1
не в том	4	2
на литературный язык	1	2
а может быть	1	1
само по себе	1	1
в том случае	1	4
мы видели уже	1	1
на первых порах	1	1
но дело не	1	1
чуть ли не	2	1
д и т	2	1
и т д	14	8
не то что	1	1
заключается в том	2	1
т п так	2	1
хотя бы и	2	1
только тогда когда	1	4
т е она	1	1
заинтересован в том	1	1
а с другой	3	3
т п все	1	2
т д и	2	1
к нашей теме	1	1
