3gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram
ни аллегорией ни	1	1
начала xx в	2	1
тогда-то свыше вдохновенный	1	1
уже по одному	1	2
xix и начала	1	1
более общее и	1	1
дело в том	3	1
для тех или	1	1
есть символ в	1	1
не скажет что	1	1
чем не заинтересованного	1	1
это можно было	1	1
образом отличать от	1	1
и от аллегории	1	1
он не просто	1	1
каком случае не	1	3
вовсе не является	2	2
не просто художественное	1	1
сказать что если	1	1
поскольку в аллегории	1	1
самый настоящий символ	2	1
конца xix и	1	1
нашем смысле слова	1	10
ни аллегория ни	1	1
а не просто	3	1
когда мы произносим	1	1
здесь не в	3	2
одно нераздельное целое	1	5
можно сказать о	1	1
в художественном образе	1	1
самом же деле	4	2
что тут перед	1	1
а может быть	1	1
и тем что	1	1
д и т	4	1
и т д	13	3
в каком виде	1	1
все такого рода	2	2
в одно нераздельное	1	5
суждено в европу	1	1
также и закон	1	1
то это значит	2	1
с бесконечным числом	1	1
символа а не	1	1
том что всякий	1	1
структурно-семантических категорий в	1	3
такого рода эмблемы	1	1
во всяком случае	6	4
общего ни с	1	2
число в арифметике	1	1
как в аллегории	1	2
или образная идейность	3	1
той или другой	4	3
отнюдь не всякий	1	1
и то что	7	1
самое можно сказать	1	1
вся эта картина	1	1
взятый в чистом	1	1
не менее в	1	1
тут идет речь	1	1
а еще и	1	1
под него тоже	1	1
подпадающих под него	2	2
или в виде	1	1
на самом же	4	2
других структурно-семантических категорий	1	1
смысле слова символ	1	1
к тому что	1	1
нас не только	1	1
однако вовсе не	1	1
вовсе не есть	8	2
другое дело когда	1	1
что здесь мы	1	1
и не было	1	2
символ в прямом	1	1
по сравнению с	2	1
не что иное	4	2
итак символ отличается	1	1
отнюдь не является	2	1
несмотря на свою	1	1
мы хотели бы	1	2
жизни андрея болконского	1	1
войне и мире	1	1
что дело здесь	1	1
и как бы	2	1
в связи с	7	3
но отнюдь не	1	1
именно потому что	3	1
по крайней мере	5	6
бы то ни	4	1
символ второй степени	3	1
взятое само по	2	1
раздался звучный глас	1	1
сам по себе	6	6
и чистая художественность	1	1
художественные образы и	1	1
песни якова в	1	1
указывает на нечто	2	1
в нашем смысле	2	10
далеко не все	1	1
в начале или	1	1
то есть он	2	1
том виде как	2	2
нечего и говорить	1	1
так и в	1	1
природой здесь нам	1	1
аллегория ни олицетворение	1	1
тоже есть нечто	1	1
с одной стороны	1	1
изображенная здесь картина	1	1
том или другом	1	1
каких бы то	1	1
в медном всаднике	1	1
и без этого	1	1
едва ли кто-нибудь	1	2
разложению в бесконечный	1	1
только потому что	2	1
только в очень	1	1
так же и	1	1
не является просто	1	1
во все эти	1	1
ничего другого кроме	1	1
связи с той	1	1
взятые сами по	4	1
нераздельное целое однако	1	1
всякий символ есть	2	4
не всякий символ	1	3
они вовсе не	1	1
мы сейчас и	1	1
художественным произведением но	1	1
символа и от	1	1
и более абстрактное	1	1
в чистом виде	2	2
и во всяком	1	3
в чем же	1	1
содержит в себе	3	8
если бы он	1	1
что же касается	4	1
всяком случае не	1	1
общее и более	1	2
действительности и самой	1	1
дело вовсе не	2	1
только в том	1	3
то время как	4	2
что единственный способ	1	1
одно и то	3	1
нечто иное чем	1	2
в настоящее время	2	1
в самой этой	1	1
это значит что	2	7
с начала до	1	1
только в результате	1	2
с этой точки	1	1
не чем иным	1	2
не то чтобы	1	1
в том или	2	2
общее и единичное	3	1
если не прямо	1	1
еще не есть	2	1
природы и общества	2	1
в чем не	2	1
только то что	2	1
заключается не в	1	1
в аллегории и	1	1
же в таком	1	1
бесконечный ряд всевозможных	1	1
мы говорили выше	1	1
можно было бы	3	4
у нас выше	2	3
несет на себе	2	1
смысле слова и	3	1
о том или	1	1
мы должны сказать	3	2
а то что	2	2
только в виде	1	2
это и есть	1	1
бы даже и	1	3
в первую очередь	3	1
в античной мифологии	1	1
на нечто иное	1	2
образность или образная	3	1
эмблема есть символ	1	1
то и другое	1	3
вовсе не так	1	1
и больше ничего	2	2
отличается и от	1	1
дело здесь не	3	1
и единичное в	1	1
на первый взгляд	2	1
даже и не	4	2
что не только	1	1
по себе но	1	1
художественного образа в	1	1
свыше вдохновенный раздался	1	1
и не просто	1	2
имеет ничего общего	3	2
в то время	4	2
это не значит	1	1
быть даже и	1	1
смысле слова но	1	3
еще и потому	1	1
здесь нам суждено	1	1
к выводу что	1	1
и говорить о	1	1
сказать что в	1	1
в европу прорубить	1	1
бесконечным числом десятичных	1	1
при условии их	1	1
структурно-семантические категории в	1	1
тем не менее	10	10
не указывает ни	2	1
том что символ	1	1
то есть в	3	6
ни в каком	4	5
звучный глас петра	1	1
то более то	1	1
тому что символизируется	1	1
к самому предмету	1	1
то есть другими	1	1
том что он	1	1
в бесконечный ряд	7	14
только и можно	2	3
в данном случае	7	5
бросается в глаза	1	1
почти можно сказать	1	1
для этого необходимо	1	1
и от типа	1	1
в том какую	1	1
перестал бы быть	1	1
и символ в	1	1
же в конце	1	1
или по крайней	4	2
указывает ни на	2	1
если угодно можно	1	1
более то менее	1	1
принять во внимание	1	1
порождает из себя	1	1
никто не скажет	1	1
не являются только	1	1
не является пустой	1	1
не просто тип	2	1
является не чем	1	1
потому что он	4	2
тех или иных	4	3
значение сам по	1	1
это было бы	1	1
до сих пор	2	1
ничего общего с	2	2
только при условии	1	2
что здесь перед	1	3
как указание на	1	1
если бы мы	1	1
не есть просто	2	1
это и значит	1	1
во всяком художественном	1	1
нечто целое и	2	1
по своему содержанию	2	5
на действительность и	1	1
что он не	1	1
то ясно что	1	1
в одном случае	1	2
ни на какие	1	1
символ первой степени	3	1
закон для получения	1	1
и символ и	1	1
же самое время	4	2
в конце концов	3	1
то же самое	7	6
есть то что	1	1
предмета к самому	1	1
здесь перед нами	2	5
мы не будем	2	2
по себе в	1	1
медного всадника пушкина	1	1
единое и нераздельное	1	1
для нас не	3	1
только художественный образ	1	1
а не так	1	1
ни к какому	2	1
самодовлеющего и ни	1	1
и тем самым	2	1
вещей лиц и	1	1
разлагается в бесконечный	2	2
от всякой символики	1	2
само собой разумеется	1	1
в сравнении с	2	2
