3gram	Vinokur_StatiiOPushkine_partition_part3_wordlist_3gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_3gram
что он чувствует	1	1
языке самого пушкина	1	1
в языке бориса	2	5
по большей части	1	1
краков дом вишневецкого	1	1
царя бориса годунова	1	1
в то же	1	3
т п в	1	1
борис годунов является	1	2
в этом отношении	9	4
его размышления своею	1	1
в этом жанре	1	1
виде в каком	1	1
как мы видели	1	1
а как бы	1	1
подчеркнуть что в	1	1
принять во внимание	2	1
не укладывается в	1	1
в печатном издании	3	2
речи борис годунов	1	1
что в борисе	2	2
бориса годунова все	1	1
в известном смысле	1	1
борис годунов как	1	1
том смысле что	1	1
карамзин есть первый	1	1
с самого начала	3	2
в области трагедии	1	1
в самом деле	2	1
в языке пушкина	1	1
годунов и александр	1	1
с тем что	2	3
до сих пор	5	2
обстоятельство что в	1	1
важно подчеркнуть что	1	1
между прочим и	1	1
на вопрос о	1	1
так или иначе	1	1
т е не	1	1
что борис годунов	3	2
о том в	1	1
с точки зрения	2	4
сцена у фонтана	1	1
бориса годунова как	3	1
сцен в борисе	1	1
речь идет о	3	1
в г в	3	3
говоря уже о	1	1
точно также и	1	1
свидетельствуют о том	2	1
в этом смысле	1	4
в выборе формы	1	1
с борисом годуновым	4	1
в чем же	1	1
как трагедия была	1	1
бориса годунова но	2	1
что же касается	1	1
между царем и	3	2
бориса годунова в	3	2
в этом стиле	1	1
драматическая литература в	1	1
историк а как	1	1
сцене в келье	1	1
дают его повествованию	1	1
язык бориса годунова	1	2
в статье о	1	1
из бориса годунова	6	1
в одной из	2	1
что пушкин не	4	2
период работы над	1	1
языка пушкинской трагедии	1	1
есть первый наш	1	1
обратить внимания на	1	1
нравственные его размышления	1	1
в конце концов	1	3
пушкина борис годунов	1	1
и в этом	2	2
французская классическая трагедия	1	1
и пр в	1	2
по этому поводу	2	2
издания сочинений пушкина	2	1
обращает на себя	3	1
говорил что пушкин	1	1
работы над борисом	3	2
не в том	2	3
в словаре академии	2	1
нельзя не признать	1	1
интересно что у	1	1
создании бориса годунова	1	1
на тему о	1	2
в предисловии к	2	2
борисе годунове также	1	1
наш историк и	1	1
и т д	6	2
первый наш историк	1	1
и последний летописец	1	1
заключается в том	1	2
должна была бы	1	2
который говорил что	1	1
и в результате	1	1
то что он	2	1
и в другом	1	1
тем что в	1	2
годунова все эти	1	1
то что в	2	1
