3gram	Losev_DialektikaMifa_partition_part4_wordlist_3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram
от обычного хода	1	1
на водах многих	1	1
миф не есть	11	8
т д все	1	2
конечно не есть	1	1
и стало быть	2	4
не имеет пространственной	1	1
заключается не в	1	1
т д и	2	3
лежащая в основе	2	1
в сравнении с	1	2
