2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part5_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
остановимся только	1	2
с которыми	1	2
в двух	2	1
рассказа и	1	1
по его	1	1
и характер	1	1
нем и	1	1
для того	1	1
говорили в	1	1
как и	11	18
жизнь это	1	1
более интересна	1	1
вступают в	2	1
не могу	3	3
потому что	5	8
нуждается в	1	3
друг друга	1	2
конечно и	4	1
ему в	1	1
но вот	1	1
в самом	2	6
суда над	2	1
его из	1	1
при всем	1	1
человеком и	1	1
это последнее	1	1
же время	5	10
мы еще	3	1
в то	5	11
и то	1	5
поэтому в	1	1
по отношению	2	6
никогда не	2	4
мире и	2	2
им в	1	2
этом отношении	1	1
речь рассказчика	1	1
к мирозданию	1	1
всех этих	1	2
и в	53	35
все время	1	4
же что-нибудь	1	1
отметить что	2	1
других людей	1	1
в мире	5	4
настасьи филипповны	2	7
так что	1	5
записок из	1	3
не просто	1	2
так как	7	4
значение в	4	1
но не	5	6
у каждого	1	1
исключительной силой	1	1
не в	2	10
как будто	2	4
для всех	2	1
ипполита в	1	1
творчестве достоевского	5	7
есть в	3	1
на этом	1	2
мы должны	4	3
и через	3	1
а между	2	3
мы сказали	1	1
и во	4	3
своего собственного	1	3
бы он	1	2
им и	1	3
и об	1	2
и до	5	1
образа героя	1	3
как она	1	1
за что	1	1
всю жизнь	1	2
в таких	1	1
макара долгорукого	1	1
но кроме	1	1
с этим	2	3
словом и	1	3
слове и	1	2
землю но	1	1
несколько дальше	1	1
в предшествующих	1	1
и с	6	12
я и	1	2
потом в	1	1
дело и	1	1
но это	3	6
он остается	1	1
под влиянием	1	3
это в	1	2
не для	1	1
когда он	1	3
за всеми	2	1
то ведь	1	1
человек не	1	1
последующего творчества	2	1
здесь достоевский	1	1
конечно не	4	2
тут же	1	1
для этого	1	2
и т.д	2	3
это все	1	1
в заключение	2	1
это не	6	3
и идеологической	1	1
этот момент	1	1
слово в	2	2
с другой	2	4
некоторое время	1	1
здесь в	10	2
он все	1	2
иной раз	1	1
нечто смешное	1	1
место занимает	1	1
него он	2	2
создает особый	1	1
но он	2	4
далеко не	2	1
было бы	5	3
здесь и	4	1
как бы	14	31
бы быть	1	1
в процессе	1	1
так это	1	1
и вдруг	1	3
я знаю	1	1
отношении очень	1	1
прежде всего	15	12
о его	1	1
точки зрения	4	7
себе и	1	7
него как	1	1
без другого	1	1
и позволяет	1	1
и почти	2	1
он ни	1	1
мы остановимся	2	3
человека с	1	3
но и	7	14
несколько слов	3	1
к своему	1	5
в диалогах	1	4
глубоким и	1	1
в ее	3	3
над ним	1	1
а затем	4	2
нет и	1	4
задает себе	1	2
в очень	1	1
до сих	5	1
не знает	4	6
сочетается с	3	1
все на	1	1
другие даны	1	1
в творчестве	8	4
в большинстве	4	2
но именно	1	2
форме и	1	1
самим собой	1	7
внутренним диалогом	1	2
мы не	4	1
б я	2	2
диалогу к	1	1
одной из	4	2
коснемся еще	2	1
в кругу	1	1
я бы	1	4
мы можем	5	2
этого рассказа	2	1
всей своей	2	2
на протяжении	5	5
во всем	2	4
себя на	1	1
здесь мы	2	1
в результате	1	1
с каким-то	1	2
достоевского особенно	1	1
невозможно ибо	1	1
именно потому	1	2
на самом	1	9
которая в	1	1
или точнее	1	1
и наконец	2	7
живых и	1	1
в главе	1	1
всех его	1	1
смысле можно	1	1
но эта	1	2
в целом	1	3
и человека	4	1
для других	2	3
в преступлении	2	1
что не	1	4
в строгом	1	1
а не	11	4
и другой	3	1
собой не	1	2
с этой	1	2
говорить о	2	3
крайней мере	1	1
силы и	2	1
в этом	8	14
время как	1	2
превращается в	1	1
знаю что	1	2
другим человеком	1	1
достоевский не	1	1
об этом	1	1
в исповеди	1	5
быть и	2	2
со всею	1	1
одним из	3	1
и делает	1	4
этому мы	1	1
и ее	6	1
или даже	1	1
здесь с	1	1
диалога с	2	3
рассудка и	1	1
и из	3	1
кажется не	1	1
на него	1	5
собой он	2	1
этого не	1	3
почти все	1	1
одна из	7	1
прямо сказать	1	1
был очень	1	1
очень много	1	1
в общем	1	3
обращены к	1	1
этого слова	1	5
все это	8	14
этом произведении	2	1
не найдем	1	1
или меньшей	3	1
не чем	1	1
в качестве	1	1
в один	2	1
их в	2	2
в последующем	2	3
по своей	9	2
могли бы	1	1
мышкина и	1	3
которую он	1	1
братьях карамазовых	2	3
мы говорили	1	2
мысли и	1	1
его романов	1	1
он и	1	5
стиль речи	1	1
ли бы	2	1
что я	2	13
жизнь как	1	1
над собою	2	1
о нем	1	2
хотя и	4	2
если я	1	2
с ее	1	3
а они	1	1
но конечно	1	2
стиль и	1	4
и слово	1	8
во многом	2	1
только на	1	4
например в	5	2
и особенно	3	1
где он	1	4
все оно	1	1
из подполья	5	35
то же	6	15
и со	1	3
исповедь ставрогина	1	3
почувствовал что	1	1
я хотел	1	2
собою и	1	1
особый тип	2	1
здесь это	1	1
мыслей и	1	1
это было	3	2
проявляется в	4	1
в двойнике	1	10
его творчества	6	1
героя в	1	5
главное и	1	1
и пусть	2	2
алеши и	1	1
этом каждое	1	1
лучше всех	1	1
этом смысле	1	3
своих произведениях	1	1
которое совершается	1	1
все здесь	3	1
ну и	1	2
что касается	2	1
свои собственные	1	2
к братьям	1	1
характерно что	2	1
с собою	1	5
в речь	1	3
и если	3	1
у достоевского	17	12
его нельзя	1	2
пор еще	2	1
вдруг почувствовал	1	1
отчасти к	1	1
с собой	1	2
рассказа в	1	10
в себя	6	1
в такой	1	4
пусть пусть	1	1
и их	2	1
столь же	1	2
его целом	1	2
образом в	2	1
но мы	1	1
в которой	2	2
диалоге в	1	1
можно сказать	8	1
по своим	1	1
ничего не	6	3
говорили что	1	4
я уверен	1	2
что он	4	24
себе самому	6	18
но они	4	1
что они	1	6
человека из	1	13
в отдельных	1	1
в нем	10	16
во время	1	5
его художественной	1	1
по сравнению	4	1
в других	1	1
во всех	12	3
диалоге очень	1	1
в дальнейшем	7	2
он был	1	1
целом эта	1	1
слово человека	1	1
что и	3	3
один из	6	1
исповеди ставрогина	1	3
они уже	1	1
уже не	1	3
дан с	1	1
и позволяют	1	1
только здесь	1	1
с точки	2	2
здесь есть	1	2
же и	1	4
при всей	2	1
но только	1	3
своего героя	1	2
этой позиции	1	1
есть все	1	1
почти каждый	2	1
я очень	1	3
к другим	2	2
к себе	6	18
именно тем	2	2
человек и	2	4
он в	2	4
ивана и	1	2
все так	1	1
в сущности	10	14
два месяца	2	1
или во	1	1
хотя бы	2	2
или иной	1	4
пародии на	2	1
самого в	1	1
с ней	3	1
образ героя	1	1
более и	1	1
этого произведения	3	1
мне не	2	2
с другими	3	2
здесь как	3	1
самого начала	4	8
или в	1	2
и по	3	2
ипполита мое	1	1
но в	5	19
благодаря этому	1	2
человека в	3	1
нет здесь	1	3
а я	2	10
в отличие	1	2
своего рода	3	2
сих пор	5	1
очень хорошо	3	1
со всем	1	1
если и	1	2
идеи и	3	1
событий и	2	1
и внешние	1	1
но к	3	1
жизнь и	1	2
тем не	2	1
мной и	1	1
большей или	3	1
конце концов	1	3
мне все	2	3
это очень	4	1
с крайним	1	1
при этом	3	2
в форме	6	3
том что	5	3
его же	1	2
но уже	1	2
литературной пародии	1	1
ведет себя	1	1
у него	1	4
в ней	7	2
видели что	2	1
и она	1	1
в келье	1	1
и тут	1	2
именно это	1	1
в нее	1	1
в этих	5	2
на тему	1	2
сам с	1	1
в котором	1	3
сказать с	1	1
они были	1	1
этого и	1	2
мог бы	1	2
того же	2	1
как-то вдруг	1	1
не о	2	4
и соответствующие	1	1
рассказ в	1	3
ту же	1	1
к ней	1	2
вступает в	1	2
у тебя	1	1
образа в	1	1
в стиле	1	4
в другие	4	1
нисколько не	1	1
ни на	1	2
своей полноте	1	1
был прямо	1	1
в слове	1	6
достоевского уже	1	1
в романе	1	1
сцену в	1	1
что это	2	4
можно было	1	2
говорит о	2	2
и это	3	5
свою внутреннюю	1	1
и человек	1	1
я все	1	5
жизнь в	2	1
и другие	9	1
еще более	5	1
ведь это	1	1
друг к	1	3
в иване	1	1
от них	1	1
в диалог	2	1
характерные для	1	1
или еще	1	1
если б	7	3
