2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram
пор пока	1	2
всякое художественное	3	1
с самого	1	3
в их	1	3
произведение искусства	8	6
т д	8	3
и переживает	1	1
мы находим	1	2
в степени	1	1
из самых	1	2
искусств в	1	1
в себе	4	5
в одинаковой	2	1
и того	1	2
на примере	3	4
в большей	1	2
и другими	3	2
в рассказе	1	2
на его	1	3
как на	3	11
между ними	1	2
к тому	4	8
те времена	1	1
искусства должно	1	1
когда пушкин	1	2
знаем о	1	1
как у	1	1
искусство как	9	2
что вся	1	1
реакции в	1	1
художественное произведение	10	5
автор не	1	1
человека то	2	1
перед нами	1	2
одной стороны	6	12
в бессознательной	1	1
исчерпывающей ясностью	1	1
к содержанию	1	1
отдельного слова	1	1
из них	2	2
такой исчерпывающей	1	1
общего закона	1	1
и для	5	6
это только	2	3
что только	2	1
быть может	1	1
в области	11	1
имеем дело	1	1
сами по	1	2
анализ и	1	1
до конца	6	2
есть психика	1	1
предмет его	1	1
вообще и	1	1
чем идет	1	1
отличается от	2	2
что сущность	1	1
из виду	2	1
сколько-нибудь общепризнанной	1	1
и уже	1	3
обстоятельство что	1	1
всех остальных	1	1
одного и	2	2
элементов и	1	1
есть художественная	1	1
бы составить	1	1
которые мы	1	1
по себе	9	7
нормы и	2	2
чрезвычайно полезно	1	1
не менее	2	1
еще не	1	5
всякое произведение	2	1
важно показать	1	1
процесса с	1	1
целый ряд	6	3
большей частью	2	1
целым рядом	1	1
вносит в	1	2
же самое	2	5
эмоции а	1	1
в конце	3	4
и исходя	1	1
образом мы	1	3
стороны мы	1	2
всякого вообще	1	1
а в	6	4
сильнее и	1	1
все решительно	1	1
тому что	4	8
к процессам	1	1
такого же	1	1
метафизические построения	1	1
пересечении этих	1	1
представляет собой	2	1
центральный и	1	1
только с	1	1
в каждом	3	2
слов и	1	2
что психолог	1	1
видим в	1	2
силу того	2	1
свести к	1	1
от самого	1	1
имеет и	1	1
одним и	1	3
выступают в	1	1
бы его	1	2
что речь	2	1
как ни	1	4
и вот	3	2
остановиться на	2	1
принцип и	1	1
психологическое действие	1	1
художественном произведении	3	2
дело в	1	2
что психология	5	1
быть признаны	1	1
по преимуществу	1	2
в своем	3	6
для объективной	2	2
стороны и	3	4
решение вопроса	1	1
но она	1	2
утверждают что	1	1
эстетическое поведение	1	1
он указывает	1	1
и на	1	3
из которой	1	1
эти исследования	1	1
от обычного	1	1
вплоть до	1	1
совершенно точным	1	1
к другу	1	4
от него	2	4
психологии искусства	19	5
с если	1	1
не являются	1	1
мысль то	1	1
за счет	1	1
в двух	1	5
в какой	5	1
то или	2	1
в психологии	6	3
совершенно явно	2	1
стало быть	2	1
образы фантазии	1	1
жизни с	1	1
для того	6	20
следует отнести	1	1
мы никогда	4	2
же мнения	1	1
глубже в	1	1
как и	16	6
собой в	1	2
тому как	7	1
представлений и	1	1
эстетической реакции	5	17
совпадают с	2	2
думается что	3	3
потому что	10	23
что для	2	1
объективной психологии	4	2
с такой	1	4
на котором	1	1
нуждается в	3	1
для нашего	1	1
подойти к	2	1
что с	2	6
материалом и	1	1
в самом	11	14
о гамлете	1	1
по этому	2	5
мы еще	1	1
в то	5	2
и фантазия	1	1
и то	2	9
никогда не	8	9
этом отношении	2	3
что есть	2	2
и в	31	30
все время	4	20
связаны с	1	1
в последних	1	2
так же	12	13
психологические законы	2	1
что искусство	11	4
не хотим	1	1
поскольку она	2	1
размера и	1	1
без всякого	2	1
и материал	1	1
так что	5	3
и самый	1	2
искусства то	1	1
произведения не	1	1
приводят к	1	1
в корне	1	1
как вполне	1	1
благодаря тому	2	1
так как	18	9
которых складывается	1	1
самое важное	1	3
представления так	1	1
из его	3	1
и только	3	3
но не	3	7
лиц и	1	1
в стихах	1	1
в стороне	1	1
не в	11	8
свой роман	1	1
при анализе	1	1
для нас	5	3
как будто	5	6
с для	2	1
конечно же	1	1
чем это	1	3
по мнению	2	6
то как	1	1
большей мере	1	1
сводится к	1	5
ложными и	1	1
мы должны	1	3
не могут	3	3
и во	2	1
мы пытаемся	2	2
в которых	3	2
по существу	4	2
оба эти	1	2
представить себе	3	2
что лирика	1	1
внутренний разлад	1	1
в конечном	3	1
как она	2	4
совершенно прав	2	7
искусство есть	6	2
как это	4	7
речь в	1	2
с этим	3	2
на место	2	1
в полной	1	2
мы все	2	6
лошадь когда	1	1
речь идет	3	1
и с	2	2
событий в	1	2
скажем что	1	1
общественной жизни	1	1
но это	3	1
бы что	2	1
признать что	1	1
исходя из	3	2
в противоречие	2	1
смысле слова	3	1
в него	2	4
под влиянием	3	3
для каждого	1	1
являются не	2	1
это в	2	3
сам собой	1	1
чувства не	1	3
когда он	2	5
с самой	1	1
поэтому совершенно	1	2
то специфическое	1	1
поэтического произведения	1	1
знаем что	1	2
же в	1	2
и хотя	1	2
ссылается на	1	1
конечно не	1	1
к ослаблению	1	1
существует между	1	5
составить предмет	1	1
системы которые	1	1
в понимании	1	1
к таким	1	1
это не	1	3
евгении онегине	3	1
мы припомним	2	1
образом и	1	2
с другой	5	9
выразительных движениях	1	1
в художественном	3	1
и др	1	1
и как	2	7
совершенно другой	2	1
иной раз	1	1
и сейчас	2	3
здесь в	1	1
при взгляде	1	1
даже о	1	1
сознательно и	1	1
которую мы	1	2
должно быть	1	2
и совершенно	5	4
искусства по	1	1
далеко не	2	1
искусство и	4	1
искусства и	15	5
на художественное	1	1
того как	1	2
было бы	6	5
в чем	2	1
области искусства	2	1
что такое	2	1
этому присоединяется	1	1
как бы	5	19
сходство с	2	1
повести в	1	1
в процессе	5	1
из всех	2	1
более или	2	1
психологию искусства	3	3
все остальное	1	1
от других	2	1
совершенно ясен	1	1
этого процесса	1	1
очевидно что	6	2
как таковая	1	1
из отдельных	2	1
казалось бы	2	4
к сложным	1	1
дело с	3	5
прежде всего	4	4
о его	1	1
что стихотворение	1	1
указывает на	4	4
точки зрения	15	7
и трагедии	1	2
что от	1	2
на один	2	1
а с	1	5
просто и	1	2
и выражение	1	1
учением о	1	1
части но	1	1
начало антитезы	3	1
что именно	1	5
вместо того	1	1
том что	16	21
с поэтому	1	1
на это	2	1
совершенно ином	1	1
к искусству	1	3
у нас	4	4
но и	2	6
с здесь	3	3
полагаем что	1	1
процессе творчества	1	1
искусства но	2	1
психологии на	1	1
она то	1	1
именно в	1	6
в ее	5	3
нет и	1	1
а затем	1	2
до сих	3	5
только то	2	1
искусства не	5	2
литературном произведении	1	1
в зависимости	5	6
будто бы	2	1
том чтобы	7	2
мы не	12	3
стоит только	2	5
чем в	1	2
одной из	1	1
до тех	2	2
у шекспира	2	6
мы можем	4	7
имеет место	2	3
больше и	1	1
во всем	3	2
ясностью как	1	1
близкое к	1	1
только при	3	1
является результатом	1	1
он дает	1	2
конца с	1	1
в результате	4	4
элемента которые	1	1
на самом	2	2
большее количество	1	2
именно потому	1	3
и вообще	1	1
пушкин говорит	1	1
и наконец	1	3
совершенно справедливо	1	3
этой точки	5	1
а нечто	1	1
сцена прощания	1	1
не к	1	1
мы всегда	1	1
прощания гектора	4	1
в целом	5	5
как цель	1	1
ясностью показать	2	1
чтобы показать	3	2
что эти	3	2
не что	1	2
а не	13	8
в живописи	2	1
тех пор	1	2
гораздо более	2	2
все что	3	1
с этой	4	2
искусство в	2	1
с одной	5	12
и другой	3	1
никакой другой	1	1
в этом	12	14
к чисто	1	1
двух направлений	2	1
если мы	12	16
время как	5	2
на чем	1	1
и содержания	1	1
не принадлежит	1	1
все те	1	1
и отчетливее	1	1
об этом	1	3
лучше всего	1	1
это действительно	1	2
каким образом	1	2
этого вопроса	2	1
его жизни	1	1
явление в	1	1
что мы	8	11
и ее	1	1
говорит что	5	6
траты энергии	1	2
один раз	1	1
между собою	1	1
он говорит	1	3
в совершенно	4	6
точка зрения	4	1
здесь с	1	1
в поэзии	2	1
художественным произведениям	1	1
который прежними	1	1
психологической точки	4	1
и искусство	1	1
произведения с	2	1
каждой из	3	1
самом процессе	1	2
почти все	2	1
составить себе	1	1
а только	2	1
за основу	1	3
и таким	2	2
оказывается что	5	1
одна из	4	3
что мало	1	1
же как	4	2
мы испытываем	1	2
действующих лиц	1	7
совпадает с	4	1
из этих	6	3
совершенно в	1	1
материала все	1	1
действительно так	1	2
этого слова	4	1
не найдем	1	2
все это	8	2
взгляде на	1	1
мы называем	1	2
состоит в	3	3
в качестве	2	2
как например	2	2
есть чистая	2	1
в стихотворении	1	1
и есть	5	5
едва ли	1	2
в сознании	2	1
находится в	1	2
их в	2	1
самом деле	9	8
и когда	3	9
из авторов	1	1
могли бы	1	4
если в	1	1
и воображения	1	1
о нем	1	1
хотя и	3	1
не так	1	1
которая выпадает	1	1
заключается в	7	8
время и	1	1
и материала	1	1
удовольствие и	1	1
только на	3	4
не трудно	1	1
за этим	1	1
он есть	1	1
что оно	3	6
например в	3	1
в стихе	2	4
на другом	1	1
но никогда	1	1
как из	1	3
то же	5	7
который она	1	1
всякое усиление	2	1
той теории	1	1
совершенно разных	1	1
при помощи	20	1
том или	1	1
вся она	1	1
современной психологии	1	1
фрейд когда	1	1
могло бы	4	1
оно может	1	1
есть всегда	1	1
мюллер-фрейенфельс по	1	1
искусство может	1	1
и дальше	2	2
связана с	1	1
бы сказать	1	2
мы различаем	4	1
совершенно не	5	6
этом смысле	2	2
и самым	2	1
говоря и	1	1
не ее	1	1
как система	1	1
не дает	2	2
объяснение в	1	1
оказывается совершенно	1	2
в центре	1	2
формы и	5	3
мы при	1	1
искусства к	1	1
указывает что	1	5
художественного эффекта	1	1
точно мы	1	1
течении то	1	1
в фактах	1	1
с как	1	1
и зритель	1	1
и если	4	6
принять во	1	2
нас не	1	2
в произведение	1	1
обе эти	1	2
есть известные	1	1
задний план	1	1
что же	2	1
искусства является	2	1
и ясностью	1	1
действия в	1	1
в себя	2	2
только что	2	4
в такой	2	1
каждого из	3	1
искусстве и	1	3
и их	2	1
столь же	4	1
мы видим	5	8
в любом	1	1
мы очень	1	1
случае в	3	1
утверждает что	2	2
ряд чрезвычайно	1	1
вопрос о	3	3
и мы	1	16
как говорят	1	1
но мы	3	2
в которой	4	3
одной и	4	2
в эстетической	1	1
к нему	2	1
это лучше	1	1
которой он	1	1
можно сказать	1	2
этому вопросу	1	1
специфического отличия	1	1
точку зрения	3	1
ничего не	2	2
что ни	1	3
психику и	1	1
основана на	1	1
ее на	1	1
можно привести	1	1
что он	7	17
у пушкина	3	1
что по	3	2
концов только	1	1
легко показать	2	3
и тот	2	1
которого она	1	1
одном из	2	1
над его	1	1
что они	2	5
произведении искусства	3	1
на картине	1	2
должен быть	1	2
в нем	2	7
которых мы	1	4
этой формулы	2	1
по сравнению	1	4
этой работы	1	1
со времен	1	1
в других	1	1
заметить что	1	1
во всех	1	2
с совершенно	2	2
в нескольких	1	1
чрезвычайно важно	1	1
по поводу	2	3
при совершенно	1	2
что и	13	3
один из	4	5
объяснить нам	1	1
в действительности	1	1
примем во	1	1
новое что	1	1
и поэтому	2	3
ясно что	19	6
эмпирической психологии	2	3
уже не	2	1
с точки	2	2
но только	3	3
и теперь	2	1
но так	1	1
в силу	3	3
она находится	1	1
звуков в	1	1
бы такой	1	1
этих трех	1	1
вещь а	1	1
русском языке	2	1
представление о	3	1
художественного произведения	17	3
в сущности	10	12
толстой когда	1	1
различие между	4	1
хотя бы	1	3
наши чувства	1	1
мысли что	1	1
между теорией	1	1
когда говорит	3	8
окажется что	1	1
и здесь	2	6
лирическая эмоция	3	1
одну и	1	1
хотя эта	1	1
показать что	8	12
в постоянном	1	1
фактов с	1	1
самого начала	1	3
или в	1	6
три элемента	1	1
этой школы	2	1
учение о	1	1
но в	3	5
содержанию как	1	1
это мы	2	1
человека в	1	3
при восприятии	2	1
эмоции в	2	1
могла бы	1	1
что сказано	1	1
как по	1	1
здесь совершенно	1	1
в отличие	3	2
эта точка	1	1
сих пор	3	5
лирическую эмоцию	1	3
но к	3	1
и составляет	2	3
эмоции и	1	2
конце концов	3	2
только из	4	1
совершенно правильно	4	2
при этом	19	8
именно и	2	1
в нашей	1	2
и такое	1	1
художественного переживания	1	1
и там	2	1
другую сторону	1	1
что художник	1	1
художественной формы	5	3
это составляет	1	1
но что	2	1
строго говоря	1	2
в ней	1	4
у него	4	3
видели что	2	1
искусства совершенно	1	1
когда человек	1	1
что иное	1	2
именно это	1	4
в нее	1	2
в этих	4	3
в произведении	3	1
теория искусства	2	1
целом ряде	2	1
малейшее усиление	1	1
и следовательно	2	2
произведением искусства	1	1
искусства с	4	3
значение которое	1	1
тому чтобы	3	1
эстетическую реакцию	1	2
в котором	4	2
наблюдение что	1	1
собственном смысле	3	1
для нашей	1	2
ни одной	1	1
как таковой	1	1
для него	1	3
только о	2	2
своей задачей	1	1
того же	2	2
есть основное	1	1
размера а	1	1
чувства и	2	5
как к	2	1
оказывается чрезвычайно	1	2
ту же	2	2
такое что	1	2
пониманию и	1	1
свою очередь	1	1
совсем не	3	2
в искусстве	4	6
по выражению	1	1
она оказывается	1	1
часто в	1	1
пушкина мы	2	1
чувство и	1	2
видим что	2	3
художественное наслаждение	1	1
был бы	5	5
этой проблемы	1	1
говорил что	1	2
что художественное	1	1
но все	1	2
мы увидим	4	9
указанием на	1	1
что это	6	8
со всей	1	1
говорит о	2	4
и это	3	8
психологической теории	2	2
по необходимости	1	1
его действия	3	1
мы его	1	1
и другие	4	3
они находятся	1	1
меньше всего	1	3
может служить	1	1
в евгении	2	1
друг к	1	4
еще далеко	1	1
в подтверждение	1	1
евгения онегина	1	1
во все	1	1
сказал что	1	1
исследователи видели	1	1
с но	1	2
фантазии или	1	1
