3gram	Vygotskiy_Psychologia_partition_part1_wordlist_3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram
дело с фактами	1	1
тем не менее	4	2
том что по	1	1
в совершенно другую	1	1
в связи с	1	1
и то же	1	1
приводит к тому	1	1
сами нуждаются в	1	1
в свою очередь	2	1
искусства в конце	1	1
все больше и	1	1
те же явления	1	1
чтобы показать что	1	3
бьет мимо цели	1	1
именно потому что	1	1
с другой стороны	2	5
в конечном счете	3	3
совершенно очевидно что	1	2
ни в каком	2	1
с тем чтобы	1	1
формы то есть	1	1
быть дано только	1	1
в отличие от	1	3
психологические теории искусства	1	1
может быть объяснено	1	1
только на почве	1	2
он не может	2	1
в процессе творчества	1	1
она начинает с	1	1
искусства потому что	1	1
для социальной психологии	1	1
в согласии с	2	1
как совершенно правильно	1	2
с достаточной ясностью	1	1
к нему и	1	1
и что следовательно	1	2
лучше всяких теоретических	1	1
иметь дело с	3	1
и при помощи	1	1
ясно что и	1	2
том что он	3	1
же самое и	1	1
то что при	1	2
благодаря тому что	1	2
формы и содержания	1	1
до тех пор	1	1
простого к более	1	1
зрения социальной психологии	1	1
на тех практических	1	1
во внимание что	1	1
смыслу этого слова	1	1
такие исследователи как	1	1
бросается в глаза	1	1
речь идет не	1	1
к которым она	1	1
точкой для анализа	1	1
то что и	1	1
того и другого	2	1
в основе своей	1	1
он говорит что	1	1
случае не может	1	2
тот и другой	1	1
но так как	2	1
можно сказать что	1	1
совершенно верно что	1	1
с одной стороны	1	5
и во всех	1	1
не было бы	1	2
если же мы	2	1
в противоречие с	1	2
и тот же	1	1
мы увидим что	1	2
с конца с	1	1
т п в	1	1
леонардо да винчи	1	1
в этом отношении	5	2
вместо того чтобы	1	1
самому смыслу этого	1	1
когда он говорит	1	1
что психология искусства	1	2
и как он	1	1
приходится иметь дело	3	1
ясностью показать что	1	1
и других психологов	1	1
как раз обратное	2	1
точно так же	3	3
принять во внимание	1	1
же как в	1	1
ясно что при	1	1
так как в	2	1
если мы не	1	1
с на такой	1	1
что при помощи	1	1
в силу того	1	2
он никогда не	1	1
прямо говорит что	2	1
с самого начала	1	1
и той же	4	3
на такой же	1	1
склонен думать что	1	1
в самом деле	11	7
потому что он	1	2
и что даже	1	1
в произведении искусства	1	2
все время в	1	1
такой же точке	1	1
по себе не	1	2
до сих пор	5	3
едва ли не	1	1
художественное произведение как	1	1
может применяться в	1	1
в психологии искусства	4	2
что бессознательное по	1	1
в таком случае	1	2
показать что те	1	1
слова есть нечто	1	1
указывал на то	1	1
одни и те	2	1
новой точки зрения	1	1
с точки зрения	10	2
с он же	1	1
и в поэзии	1	1
и там где	1	1
то или иное	1	2
выходит так что	1	2
психологии искусства но	1	2
не только из	1	2
искусства в этом	1	1
бы если бы	1	1
целый ряд таких	1	2
в этом смысле	1	2
оно не может	1	1
он не только	1	2
только о том	1	1
так же как	4	4
ничего не потеряет	1	1
в чем же	1	1
и в самом	4	2
от простого к	1	1
один и тот	1	1
в сущности говоря	4	3
слова в стихе	1	1
полном согласии с	1	1
искусство как прием	2	2
мы никогда не	1	4
но в их	1	1
и отношений на	1	1
как будто бы	1	2
с так же	1	1
и те же	2	1
действие художественного произведения	1	3
ошибка заключается в	1	1
пор пока мы	1	1
при таком понимании	2	1
это когда говорит	1	1
в процессе восприятия	1	1
том случае если	4	1
предметом своего изучения	1	1
только в том	4	3
всяких теоретических соображений	1	1
социальной психологии и	1	1
и в полном	1	1
не в состоянии	1	3
один из самых	1	1
в конце концов	3	3
то же самое	6	2
то время как	2	5
все дело в	1	1
по самому существу	1	3
в результате она	1	1
имеет в виду	1	2
и многие авторы	1	1
по самому смыслу	1	2
одно и то	1	1
и не будет	1	1
иначе как в	1	1
задача состоит в	1	1
подобно тому как	2	5
совершенно ясно что	6	14
искусства и его	2	1
по этому поводу	1	2
материал художественного произведения	1	1
и таким образом	2	2
художественного произведения и	1	1
указывает на то	2	3
с этой точки	1	4
что основная тенденция	1	1
произведение как на	1	1
не может быть	8	8
не в том	2	5
числителя и знаменателя	1	1
нам приходится иметь	1	1
в полном согласии	1	1
если мы станем	1	1
само по себе	3	5
что в этой	2	1
в том случае	4	2
сами по себе	3	1
состоит в том	2	2
примем во внимание	1	1
тех пор пока	1	1
и т д	2	8
социологией и психологией	1	1
несмотря на все	3	1
что при этом	2	1
мы видим что	2	2
та же самая	1	2
говорит что в	1	1
не то что	1	1
в психологию искусства	1	1
заключается в том	10	6
и в том	2	1
в этой области	2	1
легче всего показать	1	1
вносит в нее	1	1
если бы в	1	1
с новой точки	1	1
заключает в себе	2	1
бессознательное по самому	1	1
произведении искусства и	1	1
к более сложному	1	1
нуждаются в объяснении	1	1
только то что	1	1
надо сказать что	2	3
