2gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part2_wordlist_2gram
я должен	1	1
уже в	2	1
главную задачу	1	1
в жизни	2	8
это и	1	1
это дискурс	1	1
лирическое я	4	1
наконец в	2	3
где карнавализация	1	1
в истории	2	1
и потому	1	2
свобода без	1	1
и поэтика	1	1
однако с	1	1
ее раньше	1	1
и он	3	1
их устранила	1	1
как на	3	3
сталине верховном	1	1
с появлением	1	1
ка идущих	1	1
как у	1	4
по рассуждению	1	3
свой класс	1	1
раннего маяковского	1	1
пастернака и	1	1
из них	2	4
времени в	1	1
в области	4	3
теория социального	1	1
своих читателей	1	1
пути здесь	1	1
него не	2	2
смысла будет	1	1
и соцреалистической	1	1
не менее	6	2
еще не	2	6
иные модификации	1	1
он сам	1	1
той тесной	1	1
к его	1	1
же самое	1	2
в конце	2	2
не вполне	2	2
все еще	2	3
не властно	1	1
праздник возрождения	1	1
лирическую героиню	1	1
я напротив	1	1
представляет собой	2	2
самое великое	1	1
по порядку	1	1
эстетической деятельности	3	2
другом найдя	1	1
и на	6	2
в ходе	1	1
личности поэтому	1	1
занимающего нас	1	1
для того	2	2
тому как	2	3
глубочайшего психического	1	1
хочу позабыть	1	1
в самом	1	3
а то	1	1
тогда как	9	17
в то	9	9
мире и	1	1
никогда не	3	4
слова хронотопа	1	1
условиям становления	1	1
для конвергентного	1	1
так же	1	2
так что	4	1
жизнь моя	1	1
нужен стих	1	1
я оборванный	1	1
не в	4	10
взаимоподчинения и	1	1
поэтики особое	1	1
русской поэзии	3	1
к бытию	1	1
есть в	1	1
аудитории и	1	1
грядущего це	1	1
нет иду	1	1
для которого	1	3
номер на	1	1
вообще индивидуальным	1	1
на нее	1	1
и иных	2	1
и читателем	1	1
как это	2	3
отношении к	1	1
речь в	2	1
не за	1	1
парадигмы художественности	3	2
объекта в	1	2
последний начинается	1	1
для этого	2	1
нет в	2	1
нового человека	2	1
и т.д	7	1
отца автор	1	1
посоветоваться он	1	1
никакое другое	1	1
широчайшего и	1	1
как от	1	1
читатель понимает	1	1
противопоставление на	1	1
становясь на	1	1
далеко не	1	2
искусства и	1	3
как бы	2	8
духовной культуры	2	1
всерьез озабочен	1	1
как вина	1	1
русской литературы	1	2
свой народ	1	1
я поэт	1	1
во взаимоотражении	1	1
себе и	3	1
художник этот	1	1
а с	1	1
неотрадиционалист будучи	1	1
но напротив	1	1
врача на	1	1
нет и	1	1
роста пишет	1	1
колючей разговора	1	1
были нет	1	1
художественного мышления	5	6
только ты	1	1
у времени	1	1
могу обойтись	1	1
которая в	1	1
твой путь	1	2
этой точки	1	1
рода легко	1	1
от имени	2	1
литературного процесса	3	1
и привести	1	1
с позиций	1	1
в целом	2	5
сознания к	1	1
что не	2	2
во второй	1	2
а не	20	12
не наиболее	1	1
есть одновременно	1	1
художественного целого	1	1
справедлива даже	1	1
подобного рода	1	1
художественной культуры	3	5
искусством и	1	1
во внутренний	1	1
одним из	3	4
искусства есть	2	1
рода эстетический	1	1
идеологемы врага	1	2
образом врага	2	1
бы индивидуалом	1	1
и никакое	1	1
крестного пути	1	1
ведет к	1	1
по своей	1	3
может наиболее	1	1
он и	2	2
культурное пространство	1	1
если в	2	1
над собою	1	1
свою звонкую	1	1
с ее	2	3
их чередованием	1	1
оборванный полет	1	1
стар и	1	1
захвата рассчитанного	1	1
они не	1	1
права на	3	1
время ролевого	1	1
могу стать	1	1
путь пройденный	1	1
где мы	1	1
от бога	1	1
сделать в	1	1
модусу сознания	1	1
столь же	5	1
и себя	1	1
который предстоит	1	1
второй половины	1	1
что по	1	1
симфонии городского	1	1
словесного творчества	1	1
ка ка	1	1
труда в	1	1
понимает ведущий	1	1
одном из	2	2
том числе	2	3
деятельности как	1	2
художественного творчества	2	2
еще один	1	2
принципиально иная	1	1
при всей	2	1
и теперь	1	1
а по	1	2
званье на	1	1
или иной	1	2
вас не	1	1
на ''ты''	1	1
в е	2	8
как писал	2	2
все хотят	2	1
во втором	1	2
человека в	4	2
сталинской эпохи	3	2
более архаичному	1	1
для х	1	1
оно должно	1	1
всех то	1	1
при этом	6	15
мир мал	1	1
того что	5	9
весь народ	1	1
но уже	2	3
у него	2	1
в этих	1	1
коллективного мозга	2	1
бахтинского интеллектуального	1	1
ни к	1	3
состояние мировой	1	1
горло собственной	1	1
межличностную ценность	1	1
только по	1	1
в искусстве	4	1
функция художественного	1	1
был бы	2	1
субъекта в	1	2
в слове	1	3
то ни	1	2
в зависимость	1	1
неумолимое находка	1	1
с правопорядком	1	1
народ свой	1	1
мы сами	2	1
переходит в	1	1
не об	1	1
еще более	1	1
единодушия и	1	1
душевную жизнь	1	1
написанными бахтиным	1	1
было сказано	2	1
рассчитанного обычно	1	1
перемен и	1	2
последними словами	1	1
эстетического отношения	1	2
предвидимое желаемое	1	1
индивидуального я	1	1
таких мозгах	1	1
мира []	1	1
себе однако	1	1
слова и	7	1
даже в	4	4
его онтологической	1	1
здесь я	1	1
эстетического субъекта	3	7
авангарда в	2	1
писал бахтин	1	1
так и	7	9
привести мастеров	1	1
тем самым	3	7
должен найти	1	1
исследования в	1	1
никто его	1	1
юрий живаго	1	2
воспринимающим сознанием	1	1
в своего	1	2
бы то	1	2
отказа от	2	1
стихотворения в	1	1
на феномен	1	1
в авангардистской	1	1
событие взаимоподчинения	1	1
вся земля	1	1
авторитарного менталитета	3	1
личного бытия	1	1
как раз	2	2
ей предназначено	1	1
стороны какого	1	1
незаметно прожили	1	1
в эстетическом	1	1
и штык	1	1
эстетических отношений	2	1
центральная контрольная	1	1
позднего пастернака	1	1
себя и	2	2
в противоположность	2	2
и притом	1	1
не бывает	2	1
по сути	1	1
несет ответственность	1	1
место в	1	4
предназначено в	1	1
то есть	5	5
вместе с	5	5
со второй	1	2
отвлечены текущими	1	1
к объективности	2	1
эстетическим субъектом	1	2
в кругозоре	3	2
в преодолении	1	1
третьем лице	1	2
и индивидуальный	1	1
коллективной субъективности	1	1
и отражения	1	1
не знающий	1	1
сохраните на	1	1
однако не	1	3
комиссия утопического	1	1
то в	2	3
и его	3	6
ответственность за	1	2
богом и	1	1
их именно	1	1
х годов	3	15
соцреалистического менталитета	1	1
юрия андреевича	1	2
г адамович	1	1
это как	2	3
функционирования это	1	1
я не	5	2
духовной потребностью	1	1
пути как	2	2
к художественному	1	1
менталитета искусство	1	1
дискурс ответственности	2	2
той или	1	2
жизненный путь	1	2
как такую	1	1
говоря уже	2	4
моя победа	2	1
и ''я''	1	1
одного вождя	1	1
в частности	4	11
над ней	1	1
с соцреализмом	1	2
к объекту	2	1
т п	2	1
художественного ремесла	2	1
и даже	8	2
нет у	1	1
ведущих мотивов	1	1
из тех	2	1
на полуслове	1	1
нового произведения	2	1
как в	1	5
и я	1	1
наш взгляд	3	1
союза советских	1	1
жизни в	4	4
эпохального эссе	1	1
погасших я	1	1
времени тогда	1	1
жизни где	1	1
но разговор	1	1
интеллектуального наследия	1	1
есть и	1	1
подлинное искусство	1	1
в их	3	1
для соцреалистической	1	1
в себе	6	6
в единственном	2	1
жизни по	1	1
в словах	1	3
к тому	1	6
предписанное русло	1	1
сталинский краткий	1	1
революционной интеллигенции	1	1
мертвого у	1	1
сказать и	1	2
субъектов жизни	1	1
его собственная	1	1
она как	1	1
направляет на	1	1
дискурс есть	1	1
по характеристике	2	1
надолго сохраните	1	1
жизнь []	1	1
извлечь из	1	1
в ссср	1	1
индивидуального пути	1	1
в году	5	5
сознания в	3	1
в ситуации	2	2
тому что	1	1
е фарино	1	2
всей жизни	1	1
воскрешение архаических	1	1
на граните	1	1
как путь	1	1
современность ближайшее	1	1
находка для	1	1
и вот	1	2
концепция личности	1	1
монолог но	1	1
вплоть до	3	2
данный момент	1	1
роман или	1	1
в веках	2	1
не могу	2	2
потому что	2	3
коллективный классовый	1	1
друг друга	2	1
без личной	1	1
культуры хх	2	1
на том	1	1
и то	3	1
по отношению	4	4
этом отношении	3	5
в россии	2	1
теорию деклассированной	1	1
эссе элиота	1	1
все время	1	3
личной воли	1	1
себя а	1	1
под названием	2	1
как авангардное	1	1
не просто	1	1
так как	3	1
у каждого	1	1
автор отныне	1	2
позиций всякое	1	1
субъекта жизни	2	2
восходит к	2	1
взаимоотражении во	1	1
автора перед	1	1
горького мать	1	1
тесной близости	1	1
человеческого присутствия	1	2
как ощущение	1	2
на свою	3	3
безоглядно или	1	1
ремесла к	1	1
в конечном	5	1
бродского научным	1	1
ответственность без	1	1
архаических культурных	1	1
и с	3	2
я и	4	10
отныне несет	1	1
теми клеточками	1	1
не приемлет	4	1
индивидуальной жизни	1	1
и перестановок	1	2
путь самоактуализации	1	1
чем и	1	1
неотрадиционализма в	3	1
я был	1	1
с тобой	5	1
переделки мира	1	1
с другой	8	6
субъектом и	1	1
в художественном	2	1
какого бы	1	2
сути своей	1	1
было бы	2	2
в чем	1	1
в случае	1	2
опальный стих	1	1
очевидно что	2	1
к более	1	1
отступаться от	1	1
кардинально расходясь	1	1
пишет стихотворение	1	1
моя и	1	2
мировой мысли	1	1
поэтому для	1	1
с тобою	1	2
без другого	2	2
в.т и	1	2
саморазвитием жизни	1	1
ряд который	1	1
у нас	5	2
но равно	1	1
и обоюдного	1	1
к своему	2	1
на фоне	5	1
именно в	1	5
из трех	1	1
межличностных отношений	1	1
и физического	1	1
мыслится при	1	1
историческом развитии	1	1
коммуникативное событие	3	4
одной из	2	1
этой системе	1	1
той органической	1	1
здесь мы	1	1
жизни как	2	2
равнению единодушия	1	1
конвергентного сознания	3	7
шаг который	1	1
и вовсе	1	2
однако его	2	1
за открывшуюся	1	1
общим делом	1	1
с одной	7	4
сами себе	1	1
поэзии и	2	2
начинается с	1	1
как самотрансценденция	1	1
устранила бы	1	1
и выпадает	1	1
и подобные	1	1
для себя	2	2
но по	1	1
''ты'' и	1	1
этот путь	3	2
не отступаться	1	1
в сочетании	1	1
образ пути	2	2
например мы	1	1
поэтической культуры	2	1
были отвлечены	1	1
бытия и	1	1
состоит в	9	6
в качестве	5	5
в стихотворении	13	6
столь радикальным	1	1
абсолютно мертвого	1	1
что я	2	5
курс истории	1	1
я я	2	2
поэта то	1	1
жизни а	2	2
в предписанное	1	1
и таинственно-непостижимым	1	1
стихотворение владимир	1	1
отыскав опальный	1	1
дискурс не	1	1
за их	1	2
до нобелевской	2	1
художник был	1	1
своего адресата	1	1
в строке	1	1
как система	1	1
который по	1	1
а так	1	2
озабочен духовной	1	1
демонстрирует например	1	1
путь духовного	1	1
котором художник	1	1
более того	1	3
власти в	1	1
утопического грядущего	1	1
чередованием незаметно	1	1
не всегда	1	2
и скрытой	1	1
что он	3	5
данном случае	3	4
герой мандельштама	1	2
общего дела	4	1
и выше	2	2
к жизни	2	2
их объединяет	1	1
годов в	1	2
нобелевской лекции	2	2
что и	2	2
уже не	2	3
с пролетариатом	1	1
стать самим	1	1
кончается искусство	1	1
ценность и	1	1
что было	2	1
а эти	1	1
це ка	1	1
самоутверждения или	1	1
хотя бы	2	1
уничтожить положение	1	1
сознанием и	1	1
и следовало	1	1
с другими	1	1
народу нужен	1	1
читателя и	1	2
хронотопа последними	1	1
а я	1	3
художественная культура	3	1
в отличие	1	5
то с	2	1
следующий по	1	1
традиция и	1	1
полном соответствии	1	2
в ней	4	1
раньше не	1	1
следует признать	3	2
мандельштаму не	1	1
соцреалистическое время	1	1
е годы	2	9
как воскрешение	1	1
целом ряде	1	1
за его	1	2
художественному образу	1	1
и глубочайшего	1	1
и ты	3	4
авангардистской книге	1	1
в рамках	4	4
эстетического откровения	3	2
того же	4	2
на себя	2	2
акта ушло	1	1
вяч иванов	1	1
фарино и	1	1
о сталине	3	1
двух других	1	1
класс и	3	2
в романе	1	3
он пишет	1	1
в этот	1	1
знающий отца	1	1
в плену	1	1
на номер	1	1
не судит	1	1
соответствии с	2	5
речь разумеется	1	1
без ответственности	1	1
никем не	1	2
в рассмотренном	1	1
прошлое и	1	1
прожили жизнь	1	1
никого не	1	1
и представляет	1	1
оказывается общим	1	1
что ему	1	2
общего с	1	1
силу поэта	1	1
и к	2	3
конечном счете	5	1
один в	1	2
в историческом	1	1
мандельштама не	1	1
ему межличностную	1	1
за пределы	1	1
нашего столетия	2	2
таинственно-непостижимым образом	1	1
с читателем	2	1
увидеть всех	1	1
к родине	1	1
соцреалист как	1	1
и жизни	3	3
по которым	1	1
не будучи	1	1
в эти	1	1
в свою	1	2
историческом времени	1	1
неотрадициональной ориентации	1	1
заказа будучи	1	1
собеседников в	1	1
что в	4	2
в руках	2	1
быть актуализирован	1	1
в своей	1	7
мы вместе	1	1
докторе живаго	2	1
он ищет	1	2
в основе	2	5
со словом	1	1
постановка проблемы	1	1
по мысли	1	6
соцреалистическом тексте	1	1
от политбюро	1	1
путь преодоления	1	1
в будущем	1	1
проблема большого	1	1
дискурса власти	6	1
будет свой	1	1
становления тоталитаризма	1	1
только не	1	1
на лестнице	1	1
с миром	1	1
самое можно	1	1
не может	9	8
кто сам	1	1
в индивидуальном	1	1
в третьем	2	3
такого рода	9	10
все прочие	1	1
звонкую силу	1	1
лекции бродского	2	1
барахла культуры	1	1
диалога но	1	1
этот образ	1	1
дискурс власти	3	3
работе стихов	1	1
о том	2	6
хх век	1	2
его не	1	1
являет собой	2	1
лишь при	1	1
печати были	1	1
в виду	2	1
на то	1	2
эстетике словесного	1	1
[] в	6	3
судьбы героя	1	1
мы и	1	2
имя переделки	1	1
быть не	2	2
от своего	1	1
тоталитарной культуры	4	1
как я	3	1
может быть	17	12
ни с	1	2
советских писателей	1	1
политбюро доклад	1	1
внутренней маргинальности	1	1
стих а	1	1
или направить	1	1
искусства в	1	1
ли не	4	1
с тем	2	1
причастность к	4	2
который в	1	1
более не	1	1
порядку шаг	1	1
ты шел	1	1
в глубине	1	2
к товарищу	1	1
отличие от	1	5
и других	4	1
субъект не	2	1
мира в	2	3
обращаясь к	3	1
всеми сообща	1	1
в таком	1	1
доверие к	2	2
не было	2	1
того чтобы	1	2
именно теми	1	1
в этой	3	8
ей сделать	1	1
таинственно-родной и	1	1
свободы и	1	2
в единстве	1	3
свой праздник	1	1
самим собою	1	1
авангардистской альтернативности	1	1
для печати	1	1
с образом	2	2
концепции интерсубъективной	1	1
авангардистского самоутверждения	1	1
не говоря	2	4
даже по	1	1
трактуется как	1	1
узнаю тебя	1	1
не только	8	14
самодвижению саморазвитию	1	1
он не	5	1
живой традиции	1	1
образу органическим	1	1
другим никто	1	1
два момента	1	1
неотрадиционального феномена	1	1
мы чувствуем	1	1
из своих	2	1
где в	2	1
выпадает функция	1	1
[] однако	2	1
ним неумолимое	1	1
творческой памяти	1	1
делом ленин	1	1
образом связанному	1	1
автора героя	1	1
одной стороны	6	4
частность оказывается	1	1
ответственность неотъемлемые	1	1
истории вкп(б	2	1
и для	3	4
такой стих	1	1
марш марш	1	1
выше и	2	2
художественного мира	2	1
после чего	1	1
будучи попыткой	1	1
[] тогда	2	1
с авангардистом	1	1
становится для	1	1
области исторической	1	1
не столько	3	1
так в	5	1
к той	1	1
авангардистом одновременно	1	1
в принципе	5	2
а в	3	5
вл соловьева	1	1
ее историческом	1	1
в каждом	2	1
от самого	1	1
в хх	4	3
творческого поведения	5	2
такую же	2	1
по преимуществу	2	1
но с	3	2
культуры уединенного	1	1
высшей ценностью	1	1
в прозе	1	1
общественного сознания	2	2
и ответственность	1	2
элиота традиция	1	1
числе и	1	2
этого феномена	1	1
другого в	3	4
надпись надолго	1	1
сохрани мою	1	1
верховном читателе	1	1
читателе делающем	1	1
эстетический субъект	3	2
в пространство	1	1
в мире	9	16
и только	2	2
в стихах	8	6
образах коллективного	2	1
тройственном противостоянии	1	1
для всех	5	1
в полном	1	2
психологии их	1	1
искусства уничтожить	1	1
преодоление уединенности	1	1
культуры на	1	1
стихотворение не	1	1
касающуюся частность	1	1
и до	2	1
топота потоп	1	1
политики в	1	1
перед лицом	1	4
сознания авангардизм	1	1
интерсубъективной творческой	1	1
объективности бытия	1	1
художественным творчеством	1	1
советчика врача	1	1
поэзии неотрадиционализма	1	1
попыткой адаптировать	1	1
явной или	1	1
и хотя	1	1
[] это	3	3
границу между	1	1
знает категории	1	1
к равнению	1	1
и как	3	3
направить душевную	1	1
хотят увидеть	2	1
этих троих	1	1
области искусства	2	1
искусство и	1	1
в творческом	1	2
с саморазвитием	1	1
точки зрения	4	7
его личности	1	1
идущих светлых	1	1
но и	10	14
при котором	1	1
быть вообще	1	1
в ее	2	5
а затем	2	3
не знает	2	2
за рекой	1	1
том чтобы	3	2
потребностью аудитории	1	1
себя в	6	7
на протяжении	1	1
во всем	1	1
на читателя	1	1
и нетерпимая	1	1
бахтиным для	1	1
на самом	1	1
искусство не	2	2
с кем	1	1
образ врага	1	1
рамках авторитарного	1	1
в этом	9	14
путь а	1	2
в путь	3	1
коммуникативная стратегия	5	1
способ присутствия	1	1
соцреализм в	2	1
внутренних я	1	1
у людей	1	1
я стал	1	1
герой не	1	1
художественной системе	4	1
мысли и	2	1
за художником	1	1
мыслится как	3	3
из ведущих	2	2
в восстановлении	1	1
подобные им	1	1
например и	1	1
только на	1	1
лиц свой	1	1
каждого смысла	1	1
органической связи	1	1
как неотрадиционального	1	1
исходит из	1	1
ним и	1	1
его герой	1	1
литер на	1	1
у истоков	1	1
доклад о	1	1
творческую индивидуальность	1	1
системе ценностей	2	1
уединенного я	2	1
обнаруживается и	1	1
другого я	1	2
беседы блаженнейший	1	1
можно сказать	1	2
неклассическая художественная	1	1
''я'' сделать	1	1
исторической жизни	1	1
романного героя	2	1
белой из	1	1
определенный круг	1	1
в нем	3	2
во всех	3	2
где б	1	1
он был	1	1
воспринимающее сознание	1	1
что ей	1	1
лирического героя	4	7
было его	1	1
пролетариатом той	1	1
время современность	1	1
я пишу	2	1
вот она	1	1
мы мы	2	1
советского периода	1	1
и сам	2	2
это точка	1	1
идентификация бахтинского	1	1
а именно	3	5
ведущий класс	1	1
том что	7	8
остаются в	1	1
стихотворений и	1	1
писателя с	1	1
и перед	1	2
городского дня	2	1
в противовес	3	7
она и	1	2
или подразумеваемой	1	1
за окном	1	1
с жизнью	1	4
военных лет	1	1
не хуже	1	1
