2gram	Tiupa_DiskursIZhanr_partition_part1_wordlist_2gram	Tiupa_DiskursIZhanr_partition_part2_wordlist_2gram
во всяком	1	2
полагая его	1	1
мн др	2	1
лицом к	1	1
или о	1	1
второго лица	1	1
рассказ как	3	1
таким образом	1	3
по своему	1	3
не говоря	1	2
жизни в	3	2
ибо это	1	1
существенная роль	1	1
внутренней речи	3	2
тем что	1	3
же касается	2	2
одно и	2	1
и сказкой	1	1
коммуникативную ситуацию	3	2
в жизни	1	1
это и	1	1
литературы нового	1	1
рамках которого	1	1
не только	10	28
по аналогии	1	1
безымянный человек	1	1
в литературные	1	2
человек некий	1	2
он не	3	1
нарративная стратегия	5	1
объекта и	2	1
притча в	1	3
сказание или	1	1
там же	2	1
в становлении	3	1
бахтин имеет	1	1
глава рассказ	1	1
современной словесности	1	1
на статус	1	1
стратегию в	1	1
в данном	7	5
в истории	1	4
как уже	2	3
в пределах	4	2
может и	2	2
рассказ о	2	1
значительной степени	1	2
к своим	2	1
высказывания и	1	2
ценностной дистанции	1	1
бы укрупненных	1	1
на языке	2	1
о событии	1	1
содержит в	2	1
с самого	1	1
в специальном	2	1
в литературу	1	2
было в	3	2
чьей-то жизни	2	1
аналогии с	1	1
в современном	1	2
жанровые модификации	2	1
в себе	19	7
и того	3	3
с той	2	1
на примере	2	1
в рассказе	4	2
личности в	2	1
к тому	1	5
с их	2	1
значении этого	2	3
передний план	1	1
на передний	1	1
жанрах в	1	1
сводится ни	2	1
в культуре	1	2
обнаруживает себя	1	1
перед нами	3	3
чужой речи	1	1
одной стороны	4	9
по рассуждению	1	4
в соответствии	2	2
система смыслов	1	1
является событием	1	1
из них	3	3
форма авторства	1	4
не более	2	2
индивидуальной жизненной	1	1
времени в	4	2
в новом	1	2
принципиально не	1	1
в области	2	1
имеем дело	1	2
притчи и	2	1
до конца	1	1
к однозначности	1	1
отличается от	1	2
из виду	3	1
в первом	1	3
и пространства	1	1
ивана петровича	2	1
как жанр	1	3
одного и	3	2
персонажей а	1	1
инвариантную архитектонику	2	1
медитативный векторы	1	1
ситуации рассказывания	2	3
и мн	2	1
адресата с	1	1
не менее	7	2
назидательное безапелляционное	1	1
еще не	6	14
в году	1	2
он сам	1	1
настоящего времени	1	1
не столько	3	1
лицо и	1	1
представляют собой	1	1
своих адресатов	1	1
к его	4	2
к той	1	3
в принципе	2	2
в ситуации	1	3
не вполне	1	1
ситуации выбора	1	1
а в	2	5
жанры это	1	1
складывается из	1	1
всего в	1	1
и более	1	1
представляет собой	11	17
весьма существенную	2	1
исследовавшейся л.с	1	1
вследствие чего	1	1
его составе	1	1
в русской	3	1
универсальные архетипические	1	1
здесь также	1	1
своей природе	1	2
которой нет	1	1
несут в	1	1
и должно	1	1
этического выбора	2	1
быть субъектом	1	1
самого рассказывания	1	3
имеет своим	1	1
с рассуждением	1	1
дело в	2	1
по преимуществу	2	1
в своем	5	6
стороны и	2	2
одного из	4	2
в нашем	1	1
предосудительного памяти	1	1
но она	3	1
жанровые стратегии	2	1
с человеком	1	2
и на	5	5
в ходе	2	3
вплоть до	1	1
в сторону	1	4
субъекта объекта	1	1
не имеют	1	1
в прозе	1	1
петровича белкина	2	1
словесности в	1	1
по крайней	1	2
в одно	1	1
нарратива и	1	2
сам действователь	1	1
как и	16	16
человека иначе	1	1
тому как	2	3
совпадают с	1	1
числе и	1	2
потому что	4	4
друг друга	1	1
ему в	1	2
в повестях	2	1
в самом	1	3
нормативной поэтики	1	1
при всем	1	1
человеком и	1	1
тогда как	11	19
же время	5	4
вполне определенную	1	1
и другой	1	1
по словам	2	2
до современности	1	1
поэтому в	1	1
по отношению	4	9
никогда не	2	2
в то	5	3
как протороманный	1	1
этом отношении	4	1
события тогда	1	1
и то	4	1
с.с аверинцева	2	3
собственно жизнеописания	1	1
слова не	2	1
и в	16	16
строгость композиции	1	1
в эпоху	1	5
этого понятия	1	1
в мире	11	1
по справедливому	1	2
из романа	1	1
по природе	2	5
под названием	1	1
помещаем полагая	1	1
может реализоваться	1	1
не сводится	4	3
повторяемость ситуаций	1	1
выбора между	3	1
глава жизнеописание	1	1
но не	7	11
протороманный нарратив	1	1
события в	1	2
говорящего и	1	2
хотя в	1	2
письма в	1	1
не в	3	7
субъекта жизни	1	1
как будто	3	1
которая может	1	1
и перформатива	1	1
восходит к	3	1
полифонического романа	1	1
для всех	1	1
образа жизни	1	1
литературного жанра	4	2
было сказано	1	1
если можно	1	1
сводится к	2	5
есть в	2	2
в памяти	1	1
описаний акцентированная	1	1
человеческого присутствия	1	2
собой как	1	1
на границе	1	1
а сам	2	2
на этом	1	2
и во	1	2
предстает субъектом	1	1
художественного письма	7	7
в наше	2	2
равной степени	1	1
в которых	1	4
не могут	1	1
до известной	1	1
рассуждал о	1	1
дистанции между	1	1
событийность придается	1	1
и до	1	1
субъекта притчевого	1	1
в напряжении	1	1
уверяем читателя	1	1
в конечном	1	1
в центр	1	1
и н.и	1	1
она сама	1	1
и читателем	1	1
как это	1	1
который не	2	1
европейской поэзии	1	1
лишь в	1	4
лирических жанров	7	2
в полной	1	1
более чем	2	2
мы все	1	1
но также	1	1
языка и	1	2
сказания и	1	4
речь идет	1	1
речевых жанров	3	12
нем звучит	1	1
жанрового зародыша	1	1
но это	3	1
романного дискурса	1	1
исходя из	1	2
этот жанровый	1	1
анекдот не	1	1
на я	1	1
это в	2	2
завершенная и	1	1
когда он	1	2
на мой	2	2
человек не	1	1
является ситуация	1	1
событийного ряда	2	1
человеческого сознания	1	3
в ряду	2	2
коего мы	1	1
просто как	1	1
чем и	1	1
о них	1	1
присутствует в	1	1
тут же	2	1
в анекдоте	3	1
также и	3	3
и т.д	1	4
это не	3	3
опирается на	1	2
с другой	5	10
и слушателей	1	2
и др	1	2
и как	3	6
здесь в	3	2
в равной	1	2
принадлежит к	3	1
оказывается в	1	1
рассказчика в	1	1
требует от	1	1
повестях белкина	2	1
и романа	1	1
дело не	1	2
интрига нарративного	1	1
далеко не	2	10
общему мнению	1	1
в чем	1	1
существенно для	1	1
в случае	1	1
и описаний	1	1
нарративного дискурса	1	3
общения и	2	2
как бы	4	5
в процессе	1	5
свидетеля и	1	1
напряжении событийного	1	1
и анекдота	3	1
этого жанра	2	2
неканонического жанра	1	1
краткость и	1	1
жанровом отношении	2	1
прежде всего	7	11
указывает на	1	2
точки зрения	4	3
перечисленные моменты	1	1
один я	1	1
в архаичных	1	1
событием самого	1	1
должно было	1	1
дискурс это	1	2
а с	5	5
перформативного слова	1	1
нарративная интрига	1	2
притчевое начало	2	1
в.т и	1	1
тексте как	1	2
речевыми автопрезентациями	1	1
индивидуальный характер	1	1
но и	11	14
жанровый статус	1	2
при котором	2	1
в ее	1	3
именно в	2	3
дискурса как	1	4
из важнейших	2	1
курсив бахтина	1	1
не знает	3	1
только то	1	1
я на	1	1
очевидным образом	3	3
в творчестве	3	1
традиции в	1	1
художественного мышления	1	1
будто бы	1	2
следует анекдот	1	1
коммуникативное событие	3	5
мы не	1	1
к собственному	1	1
коммуникативную стратегию	1	2
в большинстве	2	1
архетипические ситуации	1	1
одной из	1	4
себя в	6	2
это отнюдь	1	1
как наррация	1	1
стремится к	2	1
демонстрируется например	1	1
имеет место	1	3
во всем	1	1
притчи слово	1	1
нашего времени	1	1
один голос	1	1
звучит один	1	1
л.с выготским	1	1
в результате	2	1
роль в	4	7
опыта в	1	2
по формуле	2	1
в любой	1	1
или притчи	1	2
которая в	2	1
их с	1	1
не был	1	1
лица в	1	1
а позднее	2	2
или напротив	2	1
ценностный статус	3	1
не к	2	1
с позиций	3	2
в целом	2	4
одновременно и	1	2
повествование в	1	1
во второй	1	1
в строгом	3	3
не помещаем	1	1
в чужой	1	1
а не	14	22
жанра в	1	4
переход от	1	1
ситуации общечеловеческой	1	1
с этой	1	1
говорить о	2	1
с одной	4	9
крайней мере	1	2
в этом	16	15
личного опыта	1	1
художественного целого	4	1
некие рецептивные	1	1
в меру	1	1
со своей	1	1
об этом	1	2
быть и	1	1
жанров до	1	1
xix столетия	1	1
одним из	1	2
дискурсивных практик	1	13
притчи может	1	1
жанров в	2	3
и оцененном	1	1
и ее	3	2
общечеловеческой жизни	1	1
ничего предосудительного	1	1
пределы человеческого	1	1
или анекдота	2	1
точка зрения	1	2
голос [...]	1	1
стратегии биографического	1	1
для себя	2	4
можно так	1	1
в готовом	1	1
на него	1	1
обнаруживаются в	1	2
справедливому замечанию	1	2
жизнеописание как	1	1
о блудном	3	4
субъекта как	1	1
переживание переживания	1	1
блудном сыне	3	4
из этих	3	1
совпадает с	2	2
лично для	1	1
он излагается	1	1
согласно рассуждению	1	1
субъект перформативного	1	1
в первую	2	1
известной степени	1	2
состоит в	16	9
в качестве	16	34
отступления от	1	1
жизненной позиции	3	1
и есть	1	2
ведет к	3	3
актуальной для	1	1
самом деле	1	1
нарратива является	1	1
к чему	1	1
в формах	2	1
что особенно	1	1
по своей	6	11
романного образа	1	1
а.н веселовского	1	2
период генезиса	1	1
что касается	1	2
если в	1	1
о жанровой	1	1
жизнь как	1	1
о нем	1	2
хотя и	1	2
прецедент первое	1	1
с ее	2	2
к сообщаемому	1	1
этом жанре	1	1
нарративного высказывания	1	2
не позволяет	1	1
время и	1	1
на дорогу	1	1
только на	1	1
коммуникативной ситуации	1	5
например в	3	2
данный жанр	1	1
в эпическом	1	1
и усложнения	1	1
речи исследовавшейся	1	1
русской словесности	1	1
являются речевыми	1	1
не соответствует	1	1
также не	1	1
то же	6	7
приходит в	1	1
здесь это	1	1
речевой практики	1	1
для анекдота	1	1
героя в	5	2
стратегия притчи	1	1
столетия анекдот	1	1
письма но	1	2
своей собственной	1	2
словесного выражения	1	1
своего адресата	1	1
подобных ему	1	1
речевой деятельности	1	1
возможна только	1	1
в какой	1	2
в исторической	3	1
можно говорить	1	1
который по	2	1
причастности к	2	1
картину мира	4	1
наше время	2	2
деталей краткость	1	1
удачной формулировке	1	1
характер и	1	2
или не	1	1
как прецедент	1	1
безапелляционное в	1	1
точность словесного	1	1
что же	2	2
хх столетия	1	1
дискурсного анализа	1	1
в себя	2	5
более того	1	2
так выразиться	1	1
и само	1	1
высказывания состоит	2	1
характеристик и	1	1
и их	1	1
претендует на	1	4
столь же	3	3
[...] оно	1	1
коммуникативного события	5	14
белкина в	2	1
построманный нарратив	1	1
анекдот коего	1	1
рассказывания в	1	3
акцентированная роль	1	1
вопрос о	1	1
лирического дискурса	14	2
в которой	1	1
момент в	2	1
во мне	1	3
о.м фрейденберг	2	4
но при	2	3
иной жанровой	2	1
впрочем уверяем	1	1
жанра но	2	1
слово же	1	1
иисуса христа	1	2
протолитературных нарративов	1	2
диаметрально противоположную	1	1
можно сказать	3	5
различные формы	1	1
что он	2	4
жанровых образований	1	7
данном случае	6	2
самого говорящего	1	1
том числе	1	2
но они	1	2
однако для	1	1
активность адресата	1	1
в нем	7	9
истории в	1	1
принято рассматривать	1	1
во всех	1	5
которое может	1	1
н.д тамарченко	2	2
нового времени	5	1
в книге	1	1
речевая маска	2	1
не состоит	1	1
в современной	1	1
первую очередь	2	1
классического романа	1	1
что и	2	3
один из	1	3
уже не	3	4
анекдота не	1	1
жанровую стратегию	2	2
с точки	2	1
компактность сюжета	1	1
при всей	7	3
жизнеописания в	3	1
в силу	1	5
к другим	1	2
к себе	1	2
отграниченная система	1	1
как весьма	1	1
этого термина	1	2
стороны адресата	1	1
сам повествователь	1	1
коммуникативный объект	1	1
известного рода	4	1
я в	5	1
по слову	1	3
и персонажи	1	1
различие между	1	2
в сущности	1	2
таковы например	1	1
или иной	3	5
дискурса в	1	2
данного жанра	5	5
романного жанра	2	1
хоровая форма	1	1
упускать из	1	1
с ней	2	1
в е	1	2
данного термина	1	1
как нечто	1	1
здесь как	1	1
самого начала	1	1
высказывания которые	1	1
как эстетическая	1	1
и притче	1	1
во втором	1	4
но в	11	8
жизненного пути	1	1
перформатив с	1	1
человека в	4	2
в контексте	3	1
выбора и	1	1
и генезис	1	2
ряду всех	1	1
речевыми жанрами	1	3
восходят к	1	1
в отличие	12	5
своего рода	10	8
и сам	1	1
дискурса и	1	5
жанровой системы	3	4
поскольку субъект	1	1
и составляет	1	3
тем не	1	1
состояло в	1	1
чего не	3	1
при этом	17	13
стихотворной формы	1	1
излишним впрочем	1	1
того что	1	3
в форме	1	2
но уже	2	1
том что	10	19
строго говоря	1	2
внимание на	1	4
строго отграниченная	1	1
возлагается на	1	1
но достаточно	1	1
в другом	3	2
нарративная лирика	1	1
следует признать	3	2
только через	1	1
в противовес	5	1
в этих	3	1
т.п но	1	3
всего многообразия	1	1
в свое	2	1
ни к	5	6
для своего	1	2
нарративных высказываний	1	2
в придании	1	1
к данному	1	2
выхожу один	1	1
практик в	1	2
притчи о	4	2
в котором	3	5
в рамках	7	5
в заглавие	1	1
они были	1	1
значение так	1	1
для него	5	4
силу своей	1	2
только о	1	1
того же	2	3
не о	2	1
как произведение	1	1
однако это	1	2
и судии	1	1
целое в	1	1
в голову	1	1
по выражению	1	2
новом качестве	1	1
самому себе	1	2
не внешними	1	1
перформативный дискурс	1	2
оно не	1	2
но все	1	1
в смене	1	1
не требует	2	1
а также	8	8
пушкиным в	1	1
и это	2	1
свое время	2	1
мы его	1	1
понятию интриги	1	1
может служить	1	1
и герой	1	2
анекдота в	1	3
повесть о	1	1
к сентенции	1	1
не с	2	3
в тексте	3	2
соответствии с	3	2
строится на	1	1
картины мира	7	1
