3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram
в произведениях достоевского	2	3
дело в том	1	1
с точки зрения	15	9
в творчестве достоевского	4	1
то что я	1	1
мы уже говорили	1	2
что он сам	1	1
может быть только	1	2
в романах достоевского	6	5
его видения и	1	1
они никогда не	1	1
и герои его	1	1
нести в произведении	1	2
и т.п все	1	1
в этом смысле	9	5
для понимания и	1	1
герои достоевского в	1	1
что она не	2	1
достоевского в этом	1	2
в мире достоевского	4	2
авторской точки зрения	1	3
но именно этот	1	1
три плана в	1	1
почти никогда не	1	1
в бедных людях	1	1
не значит конечно	2	1
с другом в	1	1
же время не	2	1
точки зрения на	1	1
идея идея как	1	1
для него нет	1	1
отношению к нему	1	1
на этот вопрос	1	1
является одним из	1	1
точек зрения на	1	1
и входит в	1	1
как бы в	2	2
в человеке а	1	1
в лучшем случае	2	1
я ты еси	1	1
как и идеи	1	1
творчества достоевского как	1	1
что он есть	2	1
одна из его	1	1
но в то	2	3
и понимания мира	2	1
не об обычной	1	1
как будто и	1	1
в едином объективном	1	1
у него в	1	1
в конце концов	4	3
поэтому даже в	1	1
лежащие в основе	1	1
то время как	1	1
из одного куска	2	2
нужно сказать что	1	1
зрения на мир	6	1
романа в его	2	3
с самим собою	1	1
то есть только	1	1
не характер не	1	1
самом и о	2	1
идея здесь действительно	1	1
в своей книге	1	1
позиция автора по	1	2
совпадает с самим	1	1
его художественного видения	2	1
подобно тому как	3	2
самого начала все	1	1
уже не как	1	1
в полифоническом романе	2	3
все в нем	1	1
дело идет не	3	3
не совпадает с	1	1
растворяет в себе	1	1
в творческий замысел	1	1
не может быть	3	6
в самом произведении	1	1
по ту сторону	1	1
позицию по отношению	1	1
разобранные нами особенности	1	1
само по себе	2	2
а прежде всего	1	1
к герою в	1	3
сами по себе	3	1
за пределы одного	1	1
потому что она	2	1
достоевский прежде всего	2	2
мы видим что	1	1
точку зрения на	1	3
европейского романа и	1	1
а не о	1	1
он и не	1	2
хотя бы и	2	2
то что он	1	1
он как бы	1	1
в его сознании	1	1
кто он у	1	1
то есть не	2	1
романа достоевского в	3	1
карамазова и других	2	1
