2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram
если не	3	3
сторон жизни	1	1
отнюдь не	10	10
семантических оттенков	1	1
вдохновенный раздался	1	1
слова но	3	1
только символ	1	1
мало чем	1	1
принцип порождения	1	1
в том	20	21
происходит в	1	2
первой степени	3	6
художественном образе	2	2
как они	2	1
это можно	2	2
числом десятичных	1	1
к другой	2	2
если принять	1	1
понятия с	1	1
xx в	1	2
и структура	1	1
не отличаются	1	1
к самому	1	2
ни олицетворение	1	1
не все	1	1
идет речь	2	3
как мы	3	8
и искусства	1	2
пока еще	1	2
в отношении	4	2
образности и	5	4
изображения и	1	1
схематическое олицетворение	1	2
себя самого	1	1
есть не	6	5
можно назвать	2	1
в виде	22	6
настоящее время	1	2
символа но	3	1
от понятия	2	1
здесь не	7	8
символа и	8	6
всякий символ	4	4
значение сам	1	1
иным как	2	1
самой этой	1	2
в ночи	1	1
является здесь	2	2
сравнении с	2	2
то чтобы	1	1
всю эту	2	1
как он	1	1
и между	1	1
может существовать	2	1
что здесь	6	5
нет ничего	3	6
менее в	1	1
то он	2	2
символа все	1	1
то это	3	10
в своих	1	1
символами но	1	1
и единичное	2	4
о ней	1	2
или иного	3	3
является вполне	1	1
необходимо будет	1	1
античной мифологии	1	1
и вполне	5	5
есть такая	1	1
леса для	1	1
природой здесь	1	1
соотношение символа	1	1
уже во	1	2
уже в	4	3
в жизни	3	1
это и	4	7
отличать от	1	1
своих перевоплощений	1	1
нашем смысле	10	2
особенно в	1	1
в истории	3	1
закон для	1	1
и потому	7	7
и он	2	1
как на	1	2
с их	1	2
ее переделывать	1	2
обобщаются в	2	1
из них	3	2
здесь под	1	1
не менее	10	10
вещей и	1	1
еще не	7	5
на первом	1	1
же самое	6	9
тоже вполне	1	1
но на	1	1
в конце	2	5
образ тоже	1	1
не вполне	2	1
эта последняя	1	2
тех или	4	5
нужно сказать	1	1
и тогда	2	3
на какие	1	1
можно даже	2	1
чего же	1	1
волнам а	1	1
виде как	3	2
и на	3	1
всегда и	1	1
есть чисто	1	1
к другу	1	1
есть то	1	3
есть общее	1	2
символ во	1	1
вообще не	3	1
возможность возникновения	1	1
для того	3	1
только так	2	1
если они	1	1
нами путь	1	1
или иную	1	1
в бесконечный	14	7
в самом	2	3
а то	2	3
яснейшим образом	1	1
мы еще	1	1
в то	4	9
красноречиво говорит	1	1
никогда не	1	6
можно ли	3	4
в эпоху	1	1
так же	5	5
созерцания и	2	1
художественная сторона	2	1
без всякого	4	3
так что	6	12
нам представляется	2	2
не имеющих	1	1
не в	13	13
не говорится	1	1
сама же	1	3
есть в	7	3
дело здесь	1	4
в европу	1	1
и во	4	2
в басне	1	11
и кончая	1	1
море смеялось	1	1
раз и	1	4
как это	3	2
который только	1	2
то этот	1	1
несомненно и	1	1
ясности мысли	1	1
с чем	1	2
тоже только	1	1
просто в	1	1
ряд всевозможных	1	1
таковы же	1	1
и аллегория	1	2
порождающей модели	2	2
насилия и	1	1
с самой	1	3
вполне отчетливо	1	1
просто о	1	2
и самого	1	1
чистая художественность	1	3
для этого	2	6
нет в	2	1
требует от	1	1
далеко не	2	1
искусства и	1	2
как бы	4	9
и общее	1	1
в глаза	1	1
образная сторона	1	2
то круг	1	1
себе и	3	1
символы это	1	1
выводу что	1	1
и почти	1	1
видно что	1	1
уже по	2	1
предмета так	1	1
в очень	1	1
только то	1	2
будто бы	2	3
в арифметике	1	1
только тем	1	1
или это	1	1
мы можем	3	6
называем его	1	1
только при	6	4
угодно можно	1	1
от его	1	2
в типе	2	3
не был	1	2
этой точки	1	2
них это	1	1
в целом	1	6
свыше вдохновенный	1	1
что не	4	1
что эти	1	1
а не	7	18
они вовсе	1	1
значит что	8	7
уже достаточно	1	1
если мы	5	16
обобщение которое	1	2
время как	2	4
подобного рода	11	3
именно так	1	3
теогонии гесиода	1	1
целиком а	1	1
одним из	1	1
и ее	4	3
или даже	4	5
а наоборот	2	1
вещи есть	1	2
или очень	1	1
пройденный нами	1	2
не метафора	1	1
заключается не	2	1
совсем другое	2	4
пор мы	1	1
более общее	1	1
могли бы	1	4
в целях	5	1
он и	1	2
мы говорили	1	2
а может	2	2
которая так	1	1
с ее	2	2
песни якова	1	1
но чтобы	1	1
и другое	3	1
он есть	1	2
что оно	1	2
действительность и	1	3
и особенно	1	2
когда в	1	3
при помощи	10	8
том или	3	3
убеждаемся в	2	1
это было	2	2
символ указывает	1	1
чем мы	1	1
является не	2	2
картины природы	1	2
отражает и	1	1
о соотношении	1	1
принять во	1	1
не заинтересованного	1	1
в аллегории	5	15
с собой	3	3
что же	1	8
всадника пушкина	1	1
на какую-нибудь	1	2
в художественную	1	1
новое и	2	1
имеет ничего	2	3
часто даже	1	2
вопрос о	1	1
в которой	2	2
ничего не	1	3
говорили что	1	1
такие произведения	1	1
у пушкина	3	6
символов в	1	1
но они	2	1
что они	2	5
истории в	1	1
никакой возможности	2	1
опять-таки не	1	1
по поводу	1	2
только потому	1	2
который разлагается	2	1
тоже есть	7	4
но только	2	6
это слово	1	1
л толстого	1	1
к другим	1	1
тут идет	1	1
или иной	13	8
с ней	2	5
и здесь	1	5
и закон	2	1
которое в	2	1
в живом	1	1
символы но	1	1
гоголя и	3	2
для нее	1	2
время войны	1	1
однако вовсе	1	1
мы тоже	1	1
являются только	1	3
смысловом отношении	2	1
идейная образность	2	12
при этом	6	4
того что	1	8
но уже	1	3
но что	1	2
у него	1	1
часами для	1	1
и она	1	1
что иное	2	4
в этих	5	2
основного образа	1	1
ни к	2	3
сама по	2	8
указывают на	1	1
этой образности	1	2
это символ	4	2
по определенному	3	1
то его	1	1
только по	1	1
итак символ	1	5
и соответствующие	1	1
и вся	1	1
в искусстве	1	4
нисколько не	1	2
суждено в	1	1
знаком и	1	3
то ни	1	6
глас петра	1	1
что это	2	3
натуралистической копией	1	4
находятся в	2	3
а еще	3	2
разложению в	1	1
и другие	1	3
друг к	1	1
и часто	1	1
во все	2	1
идейности ни	1	1
и тоже	2	3
начиная от	1	1
самим пушкиным	1	1
чем иным	2	1
слова и	1	3
даже в	1	1
изображенная здесь	1	1
мы имеем	6	2
каждый раз	5	3
изобразить в	1	1
мы читаем	2	2
того и	1	1
таком случае	1	4
это понятие	1	2
что при	1	2
общность не	1	1
символы и	2	1
связан с	1	1
так и	10	10
вещи и	1	7
или другой	3	4
тем самым	4	5
чистой художественности	1	2
но как	3	4
что тут	1	3
символа однако	2	1
с разными	1	1
уже миф	1	1
в метафоре	1	3
от всякого	1	2
множество других	1	2
бы то	1	4
не обходится	3	1
чисто логически	1	1
но например	1	1
если бы	8	3
необходимыми для	1	1
функция которая	1	1
в мифе	3	3
тип взятый	1	1
нас в	1	4
как раз	4	8
все в	3	1
и миф	1	1
символ здесь	1	1
что она	4	1
никакому сомнению	1	1
что если	1	1
что всякая	1	1
о чем	1	2
самой действительностью	1	1
и что	2	7
в мифологии	1	1
целое однако	1	1
категорий в	3	1
и притом	2	4
иметь в	1	1
что все	1	2
раз только	1	1
него тоже	1	1
сказать что	7	16
метафорой и	1	1
то есть	27	34
н грибачева	1	1
вместе с	5	2
всякий художественный	1	2
отдельные области	1	1
и останется	1	1
вот эта	1	1
представлений о	1	1
мифологический символ	1	1
поэтому нет	1	1
и максимально	1	1
ничего и	1	1
том какую	1	1
в самой	4	2
независимая от	1	1
является символом	6	3
символ вещи	1	1
однако не	4	1
именно символ	4	1
относится к	2	1
то в	2	3
и его	10	5
правда в	3	1
отношение символа	2	1
примеров на	1	1
от типа	1	2
других структурно-семантических	1	1
принцип конструирования	1	3
конца и	1	1
об ее	2	2
его от	1	1
художественной структуры	2	2
не на	1	1
это есть	3	3
о символе	2	2
том смысле	2	3
если угодно	1	2
чисто художественной	1	2
той или	14	12
в медном	1	1
собой разумеется	1	1
самостоятельное значение	1	4
натуралистическую копию	1	1
в отвлеченном	4	1
она в	2	1
значимость только	1	1
в частности	2	2
более то	1	1
от их	1	1
только отражает	1	1
классической литературы	1	1
и даже	9	14
и очень	5	3
и тем	7	9
во внимание	1	2
в античной	1	1
только в	23	19
тоже не	1	5
не символ	1	6
символ в	6	5
резко отличается	1	1
рисуют нам	1	1
целое и	1	2
есть самый	1	1
более абстрактное	1	2
как в	5	5
взятые сами	1	4
тем более	4	3
возможных для	1	1
и слишком	1	2
же касается	1	4
только более	1	1
здесь налицо	1	1
для получения	1	1
общечеловеческим идеалам	1	1
для его	2	3
образность или	1	3
что всякий	3	9
когда уже	1	1
случае не	5	3
содержит в	8	3
в их	1	2
общего и	7	1
структуре в	1	1
в себе	12	8
идея и	3	3
нашего анализа	1	1
к тому	3	3
что вся	1	2
сказать и	1	1
художественное произведение	1	8
само собой	3	2
своему содержанию	5	2
у гоголя	1	8
обозначающего и	1	1
но даже	4	4
в теогонии	1	1
которые мы	1	3
звучный глас	1	1
или миф	1	1
и является	3	4
случае он	1	1
с ним	4	7
заметим что	3	1
тому что	1	4
символ отличается	2	2
о функции	1	1
и более	3	2
только с	1	4
своя собственная	1	1
не мешает	3	3
подлинный символ	1	1
не ради	1	1
вплоть до	3	1
есть уже	1	3
отметить то	1	1
теории символа	1	1
то менее	1	1
все такого	2	2
ни аллегория	1	1
она является	2	1
такое обобщение	1	1
потому что	15	25
друг друга	2	2
что для	1	3
только и	5	8
на том	1	1
модели но	1	2
и то	2	14
единственный способ	1	2
всех этих	6	2
xix и	1	1
все время	2	1
не просто	16	23
все они	3	2
так как	5	9
лиц и	1	1
если символ	1	3
как будто	11	3
было только	1	1
образы и	3	3
не могут	1	1
или других	2	1
на свою	1	1
в известной	1	2
что единственный	1	1
что под	1	1
только ради	1	1
из себя	2	3
все указанные	1	1
мы все	3	1
себе отчет	2	1
и с	7	9
и нераздельное	1	1
это в	1	2
и всякий	1	1
тут же	3	4
также и	13	16
предмет и	1	1
с другой	7	7
в художественном	4	3
до их	1	1
самое время	2	4
дело не	3	2
в чем	2	4
было бы	14	8
если его	1	3
бы весьма	3	1
мы хорошо	1	1
только к	3	2
дело с	2	1
удовольствия но	1	1
и личной	1	1
не очень	2	2
у нас	14	10
к своему	2	1
бы только	1	2
именно в	7	2
метафорой ни	1	1
себе но	1	1
мы не	7	7
по одному	2	1
действительности тем	1	1
дело когда	1	1
стремится к	1	1
но почти	1	1
здесь мы	3	1
ли в	1	1
их с	1	1
что символизируется	1	1
данного произведения	1	1
но эта	2	3
всегда можно	1	1
гораздо более	1	5
с одной	1	2
формально-логического обобщения	1	2
и содержания	1	1
мы поняли	1	1
точно так	3	3
быть и	1	3
нечто целое	3	2
символом в	1	1
тут перед	2	1
том как	2	2
в содержании	1	1
жить и	1	1
для себя	2	2
как таковое	1	1
и самой	1	4
до того	2	1
же как	1	3
очень много	2	3
виде все	1	1
все это	9	5
не чем	2	1
самостоятельным художественным	1	1
в качестве	10	3
типологии и	1	1
тоже являются	5	1
в стихотворении	2	2
совпали здесь	1	1
является принципом	2	1
мы будем	1	2
жизни а	1	3
не так	3	3
с начала	1	1
то ясно	1	1
единичное и	1	1
единое и	1	1
его на	1	1
своей собственной	1	2
совершенно не	3	4
есть символ	11	11
этот термин	1	1
данной художественной	1	1
равно как	1	1
ней не	1	1
нас не	1	5
и если	5	6
предмета к	1	1
нас еще	1	1
дерева у	1	1
только что	2	2
в такой	1	1
бесконечным числом	1	1
чувственные образы	1	1
не всегда	1	1
символа то	1	1
мы приведем	1	1
а это	3	3
что он	8	9
данном случае	5	7
начале или	1	1
в прямом	1	1
отвлеченное суждение	1	1
жизни когда	1	1
есть просто	1	2
по сравнению	1	2
символ как	2	4
не говорит	1	1
первую очередь	1	3
себе вполне	1	1
что и	3	9
уже не	5	7
вполне закономерно	1	1
обходится без	2	1
в геометрии	1	1
он в	1	2
известного рода	5	1
хотя бы	7	3
символ с	1	1
жизни но	1	2
нас о	1	1
в настоящее	1	2
этого произведения	2	3
с другими	3	3
общую идею	1	1
и по	2	2
несет с	1	1
вещах и	1	1
есть ни	2	3
в нашей	1	2
в ней	7	5
внимание на	1	1
быть символом	1	1
обобщением но	1	1
художественному образу	1	1
натуралистическая копия	2	2
нечто символическое	1	1
ведь и	1	1
аллегории мы	1	1
мог бы	1	1
сам по	6	6
говорилось выше	1	2
того же	2	2
к ней	2	1
в понятии	2	2
смысловой заряженностью	1	1
случае нельзя	1	2
без этого	3	1
но все	3	3
должны сказать	2	5
в этот	1	1
всерьез а	1	2
о символизме	1	1
в связи	3	7
аллегорией и	1	1
единичное в	2	1
общего с	2	3
взятое само	1	2
и к	3	6
символ а	3	2
трудно отделить	1	1
степени но	1	1
с какой-нибудь	1	1
в наших	1	2
картина природы	1	1
независимо от	3	1
как о	3	5
является и	3	1
нас выше	3	2
глубоко и	3	1
то мы	2	1
значит в	1	1
состоит жизнь	1	1
только еще	1	3
трактуются как	1	1
новых и	1	1
за пределы	2	5
есть нечто	9	8
не как	1	1
действительности и	5	1
в каком	6	4
а дело	1	2
не прямо	3	1
никак не	4	9
имеет в	1	1
условии их	1	1
л толстой	2	2
нами символ	1	1
является только	2	5
это уже	3	3
ни в	17	8
тогда-то свыше	1	1
необходимо сказать	3	3
какой-то особой	1	1
что в	3	8
в своей	4	5
не указывает	1	3
но если	6	6
зрения писателя	1	1
мы убеждаемся	1	1
в основе	1	2
значения этого	1	1
под эту	1	1
от художественного	1	5
обратить внимание	1	1
художественными образами	2	1
которыми мы	1	1
в буквальном	3	2
или менее	2	1
раздался звучный	1	1
бы мы	1	2
с михалкова	1	1
спросим себя	1	1
только не	4	1
одна к	1	2
не символы	2	2
мере не	5	1
не то	2	2
самое можно	2	1
а он	1	1
нечто иное	2	2
и структуры	1	1
у военных	1	1
не может	5	7
общность но	1	1
но который	1	1
каких бы	1	1
того или	3	6
другого кроме	1	1
образом отличать	1	1
такого рода	7	6
а к	1	2
все прочие	1	1
образ и	2	3
это просто	1	1
математические символы	1	1
этот образ	1	1
не существует	5	1
разного рода	1	2
о том	5	6
и начала	2	1
подпадающих под	3	2
прорубить окно	1	1
в виду	6	10
самой же	2	1
это именно	1	1
на то	1	3
мы и	1	2
почти можно	1	1
от всякой	2	1
символа таковы	1	1
может быть	9	28
но взятое	1	1
и можно	5	2
ни с	4	4
ничто не	1	2
разница между	1	1
одном случае	2	1
исторического развития	1	1
сторона здесь	1	1
была бы	2	1
с тем	4	5
который в	1	2
определенному закону	2	1
аллегорией ни	1	1
от тех	1	2
является просто	1	1
для них	2	2
художественный образ	6	9
природы и	1	2
мы хотели	2	1
в таком	6	5
неизвестно чего	1	2
символа вообще	1	1
анализа в	1	1
образе или	1	1
не будем	2	2
не было	3	5
но ведь	1	1
того чтобы	2	1
и при	1	2
в этой	4	3
яснее если	1	1
само по	1	3
всех бесконечных	1	1
или другом	1	1
является пустой	1	1
всяком случае	4	6
идейность и	1	1
от нас	2	2
комедия данте	2	1
во всяком	8	9
себе а	1	3
и вообще	6	8
иное чем	2	1
вместе со	1	1
если же	1	3
есть своя	1	1
и после	1	2
трактуется как	3	2
об аллегории	1	1
такое же	1	1
в изображении	1	1
не только	24	14
отражает действительность	1	2
он не	2	8
что даже	1	4
там же	2	1
начала и	1	1
тем же	1	2
в аллегорию	1	1
в пределах	2	1
образы являются	1	1
нас и	1	2
символ не	1	9
себе представить	1	1
здесь уже	2	1
с той	1	5
характеристики символа	1	1
на себе	3	3
утверждать что	1	1
средневековых моралите	1	1
одной стороны	1	1
и символ	4	5
бы не	1	1
нераздельное целое	5	2
войне и	1	1
для их	1	1
и для	4	2
мы в	1	4
начала до	1	1
действительность но	1	1
по себе	11	25
понятие символа	1	3
даже и	13	16
в условиях	3	3
порождающей моделью	4	2
а в	4	5
для теоретика	1	1
и мире	1	1
просто художественное	1	1
а во-вторых	1	1
конструкцией в	1	1
остановиться на	1	1
символики в	2	1
есть другими	1	1
в одно	6	1
для тех	1	1
нужно считать	1	1
отвлеченном виде	2	1
нуждается в	1	1
дается в	1	1
смысле что	1	3
есть тот	1	1
поскольку она	1	1
нам суждено	1	1
и только	4	6
это будет	2	4
хотя в	1	1
самодовлеющего и	4	1
без цели	1	2
мы произносим	1	1
есть закон	1	1
символ второй	1	3
для всех	3	1
ясно из	1	1
символические функции	1	1
по мнению	1	2
мы должны	3	7
бросается в	1	1
и до	1	2
без которых	1	1
и говорить	1	1
есть принцип	1	2
андрея болконского	1	1
не исключает	1	1
смысле слова	15	8
мере в	1	1
знака но	1	2
являются не	1	1
и хотя	1	1
они являются	1	1
ничего другого	1	1
и как	3	3
иной раз	1	3
привело бы	1	1
именно к	1	1
символе есть	1	3
об его	2	4
каком виде	1	1
ни об	1	3
исторического процесса	1	1
только он	1	2
точки зрения	14	5
другой более	1	1
самой настоящей	1	2
что именно	2	1
но и	14	10
в ее	5	4
до сих	1	2
начала xx	1	2
том чтобы	2	1
но именно	2	2
или как	1	3
себя в	2	2
быть даже	1	3
во всем	2	1
только для	3	1
божественная комедия	2	1
как указание	1	1
действительность в	2	1
на самом	5	7
именно потому	1	3
второй степени	3	6
жизни андрея	1	1
итак всякий	1	1
перестанет быть	1	1
для ее	2	2
своим собственным	2	2
крайней мере	6	5
говорить о	2	3
в этом	9	17
их взаимное	1	1
что мы	3	8
мы ни	2	2
между собою	2	2
образов и	1	3
оказывается что	1	1
из этих	1	1
если иметь	1	1
всякой символики	2	1
символ именно	1	1
и когда	2	1
вполне субстанциально	1	1
нам в	1	1
слова поскольку	1	1
заключается в	2	4
только на	2	5
даже самое	1	2
которых состоит	1	1
и художественного	1	1
тоже является	3	5
уже символ	2	1
и нужно	1	1
не нужно	1	1
термина символ	1	2
ту или	1	1
этих образов	2	2
мы теперь	1	2
символ мы	1	2
мы начинаем	1	3
понятия но	2	1
можно сказать	5	6
бесконечное количество	4	8
ее на	1	1
такие которые	1	1
тоже в	1	1
в нем	5	9
во время	1	1
заметить что	1	1
во всех	4	2
структурно-семантические категории	7	3
на какой	1	1
или по	2	4
идею и	1	1
и событий	1	1
огромной и	1	1
какому ее	1	1
здесь именно	1	1
и совсем	1	1
котором мы	1	1
вещей лиц	1	1
между прочим	3	2
смысле она	1	1
художественного произведения	1	14
никак нельзя	1	2
в вечном	4	1
образность в	1	2
или в	5	4
учение о	3	1
символа мы	3	2
аллегории и	1	2
и сам	1	5
идеи и	1	3
понятия то	1	1
но к	1	1
конце концов	1	3
в эстетике	1	1
отличаются от	1	1
порождающим принципом	1	1
а именно	2	8
иной мере	3	2
или иных	3	4
метафоре но	1	1
том что	12	12
порождает из	1	1
эти категории	2	1
указания на	1	3
несет на	1	2
рода конструкции	1	1
о котором	1	1
однако и	1	1
чем же	3	4
определенного рода	1	5
его общность	1	1
при наличии	1	1
себя но	1	1
понятий в	1	1
только о	1	3
и формулировать	1	1
структурно-семантических категорий	9	2
однако это	2	2
образа в	1	2
ни на	3	3
всегда есть	4	2
просто символ	1	1
указание на	1	1
а также	6	4
в натуралистическую	1	1
от одной	1	1
меньше всего	3	1
без всякой	2	1
художественным произведением	2	3
тип и	1	2
почти всегда	2	2
