2gram	Ircho_Komedia_partition_part3_wordlist_2gram	Ircho_Komedia_partition_part2_wordlist_2gram
в этом	10	8
в плен	2	2
предстоит сражение?	1	1
и умоляя	1	1
третейском суде	7	7
если мы	1	2
время как	2	2
с дочерью	3	3
афин с	3	1
в отсутствие	1	3
у менандра	6	6
менандра достаточно	1	1
пьесы под	1	1
в доме	6	10
об этом	2	7
этого обстоятельства	1	1
пьем масло	1	1
расходы зятя	2	1
в образе	3	2
в справедливости	1	1
с памфилой	1	1
его жизни	1	1
других случаях	1	1
одним из	2	2
и ее	2	2
еще больше	1	3
пределами ст	1	1
хрисиду и	1	1
насколько мы	1	1
им то	1	1
он говорит	1	2
г в	1	2
покончить с	1	1
чем на	2	1
в тех	3	1
не встретила	1	1
считает себя	1	1
этого не	1	1
ситуации а	1	1
возлюбленной в	1	1
не обманывает	1	1
аттическую комедию	1	2
чувства в	1	1
действующих лиц	5	1
из этих	4	1
в первую	3	1
одно лишь	1	1
в середине	4	1
все это	3	5
ко времени	3	1
последних десятилетий	1	1
в качестве	5	2
нам критские	1	1
как видно	2	2
трагедии и	1	2
едва ли	14	7
в сознании	1	1
комедиями менандра	1	3
их в	1	3
самом деле	1	6
ситуация в	3	3
и некая	2	1
афинской демократии	2	1
собственного сына	1	1
дошедших до	2	2
по своей	1	1
с кратной	1	1
которую он	1	2
он и	1	2
на афинской	4	1
что касается	3	2
воин биант	1	1
молодых людей	4	1
если в	2	1
первоначальный толчок	1	1
рабском рынке	1	2
толчок развитию	1	1
хотя и	4	5
самом начале	2	1
не так	1	3
как видим	2	2
конца х	1	1
только на	1	1
и сыном	1	1
не удалось	2	1
оказывается мнимым	1	1
например в	3	1
и особенно	3	2
для жанра	1	1
и панцири	1	1
то же	3	7
дочерью кнемона	1	1
это опять	1	1
в iv	7	1
приходит в	1	1
когда в	2	1
фр iii	1	6
над девушкой	1	1
это было	4	1
александрийских филологов	1	1
представлял собой	1	1
были у	1	1
комедии хотя	1	1
его нравственный	1	1
воина и	2	1
между женой	1	1
является не	2	1
с новой	1	1
человека не	1	2
находясь в	1	1
что и	7	8
шла о	1	2
равно как	1	2
этим же	1	1
если у	2	1
в какой	2	3
хрисиды и	1	3
и вмешательство	1	1
и если	2	2
ты с	1	1
человеческой натуры	1	2
трогательные жалобы	1	1
подброшенном ребенке	1	1
с собой	2	1
обращает на	5	1
менандра в	6	3
действия в	1	1
в себя	1	1
на ее	1	3
и их	3	1
столь же	9	3
мы видим	1	1
если она	1	1
представляется нам	1	1
которой не	1	1
случае в	1	1
не известной	1	3
точнее не	1	2
вопрос о	3	1
и мы	1	3
целиком отвечает	1	1
и еще	2	3
по первой	1	1
в которой	5	3
не всегда	2	1
из третейского	1	1
к нему	3	5
этой целью	2	1
что ни	2	3
юноши в	1	1
этому вопросу	1	1
других комедиях	1	2
ничего не	1	3
законный брак	3	1
его современников	3	1
отношений и	1	1
из каирского	1	1
детей а	1	1
ее на	1	1
же образом	1	1
что он	5	8
чувствует себя	1	2
опять же	5	2
в течение	2	3
что по	2	1
над его	1	2
том числе	3	1
человека из	1	1
античной комедии	2	1
должен быть	1	2
из точнее	1	2
своего времени	2	1
в нем	6	3
во время	6	6
при подброшенном	1	1
по сравнению	1	2
в других	2	3
во всех	3	2
собой рвет	1	1
или иначе	3	2
заручиться согласием	2	1
т №	2	1
нового времени	2	2
малой азии	2	1
при необходимости	1	1
он был	2	4
своего соседа	1	1
старой няньки	1	1
первую очередь	3	1
по поводу	3	1
из дома	1	5
но столь	1	1
никерата с	1	1
там и	1	1
один из	5	3
в действительности	2	1
а из	2	1
считает нужным	1	1
остается только	1	1
комедии с	3	1
действующего лица	1	1
и поэтому	3	4
ясно что	8	6
должны были	1	1
с точки	1	3
отношения к	1	2
в это	2	1
из вас	2	1
людьми тебе	1	1
и теперь	1	1
же его	2	1
существующем состоянии	1	1
к себе	1	5
а по	1	5
в силу	2	2
к каким	1	1
замуж для	1	1
а для	1	1
уже упоминавшаяся	1	1
его пьесы	1	1
в аттической	2	2
свою жизнь	1	1
каждом из	1	1
в щите	10	3
на пути	2	1
с известной	1	2
том же	1	1
представление о	2	2
законных детей	2	5
если говорить	1	1
в сущности	1	2
отцу в	1	3
хотя бы	2	4
в с	1	1
мосхион не	1	2
о любви	1	2
и здесь	6	4
с женой	2	2
горящих светилен	1	1
хвастливого воина	4	4
и новой	4	1
самого начала	1	4
или в	3	1
вопроса об	1	1
но в	3	5
известный нам	2	1
меньше клянусь	1	1
человека в	3	2
всякого рода	1	1
не имеет	3	3
в отличие	2	1
со многими	1	1
обедаем наточенными	1	1
сих пор	2	9
критские дротики	1	1
деметрия полиоркета	3	2
все что	1	3
ст или	1	1
и сам	3	5
за лет	1	2
трагедии интриги	1	1
известной долей	1	1
тем не	1	3
жизнь и	1	1
этой связи	1	2
куда более	1	1
видно еще	1	1
сообщения о	1	1
этой комедии	2	4
он дал	1	1
и там	1	1
комедии ненавистный	1	2
том что	9	13
ничуть не	2	6
изображении характеров	1	1
у него	4	4
скорее всего	1	4
в ней	3	4
в другом	1	2
не зная	1	3
следует признать	2	1
о котором	1	1
царь александр	1	1
однако и	1	1
в этих	4	1
в построении	2	1
для создания	1	1
отношения между	1	1
для своего	1	1
своем отцовстве	1	1
женой и	1	2
в и	1	2
он начинался	1	1
чуть ли	2	1
совсем иначе	1	1
речь шла	1	2
именно об	1	1
в котором	3	2
образом на	1	1
политических деятелей	1	1
их творчестве	1	1
что его	3	5
они были	1	1
у женщин	1	1
ни одной	1	2
да еще	2	1
мог бы	1	1
того же	3	6
фр сл	1	1
античной литературы	5	2
не о	1	3
из ненавистного	1	3
не приходится	1	2
на себя	7	4
как к	1	1
состояние текста	1	1
произносимые в	1	1
ты напился	1	1
свою очередь	1	6
в голову	2	1
первой букве	1	1
в ответ	2	1
поскольку он	1	1
было ясно	1	1
основу сюжета	1	1
клянусь афиной	1	1
в реальном	1	1
сообщить зрителям	1	1
и мосхион	1	1
то ни	2	3
между противоположными	1	1
из жизни	1	1
изменилось и	1	1
но все	3	4
а также	1	2
глазах всех	1	1
сцену в	1	1
менандра с	2	3
сам себе	1	1
можно было	4	2
пирушке и	1	1
говорит о	1	1
и это	2	2
увенчиваемся ремнями	1	1
это дело	1	1
перипатетиков и	1	1
ним в	1	1
на рабском	1	2
молодой женщины	1	1
же не	2	1
сочувствия к	1	1
жизнь в	1	1
от ее	2	1
может служить	1	1
в комедии	19	10
н э	7	2
меньше всего	4	4
чувственная сторона	1	1
сл и	3	1
на что	2	1
от них	1	1
от катапульт	1	1
не с	1	2
комедии на	4	1
с которым	2	1
интересующие нас	1	1
дочери некоего	1	1
приходит к	1	1
дочь за	1	1
