2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram
достаточно глубоко	1	1
в себе	12	4
и он	2	4
в рассказе	1	1
на его	2	2
именно он	1	1
к тому	3	2
на основе	1	1
которые у	1	1
здесь мыслится	1	2
перед нами	13	1
одной стороны	1	3
на всю	1	1
бы не	1	3
и те	1	1
из них	3	2
для их	1	1
и для	4	6
жизни это	1	1
это только	1	1
в области	3	2
для человека	1	1
в сравнении	2	3
до конца	1	1
до степени	1	1
ужасен он	1	1
но даже	4	4
вообще и	1	2
начала до	1	1
и вместе	1	1
этот же	1	1
по себе	11	2
гесиод и	1	1
даже и	13	4
и является	3	2
не менее	10	5
и страшной	1	1
еще не	7	3
и этого	1	1
смешиваются в	1	1
на первом	1	3
в году	1	5
с ним	4	3
страха и	1	2
заметим что	3	1
к его	3	1
но на	1	1
в конце	2	8
имеем в	3	1
не вполне	2	1
а в	4	6
тому что	1	1
эта последняя	1	1
и зевс	1	3
тех или	4	2
и более	3	2
первый взгляд	1	1
и тогда	2	2
весь этот	2	1
в непрерывном	1	1
просто художественное	1	1
а во-вторых	1	1
и вот	1	1
дело в	2	2
поэтому и	1	2
в своем	3	11
солнца и	4	1
в нашем	12	1
за то	1	2
и без	6	2
жизни они	1	1
и на	3	6
был символ	1	1
вплоть до	3	1
человеческого стремления	1	1
бы на	1	2
есть уже	1	1
по крайней	6	4
или вернее	2	3
и понятия	2	1
в одно	6	1
для тех	1	1
вообще не	3	1
на земле	2	9
нем и	1	1
для того	3	3
жизни с	1	1
нужно считать	1	1
все такого	2	1
с теорией	1	1
как и	6	7
потому что	15	13
числе и	1	1
и всех	2	1
нуждается в	1	1
или иную	1	1
в бесконечный	14	2
что для	1	1
ему в	2	1
работ в	1	1
удивительно что	1	1
в самом	2	5
убедимся в	1	1
только и	5	3
по этому	2	2
дается в	1	1
смысле что	1	1
в то	4	4
поэтому в	1	1
и то	2	5
никогда не	1	7
при его	1	2
верит в	2	2
всех этих	6	1
можно ли	3	1
конца xix	1	1
и в	20	30
все время	2	3
в эпоху	1	3
так же	5	5
поскольку она	1	1
всего космоса	1	2
и самый	1	1
без всякого	4	2
под названием	1	4
так что	6	11
получает свое	1	1
в предисловии	1	1
всех других	2	1
не просто	16	5
нам представляется	2	1
до всякого	1	2
так как	5	6
пожалуй еще	1	1
и только	4	2
но не	5	7
не в	13	7
вообще нет	1	1
для нас	6	10
как будто	11	3
сама же	1	1
для всех	3	1
природы которая	1	1
или к	2	2
по мнению	1	2
сказать у	1	1
есть в	7	2
было только	1	1
дело здесь	1	1
добра и	1	1
мы должны	3	1
не могут	1	2
как показывает	2	1
символе в	1	1
бросается в	1	2
для которого	1	1
присутствуют в	1	1
солнца с	1	1
и об	1	1
и до	1	2
за что	1	4
те или	5	1
о своем	1	2
всю свою	1	3
раз и	1	2
как это	3	1
только ради	1	1
из себя	2	1
все указанные	1	1
что этот	1	5
то этот	1	1
с этим	4	1
ему что	1	1
есть принцип	1	1
человека это	1	1
и с	7	5
но это	6	1
смысле слова	15	3
мере в	1	2
наличие здесь	1	1
под влиянием	1	1
это в	1	1
и всякий	1	1
или другие	1	1
когда он	1	2
случае только	1	1
так называемых	1	1
вполне отчетливо	1	1
же в	4	3
и хотя	1	1
просто о	1	1
конечно не	3	2
и насилия	1	1
и самого	1	3
тут же	3	6
также и	13	12
идею в	1	1
это все	2	1
в заключение	1	2
революции а	1	1
это не	7	2
это свидетельствует	1	1
становится в	1	1
и образ	4	1
и всего	1	1
с другой	7	6
и намеренно	1	1
и др	1	1
а если	3	1
иной раз	1	2
и как	3	6
здесь в	5	2
сознательно и	1	2
и был	1	2
далеко не	2	4
искусства и	1	1
в чем	2	2
было бы	14	4
как бы	4	6
об его	2	2
а его	2	4
в глаза	1	2
зла и	1	2
но ясно	1	2
прежде всего	11	6
указывает на	4	3
точки зрения	14	10
достаточно указать	1	1
весьма красиво	1	1
что именно	2	2
видно что	1	1
уже по	2	1
у нас	14	7
но и	14	13
и появляется	1	1
к своему	2	1
на фоне	1	1
в ее	5	3
именно в	7	3
нет и	2	1
в очень	1	1
до сих	1	2
время в	1	1
духа и	1	1
функция жизни	2	1
даже еще	1	1
ясно и	2	1
будто бы	2	5
это тоже	1	1
том чтобы	2	1
хотели бы	2	1
себе но	1	1
мы не	7	2
как символ	6	9
чем в	1	1
по одному	2	1
одной из	4	1
только тем	1	1
мы можем	3	5
например с	1	1
во всем	2	1
науки и	1	1
только для	3	2
здесь мы	3	1
действительность в	2	1
есть возможность	1	2
в результате	8	7
ли в	1	2
на самом	5	1
является для	3	1
следовательно от	1	1
их с	1	1
и наконец	4	1
этом же	1	1
не был	1	1
этой точки	1	1
здесь весьма	1	1
не к	2	2
время когда	1	1
космоса в	1	1
своего сына	1	2
что не	4	2
судьбы и	1	1
вторая часть	1	2
не что	2	3
а не	7	5
гораздо более	1	4
здесь перед	5	1
крайней мере	6	4
с этой	1	2
с одной	1	3
силы и	1	1
в этом	9	17
которая была	1	1
миф о	1	5
если мы	5	1
превращается в	1	1
своей поэме	1	1
подобного рода	11	7
время как	2	3
об этом	6	4
которыми пользуется	1	1
точно так	3	3
в образе	1	1
и делает	1	2
могут создать	1	1
и ее	4	1
и гёте	3	1
том как	2	1
между собою	2	1
нечто новое	1	2
бесконечные дали	2	1
для себя	2	5
но по	2	1
женщина в	1	1
этот путь	2	1
а только	6	1
и самой	1	1
оказывается что	1	4
до того	2	1
разобраться в	2	1
из этих	1	1
очень много	2	1
поскольку в	1	3
виде все	1	1
совсем другое	2	1
этом произведении	1	1
все это	9	1
ни за	1	1
не чем	2	2
с богом	1	1
в качестве	10	4
символа который	1	1
в стихотворении	2	14
и есть	4	1
едва ли	10	4
образ прометея	1	3
как именно	2	4
самом деле	3	2
ему это	1	1
и когда	2	1
мы будем	1	2
по своей	1	2
могли бы	1	1
в целях	5	2
он и	1	5
если в	1	1
и платон	1	1
об этой	1	1
хотя и	5	8
не так	3	4
с ее	2	1
другому и	1	1
и другое	3	3
мифологии и	1	1
только на	2	1
надежду на	1	1
рода страстей	1	1
что оно	1	1
надежд и	1	1
пользуется для	1	1
то же	7	2
мифологию с	1	1
и пространстве	1	1
с начала	1	1
если только	1	2
когда в	1	1
при помощи	10	6
как был	1	1
другими словами	3	1
присутствует но	1	1
его на	1	2
наблюдать и	1	1
не будет	2	2
этом смысле	3	3
есть символ	11	1
от человека	1	1
равно как	1	2
у гомера	2	1
значение и	1	2
в комментарии	1	2
в какой	4	2
которое способно	1	1
xix века	2	1
в существе	1	1
мифологии а	1	1
нас не	1	3
и если	5	1
предмета к	1	1
о необходимости	2	1
ту или	1	1
обе эти	1	1
говорят о	1	1
читаем в	1	1
человека и	1	4
только что	2	1
в такой	1	1
совершенно новое	1	1
то более	3	2
и любовь	1	1
весь мир	2	1
вопрос о	1	1
как говорят	1	1
в которой	2	5
не всегда	1	3
к нему	3	3
можно сказать	5	6
мы приведем	1	1
относящихся сюда	1	1
ничего не	1	2
разложение в	2	2
что он	8	7
и наиболее	1	2
у гесиода	2	2
данном случае	5	2
когда же	1	1
том числе	1	2
если он	2	2
что они	2	3
человека из	1	4
на эту	1	1
к людям	1	4
в нем	5	6
которого нет	1	1
в других	2	3
в новое	3	3
заметить что	1	1
новое время	1	3
любовь и	1	2
нового времени	1	4
никакой возможности	2	1
но оказывается	1	1
он был	3	2
символа как	4	1
на какой	1	1
по поводу	1	2
некоторые основные	1	1
этот миф	1	2
или по	2	1
только потому	1	1
что и	3	6
уже не	5	6
ясно что	7	4
с точки	11	8
не раз	2	1
в это	2	2
но только	2	3
же и	3	1
в силу	1	5
бесконечный ряд	16	2
эту тему	1	1
человек и	1	2
к преодолению	2	1
он в	1	3
между прочим	3	1
определяет собою	1	1
хотя бы	7	2
свою на	1	1
или иной	13	1
некоторым образом	1	1
с ней	2	1
и здесь	1	1
в настоящее	1	3
наконец только	1	1
отношении не	1	1
здесь как	4	2
находит для	1	2
самого начала	1	1
первом плане	1	3
для всякого	2	1
представляется что	2	1
или в	5	4
и по	2	1
учение о	3	3
свободу и	1	1
символа мы	3	1
но в	8	9
это мы	1	1
но зато	1	1
всякого рода	3	2
не имеет	4	1
у гёте	1	3
подобно этому	1	1
здесь совершенно	1	1
сих пор	1	2
и сам	1	4
после его	1	2
если и	3	1
но к	1	1
жизнь и	4	3
тем не	10	5
конце концов	1	6
а именно	2	12
которого он	1	1
при этом	6	4
здесь тоже	3	3
в нашей	1	2
и такое	1	1
или иных	3	2
но уже	1	2
порождает из	1	1
того что	1	3
том что	12	17
у него	1	11
в ней	7	3
внимание на	1	3
а потом	1	3
и она	1	1
в другом	3	3
и тут	1	2
что иное	2	3
о котором	1	3
однако и	1	1
вполне сознательно	1	1
в греции	1	1
сама по	2	1
в котором	2	2
что его	4	3
только о	1	1
да еще	1	1
сам по	6	1
мог бы	1	1
того же	2	4
не о	1	1
бы даже	4	1
только по	1	1
этого типа	1	1
на себя	1	1
байрон в	1	1
к ней	2	1
совсем не	1	3
в искусстве	1	1
мы прекрасно	1	1
нисколько не	1	5
в понятии	2	1
в который	1	1
зевса на	1	2
то ни	1	2
тоже весьма	1	1
в романе	1	1
но все	3	4
с трудом	1	1
указание на	1	1
а также	6	3
что это	2	1
можно было	4	2
говорит о	2	7
и это	2	1
должны сказать	2	1
а еще	3	1
в этот	1	1
мифа и	2	1
меня в	2	1
мы его	2	1
неприглядном виде	1	1
всерьез а	1	1
и другие	1	3
еще более	2	3
без всякой	2	1
в связи	3	7
тогда получится	1	1
ничего общего	5	1
