2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram
зависимости от	6	1
и что	8	22
басни от	1	1
в психологической	1	2
показал что	1	2
и трудные	1	1
он никогда	1	1
что самое	3	2
и все	5	4
содержания и	1	2
мы говорим	1	1
или менее	2	1
стихов с	1	1
которое мы	1	1
на этот	1	2
и отношений	1	3
к наглядному	1	1
и заключается	1	3
верно для	1	1
бы мы	2	1
процесса как	1	1
действие искусства	1	1
более сложному	1	1
что на	3	4
психология искусства	9	2
и о	4	1
точке зрения	1	1
жизни и	3	4
поэтического действия	2	1
и другую	2	1
быть объяснено	1	1
себя и	2	1
материал художественного	1	1
найти в	1	1
из которых	3	2
как можно	1	2
личной психики	1	1
что эта	3	1
в них	2	2
что форма	1	4
только не	3	1
для понимания	1	1
на деле	3	8
этому поводу	2	1
не есть	3	1
и философии	1	1
те же	4	6
и так	4	3
не то	2	1
действия и	2	2
в основу	2	1
что все	3	9
что нас	1	1
или иное	2	1
понятно что	1	2
не может	17	17
могут быть	11	4
это имеет	2	1
в несколько	1	1
иметь дело	1	4
из которого	2	4
поведение и	1	1
там где	4	2
с фактами	1	2
музыки и	1	1
мы видели	2	1
то есть	26	21
отнюдь не	6	5
сказать что	7	7
произведения искусства	1	4
вместе с	8	2
он должен	1	1
мысль с	1	1
склонен думать	1	1
по тому	3	1
без остатка	2	1
с чтобы	1	1
а к	1	2
получает смысл	1	1
мы знаем	3	7
в том	30	37
точно и	2	2
на манер	1	1
указывал что	1	1
психологии и	3	2
этого материала	2	2
вопросов искусства	1	1
в его	6	2
верно что	1	1
на почве	2	1
людей а	1	1
ни его	1	1
в нас	2	3
вокруг себя	1	1
это можно	2	2
с конца	1	1
не существует	2	2
его творчество	1	1
и может	2	1
надо сказать	3	2
приводит к	2	1
от того	3	4
о том	7	6
всяких теоретических	1	1
что бессознательное	1	1
между тем	4	4
совершается в	1	1
живет в	1	1
отношение к	2	2
для одних	1	1
его не	2	1
противоречие с	3	2
с вот	1	2
социологией и	1	2
на вопрос	2	2
учение об	1	1
отказаться от	2	3
на то	10	11
при такой	1	1
которое сразу	1	1
бы утверждать	1	1
в виду	4	3
есть только	2	5
понятие о	1	1
должны быть	3	3
утверждал что	2	1
и наоборот	1	2
без которого	1	1
главным образом	2	3
а потому	3	2
как мы	2	1
заключает в	1	2
к которым	3	3
относится к	1	3
исследователь который	1	1
может быть	22	18
тот самый	1	2
этого метода	1	1
и его	7	7
на нет	1	1
разница между	3	1
то в	1	1
и вне	1	1
для потебни	1	1
с новыми	1	1
слова есть	1	1
произведения и	1	1
с совершенной	1	1
с таким	11	8
все больше	1	1
что как	1	1
только тогда	7	1
вследствие этого	1	1
основе своей	1	1
наслаждения и	1	2
мы получаем	2	2
что такие	1	2
эту мысль	1	1
с достаточной	2	1
тем чтобы	1	1
вовсе не	6	2
она не	5	2
самый материал	1	1
которую она	1	1
в поэтической	1	1
есть не	2	4
была бы	1	2
глава искусство	1	1
к ним	2	2
искусства в	9	5
в тех	1	1
ли не	1	1
вещи как	1	1
с тем	3	11
совершенно верно	2	2
применяться в	1	1
это есть	5	1
ни было	1	1
только один	1	1
обратиться к	2	1
из этого	2	4
эта теория	5	2
и верно	1	1
когда художник	1	1
которым пользуется	1	1
по искусству	1	1
от тех	1	1
бы в	2	1
увидим что	2	2
к трем	1	1
вслед за	6	5
равным образом	1	2
было в	1	1
и нет	1	1
форма как	1	1
показать как	1	2
отличие от	4	2
искусства ни	1	1
на которых	1	2
может применяться	1	2
его к	1	1
сравнению с	1	2
тот же	2	6
произведения это	1	1
этой теории	6	2
действие художественной	1	4
виде не	1	1
и других	3	3
с искусством	1	1
искусства которые	2	4
со стороны	4	1
то чтобы	2	2
же мы	1	3
с и	5	12
как он	2	2
тем как	1	1
внешней формою	1	1
на искусство	2	3
мы хотели	1	1
она шла	1	1
поэзии в	1	1
весь свой	1	1
в таком	3	2
от искусства	1	1
в частности	3	3
свести все	1	1
как говорит	2	3
внимание что	1	1
в первый	1	2
мы примем	1	1
рассматриваться как	3	1
и содержание	1	2
т п	16	8
показывает что	5	3
потебни и	2	2
как прием	2	3
всякий раз	8	2
ответ на	1	2
и психология	2	1
от этой	1	1
и очень	2	1
и даже	6	5
не было	3	2
можно сравнить	1	1
еще раз	1	1
как предмет	1	1
басни на	1	2
того чтобы	7	14
во внимание	2	2
и при	1	2
то это	1	3
в своих	4	9
только в	14	7
произведения опять-таки	1	1
и значение	1	1
одна и	1	1
с ними	1	1
другой стороны	5	2
в этой	3	6
в русском	2	2
само по	5	3
в психологическом	1	1
не могли	1	3
когда она	2	4
к выводу	1	1
идет о	2	1
психологии в	2	1
мимо цели	1	1
в трех	2	1
всяком случае	6	2
его с	1	2
все то	3	1
том случае	2	4
говорит толстой	1	1
к этому	4	1
вот это	1	1
литературы и	1	1
психологическое исследование	1	1
своего изучения	3	1
совершенно другую	1	1
выходит что	1	1
только форму	1	2
они и	1	1
как в	9	9
указывал на	1	1
результате она	1	1
каждая эпоха	1	3
и не	16	10
что у	3	5
во всяком	8	2
рассматриваемой нами	1	1
и та	1	1
со всеми	4	1
который он	1	2
мы на	1	1
лежит в	1	1
кажется совершенно	1	1
таким образом	20	21
и русской	1	1
себе а	3	1
нам придется	2	1
по своему	1	3
совершенно понятно	1	1
если же	2	4
полагал что	1	2
понятий и	2	1
в известных	2	1
с так	2	1
тогда когда	5	3
поэтической речи	1	1
одно и	1	1
чтобы убедиться	1	1
с теми	2	1
по самому	5	3
вопросов а	1	1
процесс в	1	3
в жизни	2	4
такое же	1	2
это и	3	1
что стоит	1	1
пока мы	1	2
не только	13	12
действия искусства	2	1
искусства как	4	2
нам приходится	1	1
на другой	1	2
его частей	1	1
он не	3	6
всякого поэтического	2	2
есть особый	1	1
высших формах	1	1
который как	1	1
что даже	2	1
применить к	2	1
сами нуждаются	1	1
в самых	1	2
примере легче	1	1
следовательно что	1	1
тем же	3	1
что те	2	1
что всякое	5	2
факта что	1	1
можно просто	1	1
творчества так	1	1
ошибка заключается	1	1
смысле и	1	1
совершенно ясно	19	7
слова в	3	2
в самый	1	1
чрезвычайно легко	1	2
случае не	2	1
пор пока	1	1
действие художественного	3	1
с самого	1	1
точкой для	1	1
в их	1	3
сказать то	1	1
произведение искусства	8	1
можем обнаружить	1	1
аналогии с	1	1
мы находим	1	2
т д	8	2
представления о	1	1
поэзии с	1	2
материала в	1	1
его утверждение	1	1
что нужно	1	1
из самых	1	2
в себе	4	2
и того	1	1
что бы	1	1
на примере	3	2
перед необходимостью	1	1
и другими	3	1
и предполагает	1	1
на его	1	2
как на	3	5
с этого	1	1
этим сказать	1	1
к тому	4	7
можно показать	1	2
слова звуки	1	1
этих частей	1	1
ровно столько	2	3
как у	1	1
простого к	1	1
что вся	1	1
утверждать что	5	4
формы в	4	3
искусство как	9	4
исследования и	3	1
и этот	1	2
поэтическое произведение	1	1
и творчество	1	1
полном согласии	1	1
художественное произведение	10	6
чтобы создать	1	1
одной стороны	6	1
нему и	1	1
исчерпывающей ясностью	1	2
только как	1	3
имеет свой	1	2
утверждение что	1	1
и те	1	4
из них	2	4
индивидуальной психологии	3	1
самый роман	1	1
при рассмотрении	1	1
и для	5	4
идет к	1	1
да винчи	1	1
и многие	1	2
что только	2	1
быть может	1	1
в области	11	1
имеем дело	1	1
свой смысл	1	1
и читателю	1	1
мы рискуем	2	1
сами по	1	3
до конца	6	3
но даже	2	2
вообще и	1	1
взгляд на	1	1
отличается от	2	2
искусство отличается	1	1
в первом	1	1
произведение есть	1	1
и уже	1	1
обстоятельство что	1	1
тот материал	1	1
всех остальных	1	2
одного и	2	2
показывает как	2	1
которые мы	1	4
по себе	9	12
не потому	1	2
основной психологический	1	1
не наоборот	1	1
не менее	2	8
это только	2	3
еще не	1	2
дано только	1	1
она будет	1	1
целый ряд	6	6
большей частью	2	1
целым рядом	1	1
вносит в	1	1
же самое	2	6
беда в	1	1
в конце	3	3
всякого сомнения	1	1
на все	1	5
а в	6	4
сильнее и	1	1
все решительно	1	6
тому что	4	4
прямым путем	1	1
убедиться что	1	2
нуждаются в	3	1
и более	1	4
для выражения	5	2
только с	1	1
в каждом	3	2
и тогда	2	1
силу того	2	1
басней и	1	1
одному и	1	1
с исчерпывающей	2	2
к психологии	5	6
и вот	3	3
остановиться на	2	1
художественном произведении	3	5
я хочу	1	1
о влиянии	1	1
к произведению	1	1
дело в	1	1
что психология	5	1
по преимуществу	1	1
только ее	1	3
для художника	1	1
и без	2	2
и сказал	1	1
утверждают что	1	1
одну лишь	1	1
и на	1	5
и восприятие	1	2
всегда и	1	1
вплоть до	1	2
из которой	1	1
в объяснении	1	2
он на	1	1
области психологии	1	1
считает что	1	2
психического процесса	1	1
от него	2	1
психологии искусства	19	15
ли это	2	2
нельзя лучше	1	1
с если	1	2
поэтического творчества	1	4
в двух	1	1
сознание которое	1	1
то или	2	2
и характер	2	1
в психологии	6	7
стало быть	2	1
п в	1	1
для того	6	13
жизни с	1	3
следует отнести	1	1
таким путем	2	4
первом случае	1	1
мы никогда	4	1
она является	1	2
как и	16	10
и психологией	1	1
характер этого	1	1
тому как	7	3
другую сторону	1	1
совпадают с	2	1
или что	1	3
потому что	10	21
что для	2	7
что с	2	3
с такой	1	1
на котором	1	1
в самом	11	12
по этому	2	1
в то	5	5
легко заметить	1	3
и то	2	3
произведению искусства	2	2
что поэзия	1	1
никогда не	8	9
чтобы вызвать	3	1
этом отношении	2	5
им в	3	1
что есть	2	1
при объяснении	1	1
сложных формах	1	1
искусства иначе	1	1
и в	31	32
все время	4	6
как оно	1	1
грань между	1	1
так же	12	18
психологические законы	2	1
что искусство	11	4
тот и	1	1
размера и	1	1
ее по-своему	1	1
так что	5	3
из теоретических	1	1
и материал	1	1
далеко не	2	5
благодаря тому	2	1
не поймем	1	1
так как	18	12
из его	3	1
учению о	2	1
и только	3	2
но не	3	2
лиц и	1	2
на самые	1	1
которой мы	1	2
у каждого	3	1
такой же	2	7
в стихах	1	1
не в	11	8
говоря о	1	1
при анализе	1	2
для нас	5	2
что следует	1	1
как будто	5	7
для всех	4	1
нам то	1	1
или к	1	1
чем это	1	1
в полном	2	2
то как	1	3
сводится к	1	2
зрения и	1	1
подходит к	1	1
мы должны	1	3
не могут	3	3
она начинает	1	2
и во	2	1
бросается в	1	1
в которых	3	3
по существу	4	3
материала который	1	3
как форма	1	1
оба эти	1	2
почти совершенно	1	1
представить себе	3	3
по ним	2	1
человеческой психики	1	1
и об	1	1
по учению	1	2
что следовательно	2	1
на нее	1	1
думать что	1	3
в конечном	3	3
как она	2	4
совершенно прав	2	1
можем мы	1	1
в таких	1	1
искусство есть	6	1
как это	4	4
его форму	3	1
что этот	1	2
с этим	3	4
на место	2	1
тех практических	1	1
мы все	2	1
речь идет	3	1
и с	2	4
и восприятия	1	1
но это	3	2
исходя из	3	1
искусстве есть	1	2
художественные произведения	1	2
знаем только	1	1
в соответствующих	1	1
смысле слова	3	1
в него	2	2
слов в	1	1
я думаю	2	1
под влиянием	3	1
мере в	1	1
это в	2	2
сам собой	1	2
теории на	1	1
от простого	1	1
когда он	2	10
поэтического произведения	1	3
знаем что	1	4
ссылается на	1	3
с что	2	1
которой приходится	1	1
конечно не	1	1
мысли которая	1	1
формы то	2	1
и вновь	1	1
это не	1	2
же самой	1	2
косвенным путем	1	1
образом и	1	4
с другой	5	3
в художественном	3	6
и как	2	7
сущности говоря	3	4
совершенно другой	2	1
и сейчас	2	3
объективное и	2	1
принадлежит к	1	1
психологические предпосылки	1	1
потебня и	1	2
сознательно и	1	1
не совпадают	1	1
дело не	1	1
должно быть	1	1
и совершенно	5	3
искусства по	1	1
их от	2	1
искусство и	4	1
искусства и	15	9
на художественное	1	1
того как	1	4
было бы	6	11
в чем	2	4
потому не	3	1
новой точки	1	1
и сколько	1	1
и была	1	1
сходство с	2	1
как бы	5	6
в процессе	5	2
всего показать	1	1
из всех	2	2
более или	2	1
зрения социальной	1	2
психологию искусства	3	1
все остальное	1	1
от других	2	1
очевидно что	6	2
что без	1	2
к более	1	1
в глаза	1	2
исходной точкой	2	1
казалось бы	2	2
дело с	3	8
прежде всего	4	1
не потеряет	1	1
указывает на	4	3
о его	1	1
точки зрения	15	17
и недаром	1	1
при изображении	1	1
эстетика снизу	3	1
выводу что	1	1
с формулой	1	1
художественная форма	2	1
а с	1	2
же явления	1	1
что именно	1	3
вместо того	1	1
на это	2	3
леонардо да	1	1
к искусству	1	5
но и	2	10
с здесь	3	1
процессе творчества	1	1
искусства но	2	5
в ее	5	2
именно в	1	1
легко убедиться	1	1
до сих	3	5
и утверждает	1	1
время в	1	1
только то	2	1
искусства не	5	1
литературном произведении	1	1
в творчестве	1	4
в зависимости	5	1
будто бы	2	1
том чтобы	7	3
мы не	12	3
стоит только	2	2
чем в	1	1
с все	1	1
качество и	1	1
быть дано	1	2
до тех	2	1
задача состоит	1	1
процессе восприятия	1	1
мысль что	3	2
больше и	1	1
для анализа	1	1
во всем	3	3
мы можем	4	3
близкое к	1	1
только при	3	1
конца с	1	1
он дает	1	2
стих в	1	1
самое и	1	1
и другого	2	3
в результате	4	1
роль в	3	2
оказываются только	1	1
других психологов	1	1
на самом	2	5
именно потому	1	2
совершенно другое	1	1
и вообще	1	2
и наконец	1	1
основных и	1	1
совершенно справедливо	1	6
чт именно	1	1
зависит от	1	2
этой точки	5	2
с а	1	1
не к	1	3
против того	1	1
стоит в	1	1
в целом	5	4
ясностью показать	2	1
бессознательное по	1	1
чтобы показать	3	3
это исследование	1	3
не что	1	1
а не	13	7
тех пор	1	1
если это	1	1
все что	3	2
и другой	3	3
с этой	4	4
искусство в	2	2
с одной	5	1
одинаковы с	1	1
не оказалось	1	1
в этом	12	13
если мы	12	12
время как	5	3
и содержания	1	1
произведение как	2	2
все те	1	2
об этом	1	3
точно так	3	3
лучше всего	1	1
искусством и	2	1
или приемом	1	1
каким образом	1	3
его жизни	1	2
чрезвычайно сложным	1	1
и делает	1	1
что мы	8	1
и ее	1	3
того самого	1	1
становится совершенно	1	2
говорит что	5	7
людей и	1	1
один раз	1	1
том как	1	2
он говорит	1	5
в совершенно	4	1
точка зрения	4	2
здесь с	1	1
в поэзии	2	3
для себя	1	1
и из	1	6
и искусство	1	1
произведения с	2	2
одни и	1	2
почти все	2	1
переживаний если	1	1
а только	2	3
из анализа	1	2
за основу	1	2
и таким	2	2
которые могут	1	1
одна из	4	1
составить себе	1	1
которым она	1	2
же как	4	4
действующих лиц	1	3
из этих	6	1
особый метод	1	1
искусства они	1	1
этого слова	4	1
все это	8	5
не найдем	1	1
состоит в	3	3
в качестве	2	1
формы не	1	2
к помощи	1	2
наслаждение и	1	2
едва ли	1	4
в сознании	2	4
их в	2	2
самом деле	9	16
обращается к	1	1
всей этой	1	1
и когда	3	4
могли бы	1	2
отношений на	1	1
если в	1	2
очень важным	1	1
форму но	1	1
о нем	1	1
полагают что	1	3
не так	1	2
с чрезвычайно	1	1
кроме тех	1	1
психологии при	1	2
заключается в	7	12
в стихе	2	7
удовольствие и	1	1
крылова мы	1	1
только на	3	5
за этим	1	1
самому смыслу	2	1
что оно	3	2
на другом	1	1
например в	3	3
форму и	2	2
то же	5	13
основная тенденция	1	1
на тех	1	3
который она	1	1
можно с	1	1
совершенно разных	1	1
при помощи	20	10
науки как	1	1
мыслей и	2	1
фрейд когда	1	1
должна была	2	1
могло бы	4	2
случае если	1	4
и дальше	2	1
с новой	1	1
механизм действия	1	2
бы сказать	1	1
не будет	3	1
совершенно не	5	4
нам и	1	1
этом смысле	2	1
и какая	1	1
что самый	1	1
мы при	1	1
он сказал	1	3
не дает	2	1
значение и	1	2
оказывается совершенно	1	3
формы и	5	6
указывает что	1	4
художественного эффекта	1	1
в какой	5	2
уже не	2	1
форма в	1	2
и зритель	1	1
в свете	1	2
и если	4	1
принять во	1	1
нас не	1	1
художественного восприятия	1	1
думают что	1	1
самого же	1	1
характер и	1	1
обе эти	1	1
критики и	2	1
многие авторы	1	2
человека и	2	1
что же	2	3
искусства является	2	4
в себя	2	1
к психологическому	1	1
только что	2	1
чем объясняется	1	1
и их	2	3
столь же	4	4
мы видим	5	4
всякий прием	1	1
выходит за	1	1
говоря можно	1	1
ее от	3	1
мы очень	1	1
если она	2	2
между обоими	1	1
психологические теории	1	1
утверждает что	2	5
но мы	3	1
и мы	1	6
в которой	4	2
одной и	4	4
в эстетической	1	1
к нему	2	2
от формы	1	1
произведения как	1	2
но при	1	1
можно сказать	1	1
она конечно	1	1
для построения	1	1
ничего не	2	4
он создает	1	1
же самые	1	2
что ни	1	1
которой он	1	1
ее на	1	1
как совершенно	3	2
что он	7	13
у пушкина	3	1
что по	3	2
легко показать	2	1
и тот	2	2
те системы	1	1
путем так	1	1
между искусством	1	1
слов все	1	1
произведении искусства	3	1
что они	2	7
сказал что	1	1
должен быть	1	1
на эту	1	1
всегда можем	1	1
в нем	2	4
которых мы	1	3
в других	1	2
по сравнению	1	2
в психологических	1	1
во всех	1	3
заметить что	1	2
делает то	2	1
с совершенно	2	1
формализма непонимание	1	1
по поводу	2	1
является создание	1	1
что и	13	17
в согласии	1	2
один из	4	3
примем во	1	1
в действительности	1	4
бьет мимо	1	1
и поэтому	2	4
ясно что	19	7
это когда	1	1
общественного человека	8	1
должны были	1	1
с точки	2	10
по реке	1	3
же и	1	1
но только	3	4
зрения искусство	1	1
но так	1	2
говорит троцкий	1	1
в силу	3	1
она находится	1	1
выйти из	1	1
звуков в	1	3
раз обратное	1	2
в противоречие	2	1
не до	1	2
теоретических соображений	2	1
на нем	1	1
нашей прозаической	1	1
русском языке	2	1
том же	2	2
представление о	3	3
художественного произведения	17	5
в сущности	10	7
толстой когда	1	1
различие между	4	1
хотя бы	1	3
теории искусства	5	3
когда говорит	3	3
и здесь	2	2
которое в	1	1
какой степени	1	1
показать что	8	5
как нечто	1	2
что основная	2	1
же точке	1	1
здесь как	1	1
мимо нас	1	1
самого начала	1	1
или в	1	1
и по	3	4
ряд таких	2	1
теория эта	1	1
но в	3	3
путем путем	1	1
смотрит на	1	2
при восприятии	2	1
метода и	1	1
говорит шкловский	1	2
же роль	1	1
в отличие	3	1
сих пор	3	5
идеи и	1	1
между ними	1	1
столько же	1	3
при чтении	1	1
и составляет	2	1
тем не	2	4
явлений и	1	2
в эстетике	5	1
конце концов	3	3
исследователи как	1	1
только из	4	5
совершенно правильно	4	4
при этом	19	13
а поэт	1	1
в нашей	1	3
для социальной	1	1
и там	2	1
того что	10	8
мы намерены	1	1
художественной формы	5	12
начинает с	2	2
том что	16	21
но что	2	2
строго говоря	1	1
в ней	1	5
новые и	1	1
что иное	1	1
в нее	1	1
в этих	4	2
в произведении	3	4
на тему	1	1
чем же	1	1
нами теории	1	1
и следовательно	2	2
произведением искусства	1	1
определяется и	1	1
искусства с	4	2
такие исследователи	1	1
в котором	4	1
для нашей	1	1
смыслу этого	1	1
ясно показывает	1	1
для него	1	1
может считаться	2	1
только о	2	1
своей задачей	1	1
того же	2	2
к высшим	1	1
искусства который	3	1
что наука	1	1
чувства и	2	2
как к	2	3
этом он	1	1
именно к	1	1
ту же	2	4
должны рассматриваться	1	1
свою очередь	1	2
предметом своего	1	2
образа в	1	1
в искусстве	4	21
по выражению	1	1
поскольку он	1	1
часто в	1	1
видим что	2	3
художественное наслаждение	1	1
эстетическое наслаждение	1	1
был бы	5	1
с общим	1	1
прибегать к	1	1
точкой зрения	1	1
других авторов	1	1
этой проблемы	1	1
оно не	1	2
конфликт который	1	1
говорил что	1	1
но все	1	1
мы увидим	4	1
указанием на	1	1
что это	6	8
говорит о	2	2
и это	3	4
психологической теории	2	3
с на	4	3
по необходимости	1	1
и тем	2	4
мы его	1	1
этой области	2	2
оно есть	2	1
и другие	4	1
может служить	1	3
меньше всего	1	2
по самой	2	1
в подтверждение	1	1
евгения онегина	1	3
является прямым	1	1
в связи	2	1
во все	1	1
с но	1	2
с однако	1	2
приходит к	2	3
убедиться в	1	1
точно нельзя	1	1
почти всегда	3	1
