2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part3_wordlist_2gram
или иного	1	3
внутреннего хронотопа	1	1
отношению к	7	4
сердце при	1	1
идет о	1	1
уже было	1	1
получает в	1	1
самим собою	1	1
контексте целого	1	2
к этому	3	2
высказывания в	1	3
как в	3	4
сильно билось	1	1
лишь на	3	1
не случайно	8	8
применении к	1	1
и не	12	12
мы уже	1	1
наш взгляд	2	1
текста как	1	2
таким образом	4	2
тем более	1	1
первой части	1	1
собой лишь	1	1
говоря является	1	2
как об	1	1
ипостась самого	1	1
все той	1	2
тем что	2	3
весьма существенно	1	1
уже в	3	1
с теми	1	1
в жизни	2	1
персонажа в	2	1
не только	22	16
главного героя	1	3
результате чего	1	2
объекта и	1	2
он не	6	2
который как	2	1
своей внутренней	1	1
в становлении	2	1
как эстетического	1	1
все эти	2	1
же печорина	1	1
для всего	1	1
особенно в	1	7
в данном	4	8
как уже	2	3
в пределах	4	9
одну из	2	2
значительной степени	2	2
может и	1	1
читательской компетентности	1	1
высказывания и	1	2
оказывается не	1	2
в литературе	1	1
но о	1	1
и потому	2	1
слова в	1	1
на волоске	1	1
о событии	1	1
в их	6	3
в повествовании	1	2
со своим	1	3
затем и	1	1
красноречиво свидетельствует	1	1
как кажется	1	1
в себе	2	7
субъект объект	1	1
художественной целостности	4	1
на примере	2	1
и он	2	2
по этой	1	1
на его	2	3
как на	1	1
как известно	1	1
личности в	3	1
к тому	6	7
с их	3	2
встреча с	1	1
значении этого	1	1
на себе	1	3
раздваивается между	1	1
в восприятии	1	1
как у	1	1
разговора с	1	1
и систематизации	1	1
таким же	1	1
в эту	1	3
лирическое стихотворение	1	1
референтном событии	1	1
в новелле	1	4
перед нами	4	1
в поле	1	4
по рассуждению	1	1
одной стороны	2	4
бы не	1	1
в соответствии	2	2
он оказывается	1	1
при рассмотрении	1	1
и для	2	2
равнопротяженных тексту	1	2
имеем дело	4	3
каждом отдельном	1	1
ситуации ожидания	1	1
из виду	1	1
героев с	1	1
ситуации но	1	1
художественного мира	1	2
в первом	2	1
следует оговориться	1	2
юности и	1	1
в ритмическом	1	2
после чего	2	1
авторской позиции	2	1
по себе	4	2
ударного а	1	1
и является	1	4
и нераздельности	1	1
наличии определенных	1	1
еще не	6	2
в борьбе	2	2
не менее	4	4
на первом	1	1
с ним	1	2
не столько	3	3
к его	1	2
слова как	1	1
в конце	5	4
ключевую роль	1	1
текста даже	1	1
ясно говорит	1	3
в ситуации	1	3
в принципе	2	1
а в	10	3
в статье	1	1
лирическую героиню	1	1
ценностей и	1	1
представляет собой	5	8
в каждом	3	1
и тогда	1	1
с одним	1	1
к счастью	1	1
с самим	2	3
в уста	1	1
в неслиянности	1	1
наличием двух	1	1
и ритмически	1	3
художественно значимым	1	1
по преимуществу	2	4
художественную значимость	1	1
в своем	4	4
одного из	1	3
стилей социальных	1	1
эмоционально-волевым тоном	1	1
и на	4	6
в ходе	1	4
вплоть до	2	1
теми же	1	2
сторона художественного	1	1
перформативного высказывания	1	1
оговориться что	1	2
единственный в	1	1
от него	1	1
нельзя лучше	1	1
фаталиста мы	1	1
по крайней	4	3
здесь выступает	1	1
так или	1	1
эстетического объекта	2	3
по его	3	1
следует отнести	1	1
глазами он	1	1
и оказывается	1	1
как и	14	14
в позицию	1	4
или противопоставлены	1	1
тому как	2	3
выше уже	1	2
потому что	1	1
нуждается в	2	1
по законам	1	1
ему в	1	3
анализа фаталиста	1	1
состоит лишь	1	1
этого персонажа	1	2
в самом	5	6
тогда как	20	19
же время	3	2
всего текста	1	2
обладают не	1	1
своей судьбы	1	3
в то	3	2
поэтому в	2	1
по отношению	7	4
никогда не	5	3
раз в	1	1
этом отношении	3	3
всех этих	1	1
и в	18	16
но особенно	1	1
в мире	5	6
жизненного процесса	1	1
по природе	1	2
так что	1	3
нам представляется	2	1
все они	2	1
из его	1	2
с этими	1	1
но не	7	4
его за	2	1
ключ к	3	3
в стихах	1	1
субъекта и	2	1
не в	6	4
эстетическая модальность	2	2
как будто	1	3
восходит к	3	1
т.д в	1	1
для всех	2	2
в полном	1	1
том под	1	1
сводится к	2	3
есть в	1	3
мы должны	1	1
а между	1	1
на меня	2	1
личностного я	2	1
бы он	1	1
место и	1	1
до известной	3	1
смерть и	1	1
и до	1	2
с явным	1	1
не тот	1	1
текста в	6	6
в конечном	2	3
дважды в	1	1
с мотивом	1	1
как это	3	6
который не	2	1
лишь в	5	9
в полной	1	1
перед лицом	1	2
мифотектоническое значение	1	1
речь идет	1	2
я и	3	3
кстати что	1	1
но это	1	1
возвращает нас	1	1
всего лишь	8	8
в противоречие	1	1
мере в	2	1
в дискурсе	1	1
характер в	1	1
когда он	2	1
ее в	1	1
общей композиции	1	1
финальная фраза	3	1
тех случаях	1	1
же в	2	1
личности оказывается	1	1
констатировать что	1	1
и самого	6	1
и т.д	2	3
я был	1	1
встречи с	1	2
художественного текста	1	1
это не	2	1
вследствие этой	1	1
с другой	7	6
субъектом и	1	2
в художественном	1	1
и как	4	1
анаграмматическим субститутом	1	1
в равной	1	1
под каким	1	1
роль принадлежит	1	1
как смерть	3	2
дело не	3	2
далеко не	4	1
она явилась	1	1
было бы	3	3
данного текста	2	1
в случае	5	2
здесь и	3	1
как бы	10	10
с чужой	1	1
перекликаются с	1	1
сюжетообразующая роль	1	1
только к	2	1
как пишет	2	2
в первой	8	3
очевидно что	2	1
казалось бы	1	3
дело с	3	1
прежде всего	5	3
о его	2	4
указывает на	3	1
отдельном случае	1	1
точки зрения	3	4
я во	1	1
не мог	2	3
ударение на	1	4
человека с	1	1
у нас	1	1
но и	13	12
стратегии анекдота	2	1
на фоне	1	3
художественности в	2	2
для читателя	1	2
в ее	3	1
новеллы и	1	1
именно в	3	3
а затем	1	2
из трех	1	3
не знает	1	3
молод и	1	1
очевидным образом	2	2
остается в	1	1
в лирике	2	1
включая и	1	2
самим собой	1	1
в организации	1	3
будто бы	1	1
коммуникативное событие	1	1
по одному	1	1
одной из	1	3
кто говорит	2	1
себя в	4	2
рамках одного	1	1
героя и	4	1
один голос	1	2
нашего времени	3	4
различного рода	1	1
для данного	1	1
читателем как	1	1
в результате	5	3
роль в	3	2
интертекстуальные связи	1	1
прозрачная аллюзия	1	2
или точнее	2	2
зависит от	1	1
или напротив	1	2
и составляющий	1	1
художественного высказывания	2	2
времени не	1	1
ключевая роль	1	2
в целом	3	8
эстетическом дискурсе	1	1
данного коммуникативного	1	2
сторону и	1	2
во второй	7	4
социальных диалектов	1	1
не что	1	1
а не	9	10
этот вопрос	1	1
все что	1	2
говорить о	3	6
с этой	1	1
в лирическом	1	2
точнее как	1	1
с одной	2	5
в этом	14	18
крайней мере	4	3
художественного целого	6	7
за рамки	1	1
с первых	1	1
превращается в	1	2
со своей	8	1
факторов художественного	1	6
не понимаю	1	2
об этом	2	1
повествователя в	1	2
одного сознания	1	1
и внутренне	1	2
и ее	2	1
лирической ситуации	1	2
или даже	1	2
жанровой стратегии	2	3
для себя	1	1
на него	1	2
в нарративном	1	1
в сочетании	3	7
одна из	2	1
из этих	3	1
совпадает с	1	4
первом слоге	1	1
поскольку в	1	1
два эпизода	1	1
в общем	2	2
внежизненно-активной позиции	1	1
известной степени	3	1
этого слова	2	3
все это	3	4
каким диалогическим	1	1
состоит в	4	8
только одно	1	1
есть лишь	1	1
в качестве	12	11
в один	1	4
жизненной позиции	2	3
едва ли	3	3
ведет к	1	1
самом деле	2	1
по своей	2	1
в сюжете	1	1
он и	3	2
что касается	3	3
они сопоставлены	1	1
личностного существования	1	1
хотя и	2	4
самом начале	1	3
с ее	3	2
если общее	1	1
обращением к	1	1
оказывается объектом	1	1
данном контексте	1	1
этой стороны	1	1
не позволяет	1	2
время и	1	1
заключается в	1	1
самим автором	1	1
классического реализма	1	2
оказывается как	1	1
в осмысленном	1	1
то же	3	4
можно отметить	2	2
рассуждение о	1	1
художественное целое	6	1
это было	1	2
проявляется в	1	3
далека от	1	1
неотделима от	1	1
мы могли	1	1
художественной реальности	3	20
совершенно не	2	1
этом смысле	1	2
не дано	1	2
другое дело	1	1
объектной организации	1	10
сколько бы	1	1
о своей	2	2
вступление в	1	1
то она	1	1
эту минуту	1	1
художественная реальность	1	2
одного текста	1	1
а все	1	1
это случается	1	1
в себя	2	4
его можно	1	1
намек на	1	1
коммуникативного события	11	4
и их	1	2
столь же	4	4
и себя	1	1
другими в	1	2
снижение напряженности	1	1
а всего	3	1
присутствия в	1	2
говорящего иначе	1	1
личности и	2	2
тем же	1	1
в иную	1	1
радостей жизни	1	1
произведения как	2	2
у а	1	1
можно сказать	4	4
которой он	1	1
ничего не	3	9
данное произведение	1	1
автор как	1	1
а и	4	1
данном случае	3	5
и тот	1	1
художественной организации	1	1
с публицистикой	1	1
к этой	1	1
в нем	2	1
его художественной	1	1
от миропорядка	1	1
тексту в	1	1
или иначе	1	1
не возникает	1	1
во всех	2	4
не говорит	1	1
он был	1	2
этой темы	1	1
фигуру повествователя	2	1
по поводу	3	3
внимательно взглянула	2	1
сопоставлены или	1	1
один из	2	2
там и	1	1
что и	5	3
жизнью других	1	1
уже не	5	4
как справедливо	2	1
отношения к	2	2
с точки	2	2
при всей	1	3
произведения но	1	1
же его	1	4
в силу	1	1
внутренний хронотоп	1	4
каждом из	1	1
между прочим	1	1
я в	5	3
в сущности	5	4
если говорить	1	2
хотя бы	1	1
так ли	1	1
или иной	5	3
жизни но	1	2
и здесь	2	1
и по	2	1
как писал	1	2
но в	2	6
человека в	1	1
для нее	1	2
произведения в	1	5
в контексте	2	5
центральной фигуры	1	1
о судьбе	1	1
в отличие	2	2
своего рода	8	12
упоминание о	1	2
и сам	4	3
формы высказывания	1	1
встречается в	1	1
однако при	2	3
выходит далеко	1	1
тем не	2	3
жизнь и	3	1
все того	1	1
две строфы	1	1
герой нашего	1	1
которого он	2	1
при этом	11	10
того что	1	2
том что	12	12
собственный голос	1	1
смысл этой	1	1
и б	2	1
диалектов а	1	1
строго говоря	1	2
у него	1	4
внутреннего я	1	2
внимание на	4	2
в другом	1	1
стреляя в	1	1
что иное	1	1
этом ряду	2	1
в противовес	2	1
художественного впечатления	1	17
в произведении	3	2
автора и	1	3
момент его	1	2
из уст	1	1
в свое	2	1
ритмическую доминанту	1	2
раз не	1	2
лирического персонажа	1	1
сама по	2	1
научного описания	1	1
модус художественности	2	3
последняя фраза	1	1
им произведения	1	1
в рамках	3	3
по тексту	1	1
для него	6	4
текста однако	1	1
есть на	1	1
но я	1	1
уже говорилось	2	4
того же	5	4
ахматовой в	2	1
не о	1	2
говорилось выше	1	1
на себя	2	5
к судьбе	1	1
вступает в	3	2
свою очередь	4	1
ко второму	3	1
по выражению	1	2
в ответ	2	2
в столь	1	2
входит в	2	1
жанр в	1	1
к ее	1	1
способами высказывания	1	1
от лица	1	1
в романе	2	1
указание на	2	1
не требует	1	1
а также	2	7
бы дать	1	1
все три	2	1
со всей	1	1
говорит о	2	5
этом контексте	1	2
свое время	2	1
не понимал	1	1
поскольку сам	1	1
ведь это	1	2
от них	1	1
евгения онегина	1	1
целого в	2	2
не с	2	4
определенной жанровой	1	1
в тексте	9	24
было сказано	1	1
со всех	1	1
картины мира	4	2
