2gram	Tiupa_LitereturaIMentalnost_partition_part3_wordlist_2gram	Tiupa_LitereturaIMentalnost_partition_part1_wordlist_2gram
искусство средством	1	1
в них	1	1
кажется что	1	1
не бывает	1	1
из существеннейших	1	1
другого адресата-собеседника	1	1
мысли засоренный	1	1
по сути	1	1
самым его	1	1
основная задача	1	1
наедине в	1	1
существенно живет	1	1
не есть	2	1
с миром	4	1
раздел iii	1	1
сознания с	1	2
не может	5	8
издание альманаха	1	1
автора как	1	1
и за	1	1
к наблюдателю	1	1
если не	1	2
в целостности	1	1
а прежде	1	1
сказать что	1	1
участников вплоть	1	1
в индивидуальном	2	1
то есть	6	5
отнюдь не	2	3
поэт и	1	1
в значении	1	1
произведения искусства	3	1
вместе с	1	5
жизни к	1	2
отталкиваясь от	4	1
в третьем	1	3
сознания и	1	2
обычному анализу	1	1
такого рода	10	10
общечеловеческой глубины	1	1
художественного сознания	3	1
большей части	1	2
побудительным поскольку	1	1
филологических изысканиях	1	1
сознания для	2	1
в том	16	12
представлений о	1	1
и который	1	1
в кругозоре	2	2
смещается с	1	1
творческих актов	1	1
затронуть эту	1	1
ср у	1	2
себе самой	1	1
в его	7	6
оно в	1	1
недоступную обычному	1	1
и т.п	4	6
участия в	1	1
мой взгляд	1	1
диалога но	1	1
в акте	1	1
дискурс власти	1	3
сообща и	1	1
барахла культуры	1	1
анненского о	1	1
прости тихо	1	1
за автором	1	1
с действительностью	2	1
третьем лице	1	2
общения людей	2	1
и индивидуальный	1	1
о том	2	6
между тем	2	3
и эстетический	1	1
совершается в	1	1
нас самих	2	2
чем он	1	1
отношение к	1	2
осмысливаются как	1	1
ванна архимеда	1	1
с творческой	1	1
на вопрос	1	1
в виду	3	1
с действительной	1	1
на то	1	2
а.а.потебни в	1	1
эстетического дискурса	1	1
с позиции	2	1
во всей	1	2
сознании авангардистское	1	1
другом месте	1	1
еще в	4	3
культурной политики	1	2
уже о	1	3
есть от	1	1
писателя по	1	1
[] в	4	3
индивидуального существования	1	1
имеется в	2	1
именно его	1	1
[] или	1	1
среди других	1	1
которая не	2	1
говоря словами	3	3
быть не	1	2
от своего	2	1
как мы	1	2
однако не	1	3
это борьба	1	2
как я	1	1
особого рода	2	5
романтиками в.т	1	1
и безвластия	1	1
несостоявшееся издание	1	1
внутреннюю свободу	1	1
уже об	1	1
может быть	13	12
не должен	3	1
художественного дискурса	1	1
игровой характер	1	1
и его	4	6
то в	1	3
его мне	1	1
он один	2	1
нужно было	1	1
я как	1	4
х годов	2	15
громко но	1	1
вследствие этого	1	2
с каким	1	1
внутренней маргинальности	2	1
в отношении	1	1
характеристике и.п	1	1
хлебникова прочитав	1	1
и состоит	1	1
вовсе не	1	1
она не	1	1
вспять к	1	1
с ты	2	1
диаметрально противоположный	1	1
между двумя	1	1
себя самого	1	1
есть не	1	1
постсимволистская культурная	1	1
была бы	1	1
искусства в	1	1
литературного изобретательства	1	1
это как	2	3
эстетики адресованности	1	1
ли не	3	1
не на	2	1
с тем	1	1
на смену	6	3
причастность к	2	2
я не	7	2
сам не	1	1
который в	1	1
ни было	1	2
уединенного я-сознания	1	2
за собой	1	1
десятилетий хх	1	3
сознания не	1	1
из этого	1	1
как альтернативу	1	1
мыслилось реалистами	1	1
символистского уединенного	1	1
культура нашего	1	1
так как	1	1
более не	2	1
дискурс ответственности	1	2
как представляется	2	1
как мыслилось	2	2
уклада традиции	1	1
и хлебникова	1	1
вслед за	1	3
к которой	1	1
целом как	1	1
жизненный путь	1	2
классической художественности	5	1
самой жизни	1	1
и ему	1	1
говоря уже	2	4
отличие от	5	5
в теургической	1	1
мыслиться как	3	1
кто подобно	1	1
во главе	1	1
и других	1	1
этом в	3	1
художественности но	1	1
с объекта	1	1
свою собственную	1	1
мира в	3	3
это становится	1	1
со стороны	4	7
не собирательное	1	1
текста и	1	2
обращаясь к	2	1
воспринимающем сознании	1	1
одно из	3	4
тем как	1	1
в глазах	1	3
этой причине	2	1
всеми сообща	1	1
культуры в	4	1
его существования	1	2
во имя	2	1
в общественном	1	1
что вы	1	1
в частности	15	11
нет ничего	2	1
эпохи в	1	1
говорю мне	1	1
не было	3	1
и даже	3	2
модусов сознания	2	1
альтернативность неклассических	1	1
xix веке	1	1
и тем	4	3
самоутверждения не	1	1
заодно с	1	1
под знаком	1	2
то это	2	2
в своих	4	2
только в	8	7
в этой	4	8
другой стороны	1	2
так сказать	1	1
наше я	1	1
отношению к	2	4
льва толстого	1	1
деятельности в	4	1
вовне в	1	1
идет о	1	1
юрия живаго	1	10
два искусства	1	1
то и	2	1
крученых и	2	1
свидетельствует о	1	1
приоритет первочитателя	1	1
принципов ю.н	1	1
уединенной личности	1	1
к этому	1	2
логика конвергентного	1	1
самим собою	2	1
теперь уже	1	1
ясным отныне	1	1
и сама	1	1
как в	5	5
и я	6	1
не случайно	2	3
степени смещается	1	1
и не	12	22
критерием художественности	3	1
слово как	1	1
авангардистского самоутверждения	1	1
ощущение исчерпанности	1	1
авангардистское письмо	2	1
со всеми	1	2
может позволить	1	1
наш взгляд	5	1
сознании преобразуя	1	1
жизни в	1	4
не говоря	2	4
к предмету	1	2
к сотворчеству	2	1
художественности принципиальная	1	1
индивидуальный талант	1	1
в художественной	1	1
тогда когда	1	1
культуре уединенного	2	1
тем что	2	2
уже в	5	1
трактуется как	1	1
в жизни	6	8
лирическое я	1	1
в знаковом	2	1
не только	24	14
искусства как	2	1
по аналогии	3	2
быть актуализированы	1	1
объекта и	2	2
он не	1	1
взаимонезависимости его	1	1
бахтин а	1	1
события особого	1	1
наконец в	1	3
по собственному	1	2
созерцательность уединенного	1	1
еще на	1	2
я при	1	1
людей в	1	1
в данном	5	4
и всякое	1	1
тихо его	1	1
может и	1	1
значительной степени	1	1
реалистами в.т	1	1
оказывается не	2	2
в литературе	1	1
нетронутую и	1	1
и мегатекст	1	1
сотворчеству утверждает	1	1
форм оскудение	1	1
в их	3	1
внутреннее я	1	1
пресуществить нашу	1	2
произведение искусства	8	6
мы чувствуем	1	1
поскольку апеллирует	1	1
однако с	1	1
аналогии с	3	1
конструктивных принципов	1	1
речь не	1	1
в себе	7	6
и того	2	1
по этой	2	2
и он	1	1
от собственной	1	1
и другими	1	1
в единственном	1	1
человеческого опыта	1	1
жизни по	1	1
как известно	1	1
в словах	1	3
личности в	1	3
к тому	2	6
за два	1	1
она поворачивается	1	1
искусство как	1	2
не оставляет	2	1
во внешнем	1	1
искусство а	1	1
художественное произведение	2	2
свой другой	1	1
я только	1	2
в уме	4	1
перед нами	1	1
составляет не	1	1
одной стороны	2	4
автора героя	1	1
бы не	3	1
в соответствии	1	3
пастернака и	1	1
к непосредственному	1	1
от жизни	1	2
чужом сознании	2	1
из них	4	4
по характеристике	3	1
столетия в	1	1
иосиф бродский	1	2
установка на	1	2
быть может	1	2
в области	3	3
качестве эстетического	1	1
себе роскошь	1	1
от границ	1	1
такое искусство?	2	1
до конца	1	4
искусство начинает	1	1
собственного сознания	1	1
самоизвращения равную	1	1
нашу действительную	1	2
художественного мира	1	1
и уже	1	1
может оказаться	1	1
неотождествимыми гранями	1	1
со специфической	1	1
изысканиях а.а.потебни	1	1
теургической эстетике	1	1
живаго и	1	2
после чего	1	1
сознания так	1	1
чувствуем что	1	1
становится для	1	1
в ссср	1	1
авторитарного сознания	4	2
и является	2	1
не менее	7	2
в борьбе	1	1
еще не	4	6
разобщения и	1	1
знает что	1	2
в году	13	5
он сам	1	1
и посредством	1	1
для советской	1	1
не столько	5	1
сознания в	12	1
так в	1	1
т.с элиота	1	2
понятую как	1	1
коммуникативной эстетики	1	1
социальной структурой	1	1
не личное	1	1
в конце	4	2
равную самоубийству	1	1
второй половине	1	1
неровный слог	1	1
в ситуации	1	2
ментальный кризис	2	2
в принципе	3	2
а в	3	5
к новым	1	1
этого субъекта	1	1
безвластия взаимонезависимости	1	1
е фарино	1	2
вл соловьева	2	1
и более	1	1
первый взгляд	1	1
представляет собой	4	2
агрессивно или	1	1
в каждом	1	1
самого человека	1	1
одной личности	1	1
в русской	10	1
от самого	2	1
в хх	6	3
есть коммуникативное	1	1
ю.н тынянов	2	1
и вот	1	2
творческого поведения	4	2
впечатления бахтин	1	1
мегатекст о	1	1
творческое поведение	2	3
концепция личности	1	1
намерения творческих	1	1
эстетической деятельности	4	2
что лирическое	1	1
и противоположный	1	1
и духовного	1	1
в романтическую	1	1
в своем	11	1
дискурсом свободы	1	1
принадлежности к	1	1
романа о	1	1
в нашем	1	1
одного из	3	2
путь личности	1	1
для художника	1	1
культуры уединенного	5	1
и на	1	2
окружающей его	2	1
в ходе	1	1
вплоть до	2	2
оно было	1	1
жизненных путей	1	2
в сторону	1	3
субъекта объекта	1	1
на адресат	1	1
эту нетронутую	1	1
действительной жизнью	1	1
общественного сознания	3	2
н чужак	1	1
за счет	1	1
зритель слушатель	1	1
так или	8	2
эстетического объекта	6	6
занимающего нас	1	1
посредством этого	1	1
истории это	1	1
такой деятельности	1	1
собственного творения	1	1
позволить себе	1	1
жизни с	2	1
языка который	1	1
пределы духовного	1	1
кроется корень	1	1
как и	6	5
элиота традиция	1	1
о ком	1	1
тому как	2	3
оставляя за	1	1
потому что	3	3
нуждается в	3	1
друг друга	4	1
для которой	1	1
переходное состояние	1	2
или иную	2	1
что для	2	1
общность центробежна	1	1
другого в	3	4
в самом	3	3
а то	1	1
на том	2	1
жизни человеческого	2	1
литературного произведения	4	1
же время	5	7
тогда как	13	17
по словам	1	1
в то	5	9
классической эстетики	1	1
по отношению	3	4
никогда не	4	4
становится ясным	1	1
провозгласившем искусство	1	1
этом отношении	2	5
литературной рутиной	1	1
и то	2	1
литературы хх	1	1
в россии	2	1
в решении	2	1
анализу стихию	1	1
субъекта уединенного	1	1
первых десятилетий	1	3
в.т а	1	1
традиции к	1	2
эстетический субъект	3	2
и в	8	16
литературы под	1	1
материале текста	2	1
гибели всерьез	1	1
в мире	2	16
под названием	1	1
всем и	2	1
своего другого	3	4
о художнике	1	8
всю ночь	1	2
не просто	1	1
а на	1	2
все они	2	2
или благодатно	1	1
с предельной	1	1
из его	2	1
адресат осмысливаются	1	1
и только	2	2
значение в	1	1
но не	4	4
я это	1	2
к вагинова	1	1
и неровный	1	1
к концу	1	1
герой в	1	2
ключ к	1	1
в стихах	1	6
субъекта и	3	5
не в	8	10
читателя в	2	1
субъекта жизни	1	2
для нас	1	1
ни соцреализм	1	1
как будто	2	4
эстетическое переживание	2	2
наследия как	1	1
для всех	1	1
от футуризма	2	1
русской поэзии	5	1
а сам	1	1
по диалогу	1	1
человеческого присутствия	1	2
предстает субъектом	1	1
адресата авангардистский	1	1
на духовную	1	1
на свою	1	3
авангардистский дискурс	1	1
ход мысли	1	1
своего собственного	1	1
по существу	1	4
я впоследствии	1	1
непосредственно в	1	1
вопрос что	1	1
говорится в	2	1
героя как	2	2
поскольку его	1	1
на нее	1	1
оснований и	1	1
в конечном	5	1
текста в	1	1
на слух	1	1
вследствие неоднородности	1	1
и читателем	2	1
годы не	1	1
как это	8	3
свободы выталкивает	1	1
отношении к	1	1
лишь в	4	5
засоренный и	1	1
как ранее	1	1
перед лицом	1	4
ценностям общечеловеческой	1	1
тех же	3	1
столетия исходит	1	1
и с	1	2
одухотворить пресуществить	1	2
я и	7	10
знаком литературного	1	1
общественной жизни	1	1
не созерцательным	1	1
исходя из	3	1
всего лишь	4	5
не начинается	1	1
парадигмы художественности	7	2
объект и	2	2
ахматова но	1	1
искусству как	1	1
вмешивается в	1	1
ые годы	1	2
на мой	1	1
и заодно	1	1
оставшееся вне	1	1
этого текста	3	2
же в	5	2
[] это	1	3
созерцательным созерцательность	1	1
утвердить вовне	1	1
духовным ценностям	1	1
я то	1	1
первочитателя собственного	1	1
для этого	4	1
и т.д	1	1
я был	1	1
в понимании	1	1
участники художественного	1	1
это не	4	5
с тобой	1	1
мыслит и	1	1
как от	1	1
между людьми	1	2
с другой	3	6
субъектом и	1	1
в художественном	4	1
и как	1	3
ему кажется	1	1
должно быть	1	4
центральную проблему	1	1
потому не	1	1
далеко не	3	2
искусства и	5	3
в хiх	1	1
духовного общения	2	1
в чем	1	1
было бы	2	2
в чужом	4	1
сути своей	1	1
интенция свободы	1	1
что такое	2	1
мышление художника	1	1
в случае	4	2
в москве	2	1
бы быть	1	1
в творческом	1	2
как бы	7	8
заявки на	1	1
не кончается	1	1
стихию всеобщего	1	1
русской литературы	2	2
в первой	1	2
очевидно что	1	1
парадигма художественности	4	1
лирическому герою	2	2
прежде всего	11	3
его историческим	1	1
путь от	1	1
точки зрения	6	7
на один	2	1
а с	1	1
поэтому для	1	1
его личности	1	1
художественности как	3	1
в.т и	1	2
без другого	1	2
эстетика адресованности	1	1
апеллирует к	1	1
и новые	1	1
цели с	1	1
трактате льва	1	1
но и	17	14
к своему	1	1
новая ментальность	1	2
изобретательства и	1	1
будучи дискурсом	1	1
при котором	1	1
в ее	1	5
а затем	1	3
но деятельно	1	1
именно в	1	5
эти слова	1	2
втором лице	2	1
исчерпанности оснований	1	1
не знает	1	2
очевидным образом	1	1
вне человеческого	1	1
тихо тихо	1	1
его кругозор	1	1
в лирике	3	1
художественного мышления	1	6
самим собой	2	3
отрешенности от	1	1
оскудение мысли	1	1
коммуникативное событие	4	4
выраженное поэтом	1	1
ранней лирики	1	1
одной из	1	1
себя в	6	7
должно одухотворить	1	2
деятельно побудительным	1	1
в историю	1	1
человеческой личности	1	1
в художественных	1	1
на читателя	1	1
героя и	1	1
только для	1	3
всего наше	1	1
стихи юрия	1	3
этом не	1	1
гумилев о	1	1
жизни как	1	2
братства и	1	1
интертекстуальные связи	1	1
на самом	1	1
которая в	2	1
конвергентного сознания	3	7
власть над	1	1
художника оказывается	2	1
уединенного сознания	50	14
одном воображении	1	2
этой точки	3	1
хiх веке	1	1
не к	2	1
литературного процесса	6	1
соцреализма в	1	2
быть в	1	1
оказывается своего	1	1
поворачивается к	1	1
в целом	8	5
по большей	1	2
сознания к	2	1
что не	2	2
адресата эстетического	1	1
в ые	1	2
во второй	1	2
советской ментальности	1	2
личности становится	1	1
а не	16	12
тех пор	1	1
принципиальная особенность	1	1
человеческой субъективности	1	1
с этой	5	2
уединенностью и	1	1
самого себя	3	1
говорить о	1	1
в этом	12	14
с одной	2	4
художественного целого	2	1
за рамки	1	1
индивидуальном сознании	1	1
превращается в	2	1
парадигмами художественности	1	1
факторов художественного	2	1
духовного уклада	1	1
для иного	1	1
коммуникативная стратегия	5	1
художественной культуры	10	5
один что	1	1
в качестве	17	5
одним из	5	4
поэзии и	2	2
а во	1	1
как самотрансценденция	1	1
адресованности в	1	1
и одно	1	1
и подобные	1	1
смерть автора	1	1
в поэзии	1	5
для себя	5	2
прочитав разорви	1	1
но по	1	1
эстетике владимира	1	1
чистом виде	1	1
обнаруживаются в	2	1
этого не	2	1
поэтическую формулу	1	1
произведение в	2	1
жизни не	2	2
как таковое	1	2
этой воли	1	1
и самой	1	1
в обращении	1	1
iii добавления	1	1
глубины которые	1	1
у классиков	1	1
актуализированы в	2	1
в общем	1	1
исканий xx	1	1
исторической жизни	1	1
игорем п	1	1
отдельно взятой	1	1
крестного пути	1	1
искусства предстает	1	1
лишь тогда	1	1
как например	1	2
состоит в	11	6
в стихотворении	4	6
жизненной позиции	1	1
тексты не	1	1
едва ли	1	3
и есть	3	1
нового писателя	2	1
ведет к	4	1
решающее значение	1	2
самом деле	2	3
по своей	3	3
могли бы	1	2
совесть твоя	1	1
историю литературы	1	1
он и	3	2
как может	1	1
в воспринимающем	1	1
что я	2	5
отныне не	1	1
о нем	1	2
эстетический адресат	1	1
мыслится как	3	3
с ее	1	3
все перечисленные	1	1
и однако	1	1
подобные им	1	1
например и	1	1
только на	2	1
как другого	1	1
они не	1	1
например в	3	3
другого среди	1	1
к тебе	1	1
и возможностей	1	1
кино и	1	1
несвободного авторитарного	1	1
альтернативу культуре	1	1
то же	5	9
о читателе	1	1
права на	1	1
позиции субъекта	1	1
субъект эстетический	1	1
и ролевой	1	1
исходит из	3	1
борьба с	1	1
художественной культуре	2	1
надо в	1	1
парадигма неклассической	1	1
ним и	1	1
эпохи романтизма	1	1
которые могли	1	1
события со	1	1
художественной эволюции	1	1
совершенно не	1	3
и эстетического	1	1
этом и	1	1
фарино о	1	1
субъект уединенного	3	1
художественного события	1	2
собственного я	5	2
в центре	1	1
об искусстве	1	4
на границах	1	1
художнике и	1	3
эстетики но	1	1
xix века	6	2
свое собственное	3	1
ахматовские нас	1	1
причастности к	1	6
и если	1	4
картину мира	1	1
смещая его	1	1
ту или	2	1
в чистом	1	1
с собой	4	1
именно таков	1	1
полной гибели	1	1
хх столетия	1	3
разумеется не	1	3
более того	1	3
романтической культуры	1	1
я говорю	1	2
в литературоведении	1	1
его интенции	1	1
живет на	1	1
весь мой	1	1
столь же	4	1
иннокентия анненского	1	1
что произведение	1	1
коммуникативного события	7	5
мысль каждый	1	1
сознания именно	1	1
вопрос о	1	2
лице как	1	2
иосифа бродского	2	1
по преимуществу	4	1
уединенного я	1	1
не всегда	1	2
как он	2	1
к нему	1	1
но при	2	1
можно сказать	1	2
неклассическая художественная	1	1
интеллигенции и	1	1
сознанное и	1	1
что он	5	5
не идет	1	1
последовательный авангардист	1	1
данном случае	4	4
одном из	1	2
том числе	1	3
себе самому	1	3
владимира соловьева	1	4
человеческого духа	2	3
произведении искусства	1	1
что они	1	1
деятельности как	1	2
и выраженное	1	1
к этой	1	1
к жизни	1	2
и недоступную	1	2
чтобы в	1	1
во время	1	1
в нем	2	2
парадигма художественного	2	1
лирический герой	4	5
или иначе	9	2
художественного творчества	3	2
годов в	1	2
во всех	1	2
не искусство	1	1
он был	1	1
м.н эпштейн	1	1
центробежна вследствие	1	1
себе как	1	1
художественной системы	1	1
окуджава и	1	3
парадигмах художественности	1	1
воспринимающее сознание	2	1
один из	3	2
в действительности	1	1
которой устремляются	1	1
что и	1	2
уже не	7	3
как участники	1	1
совокупность факторов	2	1
организация коммуникативного	1	1
в зеркале	1	1
с точки	2	3
пастернаком в	1	1
при всей	3	1
века в	3	1
стать самим	1	1
в силу	4	1
к себе	3	8
а по	1	2
провоцирует раскрепощение	1	1
романа с	1	1
он в	1	2
прощения поскольку	1	1
ты для	1	2
я в	5	7
по слову	1	1
преобразуя тем	1	1
художественного произведения	1	2
если говорить	1	1
личное автора	1	1
хотя бы	2	1
ориентировано на	1	2
или иной	2	2
роевого сознания	1	1
с ней	1	2
жизни но	1	1
постсимволизма в	1	1
что к	1	1
в е	2	8
искусство мыслилось	1	1
род распался	1	1
здесь как	2	2
в итоге	1	1
пространство оставшееся	1	1
непосредственному контакту	1	1
как писал	1	2
вот она	1	1
и неслиянность	1	1
во втором	2	2
но в	3	3
действительную жизнь	1	2
человека в	1	2
а я	1	3
не имеет	1	1
художественная культура	1	1
в xix	1	1
для пастернака	1	3
в отличие	5	5
отказ от	7	2
своего рода	11	10
и сам	6	2
это точка	2	1
только сознанное	1	1
советской литературы	1	2
уединенного творца	1	1
впервые провозгласившем	1	1
тем не	2	1
этой связи	1	1
задача нового	2	1
при этом	19	15
того что	6	9
том что	14	8
эстетического адресата	2	1
традиция и	1	1
у него	3	1
на свете	1	2
в другом	2	6
авангардист самоутверждаясь	1	1
художественной практики	2	1
эстетической природы	1	1
в этих	1	1
художественного впечатления	2	1
е годы	2	9
автора и	1	2
целом ряде	1	1
для своего	2	2
воображении а	1	2
дискурс свободы	5	2
вот в	1	2
искусства с	1	1
отличное от	1	1
и ты	1	4
на художественную	1	1
диалог согласия	1	2
в котором	1	1
с жизнью	1	4
а произведение	2	1
в рамках	6	4
эстетического откровения	1	2
было сформулировано	1	1
самой жизнью	1	1
творческого процесса	2	1
для него	2	2
силу своей	3	1
того же	2	2
коммуникативных стратегий	2	1
всеобщего личного	1	1
кругозор смещая	1	1
собою без	1	1
на себя	2	2
сознания а	2	1
из наиболее	2	1
в трактате	2	1
моя не	1	1
свою очередь	1	1
средством духовного	1	1
в искусстве	2	1
по выражению	2	1
неклассической коммуникативной	1	1
и.п смирнова	3	1
вяч иванов	1	1
нас четверо	1	1
рутиной слова	1	1
собирательное героя	1	1
искусство? впервые	1	1
от символизма	1	1
мне прости	1	1
в слове	2	3
то ни	1	2
внутреннего мира	1	1
в романе	1	3
а также	5	4
жизни его	1	1
сам себе	1	1
с правопорядком	1	1
со всей	1	2
сюда же	1	1
этом контексте	1	1
хх века	10	11
знаковом материале	2	1
событие разобщения	1	1
неклассической художественности	8	2
специфической социальной	1	1
интенциональные намерения	1	1
объекта на	1	1
личного самоопределения	1	1
целого в	1	1
в диалог	1	1
в связи	4	1
соответствии с	1	5
в тексте	8	4
жизни однако	1	1
ничего общего	1	1
изнутри своего	1	1
