2gram	Losev_VladivirSolovjev_partition_part2_wordlist_2gram	Losev_VladivirSolovjev_partition_part1_wordlist_2gram
ниже в	1	1
уже и	2	2
но если	1	1
на первый	2	2
что можно	1	3
же с	11	13
с его	11	4
этих двух	1	1
для вл	7	10
у с	3	2
п хитрово	32	11
и больше	1	3
всех нравственных	1	1
стороны не	1	1
–летним молодым	2	1
очень часто	1	1
указанном письме	1	1
после смерти	4	4
о чем	1	6
л указ	2	3
что она	2	1
но по–видимому	1	1
и что	6	5
соловьев посвятил	1	1
] дальше	1	1
года его	1	2
хитрово и	1	2
он никогда	1	2
работе вл	1	1
и все	4	7
в период	5	1
с г	1	1
или менее	3	3
трудно и	1	1
на этот	6	4
которое мы	1	1
против всякого	1	1
в июле	1	3
на с	1	1
бы мы	1	1
нам кажется	1	3
и гораздо	1	1
говорил он	1	1
в пустыньку	1	2
все существующее	1	4
не без	6	1
с софьей	1	1
человеческой жизни	1	1
и о	2	4
жизни и	5	6
октября года	2	3
все главнейшие	1	1
в противоположность	1	1
соловьева правда	2	1
уже была	1	1
и притом	3	2
названием о	1	1
него в	2	4
времен когда	1	1
в них	2	3
кажется что	2	2
чувства к	3	1
только не	1	1
в свет	1	1
и весь	2	1
место в	2	1
кончина вл	1	1
менее его	1	1
иллюзий относительно	1	1
них вл	1	1
статью под	1	1
не есть	1	4
этому поводу	1	1
те же	1	3
что все	2	1
и психологии	5	2
и ни	2	1
бог есть	1	1
очень мало	2	1
не может	6	9
ф самарина	1	1
которого мы	1	1
и за	2	1
если не	3	2
уже сказали	2	1
сказать что	7	11
века вл	1	1
то есть	3	7
он именует	1	3
но тут	1	1
соловьева но	4	4
не могло	1	1
вместе с	3	8
несколько более	1	1
такого рода	4	2
от ноября	1	1
сказать о	1	3
а к	22	2
александра ii	1	2
в том	11	18
мы знаем	2	4
представлений о	1	1
вот эта	1	1
встал и	1	1
и который	2	1
в париж	1	2
соловьева и	7	7
соловьев никогда	2	3
время с	1	1
в его	12	11
вел себя	5	2
это время	3	4
упомянуть еще	1	1
июля года	1	2
разного рода	6	4
отца и	3	1
в связи	3	8
о том	11	4
от того	1	1
петербурге и	1	1
но после	1	1
а н	2	14
на месте	1	1
отношение к	3	4
ему только	1	1
с вл	4	2
на вопрос	1	1
было не	1	1
августа года	1	1
в церковь	1	1
на то	5	2
понимает как	1	1
материалы к	1	1
м м	15	4
да и	4	3
свидетельствуют о	3	1
в московском	6	3
которых он	2	1
б н	15	1
уже о	1	2
и вл	2	4
пять лет	1	1
до последних	1	1
есть только	1	1
при жизни	2	2
мы и	4	1
н и	3	1
что сам	2	1
он писал	4	1
стал громко	1	1
от своего	1	1
главным образом	4	1
как мы	9	11
м соловьева	13	2
но его	2	2
уже после	1	1
уже есть	1	1
может быть	6	7
и можно	2	2
философа в	1	2
и его	7	6
то в	1	5
любил и	1	2
ни с	4	2
правда в	1	2
читать лекции	1	1
письме вл	1	1
богом и	1	1
соловьева не	6	3
не могут	1	1
–х годах	2	2
письмо вл	1	2
на вл	3	1
пока еще	2	1
в отношении	3	3
к н	5	5
т iii	11	6
этот раз	4	3
знаем в	1	1
вовсе не	5	4
того с	2	1
всего на	2	2
она не	1	2
же тут	1	1
есть не	1	1
его от	1	1
в тех	2	1
ответить на	1	1
в виде	3	3
пока не	1	1
в гимназии	1	1
с тем	2	2
м вл	1	1
т ii	3	3
я не	4	4
настоящее время	1	2
отношением к	2	1
соловьева мы	1	2
и часть	1	1
из этого	2	5
пишет в	1	1
мы сейчас	7	3
был в	3	2
а вот	1	2
о богочеловечестве	1	1
здесь не	3	4
весьма не	2	3
были для	3	1
ли он	1	2
не видал	1	1
чтобы стать	1	1
н страхова	3	4
к которой	1	1
с ]	35	46
ней с	1	1
александру iii	1	2
соч т	4	2
говоря уже	1	2
в вопросах	2	1
оба они	2	1
благодушный вл	1	1
его к	2	1
жизнью и	1	1
соловьев сразу	1	1
марта года	3	4
тот же	3	5
соловьева о	5	1
по следующим	2	1
с н	2	16
стал и	1	1
а а	4	3
для них	1	1
и других	2	1
этом в	1	1
ему не	1	1
сравнении с	1	1
со стороны	2	4
свою собственную	1	1
все с	1	1
с и	2	2
это делает	2	1
как он	4	2
соловьев в	13	9
издал в	1	1
уже на	1	3
в париже	2	6
вернее сказать	1	1
двух часов	1	1
молодым человеком	3	1
м указ	4	13
в таком	1	3
в частности	2	2
была у	1	1
что здесь	1	1
этих начал	1	1
с которой	1	2
в первый	1	1
учения о	1	3
то он	6	1
чего он	1	1
не будем	2	1
не было	5	10
этого вл	1	1
небывалой силой	1	1
был оставлен	1	1
и очень	3	2
и даже	15	10
жизни вл	4	4
и тем	1	1
того чтобы	2	2
своему мировоззрению	1	1
вл соловьеву	11	20
в своих	5	2
приведем еще	1	1
только в	9	6
тоже не	1	1
в петербург	3	5
больше всего	2	1
так сказать	1	1
друзей и	1	1
в этой	4	4
вл соловьевым	15	7
со своими	3	1
к такой	1	1
отвлеченных начал	3	1
хорошо и	1	1
после этого	1	1
университета с	1	1
больше ничего	1	1
история и	1	2
соловьева есть	1	1
в дружеских	1	1
то и	2	1
развития вл	2	2
не питал	1	1
всяком случае	2	6
из последних	1	1
лет и	2	3
которые он	1	1
] можно	1	1
и серьезную	1	1
дружеских отношениях	1	2
к этому	6	6
мая года	1	2
соловьев понимает	1	3
своих воспоминаниях	1	1
философского идеализма	1	1
литературы и	1	1
и вполне	1	3
духовного развития	2	3
выходит что	1	1
и сама	1	1
как в	3	3
указывал на	1	2
и я	2	5
во всяком	2	6
и не	17	18
же о	2	1
мы уже	7	2
со всеми	1	1
выше мы	2	1
на слово	1	1
на несколько	2	1
н в	6	8
таким образом	3	3
вера в	2	2
тем более	2	3
по своему	3	2
не говоря	1	3
больше того	1	2
это конечно	3	1
жизни в	1	2
соловьев так	2	2
года в	3	6
именно вл	1	1
после окончания	2	1
он как	3	1
время не	1	1
о своих	1	1
тем что	2	1
м с	4	9
в пустыньке	1	6
можно утверждать	1	1
же касается	4	5
уже в	7	3
соловьев здесь	2	1
с теми	1	1
его философского	1	1
в жизни	3	1
раз он	1	1
надо бы	1	1
году он	4	1
и представить	1	2
не только	24	12
указать хотя	1	1
значит и	1	1
судя по	1	1
он не	10	4
в основном	1	5
соловьевым и	4	2
что даже	1	1
именно здесь	1	1
там же	13	12
философа и	2	1
в соловьеве	2	1
все эти	3	5
вот что	3	4
его супруга	1	1
еще на	2	2
отношении философа	1	1
мы сами	1	2
особенно в	1	1
и кажется	2	1
как уже	1	1
в данном	1	3
тем больше	1	1
вера и	1	1
с соловьева	2	3
петра i	1	2
в литературе	1	1
и потому	6	2
касается самого	1	1
году вл	1	2
содержит в	1	4
пор пока	1	1
с самого	1	1
меня к	1	1
в их	1	2
т д	2	1
моменты его	1	1
не были	2	1
того в	2	1
что бы	1	1
в себе	4	6
русского историка	1	1
и того	1	1
настоящей работы	3	1
критический обзор	1	1
и он	3	4
на его	3	4
своей диссертации	1	1
университета вл	1	1
жизнь она	1	1
многое и	1	1
как известно	1	1
некоторой степени	1	2
к тому	3	2
те времена	5	3
меня и	1	2
соловьев приехал	1	1
как у	1	2
хотя с	1	1
россия и	1	5
жизнь с	1	1
студенческие годы	1	1
конце года	1	1
не любил	1	2
марте года	1	1
сам вл	7	4
в январе	1	2
о философских	1	1
декабря года	1	5
из них	2	1
увлечение вл	1	1
и для	2	3
годы с	1	1
первый план	2	2
этому времени	2	2
в области	1	3
имениях своих	1	1
в сравнении	1	2
сам он	1	1
а что	1	2
до конца	1	7
этот последний	1	1
а значит	1	1
бога и	2	1
но даже	2	1
взгляд на	3	1
] в	6	3
петербургском университете	1	1
него не	3	1
самого вл	3	3
увидим ниже	3	2
разобрался в	1	2
года по	3	1
даже и	9	3
любовь к	1	1
не менее	2	7
соловьев вел	1	1
еще не	2	1
спб с	1	1
ни одного	1	1
в году	30	24
на первом	2	2
он сам	2	2
с ним	5	5
не столько	2	3
однако эти	1	1
относиться к	1	2
так в	1	1
произведение оправдание	1	1
и которая	1	1
не дошел	1	1
без всяких	1	1
к его	3	2
не могла	1	2
в конце	9	13
второй половине	1	2
следовательно и	1	1
нужно прибавить	2	1
не вполне	1	2
на все	2	2
а в	9	11
всегда благожелательный	1	1
можно судить	4	4
вл соловьева	160	152
и н	3	1
в указанном	1	2
жизни все	1	1
только с	1	1
всей жизни	3	2
западной философии	6	1
нужно сказать	1	1
весь этот	1	1
к богу	1	1
соловьев относился	1	1
с самим	1	1
а через	1	1
чтобы он	2	1
и вот	3	3
его дома	1	1
два года	1	1
очень важно	1	1
своей жизни	2	3
течение всей	4	2
его биографии	1	4
дело в	4	3
в москву	2	4
что человек	1	1
в своем	4	8
в нашем	4	1
как с	1	1
но она	3	1
за то	1	1
судить по	2	4
но с	1	1
соловьева из	1	3
и без	1	1
н г	4	1
обстоятельства из	1	1
и на	3	4
вплоть до	1	3
теми же	1	1
не мешает	1	1
бы на	1	1
уже тогда	3	1
которые в	1	1
возвращается в	1	1
называет его	1	1
от него	2	1
своих дней	1	1
же однако	1	1
раз даже	3	1
года то	2	2
так или	1	3
собр соч	1	1
по его	2	1
есть его	1	2
для того	2	2
по истории	3	1
этом письме	2	2
некоторые моменты	1	1
как и	4	5
не знаю	1	1
московского университета	8	2
он жил	1	2
потому что	11	9
друг друга	1	2
что для	4	2
что с	2	1
у которого	1	2
почему он	1	1
но вот	1	3
он себе	1	1
ему в	2	2
возвращении в	1	1
в самом	2	2
а то	1	2
и разум	1	1
отношение вл	1	2
он тут	1	1
же время	4	3
по этому	2	1
в то	8	9
и то	10	5
поэтому в	1	1
никогда не	9	7
им в	1	3
соловьев несомненно	1	2
этом отношении	1	1
а во–вторых	1	1
в россии	4	3
соловьева можно	3	2
н трубецкой	1	2
близости к	1	1
признавал только	1	1
соловьева м	2	2
слова не	1	1
и в	31	30
соловьева вместе	1	1
так же	1	4
в октябре	2	2
соловьева к	4	14
под названием	2	3
так что	10	5
в о	1	1
] здесь	1	1
всю ночь	1	1
также было	1	1
не просто	1	1
делает вл	1	1
нам представляется	3	2
из его	4	2
так как	8	5
с этими	3	1
отношениях с	1	2
и всегда	3	1
но не	3	3
которой мы	2	2
одновременно с	1	1
к концу	2	5
хотя в	1	1
той софии	1	1
нее и	1	1
с вопросом	1	1
м г	1	1
не в	5	9
у философа	1	1
нельзя себе	1	2
для нас	4	7
университете в	4	1
даже не	2	1
непонятным и	1	1
для всех	1	1
так у	1	1
традиционных представлений	1	1
то как	2	1
i с	2	3
сводится к	1	1
совершенно разные	1	1
назад к	1	1
на этом	2	2
мы должны	2	4
соловьева уже	6	1
хитрово вл	1	1
соловьев также	1	1
и во	1	2
этого письма	1	1
на меня	1	2
с какой	1	1
кн с	1	3
по существу	2	3
философские начала	1	2
уже с	1	1
все то	1	1
жизни начиная	1	1
что свои	1	1
эти годы	3	4
и христианских	1	1
и до	2	2
ii с	3	2
впрочем не	2	3
прибавить что	2	1
для характеристики	2	1
н н	9	9
за что	1	1
года он	6	10
годах он	1	1
диссертации вл	18	2
у меня	2	1
о своем	1	2
ноябре того	1	1
раз и	3	2
всю жизнь	3	1
как это	7	7
i пг	1	1
отношении к	1	1
н страхову	2	1
что этот	3	1
то о	1	1
лишь в	2	1
в полной	2	1
и глубоко	2	1
тех же	2	1
т i	2	7
дом и	1	1
профессором и	1	1
то вл	1	1
и с	14	14
которые можно	1	1
россии и	2	2
наряду со	1	1
кажется это	1	1
простота и	1	1
но это	3	4
в марте	1	1
вот с	1	1
под влиянием	3	3
меня очень	1	1
подробнее о	1	1
когда он	5	1
то для	1	1
ее в	1	1
вообще в	1	3
октябре года	2	2
ноября года	2	1
же в	1	2
сказать трудно	1	2
и хотя	1	2
он уже	4	5
конечно не	2	4
не испытывал	2	1
образ мыслей	1	1
владимир сергеевич	2	1
и самого	1	1
тут же	7	2
также и	10	6
это не	1	2
силою и	1	1
себя к	1	1
и всего	1	2
некоторое время	2	1
и как	4	3
иной раз	6	2
сам а	1	1
был не	2	1
но он	5	3
дело не	2	1
и совершенно	1	1
чувствуя себя	2	1
далеко не	1	1
в чем	2	2
было бы	2	9
этого последнего	2	2
университета он	6	1
что такое	2	1
в москве	8	6
народного просвещения	3	1
соловьев у	1	1
говорит в	1	1
более или	3	3
вызвать у	1	1
приехал в	1	1
него весьма	1	1
материи но	1	1
него с	1	1
дело с	1	1
в последние	1	2
люблю но	1	1
прежде всего	1	6
защите диссертации	2	1
как н	1	1
тех кто	1	1
о его	2	5
точки зрения	2	7
себе и	1	2
в египет	5	3
достаточно указать	1	1
не мог	3	8
всех своих	1	1
по разным	1	4
его личности	1	1
пишет вл	1	2
он стал	2	1
не очень	5	4
–е изд	2	1
человека с	1	1
у нас	6	6
но и	19	8
к своему	3	1
к религиозным	2	1
именно в	1	4
вл письма	14	16
нет и	2	1
ходили слухи	1	1
с года	1	3
лет вл	5	1
в очень	2	3
только то	1	1
по возвращении	3	2
что заставило	1	1
по всем	2	1
дальше тем	1	1
ясно и	1	1
толстого а	1	1
том чтобы	2	2
чем дальше	1	1
мы не	1	2
можно познакомиться	1	1
чем в	1	1
м соловьев	9	5
годы вл	2	1
по одному	1	1
или как	1	2
себя в	4	2
самой москвы	1	1
до тех	1	1
почему вл	2	1
письма т	10	9
например с	1	1
вестнике европы	1	2
всей своей	1	1
во всем	4	1
у его	1	1
здесь мы	3	3
этом не	2	1
успел перевести	1	1
в результате	2	5
и относительно	1	1
что вл	10	8
интереса к	2	1
только его	1	2
и вообще	4	10
соловьева все	1	2
этом же	1	1
не был	5	2
апреля года	1	1
философии и	11	3
он написал	1	3
с а	9	4
не к	1	1
когда вл	1	4
от июля	1	2
брата вл	1	1
в целом	3	4
но эта	1	1
толстого в	3	1
то необходимо	1	1
чистой поэзии	1	1
весьма критически	1	1
что не	1	2
в письме	8	8
во второй	1	2
конечно с	1	1
но во	1	1
не что	1	1
а не	1	7
все мои	2	1
тех пор	1	1
если это	1	1
с этой	1	4
в возрасте	2	1
с каждым	1	1
в этом	14	20
соловьев и	4	5
которая была	1	1
деятельность вл	1	1
книги россия	1	1
соловьева это	1	2
время как	1	2
знаю что	1	1
со своей	3	2
величко в	2	3
ноябре года	1	1
об этом	7	6
дать ему	1	1
он считал	1	1
не столь	1	1
чего в	1	1
была для	2	2
нет никаких	1	2
одним из	2	1
его жизни	6	6
возрасте лет	2	1
поэзии и	1	1
] а	1	1
что мы	2	1
это вл	1	1
и говорил	1	1
только об	1	1
он часто	1	1
соловьева только	1	2
из письма	1	2
и м	2	1
он говорит	2	1
года вл	4	16
а за	1	2
он всегда	1	1
г в	1	2
шопенгауэра и	4	1
у вл	13	12
для себя	2	5
письмо к	1	2
казалось что	1	1
соловьев называет	1	3
и из	3	2
на него	3	1
с с	1	4
сам говорит	1	1
соловьева то	3	4
помню как	1	1
европы но	1	1
из этих	2	3
было конечно	1	1
в общем	3	2
против этого	1	1
м стасюлевич	1	2
соловьев с	3	12
дальнейшем вл	1	1
известной степени	1	1
бытия и	1	2
все это	5	5
и деятельности	1	1
же т	3	1
соловьева на	1	1
к вл	4	5
только одно	1	3
в качестве	6	1
соловьева весьма	2	1
в стихотворении	1	2
в ноябре	2	2
и есть	1	2
едва ли	3	3
философского и	1	1
их в	1	2
–.] в	1	1
знания и	2	1
самом деле	1	1
соловьев вообще	2	1
труд о	1	1
мы будем	2	3
их жизни	1	1
которую он	2	7
он и	6	3
что касается	3	3
мысли и	4	2
нам в	1	1
что я	2	3
об этой	1	1
с нами	1	2
иначе но	1	1
хотя и	4	6
о нем	7	2
не успел	1	1
заключается в	1	2
время и	2	1
во многом	2	1
только на	3	1
году с	1	1
не удалось	1	1
соловьев писал	5	3
с семьей	2	1
оправдание добра	1	3
и особенно	4	3
где он	2	3
может только	1	1
он понимает	1	1
любви к	1	1
то же	6	4
интерес представляет	1	1
была настроена	1	1
года к	1	2
сказать об	1	1
соловьев был	11	4
своей поездки	1	1
никто из	1	1
в порядке	1	1
это было	6	4
семьи вл	1	1
лекции по	2	1
о необычайном	1	1
] и	2	2
дать не	1	1
то после	1	1
и всю	1	1
его на	2	3
он здесь	1	1
добра вл	1	1
не будет	1	1
этом смысле	4	1
соловьев это	1	1
и нужно	1	2
ней не	1	1
и шеллинга	1	1
если у	1	1
в в	3	1
писал ему	1	1
начиная с	2	2
можно говорить	1	3
в петербурге	8	2
можно считать	2	1
и если	5	4
мне кажется	1	1
не состоялся	1	1
к м	1	2
половине –х	1	1
а уже	1	2
что же	5	8
отличались от	1	1
а ф	2	7
дальнейшем мы	1	2
и стал	3	1
о вл	8	5
м стасюлевичу	2	2
течение этого	1	1
был склонен	2	1
филос отд	1	1
докторской диссертации	4	1
но мы	2	1
он относил	1	1
и мы	2	4
соловьева как	2	4
и еще	2	1
куда он	2	1
в которой	4	4
личности и	1	1
к нему	4	2
произведения как	1	1
можно сказать	6	4
письме к	10	4
мы приведем	2	1
которой он	5	2
ничего не	3	2
а это	2	3
с –.]	7	4
ее на	1	2
не стал	2	1
что он	12	13
это либо	1	1
соловьева по	1	1
в течение	9	5
всегда был	1	1
личные и	1	1
что по	1	1
я никогда	2	1
справедливость заставляет	1	1
если он	1	1
в выражениях	1	1
что они	3	1
владимира соловьева	1	3
в петербургском	1	1
даже больше	1	2
тоже в	3	1
на эту	1	2
к этой	2	2
сочинений философа	1	1
в нем	4	4
во время	3	1
к с	4	7
что во	1	1
истории в	1	1
которых мы	1	1
или иначе	1	3
во всех	1	3
заметить что	1	1
любовь и	1	1
соловьев не	2	6
соловьев как	4	1
соловьева было	1	1
в дальнейшем	8	5
он был	14	6
я этого	1	1
отношений в	1	1
по поводу	12	4
соловьева в	15	20
вселенская церковь	1	3
был назначен	2	1
был и	1	3
что и	5	3
а из	1	1
уже не	3	3
и вселенская	1	3
петербурге в	2	1
ясно что	2	1
и навсегда	1	1
отношения к	1	3
лет с	1	1
не раз	4	1
в это	2	4
но только	3	1
этому нужно	2	1
в имении	2	2
можно только	1	1
а по	2	1
котором он	1	1
он в	3	1
имеются сведения	1	1
было для	1	2
московском университете	6	1
я в	1	3
даже сам	1	1
н трубецкого	2	4
между прочим	11	7
вопросы философии	2	2
года и	2	1
том же	1	3
представление о	1	1
с п	33	12
соловьеве в	2	1
м лопатин	8	3
хотя бы	2	3
в с	1	10
никак нельзя	2	3
природы и	1	1
он говорил	1	1
не понял	1	1
начала цельного	1	2
помочь и	1	1
е н	2	1
с ней	1	2
г дебольского	1	1
вл соловьев	121	136
в настоящее	1	2
в №	1	1
и здесь	3	1
как нечто	1	1
него только	1	1
с соловьеве	1	3
первом плане	1	1
представляется что	1	1
и по	8	2
софии премудрости	1	1
на защите	2	1
учение о	2	3
но в	12	8
надо считать	1	1
состояние в	1	1
пушкина и	1	1
это мы	2	5
для нее	2	1
всякого рода	2	6
за границей	2	1
мир и	1	1
письма с	3	7
относились к	1	1
и сам	6	2
году в	2	1
в тогдашнем	1	1
столько же	1	1
авторитетом и	1	1
между ними	1	1
уже успел	1	1
близкий к	1	2
тем не	2	6
конце концов	3	3
а именно	2	6
к а	2	2
мы укажем	1	1
при этом	2	5
вл соловьеве	8	5
еще в	4	2
никому не	1	1
того что	2	5
но уже	1	2
том что	14	12
выехал в	1	1
последние годы	1	3
не содержит	1	1
но что	3	5
в л	8	7
и перед	1	1
в ней	1	4
у него	15	19
что иное	1	1
видели и	1	1
в этих	1	4
в произведении	1	1
по вл	2	3
его глубокой	1	1
в свое	5	1
ни к	1	1
для своего	2	1
заставляет сказать	1	1
к и	1	1
них не	1	1
дней и	1	1
н страхов	3	3
соловьев вл	14	16
настроение вл	1	2
здесь вл	1	4
этого года	1	2
деятельности вл	1	2
в котором	6	5
сказать с	1	1
года на	2	1
хотя вл	1	1
о соловьевской	1	1
что его	4	4
для него	7	9
может считаться	1	1
соловьев стал	2	1
но я	3	1
было уже	1	1
того же	6	5
методов мысли	1	1
как к	2	2
к ней	4	3
русский ориген	1	1
пг с	2	2
вежливо и	1	1
автор настоящей	1	1
от декабря	1	3
свою очередь	1	2
указ соч	7	16
мы перешли	1	1
м а	2	4
а м	4	1
совсем не	4	4
нисколько не	2	2
этой книги	1	2
лукьянов с	4	1
начале июня	2	1
то ни	1	1
говорил что	1	1
января года	3	3
но все	1	2
мы увидим	3	1
а также	5	10
ф аксаковой	2	3
философского развития	1	1
и это	2	3
без влияния	1	1
он пишет	3	2
вас и	1	1
году но	1	2
в этот	4	1
а иной	3	1
свое время	6	1
философа к	1	1
однако он	1	1
ним в	1	2
к существу	1	1
письма к	2	4
в тот	2	1
и остановился	1	2
и другие	1	1
трубецкого и	1	2
своих друзей	1	1
и часто	1	2
не с	1	1
который был	2	2
с которым	2	2
в журнале	1	1
славянофильстве вл	1	1
было сказано	2	1
софии которую	1	1
соловьев конечно	1	2
