2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
как в	7	4
нет ни	2	3
лишь на	1	2
во всяком	1	1
с образом	1	3
и не	15	42
мы уже	5	3
и та	1	1
от своей	1	1
на миг	2	1
меньшей степени	2	2
таким образом	6	11
вера в	1	1
тем более	2	1
мире а	1	1
всех сферах	1	1
развития но	1	1
если же	1	1
жизни в	3	2
даже по	1	1
он как	1	3
с достоевским	1	1
определяет их	2	1
тем что	2	2
я всю	1	1
уже в	2	4
самой истине	1	1
в жизни	8	3
это и	1	1
в плане	1	1
не только	4	16
и интонации	1	1
и трагическую	2	1
веселой относительности	2	1
он не	3	9
кризисы и	1	1
смысле этого	2	2
анализа карнавала	1	1
наконец в	2	1
но у	1	3
и провоцирующие	1	1
все эти	9	4
внутреннего человека	1	1
и идеи	4	5
слова здесь	1	1
в истории	3	2
в атмосфере	1	1
широко распространенный	1	1
всех представителей	1	1
смысле и	2	1
рядом с	1	3
в литературе	5	6
и потому	5	6
есть и	2	3
не знают	2	2
собою в	2	1
в их	2	4
с самого	3	1
здесь конечно	4	2
в идиоте	1	1
особого типа	1	1
в самое	3	1
иногда и	3	1
относится и	1	2
мы находим	2	1
представления о	2	1
мира и	2	1
основе этого	1	1
в себе	5	5
между ними	2	4
в большей	2	1
и он	1	3
в рассказе	2	3
вряд ли	1	1
на его	3	5
как на	1	2
правды а	2	1
очень резко	1	1
личности в	1	3
с их	2	4
впервые в	2	1
диалогической плоскости	1	1
на основе	2	2
как у	5	2
таким же	1	2
проявляется и	2	1
область серьезно-смехового	1	2
перед нами	5	4
идей или	1	1
а лишь	1	3
из них	4	9
ничем не	1	2
античности и	4	1
и для	4	2
творчества достоевского	10	2
в области	3	2
этих жанрах	1	2
и непрерывность	1	1
по фрагментам	1	1
в исключительные	1	1
образу идеи	1	1
и переломы	1	1
не создавал	1	2
иногда в	1	1
в душе	1	1
для достоевского	3	4
особенно конечно	1	1
вполне понятно	1	1
мире где	1	1
авторской позиции	2	5
подчеркнуть что	3	3
которые мы	2	1
даже и	2	2
не менее	3	2
еще не	5	9
их отношение	1	1
и мениппова	2	1
в году	1	1
на первом	1	1
он сам	4	6
человек идеи	1	2
затем в	1	1
с ним	2	8
жанра и	2	1
к его	1	1
и которая	1	1
но на	1	2
в условиях	4	2
в конце	3	4
открытие диалогической	1	1
предшествующих главах	1	1
все еще	3	1
к мысли	1	1
источниках достоевского	2	1
а в	2	3
тех или	1	1
правильного понимания	2	2
всего в	1	1
и более	2	2
и художественно	1	2
только с	1	1
и мировоззрения	2	1
в каждом	4	4
нужно сказать	2	1
своей природе	1	1
имеет и	1	1
нам важно	1	2
глубже и	1	1
с самим	5	2
на них	1	2
и стихотворной	1	1
положений и	2	1
и оскорбленных	1	1
с карнавальным	2	2
своей жизни	1	3
которая ведет	1	1
необходимо еще	3	1
что человек	1	1
в своем	1	5
романа но	1	2
основные особенности	2	2
на которой	1	1
ни был	1	1
но с	1	3
достоевский нашел	2	1
жанровые особенности	7	1
с человеком	1	1
и на	18	7
диалог и	1	1
которые в	1	2
от друга	1	2
к другу	1	3
у платона	3	1
достоевского в	3	4
поэтому жанр	1	1
встречи и	1	1
сократического диалога	10	6
от него	3	3
последних вопросов	8	1
пороге жизни	1	1
по крайней	1	2
с которыми	1	2
достоевский был	4	1
например кандид	1	1
за счет	1	2
на земле	14	1
них в	2	2
нем и	1	1
для того	1	1
т.п так	1	1
говорили в	1	2
как и	11	14
вступают в	2	2
не могу	3	1
числе и	10	2
еще недостаточно	2	1
потому что	5	8
друг друга	1	7
вся их	1	1
конечно и	4	2
некоторых жанрах	1	1
что для	1	2
и всех	1	1
в самом	2	13
суда над	2	1
автора к	1	1
же время	5	3
жизнь жанра	1	1
мы еще	3	1
в то	5	5
нужно отметить	2	1
по отношению	2	8
никогда не	2	17
мире и	2	1
им в	1	4
этом отношении	1	2
достоевского но	1	3
всех этих	1	1
и в	53	45
все время	1	3
в эпоху	10	1
отметить что	2	2
тот и	1	1
других людей	1	1
в мире	5	3
которые имеют	1	2
в предисловии	1	1
так что	1	2
бы целая	1	1
складываются и	1	2
записок из	1	1
всех других	2	1
нас дошли	1	1
все они	1	4
так как	7	5
вернемся в	1	1
нет это	1	1
с этими	1	1
но не	5	6
которой мы	2	1
и смерти	2	7
у каждого	1	1
его сознанию	1	1
и вступают	1	1
исключительной силой	1	1
не в	2	8
как будто	2	1
полифонического романа	1	5
всего достоевский	1	1
в полном	1	1
жанра лежит	1	1
униженных и	1	1
творчестве достоевского	5	1
есть в	3	8
зрения и	1	1
на этом	1	1
мы должны	4	4
и через	3	2
не была	1	1
мы сказали	1	3
три момента	1	1
по существу	5	1
как с	1	1
бы он	1	2
же по	1	1
и до	5	4
образа героя	1	2
это были	1	1
как она	1	1
же она	1	1
всю жизнь	1	1
другие жанры	1	1
как это	2	2
диалогически общаться	1	1
человеческой мысли	2	3
с этим	2	1
словом и	1	1
и глубоко	1	1
и с	6	7
в предшествующих	1	1
я и	1	3
но это	3	2
истину и	2	2
все слова	1	1
это раскрывается	1	1
жизни например	1	1
характерно для	1	1
дистанции и	1	1
все остальные	1	1
это в	1	1
конечно гораздо	2	1
за всеми	2	2
диалог как	1	2
человек не	1	1
и чувствовать	2	1
литературной стадии	1	1
вот беда	1	1
ее в	3	2
петра верховенского	1	1
здесь достоевский	1	1
ее и	1	1
конечно не	4	6
не бывать	1	3
является одним	1	1
и самые	1	1
творчеству достоевского	2	1
он видит	1	1
ряде других	1	2
для этого	1	3
и т.д	2	3
серьезного и	1	1
это все	1	1
это не	6	3
и идеологической	1	1
слово в	2	3
между людьми	3	1
многостильность и	1	1
с другой	2	1
литературы мы	1	2
другой тип	1	1
и др	14	4
т.п и	1	1
иной раз	1	1
некоторое время	1	1
здесь в	10	2
и романа	1	1
но он	2	1
далеко не	2	4
того как	1	3
было бы	5	4
отца с	1	1
здесь и	4	2
как бы	14	15
с авантюрным	1	1
бы быть	1	2
в процессе	1	2
более или	3	1
этого жанра	14	3
я за	1	1
казалось бы	3	1
прежде всего	15	11
характерен для	1	1
точки зрения	4	19
идеи у	1	3
в определенном	1	1
идеей и	2	1
через ряд	1	1
него как	1	1
особенности его	1	1
и позволяет	1	1
смерти у	1	1
и почти	2	1
он ни	1	1
мы остановимся	2	2
человека с	1	2
но и	7	15
тем или	1	1
в диалогах	1	2
в ее	3	3
дает им	1	1
литературы в	3	1
именно в	2	3
нет и	1	3
задает себе	1	1
диалогическое отношение	3	2
в очень	1	1
до сих	5	2
сочетается с	3	4
свое прошлое	1	1
остановимся на	1	2
в творчестве	8	1
не знает	4	4
в зависимости	2	3
достоевского художественно	1	1
достоевского на	1	1
идея здесь	2	1
но именно	1	1
самим собой	1	1
мы не	4	1
с родственными	1	1
чем в	1	1
в большинстве	4	2
в годах	1	1
одной из	4	2
мы можем	5	4
достоевского которые	1	1
у шекспира	1	1
на протяжении	5	3
художественной литературы	2	1
серьезно-смехового уже	1	1
во всем	2	1
быть даже	1	2
и неотделим	1	1
нашего времени	1	1
себя на	1	2
здесь мы	2	1
в результате	1	3
художника идеи	1	1
раскрыть в	1	2
именно потому	1	1
на самом	1	1
или точнее	1	1
которая в	1	1
и наконец	2	1
по достоевскому	1	3
его верой	1	1
то они	1	2
в науке	1	2
жанры и	3	1
в целом	1	5
сам себя	1	1
основе жанра	1	2
к творчеству	1	1
и человека	4	1
жанр он	1	1
одновременно и	3	1
перестает быть	1	3
идеологической жизни	1	2
как материалу	1	1
в преступлении	2	2
что не	1	5
некоторых из	1	1
последним вопросам	1	1
а не	11	10
мысль а	1	1
жанра в	2	1
выше всего	1	1
говорить о	2	1
крайней мере	1	2
силы и	2	1
и завершенности	1	1
в этом	8	20
которая была	1	1
природе истины	1	2
время как	1	1
превращается в	1	4
достоевский не	1	3
об этом	1	3
эту жизнь	1	1
в образе	3	3
типа это	1	1
его жизни	1	2
одним из	3	3
слову как	1	1
и ее	6	7
и анакриза	2	1
и художественной	1	1
людей и	1	2
а во	1	1
он часто	1	1
но теперь	1	2
от образа	1	1
диалога с	2	1
в резких	1	1
художественного образа	1	2
жить и	4	1
жизни на	2	1
образов и	4	1
мениппову сатиру	2	1
нашей работы	1	2
на него	1	2
развитие и	1	1
в зоне	1	4
воплощенной в	1	2
а только	1	2
и правды	1	1
одна из	7	3
карнавальным мироощущением	4	3
жизнь мою	1	1
vii все	1	1
дан в	1	1
из этих	1	1
значение для	2	3
обращены к	1	1
этого слова	1	2
все это	8	5
или меньшей	3	1
проникнуть в	1	1
их в	2	7
в сознании	2	2
ведет к	1	2
и смерть	1	1
мы будем	1	1
в сюжете	1	1
которую он	1	3
братьях карамазовых	2	2
мы говорили	1	1
мысли и	1	3
его романов	1	2
его творчестве	2	3
он и	1	4
ли бы	2	1
что я	2	1
жизнь как	1	1
а может	1	3
о нем	1	6
хотя и	4	2
с ее	1	3
особый жанр	1	3
но конечно	1	1
свободно-творческое отношение	1	1
время и	1	1
заключается в	1	1
и слово	1	6
только на	1	1
они не	3	2
например в	5	2
форму и	1	1
и особенно	3	2
где он	1	1
из подполья	5	4
то же	6	5
не одного	1	1
и со	1	2
этот рассказ	1	1
уже у	3	1
собою и	1	1
особый тип	2	1
здесь это	1	1
истины а	1	1
мыслей и	1	1
это было	3	2
проявляется в	4	2
его творчества	6	5
ли вы	1	4
др в	2	1
героя в	1	5
потому и	1	1
раскольникова а	1	1
своего развития	1	2
алеши и	1	1
связана с	2	1
преступлении и	2	2
карнавальной основе	1	1
этом смысле	1	5
и формы	1	1
позволено если	1	1
и истории	1	1
не дает	1	1
ну и	1	1
характерно что	2	2
человека идеи	1	1
с собою	1	1
xix века	1	1
обычной и	1	1
весь человек	1	1
в свете	1	1
и если	3	1
во времени	1	1
позиции в	1	1
у достоевского	17	14
развитии европейской	2	1
от достоевского	1	1
пор еще	2	1
тем достоевского	2	1
обе эти	3	1
человека и	7	2
жанра поэтому	1	1
на ее	2	1
более того	6	5
достоевский очень	4	1
в последний	1	1
достоевского здесь	1	2
не сделал	1	1
глубинные пласты	1	1
и их	2	6
мы видим	2	2
его целом	1	3
и наказании	2	2
образом в	2	2
вопросов и	2	2
и еще	1	1
в которой	2	2
одной и	1	1
не всегда	1	1
свою мысль	1	1
мы старались	1	2
платона в	1	2
с различными	2	1
очень важное	2	1
все оттенки	1	1
по своим	1	2
ничего не	6	3
говорили что	1	1
можно сказать	8	2
его формы	2	1
сочетаются с	1	1
с острой	1	1
что он	4	7
и тот	3	1
и обновляется	2	1
том числе	11	2
что они	1	3
человека из	1	1
через него	1	1
к этой	1	2
в нем	10	20
его художественной	1	1
по сравнению	4	2
в новое	4	1
в других	1	1
во всех	12	4
говоря несколько	1	1
пока я	1	1
определяющего влияния	1	1
него но	1	1
нового времени	8	3
новое время	4	1
в дальнейшем	7	2
образа идеи	1	1
карнавала и	5	1
от предания	1	1
что и	3	5
один из	6	2
напряженной борьбы	1	1
они уже	1	1
разума и	1	1
уже не	1	6
этих жанров	2	1
с точки	2	9
же и	1	1
при всей	2	1
но только	1	2
и теперь	1	1
быть только	2	2
трагической дистанции	1	1
в сократическом	6	1
плоскости на	1	1
уже отмечали	2	1
мы охарактеризовали	1	1
он в	2	1
герои и	1	2
фамильярного контакта	7	2
и ту	1	1
достоевского не	1	8
проникновения в	1	3
что было	1	1
каждом из	3	2
бы по	1	1
представление о	1	2
в сущности	10	7
по-своему то	1	1
великом инквизиторе	1	1
хотя бы	2	5
или иной	1	3
органическое единство	1	1
европейской литературы	4	1
неразрывно связана	1	1
образ героя	1	2
и здесь	1	2
личная жизнь	1	1
с женой	1	1
глубинный смысл	1	2
понятия и	1	1
но несколько	1	1
сократический диалог	7	4
с другими	3	7
духе и	1	1
самого начала	4	1
первом плане	1	1
стр нашей	1	1
или в	1	2
и по	3	2
беседе с	1	1
познания в	1	1
но в	5	6
образ идеи	1	3
человека в	3	5
нет здесь	1	1
а я	2	1
в xix	1	2
где она	1	2
неотделим от	1	2
в отличие	1	1
сих пор	5	2
идеи и	3	4
очень хорошо	3	1
со всем	1	1
если и	1	1
охарактеризовали выше	1	1
карнавальное мироощущение	10	2
конечно что	1	1
но к	3	1
жизнь и	1	3
тем не	2	1
проблема карнавализации	1	1
большей или	3	1
конце концов	1	3
истории и	2	1
это очень	4	2
сюжетом и	1	2
с идеей	1	2
при этом	3	2
в форме	6	2
или иных	1	1
их внешней	1	1
том что	5	7
но уже	1	2
строго говоря	1	1
у него	1	6
и перед	1	1
в ней	7	7
в келье	1	1
диалогической природе	1	2
в нее	1	1
в этих	5	4
литературе нет	1	2
других ведущих	1	1
идей в	1	5
для романтизма	1	1
истории жанров	1	2
вопросам мировоззрения	1	1
карнавального мироощущения	13	4
в котором	1	7
смерть как	1	1
что образ	1	2
они были	1	1
творчество достоевского	2	1
в момент	1	3
образа человека	1	2
того же	2	1
гораздо сложнее	1	1
не о	2	2
рассказ в	1	1
ту же	1	1
вступает в	1	4
как ее	1	2
участников диалога	1	1
и правильнее	1	1
значение имеет	1	1
внешнюю форму	2	1
видим что	1	1
риторический жанр	1	1
диалогический контакт	1	1
человека правда	1	1
всегда есть	1	1
в слове	1	1
достоевского уже	1	1
как момент	1	1
в романе	1	3
можно было	1	2
видел и	2	1
материалу литературы	1	1
свою внутреннюю	1	2
понять и	2	2
смерти и	4	1
в подростке	1	1
и человек	1	1
версилова подросток	1	1
утрачивает свою	2	2
литературной полемики	1	1
но повторяем	1	1
жизнь в	2	1
и другие	9	4
еще более	5	1
может служить	1	1
не об	1	3
как художник	1	3
ведь это	1	1
друг к	1	3
от них	1	2
чисто внешняя	1	1
важное значение	1	1
в диалог	2	2
ее целом	1	1
во все	5	2
