2gram	Losev_VladivirSolovjev_partition_part1_wordlist_2gram	Losev_VladivirSolovjev_partition_part2_wordlist_2gram
очень часто	1	1
указанном письме	1	1
после смерти	4	4
о чем	6	1
л указ	3	2
что она	1	2
но по–видимому	1	1
и что	5	6
соловьев посвятил	1	1
] дальше	1	1
года его	2	1
хитрово и	2	1
он никогда	2	1
работе вл	1	1
и все	7	4
в период	1	5
с г	1	1
или менее	3	3
трудно и	1	1
на этот	4	6
которое мы	1	1
против всякого	1	1
в июле	3	1
на с	1	1
бы мы	1	1
нам кажется	3	1
и гораздо	1	1
говорил он	1	1
в пустыньку	2	1
все существующее	4	1
не без	1	6
с софьей	1	1
человеческой жизни	1	1
и о	4	2
жизни и	6	5
октября года	3	2
все главнейшие	1	1
в противоположность	1	1
соловьева правда	1	2
уже была	1	1
и притом	2	3
названием о	1	1
него в	4	2
времен когда	1	1
в них	3	2
кажется что	2	2
чувства к	1	3
только не	1	1
в свет	1	1
и весь	1	2
место в	1	2
кончина вл	1	1
менее его	1	1
иллюзий относительно	1	1
них вл	1	1
статью под	1	1
не есть	4	1
этому поводу	1	1
те же	3	1
что все	1	2
и психологии	2	5
и ни	1	2
бог есть	1	1
очень мало	1	2
не может	9	6
ф самарина	1	1
которого мы	1	1
и за	1	2
если не	2	3
уже сказали	1	2
сказать что	11	7
века вл	1	1
то есть	7	3
он именует	3	1
но тут	1	1
соловьева но	4	4
не могло	1	1
вместе с	8	3
несколько более	1	1
такого рода	2	4
от ноября	1	1
сказать о	3	1
а к	2	22
александра ii	2	1
в том	18	11
мы знаем	4	2
представлений о	1	1
вот эта	1	1
встал и	1	1
и который	1	2
в париж	2	1
соловьева и	7	7
соловьев никогда	3	2
время с	1	1
в его	11	12
вел себя	2	5
это время	4	3
упомянуть еще	1	1
июля года	2	1
разного рода	4	6
отца и	1	3
в связи	8	3
о том	4	11
от того	1	1
петербурге и	1	1
но после	1	1
а н	14	2
на месте	1	1
отношение к	4	3
ему только	1	1
с вл	2	4
на вопрос	1	1
было не	1	1
августа года	1	1
в церковь	1	1
на то	2	5
понимает как	1	1
материалы к	1	1
м м	4	15
да и	3	4
свидетельствуют о	1	3
в московском	3	6
которых он	1	2
б н	1	15
уже о	2	1
и вл	4	2
пять лет	1	1
до последних	1	1
есть только	1	1
при жизни	2	2
мы и	1	4
н и	1	3
что сам	1	2
он писал	1	4
стал громко	1	1
от своего	1	1
главным образом	1	4
как мы	11	9
м соловьева	2	13
но его	2	2
уже после	1	1
уже есть	1	1
может быть	7	6
и можно	2	2
философа в	2	1
и его	6	7
то в	5	1
любил и	2	1
ни с	2	4
правда в	2	1
читать лекции	1	1
письме вл	1	1
богом и	1	1
соловьева не	3	6
не могут	1	1
–х годах	2	2
письмо вл	2	1
на вл	1	3
пока еще	1	2
в отношении	3	3
к н	5	5
т iii	6	11
этот раз	3	4
знаем в	1	1
вовсе не	4	5
того с	1	2
всего на	2	2
она не	2	1
же тут	1	1
есть не	1	1
его от	1	1
в тех	1	2
ответить на	1	1
в виде	3	3
пока не	1	1
в гимназии	1	1
с тем	2	2
м вл	1	1
т ii	3	3
я не	4	4
настоящее время	2	1
отношением к	1	2
соловьева мы	2	1
и часть	1	1
из этого	5	2
пишет в	1	1
мы сейчас	3	7
был в	2	3
а вот	2	1
о богочеловечестве	1	1
здесь не	4	3
весьма не	3	2
были для	1	3
ли он	2	1
не видал	1	1
чтобы стать	1	1
н страхова	4	3
к которой	1	1
с ]	46	35
ней с	1	1
александру iii	2	1
соч т	2	4
говоря уже	2	1
в вопросах	1	2
оба они	1	2
благодушный вл	1	1
его к	1	2
жизнью и	1	1
соловьев сразу	1	1
марта года	4	3
тот же	5	3
соловьева о	1	5
по следующим	1	2
с н	16	2
стал и	1	1
а а	3	4
для них	1	1
и других	1	2
этом в	1	1
ему не	1	1
сравнении с	1	1
со стороны	4	2
свою собственную	1	1
все с	1	1
с и	2	2
это делает	1	2
как он	2	4
соловьев в	9	13
издал в	1	1
уже на	3	1
в париже	6	2
вернее сказать	1	1
двух часов	1	1
молодым человеком	1	3
м указ	13	4
в таком	3	1
в частности	2	2
была у	1	1
что здесь	1	1
этих начал	1	1
с которой	2	1
в первый	1	1
учения о	3	1
то он	1	6
чего он	1	1
не будем	1	2
не было	10	5
этого вл	1	1
небывалой силой	1	1
был оставлен	1	1
и очень	2	3
и даже	10	15
жизни вл	4	4
и тем	1	1
того чтобы	2	2
своему мировоззрению	1	1
вл соловьеву	20	11
в своих	2	5
приведем еще	1	1
только в	6	9
тоже не	1	1
в петербург	5	3
больше всего	1	2
так сказать	1	1
друзей и	1	1
в этой	4	4
вл соловьевым	7	15
со своими	1	3
к такой	1	1
отвлеченных начал	1	3
хорошо и	1	1
после этого	1	1
университета с	1	1
больше ничего	1	1
история и	2	1
соловьева есть	1	1
в дружеских	1	1
то и	1	2
развития вл	2	2
не питал	1	1
всяком случае	6	2
из последних	1	1
лет и	3	2
которые он	1	1
] можно	1	1
и серьезную	1	1
дружеских отношениях	2	1
к этому	6	6
мая года	2	1
соловьев понимает	3	1
своих воспоминаниях	1	1
философского идеализма	1	1
литературы и	1	1
и вполне	3	1
духовного развития	3	2
выходит что	1	1
и сама	1	1
как в	3	3
указывал на	2	1
и я	5	2
во всяком	6	2
и не	18	17
же о	1	2
мы уже	2	7
со всеми	1	1
выше мы	1	2
на слово	1	1
на несколько	1	2
н в	8	6
таким образом	3	3
вера в	2	2
тем более	3	2
по своему	2	3
не говоря	3	1
больше того	2	1
это конечно	1	3
жизни в	2	1
соловьев так	2	2
года в	6	3
именно вл	1	1
после окончания	1	2
он как	1	3
время не	1	1
о своих	1	1
тем что	1	2
м с	9	4
в пустыньке	6	1
можно утверждать	1	1
же касается	5	4
уже в	3	7
соловьев здесь	1	2
с теми	1	1
его философского	1	1
в жизни	1	3
раз он	1	1
надо бы	1	1
году он	1	4
и представить	2	1
не только	12	24
указать хотя	1	1
значит и	1	1
судя по	1	1
он не	4	10
в основном	5	1
соловьевым и	2	4
что даже	1	1
именно здесь	1	1
там же	12	13
философа и	1	2
в соловьеве	1	2
все эти	5	3
вот что	4	3
его супруга	1	1
еще на	2	2
отношении философа	1	1
мы сами	2	1
особенно в	1	1
и кажется	1	2
как уже	1	1
в данном	3	1
тем больше	1	1
вера и	1	1
с соловьева	3	2
петра i	2	1
в литературе	1	1
и потому	2	6
касается самого	1	1
году вл	2	1
содержит в	4	1
пор пока	1	1
с самого	1	1
меня к	1	1
в их	2	1
т д	1	2
моменты его	1	1
не были	1	2
того в	1	2
что бы	1	1
в себе	6	4
русского историка	1	1
и того	1	1
настоящей работы	1	3
критический обзор	1	1
и он	4	3
на его	4	3
своей диссертации	1	1
университета вл	1	1
жизнь она	1	1
многое и	1	1
как известно	1	1
некоторой степени	2	1
к тому	2	3
те времена	3	5
меня и	2	1
соловьев приехал	1	1
как у	2	1
хотя с	1	1
россия и	5	1
жизнь с	1	1
студенческие годы	1	1
конце года	1	1
не любил	2	1
марте года	1	1
сам вл	4	7
в январе	2	1
о философских	1	1
декабря года	5	1
из них	1	2
увлечение вл	1	1
и для	3	2
годы с	1	1
первый план	2	2
этому времени	2	2
в области	3	1
имениях своих	1	1
в сравнении	2	1
сам он	1	1
а что	2	1
до конца	7	1
этот последний	1	1
а значит	1	1
бога и	1	2
но даже	1	2
взгляд на	1	3
] в	3	6
петербургском университете	1	1
него не	1	3
самого вл	3	3
увидим ниже	2	3
разобрался в	2	1
года по	1	3
даже и	3	9
любовь к	1	1
не менее	7	2
соловьев вел	1	1
еще не	1	2
спб с	1	1
ни одного	1	1
в году	24	30
на первом	2	2
он сам	2	2
с ним	5	5
не столько	3	2
однако эти	1	1
относиться к	2	1
так в	1	1
произведение оправдание	1	1
и которая	1	1
не дошел	1	1
без всяких	1	1
к его	2	3
не могла	2	1
в конце	13	9
второй половине	2	1
следовательно и	1	1
нужно прибавить	1	2
не вполне	2	1
на все	2	2
а в	11	9
всегда благожелательный	1	1
можно судить	4	4
вл соловьева	152	160
и н	1	3
в указанном	2	1
жизни все	1	1
только с	1	1
всей жизни	2	3
западной философии	1	6
нужно сказать	1	1
весь этот	1	1
к богу	1	1
соловьев относился	1	1
с самим	1	1
а через	1	1
чтобы он	1	2
и вот	3	3
его дома	1	1
два года	1	1
очень важно	1	1
своей жизни	3	2
течение всей	2	4
его биографии	4	1
дело в	3	4
в москву	4	2
что человек	1	1
в своем	8	4
в нашем	1	4
как с	1	1
но она	1	3
за то	1	1
судить по	4	2
но с	1	1
соловьева из	3	1
и без	1	1
н г	1	4
обстоятельства из	1	1
и на	4	3
вплоть до	3	1
теми же	1	1
не мешает	1	1
бы на	1	1
уже тогда	1	3
которые в	1	1
возвращается в	1	1
называет его	1	1
от него	1	2
своих дней	1	1
же однако	1	1
раз даже	1	3
года то	2	2
так или	3	1
собр соч	1	1
по его	1	2
есть его	2	1
для того	2	2
по истории	1	3
этом письме	2	2
некоторые моменты	1	1
как и	5	4
не знаю	1	1
московского университета	2	8
он жил	2	1
потому что	9	11
друг друга	2	1
что для	2	4
что с	1	2
у которого	2	1
почему он	1	1
но вот	3	1
он себе	1	1
ему в	2	2
возвращении в	1	1
в самом	2	2
а то	2	1
и разум	1	1
отношение вл	2	1
он тут	1	1
же время	3	4
по этому	1	2
в то	9	8
и то	5	10
поэтому в	1	1
никогда не	7	9
им в	3	1
соловьев несомненно	2	1
этом отношении	1	1
а во–вторых	1	1
в россии	3	4
соловьева можно	2	3
н трубецкой	2	1
близости к	1	1
признавал только	1	1
соловьева м	2	2
слова не	1	1
и в	30	31
соловьева вместе	1	1
так же	4	1
в октябре	2	2
соловьева к	14	4
под названием	3	2
так что	5	10
в о	1	1
] здесь	1	1
всю ночь	1	1
также было	1	1
не просто	1	1
делает вл	1	1
нам представляется	2	3
из его	2	4
так как	5	8
с этими	1	3
отношениях с	2	1
и всегда	1	3
но не	3	3
которой мы	2	2
одновременно с	1	1
к концу	5	2
хотя в	1	1
той софии	1	1
нее и	1	1
с вопросом	1	1
м г	1	1
не в	9	5
у философа	1	1
нельзя себе	2	1
для нас	7	4
университете в	1	4
даже не	1	2
непонятным и	1	1
для всех	1	1
так у	1	1
традиционных представлений	1	1
то как	1	2
i с	3	2
сводится к	1	1
совершенно разные	1	1
назад к	1	1
на этом	2	2
мы должны	4	2
соловьева уже	1	6
хитрово вл	1	1
соловьев также	1	1
и во	2	1
этого письма	1	1
на меня	2	1
с какой	1	1
кн с	3	1
по существу	3	2
философские начала	2	1
уже с	1	1
все то	1	1
жизни начиная	1	1
что свои	1	1
эти годы	4	3
и христианских	1	1
и до	2	2
ii с	2	3
впрочем не	3	2
прибавить что	1	2
для характеристики	1	2
н н	9	9
за что	1	1
года он	10	6
годах он	1	1
диссертации вл	2	18
у меня	1	2
о своем	2	1
ноябре того	1	1
раз и	2	3
всю жизнь	1	3
как это	7	7
i пг	1	1
отношении к	1	1
н страхову	1	2
что этот	1	3
то о	1	1
лишь в	1	2
в полной	1	2
и глубоко	1	2
тех же	1	2
т i	7	2
дом и	1	1
профессором и	1	1
то вл	1	1
и с	14	14
которые можно	1	1
россии и	2	2
наряду со	1	1
кажется это	1	1
простота и	1	1
но это	4	3
в марте	1	1
вот с	1	1
под влиянием	3	3
меня очень	1	1
подробнее о	1	1
когда он	1	5
то для	1	1
ее в	1	1
вообще в	3	1
октябре года	2	2
ноября года	1	2
же в	2	1
сказать трудно	2	1
и хотя	2	1
он уже	5	4
конечно не	4	2
не испытывал	1	2
образ мыслей	1	1
владимир сергеевич	1	2
и самого	1	1
тут же	2	7
также и	6	10
это не	2	1
силою и	1	1
себя к	1	1
и всего	2	1
некоторое время	1	2
и как	3	4
иной раз	2	6
сам а	1	1
был не	1	2
но он	3	5
дело не	1	2
и совершенно	1	1
чувствуя себя	1	2
далеко не	1	1
в чем	2	2
было бы	9	2
этого последнего	2	2
университета он	1	6
что такое	1	2
в москве	6	8
народного просвещения	1	3
соловьев у	1	1
говорит в	1	1
более или	3	3
вызвать у	1	1
приехал в	1	1
него весьма	1	1
материи но	1	1
него с	1	1
дело с	1	1
в последние	2	1
люблю но	1	1
прежде всего	6	1
защите диссертации	1	2
как н	1	1
тех кто	1	1
о его	5	2
точки зрения	7	2
себе и	2	1
в египет	3	5
достаточно указать	1	1
не мог	8	3
всех своих	1	1
по разным	4	1
его личности	1	1
пишет вл	2	1
он стал	1	2
не очень	4	5
–е изд	1	2
человека с	1	1
у нас	6	6
но и	8	19
к своему	1	3
к религиозным	1	2
именно в	4	1
вл письма	16	14
нет и	1	2
ходили слухи	1	1
с года	3	1
лет вл	1	5
в очень	3	2
только то	1	1
по возвращении	2	3
что заставило	1	1
по всем	1	2
дальше тем	1	1
ясно и	1	1
толстого а	1	1
том чтобы	2	2
чем дальше	1	1
мы не	2	1
можно познакомиться	1	1
чем в	1	1
м соловьев	5	9
годы вл	1	2
по одному	1	1
или как	2	1
себя в	2	4
самой москвы	1	1
до тех	1	1
почему вл	1	2
письма т	9	10
например с	1	1
вестнике европы	2	1
всей своей	1	1
во всем	1	4
у его	1	1
здесь мы	3	3
этом не	1	2
успел перевести	1	1
в результате	5	2
и относительно	1	1
что вл	8	10
интереса к	1	2
только его	2	1
и вообще	10	4
соловьева все	2	1
этом же	1	1
не был	2	5
апреля года	1	1
философии и	3	11
он написал	3	1
с а	4	9
не к	1	1
когда вл	4	1
от июля	2	1
брата вл	1	1
в целом	4	3
но эта	1	1
толстого в	1	3
то необходимо	1	1
чистой поэзии	1	1
весьма критически	1	1
что не	2	1
в письме	8	8
во второй	2	1
конечно с	1	1
но во	1	1
не что	1	1
а не	7	1
все мои	1	2
тех пор	1	1
если это	1	1
с этой	4	1
в возрасте	1	2
с каждым	1	1
в этом	20	14
соловьев и	5	4
которая была	1	1
деятельность вл	1	1
книги россия	1	1
соловьева это	2	1
время как	2	1
знаю что	1	1
со своей	2	3
величко в	3	2
ноябре года	1	1
об этом	6	7
дать ему	1	1
он считал	1	1
не столь	1	1
чего в	1	1
была для	2	2
нет никаких	2	1
одним из	1	2
его жизни	6	6
возрасте лет	1	2
поэзии и	1	1
] а	1	1
что мы	1	2
это вл	1	1
и говорил	1	1
только об	1	1
он часто	1	1
соловьева только	2	1
из письма	2	1
и м	1	2
он говорит	1	2
года вл	16	4
а за	2	1
он всегда	1	1
г в	2	1
шопенгауэра и	1	4
у вл	12	13
для себя	5	2
письмо к	2	1
казалось что	1	1
соловьев называет	3	1
и из	2	3
на него	1	3
с с	4	1
сам говорит	1	1
соловьева то	4	3
помню как	1	1
европы но	1	1
из этих	3	2
было конечно	1	1
в общем	2	3
против этого	1	1
м стасюлевич	2	1
соловьев с	12	3
дальнейшем вл	1	1
известной степени	1	1
бытия и	2	1
все это	5	5
и деятельности	1	1
же т	1	3
соловьева на	1	1
к вл	5	4
только одно	3	1
в качестве	1	6
соловьева весьма	1	2
в стихотворении	2	1
в ноябре	2	2
и есть	2	1
едва ли	3	3
философского и	1	1
их в	2	1
–.] в	1	1
знания и	1	2
самом деле	1	1
соловьев вообще	1	2
труд о	1	1
мы будем	3	2
их жизни	1	1
которую он	7	2
он и	3	6
что касается	3	3
мысли и	2	4
нам в	1	1
что я	3	2
об этой	1	1
с нами	2	1
иначе но	1	1
хотя и	6	4
о нем	2	7
не успел	1	1
заключается в	2	1
время и	1	2
во многом	1	2
только на	1	3
году с	1	1
не удалось	1	1
соловьев писал	3	5
с семьей	1	2
оправдание добра	3	1
и особенно	3	4
где он	3	2
может только	1	1
он понимает	1	1
любви к	1	1
то же	4	6
интерес представляет	1	1
была настроена	1	1
года к	2	1
сказать об	1	1
соловьев был	4	11
своей поездки	1	1
никто из	1	1
в порядке	1	1
это было	4	6
семьи вл	1	1
лекции по	1	2
о необычайном	1	1
] и	2	2
дать не	1	1
то после	1	1
и всю	1	1
его на	3	2
он здесь	1	1
добра вл	1	1
не будет	1	1
этом смысле	1	4
соловьев это	1	1
и нужно	2	1
ней не	1	1
и шеллинга	1	1
если у	1	1
в в	1	3
писал ему	1	1
начиная с	2	2
можно говорить	3	1
в петербурге	2	8
можно считать	1	2
и если	4	5
мне кажется	1	1
не состоялся	1	1
к м	2	1
половине –х	1	1
а уже	2	1
что же	8	5
отличались от	1	1
а ф	7	2
дальнейшем мы	2	1
и стал	1	3
о вл	5	8
м стасюлевичу	2	2
течение этого	1	1
был склонен	1	2
филос отд	1	1
докторской диссертации	1	4
но мы	1	2
он относил	1	1
и мы	4	2
соловьева как	4	2
и еще	1	2
куда он	1	2
в которой	4	4
личности и	1	1
к нему	2	4
произведения как	1	1
можно сказать	4	6
письме к	4	10
мы приведем	1	2
которой он	2	5
ничего не	2	3
а это	3	2
с –.]	4	7
ее на	2	1
не стал	1	2
что он	13	12
это либо	1	1
соловьева по	1	1
в течение	5	9
всегда был	1	1
личные и	1	1
что по	1	1
я никогда	1	2
справедливость заставляет	1	1
если он	1	1
в выражениях	1	1
что они	1	3
владимира соловьева	3	1
в петербургском	1	1
даже больше	2	1
тоже в	1	3
на эту	2	1
к этой	2	2
сочинений философа	1	1
в нем	4	4
во время	1	3
к с	7	4
что во	1	1
истории в	1	1
которых мы	1	1
или иначе	3	1
во всех	3	1
заметить что	1	1
любовь и	1	1
соловьев не	6	2
соловьев как	1	4
соловьева было	1	1
в дальнейшем	5	8
он был	6	14
я этого	1	1
отношений в	1	1
по поводу	4	12
соловьева в	20	15
вселенская церковь	3	1
был назначен	1	2
был и	3	1
что и	3	5
а из	1	1
уже не	3	3
и вселенская	3	1
петербурге в	1	2
ясно что	1	2
и навсегда	1	1
отношения к	3	1
лет с	1	1
не раз	1	4
в это	4	2
но только	1	3
этому нужно	1	2
в имении	2	2
можно только	1	1
а по	1	2
котором он	1	1
он в	1	3
имеются сведения	1	1
было для	2	1
московском университете	1	6
я в	3	1
даже сам	1	1
н трубецкого	4	2
между прочим	7	11
вопросы философии	2	2
года и	1	2
том же	3	1
представление о	1	1
с п	12	33
соловьеве в	1	2
м лопатин	3	8
хотя бы	3	2
в с	10	1
никак нельзя	3	2
природы и	1	1
он говорил	1	1
не понял	1	1
начала цельного	2	1
помочь и	1	1
е н	1	2
с ней	2	1
г дебольского	1	1
вл соловьев	136	121
в настоящее	2	1
в №	1	1
и здесь	1	3
как нечто	1	1
него только	1	1
с соловьеве	3	1
первом плане	1	1
представляется что	1	1
и по	2	8
софии премудрости	1	1
на защите	1	2
учение о	3	2
но в	8	12
надо считать	1	1
состояние в	1	1
пушкина и	1	1
это мы	5	2
для нее	1	2
всякого рода	6	2
за границей	1	2
мир и	1	1
письма с	7	3
относились к	1	1
и сам	2	6
году в	1	2
в тогдашнем	1	1
столько же	1	1
авторитетом и	1	1
между ними	1	1
уже успел	1	1
близкий к	2	1
тем не	6	2
конце концов	3	3
а именно	6	2
к а	2	2
мы укажем	1	1
при этом	5	2
вл соловьеве	5	8
еще в	2	4
никому не	1	1
того что	5	2
но уже	2	1
том что	12	14
выехал в	1	1
последние годы	3	1
не содержит	1	1
но что	5	3
в л	7	8
и перед	1	1
в ней	4	1
у него	19	15
что иное	1	1
видели и	1	1
в этих	4	1
в произведении	1	1
по вл	3	2
его глубокой	1	1
в свое	1	5
ни к	1	1
для своего	1	2
заставляет сказать	1	1
к и	1	1
них не	1	1
дней и	1	1
н страхов	3	3
соловьев вл	16	14
настроение вл	2	1
здесь вл	4	1
этого года	2	1
деятельности вл	2	1
в котором	5	6
сказать с	1	1
года на	1	2
хотя вл	1	1
о соловьевской	1	1
что его	4	4
для него	9	7
может считаться	1	1
соловьев стал	1	2
но я	1	3
было уже	1	1
того же	5	6
методов мысли	1	1
как к	2	2
к ней	3	4
русский ориген	1	1
пг с	2	2
вежливо и	1	1
автор настоящей	1	1
от декабря	3	1
свою очередь	2	1
указ соч	16	7
мы перешли	1	1
м а	4	2
а м	1	4
совсем не	4	4
нисколько не	2	2
этой книги	2	1
лукьянов с	1	4
начале июня	1	2
то ни	1	1
говорил что	1	1
января года	3	3
но все	2	1
мы увидим	1	3
а также	10	5
ф аксаковой	3	2
философского развития	1	1
и это	3	2
без влияния	1	1
он пишет	2	3
вас и	1	1
году но	2	1
в этот	1	4
а иной	1	3
свое время	1	6
философа к	1	1
однако он	1	1
ним в	2	1
к существу	1	1
письма к	4	2
в тот	1	2
и остановился	2	1
и другие	1	1
трубецкого и	2	1
своих друзей	1	1
и часто	2	1
не с	1	1
который был	2	2
с которым	2	2
в журнале	1	1
славянофильстве вл	1	1
было сказано	1	2
софии которую	1	1
соловьев конечно	2	1
