2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_2gram
и о	1	2
жизни и	4	3
общем можно	1	1
единства и	3	2
настойчиво подчеркивают	1	1
из становления	1	1
содержание и	2	1
и притом	2	1
ни взяли	2	1
изучаемого объекта	1	3
как внеположной	2	1
что эта	1	2
в них	3	1
кажется что	2	1
пр являются	1	1
поэтическом произведении	2	1
это положение	1	2
место в	10	3
для понимания	1	6
иметь в	1	1
говорить лишь	1	1
на лингвистику	1	3
не есть	4	3
в основу	2	2
те же	3	1
и так	1	1
лингвист отвлекается	1	1
не их	1	1
или иное	2	1
без исключения	5	2
е именно	1	1
не может	24	14
могут быть	4	6
и звук	1	2
следующим образом	1	1
язык и	1	7
речевых выступлений	1	2
эпоху разложения	1	1
от идеологического	3	2
там где	7	4
функции в	3	2
мы видели	4	4
действительности в	3	1
отнюдь не	8	8
к пониманию	1	1
того или	1	4
других областях	1	1
проблема и	2	2
пределе вовсе	1	1
вместе с	6	6
его понимают	5	1
его произнесения	1	1
произведения искусства	1	2
язык как	2	8
не могло	2	1
произведения все	1	1
что говорит	1	1
а к	2	2
языка с	1	1
мы знаем	4	3
в том	7	11
формалисты же	1	1
происходит в	1	1
приемом и	1	1
о языке	1	4
в его	7	10
именно эта	1	1
на почве	2	9
это время	1	2
развития формализма	1	3
взятые в	1	1
не входит	1	3
и может	1	3
идеологическое тело	1	1
и смыслом	1	2
жизненно-практического языка	2	10
о том	4	1
эта боязнь	1	1
между тем	7	2
отвлекаясь от	1	1
всякого искусства	1	2
из одних	1	1
являются выражением	1	1
объясняется и	1	1
фабула как	2	1
обратную пропорциональность	1	1
материал как	2	2
и понимание	5	1
его не	1	2
учение об	1	1
в виду	3	2
на то	1	1
формалистов что	1	1
перешли к	1	1
да и	4	1
к самому	2	1
того если	1	1
с помощью	8	10
большинстве случаев	5	3
высказывания а	1	1
прием не	1	1
его понимает	1	1
конструкции мы	1	1
тому чтобы	1	2
же материал	1	1
в литературном	1	1
события но	1	1
именно этот	1	1
главным образом	2	3
е вовсе	1	1
как мы	8	7
как сделана	1	4
так чтобы	2	1
материал не	1	1
от действительных	1	1
дело обстоит	1	2
может быть	25	23
в каких	2	2
и его	19	21
в одной	5	2
индивидуального организма	4	1
то в	2	2
не можем	2	1
и вне	2	1
правда в	2	2
развертывание и	1	1
произведения и	3	3
основные приемы	1	1
школ и	1	1
нужно было	1	2
в шкловским	3	1
заявление шкловского	1	1
в поэтическом	1	7
конструкция произведения	1	1
только тогда	1	1
критики они	1	1
не могут	10	7
как его	9	2
по эйхенбауму	1	1
вполне сложилось	1	1
элемент языка	2	2
типичным для	1	1
языка мы	1	2
вовсе не	28	11
она не	4	2
совершенно иное	1	1
исходили из	2	3
жизненного события	3	1
в поэтике	1	2
между двумя	1	2
есть не	1	1
можно назвать	1	1
была бы	2	3
система отличий	1	1
его от	2	4
высказывание в	3	1
художественной структуры	2	1
на выражение	1	4
не на	3	1
с тем	7	11
на развитие	1	1
языка на	1	1
настоящее время	1	1
из этого	4	2
для литературы	1	1
по теории	1	3
эта теория	1	1
пределах индивидуального	1	1
пишет в	1	1
задачи и	1	3
здесь не	2	4
конструктивного значения	3	11
общения в	1	3
со слушателями	1	1
создаются новые	1	1
служит мотивировкой	1	1
от тех	1	2
бы в	6	5
увидим что	2	1
а о	1	3
только мотивировка	1	2
действительности но	1	1
очень характерно	2	2
и нет	1	1
смысла в	1	3
на периферию	1	1
отличие от	2	2
могла быть	2	1
чтобы овладеть	1	1
перестал бы	1	1
тот же	1	1
социальный фактор	3	1
или ином	1	1
и действительно	2	1
для них	7	3
времени исполнения	2	1
и других	1	2
это определение	1	1
сказать что	3	2
взаимодействия и	1	1
со стороны	4	2
же мы	1	1
как он	2	1
и создает	1	1
тема фабула	1	1
выведение из	2	4
нового и	3	1
того на	1	1
в таком	2	2
полностью сохраняется	1	1
определенного художественного	1	1
высказываний и	1	2
в первый	1	5
учения о	1	1
возможно лишь	2	1
то он	3	1
ни одна	1	2
т п	5	9
суть вовсе	1	1
как прием	1	2
не было	1	6
и даже	2	4
от этой	1	1
вещной наличности	1	1
вопроса о	1	2
но ведь	4	3
теории был	1	1
поэтическая конструкция	4	4
установкой на	2	2
того чтобы	5	3
и тем	3	2
и при	1	1
и иное	1	1
в своих	6	1
то это	1	3
только в	8	6
в смысле	4	1
ней и	1	1
в этой	2	6
так сказать	5	3
другой стороны	5	4
эта условность	1	2
целого произведения	2	1
на такое	1	1
или иного	1	5
роли в	1	1
эта система	1	1
т е	32	26
что уже	2	1
в единстве	5	2
то и	1	3
материал и	2	3
эта проблема	1	1
всяком случае	6	5
его с	1	3
литературное произведение	3	1
сюжетного оформления	1	2
к этому	2	4
положений так	1	1
дальнейшее развитие	1	1
литературы и	3	4
и эта	3	1
но для	2	1
высказывания в	1	1
таковой он	1	1
это целое	1	1
как язык	2	1
они и	3	1
как в	4	4
последнем счете	2	1
от этого	2	3
во всяком	6	5
в пределе	2	1
всякой содержательности	1	1
и не	30	20
слово как	3	2
до настоящего	1	1
здесь же	1	1
и та	1	1
себе а	1	2
выступает своеобразие	1	1
лежит в	1	1
сказать в	1	1
таким образом	18	20
к предмету	1	3
внутренним фактором	1	1
элементов произведения	4	1
формалистической теории	1	2
если же	5	2
и конкретной	2	1
в художественной	2	1
имманентного развития	2	1
знаем не	1	1
вещи а	1	1
лишь к	2	1
время не	1	1
того социального	1	1
а вовсе	4	1
конкретном единстве	1	1
поэтической речи	1	1
нового материала	1	1
можно утверждать	1	1
речи заторможенной	1	1
уже в	4	2
тем что	5	8
материал в	4	1
же касается	1	1
совершенно иные	1	1
это и	2	5
к действительности	1	3
значения слова	1	1
из нашего	1	1
в поэтическую	2	3
не только	9	9
является лишь	4	1
он не	1	6
говорит он	5	5
слагается из	1	1
футуристы в	1	1
который как	1	1
смысле этого	2	1
все эти	6	6
проблема поэтической	1	1
противном случае	1	1
для всего	1	2
в общую	1	1
становится чем-то	1	1
в пределах	8	12
в данном	6	1
и всякое	2	2
значительной степени	1	3
и предложения	1	1
в истории	5	6
завершается в	2	1
тем же	7	3
в литературе	6	1
слова в	1	3
из моментов	1	1
так если	1	1
в литературу	5	1
в их	1	6
высказывание является	1	1
с самого	1	2
внешние ей	1	1
иногда и	1	1
она проникает	1	1
т д	6	5
из своих	2	1
никаких действительных	1	1
поэзии но	1	1
материала в	5	1
что бы	1	1
теория восприятия	3	2
в себе	3	1
непрерывно становится	2	1
этого они	1	1
между ними	15	2
концепции формалистов	1	1
но оно	2	1
как известно	1	1
в словах	1	1
материалом поэзии	3	1
к тому	4	4
с их	1	1
для различения	1	1
его первоначальном	1	1
внеположная сознанию	1	1
в направлении	5	1
оно является	1	1
нем должна	1	1
искусство как	1	3
по шкловскому	5	3
и форму	1	1
и этот	1	1
художественное произведение	11	2
поэтическое произведение	5	3
на этих	1	1
в эту	2	1
пропорциональность смысла	1	1
одной стороны	1	1
формалистической системы	1	3
бы не	2	1
высказывания как	3	1
формалистическая теория	1	1
и понять	2	1
в историко-литературных	1	2
из них	2	4
и романом	1	1
ничем не	1	2
социальной жизни	4	1
в плоскости	5	1
и для	6	5
первый план	1	2
высказывания от	1	1
это только	2	1
установка на	4	2
в неразрывной	2	1
в области	2	3
сам он	2	2
младшей линии	6	1
художественной конструкции	10	6
сами по	2	2
до конца	4	2
жирмунский в	2	1
язык в	1	2
но даже	1	1
литературных произведений	1	2
отличается от	2	1
из виду	2	1
в первом	1	7
этой конструкции	1	3
сюжетное развертывание	1	1
идеологического кругозора	6	5
не дают	1	1
как некоторое	1	1
по себе	4	7
отодвинуть в	1	1
поэтической конструкции?	1	1
тогда и	1	1
и является	4	1
не менее	7	1
смысл приема	1	1
высказывании или	1	1
конкретного высказывания	3	1
смысла с	1	2
подвести некоторые	1	1
даже и	1	4
с ним	1	2
или просто	1	1
сознания в	1	1
нем как	1	2
так в	2	3
о поэзии	2	1
сделана шинель	1	4
к его	3	2
настоящего времени	1	1
в условиях	3	1
слова как	2	2
в конце	3	2
не могла	1	1
имеем в	1	1
в данное	1	1
в принципе	1	1
а в	1	6
и этим	1	2
тому что	3	2
лингвистическое явление	1	2
мы полагаем	1	1
они исходили	1	1
слово и	1	2
пишет эйхенбаум	1	1
и более	3	2
продолжает существовать	1	1
о теме	1	1
слов и	4	1
в каждом	5	1
поэтическое высказывание	1	1
в непрерывном	1	1
акт его	1	1
литературе как	2	1
и должно	1	5
знаком в	1	1
всех тех	1	1
художественном произведении	3	1
слово они	1	1
дело в	2	1
поэтому и	2	1
она могла	1	1
в своем	2	1
является в	2	2
спрашивается что	1	1
одного из	1	3
в нашем	1	1
способами ее	1	1
как изнанка	1	1
не ради	2	2
формализма если	1	1
и на	3	3
в сторону	2	4
оно было	1	1
понимание материала	3	1
совершенно недопустимо	2	1
от него	2	2
истолкован в	1	1
подвести под	1	1
и иной	2	1
сюжетного развертывания	2	1
за счет	2	4
и следующий	1	1
так или	1	1
то или	2	1
таким путем	1	1
п в	2	1
социального общения	9	4
боязнь смысла	1	1
для того	4	3
то на	1	1
данность внеположная	1	1
как и	14	9
другую сторону	1	1
должен был	1	2
потому что	7	2
что для	1	2
вывод что	1	1
без того	1	1
выводит за	1	1
в самом	11	16
внутренняя форма	1	1
литературного произведения	4	3
же время	7	5
групп и	1	1
не чувствует	1	1
в то	7	5
совершенно необходимо	1	1
и то	1	2
никогда не	5	2
для формализма	2	3
в конкретном	4	1
этом отношении	3	7
ведь из	1	1
следующее заявление	3	1
в россии	2	1
ровно ничего	2	1
мотивировкой приема	2	1
всех этих	2	3
и в	27	38
в шкловского	2	6
все время	6	6
в эпоху	3	2
так же	9	1
и наивной	1	1
этого понятия	1	1
произведении в	2	1
и самый	2	1
так что	1	1
произведения не	1	3
в корне	4	7
и приема	1	4
не просто	1	2
а на	2	1
все они	1	1
взаимодействия людей	1	1
так как	9	4
и только	2	5
смысла эта	1	1
поэтического языка	1	65
события в	1	1
не имеющих	1	1
значение в	1	1
но не	5	2
в конструкцию	3	1
такой же	2	3
как определяет	2	3
метод в	2	4
не в	12	15
формалистов с	1	1
возможно и	1	1
е поэтическая	1	1
формалисты сами	1	1
создания нового	1	2
для нас	3	1
даже не	1	2
говорящего со	1	1
быть при	1	1
для всех	1	1
отвлечемся от	4	1
всякое конкретное	2	1
теперь эта	1	1
сводится к	5	5
в ином	1	3
неразрывной связи	2	1
в конструкции	3	2
учением формалистов	1	1
на этом	2	2
мы должны	2	1
и через	1	1
не была	1	2
всего можно	1	1
и во	2	1
и полноту	1	1
сознанию данности	2	1
по существу	1	7
литературы а	1	1
от высказывания	1	1
исторического значения	1	1
место и	1	2
до известной	2	3
и до	1	3
по учению	2	4
к определенным	1	1
смысл и	4	2
и поэтическое	1	1
не конструкция	1	1
для поэтической	1	1
как она	1	2
значение его	1	1
фабула и	2	1
о литературе	1	3
и иных	1	2
следует что	4	3
раз и	3	4
лишь как	3	4
с поэтическими	1	1
как это	4	2
и выбор	3	1
и можем	1	1
то я	1	1
изменения и	1	1
определения и	1	1
с этим	1	5
лишь в	9	7
на место	1	1
конструкции но	1	1
глава первая	1	1
конструкции как	2	1
языка и	1	12
содержания в	1	1
и с	3	9
по тем	1	1
именно из	1	2
восприятия и	1	4
и восприятия	4	2
но это	2	2
мере в	1	1
в природе	1	1
и интересов	1	1
под влиянием	1	1
оно входит	1	1
к созданию	1	1
идеологическая ценность	1	1
друг другу	2	1
в одних	1	1
то ведь	2	1
ее в	3	2
вообще в	1	1
поэтического произведения	1	8
знаем что	2	1
для формалистического	2	1
же в	1	1
ее конкретности	1	1
тела произведения	1	1
е в	1	1
ее и	2	2
конечно не	4	1
и самые	1	1
поэтическую конструкцию	3	5
для этого	2	2
линии т	1	1
шкловского и	1	1
нет в	1	1
становится в	5	2
это не	3	2
поэтический язык	1	21
этом фоне	2	1
конструкции на	1	1
как от	3	1
между людьми	3	1
слово в	2	2
его смысла	4	2
с другой	6	3
деле ведь	1	1
в художественном	5	2
и др	2	3
и как	4	3
идеологического мира	3	1
здесь в	1	1
не совпадают	1	1
требует от	1	1
другого человека	1	1
идеологической и	1	1
должно быть	1	2
и совершенно	1	2
но он	1	1
было бы	6	6
правом можно	2	1
эйхенбаум говорит	1	1
здесь и	6	4
как бы	8	4
общения и	2	2
бы быть	2	1
в процессе	15	9
какой бы	2	1
говорит в	2	5
в своеобразном	1	1
от других	2	1
очевидно что	2	2
теперь мы	1	1
конкретное высказывание	4	1
как таковая	3	2
это событие	1	1
формалистов так	1	1
прежде всего	4	15
и нового	1	2
этой действительности	1	1
точки зрения	16	8
всей его	1	1
же такое	1	1
в определенном	1	1
от предмета	1	1
их учения	1	3
что именно	5	2
в такие	1	1
тем и	1	2
развиваться в	1	1
социальных взаимоотношений	1	1
у нас	3	1
смысл со	1	1
к своему	1	1
но и	10	13
на фоне	3	4
полагаем что	1	1
же что	2	1
социальные факторы	1	2
конструкции и	2	4
литературы в	1	1
именно в	1	5
формальный метод	1	10
лингвистических элементов	2	1
в ее	4	2
до сих	1	1
формалистов в	2	3
только то	3	1
остается и	1	1
жанр и	2	1
время в	3	1
как эта	1	1
в противном	1	1
собой но	1	1
изъемлется из	1	1
в зависимости	5	3
допустимо лишь	1	1
этом условии	1	1
в большинстве	4	4
мы не	4	3
чем в	1	1
одной из	2	1
как мотивировку	3	3
только тем	1	2
имеет место	3	1
ведь именно	1	2
художественных направлений	2	1
на читателя	1	1
только при	1	1
от его	3	2
работы в	1	1
как основа	1	1
этом не	1	1
слово становится	1	1
в результате	5	6
идеологические интересы	1	1
в рамки	2	2
природа искусства	1	1
роль в	4	3
на самом	14	3
является для	3	2
совершенно справедливо	1	1
вне слова	1	1
формалисты говорят	1	1
зависит от	1	1
это объясняется	1	1
не к	1	2
с литературным	1	1
шкловским и	1	1
за исключением	1	1
при данных	1	1
всех формалистов	1	1
сам становится	2	1
в целом	4	3
об идеологиях	1	1
развития формального	1	1
некоторые итоги	1	1
взятой независимо	1	1
искусства с	1	1
и пр	15	21
если это	1	2
а не	17	6
и другой	1	1
литературы с	1	2
говорить о	2	5
с одной	1	1
его конкретной	1	1
о противопоставлении	3	1
в этом	18	27
каких приемов	1	1
формального метода	2	15
конструктивного принципа	1	1
если мы	7	5
превращается в	2	2
обойтись без	2	1
шкловский как	1	1
по их	1	1
произведение как	6	2
от материала	1	1
все те	1	1
своей теории	2	1
со своей	1	2
именно так	5	1
быть и	1	3
со всею	2	2
же останется	1	1
его здесь	1	2
одним из	3	1
материал же	1	1
явление в	1	1
от формалистических	1	1
другой то	1	1
и ее	6	6
или даже	1	2
в формалистическом	1	1
а наоборот	1	3
том как	2	1
мы ни	2	2
с определенным	1	1
формалистами как	1	1
не встречается	1	1
заторможенной кривой	1	1
мотивировка приема	4	2
в поэзии	3	12
на какую-то	1	1
вот как	2	4
на него	1	1
от произведения	1	1
разрозненных и	1	1
а только	1	2
как таковое	1	4
и самой	1	1
из автоматизма	2	4
внешним фактором	1	1
же как	3	3
является мотивировкой	1	1
можно и	1	3
совпадает с	2	2
они ставили	1	1
из этих	2	3
не создает	1	1
в языке	2	6
в общем	2	5
установку на	1	1
самый прием	1	1
известной степени	2	4
этого слова	2	1
но почему	1	1
становится материалом	1	1
не найдем	1	1
все это	7	3
лишь тогда	2	1
подчеркивают что	1	1
с установкой	2	1
как например	1	2
в качестве	1	2
их в	3	2
поэзии является	1	2
высшей степени	2	4
поэтической структуры	2	2
самом деле	16	8
у формалистов	3	12
история литературы	2	1
метода основным	1	1
положительного содержания	2	1
в целях	2	2
связью с	1	1
он и	3	3
нам в	1	1
при определенных	2	2
этой мотивировки	1	1
и приемов	1	1
анализе произведения	1	1
о нем	3	1
хотя и	1	3
тем отчетливее	1	1
не так	1	2
тут только	1	1
самого языка	1	1
к нулю	2	1
но конечно	1	1
стиль и	1	1
важное место	1	2
литературный факт	1	1
и должна	1	1
только на	4	3
время и	1	3
они не	4	4
понять его	1	1
той или	1	1
и сюжет	2	3
что раньше	1	1
выражение как	1	1
то же	15	6
основная тенденция	1	2
поэтика должна	1	1
и со	2	1
прием как	3	1
том или	1	1
той мере	1	1
уже говорить	1	1
художественного слова	1	1
фактором в	2	1
взаимоотношение между	1	2
героя в	3	1
заумное слово	2	8
творца и	1	1
социальной действительности	1	1
является не	2	2
своего развития	1	3
тристрам шенди	2	3
эту тенденцию	1	1
отсюда отнюдь	1	2
не будет	1	2
совершенно не	7	4
этом смысле	2	2
руках эпигонов	1	1
приемов в	3	1
равно как	3	2
как система	2	1
литературного ряда	2	1
почве акмеизма	1	2
значение и	1	3
формалистов на	1	1
этого нет	1	1
формы и	3	2
указаний на	1	1
в в	1	2
входящих в	1	1
и писать	1	1
характерно что	2	2
в речи	1	1
в какой	3	3
все вообще	1	1
не физический	1	1
можно говорить	4	2
его нельзя	1	3
художественного восприятия	2	1
понимают формалисты	6	1
мотивировкой сюжетного	1	1
и именно	2	1
или не	1	1
в круг	1	1
что же	5	5
от всей	1	2
более того	6	5
в такой	2	2
чем объясняется	1	1
слова с	1	1
в художественную	1	3
искусстве и	1	1
в литературоведении	1	1
и их	5	3
смыслом и	2	1
столь же	3	2
произведения его	2	2
представляется нам	1	1
художественный прием	2	1
его целом	1	1
реальном времени	3	4
пронизан и	1	1
наука о	3	1
глава вторая	1	1
случае в	3	1
определяется совокупностью	1	1
момент в	1	1
а ведь	1	1
произведения как	6	2
но при	2	1
действительности а	1	2
очень важное	1	1
можно сказать	3	1
ничего не	2	4
в систему	1	2
его формы	1	1
пр и	1	4
их только	1	1
конструктивное значение	7	8
того можно	1	1
что он	6	5
в дон-кихоте	1	1
данном случае	4	1
где же	1	1
и тот	1	1
если он	1	1
конструкцию не	1	2
что они	5	4
тристрама шенди	3	1
в жизненном	1	1
привела формалистов	1	1
должен быть	2	1
плоскости в	1	1
в нем	15	13
продолжает жить	2	1
литературы как	1	1
и начинается	1	1
в других	1	7
во всех	3	5
или иначе	1	1
смысле мы	1	1
первый период	1	6
обнажение приема	1	1
организма и	1	1
в дальнейшем	5	4
он был	4	2
здесь слово	1	1
произведения на	3	3
в современной	1	1
не вещь	1	1
элемент материала	1	1
не совпадает	1	1
один из	1	2
в действительности	9	1
и разрешена	1	1
конструкцию произведения	1	1
что и	2	8
уже не	3	7
ясно что	3	1
говорят и	1	1
и навсегда	3	1
пр в	1	1
с точки	14	7
он становится	2	3
должны были	1	2
не утрачивая	2	1
конкретных условий	1	1
основные элементы	1	1
же и	4	2
и теперь	6	4
он просто	1	1
можно только	2	1
другой как	1	1
ее т	1	1
этих элементов	1	2
этого термина	1	2
этом романе	3	1
всецело определяется	1	1
зрения его	3	1
искусства говорит	1	1
к этим	1	1
литература но	1	1
как их	2	2
художественного произведения	7	6
в сущности	2	4
направлении к	4	1
хотя бы	6	6
условность является	1	1
моменты в	1	1
слова у	1	1
органическое единство	2	1
не из	1	1
самым наивным	1	1
в шкловский	3	14
более и	1	1
и здесь	1	3
в настоящее	1	1
как данность	1	1
от форм	1	2
прямой идеологической	1	1
шкловский в	2	1
с другими	1	10
самого начала	1	2
как высказывание	1	1
и по	1	2
одной плоскости	3	1
но в	6	4
и каждого	2	1
произведения в	6	2
в контексте	1	1
эйхенбаума как	1	3
говорят что	1	1
в отличие	2	2
для предпочтения	1	1
сих пор	1	1
являются только	2	2
развертывается в	1	2
формы высказывания	1	1
мотивировки и	3	1
должно брать	1	1
от одного	2	2
от характера	1	2
эту конструкцию	1	1
тем не	2	1
формалистов о	4	1
истории литературы	6	6
конце концов	2	2
определяет все	1	1
данное время	1	1
при этом	8	9
каждый элемент	4	4
именно и	1	1
оно становится	2	1
бы наивно	1	1
формалистической поэтики	1	3
того что	3	3
в форме	1	1
том что	4	2
строго говоря	1	1
типа как	1	1
в ней	5	6
материала и	3	4
и лишь	2	2
так при	1	1
конструкции произведения	1	3
языке как	2	4
именно это	2	1
в этих	3	2
в произведении	3	1
для создания	1	2
автора и	1	1
который будет	1	1
чем же	2	3
идеологического творчества	6	1
и следовательно	3	1
форма и	1	1
говорит эйхенбаум	2	3
и направлений	1	1
творчества с	1	1
ни была	1	3
сама по	1	1
работы но	1	1
что каждый	2	1
сами формалисты	1	1
характерно следующее	2	1
ведь и	1	1
становится и	1	2
часть социальной	1	1
в котором	2	2
и сказ	1	2
собственном смысле	1	1
шкловский не	1	1
что его	1	1
из их	1	1
как таковой	3	3
их теории	3	1
для него	1	7
художественных произведений	1	1
сам по	1	3
же степени	1	2
того же	3	1
этого и	1	1
действуют в	1	1
не о	3	4
смысла и	4	2
к новому	1	1
сознания а	1	1
как ее	4	3
совсем не	5	2
что о	1	2
в искусстве	7	2
и прием	4	3
они пришли	1	1
в другие	1	1
в понятии	1	2
входит в	8	4
смысла как	1	1
этих направлений	1	1
предмет на	1	1
элемент произведения	2	1
был бы	2	1
у акмеистов	1	1
иное значение	1	1
однако отметить	1	1
в реальном	5	5
отвлекается от	2	2
в слове	4	5
оно не	3	4
то ни	4	2
в язык	1	1
языка как	2	11
теорией формалистов	1	1
но все	1	3
мы увидим	2	1
перехода от	1	2
научной работы	2	2
новые формы	2	1
схемой для	1	2
можно было	1	1
что это	3	3
говорит о	1	1
и это	2	2
то убедимся	1	1
он пишет	1	2
его форм	1	1
сюда же	1	1
с другим	1	1
процессе этого	2	2
же не	1	1
произведения от	1	1
построения романа	2	1
не об	2	1
еще более	1	5
ведь это	1	1
без всякой	2	3
быть конечно	1	2
истории формального	1	2
от них	1	1
евгения онегина	1	1
который был	2	1
в связи	4	10
конкретной ситуацией	1	1
высказываний в	1	1
но вовсе	2	1
быть абсолютно	1	1
во все	1	1
форм высказывания	1	1
их теория	1	1
