3gram	Potebnia_Myslijsyk_partition_part1_wordlist_3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram
по себе еще	1	1
было бы невозможно	1	1
положение что язык	1	1
человек окружает себя	1	1
что в человеке	1	1
друг от друга	1	2
потому что в	1	4
независимо от своего	1	1
должно быть признано	1	1
мы должны бы	1	1
в сознании все	1	1
значение слова для	1	1
уже при самом	1	1
вслед за тем	3	1
во всем своем	1	1
к тому что	2	2
том как именно	1	1
из коих каждая	1	1
только посредством слова	1	4
одной и той	2	3
в противном случае	1	3
так относится к	1	1
возможно только в	2	1
то есть по	1	1
то что мы	2	1
там же с	6	7
может быть названо	1	3
из сказанного можно	1	1
и в таком	1	1
и т п	2	2
тем и другим	1	1
таких а не	1	1
мере того как	3	3
есть вместе и	1	2
по крайней мере	5	2
всякое согласие в	1	1
сам по себе	5	1
а между тем	2	3
можно себе представить	1	2
мы видели выше	1	1
создается притом так	1	1
чувственного образа который	1	1
развития мысли если	1	1
вместе с этим	2	1
между собою так	2	1
заключать в себе	1	1
в отдельном лице	1	1
в этом можно	1	1
он вечно создается	1	1
так и в	2	3
с одной стороны	3	3
произведения остаются неопределенными	1	1
в этом отношении	2	1
того как мы	1	1
но вместе и	2	1
как мы видели	1	1
только потому что	2	2
человека ко внешним	1	1
можно думать что	2	1
самого предмета а	1	2
смысле в каком	2	4
если бы при	1	1
себе еще не	1	1
должны бы были	1	1
т п мы	1	1
в произведении искусства	3	1
сказанного можно видеть	1	1
даже род произведения	1	1
по себе не	1	1
стало быть если	1	1
а не другим	2	1
и там где	1	1
все остальные и	1	1
потому что оно	2	1
род произведения остаются	1	1
то же выйдет	1	1
что в отдельном	1	1
в истории но	1	1
только в том	3	6
по мере того	3	3
согласие в мыслях	1	1
и что в	1	3
до такой степени	1	1
только в слове	4	1
а в том	5	3
природою человека и	1	1
одно время с	1	1
это значит что	1	1
внешним и ощутимым	1	1
не может быть	3	9
не в том	5	4
отношении языка к	1	1
из которого в	1	1
потому что мы	2	2
не могла бы	2	2
и в языке	2	3
заключает в себе	5	2
души а потому	1	1
только то что	1	1
потому что для	1	1
не вдаваясь в	1	1
человеке и в	1	1
не могут быть	2	2
об отношении языка	1	1
что мы не	2	1
с ср с	1	2
если скажем что	1	1
ко внешним предметам	1	1
на свою долю	1	1
мысли то есть	1	4
или слово в	1	1
таким образом что	1	2
не говоря уже	1	1
неопределенными humboldt т	1	1
то и другое	1	2
так что например	2	3
есть как и	1	2
выражать уже готовую	1	1
возможности взаимного понимания	1	1
но и в	4	4
что не только	1	2
не зависит от	1	1
в душе которой	1	1
там где нет	1	1
притом так что	1	1
в то время	4	1
таким образом то	1	1
и в животном	1	1
одной стороны и	1	1
и притом не	1	2
между собою только	1	1
тем не менее	3	6
своего племени народа	1	1
в себе все	1	1
в мысли не	1	1
отношению к тому	1	1
смысле этого слова	7	1
становится чем-то внешним	1	1
но и по	2	1
не прибавляет к	1	1
в слове перестает	1	1
носит на себе	1	1
основное положение что	1	1
и то и	1	1
слове перестает быть	1	1
или по крайней	1	1
и его связь	1	1
не без основания	1	1
всякое понимание есть	1	1
как в действительности	1	1
а не в	1	1
отдельных языков и	1	1
что касается до	1	1
с ним то	2	1
это было бы	1	1
до сих пор	3	1
невозможно без слова	1	1
но оно имеет	1	1
если бы мы	1	1
именно в том	2	1
как бы ни	2	2
есть вытекающее из	1	1
говоря уже о	1	1
может быть только	3	1
того что в	1	1
в одно целое	1	1
условливают друг друга	1	1
в обширнейшем смысле	1	1
бы ни было	1	1
lotze т с	2	4
вызывает в сознании	1	1
с тем и	2	1
то есть понятие	1	1
можно бы назвать	1	1
связь слова с	1	1
т д не	1	1
в одно время	1	1
самосознания то есть	2	1
то это было	1	1
за исходную точку	1	1
непонимание всякое согласие	1	1
в общих чертах	1	1
к одной и	1	1
потому что всякое	1	1
humboldt т с	14	21
и таким образом	1	1
в человеке и	1	1
для нас не	1	1
в душе если	1	2
служит посредником между	1	1
и в том	2	3
только тогда когда	7	4
и тем самым	1	1
всем своем объеме	1	1
