2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram
мы сейчас	2	1
действительности но	2	4
ничего общего	7	11
нами только	1	2
символом то	1	1
то символ	2	1
здесь необходимо	1	4
и художественная	2	1
себе не	2	3
так например	1	1
о которой	1	1
образ или	2	1
с эмблемой	1	2
вообще от	2	1
уже давно	1	2
когда мы	15	8
еще и	7	5
конечно в	1	2
вещь или	1	2
и поэтический	1	2
и от	9	1
часто и	1	2
сейчас мы	2	2
десятичных знаков	1	6
вещь но	2	1
имеется и	1	1
на который	1	1
иное как	4	2
себя не	2	1
а скорее	1	1
той же	1	1
прийти к	1	1
может иметь	3	2
предметов с	2	1
в начале	2	1
о самом	1	1
понятии символа	1	2
и больше	3	1
бы и	1	1
прочих структурно-семантических	1	1
и все	3	7
разлагается в	2	1
от всего	1	3
в смысловом	1	1
на этот	4	3
и заключается	1	2
ничего художественного	1	1
всякий знак	12	3
самого знака	1	2
и о	5	8
жизни и	6	1
еще только	1	1
но отнюдь	1	3
но когда	2	2
в них	1	7
как функцию	1	1
может стать	1	1
выше называли	1	1
и ни	3	4
если не	3	4
не делать	2	2
отнюдь не	10	10
действительности так	1	1
в том	21	9
именно эта	1	1
д все	1	1
или бесконечный	1	1
художественном образе	2	1
является ее	1	1
как они	1	2
к другой	2	1
от того	2	1
во всякой	1	2
и структура	1	1
к самому	2	1
идет речь	3	1
как мы	8	7
и искусства	2	4
результате этого	1	1
это требует	1	1
с удивлением	1	1
попало не	1	1
только тогда	2	1
пока еще	2	3
как его	1	2
в отношении	2	3
на нас	2	1
многих других	2	1
изображения и	1	1
есть не	5	6
в виде	6	15
настоящее время	2	3
символа но	1	2
является чем-то	3	1
здесь не	8	7
нас только	1	1
символа и	6	9
всякий символ	4	12
литературы чтобы	1	1
иным как	1	1
самой этой	2	1
вовсе еще	1	3
является здесь	2	1
сравнении с	2	1
смысл но	2	2
как он	1	4
символы которые	1	1
что здесь	5	3
и отличается	1	1
нет ничего	6	10
бы вполне	1	2
то он	2	2
для своей	1	1
слова мы	1	1
то это	10	1
символами но	1	1
или иного	3	2
поэтическим образом	1	2
и вполне	5	3
обо всем	1	1
или когда	1	2
от этого	1	1
его изображение	1	1
есть такая	1	2
действительно есть	1	2
определенным образом	2	3
уже во	2	1
уже в	3	3
в жизни	1	3
значит и	3	2
и никаких	1	1
особенно в	1	2
в истории	1	4
что подпадает	1	1
закон для	1	3
и потому	7	2
знак то	2	4
если всякий	1	3
осуществить при	1	1
которая делает	1	1
как на	2	1
но оно	3	1
здесь имеется	1	1
заставляет нас	2	2
из них	2	3
этом тоже	1	1
просто только	2	1
одного и	1	2
ее конструирования	1	2
не менее	10	19
вещи мы	1	1
еще не	5	9
на первом	1	1
он сам	4	2
же самое	9	9
но на	1	1
в конце	5	6
о каком	2	1
эта последняя	2	1
конечный или	1	1
тех или	5	3
контекста то	2	1
нужно сказать	1	3
и тогда	3	1
на какие	1	1
можно даже	1	1
чего же	1	1
таких случаях	2	2
идейную образность	3	1
что-нибудь иное	1	1
виде как	2	1
то даже	2	1
и на	1	8
предмета на	2	1
в уже	1	1
есть чисто	1	1
есть то	3	1
имела бы	1	1
понимает что	1	1
вообще не	1	2
для того	1	8
факт что	1	1
если они	1	1
символ обязательно	1	2
но чего	1	1
конечно и	1	1
в бесконечный	7	11
но вот	3	1
в самом	3	6
а то	3	1
мы еще	1	1
в то	9	6
никогда не	6	7
и модель	1	1
можно ли	4	5
ровно ничего	2	4
как оно	3	3
так же	5	9
знака может	1	1
без всякого	3	2
так что	12	6
другое что	2	1
нам представляется	2	1
не имеющих	1	2
ряд отдельных	2	2
не в	13	4
образ указывает	1	1
свои особые	1	1
ни для	2	1
есть в	3	5
ее порождающим	1	1
и во	2	3
на нее	1	1
она сама	1	1
раз и	4	9
как это	2	6
нами в	2	1
лишь в	1	1
же он	1	1
исходить из	1	1
просто в	1	2
таковы же	1	2
деле это	1	1
порождающей модели	2	1
с самой	3	1
одному тому	1	1
сама и	1	1
самое нужно	1	2
о них	1	1
и самого	1	1
для этого	6	3
первого взгляда	3	1
мы это	1	1
нет в	1	1
требует от	1	1
далеко не	1	5
искусства и	2	3
который ее	1	1
как бы	9	14
в процессе	2	1
из отдельных	2	1
он будет	2	2
о его	2	2
этой действительности	1	2
всей его	2	1
историк литературы	1	1
и почти	1	1
видно что	1	1
понятием символа	3	2
уже по	1	1
предмета так	1	1
он может	1	1
нашей собственной	1	1
поэтический образ	3	3
именно акт	1	1
только то	2	4
будто бы	3	1
является их	1	1
только тем	1	1
мы можем	6	4
отдельные точки	2	1
и молот	1	4
с указанием	1	1
символа которое	2	1
заговорили о	1	1
одновременно и	1	1
понимать их	1	1
что не	1	3
что эти	1	1
с большим	2	1
а не	18	15
этот вопрос	3	1
они вовсе	1	2
значит что	7	3
нас что	1	1
если мы	16	11
время как	4	1
подобного рода	3	5
одним из	1	1
и ее	3	8
если кто-нибудь	1	1
а наоборот	1	3
не нужным	1	1
вещи есть	2	31
здесь у	1	1
все необходимые	1	1
у духовенства	1	1
совсем другое	4	1
пор мы	1	2
более общее	1	1
в целях	1	2
он и	2	8
мы говорили	2	4
а может	2	2
он обозначает	1	2
с ее	2	1
и другое	1	2
он есть	2	4
что оно	2	3
и особенно	2	2
позитивной теории	1	2
при помощи	8	13
то естественно	1	1
структура но	1	3
это было	2	2
символ указывает	1	1
далее символ	1	1
чем мы	1	1
как то	1	1
тут не	1	1
является не	2	2
есть обязательно	4	6
если у	1	1
знак в	4	2
в аллегории	15	1
с собой	3	2
что же	8	9
на какую-нибудь	2	1
знаком но	1	1
знак а	1	2
образом но	1	1
новое и	1	1
имеет ничего	3	2
вопрос о	1	1
в которой	2	2
что ни	1	2
ничего не	3	10
говорили что	1	2
у пушкина	6	2
молот не	1	1
с художественным	1	1
что они	5	3
к символу	2	1
никакой возможности	1	1
по поводу	2	4
доходит до	2	1
только потому	2	3
зовет к	1	1
мы ее	1	1
тоже есть	4	3
но только	6	2
если читатель	1	1
к другим	1	1
что вовсе	1	1
ином но	1	1
теорию символа	1	1
или иной	8	5
и здесь	5	6
символы но	1	1
которое в	1	1
во втором	1	1
для нее	2	1
вещи со	1	1
являются только	3	2
всегда обладает	1	1
смысловом отношении	1	1
ничего символического	1	7
идейная образность	12	8
акте обозначения	1	2
при этом	4	6
того что	8	7
но уже	3	5
но что	2	2
этих предметов	1	1
что иное	4	2
в нее	1	1
в этих	2	3
ни к	3	1
только одной	2	2
сама по	8	4
указывают на	1	2
это символ	2	1
естественно что	1	2
их конкретности	1	1
итак символ	5	3
нечто такое	1	1
и вся	1	1
в предмете	1	3
в искусстве	4	3
как идею	1	1
нисколько не	2	3
входит в	1	4
то ни	6	1
что это	3	3
находятся в	3	1
а еще	2	1
и часто	1	2
с которым	1	1
его полной	1	1
как принципа	1	1
поэтического образа	2	1
каким другим	1	1
том и	1	1
или другое	1	1
в одну	1	1
или ее	1	1
знак и	3	1
чем иным	1	1
слова и	3	1
даже в	1	1
совершенно неверно	1	2
мы имеем	2	2
каждый раз	3	1
того и	1	1
таком случае	4	6
это понятие	2	1
общность не	1	1
символы и	1	1
самое примитивное	1	1
не принимать	1	1
связан с	1	1
так и	10	12
конкретном языке	1	1
вещи и	7	12
идея в	1	1
или другой	4	1
говорим что	1	3
только от	1	1
тем самым	5	4
но как	4	6
что тут	3	4
что действительность	1	1
бы то	4	1
что обычно	1	1
стал символом	1	1
же есть	2	1
если бы	3	4
что фактически	1	1
факт существования	1	1
из наблюдаемых	1	1
функция которая	1	1
а поскольку	1	1
нас в	4	2
как раз	8	13
очень трудно	1	2
символ здесь	1	2
что она	1	5
что если	1	2
о чем	2	6
самой действительностью	1	1
и что	7	9
вещи не	1	5
нас знаком	1	1
которое мы	5	1
структуру в	1	1
для чего	2	2
уже видели	1	1
и притом	4	4
иметь в	1	4
что все	2	3
вещи в	1	4
ведь есть	1	1
сказать что	16	13
то есть	34	33
вместе с	2	2
мифологический символ	1	1
ни его	1	5
и максимально	1	1
чем он	2	1
ничего и	1	1
в самой	2	3
является символом	3	4
символ вещи	1	36
однако не	1	3
а потому	1	2
именно символ	1	2
относится к	1	1
чтобы этот	1	1
находим в	3	1
то в	3	5
и его	5	3
вишневого сада	1	2
правда в	1	1
принцип конструирования	3	2
себе закон	1	1
об ее	2	1
его от	1	3
не на	1	3
но поэтическая	1	1
это есть	3	9
о символе	2	14
момента в	1	1
если угодно	2	1
о предмете	1	2
той или	12	5
собой разумеется	1	1
ведь этот	1	1
для обозначения	1	4
какой-нибудь другой	1	1
в равновесии	1	1
же мы	1	2
до бесконечности	1	1
от метафоры	4	1
есть некоторого	2	1
выражаясь чисто	1	1
более то	1	1
предмет в	1	1
общность и	1	1
и даже	14	11
и очень	3	2
и тем	9	13
во внимание	2	2
в античной	1	1
только в	19	7
тоже не	5	7
не символ	6	1
сразу же	2	2
не должны	1	3
после этого	1	4
символ в	5	7
выражении как	1	3
без момента	1	1
в зачаточной	1	1
литературы и	2	4
общее мы	1	1
как в	5	4
мы уже	4	5
или о	1	1
или жизни	1	1
тот символ	1	1
взятые сами	4	2
тем более	3	5
выводится из	1	1
как об	1	1
символ очень	1	1
же касается	4	3
только более	1	1
для получения	1	4
еще на	2	1
думать так	1	1
это могло	1	1
что всякий	9	4
есть и	2	3
случае не	3	3
содержит в	3	7
в их	2	4
общего и	1	1
то все	1	1
что бы	1	1
действительности когда	1	1
в себе	8	15
идея и	3	2
какие угодно	1	1
к тому	3	3
мы рассматривали	1	1
сказать и	1	3
художественное произведение	8	1
только как	1	1
само собой	2	2
своему содержанию	2	3
у гоголя	8	1
что никакой	2	1
первый план	2	1
обозначающего и	1	1
но даже	4	1
иначе он	1	1
выражает собою	1	1
которые мы	3	1
и является	4	7
с ним	7	3
заметим что	1	1
следовательно в	1	2
пушкина можно	1	1
это вполне	2	1
тому что	4	4
не возникало	1	1
только с	4	1
с самим	3	1
и вы	1	1
художественном произведении	3	1
является в	2	2
та или	3	1
порождающая модель	5	1
или может	1	2
не мешает	3	2
вплоть до	1	1
исследования мы	1	2
есть уже	3	1
художественный тип	1	1
конкретных вещей	1	1
родового понятия	3	2
теории символа	1	7
так или	1	2
то или	3	2
то менее	1	1
все такого	2	1
она является	1	2
знака прежде	1	1
потому что	25	16
друг друга	2	1
что для	3	2
идейно-образная сторона	1	1
только и	8	3
на том	1	4
и то	14	6
всех этих	2	7
xix и	1	2
все время	1	2
именно знаком	1	1
терминологическая путаница	1	1
действительности не	1	1
и начинает	1	1
не просто	23	23
все они	2	1
так как	9	11
виде ее	1	1
и всегда	2	2
только есть	1	1
образности но	1	1
которой мы	1	1
если символ	3	4
как будто	3	3
даже не	2	1
всего прочего	1	1
везде и	1	1
этого факта	1	1
не могут	1	2
или других	1	1
на свою	1	1
в известной	2	1
говорим о	3	2
что под	1	1
только ради	1	1
из себя	3	1
в реально-исторических	2	1
все указанные	1	1
определения и	1	1
и с	9	2
больше чем	1	2
и нераздельное	1	2
в него	1	2
это в	2	1
и всякий	1	1
во что	1	1
сам поэт	1	1
он уже	1	1
ее и	2	1
тут же	4	1
также и	16	11
самом акте	1	1
евгении онегине	1	1
предмет и	1	1
с другой	7	3
в художественном	3	1
самое время	4	4
дело не	2	1
о смысловом	1	1
в чем	4	3
было бы	8	8
здесь и	3	1
рода смысл	1	1
мы хорошо	1	1
тому или	1	1
ничего кроме	2	1
идти дальше	1	1
не очень	2	2
которые уже	2	1
у нас	10	14
к своему	1	1
именно в	2	4
себе но	1	3
мы не	7	2
по одному	1	1
от другой	2	1
составляющих его	1	4
и другого	1	1
но эти	1	1
быть в	2	1
и вовсе	4	4
говорить что	1	2
не хочет	1	3
гораздо более	5	2
получения родового	2	1
точно так	3	4
быть и	3	3
нечто целое	2	1
символом в	1	2
с аллегорией	3	2
тут перед	1	1
том как	2	2
от читателя	1	1
для себя	2	3
же как	3	2
очень много	3	3
обязательна и	1	1
все это	5	7
является как	1	1
не чем	1	1
в качестве	3	2
тоже являются	1	1
в стихотворении	2	1
мы будем	2	2
не так	3	1
то ясно	1	1
имеют никакого	2	1
знака когда	1	1
потому и	1	1
единое и	1	2
своей собственной	2	1
совершенно не	4	6
есть символ	11	14
этот термин	1	4
это же	3	1
нас не	5	2
созерцание которое	1	1
и если	6	6
нас еще	1	1
или не	1	3
данный герой	1	1
понимание символа	1	2
только что	2	2
в такой	1	1
бесконечным числом	1	2
образом в	1	1
нечто более	2	1
момент в	1	2
символа то	1	2
а ведь	3	1
уже никто	1	1
мы приведем	1	1
а это	3	2
вполне достаточно	1	1
что он	9	7
под символом	1	2
данном случае	7	8
не всерьез	2	1
которых мы	1	2
есть просто	2	1
понятию символа	1	1
символ как	4	3
не говорит	1	1
гораздо больше	2	2
первую очередь	3	1
это отражение	1	1
уже не	7	3
а является	2	1
самой действительности	1	3
его предмет	1	1
не считать	4	1
он в	2	2
известного рода	1	3
представление о	1	1
хотя бы	3	3
нее вовсе	1	1
символ с	1	3
видели выше	2	1
нас о	1	2
в настоящее	2	3
обозначаемого и	2	2
с другими	3	2
в семье	1	1
геометрический круг	1	1
несет с	1	2
пушкина и	3	1
как такового	1	2
многих из	1	1
есть ни	3	5
какой-то действительности	1	1
и художественным	3	1
большим трудом	1	1
в нашей	2	1
внимание на	1	1
быть символом	1	2
них не	1	1
нечто символическое	1	1
не представляет	1	1
этого и	1	1
мог бы	1	1
сам по	6	7
того же	2	3
хотя символ	1	1
основан на	1	1
к ней	1	1
что будет	1	2
в понятии	2	2
полное тождество	1	1
другое и	1	1
другого и	1	1
но все	3	3
имел в	1	2
указанием на	1	1
родовое понятие	2	9
отличать символ	1	1
его именно	1	3
при полной	1	1
должны сказать	5	2
который был	1	1
в связи	7	4
все дело	2	1
этих случаях	1	3
если нет	2	1
общего с	3	8
происходит только	1	1
из него	2	1
и к	6	1
символ а	2	1
от этих	1	1
самое понятие	1	1
в наших	2	1
находим тождество	1	1
как о	5	1
нас выше	2	2
глубоко и	1	1
то мы	1	1
символического в	1	3
за пределы	5	6
есть нечто	8	11
нас тем	1	1
хорошо знаем	1	1
бесконечного количества	2	1
не как	1	2
действительности и	1	5
в каком	4	3
есть по	1	4
разграничить символ	1	1
никак не	9	4
должна быть	1	1
а главное	1	1
являясь их	1	1
нами символ	1	1
понимать как	3	2
является только	5	1
как иначе	4	1
себе она	1	1
ни в	8	7
необходимо сказать	3	2
что в	8	12
что их	2	2
в своей	5	8
не указывает	3	1
но если	6	2
в основе	2	1
вещей или	1	3
отдельных единичностей	1	2
обратить внимание	1	3
такое знак	2	1
есть самая	1	1
другое то	1	1
которыми мы	1	1
в буквальном	2	3
всю бесконечность	2	1
модель и	1	1
или менее	1	3
указать на	1	1
бы мы	2	3
бы они	1	1
что на	1	1
мы установили	1	1
не как-нибудь	1	1
нам хотелось	1	1
только не	1	3
не то	2	2
сознания с	1	2
нечто иное	2	2
не может	7	8
нечто другое	1	2
мы видели	2	1
но который	1	1
того или	6	2
такого рода	6	7
все прочие	1	2
образ и	3	1
мы ровно	1	1
для знака	1	5
которое не	1	1
термин символизм	1	1
не существует	1	6
разного рода	2	6
только самый	1	1
о том	6	11
и начала	1	2
серп и	1	4
самое большее	1	1
в виду	10	6
самой же	1	2
это именно	1	1
на то	3	8
символом а	3	1
мы и	2	4
от всякой	1	1
но его	1	1
может быть	28	14
и можно	2	1
разница между	1	2
существенное разъяснение	1	1
она не	3	2
дела и	1	1
была бы	1	1
с тем	5	5
который в	2	1
школьных учебниках	1	1
типа и	2	1
попросту говоря	3	1
во многих	1	2
определенному закону	1	1
с метафорой	3	1
значение не	1	2
для них	2	2
художественный образ	9	9
и других	1	1
и всеми	1	1
значения для	1	1
тоже символы	1	1
и обозначающего	1	2
в таком	5	9
сколько угодно	4	3
символа вообще	1	1
анализа в	1	1
не будем	2	2
не было	5	4
но ведь	1	3
того чтобы	1	9
и при	2	2
в этой	3	10
же символ	1	2
всяком случае	6	3
самим собою	1	1
от нас	2	3
во всяком	9	7
и вообще	8	4
иное чем	1	1
вместе со	1	1
если же	3	1
есть своя	1	1
а вовсе	2	1
не только	14	17
нами не	1	1
он не	8	3
что даже	4	1
начала и	1	1
можно сколько	1	1
у человека	2	1
тем же	2	1
в пределах	1	1
самой вещью	1	2
нас и	2	1
символ не	9	1
хорошо что	1	1
совсем иное	1	2
логически мы	1	1
утверждать что	1	1
и символ	5	3
бы не	1	1
нераздельное целое	2	1
много и	2	1
и для	2	4
мы в	4	3
знак мы	1	1
действительность но	1	1
акта обозначения	2	1
и художественный	1	1
в душе	1	1
и идейная	1	1
по себе	25	15
понятие символа	3	17
даже и	16	8
в условиях	3	1
к той	1	1
его форме	1	1
а в	5	4
и обозначаемого	2	3
одним и	1	1
всех тех	1	1
это повторяем	2	2
скажем несколько	1	1
но с	2	1
о реалистическом	1	1
не имеют	4	5
от него	2	1
имеют ничего	1	4
с которыми	2	4
в одно	1	4
родовое обобщение	1	1
нужно считать	1	1
но еще	1	2
не имеется	1	1
для нашего	1	2
древних греков	1	1
что идейная	1	1
для такого	1	2
является моделью	2	1
никакого отношения	4	1
самой вещи	4	2
в конкретном	1	2
образности вещи	1	1
есть тот	1	2
чтобы она	1	1
и только	6	4
и образа	1	2
это будет	4	1
хотя в	1	3
но взятая	1	1
определения символа	1	3
есть закон	1	1
для всех	1	1
символом он	1	1
точного определения	1	1
мы должны	7	5
в которых	3	3
и движется	1	1
мы выше	4	4
являются здесь	1	1
и до	2	2
бесконечным рядом	1	1
чисто художественный	1	1
в таких	3	2
есть принцип	2	2
искусстве или	1	1
он остается	1	1
смысле слова	8	7
в школьных	1	1
здесь только	7	2
и литературы	1	1
они являются	1	1
образом и	2	2
и как	3	6
иной раз	3	1
именно к	1	1
целый десяток	1	1
что такое	3	6
из всех	1	1
об его	4	3
ни об	3	1
уже перестанет	1	1
точки зрения	5	3
самой настоящей	2	2
в теории	1	3
знак но	2	3
но и	10	9
в ее	4	3
содержащий в	1	1
до сих	2	3
начала xx	2	2
остается в	1	1
нем обязательно	1	1
том чтобы	1	1
но именно	2	3
или как	3	3
себя в	2	1
быть даже	3	2
и свое	1	1
только для	1	3
на самом	7	6
перестанет быть	1	2
общее которое	1	1
i в	1	1
говорить о	3	6
крайней мере	5	2
обозначены и	1	1
в этом	17	19
имеет дело	1	1
нем тоже	1	1
от которых	1	1
почему же	1	1
понятия знака	2	2
что мы	8	13
принцип бесконечного	1	1
мы ни	2	1
между собою	2	7
он говорит	1	1
такое общее	2	1
предмет хотя	1	1
до какого-то	1	1
конца то	1	1
оказывается что	1	2
отграничение символа	2	1
из этих	1	2
в языке	1	1
та общность	1	1
ведь не	2	1
момент который	1	1
и смерть	1	1
символ именно	1	1
требует для	1	1
делает его	1	2
смысл вещи	3	3
нам в	1	1
в символизме	1	1
символа символ	1	2
заключается в	4	1
тот момент	1	1
но поскольку	1	1
только на	5	4
специфическую структуру	1	1
или иному	1	1
которые не	1	3
здесь нами	1	1
начиная с	1	1
не нужно	1	3
термина символ	2	2
есть порождающая	2	1
ту или	1	1
и само	1	1
этих образов	2	1
мы делаем	1	1
символ мы	2	1
мы начинаем	3	1
можно сказать	6	5
символ тоже	1	1
бесконечное количество	8	4
говоря в	1	1
в нем	9	13
во время	1	1
предмет а	2	1
во всех	2	7
или иначе	1	2
идею которая	1	1
в дальнейшем	1	4
конструирования и	1	1
просто сам	1	2
или по	4	1
зеленый цвет	2	1
к каким	1	1
мы возьмем	3	2
между прочим	2	2
художественного произведения	14	1
никак нельзя	2	3
для возникновения	1	1
как нечто	9	8
в вечном	1	1
образность в	2	2
или в	4	4
учение о	1	3
символа мы	2	7
и сам	5	1
идеи и	3	1
художественность в	1	1
конце концов	3	4
порождающим принципом	1	1
а именно	8	12
общности и	1	1
от той	1	1
или иных	4	2
том что	12	12
видели что	1	1
тождество не	1	1
указания на	3	1
случае мы	1	1
о котором	1	1
однако и	1	3
что общность	1	1
чем же	4	2
и ничего	1	2
и следовательно	2	3
вот в	1	2
определенного рода	5	2
в алгебре	1	1
его общность	1	1
наблюдаемых нами	1	2
структурно-семантических категорий	2	1
однако это	2	3
ни на	3	4
как специфическую	1	1
всегда есть	2	6
оно не	1	3
указание на	1	4
не требует	1	1
а также	4	4
однако он	1	1
чего нет	1	1
от одной	1	1
оно есть	1	1
меньше всего	1	2
без всякой	1	2
тип и	2	1
не обязательна	1	2
переходит в	2	1
