2gram	Ircho_Komedia_partition_part2_wordlist_2gram	Ircho_Komedia_partition_part1_wordlist_2gram
афинская демократия	3	1
всем том	1	1
афинах не	1	1
для комедии	2	2
говоря уже	2	2
отличие от	2	2
всей последней	1	1
его комедий	2	1
с негодованием	2	1
тот же	3	2
на которые	2	1
большие деньги	1	1
со стороны	2	2
мира в	1	4
с и	1	4
как он	1	3
свидетельству афинея	1	1
радикальной демократии	3	1
iv и	1	1
больше не	1	1
в частности	3	4
по случаю	1	2
демократии в	3	2
да рядом	1	1
великих дионисиях	1	1
дома в	1	1
не принимает	1	1
средние и	2	1
из комедии	6	5
в каждой	1	1
т п	5	2
европейской культуры	1	1
к дионисию	1	1
в следующем	2	2
между небом	1	1
современного читателя	2	2
ответ на	1	3
и даже	5	1
казнокрадов и	1	1
последних произведениях	1	1
комедии из	1	1
нам не	1	1
и очень	1	1
того чтобы	1	6
то это	1	2
воды похожи	1	1
только в	3	4
в этой	7	3
больше всего	1	1
другой стороны	5	1
менандра по	1	4
отношению к	3	3
сразу же	1	4
временем с	1	1
после этого	1	2
т е	13	1
не могли	1	1
фр и	8	2
к выводу	1	1
идет о	3	2
то и	2	1
ранних комедиях	1	1
которые он	2	1
всяком случае	2	2
пелопоннесской войны	13	8
его с	1	1
соответствии с	1	1
к этому	4	5
варварского бога	1	1
греции и	2	1
видеть в	2	1
другой персонаж	1	1
две комедии	2	1
и эта	1	1
мир в	1	1
как в	5	3
во всяком	2	2
и не	8	14
что у	2	4
пока в	1	1
в положение	1	3
в афины	4	3
древней комедии	17	8
таким образом	8	6
аттическая комедия	3	2
по своему	3	2
не говоря	2	2
народного фарса	2	2
марафоне и	1	1
показывают что	1	1
этот отрывок	1	1
комедии очень	1	1
тем что	4	3
на море	3	1
уже в	5	4
которые делилась	2	1
добавим к	1	1
и после	1	2
в жизни	1	1
части комедии	1	1
пока же	1	1
в изображении	1	2
не только	10	7
и мелкие	2	1
судя по	2	4
он не	3	2
между афинами	1	1
сицилийской экспедиции	3	1
знаем их	1	1
комедии менандра	1	4
там же	3	1
наконец в	1	2
несколько месяцев	1	1
по содержанию	3	2
видно из	2	2
что из	1	2
в истории	5	5
тем же	1	1
одну из	2	1
к своим	1	1
в литературе	1	1
и саламине	1	1
с самого	1	2
со своим	5	1
в их	4	3
поскольку же	1	1
из самых	1	2
из области	1	1
в себе	2	1
против видных	1	1
государственное устройство	1	1
на его	5	1
как на	1	1
г когда	1	1
как известно	2	2
к тому	6	12
в споре	2	1
на себе	1	1
в эту	1	1
в поле	1	3
перед ними	1	1
схолия к	1	2
начала iv	1	1
обстоит дело	1	1
одной стороны	3	2
отношения с	1	1
в древней	2	4
само собой	1	1
в соответствии	1	1
из них	10	7
для их	1	2
и для	1	4
новую комедию	1	1
рабов из	2	1
отрывки из	1	3
в области	2	1
этому времени	1	2
до конца	2	1
с участием	3	2
театре диониса	1	1
при марафоне	1	1
и уже	1	1
до начала	2	3
земли и	1	1
отрицать что	1	2
тоже к	1	1
по себе	1	1
любовь к	1	1
переходит к	1	1
не менее	3	4
еще не	2	6
ни одного	1	1
благодетельного вмешательства	1	1
амфиполе в	1	1
со временем	1	3
целый ряд	1	2
большей частью	2	1
так в	4	2
с ним	1	1
cgf i	5	2
к его	1	2
по сообщению	2	1
э однако	1	1
не могла	1	1
в конце	6	2
второй половине	2	1
в афинах	21	10
на все	2	1
городской бедноты	1	1
среди которых	1	1
доказывает что	1	1
того времени	1	3
комедии кратина	2	1
в принципе	2	2
а в	6	3
стремлением к	1	1
тому что	1	4
поставленной одновременно	1	1
комедии от	2	2
в оно	1	1
делилась аттика	2	1
всего в	3	2
и более	1	1
поставлена в	1	1
представляет собой	1	1
в каждом	1	3
комический эффект	1	2
лет спустя	1	1
афин не	1	1
остановиться на	1	1
аттического населения	1	1
аристофановская комедия	1	1
афин в	2	2
она могла	1	1
в своем	1	6
одного из	6	1
и без	2	1
с человеком	1	1
и на	3	7
из которой	1	1
в уже	2	2
вероятно именно	1	1
на сцене	3	2
которые в	1	2
iii в	1	6
не по	1	4
от друга	1	1
й половине	1	1
не являются	1	1
и были	1	1
дает основание	1	1
в разной	1	1
в двух	1	6
с менандром	1	1
по его	1	1
встречаем мы	1	1
стало быть	1	1
так или	1	3
для того	1	5
дел в	1	1
по адресу	14	4
фракийского царя	1	2
если они	2	1
комедии где	1	1
как и	9	4
собой в	1	1
удар по	1	3
комедии и	3	4
первые шаги	2	1
потому что	5	6
друг друга	1	3
нуждается в	1	1
с такой	1	1
для зрителей	1	1
массу аттического	1	1
войны и	5	3
вывод что	2	1
ему в	1	1
в самом	2	4
для постановки	1	1
а то	2	1
при всем	2	3
фрагменте комедия	1	1
же время	4	3
целом стало	1	1
в то	10	6
в н	1	5
по отношению	3	3
первым из	1	1
к их	1	3
и в	22	26
так же	3	1
в мире	1	2
так что	1	5
в средней	1	3
так как	4	4
из его	4	2
в т	1	1
но не	2	3
лиц и	1	1
одновременно с	1	2
к концу	1	3
хотя в	1	1
не в	6	2
трагедии в	2	1
как будто	2	4
даже не	2	3
не означает	1	1
для всех	2	3
или к	1	1
в полном	1	1
по мнению	1	1
i с	3	1
тексты менандра	1	1
социальной направленности	1	1
из фрагментов	1	1
на этом	2	2
и во	2	2
по существу	1	1
по имени	3	4
на орхестре	1	1
только два	1	1
представить себе	1	3
в наиболее	1	4
впрочем не	1	1
для характеристики	2	1
до самого	2	1
афинах в	2	3
же она	1	1
его хозяин	1	1
соответственно в	1	2
как это	3	4
в пользу	1	2
речь в	1	1
с этим	1	5
перед лицом	3	2
тех же	2	3
была направлена	2	1
iv в	5	34
речь идет	3	3
и с	3	5
событий в	1	1
предположить что	1	1
больше чем	1	5
общественной жизни	1	1
я думаю	1	1
во времена	1	1
строя в	2	1
для каждого	1	1
не делает	1	1
друг другу	1	3
когда он	1	1
яркий материал	1	1
наконец из	1	1
древней аттической	6	2
пять стихов	1	1
так называемых	1	2
аттический земледелец	2	1
тех случаях	1	1
же в	4	4
и хотя	2	2
войны в	2	2
к гг	2	1
и самого	2	1
должностных лиц	4	1
истории мировой	1	1
этой же	2	1
каждой комедии	2	3
внешней политики	2	2
между людьми	1	1
это видно	1	1
отрывок из	1	1
с другой	5	2
и как	3	1
здесь в	3	3
повседневной жизни	1	1
было бы	2	8
того как	3	3
в чем	3	1
см ниже	3	1
число примеров	1	1
как бы	1	2
и столь	1	3
комедии под	1	2
более или	1	1
обоих случаях	1	2
к более	1	1
в греческих	1	1
мелкие землевладельцы	2	1
из отдельных	1	1
дело с	1	3
прежде всего	5	4
о его	1	4
что поэты	1	1
точки зрения	4	4
не мог	3	1
первого и	1	1
а с	1	1
произведениях аристофана	1	1
имело место	1	1
что именно	1	2
до н	2	1
анонимных трактатов	1	1
на это	1	2
у нас	3	1
но и	11	10
к своему	1	1
сепаратный мир	2	1
именно в	4	1
аттического крестьянства	5	1
из трех	1	1
vii в	1	1
до сих	2	2
не знает	1	1
своем сочинении	1	1
не принесло	1	1
художественного мышления	2	2
около г	2	1
будто бы	2	1
что народ	1	1
значительное место	1	1
древних афинах	1	1
своему происхождению	1	1
мы не	3	2
в большинстве	1	1
одной из	3	4
от середины	1	1
себя в	1	3
пирея в	1	1
мы можем	4	3
на протяжении	4	10
примерно в	4	1
быть даже	2	1
к г	2	1
только при	2	1
в элладе	1	1
выходцем из	2	1
афинских граждан	1	2
и сравнительно	1	1
в результате	4	1
роль в	1	2
для ее	2	1
и вовсе	1	2
в целом	3	4
политики и	1	1
нередко в	1	1
во фракии	1	5
трети v	2	1
комедии не	3	3
во второй	3	1
что эти	1	1
для оценки	1	1
тех пор	1	3
гораздо более	1	1
если это	1	1
в традициях	1	1
говорить о	1	2
с этой	1	3
с одной	3	2
все что	2	1
и моральное	1	1
к стиху	1	1
в этом	3	10
и богатство	3	1
время как	4	2
фрагментов и	1	1
за последние	1	1
афин с	2	3
на чем	1	1
со своей	2	3
еврипида была	1	1
в доме	2	6
об этом	1	2
не столь	1	2
наиболее яркий	1	1
в образе	3	3
одним из	1	2
и ее	3	2
с афинской	1	1
первенство в	1	1
г в	4	1
также что	1	2
для себя	2	1
и из	2	1
и фантастических	1	1
комедии есть	1	1
одна из	2	2
великих дионисий	4	1
гг v	1	1
в свои	3	1
действующих лиц	4	5
из этих	1	4
в общем	1	1
в первую	2	3
одно лишь	1	1
в середине	1	4
все это	5	3
в число	2	1
раз на	2	1
в качестве	4	5
рабовладельческой демократии	6	1
как видно	2	2
сам автор	2	1
едва ли	7	14
в сознании	3	1
schol ad	7	1
ситуация в	1	3
афинской демократии	9	2
дошедших до	3	2
по своей	2	1
это была	1	1
которую он	2	1
встречаем у	1	1
что касается	2	3
его творчестве	1	1
молодых людей	1	4
если в	1	2
из пирея	1	1
а может	1	1
хотя и	3	4
самом начале	1	2
самого конца	2	1
десятилетия iv	1	2
не так	1	1
ленеях г	1	1
в на	1	2
демократии и	2	1
время и	2	1
только на	1	1
не удалось	3	2
случаях речь	1	1
этого рода	1	1
и особенно	4	3
то же	6	3
при амфиполе	1	1
празднества великих	1	1
социальной силой	1	1
когда в	1	2
в порядке	1	1
это было	1	4
из числа	3	3
его творчества	3	1
должна была	2	2
в птицах	4	1
внутренней политики	1	1
к внутреннему	1	1
в какой-то	1	2
с новой	1	1
с целью	1	1
этим же	1	1
в в	4	4
афинян по	2	1
римской комедии	1	1
поражение в	1	1
нравственности и	2	1
получили в	1	1
нас не	1	1
наше время	1	1
годы пелопоннесской	4	1
отношения афин	2	1
с собой	1	2
обращает на	1	5
что же	1	1
каждого из	1	1
в себя	2	1
на ее	1	1
примеров может	1	1
стилистическим признакам	1	1
в воровстве	1	1
в маске	1	1
столь же	2	9
оружием в	1	1
вопрос о	3	3
и еще	3	2
в которой	6	5
и победу	1	1
самую суть	1	1
к нему	2	3
и источником	1	1
менее известные	1	1
начала войны	4	1
которой он	1	1
его современников	1	3
ничего не	3	1
ее на	1	1
в как	2	2
что он	6	5
с сюжетом	1	1
опять же	2	5
в течение	3	2
что по	2	2
уже упоминавшихся	1	1
том числе	1	3
но они	1	1
античной комедии	2	2
средств к	1	1
наши сведения	1	1
внешней и	2	1
среди персонажей	1	1
во время	5	6
в нем	4	6
в других	2	2
во всех	1	3
или иначе	1	3
т №	1	2
во й	1	1
в лягушках	4	1
нового времени	5	2
в нескольких	1	1
он был	2	2
по поводу	4	3
два десятилетия	1	1
первую очередь	3	3
в театре	1	2
или по	2	1
что и	4	7
один из	5	5
в действительности	2	2
комедии с	4	3
в союзе	1	1
действующего лица	1	1
ясно что	4	8
должны были	8	1
власть в	2	1
драматурга и	1	1
в это	1	2
не раз	2	1
своего героя	1	1
ни у	1	1
и теперь	2	1
античных авторов	2	1
в силу	2	2
к себе	1	1
в лице	1	2
этим объясняется	1	2
которых не	1	1
свои руки	2	1
фрагмент из	3	1
с известной	1	1
том же	1	1
представление о	1	2
в сущности	2	1
достаточной долей	1	1
героя или	1	1
хотя бы	1	2
думаю что	1	1
сомневаться в	1	2
о месте	1	1
и здесь	2	6
мелких землевладельцев	1	1
самого начала	1	1
или в	2	3
после г	1	1
но в	4	3
человека в	1	3
античного театра	1	1
v веке	1	1
его до	1	1
в отличие	1	2
сих пор	2	2
и сам	3	3
случаев где	1	1
мы помним	1	1
ей политических	1	1
политики афин	2	1
известной долей	1	1
тем не	2	1
жизнь и	1	1
трудно установить	1	2
служит для	1	1
сообщения о	1	1
этой комедии	5	2
том что	12	9
о которых	5	1
ничуть не	1	2
у него	3	4
в ней	1	3
в другом	4	1
из кирены	1	1
в народном	5	2
в этих	1	4
в трагедиях	2	1
для создания	1	1
под именем	2	2
для своего	1	1
чем же	2	1
в греции	4	2
и следовательно	1	1
вот в	1	1
систему его	1	1
в и	2	1
чуть ли	1	2
комедии можно	2	2
в котором	4	3
в рамках	2	1
политических деятелей	3	1
на базаре	1	2
у других	2	2
ни одной	2	1
людей фр	2	1
мог бы	2	1
того же	2	3
из действующих	2	1
не приходится	1	1
на себя	2	7
зрения на	1	1
внутреннему миру	1	1
в ответ	1	2
г комедию	1	1
сочинений древнегреческих	1	1
к ее	1	1
других авторов	1	2
из жизни	1	1
то ни	2	2
чтобы с	1	1
но все	1	3
а также	4	1
его комедиях	1	2
для афинян	2	1
и новая	1	1
что это	1	4
можно было	1	4
со всей	1	1
и это	1	2
был способен	1	1
военные действия	1	2
сочувствия к	1	1
же не	1	2
этой области	1	1
на великих	2	1
и другие	1	2
еще более	1	2
в комедии	22	19
н э	3	7
может служить	1	1
выпады против	1	1
от них	2	1
комедии на	2	4
направлена одноименная	1	1
аристофана а	1	1
ковры и	1	1
древнегреческой комедии	1	4
