2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram
что как	3	1
конца мы	1	1
основе своей	1	1
пока еще	1	1
эту мысль	1	1
тем чтобы	1	1
вовсе не	8	6
заложенное в	1	1
она не	6	5
эстетическое действие	1	1
которую она	1	1
в поэтической	5	1
есть не	1	2
планах с	1	1
бы я	1	1
к ним	3	2
была бы	2	1
в тех	4	1
с тем	8	3
какой мере	2	3
это есть	2	5
когда личность	1	1
здесь нет	1	1
такой степени	3	2
я не	5	1
только один	1	1
обратиться к	4	2
из этого	8	2
что поскольку	1	2
о себе	1	1
бы в	3	2
увидим что	9	2
вслед за	1	6
большую половину	1	1
не создала	1	1
оба они	1	1
отличие от	1	4
искусства ни	1	1
на которых	1	1
может применяться	1	1
его к	2	1
она в	3	2
сравнению с	1	1
тот же	3	2
является просто	1	1
чувства которое	1	1
этой теории	1	6
и действительно	2	1
и других	1	3
одном и	1	1
со стороны	2	4
то чтобы	1	2
с и	6	5
и между	4	1
одно из	2	2
общих законов	1	1
хоть сколько-нибудь	1	1
должны будем	1	2
поэзии в	2	1
в таком	3	3
нас к	1	1
что здесь	2	2
в частности	1	3
как говорит	1	2
с которой	1	1
т п	5	16
показывает что	2	5
понимая ее	1	1
для своей	1	1
всякий раз	3	8
и даже	4	6
не было	1	3
от этой	2	1
может не	1	1
и очень	2	2
гарантирует нам	1	1
еще раз	1	1
так легко	1	1
басни на	2	1
того чтобы	9	7
что то	1	2
и при	1	1
то это	2	1
в своих	4	4
только в	4	14
в этой	13	3
и значение	3	1
одна и	1	1
другой стороны	5	5
в русском	1	2
не могли	4	1
когда она	3	2
идет о	4	2
бы что	1	2
то и	3	2
все то	7	3
всяком случае	2	6
ним так	1	1
чувства которые	2	1
идет вразрез	1	2
том случае	1	2
к этому	3	4
психологический закон	1	1
совершенно другую	1	1
моя мысль	1	2
только форму	1	1
как в	4	9
указывал на	3	1
применении к	1	2
которую автор	2	1
во всяком	2	8
и не	10	16
что у	7	3
следовательно заключается	1	1
и та	2	1
со всеми	2	4
который он	1	1
мы на	2	1
лежит в	2	1
и вообще	1	1
таким образом	12	20
по своему	4	1
полагал что	1	1
в известных	2	2
всеми остальными	1	2
он как	1	1
этих слов	1	2
определенным образом	1	1
а вовсе	2	1
одно и	3	1
который может	1	1
с теми	3	2
по самому	2	5
в жизни	1	2
это и	1	3
такое же	3	1
не только	12	13
искусства как	1	4
с действием	1	1
что та	2	1
всякого поэтического	1	2
он не	6	3
который как	2	1
что даже	2	2
смысле этого	2	2
в самых	1	1
сперва в	1	1
вот что	1	2
в движение	1	1
она должна	3	2
что всякое	2	5
только обратиться	1	1
ряд очень	1	1
совершенно ясно	13	19
и потому	1	2
о крылове	1	1
чрезвычайно легко	1	1
всякое художественное	1	3
с самого	6	1
в точном	1	1
точкой для	1	1
в их	1	1
не понимать	1	1
т д	4	8
аналогии с	2	1
о двух	1	1
поэзии но	1	1
в себе	4	4
между ними	1	1
на примере	2	3
это тот	1	1
и другими	2	3
в рассказе	1	1
на его	1	1
как на	3	3
к тому	6	4
можно показать	1	1
и становится	1	1
на основе	1	2
как у	1	1
что вся	1	1
утверждать что	2	5
и этот	3	1
художественное произведение	1	10
поэтическое произведение	1	1
полном согласии	1	1
доведены до	1	2
она как	1	2
перед нами	8	1
одной стороны	5	6
и важность	1	1
только как	1	1
и те	1	1
из них	6	2
и слова	1	1
мысли в	1	3
при рассмотрении	1	1
и для	4	5
это только	3	2
что только	2	2
до конца	2	6
нет все	1	2
чем идет	1	1
отличается от	1	2
и вместе	2	2
теряет свою	1	1
в первом	1	1
и уже	2	1
сказуемого к	1	1
всех остальных	2	1
увидим ниже	2	1
не потому	1	1
еще не	1	1
знает что	1	1
целый ряд	2	6
перейти к	1	1
большей частью	2	2
целым рядом	1	1
с ним	2	2
же самое	10	2
в конце	2	3
образом мы	4	1
все еще	1	1
стороны мы	1	1
помощи которого	2	2
а в	7	6
все решительно	1	1
мудрости и	1	1
тому что	6	4
и более	2	1
представляет собой	2	2
для выражения	1	5
слов и	2	1
потебни в	1	1
и тогда	1	2
видим в	2	1
до такой	3	1
силу того	1	2
он представляет	1	1
басней и	2	1
и вот	2	3
остановиться на	2	2
дело в	1	1
по преимуществу	2	1
с первого	1	1
что человек	1	1
в своем	5	3
одного из	2	1
решение вопроса	1	1
в самые	1	1
но с	1	1
вся суть	1	1
и на	6	1
не ради	1	1
он указывает	1	1
теми же	1	2
в сторону	1	1
исследования мы	1	2
разницы между	1	3
считает что	1	1
и психика	1	1
от него	1	2
ли это	2	2
нельзя лучше	1	1
известный способ	1	1
за счет	1	1
в двух	9	1
рассказа и	2	1
понять что	1	1
п то	1	1
совершенно явно	2	2
для того	8	6
мы никогда	1	4
с теорией	1	3
как и	8	16
и чем	2	1
тому как	1	7
другую сторону	1	1
эстетической реакции	2	5
не могу	2	1
думается что	1	3
потому что	14	10
что для	1	2
что с	4	2
с такой	5	1
не заключена	1	1
творчество и	1	1
не знаем	2	2
подойти к	1	2
в самом	25	11
по этому	1	2
этим и	1	1
в то	3	5
легко заметить	1	1
и то	8	2
необходимое условие	1	1
что поэзия	1	1
никогда не	4	8
не должна	2	1
этом отношении	1	2
по другой	1	1
можно ли	1	2
и в	38	31
все время	30	4
так же	2	12
свою особую	1	1
что искусство	1	11
тот и	1	1
и самый	1	1
так что	8	5
в корне	1	1
всех других	1	2
так как	6	18
из его	1	3
и каждое	1	1
и только	3	3
но не	1	3
материалом для	2	1
которой мы	1	1
такой же	2	2
в стихах	3	1
не в	12	11
как будто	4	5
для нас	8	5
конечно же	2	1
для всех	2	4
чем это	1	1
в полном	2	2
описывает и	1	1
по мнению	2	2
то как	2	1
есть в	2	7
самые различные	1	1
мы должны	1	1
не могут	2	3
и во	2	2
бросается в	1	1
в которых	6	3
по существу	2	4
чаще всего	1	1
оба эти	3	1
представить себе	1	3
что следовательно	1	2
думать что	2	1
в конечном	1	3
как она	1	2
совершенно прав	2	2
следует что	2	1
у меня	1	3
можем мы	2	1
в таких	1	1
как это	6	4
что каждое	1	1
то я	1	2
что этот	4	1
с этим	8	3
его рассказа	1	1
мы все	4	2
не за	1	1
речь идет	4	3
и с	1	2
но это	3	3
признать что	2	1
ее элементов	1	1
происходит это	1	1
в противоречие	2	2
мере в	1	1
я думаю	1	2
во времена	1	1
в сцене	1	1
как результат	1	2
это в	1	2
сам собой	2	1
конечной целью	1	1
когда он	4	2
с самой	2	1
поэтического произведения	1	1
знаем что	1	1
тех случаях	1	1
же в	2	1
ссылается на	3	1
конечно не	4	1
в понимании	1	1
это все	1	3
это не	1	1
к таким	1	1
евгении онегине	1	3
должна изображать	1	1
мы припомним	1	2
образом и	2	1
с другой	7	5
и как	8	2
а если	1	1
совершенно другой	3	2
здесь в	2	1
сущности говоря	7	3
которую мы	4	1
дело не	2	1
должно быть	1	1
и совершенно	4	5
далеко не	3	2
путем и	1	1
того как	3	1
точку и	1	1
было бы	12	6
в чем	1	2
что такое	1	2
повести в	1	1
как бы	14	5
в людях	1	1
психики общественного	1	2
и столь	2	1
из всех	3	2
более или	1	2
от других	1	2
ее суровой	1	1
очевидно что	2	6
что без	1	1
действительно мы	2	1
в глаза	2	1
казалось бы	5	2
которое составляет	1	1
если так	2	1
дело с	1	3
в начало	1	1
о его	1	1
указывает на	6	4
точки зрения	16	15
и недаром	1	1
а с	2	1
просто и	1	1
ее основу	1	1
что именно	2	1
есть известная	1	1
на это	3	2
у нас	2	4
но и	5	2
и материале	1	1
с здесь	2	3
быть совершенно	1	2
в ее	7	5
именно в	1	1
а затем	1	1
нет и	1	1
были вступить	1	1
до сих	6	3
время в	5	1
только то	2	2
в зависимости	1	5
будто бы	1	2
намечена в	1	1
том чтобы	1	7
мы не	5	12
стоит только	3	2
и поэтическим	1	1
или как	1	2
степени что	1	1
мы можем	7	4
обратном отношении	1	1
больше и	3	1
мысль что	4	3
будет совершенно	1	1
прибавим к	1	1
имеет место	2	2
только при	1	3
впечатление совершенно	1	1
самое и	1	1
он хотел	1	1
в результате	1	4
и оценка	1	1
роль в	1	3
на самом	2	2
и наконец	2	1
зависит от	1	1
этой точки	1	5
простейшего анализа	1	1
не к	3	1
степени не	2	1
убедиться из	1	1
стоит в	1	1
своим собственным	2	1
в целом	4	5
одновременно и	3	1
и опять	1	1
что эти	4	3
а не	7	13
гораздо более	1	2
все что	1	3
и другой	1	3
с этой	2	4
с одной	6	5
кто иной	1	1
совершенно явная	1	1
никакой другой	1	1
в этом	13	12
двух направлений	1	2
если мы	6	12
время как	4	5
не принадлежит	1	1
все те	2	1
и отчетливее	1	1
нимало не	1	2
она была	4	1
поэзии и	2	2
совершенно ясна	2	1
что мы	1	8
становится совершенно	1	1
и ее	2	1
говорит что	8	5
том как	2	1
одной общей	1	1
он говорит	6	1
в совершенно	2	4
здесь с	2	1
иначе не	1	1
ее совершенно	1	1
вор и	2	1
в поэзии	1	2
если хотите	1	1
вынуждены были	1	1
каждой из	1	3
из анализа	2	1
оказывается что	1	5
одна из	4	4
же как	1	4
вразрез с	1	1
положен в	1	1
действующих лиц	5	1
совпадает с	2	4
очень много	1	1
совершенно в	2	1
из этих	3	6
этого слова	2	4
все это	3	8
формы к	1	1
заключается не	2	2
состоит в	3	3
в качестве	2	2
и есть	1	5
едва ли	3	1
их в	2	2
правды или	1	1
к чему	6	2
самом деле	21	9
всей этой	1	1
и когда	5	3
могли бы	5	1
мысли и	1	2
п с	1	1
хотя и	1	3
не так	3	1
заключается в	7	7
крылова мы	1	1
только на	1	3
что оно	2	3
например в	2	3
художественной формой	1	1
то же	10	5
можно с	1	1
так то	1	1
совершенно разных	1	1
сказал а	1	1
при помощи	4	20
должна была	1	2
стал бы	1	2
могло бы	2	4
случае если	1	1
тут не	1	1
и дальше	2	2
с новой	1	1
прямом смысле	2	1
бы сказать	1	1
не будет	1	3
совершенно не	5	5
и какая	1	1
исключительно с	1	1
что самый	1	1
и самым	1	2
не весь	1	1
он сказал	1	1
указывает что	1	1
в какой	5	5
который положен	1	1
с как	1	1
нас не	1	1
и если	6	4
та мысль	1	1
характер и	1	1
или не	2	2
они обнаруживаются	1	1
что же	2	2
каждого из	3	3
действия в	1	1
в себя	1	2
только что	2	2
в такой	3	2
в обратном	1	1
иной как	1	1
и их	1	2
столь же	2	4
мы видим	12	5
следует только	1	1
но мы	2	3
и мы	13	1
и еще	1	1
в которой	5	4
одной и	2	4
этими словами	1	2
принципиальной разницы	1	2
жалости и	1	1
но при	1	1
можно сказать	1	1
что ни	1	1
для построения	1	1
ничего не	2	2
что он	11	7
что по	3	3
легко показать	6	2
и тот	1	2
что они	4	2
в прямом	2	1
хорошо но	1	1
должен быть	3	1
на эту	1	1
к этой	2	2
в нем	4	2
которых мы	6	1
в других	1	1
по сравнению	1	1
заметить что	2	1
со времен	1	1
во всех	4	1
воды и	1	1
гораздо больше	1	1
основании этих	1	1
этом она	1	1
там и	1	1
что и	4	13
один из	6	4
в действительности	1	1
уже не	2	2
общественного человека	1	8
эти стихи	2	1
ясно что	6	19
должны были	2	1
с точки	9	2
но только	8	3
уже из	6	1
образами и	1	1
это слово	1	1
быть только	1	1
в силу	2	3
этим объясняется	1	1
есть все	1	1
над ними	1	1
или неправды	1	1
раз обратное	1	1
точном смысле	1	1
еще прибавить	1	1
стихотворный размер	1	1
этих трех	1	1
найти то	1	1
русском языке	1	2
художественного произведения	1	17
в сущности	10	10
хотя бы	2	1
же мере	2	1
мысли что	1	1
несовместимым с	2	1
и здесь	6	2
тот кто	1	2
какой степени	1	1
что автор	2	1
показать что	7	8
самого начала	6	1
или в	5	1
и по	2	3
но в	3	3
это мы	1	2
могла бы	3	1
здесь совершенно	4	1
в отличие	1	3
сих пор	5	3
со всем	1	1
так не	1	1
этим будет	1	1
и составляет	1	2
исследователи как	1	1
поэзию как	1	1
совершенно правильно	1	4
при этом	4	19
сказано что	1	1
в нашей	1	1
и там	1	2
направлений в	1	2
того что	4	10
том что	14	16
но что	2	2
как можем	1	1
в ней	15	1
у него	4	4
видели что	2	2
этому что	1	1
случае мы	1	1
именно это	3	1
поэзии то	1	1
она и	1	1
в нее	2	1
в этих	2	4
на тему	3	1
автора и	2	1
целом ряде	1	2
тех которые	1	1
нас такое	1	1
и следовательно	2	2
значение которое	1	1
тому чтобы	1	3
но вся	1	1
эстетическую реакцию	1	1
в котором	6	4
зрения становится	1	1
для нашей	1	1
что образ	2	2
для него	2	1
теории и	1	1
возбудить в	1	1
того же	3	2
своей задачей	2	1
чувства и	2	2
как к	2	2
должен нам	1	1
свою очередь	2	1
образа в	1	1
совсем не	3	3
по выражению	2	1
чувство и	1	1
она оказывается	1	1
видим что	8	2
был бы	3	5
вовсе отказаться	1	1
прибегать к	2	1
прежде и	1	1
припомним что	1	1
в слове	1	3
чтобы с	1	1
без этого	1	1
но все	1	1
мы увидим	12	4
имел в	1	1
указанием на	1	1
что это	10	6
со всей	3	1
говорит о	2	2
и это	8	3
и тем	3	2
оно есть	2	2
и другие	2	4
же самым	1	1
может служить	7	1
в евгении	1	2
без всякой	2	1
которой она	1	1
во все	1	1
вносят в	1	1
с но	2	1
