2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
поскольку он	2	1
существенно а	2	1
школьной логики	3	1
себе может	1	1
знак не	1	1
можно было	3	4
мы сразу	1	2
и это	9	9
этот вывод	1	1
не с	1	1
мы сейчас	1	2
действительности но	4	2
ничего общего	11	7
нами только	2	1
символом то	1	1
то символ	1	2
здесь необходимо	4	1
и художественная	1	2
себе не	3	2
так например	1	1
о которой	1	1
образ или	1	2
с эмблемой	2	1
вообще от	1	2
уже давно	2	1
когда мы	8	15
еще и	5	7
конечно в	2	1
вещь или	2	1
и поэтический	2	1
и от	1	9
часто и	2	1
сейчас мы	2	2
десятичных знаков	6	1
вещь но	1	2
имеется и	1	1
на который	1	1
иное как	2	4
себя не	1	2
а скорее	1	1
той же	1	1
прийти к	1	1
может иметь	2	3
предметов с	1	2
в начале	1	2
о самом	1	1
понятии символа	2	1
и больше	1	3
бы и	1	1
прочих структурно-семантических	1	1
и все	7	3
разлагается в	1	2
от всего	3	1
в смысловом	1	1
на этот	3	4
и заключается	2	1
ничего художественного	1	1
всякий знак	3	12
самого знака	2	1
и о	8	5
жизни и	1	6
еще только	1	1
но отнюдь	3	1
но когда	2	2
в них	7	1
как функцию	1	1
может стать	1	1
выше называли	1	1
и ни	4	3
если не	4	3
не делать	2	2
отнюдь не	10	10
действительности так	1	1
в том	9	21
именно эта	1	1
д все	1	1
или бесконечный	1	1
художественном образе	1	2
является ее	1	1
как они	2	1
к другой	1	2
от того	1	2
во всякой	2	1
и структура	1	1
к самому	1	2
идет речь	1	3
как мы	7	8
и искусства	4	2
результате этого	1	1
это требует	1	1
с удивлением	1	1
попало не	1	1
только тогда	1	2
пока еще	3	2
как его	2	1
в отношении	3	2
на нас	1	2
многих других	1	2
изображения и	1	1
есть не	6	5
в виде	15	6
настоящее время	3	2
символа но	2	1
является чем-то	1	3
здесь не	7	8
нас только	1	1
символа и	9	6
всякий символ	12	4
литературы чтобы	1	1
иным как	1	1
самой этой	1	2
вовсе еще	3	1
является здесь	1	2
сравнении с	1	2
смысл но	2	2
как он	4	1
символы которые	1	1
что здесь	3	5
и отличается	1	1
нет ничего	10	6
бы вполне	2	1
то он	2	2
для своей	1	1
слова мы	1	1
то это	1	10
символами но	1	1
или иного	2	3
поэтическим образом	2	1
и вполне	3	5
обо всем	1	1
или когда	2	1
от этого	1	1
его изображение	1	1
есть такая	2	1
действительно есть	2	1
определенным образом	3	2
уже во	1	2
уже в	3	3
в жизни	3	1
значит и	2	3
и никаких	1	1
особенно в	2	1
в истории	4	1
что подпадает	1	1
закон для	3	1
и потому	2	7
знак то	4	2
если всякий	3	1
осуществить при	1	1
которая делает	1	1
как на	1	2
но оно	1	3
здесь имеется	1	1
заставляет нас	2	2
из них	3	2
этом тоже	1	1
просто только	1	2
одного и	2	1
ее конструирования	2	1
не менее	19	10
вещи мы	1	1
еще не	9	5
на первом	1	1
он сам	2	4
же самое	9	9
но на	1	1
в конце	6	5
о каком	1	2
эта последняя	1	2
конечный или	1	1
тех или	3	5
контекста то	1	2
нужно сказать	3	1
и тогда	1	3
на какие	1	1
можно даже	1	1
чего же	1	1
таких случаях	2	2
идейную образность	1	3
что-нибудь иное	1	1
виде как	1	2
то даже	1	2
и на	8	1
предмета на	1	2
в уже	1	1
есть чисто	1	1
есть то	1	3
имела бы	1	1
понимает что	1	1
вообще не	2	1
для того	8	1
факт что	1	1
если они	1	1
символ обязательно	2	1
но чего	1	1
конечно и	1	1
в бесконечный	11	7
но вот	1	3
в самом	6	3
а то	1	3
мы еще	1	1
в то	6	9
никогда не	7	6
и модель	1	1
можно ли	5	4
ровно ничего	4	2
как оно	3	3
так же	9	5
знака может	1	1
без всякого	2	3
так что	6	12
другое что	1	2
нам представляется	1	2
не имеющих	2	1
ряд отдельных	2	2
не в	4	13
образ указывает	1	1
свои особые	1	1
ни для	1	2
есть в	5	3
ее порождающим	1	1
и во	3	2
на нее	1	1
она сама	1	1
раз и	9	4
как это	6	2
нами в	1	2
лишь в	1	1
же он	1	1
исходить из	1	1
просто в	2	1
таковы же	2	1
деле это	1	1
порождающей модели	1	2
с самой	1	3
одному тому	1	1
сама и	1	1
самое нужно	2	1
о них	1	1
и самого	1	1
для этого	3	6
первого взгляда	1	3
мы это	1	1
нет в	1	1
требует от	1	1
далеко не	5	1
искусства и	3	2
который ее	1	1
как бы	14	9
в процессе	1	2
из отдельных	1	2
он будет	2	2
о его	2	2
этой действительности	2	1
всей его	1	2
историк литературы	1	1
и почти	1	1
видно что	1	1
понятием символа	2	3
уже по	1	1
предмета так	1	1
он может	1	1
нашей собственной	1	1
поэтический образ	3	3
именно акт	1	1
только то	4	2
будто бы	1	3
является их	1	1
только тем	1	1
мы можем	4	6
отдельные точки	1	2
и молот	4	1
с указанием	1	1
символа которое	1	2
заговорили о	1	1
одновременно и	1	1
понимать их	1	1
что не	3	1
что эти	1	1
с большим	1	2
а не	15	18
этот вопрос	1	3
они вовсе	2	1
значит что	3	7
нас что	1	1
если мы	11	16
время как	1	4
подобного рода	5	3
одним из	1	1
и ее	8	3
если кто-нибудь	1	1
а наоборот	3	1
не нужным	1	1
вещи есть	31	2
здесь у	1	1
все необходимые	1	1
у духовенства	1	1
совсем другое	1	4
пор мы	2	1
более общее	1	1
в целях	2	1
он и	8	2
мы говорили	4	2
а может	2	2
он обозначает	2	1
с ее	1	2
и другое	2	1
он есть	4	2
что оно	3	2
и особенно	2	2
позитивной теории	2	1
при помощи	13	8
то естественно	1	1
структура но	3	1
это было	2	2
символ указывает	1	1
далее символ	1	1
чем мы	1	1
как то	1	1
тут не	1	1
является не	2	2
есть обязательно	6	4
если у	1	1
знак в	2	4
в аллегории	1	15
с собой	2	3
что же	9	8
на какую-нибудь	1	2
знаком но	1	1
знак а	2	1
образом но	1	1
новое и	1	1
имеет ничего	2	3
вопрос о	1	1
в которой	2	2
что ни	2	1
ничего не	10	3
говорили что	2	1
у пушкина	2	6
молот не	1	1
с художественным	1	1
что они	3	5
к символу	1	2
никакой возможности	1	1
по поводу	4	2
доходит до	1	2
только потому	3	2
зовет к	1	1
мы ее	1	1
тоже есть	3	4
но только	2	6
если читатель	1	1
к другим	1	1
что вовсе	1	1
ином но	1	1
теорию символа	1	1
или иной	5	8
и здесь	6	5
символы но	1	1
которое в	1	1
во втором	1	1
для нее	1	2
вещи со	1	1
являются только	2	3
всегда обладает	1	1
смысловом отношении	1	1
ничего символического	7	1
идейная образность	8	12
акте обозначения	2	1
при этом	6	4
того что	7	8
но уже	5	3
но что	2	2
этих предметов	1	1
что иное	2	4
в нее	1	1
в этих	3	2
ни к	1	3
только одной	2	2
сама по	4	8
указывают на	2	1
это символ	1	2
естественно что	2	1
их конкретности	1	1
итак символ	3	5
нечто такое	1	1
и вся	1	1
в предмете	3	1
в искусстве	3	4
как идею	1	1
нисколько не	3	2
входит в	4	1
то ни	1	6
что это	3	3
находятся в	1	3
а еще	1	2
и часто	2	1
с которым	1	1
его полной	1	1
как принципа	1	1
поэтического образа	1	2
каким другим	1	1
том и	1	1
или другое	1	1
в одну	1	1
или ее	1	1
знак и	1	3
чем иным	1	1
слова и	1	3
даже в	1	1
совершенно неверно	2	1
мы имеем	2	2
каждый раз	1	3
того и	1	1
таком случае	6	4
это понятие	1	2
общность не	1	1
символы и	1	1
самое примитивное	1	1
не принимать	1	1
связан с	1	1
так и	12	10
конкретном языке	1	1
вещи и	12	7
идея в	1	1
или другой	1	4
говорим что	3	1
только от	1	1
тем самым	4	5
но как	6	4
что тут	4	3
что действительность	1	1
бы то	1	4
что обычно	1	1
стал символом	1	1
же есть	1	2
если бы	4	3
что фактически	1	1
факт существования	1	1
из наблюдаемых	1	1
функция которая	1	1
а поскольку	1	1
нас в	2	4
как раз	13	8
очень трудно	2	1
символ здесь	2	1
что она	5	1
что если	2	1
о чем	6	2
самой действительностью	1	1
и что	9	7
вещи не	5	1
нас знаком	1	1
которое мы	1	5
структуру в	1	1
для чего	2	2
уже видели	1	1
и притом	4	4
иметь в	4	1
что все	3	2
вещи в	4	1
ведь есть	1	1
сказать что	13	16
то есть	33	34
вместе с	2	2
мифологический символ	1	1
ни его	5	1
и максимально	1	1
чем он	1	2
ничего и	1	1
в самой	3	2
является символом	4	3
символ вещи	36	1
однако не	3	1
а потому	2	1
именно символ	2	1
относится к	1	1
чтобы этот	1	1
находим в	1	3
то в	5	3
и его	3	5
вишневого сада	2	1
правда в	1	1
принцип конструирования	2	3
себе закон	1	1
об ее	1	2
его от	3	1
не на	3	1
но поэтическая	1	1
это есть	9	3
о символе	14	2
момента в	1	1
если угодно	1	2
о предмете	2	1
той или	5	12
собой разумеется	1	1
ведь этот	1	1
для обозначения	4	1
какой-нибудь другой	1	1
в равновесии	1	1
же мы	2	1
до бесконечности	1	1
от метафоры	1	4
есть некоторого	1	2
выражаясь чисто	1	1
более то	1	1
предмет в	1	1
общность и	1	1
и даже	11	14
и очень	2	3
и тем	13	9
во внимание	2	2
в античной	1	1
только в	7	19
тоже не	7	5
не символ	1	6
сразу же	2	2
не должны	3	1
после этого	4	1
символ в	7	5
выражении как	3	1
без момента	1	1
в зачаточной	1	1
литературы и	4	2
общее мы	1	1
как в	4	5
мы уже	5	4
или о	1	1
или жизни	1	1
тот символ	1	1
взятые сами	2	4
тем более	5	3
выводится из	1	1
как об	1	1
символ очень	1	1
же касается	3	4
только более	1	1
для получения	4	1
еще на	1	2
думать так	1	1
это могло	1	1
что всякий	4	9
есть и	3	2
случае не	3	3
содержит в	7	3
в их	4	2
общего и	1	1
то все	1	1
что бы	1	1
действительности когда	1	1
в себе	15	8
идея и	2	3
какие угодно	1	1
к тому	3	3
мы рассматривали	1	1
сказать и	3	1
художественное произведение	1	8
только как	1	1
само собой	2	2
своему содержанию	3	2
у гоголя	1	8
что никакой	1	2
первый план	1	2
обозначающего и	1	1
но даже	1	4
иначе он	1	1
выражает собою	1	1
которые мы	1	3
и является	7	4
с ним	3	7
заметим что	1	1
следовательно в	2	1
пушкина можно	1	1
это вполне	1	2
тому что	4	4
не возникало	1	1
только с	1	4
с самим	1	3
и вы	1	1
художественном произведении	1	3
является в	2	2
та или	1	3
порождающая модель	1	5
или может	2	1
не мешает	2	3
вплоть до	1	1
исследования мы	2	1
есть уже	1	3
художественный тип	1	1
конкретных вещей	1	1
родового понятия	2	3
теории символа	7	1
так или	2	1
то или	2	3
то менее	1	1
все такого	1	2
она является	2	1
знака прежде	1	1
потому что	16	25
друг друга	1	2
что для	2	3
идейно-образная сторона	1	1
только и	3	8
на том	4	1
и то	6	14
всех этих	7	2
xix и	2	1
все время	2	1
именно знаком	1	1
терминологическая путаница	1	1
действительности не	1	1
и начинает	1	1
не просто	23	23
все они	1	2
так как	11	9
виде ее	1	1
и всегда	2	2
только есть	1	1
образности но	1	1
которой мы	1	1
если символ	4	3
как будто	3	3
даже не	1	2
всего прочего	1	1
везде и	1	1
этого факта	1	1
не могут	2	1
или других	1	1
на свою	1	1
в известной	1	2
говорим о	2	3
что под	1	1
только ради	1	1
из себя	1	3
в реально-исторических	1	2
все указанные	1	1
определения и	1	1
и с	2	9
больше чем	2	1
и нераздельное	2	1
в него	2	1
это в	1	2
и всякий	1	1
во что	1	1
сам поэт	1	1
он уже	1	1
ее и	1	2
тут же	1	4
также и	11	16
самом акте	1	1
евгении онегине	1	1
предмет и	1	1
с другой	3	7
в художественном	1	3
самое время	4	4
дело не	1	2
о смысловом	1	1
в чем	3	4
было бы	8	8
здесь и	1	3
рода смысл	1	1
мы хорошо	1	1
тому или	1	1
ничего кроме	1	2
идти дальше	1	1
не очень	2	2
которые уже	1	2
у нас	14	10
к своему	1	1
именно в	4	2
себе но	3	1
мы не	2	7
по одному	1	1
от другой	1	2
составляющих его	4	1
и другого	1	1
но эти	1	1
быть в	1	2
и вовсе	4	4
говорить что	2	1
не хочет	3	1
гораздо более	2	5
получения родового	1	2
точно так	4	3
быть и	3	3
нечто целое	1	2
символом в	2	1
с аллегорией	2	3
тут перед	1	1
том как	2	2
от читателя	1	1
для себя	3	2
же как	2	3
очень много	3	3
обязательна и	1	1
все это	7	5
является как	1	1
не чем	1	1
в качестве	2	3
тоже являются	1	1
в стихотворении	1	2
мы будем	2	2
не так	1	3
то ясно	1	1
имеют никакого	1	2
знака когда	1	1
потому и	1	1
единое и	2	1
своей собственной	1	2
совершенно не	6	4
есть символ	14	11
этот термин	4	1
это же	1	3
нас не	2	5
созерцание которое	1	1
и если	6	6
нас еще	1	1
или не	3	1
данный герой	1	1
понимание символа	2	1
только что	2	2
в такой	1	1
бесконечным числом	2	1
образом в	1	1
нечто более	1	2
момент в	2	1
символа то	2	1
а ведь	1	3
уже никто	1	1
мы приведем	1	1
а это	2	3
вполне достаточно	1	1
что он	7	9
под символом	2	1
данном случае	8	7
не всерьез	1	2
которых мы	2	1
есть просто	1	2
понятию символа	1	1
символ как	3	4
не говорит	1	1
гораздо больше	2	2
первую очередь	1	3
это отражение	1	1
уже не	3	7
а является	1	2
самой действительности	3	1
его предмет	1	1
не считать	1	4
он в	2	2
известного рода	3	1
представление о	1	1
хотя бы	3	3
нее вовсе	1	1
символ с	3	1
видели выше	1	2
нас о	2	1
в настоящее	3	2
обозначаемого и	2	2
с другими	2	3
в семье	1	1
геометрический круг	1	1
несет с	2	1
пушкина и	1	3
как такового	2	1
многих из	1	1
есть ни	5	3
какой-то действительности	1	1
и художественным	1	3
большим трудом	1	1
в нашей	1	2
внимание на	1	1
быть символом	2	1
них не	1	1
нечто символическое	1	1
не представляет	1	1
этого и	1	1
мог бы	1	1
сам по	7	6
того же	3	2
хотя символ	1	1
основан на	1	1
к ней	1	1
что будет	2	1
в понятии	2	2
полное тождество	1	1
другое и	1	1
другого и	1	1
но все	3	3
имел в	2	1
указанием на	1	1
родовое понятие	9	2
отличать символ	1	1
его именно	3	1
при полной	1	1
должны сказать	2	5
который был	1	1
в связи	4	7
все дело	1	2
этих случаях	3	1
если нет	1	2
общего с	8	3
происходит только	1	1
из него	1	2
и к	1	6
символ а	1	2
от этих	1	1
самое понятие	1	1
в наших	1	2
находим тождество	1	1
как о	1	5
нас выше	2	2
глубоко и	1	1
то мы	1	1
символического в	3	1
за пределы	6	5
есть нечто	11	8
нас тем	1	1
хорошо знаем	1	1
бесконечного количества	1	2
не как	2	1
действительности и	5	1
в каком	3	4
есть по	4	1
разграничить символ	1	1
никак не	4	9
должна быть	1	1
а главное	1	1
являясь их	1	1
нами символ	1	1
понимать как	2	3
является только	1	5
как иначе	1	4
себе она	1	1
ни в	7	8
необходимо сказать	2	3
что в	12	8
что их	2	2
в своей	8	5
не указывает	1	3
но если	2	6
в основе	1	2
вещей или	3	1
отдельных единичностей	2	1
обратить внимание	3	1
такое знак	1	2
есть самая	1	1
другое то	1	1
которыми мы	1	1
в буквальном	3	2
всю бесконечность	1	2
модель и	1	1
или менее	3	1
указать на	1	1
бы мы	3	2
бы они	1	1
что на	1	1
мы установили	1	1
не как-нибудь	1	1
нам хотелось	1	1
только не	3	1
не то	2	2
сознания с	2	1
нечто иное	2	2
не может	8	7
нечто другое	2	1
мы видели	1	2
но который	1	1
того или	2	6
такого рода	7	6
все прочие	2	1
образ и	1	3
мы ровно	1	1
для знака	5	1
которое не	1	1
термин символизм	1	1
не существует	6	1
разного рода	6	2
только самый	1	1
о том	11	6
и начала	2	1
серп и	4	1
самое большее	1	1
в виду	6	10
самой же	2	1
это именно	1	1
на то	8	3
символом а	1	3
мы и	4	2
от всякой	1	1
но его	1	1
может быть	14	28
и можно	1	2
разница между	2	1
существенное разъяснение	1	1
она не	2	3
дела и	1	1
была бы	1	1
с тем	5	5
который в	1	2
школьных учебниках	1	1
типа и	1	2
попросту говоря	1	3
во многих	2	1
определенному закону	1	1
с метафорой	1	3
значение не	2	1
для них	2	2
художественный образ	9	9
и других	1	1
и всеми	1	1
значения для	1	1
тоже символы	1	1
и обозначающего	2	1
в таком	9	5
сколько угодно	3	4
символа вообще	1	1
анализа в	1	1
не будем	2	2
не было	4	5
но ведь	3	1
того чтобы	9	1
и при	2	2
в этой	10	3
же символ	2	1
всяком случае	3	6
самим собою	1	1
от нас	3	2
во всяком	7	9
и вообще	4	8
иное чем	1	1
вместе со	1	1
если же	1	3
есть своя	1	1
а вовсе	1	2
не только	17	14
нами не	1	1
он не	3	8
что даже	1	4
начала и	1	1
можно сколько	1	1
у человека	1	2
тем же	1	2
в пределах	1	1
самой вещью	2	1
нас и	1	2
символ не	1	9
хорошо что	1	1
совсем иное	2	1
логически мы	1	1
утверждать что	1	1
и символ	3	5
бы не	1	1
нераздельное целое	1	2
много и	1	2
и для	4	2
мы в	3	4
знак мы	1	1
действительность но	1	1
акта обозначения	1	2
и художественный	1	1
в душе	1	1
и идейная	1	1
по себе	15	25
понятие символа	17	3
даже и	8	16
в условиях	1	3
к той	1	1
его форме	1	1
а в	4	5
и обозначаемого	3	2
одним и	1	1
всех тех	1	1
это повторяем	2	2
скажем несколько	1	1
но с	1	2
о реалистическом	1	1
не имеют	5	4
от него	1	2
имеют ничего	4	1
с которыми	4	2
в одно	4	1
родовое обобщение	1	1
нужно считать	1	1
но еще	2	1
не имеется	1	1
для нашего	2	1
древних греков	1	1
что идейная	1	1
для такого	2	1
является моделью	1	2
никакого отношения	1	4
самой вещи	2	4
в конкретном	2	1
образности вещи	1	1
есть тот	2	1
чтобы она	1	1
и только	4	6
и образа	2	1
это будет	1	4
хотя в	3	1
но взятая	1	1
определения символа	3	1
есть закон	1	1
для всех	1	1
символом он	1	1
точного определения	1	1
мы должны	5	7
в которых	3	3
и движется	1	1
мы выше	4	4
являются здесь	1	1
и до	2	2
бесконечным рядом	1	1
чисто художественный	1	1
в таких	2	3
есть принцип	2	2
искусстве или	1	1
он остается	1	1
смысле слова	7	8
в школьных	1	1
здесь только	2	7
и литературы	1	1
они являются	1	1
образом и	2	2
и как	6	3
иной раз	1	3
именно к	1	1
целый десяток	1	1
что такое	6	3
из всех	1	1
об его	3	4
ни об	1	3
уже перестанет	1	1
точки зрения	3	5
самой настоящей	2	2
в теории	3	1
знак но	3	2
но и	9	10
в ее	3	4
содержащий в	1	1
до сих	3	2
начала xx	2	2
остается в	1	1
нем обязательно	1	1
том чтобы	1	1
но именно	3	2
или как	3	3
себя в	1	2
быть даже	2	3
и свое	1	1
только для	3	1
на самом	6	7
перестанет быть	2	1
общее которое	1	1
i в	1	1
говорить о	6	3
крайней мере	2	5
обозначены и	1	1
в этом	19	17
имеет дело	1	1
нем тоже	1	1
от которых	1	1
почему же	1	1
понятия знака	2	2
что мы	13	8
принцип бесконечного	1	1
мы ни	1	2
между собою	7	2
он говорит	1	1
такое общее	1	2
предмет хотя	1	1
до какого-то	1	1
конца то	1	1
оказывается что	2	1
отграничение символа	1	2
из этих	2	1
в языке	1	1
та общность	1	1
ведь не	1	2
момент который	1	1
и смерть	1	1
символ именно	1	1
требует для	1	1
делает его	2	1
смысл вещи	3	3
нам в	1	1
в символизме	1	1
символа символ	2	1
заключается в	1	4
тот момент	1	1
но поскольку	1	1
только на	4	5
специфическую структуру	1	1
или иному	1	1
которые не	3	1
здесь нами	1	1
начиная с	1	1
не нужно	3	1
термина символ	2	2
есть порождающая	1	2
ту или	1	1
и само	1	1
этих образов	1	2
мы делаем	1	1
символ мы	1	2
мы начинаем	1	3
можно сказать	5	6
символ тоже	1	1
бесконечное количество	4	8
говоря в	1	1
в нем	13	9
во время	1	1
предмет а	1	2
во всех	7	2
или иначе	2	1
идею которая	1	1
в дальнейшем	4	1
конструирования и	1	1
просто сам	2	1
или по	1	4
зеленый цвет	1	2
к каким	1	1
мы возьмем	2	3
между прочим	2	2
художественного произведения	1	14
никак нельзя	3	2
для возникновения	1	1
как нечто	8	9
в вечном	1	1
образность в	2	2
или в	4	4
учение о	3	1
символа мы	7	2
и сам	1	5
идеи и	1	3
художественность в	1	1
конце концов	4	3
порождающим принципом	1	1
а именно	12	8
общности и	1	1
от той	1	1
или иных	2	4
том что	12	12
видели что	1	1
тождество не	1	1
указания на	1	3
случае мы	1	1
о котором	1	1
однако и	3	1
что общность	1	1
чем же	2	4
и ничего	2	1
и следовательно	3	2
вот в	2	1
определенного рода	2	5
в алгебре	1	1
его общность	1	1
наблюдаемых нами	2	1
структурно-семантических категорий	1	2
однако это	3	2
ни на	4	3
как специфическую	1	1
всегда есть	6	2
оно не	3	1
указание на	4	1
не требует	1	1
а также	4	4
однако он	1	1
чего нет	1	1
от одной	1	1
оно есть	1	1
меньше всего	2	1
без всякой	2	1
тип и	1	2
не обязательна	2	1
переходит в	1	2
