3gram	Vygotskiy_Psychologia_partition_part2_wordlist_3gram	Vygotskiy_Psychologia_partition_part5_wordlist_3gram
что тот же	1	1
действующих лиц и	1	2
по себе как	1	1
в процессе творчества	1	1
привело к тому	1	1
с и когда	1	1
с достаточной ясностью	1	1
как только мы	1	2
выводах к которым	1	1
на всем протяжении	1	1
мы находим в	1	1
формы и содержания	1	1
том что он	1	3
благодаря тому что	1	1
же точно как	2	3
дело с двумя	1	1
т д мы	1	1
до тех пор	2	1
в данном случае	2	4
во внимание что	1	1
к другому и	1	1
наподобие того как	1	1
в основе своей	1	1
он говорит что	2	1
том виде как	1	2
но так как	1	2
он должен был	2	1
можно сказать что	2	1
совершенно верно что	3	1
с одной стороны	12	1
в противоречие с	1	1
если же мы	1	2
показать что если	1	1
и тот же	1	1
мы увидим что	6	1
вместо того чтобы	1	1
тот же прием	1	1
все же не	1	1
в этом отношении	3	5
евгения онегина это	1	1
и как он	1	1
что в то	1	1
что он просто	1	1
согласны в том	1	1
принять во внимание	2	1
только потому что	1	2
и на искусство	1	1
только в очень	1	1
на целый ряд	1	1
мы знаем что	2	4
того или иного	1	2
все время с	1	1
противоположный тому который	2	1
в силу того	1	1
он никогда не	1	1
зависимости от того	2	1
если бы на	1	1
и той же	2	4
с самого начала	3	1
как раз наоборот	1	1
и что именно	2	1
в том виде	1	3
в самом деле	5	11
потому что он	2	1
точно как в	1	1
в произведении искусства	1	1
с тем что	3	3
по себе не	2	1
до сих пор	5	5
на деле и	1	1
едва ли не	1	1
что если мы	1	1
ничего общего с	1	1
не только совершенно	1	1
показать что те	1	1
том что в	1	2
виде как она	1	1
с точки зрения	2	10
раз обратным образом	1	1
то или иное	1	1
содержания и что	1	1
но совершенно ясно	1	2
выходит так что	1	1
и за основу	1	1
психологии искусства но	1	1
бы если бы	1	1
в этом смысле	1	1
чтобы заметить что	1	1
сам собой напрашивается	1	2
а как раз	1	1
этом отношении совершенно	1	1
после того как	1	1
и в самом	2	4
указывали на то	1	1
один и тот	1	1
в сущности говоря	8	4
те или иные	1	1
слова в стихе	1	1
он может быть	1	1
что он не	1	2
мы никогда не	2	1
как будто бы	1	1
с так же	2	1
на этот вопрос	3	2
это может служить	1	1
ясно что в	2	1
каким образом через	1	1
при таком понимании	1	2
все время как	1	1
в прямо противоположном	1	1
не в состоянии	3	1
онегина и татьяны	3	1
один из самых	1	1
развитие действия и	1	1
тоже исходит из	1	1
мы имеем совершенно	1	1
том и заключается	2	2
в конце концов	2	3
то же самое	3	6
приемом искусства является	1	1
то время как	1	2
по самому существу	1	1
и что в	3	2
на деле мы	1	1
одно и то	3	1
совершенно ясно что	5	6
искусства и его	1	2
басня новелла трагедия	1	1
по этому поводу	4	1
потому что все	2	2
и таким образом	2	2
художественного произведения и	1	1
указывает на то	2	2
и это очень	1	1
с этой точки	1	1
не может быть	2	8
как если бы	1	1
как раз обратным	1	1
указанием на то	1	1
ссылается на то	1	1
и заключается что	1	1
если мы станем	2	1
что в этой	1	2
само по себе	2	3
в том случае	1	4
следующим образом если	1	1
и мы знаем	1	1
сами по себе	2	3
того чтобы показать	1	2
с тем как	1	1
состоит в том	2	2
в ее состав	1	1
искусства является прием	1	1
тех пор пока	2	1
примем во внимание	1	1
это на примере	1	1
и т д	3	2
потому что она	1	2
мы видим что	3	2
только на отдельных	1	1
с той же	1	1
не то что	1	1
как раз противоположный	1	1
заключается в том	6	10
и в том	1	2
они утверждают что	1	1
имеем дело с	1	1
если бы в	1	1
и что все	1	1
который говорил что	1	1
заключает в себе	4	2
это совершенно верно	1	1
а с другой	4	1
потому что если	1	1
возбуждает в нас	2	1
только то что	1	1
надо сказать что	1	2
в басне и	1	1
что в основе	1	4
