2gram	Potebnia_Myslijsyk_partition_part4_wordlist_2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram
со словом	1	3
мы тем	2	1
этих двух	1	1
не производит	1	1
этом случае	1	5
что она	3	2
бы и	1	5
не знаем	2	2
в той	1	4
обратить внимание	1	2
что если	6	6
которая нам	1	1
себе в	3	3
внешней природы	1	6
и что	4	7
этом мы	1	2
не противоречит	2	1
в применении	1	1
к языку	4	1
и все	3	4
же мало	1	1
препятствий что	1	1
мы говорим	3	7
точкою для	1	1
никто не	1	2
другим не	1	1
связью между	2	1
много признаков	1	1
нам кажется	4	2
нашей мысли	8	3
слова так	2	1
в зародыше	1	2
не без	1	1
мы только	1	1
что на	3	2
согласие в	1	1
и о	1	4
жизни и	1	1
и созданием	1	1
но когда	1	1
членов сравнения	3	1
тем совершеннее	1	1
к человеку	1	1
после того	2	2
и притом	3	2
слово может	1	1
в них	5	3
только не	1	3
или нет	3	1
на одном	1	1
но тем	3	2
может стать	2	1
на деле	3	2
не есть	6	9
что все	2	4
те же	3	3
нем воспоминание	1	1
между этими	1	1
не то	2	5
и так	1	3
не может	12	11
между новым	1	1
начинается то	1	1
могут быть	8	7
и за	1	1
если не	4	1
знак символ	1	1
там где	4	3
можно убедиться	1	1
сказать что	2	8
мы видели	1	1
состоит не	2	1
то есть	30	34
ко всем	2	3
в значении	1	3
языка или	1	1
не могло	1	1
упомянули что	1	1
вместе с	11	6
виде в	1	2
каждое по-своему	1	1
слова но	2	1
сознания и	1	1
понимания слова	1	1
б которое	1	1
в понимающем	1	1
по тому	1	2
достигает до	1	1
его содержание	2	2
мысли от	1	2
по-видимому не	1	2
человек например	1	1
в том	18	23
относятся к	1	2
и первоначально	1	1
по качеству	1	1
в его	2	5
значения в	1	1
ли мы	2	1
процессов в	1	1
в нас	3	3
этот образ	1	2
мысль о	7	6
для говорящего	2	3
мы бы	2	2
и может	3	4
ряду других	1	3
народной поэзии	1	7
с нею	2	3
как при	3	1
переносном смысле	1	2
новых восприятий	2	2
от того	5	4
о том	5	8
между тем	6	9
для сознания	2	1
отношение к	1	2
чувство может	1	1
и понимание	1	1
что первоначально	1	1
с большею	1	1
его не	3	1
не заключает	2	1
на вопрос	3	4
их связь	1	1
я вижу	1	2
на то	5	7
вспомнить что	1	1
мыслью и	1	1
без которой	2	1
можем заметить	1	1
к самому	1	1
в самой	3	2
большинстве случаев	1	2
есть только	6	5
понятие о	1	1
что между	1	3
впечатления зрения	3	1
должны быть	4	3
мы и	1	2
и наоборот	5	1
без которого	1	2
быть не	3	2
не все	2	1
главным образом	4	1
а потому	5	1
как мы	1	2
однако не	1	1
его место	1	1
прийти на	1	1
по мере	5	7
относится к	3	1
заключает в	4	8
известно что	1	6
может быть	23	26
наше миросозерцание	1	1
то в	1	3
и его	2	2
что значит	1	2
разница между	2	1
не можем	6	5
мысли но	2	4
и поэзии	1	3
steinthal с	2	1
останавливаясь на	1	1
его мысль	1	1
количество признаков	1	3
слова причем	1	1
чувственный образ	1	11
служит только	1	1
не приводит	1	1
что как	1	4
например слово	1	1
только тогда	3	5
тем самым	4	4
были бы	1	1
давно уже	1	3
деятельность мысли	1	1
многих других	1	1
знать что	2	1
и животным	1	1
есть непосредственное	1	1
вовсе не	9	7
тогда не	1	1
можно назвать	2	2
есть не	5	4
была бы	1	1
человека а	1	2
к ним	1	2
про себя	1	1
этому в	1	1
себе звуки	1	1
согласных с	1	1
пока не	1	2
с тем	4	7
такой степени	1	6
это есть	1	3
что чувственный	1	3
сравнения tertium	1	1
только один	4	1
в строении	1	1
том смысле	4	2
сознания не	1	1
другому в	1	1
согласно с	3	1
наблюдений над	1	1
бы прийти	1	1
мысли с	1	1
и музыка	1	1
во многих	3	2
я от	1	1
невозможно и	2	1
бы в	2	2
понимание было	1	1
вслед за	3	1
своей мысли	1	1
внешняя форма	3	3
и проч	10	18
можем сказать	1	2
отличие от	1	1
его к	1	2
для обозначения	2	1
и прежде	1	2
света и	2	2
тот же	5	2
странным что	1	1
и самое	1	1
могло быть	1	1
что нет	2	1
и других	2	3
а вместе	4	1
сравнении с	2	1
со стороны	3	3
состоит из	1	1
на мысль	3	4
тем как	2	2
восприятия но	1	1
перед собою	2	2
не производят	1	1
одно из	3	1
изменения в	1	1
в глазах	1	2
та и	1	1
в таком	4	4
почти то	1	1
несомненно что	1	1
сознании как	1	1
есть первоначально	1	1
что здесь	1	1
да рядом	1	1
вместе и	5	2
менее в	1	1
не встречает	1	1
звуком то	1	1
с которой	1	1
предмет в	1	1
помнить что	3	1
самое образование	1	1
от их	4	1
другая сторона	1	2
т п	3	4
слова человек	1	1
относительно поздно	1	1
значение слова	1	5
не во	2	1
человек должен	1	1
же например	1	1
не было	6	12
содержание мысли	1	1
как предмет	1	1
следует сказать	1	2
с ясным	1	4
и тем	3	4
того чтобы	2	4
во внимание	1	1
и при	3	2
то это	3	8
в своих	1	2
только в	11	15
лучше сказать	1	1
что то	1	3
с ними	3	3
я прежде	1	2
другой стороны	2	1
так сказать	4	5
так бывает	1	1
каждого слова	1	1
звуке и	1	1
из тех	1	2
к первой	2	1
усилиями многих	1	1
из подобных	1	1
само по	2	5
язык представляет	1	1
мы их	1	1
то и	9	4
другой язык	1	1
все то	1	1
всяком случае	7	3
его с	2	1
в единстве	1	1
чтобы понять	1	2
и затем	2	1
том случае	1	3
например как	1	1
им самим	1	1
и какое	1	1
есть образ	1	1
и вполне	1	2
оно и	1	1
понимание в	1	1
и легко	1	1
как язык	1	1
но для	1	1
от нас	1	1
как в	10	7
что например	2	3
во всяком	7	5
с образом	1	1
языка которое	1	1
что у	2	3
слово как	2	1
и не	19	18
что язык	2	7
и та	1	4
мы уже	1	3
выше мы	1	2
но вместе	2	1
апперцепция есть	1	1
животного что	1	1
таким образом	11	24
тем более	1	5
между такими	1	1
в связь	1	1
и вообще	3	2
что чем	1	2
внешней форме	1	1
в санскрите	1	2
есть представление	1	2
представления в	1	4
тогда когда	10	8
сходства между	2	1
тем что	7	10
свойства первобытных	1	1
же касается	1	1
например и	1	1
уже в	5	5
для самого	4	2
такое же	2	2
то куда	1	1
что сознание	2	1
не только	15	10
объяснить почему	1	1
его частей	1	1
судя по	5	2
он не	1	2
смысле этого	3	1
раз как	1	2
в человеке	4	1
в самых	1	1
все эти	2	3
дает нам	1	1
сходства с	1	1
у человека	2	1
явления в	1	1
в истории	1	4
образом можно	1	1
производят в	1	1
только человеку	1	1
множество признаков	1	1
значительной степени	1	2
тем же	3	1
рядом с	3	1
есть и	1	2
и потому	2	10
слова в	5	3
в их	1	1
с самого	2	1
этим последним	1	4
было в	2	3
т д	3	3
единственно потому	1	1
не были	1	2
в себе	10	14
и того	6	1
между ними	2	4
в пространстве	2	1
вряд ли	3	1
как на	3	1
более сложные	1	1
в словах	3	1
к тому	1	3
мысли если	1	1
есть следовательно	1	1
совокупностью признаков	1	1
на себе	1	3
слова теперь	1	1
таким же	1	5
исходною точкою	1	1
заставляет нас	1	1
в эту	3	1
поэтическое произведение	1	1
человека на	1	1
перед нами	1	1
одной стороны	3	1
только как	6	4
бы не	5	3
звука и	10	1
из них	5	1
мысли в	3	2
считаем нужным	1	1
и для	3	2
не более	1	1
на нашу	1	1
времени в	1	1
это только	1	1
что только	2	2
быть может	7	4
от сознания	2	1
для человека	1	4
мы в	3	3
в сравнении	2	4
сами по	7	2
на память	2	1
до степени	1	1
но даже	3	2
вообще и	2	3
оно связано	1	1
что так	1	2
и вместе	4	3
из виду	1	2
или только	1	1
руку к	1	1
всех остальных	1	4
одного и	6	1
в душе	23	1
которые мы	3	2
по себе	15	11
не потому	1	1
даже и	2	3
не менее	5	5
еще не	4	3
перейти к	1	1
с ним	5	5
так в	4	3
себе содержание	1	1
заметим что	1	3
самое слово	1	4
правда мы	1	1
но на	2	1
слова как	1	1
эти звуки	2	1
образом мы	2	3
именно того	1	1
представление исчезает	1	1
на все	3	1
имеем в	1	1
в данное	2	1
других вполне	1	1
в звуке	10	1
а в	8	5
тому что	2	2
наблюдения над	1	1
каждом шагу	1	1
и чувство	1	1
убедиться что	1	1
и более	1	4
только с	1	1
в каждом	2	3
человеческого развития	1	2
и тогда	3	1
с одним	1	1
до такой	1	5
со звуками	2	1
на которую	1	1
и язык	1	1
на них	1	1
как ни	1	2
потому только	1	1
но заключает	1	1
не исключительно	1	1
дело в	1	1
этот способ	1	1
с первого	2	1
что человек	1	3
ни был	2	3
в нашем	2	2
настолько насколько	3	1
с этою	2	1
но с	1	1
и без	1	2
с человеком	1	1
и восприятие	1	1
следовательно два	1	1
и на	8	3
теми же	1	2
бы на	1	1
которые в	1	1
от друга	1	1
все члены	1	1
к другу	1	1
душевной жизни	7	3
есть уже	1	4
от него	4	2
возможно только	1	3
по крайней	5	5
в одно	8	1
же следует	1	1
наших глазах	1	1
живым и	1	1
что одно	1	1
в ряд	1	2
понять что	1	1
состоянии дать	1	1
стало быть	4	8
не имели	1	2
таким путем	4	1
для того	5	6
состоянии были	1	1
языке и	1	4
как и	7	14
и чем	1	2
тому как	4	2
но еще	1	1
или что	2	2
потому что	49	33
общим признаком	1	1
представлений и	3	2
друг друга	2	2
что с	2	1
на котором	1	4
представляем себе	1	1
не замечается	1	1
говорим например	1	1
чувственных восприятий	3	2
двух мысленных	1	1
в самом	4	3
одно целое	4	1
внутренняя форма	4	2
на том	1	2
это последнее	4	4
же время	2	3
например что	2	2
тогда как	10	4
внешними предметами	1	1
смысле что	1	1
в то	6	4
придать значение	1	1
по отношению	2	10
никогда не	4	3
легко заметить	1	1
и то	3	5
внимание на	2	5
с себя	1	1
только содержание	1	1
что есть	2	3
мысль представление	2	1
своих слов	1	1
и в	24	23
новое восприятие	4	2
как оно	2	2
так же	2	4
без всякого	1	1
так что	10	5
предполагают уже	1	1
есть объясняет	1	1
к сознанию	1	2
так как	10	14
и только	6	3
но не	12	1
звуков есть	1	1
говорящего и	1	2
вообще при	1	1
доказать что	1	1
приблизительно так	3	1
не в	13	11
мы произносим	2	1
кроме этого	2	1
если оно	1	2
как скоро	1	3
для нас	31	14
способности к	1	1
слово только	1	1
развивается только	1	2
по мнению	1	1
колебаться в	1	1
есть в	2	5
последнее имеет	2	1
на этом	2	1
мы должны	2	2
не была	1	1
воспоминание его	1	1
а между	4	4
и во	3	1
ход мысли	1	1
в которых	1	3
в наше	1	1
оба эти	2	1
не могут	7	2
бы он	1	1
почти совершенно	1	1
представить себе	1	2
как с	1	1
формы мысли	1	1
вопрос что	1	2
и до	1	3
на нее	1	3
действие на	1	1
прибавить что	2	1
думать что	3	4
как она	1	2
в известной	1	1
говорим о	1	1
мы представляем	2	1
значением слова	2	1
в таких	1	2
что слова	1	1
как это	2	1
из себя	2	2
звук по	1	1
отношении к	2	1
с этим	7	7
лишь в	1	3
существовало в	1	1
слове и	1	1
от своего	1	1
быть названо	2	4
языка и	3	3
и с	1	4
восприятия и	2	1
причина почему	1	1
на чувства	1	1
в сознание	10	2
мысли посредством	1	1
но это	3	3
с созданием	1	1
предшествующее а	1	1
в мысли	5	3
происходит это	1	1
слова есть	5	1
здесь образ	1	2
в природе	5	1
душевных явлений	1	1
под влиянием	8	1
все признаки	3	1
от мысли	1	2
весь процесс	1	1
друг другу	1	1
что нельзя	1	1
что слово	2	10
его действие	1	2
полагает что	3	1
человек не	1	2
ее в	1	1
языка может	1	1
же в	5	1
в ряду	6	6
значение то	1	2
мнения что	1	1
самое нужно	1	2
конечно не	1	2
членораздельного звука	1	3
можем предположить	1	1
есть создание	1	1
мысли которая	1	2
здесь только	1	1
чужого языка	1	1
нас по	1	1
к таким	2	1
это не	3	7
отношений между	3	2
именно на	1	2
бы невозможно	5	1
слово в	1	4
предмет и	1	1
эта мысль	1	2
с другой	6	2
и др	1	2
а если	1	2
что прежде	1	2
и как	6	2
объективное и	1	1
не сами	1	1
этимологическое значение	1	1
которую мы	1	1
бы ни	5	2
должно быть	2	5
и совершенно	1	1
но он	2	1
далеко не	3	1
из коих	1	2
того как	7	6
было бы	13	8
в чем	7	1
этого последнего	3	2
прибавляет нечто	1	1
что такое	2	7
как бы	9	5
звук может	1	1
бы быть	3	1
в процессе	1	3
какой бы	1	1
быть названы	1	2
тождественно с	2	1
ее начала	1	1
открывает нам	1	1
чувственным образом	1	1
в первой	1	1
очевидно что	3	7
к развитию	1	1
внешние явления	1	1
дело с	1	1
вне себя	2	1
прежде всего	7	1
если так	1	2
указывает на	2	2
их не	1	1
природы но	1	1
степени как	1	1
не служат	1	1
а с	2	1
один признак	1	2
в переносном	1	3
ничего кроме	1	1
или быть	1	1
касается до	2	1
по которому	1	3
противоречило бы	1	1
уже по	1	2
человека с	1	1
у нас	2	2
но и	9	11
к своему	1	1
слове есть	1	1
впечатление в	2	1
при котором	1	1
же что	3	2
чувственным восприятием	1	2
первое и	1	1
именно в	1	3
эти слова	1	1
он может	1	1
в ее	1	2
до сих	4	4
приходим к	1	1
духа и	1	2
на образование	2	1
том чтобы	1	1
в большинстве	1	2
мы не	11	8
с известным	2	2
чем в	1	2
языка язык	1	2
к нам	2	1
для эстетического	1	1
или как	1	1
на значении	1	1
и форма	1	1
до тех	1	6
этом следует	1	1
стремится к	1	2
например с	2	2
мысль что	1	3
так можно	1	1
во всем	2	1
влияния на	2	1
членораздельный звук	9	3
при исследовании	1	1
в образовании	2	1
только для	5	2
образом если	1	1
превращаются в	1	1
не видим	1	1
при понимании	1	1
на самом	2	3
что происходит	1	2
них это	1	1
можно объяснить	1	1
быть в	1	1
полной определенности	1	1
но эта	1	2
без него	1	2
и человека	1	1
время когда	1	2
lazarus т	1	2
перестает быть	2	1
есть именно	1	1
с течением	1	2
что не	5	6
во второй	1	1
наоборот в	1	1
за собою	2	2
если это	2	1
а не	18	12
одно слово	1	5
переход от	1	3
тех пор	1	6
субъективно то	1	1
с одной	4	1
крайней мере	5	5
все что	3	2
и другой	1	1
в этом	8	23
согласиться что	1	1
что пока	1	1
от внешних	1	1
со звуком	2	1
если мы	3	2
превращается в	2	2
один и	1	5
мысли поэтому	1	1
языку и	1	2
себе только	1	1
образ стола	1	1
об этом	1	2
природе то	1	1
точно так	9	2
именно так	1	1
слово с	2	6
если вместо	1	1
поэзии как	1	1
одним из	1	1
предполагает уже	1	1
ними в	1	1
что мы	11	10
в говорящем	1	2
но самое	1	2
том как	3	1
видно и	1	1
между собою	7	4
и одно	1	1
которое предполагает	1	2
прямом отношении	1	1
также что	2	1
в немногих	1	1
себе никаких	1	1
дальше и	1	1
другу и	1	1
определенности и	2	1
образования слова	2	1
до того	1	3
которые могут	4	1
языка без	1	1
что хотя	4	3
пить и	2	1
что новые	1	1
из этих	4	2
есть пить	1	1
в языке	3	16
значение для	1	1
такое чего	1	1
известной степени	1	3
совсем другое	1	1
этого слова	6	7
слово стол	1	1
например когда	1	1
мы называем	3	1
все это	2	5
состоит в	2	2
же раз	1	1
мысль мы	1	1
мере того	4	4
различия в	1	1
но слово	1	1
нашею мыслью	1	1
в сознании	23	4
слова а	3	1
подобным образом	3	1
и есть	2	3
самом деле	2	3
находится в	3	5
иначе и	1	1
невозможно но	2	1
могли бы	2	4
другую причину	1	1
их в	2	3
для животного	1	1
мысли и	1	7
это восприятие	2	1
есть стремление	1	1
что я	1	11
с нами	2	1
степенях развития	1	1
хотя и	3	5
не так	3	2
из причин	1	1
в ребенке	4	2
что может	2	2
но конечно	1	1
нас там	1	1
и другое	4	2
время и	2	1
деле в	1	1
только на	1	4
слова например	1	2
тела и	1	2
он есть	1	1
заключается в	1	1
например в	3	3
humboldt т	10	1
то не	3	1
то же	12	14
любви к	1	1
это опять	1	1
бы для	1	1
представлений есть	1	1
будет понятно	1	2
собою и	2	2
при помощи	1	3
бы возможно	1	1
частью сами	1	1
ей не	1	1
мы можем	12	10
это было	2	2
могло бы	1	1
есть всегда	1	3
есть средство	1	4
т с	18	6
случае если	1	1
нельзя сказать	1	3
его на	2	1
значению слова	1	1
в обширном	1	1
о человеке	1	3
на следующее	1	1
по направлению	2	1
образа как	1	1
не будет	1	3
которые не	3	2
представим себе	1	1
я сказал	1	1
мы при	1	1
значение и	2	2
на другие	6	1
это так	1	1
начиная с	1	1
может вовсе	1	1
форма в	1	1
первого раза	2	1
вопрос на	1	1
можно считать	1	2
говорящего не	1	2
и если	4	3
из нее	1	2
или не	5	1
то она	1	1
эту минуту	3	1
человека и	3	3
содержания а	1	1
чувственное восприятие	1	1
убедить что	1	1
что же	1	5
в себя	2	1
в такой	1	1
убеждение что	1	2
или лучше	1	2
различные степени	1	1
только что	3	3
слова с	1	3
как мысль	2	2
представлений lazarus	1	1
и быть	1	2
производит новое	1	1
или меньшую	1	1
вопрос почему	1	2
и их	5	3
мы видим	2	2
с прежним	4	1
столь же	5	2
ее от	1	1
если она	1	1
можем потому	1	1
предшествующих и	1	1
образом в	4	5
но мы	3	2
вопрос о	2	2
внутренней формы	2	10
и еще	1	1
в которой	5	6
сомнения не	1	1
не всегда	1	3
одной и	2	1
к нему	1	5
можно думать	2	2
в каждое	1	1
но при	1	1
можно сказать	1	4
что ни	2	1
ничего не	1	1
порядок и	1	1
а это	2	1
же выйдет	1	1
что он	4	4
и каждому	1	1
не идет	1	1
в течение	1	2
что по	1	2
сказать почему	1	1
и тот	2	3
одном из	4	2
нечто общее	3	1
в прямом	1	1
очень сложное	1	1
в нем	9	7
во время	4	2
в других	4	2
заметить что	6	6
во всех	7	1
слагаются в	2	1
не говорит	1	1
никакой возможности	1	1
связанное с	1	1
вне языка	1	1
по поводу	6	4
себе как	1	1
допустим что	2	5
только потому	2	4
замечаем что	1	1
бы самым	1	1
что и	11	7
один из	2	2
в действительности	2	3
уже не	4	3
и поэтому	2	1
это к	1	1
в обществе	2	2
новое впечатление	1	1
есть одна	1	2
чувственных данных	1	1
с точки	1	3
то тем	1	1
это слово	1	4
быть только	2	1
и объясняется	1	1
к другим	3	2
звуки и	2	1
но так	1	2
бы новые	1	2
человек и	1	1
он в	1	1
к этим	1	1
было для	2	1
скоро мы	1	1
оно относится	1	1
между прочим	4	3
теперь следует	1	1
том же	1	2
на предмет	2	1
подобных случаях	1	1
предметов и	1	1
такое значение	1	1
хотя бы	2	4
имел бы	1	1
в с	1	1
от степени	1	1
всем языкам	1	1
с какою	1	1
от представления	1	2
минуту находится	1	1
мысли что	1	2
этой последней	2	1
чувственные восприятия	4	1
и здесь	2	2
которое в	1	3
стройною системою	1	1
в ком	1	1
каждом языке	1	1
этого образа	1	1
как нечто	1	1
проч и	1	3
как выражение	1	1
с другими	5	4
о различии	1	1
или в	2	1
самого начала	2	2
и по	2	3
во втором	1	1
самую мысль	1	1
но в	4	8
человека в	3	2
для нее	2	1
не имеет	6	5
имеет для	3	5
оно должно	3	1
сих пор	4	4
и сам	1	1
если и	2	2
столько же	1	1
от одного	3	3
тем не	6	4
но говорит	1	1
из языка	1	1
при некотором	1	1
а именно	1	4
актов мысли	2	1
разница в	1	1
то оно	1	1
при этом	13	15
того что	7	14
в нашей	2	1
сравнения но	1	1
том что	8	12
есть отношение	1	1
бы было	1	1
но что	2	2
у него	2	1
а тем	1	1
в ней	3	2
или если	2	2
видели что	1	1
себе никакого	1	1
степени развития	1	1
этих предметов	1	1
не спрашивает	1	1
нее как	1	2
tertium comparationis	1	2
эти последние	2	1
предполагает что	2	1
случае мы	1	1
о котором	2	1
для создания	1	3
в нее	4	3
в этих	3	3
этого значения	1	1
для своего	1	1
отношения между	2	2
них не	3	1
становится возможным	1	1
хотя все	1	1
и следовательно	2	3
что каждый	1	1
обществе и	1	1
в фонетическом	1	1
указывают на	2	1
в котором	4	4
уже более	1	1
что его	3	2
лица которое	1	1
для него	10	5
на каждом	1	1
сам по	4	4
яснее когда	1	1
того же	14	1
бы при	2	1
только о	1	2
чувства и	4	1
огня и	1	2
ту же	1	3
сравнения и	1	1
к ней	2	2
что будет	1	2
если б	5	4
же это	1	1
свою очередь	6	1
будет иметь	1	2
горения и	1	1
глядя на	1	2
предположим что	1	1
себе что	1	1
входит в	1	1
какое именно	1	1
массы мыслей	2	1
чем более	3	3
в слове	13	22
оно не	3	2
же значение	1	1
языка как	1	1
но все	2	1
явлений или	1	1
связь между	2	3
восприятие могло	1	1
указание на	2	1
что это	3	7
дать себе	2	1
и назвать	1	1
и это	2	2
находятся в	1	1
второе значение	2	1
которые по-видимому	1	1
с другим	1	1
мы его	1	3
такая задача	1	1
близко к	1	1
оно есть	1	2
почему в	1	1
же по-видимому	1	1
в подобных	1	1
что мысль	1	3
друг к	1	1
на что	1	1
от них	3	1
нетрудно заметить	1	2
не с	3	2
в связи	2	1
было сказано	1	1
со всех	1	1
ничего общего	1	1
то так	1	2
