2gram	Vinokur_StatiiOPushkine_partition_part3_wordlist_2gram	Vinokur_StatiiOPushkine_partition_part1_wordlist_2gram
к этому	1	3
видеть в	1	1
им самим	1	1
на какое-то	1	1
но для	2	1
в пример	1	1
г к	1	2
как в	13	6
нет ни	2	1
до него	1	1
во всяком	6	4
от этого	2	1
и не	16	10
что у	4	2
и я	3	1
применении к	3	1
мн др	3	1
язык пушкина	3	1
со всеми	2	1
и вообще	3	1
таким образом	7	10
тем более	4	3
не говоря	1	1
вообще пушкин	1	2
п но	1	1
связанные с	3	1
пушкина с	3	5
тогда когда	1	2
тем что	5	19
же касается	3	1
уже в	2	3
объясняется тем	1	1
русская история	1	2
в плане	1	2
такое же	1	2
не только	18	12
в угоду	1	1
у фонтана	1	3
судя по	2	1
он не	2	5
к борису	2	2
смысле этого	2	1
академического издания	30	2
но у	1	1
все эти	5	3
считаю неправильным	1	1
писать и	1	1
еще на	1	1
это был	1	2
в данном	14	1
в истории	3	1
пир во	1	2
тем же	3	1
дают возможность	1	1
его личной	1	1
примыкает и	1	1
эти примеры	1	1
пушкина таким	2	1
слова в	1	1
целого ряда	2	1
истории государства	1	1
понять смысл	1	1
с самого	1	2
находилась в	1	1
только несколько	1	1
иногда и	2	1
т д	21	2
издания сочинений	6	1
мы находим	4	2
однако с	1	1
не были	1	1
того в	1	1
укажу еще	1	1
более раннего	1	1
вряд ли	5	1
за это	1	1
как на	1	6
где в	1	1
как известно	1	1
к тому	1	2
не имел	1	2
пушкина по	1	1
на основе	1	2
не лишает	1	1
и этот	1	1
академии российской	4	1
не отметить	1	1
одной стороны	2	3
бы не	2	1
снова с	1	1
из них	8	1
и для	3	4
времени в	1	1
в новом	4	2
в области	14	6
мы в	1	1
пушкина этот	1	2
каждом отдельном	1	1
печатном тексте	1	2
до конца	1	3
статье о	2	1
отличается от	1	4
основных вопросов	1	1
области не	1	1
в первом	2	1
обстоятельство что	3	5
данном отношении	5	1
и эти	1	1
и пойдет	1	1
в разных	1	1
подчеркнуть что	2	3
и мн	3	1
по себе	1	1
не потому	1	2
впечатление которое	1	1
даже и	2	1
не менее	5	2
еще не	3	2
ни одного	2	1
целый ряд	2	1
не столько	1	2
так в	1	1
его работе	1	2
но на	2	1
в конце	3	6
первому из	1	1
современников пушкина	1	4
пушкина можно	2	1
того времени	5	3
а в	17	6
и этим	1	1
тому что	3	3
в статье	7	2
же можно	1	1
своей трагедии	1	4
имею в	1	1
и более	2	3
у сумарокова	1	1
в каждом	3	4
нужно сказать	5	2
с культурной	1	1
и тогда	2	2
в русской	1	6
с одним	1	1
на которую	1	1
в уста	3	2
пушкина но	8	3
работе над	1	1
эти темы	1	3
целом это	1	1
дело в	6	1
более что	2	2
в своем	2	1
является в	1	1
именно такое	2	1
судить по	1	1
и на	1	6
вплоть до	5	1
в сторону	2	1
и сальери	2	5
бы на	1	1
которые в	2	2
считает что	1	2
литературного языка	1	1
свободна от	1	1
кукиш в	2	1
по крайней	2	4
с которыми	2	2
в одно	1	1
не являются	3	1
место из	1	1
так или	2	1
в двух	3	1
к vii	1	1
п в	3	1
такое отношение	1	1
для того	10	2
это за	1	2
ответом на	1	1
издании бориса	2	1
как и	9	4
пушкинской эпохи	14	2
должен был	2	2
потому что	6	5
что для	3	3
на котором	1	2
одно целое	1	1
в самом	7	2
а то	2	2
на том	1	1
по этому	3	3
же время	4	3
она стала	1	1
видит в	1	1
карамзина ix	1	1
при его	2	1
по словам	4	1
смысле что	1	1
нужно отметить	1	2
или иным	3	1
никогда не	5	2
поэтому в	3	1
в то	9	7
этом отношении	7	4
и то	5	1
тогда он	1	1
в россии	4	6
раз в	2	1
лучшем случае	1	1
всех этих	2	3
и в	44	25
в эпоху	2	1
так же	5	1
в борисе	2	39
отметить что	2	5
без всякого	2	2
так что	6	11
не просто	1	2
так как	5	3
из его	1	7
и только	3	2
но не	3	2
эпохи но	1	1
он делает	1	2
но всякий	1	1
такой же	5	2
в стихах	1	2
не в	12	6
было написано	1	1
здесь дело	2	1
в пушкинском	1	1
вокруг его	1	1
вообще нет	1	1
для нас	7	1
не означает	1	1
ни для	1	1
на эти	7	3
русской поэзии	1	2
то как	1	1
бы между	1	2
так чтобы	1	2
в ином	1	1
есть в	2	2
по мнению	3	3
рукописи пушкина	1	2
это человек	4	1
не была	2	2
и во	2	2
приходится сказать	1	1
в которых	5	2
по существу	2	1
в наше	1	1
стремление к	3	1
он о	1	1
и до	1	1
и говорить	1	1
думать что	2	1
это были	1	1
пушкина в	24	21
бы показаться	1	1
отношении к	1	1
то я	1	1
что этот	2	3
сам пушкин	2	1
с этим	3	7
лишь в	3	4
тех же	1	1
но также	9	2
речь идет	4	2
и с	3	4
по тем	1	1
но каждый	1	1
но это	6	4
но первый	1	1
нет вообще	1	2
в михайловском	1	1
я думаю	11	2
в сцене	1	6
это в	4	4
в одних	1	1
в пушкине	1	1
на мой	1	1
вообще в	1	1
никакого сомнения	3	1
г эти	1	2
конечно не	2	1
годунова является	1	1
у ломоносова	1	1
также и	9	1
для этого	2	2
это не	8	7
и пушкин	1	1
именно на	1	1
слово в	1	2
которые по	1	1
с другой	9	5
и др	1	4
оказывается в	2	1
но он	2	3
дело не	4	2
словаре академии	3	1
ср с	2	3
потому не	1	1
которым он	1	1
того как	1	1
было бы	17	7
в чем	3	4
мы снова	1	1
а иногда	2	1
которой можно	2	1
пушкина не	5	3
что такое	1	7
бы быть	1	1
большое значение	2	2
какой бы	1	1
пушкину это	1	1
речи на	1	1
все вместе	1	1
как бы	4	6
рамки его	1	1
это выражение	1	2
которых является	1	2
очевидно что	1	1
рядом других	1	1
казалось бы	1	1
пушкина есть	3	1
где пушкин	2	2
прежде всего	7	10
помимо прочего	1	1
отдельном случае	1	1
точки зрения	11	7
всей его	1	1
должно было	2	1
а с	3	2
что именно	1	2
тем и	1	1
но помимо	1	1
тем или	3	1
несколько слов	1	2
у нас	11	4
но и	10	9
vii тому	1	1
в ее	4	1
литературы в	1	1
именно в	6	1
нет и	1	2
это его	1	1
в очень	3	1
до сих	7	2
не знает	2	1
но очень	1	1
причем в	1	1
для пушкина	3	13
том чтобы	1	2
в ограниченном	1	1
мы не	2	2
литературном отношении	1	1
чем в	3	1
к нам	1	1
одной из	1	2
существуют в	1	2
пушкин писал	5	3
на протяжении	1	4
только при	1	1
автографа бориса	2	1
этом не	1	1
речи об	1	1
я уже	3	1
в результате	3	2
но эти	1	1
пушкина на	3	4
на самом	6	1
похоже на	1	1
на долю	1	2
пушкинских стихов	1	1
это объясняется	2	2
быть в	2	1
сочинений пушкина	28	2
государства российского	1	1
в целом	5	4
говорить что	1	1
но эта	1	1
не хочет	2	1
годунова а	1	3
что не	3	2
что эти	1	4
своей статье	4	1
ряде случаев	1	2
а не	16	5
гораздо более	4	2
пушкиным в	1	6
и другой	1	1
говорить о	2	3
с этой	3	3
с одной	3	2
крайней мере	2	4
печатном издании	1	2
в этом	21	24
которая была	2	1
за рамки	1	2
здесь находим	2	1
время как	2	4
разумеется совершенно	4	1
годунова в	2	2
об этом	3	5
именно так	1	1
в лучшем	1	1
она была	1	1
пушкинское время	2	1
его жизни	3	1
этого вопроса	2	1
явление в	1	1
что мы	5	3
е не	1	1
драм в	1	1
поэзии и	1	1
говорит что	3	5
годунова между	1	1
том как	4	1
внимания к	1	1
и некоторые	1	1
г в	5	6
пушкина было	1	1
отдает себе	1	1
для себя	3	1
и из	1	1
и разумеется	1	1
на него	2	1
каждой из	1	1
самые разнообразные	1	1
всё же	4	1
сюда относится	1	2
одна из	1	2
из этих	6	6
совпадает с	2	1
пушкинской трагедии	1	2
находим и	2	1
этого слова	2	2
все это	5	8
интерес и	1	1
только одно	1	1
е как	2	1
как например	1	8
с этих	1	1
в качестве	4	4
представляется своего	1	1
пушкина я	1	1
всего необходимо	1	1
самом деле	11	2
обращается к	1	3
г д	1	2
творчества пушкина	5	2
и когда	1	1
по своей	2	1
это была	1	1
которую он	1	2
что касается	3	7
если я	1	2
если в	2	2
для пушкинской	1	1
что я	1	3
не так	1	3
непременно в	1	1
драмы и	1	1
пушкина то	1	1
заключается в	4	2
во многом	1	2
не трудно	3	1
они не	1	1
например в	8	4
кто в	1	1
этого рода	1	3
стих и	1	1
то же	5	5
пушкина были	1	1
в кармане	1	1
я хотел	1	1
случаях в	1	1
при помощи	2	2
что создает	1	1
это было	1	8
проявляется в	1	1
могло бы	2	1
должна была	4	4
к изучению	1	1
является не	4	1
пушкина к	3	11
пушкина является	3	1
прямом смысле	1	1
моцарта и	1	2
этом смысле	1	4
слов доходят	1	1
другое дело	1	3
этом и	1	1
указывает что	1	1
в какой	3	3
пушкинского времени	9	1
пушкиным не	2	1
начиная с	2	2
бы совершенно	1	3
xix века	1	4
нас не	1	2
в свете	1	1
можно считать	1	1
мне кажется	5	1
наше время	1	1
и xix	1	1
почве его	1	1
i и	1	2
не обнаруживает	1	1
пушкин написал	1	4
что же	6	1
в такой	2	2
слова с	1	1
отношение пушкина	1	2
и их	2	1
в малой	1	1
случае в	4	2
образом в	1	1
россии в	1	1
пушкина для	5	1
вопрос о	4	1
какое место	1	1
в которой	4	4
пушкина как	6	13
к нему	2	4
во мне	1	1
основана на	1	1
можно сказать	1	4
точку зрения	3	2
здесь является	1	1
его современников	1	1
ничего не	2	4
от поэта	1	1
почти не	1	1
что ни	2	1
в словаре	3	2
второй половины	1	1
что он	10	19
у пушкина	8	22
о пушкине	9	1
в течение	1	4
что по	1	3
из современников	1	2
одном из	1	1
но они	1	2
что они	7	2
в прямом	1	2
печаталось до	1	2
должен быть	3	2
в отдельных	1	4
в нем	5	1
чтобы в	1	2
во время	3	3
в других	2	1
что пушкин	8	11
во всех	8	2
или иначе	2	1
он был	3	3
гораздо больше	2	1
степени является	1	1
что и	6	1
о значении	3	1
уже не	1	3
ясно что	10	1
отношения к	2	1
с точки	8	4
которых можно	1	1
в это	1	2
отдавал себе	1	1
не считать	1	1
это слово	4	3
от которого	1	1
а по	1	2
поэм и	1	1
изданий в	1	1
время чумы	2	2
котором он	1	1
к этим	1	2
на нем	1	1
собрание сочинений	1	1
между прочим	2	3
протяжении всей	1	1
том же	1	1
в сущности	2	2
строгой и	1	1
думаю что	5	2
хотя бы	6	1
или иной	1	2
пушкина у	1	3
он говорил	1	5
здесь пушкин	1	5
смотрел на	1	3
много места	1	1
этого произведения	1	1
какой степени	1	1
показать что	1	1
россии никогда	1	1
как нечто	1	1
именно поэтому	1	2
изд г	8	1
или в	1	2
xix в	5	1
и по	5	2
после г	1	1
хотел бы	2	1
во втором	4	2
вещей в	1	1
но в	10	5
пушкина и	13	6
нет здесь	1	1
но зато	1	1
грубыми и	1	1
не имеет	4	2
как по	1	1
взято из	1	1
борису годунову	2	3
отказ от	1	2
своего рода	3	3
пушкин был	2	1
сих пор	7	2
и сам	2	1
если и	1	2
без труда	1	2
какой-то намек	1	1
тем не	2	2
г где	1	1
два стиха	1	2
конце концов	1	3
а именно	3	1
это очень	3	1
того что	9	5
в форме	1	2
том что	29	15
его же	2	1
о которых	1	3
но что	1	1
у него	2	9
сверх того	1	1
в ней	3	4
внимание на	3	2
в келье	1	2
указания на	1	1
в ряде	1	2
пушкинского стиха	2	1
в другом	3	3
свои силы	2	1
о котором	2	1
в каком-то	2	1
однако и	2	1
в этих	2	11
на тему	1	3
в свое	2	1
в печатном	3	4
в и	130	1
в котором	5	5
что его	1	2
объясняется только	1	1
для него	6	3
но я	4	1
того же	3	2
своей задачей	1	1
не о	1	1
у карамзина	1	7
на себя	1	1
а сверх	1	1
материала для	1	1
же это	3	1
нисколько не	2	1
я имею	1	3
отдельных случаях	1	1
ни на	2	2
с общим	1	1
раннего времени	1	1
языка но	1	1
указание на	1	1
но все	4	2
а также	2	4
самого пушкина	5	8
что это	4	16
можно было	13	1
не смел	4	1
говорит о	3	1
и это	2	5
свое время	2	1
этой области	5	2
и другие	1	1
было время	1	1
конце первой	2	1
пушкина до	2	1
его работа	1	1
отступает от	1	1
работы и	1	1
соответствии с	1	1
