3gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram
д и т	4	3
и т д	13	10
просто сам по	1	2
что мы выше	1	2
все такого рода	2	1
что подпадает под	1	1
действительно есть ее	1	1
т д все	1	1
петра i в	1	1
к тому или	1	1
то это значит	2	1
не что-нибудь иное	1	1
том что всякий	1	1
вовсе еще не	1	3
чего нет в	1	1
во всяком случае	6	3
и это общее	1	1
как мы это	1	1
но еще и	1	1
и это вовсе	2	1
той или другой	4	1
отнюдь не есть	1	2
никогда не является	1	1
отнюдь не всякий	1	1
указанные у нас	1	1
и то что	7	2
не только то	1	1
если не считать	1	1
так как они	1	2
образ указывает на	1	1
являются здесь только	1	1
а еще и	1	1
серп и молот	1	4
которое мы находим	2	1
но для такого	1	1
на самом же	4	1
они сливаются в	1	1
к тому что	1	1
и в этом	6	2
и в его	3	1
вовсе не есть	8	6
никак не связан	1	1
когда мы начинаем	1	1
же деле это	1	1
символа и если	1	1
нечто более общее	1	1
не что иное	4	2
то есть по	1	2
другое то есть	1	1
то что мы	1	6
по одному тому	1	1
так как иначе	4	1
это не символ	1	1
но как мы	1	2
то что вовсе	1	1
в таких случаях	2	2
к каким другим	1	1
только тем что	1	1
знака прежде всего	1	1
есть прежде всего	1	1
смысле слова мы	1	1
и как бы	2	2
в связи с	7	4
но отнюдь не	1	3
по крайней мере	5	2
нам хотелось бы	1	1
бы то ни	4	1
сам по себе	6	7
в школьных учебниках	1	1
мы видели выше	1	1
но уже во	1	1
указывает на нечто	2	4
символа с другими	1	1
ни об его	3	1
то есть он	2	1
хотя символ здесь	1	1
то даже и	2	1
так и в	1	1
от всего прочего	1	1
как мы видели	2	1
едва ли кто-нибудь	1	1
только потому что	2	2
и если они	1	1
он уже перестанет	1	1
то в чем	1	1
так же и	1	3
мы сразу же	1	1
обозначаемого и обозначающего	1	2
есть не просто	1	1
на этот раз	3	2
мы до сих	1	1
или когда мы	1	1
взятые сами по	4	2
имел в виду	1	2
всякий символ есть	2	2
имеют никакого отношения	2	1
знак есть символ	1	1
или попросту говоря	1	1
они вовсе не	1	2
таком случае не	1	1
ее порождающим принципом	1	1
себе может быть	1	1
потому что оно	1	2
в чем же	1	1
содержит в себе	3	7
и ни о	1	1
если бы он	1	1
то что символ	1	3
что же касается	4	3
тому что в	1	1
ничего символического в	1	3
пор мы рассматривали	1	1
ни о каком	2	1
есть в нем	2	1
существенно а не	1	1
символического в себе	1	3
что же такое	3	1
как специфическую структуру	1	1
и нет ничего	1	1
обязательна и не	1	1
то время как	4	1
символ здесь и	1	1
одно и то	3	1
нечто иное чем	1	1
в настоящее время	2	3
потому что все	1	1
это значит что	2	1
не может быть	5	2
не чем иным	1	1
он является в	1	1
еще не есть	2	4
имеют ничего общего	1	4
даже и в	2	1
только то что	2	4
потому что для	1	1
же в таком	1	1
мы говорили выше	1	2
можно было бы	3	2
теории символа ведь	1	1
у нас выше	2	2
в этом случае	5	2
по себе может	1	1
мы должны сказать	3	2
а то что	2	1
только в виде	1	1
нельзя сказать что	1	1
в первую очередь	3	1
на нечто иное	1	2
таким образом что	1	1
в результате этого	1	1
то и другое	1	2
вовсе не так	1	1
везде и во	1	1
понятии символа мы	1	1
на первый взгляд	2	1
и нераздельное целое	1	1
даже и не	4	2
искусства и литературы	1	1
имеет значение не	1	1
с которыми мы	1	1
по себе но	1	3
ряд отдельных единичностей	1	1
и вовсе не	4	4
и это не	1	1
если мы выше	1	1
а только ради	1	1
и не просто	1	2
имеет ничего общего	3	2
в то время	4	1
это не значит	1	1
быть даже и	1	2
еще и потому	1	1
тем не менее	10	18
не есть также	1	1
же мы возьмем	1	1
том что символ	1	2
то есть в	3	4
или может быть	1	1
что вовсе не	1	1
ни в каком	4	3
конечный или бесконечный	1	1
то более то	1	1
что оно есть	1	1
в бесконечный ряд	7	11
во внимание их	1	1
в данном случае	7	8
всякий знак есть	3	2
во всех этих	1	2
можно сказать что	2	3
во всей его	1	1
не было бы	3	1
заговорили о символе	1	1
или по крайней	4	1
уже некоторого рода	1	1
в его полной	1	1
символа которое мы	2	1
более то менее	1	1
а не что-нибудь	2	1
а не в	1	1
не являются только	1	2
в себе не	1	3
мы уже видели	1	1
литературы и искусства	2	4
тех или иных	4	2
это было бы	1	1
д все это	1	1
до сих пор	2	3
ничего общего с	2	7
же самое нужно	1	2
не есть просто	2	1
перед нами не	1	1
получения родового понятия	2	1
если бы мы	1	1
на нечто такое	1	1
по своему содержанию	2	2
художественный тип и	1	1
мы выше говорили	1	1
идеи и образа	1	1
выше говорили что	1	1
то ясно что	1	1
закон для получения	1	1
смысл вещи есть	2	1
не просто в	1	1
же самое время	4	4
в конце концов	3	4
то же самое	7	9
мы еще не	1	1
все дело в	1	1
здесь перед нами	2	3
мы не будем	2	1
указывает на то	1	3
единое и нераздельное	1	2
не есть ее	2	1
но когда мы	1	2
символ есть обязательно	1	1
в нем обязательно	1	1
здесь и не	1	1
осуществить при помощи	1	1
слова мы должны	1	1
и в литературе	1	1
только тогда когда	1	1
и тем самым	2	3
само собой разумеется	1	1
в сравнении с	2	1
