2gram	Potebnia_Myslijsyk_partition_part2_wordlist_2gram	Potebnia_Myslijsyk_partition_part1_wordlist_2gram
свойстве внешних	1	1
душе и	2	1
бесконечное разнообразие	1	1
слагаются в	2	2
вне языка	1	1
действуют на	1	1
один из	1	2
в действительности	4	2
в обществе	1	2
то тем	1	1
отношения к	1	2
с точки	3	1
от которого	1	1
звуков в	1	2
что произнесенное	1	2
органы к	1	1
к этим	1	1
различие между	1	1
этой последней	1	2
скажет что	1	1
каждом языке	1	1
мысль до	1	1
другим и	1	3
для всякого	2	1
для одного	1	2
но в	9	4
не имеет	5	6
может в	1	2
могла бы	2	3
сих пор	1	4
содержания но	1	1
если и	2	2
тем не	6	6
между стихиями	1	2
разница в	1	1
и такое	1	1
о которых	2	3
и б	2	2
или если	1	2
в другом	1	2
степени развития	1	1
эти последние	1	2
обществе и	1	1
в котором	1	4
они были	1	1
для него	4	10
явление не	1	2
которое должно	1	1
внутренних состояний	1	1
предмету не	1	1
д и	1	1
может еще	1	1
свою очередь	4	6
внешние возбуждения	2	1
говорит гумбольдт	1	3
и это	3	2
вне его	1	1
что мысль	4	1
может служить	1	1
другой не	1	1
не с	1	3
только звук	1	3
ничего общего	2	1
так например	3	3
связь с	2	1
себе не	1	4
не следует	5	1
и непосредственно	1	1
в состоянии	3	6
есть для	2	1
виду что	1	1
это стремление	1	1
том виде	1	1
при таком	4	1
когда мы	2	2
для кого	1	2
в последнем	1	1
такой взгляд	1	1
образ предмета	1	4
и от	3	3
с в	5	2
из того	2	1
привести их	1	1
не один	1	1
слов humboldt	1	1
есть разница	1	1
слова потому	1	1
в одном	8	6
как причина	2	1
той же	3	3
общее понятие	2	1
друг от	2	1
слова сравнительно	1	1
а как	2	1
или же	3	7
с его	1	2
мысли мы	1	1
что дело	1	1
не имеем	2	3
голода и	1	1
в применении	2	1
к языку	2	4
и все	3	3
язык говорит	2	1
мы только	1	1
согласие в	1	1
точке зрения	2	2
и о	2	1
жизни и	2	1
уяснится нам	1	1
в них	3	5
не имея	1	1
посредником между	2	1
человек может	1	1
но тем	3	3
может стать	1	2
если не	2	4
там где	4	4
ко всем	2	2
представлений которые	1	3
можно заметить	2	3
слова но	2	2
в том	26	18
имея в	1	2
приближается к	1	1
восприятия еще	1	1
из всего	1	1
с указания	1	1
от того	4	5
душевным явлениям	1	1
внешних возбуждений	1	2
на душу	3	1
на вопрос	1	3
не языка	1	1
и наоборот	6	5
этого развития	1	1
не все	2	2
как мы	2	1
заключает в	2	4
и чувства	1	2
steinthal с	4	2
его мысль	1	1
чувственный образ	1	1
что как	3	1
только тогда	5	3
это содержание	1	2
многих других	1	1
в отдельном	1	1
даже для	1	1
и животным	1	1
многих случаях	1	1
есть не	2	5
чувство что	1	1
понимания не	1	1
здесь не	1	1
понимание было	1	1
которого в	1	1
можно бы	4	2
на те	1	1
это определение	1	2
сравнении с	2	2
со стороны	8	3
как он	1	4
одно из	3	3
бы их	1	1
несомненно что	2	1
менее в	1	1
есть движение	2	1
чтобы не	2	1
и язык	11	1
то это	5	3
в своих	4	1
видеть в	2	1
из чего	1	1
и вполне	1	1
например чтобы	1	1
от этого	1	1
есть дает	1	2
происходит с	1	1
подобные тем	1	1
действительно есть	1	1
в языках	3	1
уже в	1	5
дошел до	1	1
в жизни	3	2
на другой	1	2
впрочем легко	1	1
к известным	1	1
в истории	7	1
одним словом	2	4
и потому	5	2
такой вопрос	1	1
хотя вполне	1	1
создании языка	2	1
вряд ли	1	3
как на	3	3
более сложные	1	1
для взаимного	1	1
с их	1	1
человеческой чувственности	1	1
заставляет нас	2	1
из них	1	5
мысли в	9	3
разными путями	1	1
должно объясняться	1	1
не исчерпывается	1	1
даже при	1	2
одного и	2	6
не менее	6	5
еще не	6	4
но на	2	2
в звуке	1	10
на все	2	3
том в	1	1
жизни все	1	1
органов слова	4	1
полученные таким	1	1
и на	1	8
на которое	1	1
возможно только	5	1
с если	2	1
и кто	1	1
стало быть	2	4
для того	3	5
если они	1	1
тому как	4	4
по законам	2	1
в самом	3	4
посредством разложения	1	1
например что	1	2
тогда как	2	10
видит в	1	1
в то	4	6
ожидания и	1	2
никогда не	4	4
создание языка	2	1
ровно ничего	1	1
своих слов	1	1
как оно	1	2
так же	5	2
испытавши на	1	1
так что	16	10
важную роль	1	1
а на	1	1
которому мы	1	1
и том	2	1
на природу	1	2
не в	15	13
нельзя себе	2	1
говоря о	1	3
приведены в	1	1
ни для	1	1
есть в	2	2
и во	3	3
и осязания	1	3
на нее	1	1
прибавить что	1	2
нами в	1	1
эти отношения	3	1
лишь в	1	1
не нужен	1	1
на чувства	1	1
в мысли	8	5
с созданием	1	1
в природе	6	5
душевных явлений	5	1
его действие	2	1
он видит	1	1
и самого	1	1
и звука	4	3
бы невозможно	1	5
слово в	1	1
органы и	1	1
далеко не	1	3
в образы	1	1
разве в	1	1
как бы	6	9
сходство с	1	1
представлений но	1	2
и общее	1	1
стороны впечатления	1	1
к развитию	1	1
мгновение в	1	1
вне себя	1	2
природы но	2	1
без понимания	1	1
себе и	1	1
уже по	1	1
чувственным восприятием	1	1
какое в	1	1
он может	1	1
гумбольдт в	1	1
оно имеет	1	1
только то	2	1
духа и	7	1
вообще мы	1	1
языка язык	1	1
мы можем	2	12
имеет место	2	2
обратном отношении	1	1
будет совершенно	1	1
только при	2	1
и постепенно	1	1
этой точки	1	1
в целом	2	3
человек бессознательно	1	1
время когда	1	1
что не	10	5
но такое	1	1
а не	21	18
значит что	1	1
других чувственных	1	2
если мы	3	3
превращается в	1	2
именно так	1	1
одним из	2	1
представлений как	1	1
самой мысли	2	1
найти средство	1	1
но слово	1	1
по своей	1	1
могли бы	2	2
словом или	2	1
если в	1	3
над собою	1	2
само собою	2	2
это чувство	1	1
и другое	3	4
они не	1	4
он есть	2	1
что оно	2	4
humboldt т	21	10
можем ожидать	1	1
при помощи	2	1
это было	1	2
бы иначе	1	1
кого не	1	1
в обширном	1	1
хотя не	1	1
при других	3	2
души которые	1	1
человека и	1	3
что же	2	1
слова с	1	1
и их	3	5
столь же	3	5
утверждает что	2	1
вопрос о	4	2
в которой	2	5
одной и	3	2
можно думать	2	2
к нему	1	1
что ни	1	2
говоря что	2	1
ничего не	1	1
состояний как	1	1
же выйдет	1	1
сказать почему	1	1
что по	3	1
тело а	1	1
когда же	1	1
одном из	1	4
что они	1	5
замеченных нами	1	1
должен быть	1	1
от состояния	1	1
никакой возможности	1	1
чувство то	2	1
по поводу	3	6
только потому	3	2
остается только	4	2
от языка	4	1
но только	1	2
представления только	1	1
это слово	1	1
быть только	5	2
к другим	2	3
том же	2	1
иметь только	1	1
чувственные восприятия	4	4
которое в	1	1
очень важную	1	1
самого начала	3	2
которые должны	1	1
во втором	5	1
для нее	2	2
оно должно	2	3
чем животное	1	1
при этом	6	13
того что	8	7
бы было	2	1
но что	1	2
у него	1	2
предполагает что	1	2
в нее	1	4
в этих	7	3
быть выведены	2	1
что чувство	2	2
отличное от	1	2
указывают на	2	2
сама по	3	2
что его	1	3
только по	2	3
входит в	1	1
чувственных нервов	1	2
какое именно	1	1
не кажется	1	1
в слове	8	13
то ни	3	1
от слова	1	3
к истине	1	1
языка как	5	1
что это	3	3
себя потому	1	1
представлений в	1	4
находятся в	3	1
тот не	1	1
ощущения с	1	1
на что	2	1
душевную жизнь	1	1
от них	1	3
ни малейшего	2	1
вытекает из	2	2
времени и	2	1
в собственном	2	2
и независимо	1	1
действует на	3	2
она есть	1	2
слова и	4	3
есть следствие	1	1
со зрением	1	1
человеке и	1	1
нашего организма	3	2
деятельности души	2	1
каждый раз	4	1
что различные	1	1
только чувство	1	1
таком случае	2	2
что при	5	1
самое это	1	3
так и	13	5
отдельном лице	2	1
удовольствия и	4	4
тем самым	4	4
но как	3	1
приводит в	1	5
не ограничивается	2	1
другого звука	1	1
бы то	2	1
чувство ожидания	2	1
нам по	1	2
же есть	1	1
не иначе	3	1
если бы	14	11
к которому	3	2
нас в	1	2
как средство	1	1
близких к	1	1
без сомнения	3	4
по всей	1	1
все в	2	1
и другая	1	1
что она	1	3
что если	3	6
и что	10	4
само слово	1	1
же мало	1	1
впечатления не	2	1
которое мы	2	3
которое бы	1	1
слова так	1	2
очевидно и	1	1
себя и	1	2
после того	1	2
в противоположность	1	1
и притом	4	3
что все	3	2
между этими	1	1
не одну	1	1
сказать что	3	2
то есть	42	30
не раньше	1	1
языка или	1	1
вместе с	8	11
его мысли	1	1
виде в	1	1
относятся к	1	1
мысль о	2	7
существенным признаком	1	1
и понимание	3	1
звуком и	1	3
в самой	3	3
в коих	2	1
должны быть	7	4
этих впечатлений	1	1
а потому	10	5
относится к	3	3
известно что	2	1
то в	5	1
и его	5	2
как следствие	1	1
слова есть	1	5
служит только	1	1
с таким	1	3
из необходимых	1	1
к прежнему	1	1
его от	1	1
не на	1	2
уменьшается сила	1	1
в строении	2	1
том смысле	4	4
и проч	1	10
света и	1	2
одном и	2	1
но всегда	2	1
с впечатлениями	1	1
степени силы	1	2
есть посредством	1	1
о чувстве	1	1
от их	1	4
т п	4	3
не во	1	2
нам не	1	2
следует сказать	1	1
и тем	3	3
во внимание	3	1
только в	25	11
лучше сказать	1	1
все то	2	1
оно и	3	1
как в	10	10
что например	3	2
но вместе	2	2
что у	1	2
что вообще	1	2
тем более	2	1
существующие в	2	1
чувствует что	1	1
притом не	4	1
в человеке	10	4
в самых	1	1
двумя другими	1	1
видно из	1	2
что из	1	1
явления в	1	1
производят в	1	1
только человеку	1	1
рядом с	1	3
когда уже	2	1
в их	2	1
собою как	1	1
не были	2	1
то все	2	4
в себе	13	10
в словах	3	3
к тому	4	1
мысли если	1	1
в организме	3	2
не имел	1	1
нее а	1	1
в эту	1	3
языку это	2	1
с другою	2	1
на память	2	2
что так	1	1
и вместе	2	4
этот мир	1	1
которые мы	5	3
перейти к	2	1
с ним	3	5
именно того	1	1
в данное	1	2
к мысли	2	2
доказывает что	2	1
того времени	1	1
тому что	3	2
мысль наша	1	1
и более	2	1
до такой	1	1
на которую	2	1
образованные из	1	1
потому только	1	1
же путем	1	2
есть уже	3	1
сторону при	1	1
что одно	2	1
таким путем	1	4
деятельности духа	1	1
потому что	52	49
друг друга	5	2
что для	3	3
чувственных восприятий	1	3
одно целое	1	4
на том	1	1
необходимых для	1	1
и то	3	3
что к	2	1
по отношению	13	2
сливались бы	1	1
воздействия души	1	2
искусства то	1	1
действительности не	1	1
все они	2	1
к сознанию	2	1
так как	21	10
и всегда	2	1
как деятельности	1	1
которой мы	1	2
доказать что	1	1
развивается только	1	1
как химические	1	1
при нормальном	1	1
на этом	1	2
не могут	4	7
оба эти	1	2
представить себе	3	1
стремление к	2	2
нельзя в	1	2
у гумбольдта	1	1
думать что	3	3
из себя	5	2
языка и	17	3
и с	3	1
восприятия и	3	2
в свойстве	1	1
все остальные	4	5
под влиянием	2	8
отношений а	1	2
от мысли	2	1
чувства не	1	1
тем в	1	1
не для	1	1
что нельзя	1	1
полагает что	1	3
есть явление	2	3
слова к	1	1
есть создание	3	1
человек есть	1	1
отношений между	3	3
предмет и	1	1
с другой	7	6
при одних	1	1
разумеется то	1	1
в чем	1	7
было бы	12	13
очевидно что	3	3
что само	1	3
дело с	1	1
всем этом	1	2
выше что	1	1
ничего кроме	1	1
касается до	1	2
у нас	2	2
на друга	1	1
именно в	1	1
совсем в	1	1
ясно и	1	1
сознании все	1	1
мы не	10	11
движения в	1	2
при исследовании	1	1
но эти	2	2
восприятия или	1	1
общие признаки	1	1
поэтому остается	1	1
без него	2	1
него то	1	1
переход от	1	1
с одной	3	4
как перед	1	1
языку и	1	1
какой именно	1	1
точно так	11	9
но самое	1	1
том как	3	3
не замечать	1	1
для себя	3	1
из сил	1	1
на него	3	3
я могу	1	1
другу и	1	1
все предшествующие	1	1
на сравнении	1	2
до того	1	1
чувства в	1	4
этого слова	1	6
все это	1	2
и деятельности	1	1
друг на	1	1
подобным образом	4	3
в сознании	3	23
слова а	1	3
г д	2	1
в формах	1	2
мы будем	2	1
другого чтобы	1	1
что я	1	1
члены системы	1	1
других обстоятельствах	1	1
не так	3	3
отношение содержания	1	1
с прежними	1	3
и слово	1	1
слова например	1	1
тела и	1	1
то не	3	3
вызывает в	1	1
мы обыкновенно	1	1
его на	2	2
на следующее	2	1
этом смысле	4	2
слов для	1	1
в человеческом	2	1
в какой	1	2
это так	1	1
можно считать	1	1
и если	2	4
из нее	1	1
эту минуту	1	3
сообщение мысли	1	1
только что	2	3
в такой	1	1
убеждение что	2	1
и вопрос	2	1
образом в	1	4
и первое	1	1
содержание слова	1	2
не всегда	1	1
именно с	1	1
что он	1	4
нечто общее	1	3
эти представления	1	1
не говорит	1	1
связанное с	2	1
впечатления достигают	1	1
что и	6	11
уже не	2	4
но так	1	1
видит только	1	1
животных а	1	1
он в	1	1
искать причины	2	2
предметов и	2	1
хотя бы	2	2
с какою	2	1
прежних периодов	1	1
одну только	1	1
жизни но	1	1
с другими	1	5
и по	6	2
она еще	1	1
то с	1	1
то оно	2	1
чего не	1	2
в ней	7	3
внимание на	1	2
не зная	2	2
нее как	1	1
как чувство	1	3
для создания	1	1
них не	2	3
происходит тогда	2	1
не представляет	1	1
ср humboldt	1	1
делает возможным	1	1
мы думаем	2	1
признать за	1	1
мог бы	2	3
сам по	1	4
бы при	1	2
того же	3	14
к ней	2	2
будет иметь	1	1
при равенстве	1	1
но все	2	2
в связи	1	2
впасть в	1	1
если б	2	5
речи и	10	1
что ему	1	2
нам все	1	1
общего с	1	2
мысли о	4	4
на основании	2	1
из него	2	1
только известное	1	1
последующей судьбе	1	1
самое понятие	1	1
в единство	1	1
независимо от	6	9
человеческой природы	3	2
нет но	1	3
же предмета	1	2
то мы	2	2
сознание и	1	4
в другой	3	1
до значительной	1	1
психологическая теория	1	1
отдельных лиц	2	2
влияние на	2	4
за пределы	2	2
известным образом	2	1
из мысли	1	1
своей последующей	1	1
есть нечто	4	3
нем самом	5	1
кажутся только	1	1
не как	1	3
в каком	6	3
в более	4	1
никак не	2	1
встречаем и	1	1
их возможность	1	1
по которым	1	1
должна быть	3	1
в свою	4	6
общего чувства	4	9
чувство удовольствия	1	2
изменяется в	1	1
ни в	1	1
к одному	2	1
что в	22	16
когда нам	1	1
первое время	1	1
членораздельным звуком	2	2
но если	2	2
языков но	1	1
образа предмета	1	2
со словом	3	1
нужно будет	1	3
обратить внимание	1	1
или менее	1	8
в зародыше	1	1
что на	6	3
нас те	1	1
будет видно	1	1
только не	2	1
принять что	2	1
и объективности	1	1
и весь	1	2
на деле	4	3
не то	1	2
и звук	2	4
не может	22	12
язык и	5	1
можно будет	1	1
мы видели	4	1
определение должно	1	1
не могло	3	1
он должен	2	1
в понимающем	1	1
время с	1	1
но органы	1	1
о том	2	5
между тем	5	6
душе на	1	1
его не	1	3
с большею	1	1
на то	2	5
бы с	1	1
известные состояния	1	1
быть не	4	3
от своего	1	1
может быть	27	23
разница между	3	2
в одной	1	1
на другую	1	1
что а	2	1
с каким	1	2
давно уже	1	1
и могут	1	1
на ум	1	1
в создании	3	3
была бы	2	1
с тем	5	4
один ее	1	1
согласно с	4	3
с чувством	1	1
во многих	2	3
вслед за	1	3
его к	2	1
странным что	1	1
и самое	2	1
и других	4	2
только отдельные	1	1
тем как	3	2
в таком	5	4
психология не	1	1
помнить что	3	3
такое решение	1	1
слова человек	1	1
отсутствия в	1	1
значение слова	1	1
не было	4	6
того чтобы	2	2
и при	3	3
души и	5	4
с ними	1	3
и определенность	1	1
под конец	1	1
само по	4	2
в единстве	2	1
всяком случае	1	7
и затем	1	2
на ней	1	3
так язык	1	1
от нас	2	1
применении к	2	1
во всяком	3	7
языка которое	1	1
совмещает в	1	2
и вообще	3	3
вместе со	1	2
этом единстве	1	1
для самого	1	4
такое же	1	2
не только	21	15
он не	3	1
звук а	1	3
и степень	1	1
чувственного восприятия	1	1
того которое	1	1
тем же	2	3
первого то	1	1
слова в	2	5
было в	1	2
себе представить	7	2
из своих	1	1
между ними	1	2
почти совсем	1	1
на себе	2	1
таким же	2	1
в животном	2	2
этом основании	1	1
одной стороны	3	3
бы не	6	5
нерва и	1	1
ничем не	1	2
и для	5	3
не более	4	1
для человека	2	1
мы в	2	3
делятся на	1	1
в душе	11	23
много слов	1	1
по себе	10	15
не потому	2	1
даже и	2	2
заключить что	2	2
разнообразие и	1	2
не столько	1	2
так в	1	4
вносит в	1	1
образом мы	1	2
а в	5	8
сам гумбольдт	2	1
в каждом	4	2
друга и	1	1
движения и	1	2
такую же	1	1
она могла	1	1
но с	2	1
начнем с	3	1
как вообще	1	2
не имеют	5	2
от друга	2	1
не находит	1	1
от него	4	4
с которыми	1	2
в одно	2	8
так относится	1	1
звука в	3	1
языке и	1	1
которое по	1	1
что с	1	2
и связанное	1	1
человеком и	3	1
это последнее	2	4
смысле что	1	1
что есть	1	2
путем то	1	1
к их	1	1
языка нет	1	1
имеют в	1	1
будем помнить	2	1
и только	2	6
говорящего и	1	1
это будет	2	3
хотя мы	1	2
для всех	5	1
по мнению	3	1
до первого	1	1
в памяти	1	5
мы должны	3	2
а между	3	4
в которых	1	1
формы мысли	2	1
действие на	1	1
как она	3	1
мы представляем	1	2
в таких	2	1
чувственных впечатлений	3	7
быть названо	3	2
понятность своих	1	1
бы никакого	1	1
что слово	3	2
только испытавши	1	1
человек не	1	1
с что	1	1
явлений в	2	1
усилий человека	1	1
эта мысль	2	1
и как	6	6
нас как	1	1
из коих	3	1
что такое	1	2
быть названы	2	1
тождественно с	1	2
его слух	1	1
что именно	2	1
по которому	1	1
и цвета	1	2
на это	1	1
но и	20	9
при котором	2	1
в ее	1	1
до сих	1	4
него мысли	1	1
остановимся на	1	2
чем в	2	1
к нам	1	2
или как	1	1
и предметом	1	1
тождественна с	2	1
во всем	4	2
влияния на	1	2
членораздельный звук	2	9
только для	3	5
на самом	1	2
до поры	1	1
одно которое	1	1
с действительно	1	1
за собою	1	2
крайней мере	2	5
от внешних	1	1
в этом	15	8
имеет дело	1	1
взаимного сообщения	2	1
себе на	1	1
предполагает уже	1	1
что мы	4	11
между собою	6	7
на их	1	1
известных нам	2	1
языка без	1	1
из этих	4	4
обозначаемое словом	1	1
в языке	33	3
например когда	1	1
как например	2	3
человек понимает	1	1
мере того	3	4
их в	1	2
как именно	1	2
между человеком	2	1
что касается	1	1
мысли и	9	1
обширном смысле	1	2
заключается в	3	1
коих каждая	1	1
только на	3	1
где он	1	1
бы для	1	1
есть средство	1	1
т с	25	18
не будет	2	1
душе есть	2	1
которые не	2	3
имеют для	3	2
души а	2	1
начиная с	1	1
замеченное нами	2	1
приближаются к	1	1
вывести из	2	1
развития о	1	1
себе все	1	1
сходное с	1	1
в каждое	2	1
создание и	1	1
два случая	1	1
в нем	20	9
во время	1	4
в других	2	4
что во	2	2
заметить что	2	6
во всех	5	7
или по	1	2
должны были	1	1
свет и	1	4
бы должны	1	1
звуки и	2	2
таком виде	2	1
в какие	2	1
взявши во	1	1
между прочим	2	4
создания слова	1	2
как нечто	1	1
или в	2	2
и слуху	1	1
например если	2	1
сил необходимых	1	1
только исподволь	2	1
общее чувство	3	2
и понимания	9	1
с чувственным	1	1
в славянских	1	1
столько же	3	1
сочетаниям звуков	1	1
от одного	1	3
боль и	1	2
том что	16	8
связи между	2	1
видели что	1	1
указания на	2	4
всей вероятности	1	1
случае мы	1	1
о котором	3	2
же известное	1	1
и следовательно	2	2
состояние души	2	3
понятий в	2	1
по форме	1	1
собственном смысле	1	1
только о	1	1
чувства и	13	4
б будет	1	1
природу и	1	1
таких же	1	5
чувство и	8	1
с общим	1	2
мысль без	1	1
к ее	1	1
оно не	3	3
нового восприятия	1	1
связь между	2	2
с другим	3	1
же не	1	1
такая задача	1	1
до своего	2	1
переходит в	1	1
