2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part4_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
из этих	1	3
в общем	1	2
значение для	2	3
этого слова	1	2
и диалогические	1	1
ярко выраженный	1	1
бытия и	2	3
этом произведении	2	1
в гробах	1	1
все это	8	6
или меньшей	3	2
проникнуть в	1	1
где нет	1	1
в один	2	1
произведении и	1	1
их в	2	3
в сознании	2	1
и отдельных	1	1
в последующем	2	1
мы будем	1	2
по своей	9	3
в сюжете	1	1
могли бы	1	1
мышкина и	1	1
которую он	1	2
братьях карамазовых	2	2
мы говорили	1	1
мысли и	1	2
он и	1	4
что я	2	6
почти до	1	2
типа но	1	1
о нем	1	6
хотя и	4	6
самом же	1	1
а может	1	1
с ее	1	3
но конечно	1	2
стиль и	1	1
важное место	1	1
время и	1	2
во многом	2	1
только на	1	3
амбивалентной и	1	1
они не	3	2
и слово	1	1
связанная с	2	1
например в	5	4
и особенно	3	1
пафосом смен	1	1
у бальзака	3	1
из подполья	5	1
то же	6	6
если только	1	2
грезит сердце	1	1
этот рассказ	1	1
я хотел	1	1
собою и	1	1
достаточно сравнить	2	1
конечно далеко	1	1
особый тип	2	1
его творчества	6	3
в двойнике	1	1
дескать не	1	1
смертью и	1	1
героя в	1	3
и художественного	1	1
и довольно	1	1
амбивалентного смеха	1	2
в какой-то	4	1
этом каждое	1	1
преступлении и	2	2
данной эпохи	1	1
этом смысле	1	2
и формы	1	1
не дает	1	2
останавливаешься лишь	1	1
характерно что	2	1
и генерал	1	1
с собою	1	2
начиная с	3	1
в речь	1	3
скрытой полемики	1	4
и если	3	1
у достоевского	17	16
и застыть	1	1
и xix	2	1
с собой	1	3
человека и	7	3
рассказа в	1	1
т.п с	1	1
в себя	6	4
в такой	1	1
более того	6	3
хвалы и	1	1
в последний	1	2
и стал	1	1
человека эта	1	2
это жизнь	1	1
глубинные пласты	1	2
некоторых других	1	1
и их	2	3
гнилые веревки	1	1
мы видим	2	1
карнавальную площадь	1	1
сущность их	1	1
и наказании	2	2
и еще	1	1
личности и	1	1
не всегда	1	1
и скрытой	2	1
диалоге в	1	1
но при	1	3
очень важное	2	1
можно сказать	8	4
по своим	1	1
ничего не	6	2
и обновления	2	1
сочетаются с	1	1
типа а	1	1
что он	4	6
беседы с	1	1
себе самому	6	4
том числе	11	4
но они	4	1
к этой	1	1
глубокая и	1	1
внешней и	1	1
в нем	10	17
во время	1	1
в других	1	2
по сравнению	4	1
с преобладанием	1	2
или иначе	1	1
во всех	12	5
карнавала и	5	1
что и	3	3
один из	6	1
уже не	1	4
с точки	2	9
и развенчаний	2	1
при всей	2	1
но только	1	1
здесь на	2	1
же и	1	4
в силу	1	1
к другим	2	2
но главное	1	1
к себе	6	6
романов достоевского	1	2
в сократическом	6	1
котором он	1	1
каждом из	3	1
характерна для	3	1
стороны жизни	1	1
достоевского не	1	1
и ту	1	1
что было	1	1
и стиль	1	1
в слово	1	2
ад и	1	1
в сущности	10	7
хотя бы	2	2
вообще всех	1	1
или иной	1	2
языка а	1	1
новая разновидность	2	1
европейской литературы	4	1
с ней	3	1
и здесь	1	4
но несколько	1	1
самого начала	4	1
или в	1	8
и по	3	2
карнавального короля	1	3
веревки и	1	1
но в	5	6
перескакиваешь через	1	1
человека в	3	1
благодаря этому	1	1
а я	2	1
веселую относительность	3	1
понимает его	1	1
эта тема	1	1
в xix	1	1
в отличие	1	3
своего рода	3	4
сих пор	5	8
очень хорошо	3	1
где совершается	1	1
карнавальная природа	1	1
карнавальное мироощущение	10	2
романы достоевского	2	1
связанных с	1	1
но к	3	1
жизнь и	1	3
большей или	3	2
конце концов	1	1
при этом	3	5
более глубокое	1	2
норм и	2	1
и непосредственным	1	1
о которых	1	2
в форме	6	1
развенчание и	1	1
том что	5	4
в широком	1	1
слово звучит	1	2
у него	1	5
и перед	1	1
в ней	7	1
и она	1	1
существенное влияние	1	1
в келье	1	1
на самой	1	3
и тут	1	1
литературе эпохи	1	2
через пространство	2	1
жизнью в	1	1
такова например	1	1
в этих	5	4
на тему	1	1
разновидности с	1	2
светской гостиной	1	2
для романтизма	1	1
карнавального мироощущения	13	2
карнавальной атмосферы	1	1
но вся	1	2
в котором	1	5
законы бытия	1	1
смены и	1	2
собственном смысле	2	1
в светской	1	1
в карнавализованной	2	3
этой сцены	2	1
творчество достоевского	2	2
он владеет	1	2
эпоху возрождения	5	1
базарной площади	1	1
важно для	1	1
того же	2	3
гораздо сложнее	1	1
не о	2	1
этого типа	1	1
и соответствующие	1	1
рассказ в	1	3
ту же	1	2
к ней	1	2
у рабле	3	2
и вся	3	1
сравнить например	1	1
в стиле	1	2
нисколько не	1	1
у порога	1	1
через это	1	1
ни на	1	1
шекспира и	1	1
их жизнь	1	1
в слове	1	3
в романе	1	6
под разными	3	1
каждой детали	1	1
что это	2	1
можно было	1	2
и это	3	3
отчасти и	2	2
и тем	2	2
и отражает	1	1
я все	1	1
явления имеют	1	1
жизнь в	2	3
и другие	9	3
еще более	5	3
может служить	1	1
ведь это	1	3
от них	1	2
важное значение	1	1
в диалог	2	1
в связи	2	1
карнавализованной литературе	1	3
или еще	1	1
почти всегда	3	3
