3gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_3gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_3gram
не только в	2	2
к огден и	1	1
не есть ни	3	3
то ни было	3	1
при помощи понятия	1	1
теории знака и	1	2
однако все эти	1	1
и тем более	2	1
как раз и	4	4
никак не может	2	2
и не очень	1	1
должны сказать что	3	1
то такого рода	2	2
без которых невозможно	1	1
только при помощи	2	1
говорить о том	1	1
если иметь в	1	1
с первого взгляда	3	1
это же самое	2	1
значение и не	1	1
ни с чем	1	1
то есть чисто	1	1
тех или других	1	3
что в нем	1	1
возможно только потому	1	1
отличаются друг от	2	1
области знаковой теории	1	1
когда мы говорим	3	2
же как и	2	1
в окончательной форме	1	1
может быть даже	3	1
но это не	1	1
что все указанные	1	1
и если мы	2	1
того что такое	1	5
да и то	2	2
если мы возьмем	2	2
но даже и	4	1
с другой стороны	5	5
знака как такового	1	1
с большим трудом	1	1
несет с собой	1	1
будто бы и	1	2
то ни стало	1	1
есть не что	4	3
значения этого термина	1	2
это вовсе не	4	1
все указанные у	1	1
очень близких к	1	1
но никак не	3	2
знака в его	1	2
не есть самый	1	2
бесконечное число значений	1	1
является не только	1	1
и только в	2	1
точно так же	3	3
друг к другу	1	2
тем что он	1	1
как некоторого рода	1	2
в каком случае	2	3
того или иного	3	5
которая если и	1	1
это не должно	1	1
что бы то	1	1
только к одной	1	1
самостоятельное значение и	3	2
так или иначе	1	6
значение так что	1	1
и тем же	1	1
каждый раз вполне	1	1
никуда не годится	1	2
только о том	2	1
свести только на	1	2
понятие знака в	1	1
каком случае не	1	2
вовсе не является	2	3
но если мы	1	2
а не просто	3	2
и есть то	1	2
знака и обозначаемого	1	2
когда мы произносим	1	2
одно нераздельное целое	1	1
есть нечто более	2	2
самом же деле	4	1
в целом и	1	1
а может быть	1	2
том что всякое	1	1
и т д	13	6
и знак и	1	2
что мы выше	1	1
в одно нераздельное	1	1
прийти к выводу	1	1
определения того что	1	1
этом случае он	1	1
то это значит	2	2
вовсе еще не	1	1
во всяком случае	6	10
знаком и символом	2	2
обязательно есть нечто	1	1
той или другой	4	4
указанные у нас	1	1
и то что	7	7
и сам знак	2	1
не менее в	1	1
друг от друга	2	2
потому что они	2	1
знак то в	1	1
в виде некоего	1	1
всякий знак обязательно	1	1
не указывает на	1	1
обзоре негативных теорий	2	1
на самом же	4	1
и в этом	6	3
и в его	3	1
вовсе не есть	8	10
рассуждение относится и	1	1
и в своем	1	1
нечто более общее	1	1
не что иное	4	3
то есть по	1	1
то что мы	1	7
так как иначе	4	3
мы хотели бы	1	1
здесь имеется в	1	1
но как мы	1	1
то что остается	1	1
есть прежде всего	1	4
в связи с	7	5
но отнюдь не	1	1
по крайней мере	5	6
нам хотелось бы	1	2
знак нечто значит	2	1
бы то ни	4	2
взятое само по	2	1
знака и символа	1	3
но уже во	1	1
мы можем даже	1	1
далеко не все	1	1
промежуточных звеньев которые	1	1
то есть он	2	1
не отличается от	1	1
так и в	1	1
тоже есть нечто	1	1
с одной стороны	1	5
едва ли кто-нибудь	1	2
только потому что	2	1
так же и	1	2
ставит перед собой	1	1
а только та	1	1
взятые сами по	4	2
структуры и модели	1	2
таком положении дела	1	1
относится и к	1	1
или попросту говоря	1	1
в чистом виде	2	3
да и вообще	1	1
узком смысле слова	1	1
аксиоматики знаковой теории	1	2
содержит в себе	3	2
всяком случае не	1	2
ни о каком	2	1
если каждый элемент	1	1
что же такое	3	4
только в том	1	4
имеются в виду	1	1
и нет ничего	1	1
то время как	4	1
если мы скажем	1	3
именно знак то	1	1
до такой степени	1	1
та или иная	3	2
в настоящее время	2	16
но не нужно	1	1
это значит что	2	3
при таком положении	1	1
не может быть	5	3
знака к символу	2	1
с самим предметом	1	1
не то чтобы	1	1
как о чем-то	1	1
в том или	2	1
не чем иным	1	1
потому что мы	1	1
получается таким образом	1	1
не говорим о	1	1
еще не есть	2	2
если нет никакого	1	1
даже и в	2	3
только то что	2	3
у нас не	2	2
мы скажем что	1	3
же в таком	1	1
пока только еще	1	1
можно было бы	3	2
некоторого рода смысловую	1	1
несет на себе	2	1
в этом случае	5	7
мы должны сказать	3	1
а то что	2	1
это и есть	1	2
было бы в	1	1
положении дела и	1	1
самой собой а	1	1
нельзя сказать что	1	1
например сказать что	1	1
бы даже и	1	1
от знака к	2	2
таким образом что	1	1
которой он не	1	1
то и другое	1	1
и символа в	1	1
вовсе не так	1	1
то что такое	1	5
кроме того если	1	1
и особенно в	1	1
мы произносим слово	1	1
не могут не	1	1
на первый взгляд	2	1
можем даже и	1	3
даже и не	4	2
но и в	2	3
то обстоятельство что	1	1
что не только	1	1
по себе но	1	1
и вовсе не	4	4
между знаком и	2	5
нечто такое что	1	1
и не просто	1	5
имеет ничего общего	3	2
как далеко не	1	1
в то время	4	1
быть даже и	1	1
к выводу что	1	1
имеется в виду	4	2
знаковой теории языка	2	8
ни на какое	1	1
связаны между собой	1	1
тем не менее	10	12
тоже нечто значит	2	2
и и ричардс	1	1
то есть в	3	2
значением и с	1	1
самого акта обозначения	1	1
или может быть	1	1
ни в каком	4	4
значение в то	1	1
к самому предмету	1	1
дело заключается в	1	1
тем более не	1	2
и вообще он	1	1
в данном случае	7	5
всякий знак есть	3	5
что всякий знак	4	3
знак а не	1	1
не может являться	1	1
что это за	3	1
мы в то	1	1
можно сказать что	2	3
уже это одно	1	1
или по крайней	4	3
только в связи	1	2
а не что-нибудь	2	1
является не чем	1	1
литературы и искусства	2	1
это было бы	1	1
до сих пор	2	4
ничего общего с	2	2
всякий знак нечто	1	2
как мы надеемся	1	1
и совсем не	1	1
не есть просто	2	2
можно ли в	1	1
только в его	1	1
нечто целое и	2	1
по своему содержанию	2	1
и даже до	1	1
в настоящем пункте	1	1
само собою ясно	1	1
и в чистом	1	1
в одном случае	1	1
что знак есть	3	3
знак обязательно есть	1	1
же самое время	4	4
в конце концов	3	7
мы еще не	1	2
есть то что	1	2
то же самое	7	5
предмета к самому	1	1
мы не будем	2	1
ввиду того что	1	1
совершенно отдельно от	1	2
настоящее время для	1	1
уже ничем не	1	1
для нас не	3	1
но когда мы	1	1
здесь и не	1	1
только тогда когда	1	3
и тем самым	2	1
тоже никуда не	1	1
того или другого	3	2
