3gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_3gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_3gram
речи заторможенной кривой	1	1
то же время	7	5
в первый период	1	5
характерно следующее заявление	2	1
и т п	5	9
в конструкцию произведения	1	1
так сказать в	1	1
тем не менее	2	1
бы в конструкцию	1	1
только тем что	1	1
в художественную конструкцию	1	3
зависимости от характера	1	1
в связи с	4	10
слова и предложения	1	1
иметь в виду	1	1
равно как и	2	1
этой мотивировки и	1	1
бы то ни	4	1
в поэтическую конструкцию	2	2
с другой стороны	5	3
элементы художественной конструкции	1	1
совершенно очевидно что	1	1
в данное время	1	1
как мотивировку для	2	1
в отличие от	2	2
отсюда отнюдь не	1	2
было бы наивно	1	1
сам по себе	1	3
данность внеположная сознанию	1	1
можно говорить лишь	1	1
отвлечься от этих	1	1
при этом условии	1	1
истории формального метода	1	2
школ и направлений	1	1
т е вовсе	1	1
ее т е	1	1
и не имеющих	1	1
поэтическое произведение как	1	2
создаются новые формы	1	1
но оно не	1	1
и для всех	1	1
п в основе	1	1
их в той	1	1
всяком случае в	2	1
на выражение как	1	1
чем же является	1	2
смысле этого слова	2	1
она не может	1	1
одной из своих	1	1
в данном случае	4	1
формальный метод в	1	2
поэтической конструкции в	1	1
но все же	1	2
пределах индивидуального организма	1	1
в реальном времени	3	4
для них символ	1	1
именно в этом	1	1
в той же	1	1
произведения как внеположной	1	1
один из моментов	1	1
в ней и	1	1
перестал бы быть	1	1
так и в	2	3
самом деле ведь	1	1
суть вовсе не	1	1
в такой же	1	1
как его понимает	1	1
допустимо лишь в	1	1
с одной стороны	1	1
с установкой на	2	1
представляется нам в	1	1
если же мы	1	1
эйхенбаума как сделана	1	3
не есть литература	1	1
и тот же	1	1
т п в	2	1
в то же	7	5
со всею полнотою	1	1
в этом отношении	3	7
только в связи	1	1
т е поэтическая	1	1
спрашивается что же	1	1
поэтической конструкции и	2	2
т е в	1	1
как мы видели	2	4
отнюдь не следует	1	2
на этом фоне	2	1
обратную пропорциональность смысла	1	1
языка и его	1	5
самой поэтической конструкции	1	1
схемой для понимания	1	2
а не в	3	1
того или иного	1	4
более того на	1	1
с помощью каких	1	1
не следует что	2	2
в художественной конструкции	2	1
в собственном смысле	1	1
можно говорить о	1	1
от идеологического кругозора	2	1
помощью каких приемов	1	1
но вовсе не	2	1
выведение из автоматизма	1	2
его здесь и	1	1
с самого начала	1	2
в самом деле	4	5
в той мере	1	1
истолкован в шкловским	1	1
имеем в виду	1	1
в нем как	1	1
одного к другому	1	1
более того если	1	1
к тому чтобы	1	2
с тем что	1	5
часть социальной действительности	1	1
до сих пор	1	1
сама по себе	1	1
развития формального метода	1	1
в таком случае	1	1
до настоящего времени	1	1
так или иначе	1	1
каждый элемент языка	1	1
произведения в процессе	1	1
без всякой методологической	1	1
более и более	1	1
с точки зрения	14	7
взятой независимо от	1	1
теперь эта боязнь	1	1
мы ни взяли	2	1
то или иное	2	1
в эпоху разложения	1	1
в неразрывной связи	2	1
ни взяли мы	1	1
важное место в	1	1
мы не можем	2	1
в этом смысле	2	2
и в пределе	1	1
произведения не может	1	1
оно не может	1	1
и во всяком	2	1
имеет место и	1	1
в последнем счете	2	1
в направлении к	4	1
входит в поэтическую	1	1
теория восприятия и	1	2
конкретное высказывание является	1	1
говорит в шкловский	2	4
есть литература но	1	1
той мере в	1	1
в истории литературы	3	2
раз и навсегда	3	1
один и тот	1	1
же время не	1	1
лингвист отвлекается от	1	1
следующее заявление шкловского	1	1
что же касается	1	1
о языке как	1	1
с тем и	1	2
правом можно утверждать	1	1
можно только в	2	1
как мы знаем	4	2
от одного к	1	1
вовсе не является	3	1
что же такое	1	1
мере в какой	1	1
все более и	1	1
и в других	1	1
как внеположной сознанию	2	1
е поэтическая конструкция	1	1
в одной из	1	1
произведения его здесь	1	1
ровно ничего не	2	1
его от всех	1	1
можно и должно	1	3
том или ином	1	1
в конце концов	2	2
и его формы	1	1
в значительной степени	1	3
исполнения и восприятия	2	1
наука о литературе	1	1
такой же степени	1	1
в настоящее время	1	1
и пр в	1	1
материалом поэзии является	1	1
нем как в	1	1
не совпадает с	1	1
в пределе вовсе	1	1
по тем же	1	1
не может быть	14	10
не в том	1	3
оставаясь в пределах	1	1
в том или	1	1
мы не найдем	1	1
остается подвести некоторые	1	1
языке как о	1	1
до известной степени	2	3
сами по себе	2	2
нам в корне	1	1
т е его	1	1
они не совпадают	1	1
и т д	6	5
поэтической конструкции на	1	1
подвести некоторые итоги	1	1
становится в ней	1	1
сводится к тому	1	1
формалистической истории литературы	1	1
язык и его	1	3
в процессе этого	2	2
самым наивным образом	1	1
индивидуального организма и	1	1
и пр являются	1	1
привела формалистов к	1	1
на почве акмеизма	1	2
только то что	2	1
как таковой он	1	1
говорящего со слушателями	1	1
всякое конкретное высказывание	2	1
