2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part1_wordlist_2gram
учения о	2	1
термина и	2	1
всякого понятия	1	1
другой стороны	3	5
которых она	1	1
самый настоящий	1	1
ли что	1	1
то и	6	4
свидетельствует о	3	2
к этому	1	1
символа в	3	2
и все-таки	2	3
но для	3	1
обозначения не	1	2
же о	1	3
и не	31	37
тоже ведь	1	1
и та	1	1
таким образом	6	4
по своему	9	5
года в	1	1
тогда когда	1	3
тем что	7	4
не обязателен	1	1
исследования а	1	1
хотелось бы	1	2
что-нибудь другое	1	1
дает нам	1	1
все эти	8	7
по содержанию	1	2
есть он	1	1
в данном	9	10
смысле и	2	1
в литературе	4	1
общее чем	1	1
вообще говоря	1	4
т д	10	6
из самых	1	2
и того	2	3
разных типов	1	1
знаков в	1	1
мы считаем	1	2
и этот	1	3
перед нами	5	2
всех подобного	1	1
отождествляется с	1	2
огромных усилий	1	1
самого понятия	1	1
и достаточно	1	1
следовательно если	2	1
сами по	3	2
и уже	3	1
как этого	1	1
понятия символа	7	3
предмета но	2	1
математическое уравнение	2	1
сознания так	1	1
нами как	1	2
категории которые	1	1
большей частью	2	3
все наше	2	1
момент для	1	1
первый взгляд	1	1
в языкознании	1	7
бы его	1	2
поэтому и	2	1
с первого	1	1
то уже	3	1
в своем	5	4
одного из	1	1
и без	1	5
не требующее	1	1
анализа и	1	3
по крайней	2	6
не являются	5	3
как и	3	5
и чем	1	1
или попросту	1	1
понимать что	2	1
каком случае	3	3
поэтому в	1	1
раз в	1	1
действительности то	1	1
и в	32	35
весьма тонкой	1	1
эту вещь	2	3
с этими	2	2
но не	9	4
ни стало	1	1
и будет	1	1
для нас	5	9
не связан	1	1
мы сказали	1	1
как знак	2	2
бы он	1	1
действительности если	1	1
и об	1	1
ее отражение	4	1
о своем	2	2
с этим	3	5
но это	8	6
ее элементов	1	1
же здесь	1	1
есть единораздельная	1	3
ее в	2	1
же в	4	1
ведь если	2	4
конечно не	1	2
просто как	1	3
есть простое	1	1
на тот	2	2
это не	6	1
здесь в	3	1
а если	1	1
должно быть	2	2
это значит	1	4
более или	3	4
имеет значение	1	2
казалось бы	4	7
в последние	1	2
прежде всего	10	11
указывает на	14	5
же такое	1	4
указанные у	1	1
тем и	2	1
оно обязательно	1	1
требует еще	1	1
это тоже	2	3
хотели бы	1	2
не что-нибудь	2	1
в результате	2	4
возникает только	1	1
в науке	2	3
мы вообще	1	1
есть именно	5	5
не что	2	3
обязательно есть	2	2
за последние	1	1
об этом	10	2
и возможно	1	1
огромное количество	1	1
обозначаемое не	1	2
чистом виде	1	3
а только	5	6
в общем	1	4
расстаться с	2	1
научно и	1	1
и есть	6	4
едва ли	2	9
самом деле	6	4
об этой	1	1
самом же	1	1
хотя и	6	3
что может	2	2
пусть не	1	4
очень долго	1	1
последние десятилетия	1	2
то же	10	5
это опять	2	1
смысл то	1	1
другими словами	3	6
в какой-то	1	2
нельзя сказать	2	1
в свете	1	3
представляется нам	1	1
то более	1	2
как говорят	2	1
и еще	3	1
для построения	2	1
не стал	1	1
оперирует с	1	1
к этой	1	1
один из	4	3
в действительности	3	2
и поэтому	1	2
ясно что	3	8
и логики	1	1
отношения к	1	1
же и	3	2
этого термина	4	8
например есть	1	1
именно тем	1	1
никаких разъяснений	1	1
ли кто-нибудь	1	2
этой последней	1	1
понятия и	2	1
имеющих общего	1	1
другим и	1	1
предмет то	1	1
но в	14	6
вещей в	1	1
знак вещи	4	5
всякого рода	1	4
который бы	2	1
не имеет	2	7
анализ этого	3	1
сих пор	3	4
со всем	2	1
если и	1	1
все прочее	1	1
знака необходим	1	1
тем не	18	12
не значит	2	2
теория знака	1	1
это нужно	1	1
совершенно правильно	1	2
здесь тоже	1	1
о которых	3	3
есть прежде	1	4
а потом	2	1
в другом	1	1
для своего	2	1
и чтобы	2	1
общем и	1	1
нам уже	1	1
вообще нельзя	1	1
вещи для	1	1
не о	2	6
бы даже	1	1
нечто не	1	1
совсем не	4	7
модель для	1	2
понимать под	1	1
сожалению однако	1	1
единораздельная цельность	1	4
знак не	1	3
можно было	3	5
и это	9	5
прочим в	1	1
а иной	1	1
возникает никакого	1	1
и понятие	2	2
семантической области	1	1
этот вывод	1	1
мы сейчас	1	1
ни говорили	1	1
а следовательно	1	1
ничего общего	11	3
и хорошо	1	1
так например	1	1
отражения и	1	2
указывать на	2	1
о которой	1	1
новое качество	2	1
и хочет	1	1
смысловое отражение	1	1
быть проще	1	1
уже давно	2	5
когда мы	8	6
последние два	1	1
еще и	5	5
предмет обозначения	4	4
и от	1	3
сейчас мы	2	1
иное как	2	3
а скорее	1	2
той же	1	2
прийти к	1	2
может иметь	2	2
на такие	1	1
только после	2	1
не собираемся	1	1
о самом	1	1
к сожалению	1	6
нашего сознания	1	2
которое было	1	1
есть смысловое	1	1
было и	1	1
то тут	1	1
с его	2	1
предмета с	1	2
этих двух	1	1
не знаем	1	3
и больше	1	1
бы и	1	7
и все	7	5
от всего	3	3
говорили о	1	1
всякий знак	3	17
самого знака	2	1
и о	8	4
еще только	1	1
но когда	2	1
но отнюдь	3	1
все другие	2	2
такое огромное	1	1
что эта	1	1
в них	7	2
для понимания	1	1
и так	2	1
и ни	4	3
собою а	1	1
ни обозначаемое	1	1
данный предмет	1	1
если не	4	4
не всякое	7	2
отнюдь не	10	5
здесь идет	1	2
в том	9	12
то уж	1	2
на почве	1	1
как они	2	2
от того	1	1
есть ли	1	1
и структура	1	1
к самому	1	1
что между	1	1
идет речь	1	2
как мы	7	5
и искусства	4	1
это требует	1	1
только тогда	1	3
пока еще	3	9
в отношении	3	4
есть не	6	6
в виде	15	6
настоящее время	3	16
терминов но	1	1
является чем-то	1	2
здесь не	7	2
нас только	1	1
символа и	9	1
всякий символ	12	1
иным как	1	1
самой этой	1	1
нечто противоположное	1	1
тот же	1	4
и осуществляется	1	1
вовсе еще	3	1
что нет	2	1
является здесь	1	2
со стороны	1	1
уже на	2	1
обозначенная предметность	1	1
что здесь	3	1
нет ничего	10	2
то он	2	1
он вообще	1	3
чтобы не	1	2
то это	1	3
или иного	2	5
т е	1	1
вещи но	3	1
и вполне	3	4
от этого	1	1
на совсем	1	1
определенным образом	3	2
уже во	1	1
уже в	3	3
можем говорить	2	1
значит и	2	1
и никаких	1	1
есть этот	1	1
особенно в	2	1
в истории	4	3
и потому	2	1
хотя правда	1	1
знак то	4	4
это обстоятельство	1	2
тут и	1	2
как на	1	2
именно он	1	3
но оно	1	1
и хотели	1	1
здесь имеется	1	1
заставляет нас	2	2
и те	1	1
предмет есть	1	1
этом тоже	1	1
времени в	1	1
в области	2	6
просто только	1	1
не менее	19	13
еще не	9	10
без употребления	1	1
то нет	1	1
он сам	2	3
ведь все	1	2
к его	2	1
же самое	9	6
в конце	6	7
о каком	1	1
следовательно и	2	1
все еще	1	4
ли сказать	2	2
эта последняя	1	2
необходимым образом	1	1
тех или	3	3
является этим	1	1
и тогда	1	1
ведь ни	1	1
можно даже	1	1
чего же	1	2
какой-нибудь предмет	1	2
покамест еще	1	1
и на	8	5
всякий смысл	1	1
есть чисто	1	1
общего между	5	2
есть то	1	5
и понятия	1	1
имела бы	1	1
и приятное	1	1
вообще не	2	4
для того	8	3
есть результат	4	1
тому как	2	3
еще недостаточно	1	1
конечно и	1	1
но вот	1	2
в самом	6	5
его из	1	1
а то	1	1
по этому	3	3
мы еще	1	3
значение только	1	2
в то	6	6
никогда не	7	1
но ввиду	1	1
и модель	1	2
можно ли	5	6
которой они	1	1
многое другое	1	2
бы тут	1	2
так же	9	5
и самый	1	4
без всякого	2	4
так что	6	11
не имеющих	2	2
знак без	1	1
более для	1	1
не в	4	2
что отнюдь	1	1
есть в	5	4
и во	3	1
уже с	2	2
для которого	3	1
или действительности	1	1
вопрос что	1	1
на нее	1	1
рода семантических	1	1
раз и	9	5
как это	6	1
нами в	1	2
лишь в	1	3
в мысли	1	1
предмет который	1	3
таковы же	2	1
с самой	1	1
о них	1	2
и самого	1	4
знака то	1	2
для этого	3	3
первого взгляда	1	1
мы это	1	2
себе либо	1	1
сразу и	1	1
говоря только	1	1
нам возможность	1	1
что многие	1	2
был не	1	1
требует от	1	1
которую мы	1	1
знаковая природа	1	2
далеко не	5	4
как бы	14	4
в москве	1	1
от других	2	1
из отдельных	1	2
о его	2	1
и почти	1	1
видно что	1	1
что имеется	1	1
предмета так	1	1
тем или	3	1
несколько слов	1	1
уже по	1	1
он может	1	1
нет и	2	3
только то	4	3
будто бы	1	5
форме и	1	1
существуют в	1	1
мы можем	4	6
больше и	1	1
является для	1	2
или точнее	1	3
которая в	1	1
не существуют	1	2
одновременно и	1	3
что не	3	5
что эти	1	1
с большим	1	1
а не	15	10
этот вопрос	1	1
значит что	3	4
тот или	1	5
совсем другой	1	1
если мы	11	9
время как	1	1
подобного рода	5	4
тотчас же	1	2
одним из	1	1
как же	3	4
обозначает и	1	4
и ее	8	2
а наоборот	3	1
вещи есть	31	1
они должны	1	1
проще того	1	1
совсем другое	1	1
пор мы	2	2
этого предмета	1	2
более общее	1	1
по своей	1	1
мы говорили	4	1
если в	1	1
а может	2	2
с ее	1	1
он обозначает	2	3
даже вообще	2	1
и другое	2	1
он есть	4	1
что оно	3	2
и особенно	2	2
содержится в	1	2
при помощи	13	8
это было	2	2
чем мы	1	1
тут не	1	1
и всю	2	1
является не	2	2
тоже ничего	1	1
от человека	1	1
входящих в	1	2
знак в	2	2
войти в	1	2
с собой	2	1
что же	9	9
знак а	2	3
и их	1	3
имеет ничего	2	2
вопрос о	1	3
к нему	3	2
что ни	2	1
эту модель	1	1
ничего не	10	10
говорили что	2	1
где же	1	1
предмета есть	1	3
если он	1	1
что они	3	3
этом необходимо	1	1
к символу	1	1
не возникает	1	1
само понятие	1	2
никакой возможности	1	1
по поводу	4	2
только потому	3	1
тоже есть	3	5
но только	2	4
понятий а	1	1
к другим	1	1
достаточно только	1	1
что вовсе	1	1
для науки	1	1
или иной	5	5
и здесь	6	4
математическом смысле	1	1
отдельности и	1	1
являются только	2	1
разговаривать не	1	1
акте обозначения	2	1
того что	7	12
при этом	6	3
но уже	5	5
но что	2	1
этих предметов	1	1
что иное	2	3
в нее	1	2
в этих	3	4
вещи или	4	3
нами теории	2	1
он перестанет	1	1
только одной	2	1
сама по	4	4
что его	3	1
в момент	1	1
может считаться	1	1
нечто такое	1	1
в предмете	3	1
себе что	2	2
входит в	4	2
то ни	1	3
что это	3	1
говорит о	3	1
находятся в	1	1
этой области	2	3
но повторяем	1	1
на что	2	1
или из	3	1
не вообще	1	1
или другое	1	1
есть та	2	1
знак и	1	21
чем иным	1	1
она есть	5	1
слова и	1	4
даже в	1	2
в советской	1	2
совершенно неверно	2	1
мы имеем	2	1
каждый раз	1	3
уж тем	2	5
есть такой	1	1
таком случае	6	10
мы здесь	2	3
случае уже	1	1
человеческом сознании	1	1
так и	12	7
вещи и	12	2
говорить только	1	2
или другой	1	5
тем самым	4	7
только от	1	1
но как	6	6
который вовсе	2	3
что тут	4	1
или для	1	1
эти термины	1	2
бы то	1	2
если бы	4	4
но то	1	1
здесь понимается	1	1
нас в	2	3
можем и	1	1
как раз	13	8
очень трудно	2	1
обозначение и	1	1
что понятие	3	1
предмете мы	1	1
разговоре с	1	1
что она	5	4
что если	2	4
о чем	6	6
и что	9	13
теории все	1	1
которое мы	1	1
они все	1	2
которая и	1	2
структуру в	1	1
для чего	2	1
и притом	4	3
место в	1	1
иметь в	4	1
этому поводу	3	2
это то	1	5
что все	3	6
ведь есть	1	1
сказать что	13	24
только все	1	1
то есть	33	39
вместе с	2	2
это всегда	1	1
является то	2	1
ни его	5	1
которое уже	1	1
вещи хотя	1	1
мысль о	1	2
в разные	1	2
обозначаемое и	1	3
ничего и	1	1
тем однако	1	1
это заставляет	1	1
должны быть	1	1
без которого	3	1
является символом	4	1
и рассматривать	2	1
относится к	1	6
даже сказать	1	1
то в	5	1
и его	3	1
правда в	1	2
никакого разговора	1	1
и терминов	1	1
которое есть	1	1
и строго	1	1
вот теперь	1	1
его от	3	2
не на	3	1
вещи как	3	1
я не	1	1
это есть	9	1
и конкретных	1	1
если угодно	1	2
о предмете	2	2
направление в	2	1
той или	5	5
и перечислить	1	1
среди прочих	1	1
говоря уже	2	4
какой-нибудь другой	1	1
же мы	2	2
до бесконечности	1	1
но всегда	1	1
пустым и	3	1
именно как	4	4
предмет в	1	1
выясняется что	1	1
на этой	2	2
и даже	11	11
и очень	2	1
вопроса о	2	1
и тем	13	4
собою но	1	1
только в	7	14
в смысле	1	1
тоже не	7	7
из тех	1	1
не должны	3	1
символ в	7	1
оказалось что	1	2
которого действительно	1	1
мы нечто	1	1
литературы и	4	1
и эта	1	1
оно и	3	1
только самых	1	1
как в	4	1
входили в	1	1
мы уже	5	3
или о	1	2
взятые сами	2	2
тем более	5	10
этой терминологической	1	1
в системе	1	2
слова знак	1	1
они обозначают	1	1
что из	1	2
она должна	1	2
что всякий	4	5
есть и	3	1
случае не	3	4
содержит в	7	2
в их	4	3
общего и	1	1
что бы	1	1
в себе	15	5
ли даже	1	1
к тому	3	3
входящее в	1	1
только как	1	3
само собой	2	1
своему содержанию	3	1
первый план	1	3
свой смысл	1	2
себе вовсе	1	2
но даже	1	3
взывает к	1	1
иначе он	1	1
которые мы	1	3
и является	7	3
с ним	3	1
заметим что	1	1
тому что	4	3
слово и	1	2
только с	1	2
когда есть	1	1
с самим	1	3
и вы	1	2
в математике	2	4
а существует	1	1
та или	1	2
является в	2	2
различные и	1	1
или может	2	2
не мешает	2	1
еще нужно	1	1
которые в	2	2
исследования мы	2	1
литературоведения и	1	1
родового понятия	2	1
так или	2	6
то или	2	3
то менее	1	2
составляющих ее	1	1
то на	2	2
она является	2	1
простым и	1	2
потому что	16	13
друг друга	1	1
что для	2	3
не вводя	1	1
мы что-нибудь	1	1
только и	3	3
на том	4	3
знака он	1	1
и то	6	10
этом отношении	1	1
виде то	1	1
всех этих	7	4
без такого	1	1
xix и	2	1
все время	2	1
именно знаком	1	1
на значение	1	1
этого однако	1	1
не просто	23	11
все они	1	1
так как	11	7
и всегда	2	1
как будто	3	6
даже не	1	3
на этом	1	1
не могут	2	4
или других	1	3
выражена в	1	1
в известной	1	1
думать что	1	1
говорим о	2	3
что под	1	2
все указанные	1	1
и с	2	10
в него	2	2
непосредственного содержания	1	1
это в	1	2
не для	2	1
и всякий	1	3
функция вещи	2	1
во что	1	1
никакой объективной	1	1
же выясняется	1	1
чем и	1	1
тут же	1	8
эти элементы	1	2
также и	11	12
отношений между	1	1
предмет и	1	1
с другой	3	6
человеческого мышления	1	1
в другое	1	1
самое время	4	4
так уж	1	2
было бы	8	8
в случае	3	3
и менее	3	1
здесь и	1	1
а его	1	1
но ясно	1	1
впервые только	2	1
знак который	3	2
предмета и	2	3
не очень	2	2
о каких	1	1
у нас	14	18
к своему	1	1
именно в	4	1
из трех	1	2
для определения	1	2
себе но	3	1
мы не	2	7
составляющих его	4	2
тоже достаточно	1	1
самый этот	1	1
всякий понимает	1	1
и вовсе	4	6
знаке и	1	1
гораздо более	2	4
внутреннее и	1	1
точно так	4	3
быть и	3	2
нечто целое	1	1
нет никаких	1	1
том как	2	1
г в	1	1
для себя	3	9
но по	1	1
знак определяется	1	1
понятием знака	1	1
же как	2	1
одно это	1	1
все это	7	4
не чем	1	1
в качестве	2	2
характеристика символа	1	1
находится в	1	1
мы будем	2	1
знака необходимо	1	1
не так	1	2
идти в	1	1
знака когда	1	1
быть достаточно	1	1
потому и	1	1
единое и	2	1
обозначения и	4	6
мы впервые	1	1
совершенно не	6	2
этом смысле	6	5
от другого	2	2
этот термин	4	2
в человеческом	1	1
современном состоянии	2	1
это же	1	1
нас не	2	3
и если	6	3
или не	3	2
в такой	1	2
такой знак	1	1
образом в	1	1
нечто более	1	2
констатировать в	1	1
символа то	2	1
а ведь	1	2
а это	2	3
что он	7	4
понятие отражения	1	2
данном случае	8	5
которых мы	2	1
есть просто	1	2
просто на	1	2
смысловая и	1	1
уже не	3	8
а является	1	1
самой действительности	3	1
и математика	1	1
в силу	1	1
что было	1	1
представление о	1	5
предметов и	6	1
хотя бы	3	12
в настоящее	3	16
с другими	2	5
обозначаемого и	2	2
здесь как	1	2
несет с	2	1
как такового	2	2
но зато	1	2
языке или	1	1
единичного и	3	1
логики и	2	1
есть ни	5	3
мышления в	1	1
большим трудом	1	1
в нашей	1	3
внимание на	1	3
быть для	2	1
последней мы	1	1
тому чтобы	1	1
сам по	7	1
теории и	1	3
важно для	1	1
не приходится	1	1
на себя	2	1
ту же	1	1
как ее	1	1
или другим	3	1
тут уже	1	1
но все	3	2
бы дать	1	1
указанием на	1	1
стороны однако	1	1
чем просто	1	2
должны сказать	2	1
ведь это	2	2
в связи	4	5
для которых	1	1
здесь то	2	2
это совершенно	4	2
всего только	1	1
существует только	1	2
этих случаях	3	1
самое элементарное	1	1
если нет	1	1
весьма разнообразно	1	1
известном смысле	1	1
общего с	8	2
и к	1	3
в наших	1	1
в данной	1	1
с такими	2	1
как о	1	3
модели в	1	1
то мы	1	1
как человек	1	1
содержанием и	1	1
есть нечто	11	7
отражение в	1	1
в каком	3	4
есть по	4	2
никак не	4	11
именно то	3	1
обозначаемым предметом	2	1
должна быть	1	1
а главное	1	2
в чисто	1	1
понимать как	2	1
является только	1	3
как иначе	1	3
обобщенность и	1	1
обозначается и	1	1
ни в	7	6
необходимо сказать	2	6
что в	12	11
которых тоже	1	2
что их	2	2
же главное	1	2
не указывает	1	1
но если	2	4
входить в	1	2
в основе	1	3
понимать только	1	1
буквальном смысле	3	1
такое знак	1	6
ближе к	1	1
которыми мы	1	1
в буквальном	3	1
модель и	1	2
или менее	3	4
и различие	1	1
есть тоже	1	3
истории философии	4	1
бы мы	3	2
своей обозначенности	1	1
что на	1	4
другой весьма	1	1
а особенно	1	1
нам хотелось	1	2
кажется что	1	1
только не	3	3
данную вещь	1	4
не то	2	2
не может	8	13
в определении	1	2
здесь будет	1	1
можно будет	2	1
но который	1	2
того или	2	7
его содержание	1	1
такого рода	7	15
и который	2	1
нему ни	1	1
перечислить и	1	1
для знака	5	4
при построении	1	1
не существует	6	6
разного рода	6	4
только самый	1	1
о том	11	18
между тем	2	1
обратим внимание	1	1
самое большее	1	3
отказаться от	1	1
в виду	6	8
на то	8	6
обозначения всякий	1	1
мы и	4	6
тоже оказался	1	1
от всякой	1	2
и нечто	1	2
может быть	14	18
другом случае	1	1
и можно	1	3
что а	2	1
от соседних	2	1
логического анализа	2	1
она не	2	3
дела и	1	1
точное представление	1	1
кто-нибудь станет	1	1
была бы	1	1
многие из	1	1
с тем	5	3
какой-то мере	1	1
попросту говоря	1	4
во многих	2	2
в глубине	1	1
каждый из	1	2
эти два	1	1
еще очень	2	1
и самое	1	1
для них	2	3
мира в	1	1
вернее сказать	2	1
в таком	9	11
сколько угодно	3	1
ни одна	1	1
не будем	2	4
не было	4	3
но ведь	3	3
вещи всегда	1	1
того чтобы	9	2
и при	2	2
в этой	10	9
и мыслить	1	1
бы что	1	2
всяком случае	3	10
самим собою	1	1
и необходима	1	1
от нас	3	3
понятий не	1	2
зачем же	1	2
во всяком	7	13
который он	1	2
и вообще	4	16
всяких предметов	1	1
не говоря	4	4
если же	1	3
а вовсе	1	1
нечто обозначает	1	3
и уж	2	5
не только	17	24
нами не	1	4
он не	3	2
что даже	1	1
и существует	1	1
можно сколько	1	1
тем же	1	1
в пределах	1	1
нам о	2	1
речь не	1	2
имеющих ничего	1	1
утверждать что	1	2
бы не	1	3
своего возникновения	1	1
нераздельное целое	1	1
употребления термина	1	1
теории в	2	1
и для	4	6
это только	2	3
мы в	3	3
каждом отдельном	1	1
и чисто	3	1
знак мы	1	2
вообще и	4	2
не всякая	1	1
акта обозначения	1	5
при современном	2	1
по себе	15	8
не потому	2	1
даже и	8	18
а завтра	2	1
настоящего времени	1	2
или вообще	2	4
в условиях	1	2
ни просто	1	2
а в	4	4
в каждом	1	1
и обозначаемого	3	2
имеет и	1	2
одним и	1	2
логических моментов	1	1
огромная путаница	1	1
чтобы он	1	1
равно это	1	1
по преимуществу	2	2
вещь и	1	2
но с	1	1
не имеют	5	1
в одно	4	2
по его	2	1
нужно считать	1	1
языке и	1	4
для нашего	2	1
а вернее	1	1
никакого отношения	1	1
им в	1	1
есть тот	2	1
предметов тоже	1	1
со знаком	2	2
и только	4	4
термин и	2	1
это будет	1	3
менее он	1	1
это уж	1	2
для всех	1	2
сводится к	1	2
мы должны	5	3
в которых	3	1
мы выше	4	1
и до	2	1
в таких	2	3
пустое и	1	1
которые можно	1	1
что изучение	1	1
сказать только	2	1
смысле слова	7	7
отдельных моментов	1	1
бы никакого	3	1
далеки от	1	1
обозначения а	2	1
здесь только	2	3
то во	2	2
и литературы	1	1
образом и	2	1
она тоже	1	1
и как	6	4
иной раз	1	3
именно к	1	1
что такое	6	18
об его	3	2
и никакого	1	2
не быть	1	1
точки зрения	3	2
в теории	3	1
человека с	1	1
но и	9	16
широкое и	1	1
до сих	3	4
не знает	1	3
огромные трудности	1	1
но именно	3	4
обозначаемом в	1	1
или как	3	2
гром и	1	1
быть даже	2	1
уж совсем	1	1
предметов как	1	1
своему смыслу	1	3
на самом	6	4
только его	1	3
перестанет быть	2	1
действительности чем	1	1
говорить о	6	10
крайней мере	2	6
в этом	19	17
которая хотя	1	2
от которых	1	1
понятия знака	2	5
мы все-таки	2	1
рассматриваться в	1	1
нужно понимать	1	1
что мы	13	14
мы ни	1	2
между собою	7	4
он говорит	1	1
станет утверждать	1	1
оказывается что	2	3
одна из	1	3
из этих	2	3
в языке	1	15
предмет например	1	1
но такого	1	1
ведь не	1	1
их в	4	4
как именно	2	3
требует для	1	3
виду и	2	1
нам в	1	2
о нем	3	2
есть какая-нибудь	1	1
какие-нибудь другие	1	1
заключается в	1	4
тот момент	1	1
только на	4	9
а уж	1	1
будет и	1	1
еще у	1	1
взятая сама	4	2
не будет	2	11
которые не	3	2
не нужно	3	3
ту или	1	1
есть отражение	2	3
и само	1	2
себе все	2	1
в математическом	1	1
можно сказать	5	6
бесконечное количество	4	1
субъективистские теории	1	1
здесь кроется	1	1
даже больше	1	1
о знаке	2	11
в нем	13	1
во время	1	1
ввиду своей	1	3
предмет а	1	1
во всех	7	2
или иначе	2	6
в дальнейшем	4	1
он был	1	1
поскольку они	1	1
или по	1	4
слова то	1	3
о значении	1	3
о природе	1	1
дать ей	1	1
не раз	1	1
мы возьмем	2	2
между прочим	2	1
никак нельзя	3	3
единый и	1	1
понятие выраженное	1	1
как нечто	8	2
или в	4	2
же нам	1	1
учение о	3	2
акт обозначения	4	4
и сам	1	2
но их	1	1
конце концов	4	7
а именно	12	6
общности и	1	1
необходимы для	1	2
от той	1	1
том что	12	19
неимоверная путаница	1	1
о котором	1	3
однако и	3	1
отношения между	1	1
и ничего	2	2
этих вещей	1	1
и следовательно	3	4
определенного рода	2	6
в алгебре	1	1
как таковой	1	4
однако это	3	2
или без	1	1
ни на	4	1
всегда есть	6	1
оно не	3	3
и символе	1	1
указание на	4	3
не требует	1	2
а также	4	2
оно есть	1	1
и понимать	1	1
в голове	1	2
меньше всего	2	1
без всякой	2	5
знаком или	1	1
переходит в	1	1
