2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part1_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_2gram
определить и	1	1
равнодушен к	1	1
увидим дальше	1	1
в применении	2	2
и все	3	6
по принципу	3	1
или менее	1	6
никто не	1	1
формалистов от	3	1
его элементы	2	1
литературы поэтому	1	1
и речи	5	1
художественная конструкция	2	2
какой-нибудь элемент	1	1
нам кажется	1	1
и заключается	1	2
развития литературы	1	1
изучения поэтического	3	1
что на	2	1
и о	2	1
жизни и	3	7
единства и	2	2
формалисты исходили	1	1
настойчиво подчеркивают	1	1
всякий идеологический	1	1
поэтому проблема	1	1
целом ни	1	1
и притом	1	1
формалистов был	1	1
ни взяли	1	1
это положение	2	1
в них	1	3
пр являются	1	1
становящемуся ряду	1	2
место в	3	7
основная задача	2	1
произошло еще	1	1
при изучении	1	1
но принципы	1	1
на лингвистику	3	1
не есть	3	2
этих последних	1	1
себе эти	2	1
отнесены и	1	1
между этими	3	1
и ни	1	1
это то	1	1
или иное	1	1
без исключения	2	1
не может	14	16
реальной действительностью	2	1
могут быть	6	1
язык и	7	1
там где	4	1
от идеологического	2	1
между отдельными	1	1
сказать что	2	1
если произведение	1	1
мы видели	4	2
отнюдь не	8	6
действительности в	1	2
в работах	2	1
того или	4	2
проблема и	2	1
не могло	1	5
произведения искусства	2	3
вместе с	6	2
он должен	1	3
идеологического смысла	2	3
мы знаем	3	1
в том	11	6
понимании этого	2	1
места в	1	2
система в	1	1
принципов и	1	1
художественной программы	1	2
в его	10	23
значения в	2	1
на почве	9	13
это время	2	1
человеческого организма	1	1
идеологической значимости	3	1
как они	4	1
внешних факторов	1	2
не входит	3	1
и может	3	4
и смыслом	2	1
приводит к	2	2
идеологических ценностей	1	1
характер они	1	1
за ней	1	1
между тем	2	2
конструктивных проблем	1	1
что самая	1	1
всякого искусства	2	2
науки о	2	2
о различных	1	1
и понимание	1	1
его не	2	2
отношение к	2	3
являются лишь	1	2
должна ориентироваться	1	1
учение об	1	1
на то	1	1
произведения т	2	1
идеологическую значимость	1	2
во всей	2	2
общеидеологический кругозор	1	1
в реальную	1	1
какое бы	1	1
большинстве случаев	3	2
уже о	1	1
языка то	2	1
и смысл	1	1
есть только	2	1
технически служебным	1	1
какого-нибудь литературного	1	1
должны быть	1	5
конструкции мы	1	1
и функции	2	1
отрыве от	1	1
в литературном	1	2
этой плоскости	1	2
главным образом	3	4
как мы	7	5
однако не	3	2
специфических особенностей	3	2
особого рода	1	1
как чисто	1	1
не творит	1	1
исключительно как	1	1
сам предмет	1	1
может быть	23	14
эти определения	2	3
этого метода	1	1
и его	21	10
то в	2	1
не можем	1	2
эту значимость	1	1
своих моментах	1	1
правда в	2	1
и входит	1	1
произведения и	3	8
конструкции поэтического	1	1
отчетливости в	1	1
существенных моментов	1	1
как его	2	1
вовсе не	11	10
к действительному	3	1
она не	2	6
исходили из	3	1
их теория	1	1
в поэтике	2	1
основным явлениям	1	1
изображения и	1	3
форм как	1	1
это казалось	1	1
между двумя	2	1
в поэтической	4	1
всякое иное	1	2
его от	4	1
положений в	1	1
художественной структуры	1	6
была бы	3	2
при таких	1	1
так на	1	1
не на	1	2
с тем	11	2
на развитие	1	1
в виде	1	1
с предшествующими	1	1
настоящее время	1	10
отношением к	1	1
этого прежде	1	1
направления т	1	1
из этого	2	1
для литературы	1	1
по теории	3	1
к работам	2	1
задачи и	3	4
здесь не	4	3
конструктивного значения	11	1
в простую	1	1
поэтику как	1	1
общения в	3	1
конкретного материала	1	1
от тех	2	1
бы в	5	3
увидим что	1	1
а о	3	1
очень характерно	2	1
явлений как	1	1
и смысла	3	1
значение не	1	1
но из	1	1
говоря уже	1	1
в истории	6	4
как поэтический	1	1
отличие от	2	1
самое же	1	1
и действительно	1	1
для них	3	1
и других	2	3
со стороны	2	5
то чтобы	1	1
социологического метода	1	6
как он	1	1
и создает	1	1
именно как	4	12
организации произведения	1	1
и нельзя	1	1
в первый	5	1
основные моменты	1	1
учения о	1	2
возможно лишь	1	1
борьбы с	2	1
русский формализм	1	2
т п	9	4
превращения его	1	1
потебни и	2	1
идеологического значения	3	1
не было	6	3
и отчасти	3	3
и даже	4	3
от этой	1	1
но ведь	3	2
как предмет	2	1
и тем	2	1
того чтобы	3	1
в своих	1	2
только в	6	2
в смысле	1	1
в этой	6	6
ней и	1	1
природного тела	1	1
так сказать	3	3
другой стороны	4	1
или иного	5	3
роли в	1	3
формализм в	1	3
т е	26	34
в русском	1	1
литературе в	1	1
его развития	1	1
идет о	2	2
мы их	1	1
и иными	1	1
материал и	3	1
конструктивные задачи	2	6
всяком случае	5	4
его с	3	2
в единстве	2	7
чтобы понять	1	1
литературное произведение	1	10
литературного направления	2	1
к вопросу	1	1
к этому	4	1
проникает вовнутрь	1	1
дальнейшее развитие	1	1
литературы и	4	2
и эта	1	1
но для	1	3
приспособляется к	1	1
они и	1	1
как в	4	8
последнем счете	1	1
от этого	3	2
во всяком	5	4
применении к	2	2
и не	20	20
до настоящего	1	2
воздействующий на	1	1
приспособляться к	2	1
что язык	1	1
лежит в	1	1
произведение не	1	1
сказать в	1	1
таким образом	20	13
конструктивное единство	1	2
к предмету	3	1
не говоря	1	1
понятий и	3	1
внутренним фактором	1	1
если же	2	2
и конкретной	1	1
в художественной	1	1
знаем совершился	1	1
его идеологического	1	1
время не	1	1
а вовсе	1	2
конкретном единстве	1	3
единственно и	1	1
в системе	1	2
поэтики должно	1	1
теоретической мысли	1	2
своего исторического	1	1
это и	5	3
к действительности	3	2
принципы и	2	1
не только	9	7
по аналогии	2	3
искусство только	1	1
является лишь	1	4
тем пониманием	1	1
идеологическими явлениями	1	2
он не	6	3
говорит он	5	3
смысле этого	1	3
русский формальный	2	2
все эти	6	6
положения формального	1	1
общения до	1	1
идеологическим кругозором	1	1
особенно в	3	3
в данном	1	1
одним словом	4	5
были не	1	1
в пределах	12	6
противном случае	1	1
не оказать	1	1
русского формализма	2	2
смысле и	1	1
и всякое	2	3
в литературе	1	5
слова в	3	1
идеологий но	1	1
тенденция к	1	1
при соблюдении	1	1
индивидуального потребления	2	2
с самого	2	1
дальнейшей жизни	1	1
даже основные	1	1
особого типа	1	1
в их	6	11
произведение искусства	2	2
т д	5	8
аналогии с	1	3
иногда и	1	1
было в	2	1
произведение действительно	1	1
материала в	1	3
что бы	1	5
быть поняты	1	2
в себе	1	3
непрерывно становится	1	1
между ними	2	3
как на	1	4
в словах	1	1
без нее	3	1
поэтической структуре	2	1
к тому	4	3
с их	1	1
сюжет как	1	1
оно является	1	1
этого вытекает	1	1
исследования и	1	2
и этот	1	1
их разрешения	1	1
художественное произведение	2	6
в эту	1	2
тех тенденций	1	1
перед нами	2	1
метод должен	2	1
одной стороны	1	4
и важность	1	1
только как	1	2
глубже чем	1	1
а лишь	3	2
образом является	1	1
и материальной	1	1
из них	4	1
социальной жизни	1	11
ничем не	2	3
и для	5	1
и выражения	1	1
этими двумя	2	1
установка на	2	1
в области	3	3
конструктивной функции	1	2
методологическую позицию	1	1
художественной конструкции	6	7
с художественной	1	2
и иные	2	1
до конца	2	7
как литературное	1	2
а белого	1	1
но даже	1	1
ради нее	1	1
эклектизма и	1	3
нельзя понять	1	3
сами по	2	2
литературных произведений	2	3
из виду	1	2
отличается от	1	3
его элементов	5	1
живые связи	1	1
согласиться с	1	1
строить не	1	1
видели является	1	1
техники и	1	2
в первом	7	1
этой организации	1	1
с историей	1	1
новое научное	1	1
лингвистики и	1	1
идеологического кругозора	5	16
не дают	1	1
как некоторое	1	1
по себе	7	5
единстве идеологического	1	1
смысла с	2	2
и является	1	2
не менее	1	11
даже и	4	2
заложены в	1	1
конкретные формы	1	1
целый ряд	1	3
настоящего времени	1	2
перейти к	1	2
не столько	4	1
д ?	1	1
относиться к	1	1
его изучения	1	1
нем как	2	1
так в	3	1
с ним	2	2
к его	2	1
идеологическое преломление	1	1
в условиях	1	1
всех терминов	1	1
не могла	1	2
направлено на	1	1
и глубже	1	2
в звуке	1	1
выходя за	1	1
основные понятия	5	1
а в	6	6
стремлением к	1	2
тому что	2	1
мы полагаем	1	2
на формализм	2	1
в статье	4	1
ее элементы	1	1
определяются и	1	1
всего в	2	3
и более	2	2
и художественно	1	1
только с	1	1
здесь по-видимому	1	1
в каждом	1	3
лишь самые	1	1
в непрерывном	1	1
акт его	1	1
имеет и	1	1
что конструктивное	2	1
эти формы	1	1
и должно	5	2
структуре произведения	1	1
всех тех	1	1
художественном произведении	1	3
из системы	1	2
по преимуществу	5	1
в своем	1	11
в нашем	1	2
одного из	3	1
и без	1	1
самой формы	1	1
и на	3	8
в сторону	4	1
оно было	1	2
в различных	1	2
а отчасти	1	2
поэтическое творчество	2	1
не по	2	3
совершенно недопустимо	1	3
особенностям и	1	1
ли они	1	1
методы их	1	1
за счет	4	1
так или	1	1
п в	1	1
с помощью	10	3
социального общения	4	6
звука в	5	1
эта тенденция	1	1
как и	9	11
реальном пространстве	1	1
должен был	2	1
потому что	2	1
научный кругозор	1	1
навыки мышления	3	1
что для	2	1
на котором	2	1
подойти к	2	1
в самом	16	5
его из	2	1
только и	3	4
внутренняя форма	1	1
трудности и	2	1
литературного произведения	3	4
же время	5	8
с неизбежностью	1	1
особенности русского	1	1
в то	5	9
в конкретном	1	3
и поэтическое	1	1
никогда не	2	4
этом отношении	7	1
в россии	1	3
литературной критики	1	1
всех этих	3	3
технически служебные	1	1
и в	38	24
все время	6	2
так же	1	4
включить в	1	1
более отчетливо	1	1
от западноевропейского	1	3
языка поэтического	3	1
академическая наука	2	1
так что	1	1
в предисловии	2	1
произведения не	3	1
и достигает	1	1
и самый	1	2
а на	1	1
значения с	1	1
заумный язык	11	1
из его	1	1
так как	4	1
литературы но	1	2
последнего времени	1	1
значение в	1	3
но не	2	3
поэтического языка	65	1
б м	3	1
с этими	1	1
ни стало	2	2
нее и	1	1
функциях этого	1	1
в конструкцию	1	2
такой же	3	1
же наивно	1	1
метод в	4	4
не в	15	8
здесь дело	1	1
фактов и	1	2
историко-литературной работы	1	1
для нас	1	1
даже не	2	1
для всех	1	1
другими идеологическими	1	1
чем это	1	1
таком положении	1	2
сводится к	5	3
в конструкции	2	1
а сам	1	1
подходит к	1	3
на этом	2	1
и через	1	1
воскрешение слова	2	1
не могут	7	1
и во	1	1
взаимодействии с	1	3
по существу	7	2
литературы а	1	3
место и	2	1
русской литературной	1	1
и до	3	5
смысл и	2	1
думать что	1	3
как она	2	3
о литературе	3	6
раз и	4	2
лишь как	4	5
как это	2	6
к недооценке	1	1
из себя	1	1
с этим	5	2
лишь в	7	8
единстве социальной	1	5
стилей и	1	1
глава первая	1	2
проблем не	1	1
языка и	12	1
первая наука	1	1
содержания в	1	1
и с	9	8
теми функциями	1	1
но это	2	3
самого процесса	1	1
согласно учению	1	1
характерно для	1	1
нашей проблемы	1	1
произведение т	1	1
все остальные	2	1
формалистов и	3	2
форме почти	1	1
под влиянием	1	2
не для	1	3
друг другу	1	1
во что	1	2
формалистов над	1	1
ее в	2	1
как один	1	1
поэтического произведения	8	3
знаем что	1	1
образом не	2	1
и приемы	2	1
подхода к	2	2
методов ее	1	1
факторов на	1	1
же в	1	3
е в	1	1
ее и	2	1
конечно не	1	4
и самые	1	1
в конкретную	1	2
нового направления	3	3
для этого	2	4
нет в	1	1
в понимании	2	5
это не	2	2
естественно и	1	1
метода на	1	1
именно на	3	1
как от	1	1
к истории	1	1
с другой	3	5
идеологического мира	1	6
в художественном	2	3
и др	3	5
и всецело	1	1
иной раз	1	1
и как	3	3
поэтому мы	1	1
требует от	1	1
верховной цели	1	1
вне художественной	1	1
здесь в	1	2
но он	1	1
идеологической и	1	1
должно быть	2	11
существенного от	1	1
далеко не	1	1
и отчетливости	2	1
в формализме	2	1
его элемента	1	1
в чем	2	1
было бы	6	6
последних работах	1	1
как бы	4	6
является конститутивным	1	1
общения и	2	2
бы быть	1	2
какой бы	1	1
в процессе	9	9
более или	1	6
целого это	1	1
имеет значение	2	1
русской литературы	1	1
от других	1	1
романа например	1	1
в первой	1	1
различны и	1	3
как таковая	2	1
формалистов так	1	1
прежде всего	15	22
и нового	2	1
поэтики по	1	1
этой действительности	1	1
точки зрения	8	16
явление как	1	1
должно было	3	1
всех своих	1	1
этих сборников	1	1
на один	2	1
и поэтических	1	1
их учения	3	1
без другого	1	1
правильной постановке	1	1
развиваться в	1	1
у нас	1	5
но и	13	7
к своему	1	1
на фоне	4	3
полагаем что	1	2
же что	1	1
конструкции и	4	2
ведь в	1	1
литературы в	1	8
именно в	5	8
формальный метод	10	9
казалось раньше	1	1
в ее	2	8
приходим к	2	1
до сих	1	6
каждого его	1	1
время в	1	3
литературном произведении	1	3
содержание произведения	1	1
в противном	1	1
в зависимости	3	2
и основные	1	1
от различных	1	1
том чтобы	1	2
в большинстве	4	3
мы не	3	3
конкретная материальная	1	1
методы истории	1	2
одной из	1	2
движения в	1	1
художественные функции	1	2
и определений	1	2
в отрыве	1	1
и отчетливой	1	1
познавательными и	1	1
художественных направлений	1	1
роковую роль	1	1
во всем	1	2
влияния на	1	2
только при	1	1
от его	2	1
этом не	1	1
в результате	6	2
роль в	3	1
почве самого	1	1
на самом	3	7
является для	2	2
проблема спецификации	1	1
произведений в	2	2
и наконец	4	3
совершенно справедливо	1	2
зависит от	1	1
искусства так	1	1
общих теорий	1	1
за исключением	1	2
в целом	3	6
об идеологиях	1	14
не выходя	1	1
развития формального	1	2
идеологической жизни	1	2
в последующих	1	1
что не	4	1
сторону и	1	1
своей статье	3	3
во второй	2	1
и пр	21	17
широком смысле	2	1
метода в	2	6
а не	6	10
литературы с	2	3
говорить о	5	1
с одной	1	4
его конкретной	1	1
о противопоставлении	1	1
в этом	27	15
не оказалось	2	2
в учении	2	1
формального метода	15	16
как элементы	3	1
если мы	5	2
в конкретной	1	1
натурализма и	1	1
художественного целого	1	2
по их	1	1
произведение как	2	3
все те	1	1
своей теории	1	1
процессе борьбы	1	1
поэзии язык	1	1
быть и	3	4
со всею	2	5
она была	1	2
оторваться от	1	1
поэзии как	2	1
значения и	2	2
и ее	6	10
начинается с	1	1
или даже	2	1
даже просто	1	1
мы ни	2	2
точка зрения	1	2
на их	1	2
и целей	1	1
вот как	4	1
специфических особенностях	2	2
они должны	2	1
на него	1	2
произведения с	1	1
смысла от	1	1
структуры как	1	1
от произведения	1	2
а только	2	2
как таковое	4	2
для всего	2	1
его специфичности	1	1
внешним фактором	1	2
же как	3	2
их почве	1	1
из этих	3	1
в общем	5	3
в языке	6	1
нее самой	1	1
этого слова	1	3
все это	3	9
не найдем	1	2
проблем в	1	1
состоит в	2	1
есть лишь	2	2
е как	2	2
как формулирует	1	1
и есть	1	1
едва ли	2	1
единства идеологической	1	1
такового в	2	1
высшей степени	4	1
поэтической структуры	2	1
самом деле	8	6
на своем	1	2
история литературы	1	9
в сюжете	3	1
общих проблем	1	1
историю литературы	1	2
как художественный	1	1
он и	3	1
нам в	1	1
социальное явление	1	2
если в	3	1
и приемов	1	1
хотя и	3	1
жизни а	1	1
не так	2	2
явления и	2	1
к социальной	1	4
sui generis	1	1
кругозора в	1	2
но конечно	1	1
важное место	2	1
время и	3	1
и должна	1	2
во многом	1	1
только на	3	5
они не	4	3
что оно	4	1
например в	3	1
неподвижную систему	1	1
и особенно	1	2
автор все	1	1
что раньше	1	1
как голое	1	1
связь приемов	1	1
как из	1	1
и глубокая	1	1
основная тенденция	2	1
поэтика должна	1	2
и со	1	2
полнее всего	1	1
то же	6	10
своих последних	1	1
и противостоит	1	1
с формалистами	1	1
гуманитарных наук	1	2
борьба с	2	3
критическому анализу	1	1
и всю	1	1
к изучению	1	1
не теряя	1	1
социальной действительности	1	9
эту тенденцию	1	1
отсюда отнюдь	2	1
и методологически	2	1
совершенно не	4	1
этом смысле	2	1
звуке в	3	1
от чего	1	2
приемов в	1	1
не дает	1	2
о функциях	2	1
значение и	3	3
формы и	2	5
разобранная нами	1	1
научного изучения	1	1
входящих в	1	2
работы формалистов	1	1
можно говорить	2	1
нас не	1	2
к отрицанию	1	2
о необходимости	1	1
художественного восприятия	1	2
с приемами	1	1
наивно как	1	1
его конструктивного	1	1
характер и	1	1
фактор воздействующий	1	1
метода не	1	1
специфические особенности	3	1
что же	5	1
каждого из	1	2
в такой	2	1
более того	5	3
и само	1	1
в художественную	3	2
в литературоведении	1	3
и их	3	10
если она	1	1
его целом	1	8
теорией и	1	1
глава вторая	1	2
случае в	1	1
всего выражает	1	1
то эти	1	1
поэтики должна	2	1
поэзии ведь	1	1
вопрос о	1	2
в которой	2	4
выработанные в	1	1
слова они	1	1
вопросов и	1	1
конкретным материалом	1	1
к нему	3	1
произведения как	2	2
можно сказать	1	1
очень важное	1	1
в м	1	1
в систему	2	3
ничего не	4	2
пр и	4	2
конструктивное значение	8	4
что он	5	3
автором на	1	1
данном случае	1	1
если он	1	3
исторической жизни	1	1
что они	4	1
хорошо но	1	1
должен быть	1	5
в нем	13	14
обоснована и	1	1
литературы как	1	3
в новое	1	2
специфическим особенностям	3	1
они сами	1	1
как материал	1	1
или иначе	1	2
этого языка	1	1
первый период	6	1
в научном	1	1
во всех	5	5
литературную среду	1	1
постановке методологических	1	1
живом взаимодействии	1	2
произведения или	2	1
в современной	1	1
этой социальной	1	1
ряду развития	1	1
значение лишь	2	1
что и	8	2
один из	2	3
в действительности	1	2
конструкцию произведения	1	1
уже не	7	2
ясно что	1	3
и навсегда	1	1
только здесь	1	2
с точки	7	13
не утрачивая	1	1
к другим	2	2
этом романе	1	1
и исторической	1	1
он в	2	2
в какие	1	1
к этим	1	1
литература но	1	1
вещь а	1	1
как их	2	2
художественного произведения	6	23
формализма в	4	2
хотя бы	6	5
литературной науки	2	1
служебные и	1	1
не из	1	4
в шкловский	14	1
более и	1	2
и здесь	3	6
в настоящее	1	10
с другими	10	4
все построения	1	1
самого начала	2	1
или в	3	1
этическое политическое	1	1
е какие	1	1
и по	2	1
но в	4	5
не отрицал	1	1
и должен	1	2
тенденции их	1	1
для нее	2	1
произведения в	2	8
в контексте	1	1
не имеет	2	1
как такового	6	2
могла бы	1	2
совершается не	1	1
в отличие	2	1
нашего формализма	1	1
ней как	1	1
сих пор	1	6
со всем	1	3
содержания но	1	1
самый предмет	2	2
связанных с	1	1
тем не	1	1
истории литературы	6	12
элемент ее	1	1
а именно	2	1
при этом	9	5
каждый элемент	4	2
того что	3	5
формалистической поэтики	3	1
в форме	1	1
становится только	1	1
том что	2	1
в широком	2	3
но что	1	1
процессе взаимодействия	1	1
в ней	6	10
материала и	4	3
и лишь	2	2
так при	1	1
конструкции произведения	3	1
в другом	1	1
языке как	4	1
однако и	3	1
в этих	2	1
в произведении	1	2
этом пункте	2	2
чем же	3	2
идеологического творчества	1	9
связей с	1	2
методологических проблем	1	2
форма и	1	1
и чтобы	1	1
первом периоде?	1	1
что каждый	1	1
сама по	1	2
тому чтобы	2	1
в котором	2	1
образом на	1	2
и поэзия	1	1
ни одной	1	1
они были	2	2
как таковой	3	6
для него	7	3
но ни	1	1
художественных произведений	1	4
к новому	1	2
не о	4	3
смысла и	2	1
не приходится	3	2
как к	3	3
к ней	1	2
вступает в	1	2
как ее	3	2
в структуре	1	1
и вся	1	1
свою очередь	1	6
эйхенбаум в	1	2
в искусстве	2	5
их конкретной	1	1
совсем не	2	1
критический анализ	1	1
входит в	4	6
формалисты вообще	1	1
был бы	1	1
иное значение	1	1
ни на	2	3
конститутивным моментом	1	2
в реальном	5	1
здесь эта	1	1
в слове	5	1
оно не	4	4
то ни	2	3
выступления формалистов	1	1
но все	3	2
мы увидим	1	4
непосредственно из	1	2
новые формы	1	1
почти впервые	1	1
его форм	1	1
и это	2	2
отчасти и	1	4
конкретной полноте	1	1
в этот	1	1
и соответствующих	1	1
только одна	1	1
и другие	2	1
еще более	5	1
язык поэзии	2	2
истории формального	2	1
от них	1	1
во все	1	1
в связи	10	4
виде она	1	1
ничего общего	1	1
