2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part1_wordlist_2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_2gram
здесь принадлежит	2	1
по этой	1	1
как известно	1	3
ей личность	1	1
личности в	1	3
к тому	7	7
факторы художественного	1	3
встреча с	1	1
значении этого	1	7
на основе	2	2
в восприятии	1	1
таким же	1	1
не оставляет	1	1
и систематизации	1	1
во внешнем	1	3
эстетический анализ	2	2
свой другой	1	1
перед нами	1	1
как художественной	1	1
по рассуждению	1	2
одной стороны	4	3
произведения смысл	1	1
бы не	1	2
в соответствии	2	1
всё что	1	1
эстетическим адресатом	2	1
и те	1	1
я всегда	2	1
из них	3	2
восприятия в	1	1
с другом	1	1
при рассмотрении	1	3
в эпизодах	1	1
времени в	4	1
и для	2	1
вулича на	1	1
равнопротяженных тексту	2	1
имеем дело	3	4
для человека	1	1
сами по	1	2
по домам	1	1
взгляд на	1	1
на левом	1	2
отличается от	1	2
целого есть	1	1
из виду	1	2
художественного мира	2	2
в первом	1	2
принадлежит не	1	1
внимание в	1	1
и эти	1	1
в разных	1	1
собою дверь	2	1
феноменологической редукции	2	1
по себе	2	4
и является	4	2
не менее	4	1
еще не	2	3
к понятию	1	1
в мировом	1	2
ценностное уплотнение	1	1
с ним	2	4
не столько	3	2
текста а	2	4
представляют собой	2	2
офицеров и	2	1
со смертью	3	1
же самое	1	2
к его	2	1
роду написано	2	1
слова как	1	1
в принципе	1	8
текста даже	1	2
не вполне	1	1
а в	3	9
складывается из	1	1
тому что	1	1
тех или	2	2
всего в	2	1
его эстетического	1	1
и более	1	4
представляет собой	8	16
только с	1	1
слов и	1	1
проекциях в	1	1
и тогда	1	2
рассказчика хроникера	2	1
с самим	3	1
самого рассказывания	2	2
персонажей в	2	1
возможных уровней	1	1
эстетической деятельности	1	4
по преимуществу	4	1
прожить две	1	1
повествователя рассказчика	2	2
на которой	1	1
в нашем	3	3
одного из	3	2
в которую	1	1
решил продолжить	1	1
и на	6	5
могут и	1	1
в ходе	4	3
вплоть до	1	1
истинный смысл	1	1
в сторону	5	1
субъекта объекта	2	1
которые в	1	2
душевной жизни	1	2
данный момент	1	1
в молчание	1	1
от него	1	1
ментального внутреннего	3	2
по крайней	3	1
казака но	1	1
в двух	2	2
эстетического объекта	3	11
по его	1	1
если они	1	1
как и	14	13
единиц на	1	1
этой реальности	2	1
тому как	3	3
потому что	1	2
не его	1	1
нуждается в	1	8
бросив карты	1	1
этого феномена	1	2
данность текста	1	1
на котором	2	1
в аспекте	4	1
состоит лишь	1	1
этого персонажа	2	1
его из	1	1
а то	2	1
в самом	6	6
в облике	1	2
литературного произведения	16	41
же время	2	6
всего текста	2	1
тогда как	19	14
в то	2	9
и то	3	2
по отношению	4	6
никогда не	3	2
этом отношении	3	2
всех этих	1	1
случае это	1	2
текста именно	2	1
выступать в	2	1
и в	16	18
эстетический субъект	1	2
организация литературного	1	2
границы с	1	1
в мире	6	8
по природе	2	3
левом фланге	1	2
уникального смысла	1	1
так что	3	1
нам представляется	1	1
все они	1	1
понимания произведения	1	1
так как	1	2
темное значение	1	1
создают эффект	1	1
но не	4	10
анализом а	1	1
на природу	1	1
такой же	1	2
текст оказывается	1	1
в чём	1	1
не в	4	14
эстетическая модальность	2	1
читательского произвола	1	1
субъекта и	1	4
читателя в	4	2
художественное восприятие	2	3
для нас	1	1
эпизод является	1	1
даже не	1	1
т.д в	1	1
не означает	1	1
для всех	2	1
при встрече	1	3
как будто	3	3
восходит к	1	1
в полном	1	1
сводится к	3	5
в ином	1	1
есть в	3	1
зрения и	1	1
модель в	1	1
мы должны	1	1
на этом	4	2
но крайне	1	1
и во	2	1
вставной эпизод	1	1
выражению бахтина	1	2
нам дана	1	1
эстетический феномен	1	1
единиц текста	1	1
героя как	1	1
смерть и	1	1
и до	2	2
текста в	6	12
в конечном	3	4
текста на	2	2
к игре	4	1
с субъектом	1	1
как ценностного	1	1
раз и	1	1
отрезок повествования	1	1
как это	6	1
двух проекциях	1	1
который не	1	1
предстает в	1	1
лишь в	9	5
на место	1	2
в полной	1	3
семиоэстетического анализа	3	4
перед лицом	2	6
тех же	1	1
языка и	2	1
воспринимается в	1	1
речь идет	2	1
я и	3	6
пределах текста	2	1
но это	1	1
исходя из	1	4
всего лишь	8	4
мере в	1	3
объект и	1	1
в четыре	2	1
ее в	1	1
образом не	1	2
же в	1	1
в ряду	1	2
только перед	1	1
чем и	2	2
и самого	1	2
тут же	1	1
личностного опыта	1	1
также и	1	2
и т.д	3	1
встречи с	2	2
художественного текста	1	12
это не	1	6
знает категории	1	1
он прав	2	1
себя к	1	1
и всего	1	1
с другой	6	4
постановку вопроса	1	1
в художественном	1	3
и как	1	5
событие самого	1	1
здесь в	2	1
в равной	1	3
знакового материала	1	3
не сами	1	1
и романа	2	1
субъект автор	1	1
при взгляде	1	1
дело не	2	3
далеко не	1	6
искусство и	1	1
второй строение	1	1
в чем	1	1
было бы	3	2
зрения в	1	1
данного текста	1	2
см ниже	1	2
в случае	2	6
существенно что	1	1
как бы	10	5
в творческом	1	2
субъектной организации	6	3
смысл его	1	3
оставляет желать	1	1
более или	1	1
уединённого сознания	3	1
художественный смысл	1	1
я героя	1	2
тому или	1	1
система факторов	1	1
дело с	1	4
присутствия во	1	1
прежде всего	3	6
о его	4	1
точки зрения	4	6
я во	1	2
желать лучшего	1	1
этого мира	1	1
ю.м лотмана	1	2
на втором	1	1
и внутреннее	1	1
на это	1	1
но и	12	17
к своему	2	1
на фоне	3	2
участка текста	2	3
на небесах	3	1
в ее	1	1
а затем	2	1
именно в	3	4
не знает	3	1
однако эта	1	1
своей эстетической	1	2
под стол	1	1
очевидным образом	2	1
литературном произведении	1	1
в противном	1	1
остается в	1	1
включая и	2	1
будто бы	1	3
самим собой	1	2
карты под	1	1
коммуникативное событие	1	6
данного дискурса	1	1
на фундаменте	1	1
выход из	1	1
равной мере	1	1
кто говорит	1	1
себя в	2	6
имеет место	4	5
только для	1	2
различного рода	1	2
для данного	1	2
в результате	3	1
роль в	2	2
принадлежит только	1	1
выступают не	1	1
и наконец	1	1
предопределении в	1	1
этой точки	1	1
данного произведения	2	3
или напротив	2	1
архитектоника эстетического	2	1
не к	1	2
художественного высказывания	2	2
времени не	1	1
быть в	1	1
ключевая роль	2	1
научным фактом	1	1
в целом	8	5
однако его	1	1
эстетическом дискурсе	1	1
данного коммуникативного	2	1
состав такого	1	1
за собою	2	1
не что	1	4
а не	10	17
с казаком	1	2
все что	2	1
крайней мере	3	1
с этой	1	1
с одной	5	3
в этом	18	13
художественного целого	7	10
за рамки	1	1
система знаков	1	1
превращается в	2	1
со своей	1	1
факторов художественного	6	6
одного сознания	1	1
нулевом эпизоде	1	1
и ее	1	1
я печорина	1	1
и далека	1	1
или даже	2	1
мира вокруг	2	1
жанровой стратегии	3	1
лермонтовского произведения	2	1
для себя	1	2
отсутствует что	1	1
нашем случае	1	3
волюнтаризмом и	2	1
читателем в	1	1
на него	2	1
одни и	1	1
затворил за	2	1
еще одна	2	1
одна из	1	1
из этих	1	2
предстает уже	1	1
совпадает с	4	2
поскольку в	1	1
этого слова	3	7
при условии	1	1
взгляде на	1	2
текст своего	1	1
только одно	1	1
состоит в	8	11
в качестве	11	31
любом из	1	1
жизненной позиции	3	2
в драме	1	1
едва ли	3	2
в сознании	4	2
нулевой эпизод	1	1
ведет к	1	3
сам автор	1	1
самом деле	1	2
литературоведческого анализа	2	3
о предопределении	5	2
по своей	1	6
это была	1	1
в сюжете	1	1
он и	2	1
бостоном и	1	1
что касается	3	1
во вставном	1	1
литературному произведению	1	2
также может	2	1
хотя и	4	1
о нем	1	3
не так	4	1
что может	1	1
заключается в	1	1
не случайна	1	1
и чёрт	1	1
в эпизоде	10	2
на дорогу	1	1
существования и	1	1
только на	3	1
уровне фокализации	4	1
максиму максимычу	5	1
средствами научного	1	1
силу предопределения	1	1
и особенно	4	1
то же	4	9
и пространстве	1	4
не одного	1	1
целого но	1	1
том или	2	3
личность в	2	2
художественное целое	1	1
проявляется в	3	1
просто не	1	1
чем глубже	1	1
формах внутренней	1	1
крайними пределами	1	1
далека от	1	1
одной фразой	1	1
к внутреннему	2	1
неотделима от	1	1
качестве системы	1	3
конструктивная роль	1	1
художественной реальности	20	14
или иному	1	1
в данный	1	1
своей собственной	1	1
равнопротяженности предмета	1	1
и эстетического	1	1
совершенно не	1	1
этом смысле	2	1
не дано	2	1
вставном эпизоде	1	1
как система	5	1
иной эстетической	2	1
оно ни	1	1
в какой	1	2
объектной организации	10	2
и печорина	2	1
для печорина	8	4
о личности	2	1
начиная с	1	1
сколько бы	1	2
роль здесь	1	1
во времени	2	4
художественного восприятия	2	7
художественная реальность	2	8
обращает на	3	1
что же	1	2
другого сознания	1	2
для актуализации	1	1
в себя	4	6
более того	1	3
в такой	1	1
его можно	1	1
в литературоведении	1	2
внешней знаковой	1	1
коммуникативного события	4	14
столь же	4	4
этом уровне	2	1
глав романа	1	1
в любом	1	3
присутствия в	2	2
но мы	1	1
диалоговой форме	1	1
в которой	1	2
личности и	2	1
полнота художественного	1	1
и должны	1	1
к нему	1	3
произведения как	2	7
но при	1	1
можно сказать	4	2
что ни	1	1
во внутренней	1	1
ничего не	9	1
в литературной	1	1
автор как	1	1
называет это	1	1
воли и	3	1
максим максимыч	8	2
реальность как	1	4
во внешней	1	1
данном случае	5	2
внутреннего слуха	1	1
место лишь	1	2
если он	1	1
и тот	1	1
в нем	1	3
его художественной	1	1
диалога согласия	1	1
во всех	4	1
или иначе	1	1
нового времени	1	1
не говорит	1	1
этой модели	2	1
от насти	1	1
он был	2	1
фаталиста и	5	1
по поводу	3	1
которой печорин	1	1
тамани и	1	1
что и	3	3
один из	2	2
в действительности	3	1
или лирического	1	1
уже не	4	4
художественного времени	2	1
всегда говорит	1	1
как справедливо	1	3
отношения к	2	2
с точки	2	4
при всей	3	2
печорина о	2	1
в силу	1	3
к другим	1	1
от которого	2	2
человек и	1	1
каждом из	1	2
он в	4	1
подлинного искусства	1	2
я в	3	3
лирического героя	5	2
внутритекстовых дискурсов	3	1
том же	1	1
художественного произведения	2	5
в сущности	4	6
печорина с	4	1
личности другого	1	1
произведения составляет	1	1
хотя бы	1	3
или иной	3	6
роевого сознания	1	1
всех прочих	1	1
сегмент текста	1	1
в исходном	1	1
внутреннее единство	1	1
упускать из	1	1
жизни но	2	2
только усиливает	1	1
к собеседнику	1	1
сколь угодно	1	2
или в	3	1
и по	1	2
как писал	2	1
же нам	1	1
но в	6	8
внутреннему слуху	3	1
объекта муза	1	1
произведения в	5	11
референтной событийности	1	1
разошлись по	1	1
сосредоточиться на	1	1
здесь совершенно	1	1
в отличие	2	6
своего рода	12	3
подобно вуличу	2	1
и сам	3	2
событий и	1	1
однако при	3	1
но к	1	2
все того	1	1
всегда имеется	1	1
этой связи	1	1
научного мышления	1	2
для адекватного	1	1
к а	3	1
членения и	1	1
служит для	1	1
при этом	10	12
оно становится	1	1
эстетический смысл	1	1
или иных	2	2
того что	2	4
мира не	1	1
внимания на	1	1
том что	12	12
эстетического адресата	2	1
некоторого я	1	1
строго говоря	2	1
у него	4	1
а тем	1	1
внимание на	2	1
внутреннего я	2	4
в другом	1	4
что иное	1	5
этом ряду	1	2
текстуальной данности	1	2
эстетической природы	1	1
произведения архитектоника	1	1
в противовес	1	2
художественного впечатления	17	14
имеют место	2	1
автора и	3	3
в свое	1	2
отношения между	1	1
в этих	2	1
в произведении	2	5
его текст	1	1
при наличии	1	3
научного описания	1	8
в котором	2	3
долгое время	1	1
в рамках	3	3
для него	4	2
силу своей	1	2
то его	1	1
уже говорилось	4	1
того же	4	4
на каждом	1	2
не о	2	2
сотворческого сопереживания	2	2
не приходится	1	1
на себя	5	2
максимом максимычем	2	2
пустой хате	2	1
вступает в	2	3
художественно значимые	2	1
как речь	1	1
объективную данность	1	1
принадлежит тем	1	1
четыре часа	2	1
мне как-то	2	2
свою очередь	1	1
по выражению	2	2
уровней научного	1	1
вокруг я	1	1
таит в	1	1
входит в	1	1
смысла как	1	2
на роду	6	1
природу художественной	1	1
и текст	1	1
в романе	1	1
данности произведения	1	1
а также	7	3
представляется очевидной	1	1
с людьми	2	1
все три	1	1
судьба человека	1	1
говорит о	5	1
с другим	1	4
свое время	1	2
в казачьей	1	1
же не	2	1
существа особенного	1	1
утрачивает свою	1	2
в предопределение	3	1
другого не	1	1
может служить	1	2
повествователя или	1	1
текста не	1	2
целого в	2	4
не с	4	4
встрече с	1	3
в диалог	1	1
в тексте	24	5
жизни однако	1	1
картины мира	2	1
это особый	1	1
