2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part3_wordlist_2gram	Tiupa_AnalitikaHudozhestvennogo_partition_part2_wordlist_2gram
или иного	3	1
внутреннего хронотопа	1	1
отношению к	4	7
сердце при	1	1
идет о	1	1
уже было	1	1
получает в	1	1
самим собою	1	1
контексте целого	2	1
к этому	2	3
высказывания в	3	1
как в	4	3
сильно билось	1	1
лишь на	1	3
не случайно	8	8
применении к	1	1
и не	12	12
мы уже	1	1
наш взгляд	1	2
текста как	2	1
таким образом	2	4
тем более	1	1
первой части	1	1
собой лишь	1	1
говоря является	2	1
как об	1	1
ипостась самого	1	1
все той	2	1
тем что	3	2
весьма существенно	1	1
уже в	1	3
с теми	1	1
в жизни	1	2
персонажа в	1	2
не только	16	22
главного героя	3	1
результате чего	2	1
объекта и	2	1
он не	2	6
который как	1	2
своей внутренней	1	1
в становлении	1	2
как эстетического	1	1
все эти	1	2
же печорина	1	1
для всего	1	1
особенно в	7	1
в данном	8	4
как уже	3	2
в пределах	9	4
одну из	2	2
значительной степени	2	2
может и	1	1
читательской компетентности	1	1
высказывания и	2	1
оказывается не	2	1
в литературе	1	1
но о	1	1
и потому	1	2
слова в	1	1
на волоске	1	1
о событии	1	1
в их	3	6
в повествовании	2	1
со своим	3	1
затем и	1	1
красноречиво свидетельствует	1	1
как кажется	1	1
в себе	7	2
субъект объект	1	1
художественной целостности	1	4
на примере	1	2
и он	2	2
по этой	1	1
на его	3	2
как на	1	1
как известно	1	1
личности в	1	3
к тому	7	6
с их	2	3
встреча с	1	1
значении этого	1	1
на себе	3	1
раздваивается между	1	1
в восприятии	1	1
как у	1	1
разговора с	1	1
и систематизации	1	1
таким же	1	1
в эту	3	1
лирическое стихотворение	1	1
референтном событии	1	1
в новелле	4	1
перед нами	1	4
в поле	4	1
по рассуждению	1	1
одной стороны	4	2
бы не	1	1
в соответствии	2	2
он оказывается	1	1
при рассмотрении	1	1
и для	2	2
равнопротяженных тексту	2	1
имеем дело	3	4
каждом отдельном	1	1
ситуации ожидания	1	1
из виду	1	1
героев с	1	1
ситуации но	1	1
художественного мира	2	1
в первом	1	2
следует оговориться	2	1
юности и	1	1
в ритмическом	2	1
после чего	1	2
авторской позиции	1	2
по себе	2	4
ударного а	1	1
и является	4	1
и нераздельности	1	1
наличии определенных	1	1
еще не	2	6
в борьбе	2	2
не менее	4	4
на первом	1	1
с ним	2	1
не столько	3	3
к его	2	1
слова как	1	1
в конце	4	5
ключевую роль	1	1
текста даже	1	1
ясно говорит	3	1
в ситуации	3	1
в принципе	1	2
а в	3	10
в статье	1	1
лирическую героиню	1	1
ценностей и	1	1
представляет собой	8	5
в каждом	1	3
и тогда	1	1
с одним	1	1
к счастью	1	1
с самим	3	2
в уста	1	1
в неслиянности	1	1
наличием двух	1	1
и ритмически	3	1
художественно значимым	1	1
по преимуществу	4	2
художественную значимость	1	1
в своем	4	4
одного из	3	1
стилей социальных	1	1
эмоционально-волевым тоном	1	1
и на	6	4
в ходе	4	1
вплоть до	1	2
теми же	2	1
сторона художественного	1	1
перформативного высказывания	1	1
оговориться что	2	1
единственный в	1	1
от него	1	1
нельзя лучше	1	1
фаталиста мы	1	1
по крайней	3	4
здесь выступает	1	1
так или	1	1
эстетического объекта	3	2
по его	1	3
следует отнести	1	1
глазами он	1	1
и оказывается	1	1
как и	14	14
в позицию	4	1
или противопоставлены	1	1
тому как	3	2
выше уже	2	1
потому что	1	1
нуждается в	1	2
по законам	1	1
ему в	3	1
анализа фаталиста	1	1
состоит лишь	1	1
этого персонажа	2	1
в самом	6	5
тогда как	19	20
же время	2	3
всего текста	2	1
обладают не	1	1
своей судьбы	3	1
в то	2	3
поэтому в	1	2
по отношению	4	7
никогда не	3	5
раз в	1	1
этом отношении	3	3
всех этих	1	1
и в	16	18
но особенно	1	1
в мире	6	5
жизненного процесса	1	1
по природе	2	1
так что	3	1
нам представляется	1	2
все они	1	2
из его	2	1
с этими	1	1
но не	4	7
его за	1	2
ключ к	3	3
в стихах	1	1
субъекта и	1	2
не в	4	6
эстетическая модальность	2	2
как будто	3	1
восходит к	1	3
т.д в	1	1
для всех	2	2
в полном	1	1
том под	1	1
сводится к	3	2
есть в	3	1
мы должны	1	1
а между	1	1
на меня	1	2
личностного я	1	2
бы он	1	1
место и	1	1
до известной	1	3
смерть и	1	1
и до	2	1
с явным	1	1
не тот	1	1
текста в	6	6
в конечном	3	2
дважды в	1	1
с мотивом	1	1
как это	6	3
который не	1	2
лишь в	9	5
в полной	1	1
перед лицом	2	1
мифотектоническое значение	1	1
речь идет	2	1
я и	3	3
кстати что	1	1
но это	1	1
возвращает нас	1	1
всего лишь	8	8
в противоречие	1	1
мере в	1	2
в дискурсе	1	1
характер в	1	1
когда он	1	2
ее в	1	1
общей композиции	1	1
финальная фраза	1	3
тех случаях	1	1
же в	1	2
личности оказывается	1	1
констатировать что	1	1
и самого	1	6
и т.д	3	2
я был	1	1
встречи с	2	1
художественного текста	1	1
это не	1	2
вследствие этой	1	1
с другой	6	7
субъектом и	2	1
в художественном	1	1
и как	1	4
анаграмматическим субститутом	1	1
в равной	1	1
под каким	1	1
роль принадлежит	1	1
как смерть	2	3
дело не	2	3
далеко не	1	4
она явилась	1	1
было бы	3	3
данного текста	1	2
в случае	2	5
здесь и	1	3
как бы	10	10
с чужой	1	1
перекликаются с	1	1
сюжетообразующая роль	1	1
только к	1	2
как пишет	2	2
в первой	3	8
очевидно что	1	2
казалось бы	3	1
дело с	1	3
прежде всего	3	5
о его	4	2
указывает на	1	3
отдельном случае	1	1
точки зрения	4	3
я во	1	1
не мог	3	2
ударение на	4	1
человека с	1	1
у нас	1	1
но и	12	13
стратегии анекдота	1	2
на фоне	3	1
художественности в	2	2
для читателя	2	1
в ее	1	3
новеллы и	1	1
именно в	3	3
а затем	2	1
из трех	3	1
не знает	3	1
молод и	1	1
очевидным образом	2	2
остается в	1	1
в лирике	1	2
включая и	2	1
самим собой	1	1
в организации	3	1
будто бы	1	1
коммуникативное событие	1	1
по одному	1	1
одной из	3	1
кто говорит	1	2
себя в	2	4
рамках одного	1	1
героя и	1	4
один голос	2	1
нашего времени	4	3
различного рода	1	1
для данного	1	1
читателем как	1	1
в результате	3	5
роль в	2	3
интертекстуальные связи	1	1
прозрачная аллюзия	2	1
или точнее	2	2
зависит от	1	1
или напротив	2	1
и составляющий	1	1
художественного высказывания	2	2
времени не	1	1
ключевая роль	2	1
в целом	8	3
эстетическом дискурсе	1	1
данного коммуникативного	2	1
сторону и	2	1
во второй	4	7
социальных диалектов	1	1
не что	1	1
а не	10	9
этот вопрос	1	1
все что	2	1
говорить о	6	3
с этой	1	1
в лирическом	2	1
точнее как	1	1
с одной	5	2
в этом	18	14
крайней мере	3	4
художественного целого	7	6
за рамки	1	1
с первых	1	1
превращается в	2	1
со своей	1	8
факторов художественного	6	1
не понимаю	2	1
об этом	1	2
повествователя в	2	1
одного сознания	1	1
и внутренне	2	1
и ее	1	2
лирической ситуации	2	1
или даже	2	1
жанровой стратегии	3	2
для себя	1	1
на него	2	1
в нарративном	1	1
в сочетании	7	3
одна из	1	2
из этих	1	3
совпадает с	4	1
первом слоге	1	1
поскольку в	1	1
два эпизода	1	1
в общем	2	2
внежизненно-активной позиции	1	1
известной степени	1	3
этого слова	3	2
все это	4	3
каким диалогическим	1	1
состоит в	8	4
только одно	1	1
есть лишь	1	1
в качестве	11	12
в один	4	1
жизненной позиции	3	2
едва ли	3	3
ведет к	1	1
самом деле	1	2
по своей	1	2
в сюжете	1	1
он и	2	3
что касается	3	3
они сопоставлены	1	1
личностного существования	1	1
хотя и	4	2
самом начале	3	1
с ее	2	3
если общее	1	1
обращением к	1	1
оказывается объектом	1	1
данном контексте	1	1
этой стороны	1	1
не позволяет	2	1
время и	1	1
заключается в	1	1
самим автором	1	1
классического реализма	2	1
оказывается как	1	1
в осмысленном	1	1
то же	4	3
можно отметить	2	2
рассуждение о	1	1
художественное целое	1	6
это было	2	1
проявляется в	3	1
далека от	1	1
неотделима от	1	1
мы могли	1	1
художественной реальности	20	3
совершенно не	1	2
этом смысле	2	1
не дано	2	1
другое дело	1	1
объектной организации	10	1
сколько бы	1	1
о своей	2	2
вступление в	1	1
то она	1	1
эту минуту	1	1
художественная реальность	2	1
одного текста	1	1
а все	1	1
это случается	1	1
в себя	4	2
его можно	1	1
намек на	1	1
коммуникативного события	4	11
и их	2	1
столь же	4	4
и себя	1	1
другими в	2	1
снижение напряженности	1	1
а всего	1	3
присутствия в	2	1
говорящего иначе	1	1
личности и	2	2
тем же	1	1
в иную	1	1
радостей жизни	1	1
произведения как	2	2
у а	1	1
можно сказать	4	4
которой он	1	1
ничего не	9	3
данное произведение	1	1
автор как	1	1
а и	1	4
данном случае	5	3
и тот	1	1
художественной организации	1	1
с публицистикой	1	1
к этой	1	1
в нем	1	2
его художественной	1	1
от миропорядка	1	1
тексту в	1	1
или иначе	1	1
не возникает	1	1
во всех	4	2
не говорит	1	1
он был	2	1
этой темы	1	1
фигуру повествователя	1	2
по поводу	3	3
внимательно взглянула	1	2
сопоставлены или	1	1
один из	2	2
там и	1	1
что и	3	5
жизнью других	1	1
уже не	4	5
как справедливо	1	2
отношения к	2	2
с точки	2	2
при всей	3	1
произведения но	1	1
же его	4	1
в силу	1	1
внутренний хронотоп	4	1
каждом из	1	1
между прочим	1	1
я в	3	5
в сущности	4	5
если говорить	2	1
хотя бы	1	1
так ли	1	1
или иной	3	5
жизни но	2	1
и здесь	1	2
и по	1	2
как писал	2	1
но в	6	2
человека в	1	1
для нее	2	1
произведения в	5	1
в контексте	5	2
центральной фигуры	1	1
о судьбе	1	1
в отличие	2	2
своего рода	12	8
упоминание о	2	1
и сам	3	4
формы высказывания	1	1
встречается в	1	1
однако при	3	2
выходит далеко	1	1
тем не	3	2
жизнь и	1	3
все того	1	1
две строфы	1	1
герой нашего	1	1
которого он	1	2
при этом	10	11
того что	2	1
том что	12	12
собственный голос	1	1
смысл этой	1	1
и б	1	2
диалектов а	1	1
строго говоря	2	1
у него	4	1
внутреннего я	2	1
внимание на	2	4
в другом	1	1
стреляя в	1	1
что иное	1	1
этом ряду	1	2
в противовес	1	2
художественного впечатления	17	1
в произведении	2	3
автора и	3	1
момент его	2	1
из уст	1	1
в свое	1	2
ритмическую доминанту	2	1
раз не	2	1
лирического персонажа	1	1
сама по	1	2
научного описания	1	1
модус художественности	3	2
последняя фраза	1	1
им произведения	1	1
в рамках	3	3
по тексту	1	1
для него	4	6
текста однако	1	1
есть на	1	1
но я	1	1
уже говорилось	4	2
того же	4	5
ахматовой в	1	2
не о	2	1
говорилось выше	1	1
на себя	5	2
к судьбе	1	1
вступает в	2	3
свою очередь	1	4
ко второму	1	3
по выражению	2	1
в ответ	2	2
в столь	2	1
входит в	1	2
жанр в	1	1
к ее	1	1
способами высказывания	1	1
от лица	1	1
в романе	1	2
указание на	1	2
не требует	1	1
а также	7	2
бы дать	1	1
все три	1	2
со всей	1	1
говорит о	5	2
этом контексте	2	1
свое время	1	2
не понимал	1	1
поскольку сам	1	1
ведь это	2	1
от них	1	1
евгения онегина	1	1
целого в	2	2
не с	4	2
определенной жанровой	1	1
в тексте	24	9
было сказано	1	1
со всех	1	1
картины мира	2	4
