2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part2_wordlist_2gram
и иван	1	1
само по	1	3
идет о	1	4
в единстве	3	6
то и	2	2
материал и	1	3
все то	1	4
всяком случае	1	3
его с	1	1
героев достоевского	4	1
ибо не	1	2
резко отличается	1	1
самим собою	5	2
к этому	1	1
переживает кризис	1	1
видеть в	1	1
романа в	1	3
вот это	1	1
на ней	1	1
единство авторского	1	1
и эта	2	1
оно и	1	1
мир в	1	3
и сама	1	1
эта форма	1	2
как в	2	6
диалога в	2	1
бедных людях	3	1
во всяком	2	5
от этого	1	1
и не	29	31
что у	2	1
замыслу достоевского	1	1
слово как	4	1
до настоящего	1	1
и та	2	1
на слово	1	1
мы уже	3	2
лежит в	2	1
о сочетании	1	1
меньшей степени	1	1
таким образом	5	12
время их	1	1
бы дана	1	1
свой предмет	7	1
укладывающиеся в	1	1
если же	4	3
авторской интенции	4	1
его идеологического	1	1
с достоевским	1	1
время не	1	3
а вовсе	1	1
тем что	3	4
одно и	2	1
поэтому слово	1	1
уже в	2	3
такой человек	1	1
в жизни	3	2
это и	1	5
сознаний с	1	5
в плане	1	5
не согласиться	1	1
не только	11	15
ибо в	1	2
заставляет его	1	2
он не	9	5
своего осознания	1	1
в основном	1	1
говорит он	1	6
для его	1	3
его жизнь	1	2
слове и	1	1
в человеке	3	3
наконец в	3	2
в движение	1	1
все эти	5	9
внутреннего человека	1	1
вот что	1	1
что из	1	2
явления в	1	1
и всякое	2	1
тем же	2	1
в пределах	16	13
моменту нашего	1	1
слышится мне	2	1
высказывания и	2	1
непосредственное выражение	1	3
рядом с	5	14
есть и	3	2
и потому	1	6
художественная задача	1	2
о герое	1	4
со своим	1	2
здесь конечно	1	2
внутренне не	1	1
в их	3	3
своего социального	1	1
зрения как	2	1
хотя правда	1	1
т д	4	1
относится и	1	1
изображения в	1	3
конечно эта	1	1
материала в	1	1
пределы обычного	1	1
самом и	1	4
в себе	5	7
художественные задания	1	1
в большей	1	1
и он	5	1
тут и	1	2
между ними	4	2
слова я	1	1
как на	1	3
самом с	1	1
герои достоевского	1	3
мир достоевского	1	12
к тому	4	1
с их	2	5
автор может	1	1
на себе	2	2
проявляется и	1	1
человека по	1	1
что вся	1	1
других героев	1	1
изображенный мир	2	1
автор не	1	1
уверенность и	1	1
слово автора	1	2
перед нами	7	5
голоса здесь	1	1
как если	2	1
и оценок	1	1
самого автора	1	7
ним не	1	1
голосов и	4	1
слово о	4	7
от идеи	1	1
как нам	2	1
а лишь	2	2
в этой	1	4
из них	2	1
в бедных	3	1
бы уже	1	2
в плоскости	2	4
с другом	4	1
других равноправных	1	1
творчества достоевского	1	8
достоевского нет	2	3
в осуществлении	1	1
словом как	2	1
почти никогда	1	1
и для	3	4
находиться в	1	2
самого достоевского	1	6
сами по	1	3
до конца	4	8
с чортом	2	1
случаев в	1	1
не исчерпывается	1	1
собственного сознания	2	1
отличается от	2	3
здесь же	1	1
согласиться с	1	1
духовным уровнем	1	1
в первом	2	1
и уже	1	2
взаимоотношения с	1	1
него не	2	2
значение они	1	1
вполне понятно	1	1
для достоевского	3	5
не определенным	1	1
благоприятным материалом	1	1
своеобразие достоевского	1	2
по себе	11	8
всех возможных	3	1
еще не	9	5
знает что	2	1
у ивана	1	1
него нет	1	2
он сам	3	3
удобства и	1	1
с ним	3	5
ни одного	4	2
настоящего времени	1	1
же самое	1	1
но на	2	1
в конце	2	6
кто он	1	2
следовательно и	1	2
иван карамазов	1	1
все еще	1	1
а в	5	7
и этим	3	3
социального круга	1	1
бы оно	1	1
стиля и	1	4
слово и	9	1
всего в	1	1
нуждаются в	1	1
видеть и	4	1
в каждом	11	8
элементами произведения	1	1
у девушкина	1	1
нам важно	1	1
с самим	8	1
в уста	1	3
голоса и	1	1
их и	1	1
дело в	2	1
словом героя	1	1
него и	1	1
романа но	2	1
совершенно иной	1	1
в своем	4	8
стороны и	3	1
на которой	1	1
его художественную	1	1
героем и	1	1
слов героя	1	2
но с	1	3
в нашем	1	1
человеческих установок	2	1
материале конкретных	1	1
самостоятельными и	1	1
и на	10	7
теми же	1	1
мысли в	1	2
адэкватное ему	1	1
и внутренняя	1	1
достоевского в	4	12
к другу	2	1
дело далеко	1	1
по крайней	1	1
своим двойником	1	1
в одно	3	1
и изображать	2	1
тезиса к	1	1
вообще не	1	1
горы скатились	1	1
есть а	1	1
принципы сочетания	1	1
полноценных сознаний	1	2
как и	14	12
перед достоевским	2	1
одного монологического	3	1
друг друга	1	3
конечно и	1	2
что для	1	1
в самом	7	10
быть это	1	1
а то	2	1
только и	1	1
это последнее	1	1
же время	5	9
полноправными сознаниями	1	1
в то	7	10
поэтому в	1	2
по отношению	5	8
никогда не	9	3
героев и	1	3
в мир	1	3
не овладевает	1	2
для объективации	1	1
действующими лицами	1	1
достоевского но	3	6
с чужим	8	1
героя а	1	5
слова не	1	1
становится объектом	1	1
этого нового	1	1
все время	1	2
определенной художественной	1	1
так же	2	6
и в	43	29
которая как	2	1
в мире	1	6
человека он	1	1
по природе	1	1
так что	5	2
произведения не	1	1
мысль не	1	3
действительности не	1	1
все они	1	1
так как	4	6
из его	2	2
подходом к	1	1
и только	3	1
которых может	1	1
самом предмете	2	1
но не	5	9
быть или	1	1
б м	1	3
и всегда	2	1
как образ	1	2
у каждого	1	1
такой же	3	1
и говорит	1	1
по замыслу	1	1
не в	11	7
страница из	1	1
если оно	2	1
не знал	1	1
изображенное или	1	1
свою речь	1	1
точек зрения	4	3
предметное значение	2	1
как будто	1	3
самосознания как	1	1
его внутреннюю	1	1
или к	1	2
пути и	2	1
творчестве достоевского	3	5
поэтому он	1	1
зрения и	3	2
и про	1	1
русский народ	1	1
на этом	1	1
не была	3	1
построение в	1	1
мы сказали	2	1
я ничего	2	1
и во	1	2
мы убедимся	1	1
акцент по	1	1
по существу	3	3
в которых	2	2
не могут	4	6
бы он	2	2
в столкновение	1	1
другом как	1	1
и до	4	3
у меня	5	1
нашего тезиса	1	5
раз и	2	4
делают его	1	1
лишь как	2	7
нами в	2	2
отношении к	2	3
с этим	2	2
лишь в	8	1
словом и	2	1
сущности не	1	1
и глубоко	1	1
романах достоевского	2	5
глава первая	1	1
объективный мир	1	2
функций в	1	1
слова совершенно	1	1
и с	5	4
он знает	1	3
дело и	2	1
автора но	1	2
но это	4	4
первых произведениях	1	1
смысле слова	1	1
заключено в	1	1
словом но	1	1
как обычное	1	1
это в	1	1
друг другу	1	2
диалог как	1	1
их сам	1	1
авторским словом	3	2
ним как	2	1
ее он	1	2
ее в	2	1
как один	1	1
чужое сознание	3	2
же в	1	2
подхода к	1	1
должно ощущаться	1	1
е в	1	2
конечно не	2	2
в монологически	1	1
ибо все	1	1
для этого	2	1
каждый поступок	1	1
второй части	1	1
собственно не	1	1
нет в	1	1
это не	3	9
именно на	1	2
слово в	8	2
образом и	3	1
друг за	1	1
с другой	4	3
интенции автора	1	1
в художественном	3	3
и др	2	5
он все	1	2
был не	1	1
и как	2	7
здесь в	3	1
художественном мире	1	3
в другое	1	1
в речах	1	1
в разгаре	1	1
другого человека	4	4
идеалистическое сознание	1	1
должно быть	4	4
и романа	1	1
именно к	1	1
бы ни	2	1
но он	4	2
без дистанции	1	1
далеко не	4	3
того как	2	1
было бы	5	5
кажется нам	1	1
и подчинить	1	1
из своего	1	2
прислушивается к	2	1
лишь на	2	3
как бы	22	19
в процессе	2	4
типичность для	1	1
не предопределен	2	1
такая постановка	1	1
нами особенность	1	1
его материал	1	1
более или	3	1
в первой	2	2
идеологии достоевского	1	1
героя достоевского	3	1
прежде всего	10	7
точки зрения	13	19
себе и	4	3
героя но	2	2
а с	2	1
него как	2	1
сам и	2	1
его личности	1	1
своих героев	1	2
в монологическом	2	5
мы остановимся	1	2
у нас	2	1
но есть	1	1
к своему	1	1
но и	14	14
в соответствующем	1	1
принципом видения	1	1
в ее	1	1
ведь в	1	1
над ним	1	1
он может	1	3
нет и	1	1
достоевского всегда	1	1
до сих	7	2
подполья и	1	2
не знает	3	3
остается в	1	1
одного момента	1	1
в творчестве	2	5
к распадению	1	1
в большинстве	9	2
построения его	1	1
себе но	2	1
в ткань	1	1
автора в	1	3
чем в	1	2
мы не	4	1
б я	1	1
одной из	1	1
своему предмету	4	1
достоевский в	4	6
или как	4	5
себя в	3	1
остановимся лишь	1	1
я бы	1	1
героя с	3	3
его внутреннего	1	1
героя и	5	10
один голос	1	1
его романа	1	1
они действительно	1	1
одному сознанию	2	1
и другого	2	1
этом не	1	1
здесь мы	2	2
в результате	4	4
в рамки	1	2
наоборот все	1	1
но эти	4	2
на самом	1	5
или точнее	1	1
является для	1	2
только его	1	1
он определяет	1	1
и наконец	6	4
не вошел	1	1
же если	1	1
по достоевскому	1	3
этой точки	1	1
знает только	2	1
какие мы	1	2
в целом	2	6
форме в	2	1
но эта	2	4
нести в	1	2
и грубый	1	1
что не	2	1
во второй	1	1
тон в	1	1
и пр	2	3
за собою	1	2
предметом изображения	1	2
а не	7	22
этот вопрос	4	2
все что	1	3
крайней мере	1	1
правда к	1	1
в этом	13	22
если мы	2	1
превращается в	2	4
о способах	1	2
существенный момент	1	1
автора монологический	1	1
все те	1	2
человека но	1	2
достоевский не	2	3
время как	2	1
элементов в	1	1
об этом	2	1
быть и	2	1
со всею	3	2
социальной группы	1	1
быть особенно	1	1
одного сознания	2	9
одним из	1	6
лишь те	1	1
как же	2	4
и внутренне	1	3
чужого сознания	2	2
эти композиционные	1	2
мы замечаем	1	1
определения как	1	1
или даже	1	2
и ее	3	2
достоевского достоевский	1	1
в содержании	1	1
он говорит	2	1
же была	1	1
ему но	1	2
точка зрения	1	12
на их	1	1
здесь с	2	3
для себя	2	2
между собою	4	1
автора он	1	1
чужой акцент	4	1
вот как	4	1
на него	3	3
леонид гроссман	1	1
одна из	2	3
же как	1	1
дан в	1	1
сознания вообще	1	3
из этих	2	1
словом непосредственно	1	1
значение для	2	1
слову о	1	1
слово героя	3	7
героя то	1	1
известной степени	1	1
этого слова	2	1
все это	5	6
при условии	1	1
переходим к	3	1
или меньшей	1	1
в качестве	1	1
ибо сюжетные	1	1
в драме	1	5
я сам	2	1
в сознании	1	2
и есть	1	2
нас перед	1	1
иначе и	1	1
самом деле	5	6
их в	4	4
авторское слово	9	1
которую он	2	1
он и	3	5
мысли и	2	5
его творчестве	1	2
что я	6	1
типа но	1	1
не рассказ	1	1
о нем	6	9
хотя и	5	1
жизни а	1	2
герой достоевского	2	8
не способен	1	1
мировоззрения в	1	1
но конечно	2	1
стиль и	1	1
что может	2	2
и слово	1	3
во многом	1	1
они не	1	4
он есть	2	4
чужое слово	45	2
например в	2	3
и особенно	2	1
где он	1	1
из подполья	2	10
за их	1	1
не укладывающиеся	1	1
то же	8	14
и со	3	2
будет и	2	1
приходит в	1	1
за живое	1	1
достаточно сравнить	1	1
не довлеет	1	1
особый тип	1	1
рассказа от	1	1
взаимоотношение между	1	1
в двойнике	2	1
романе достоевского	2	7
его творчества	2	3
героя в	3	4
и художественного	1	1
ее как	1	3
авторском слове	1	1
определение и	1	1
бы сказать	1	1
в романах	3	7
совершенно не	4	1
для героев	2	1
его герой	2	1
этом смысле	2	10
ну и	1	1
автор только	1	1
в какой	1	1
с собою	2	2
и если	1	1
у достоевского	14	16
а так	1	1
и нужна	1	1
герой из	1	1
из нее	1	1
второй голос	11	1
что же	7	4
является в	1	1
устойчивый образ	1	1
в себя	3	3
более того	4	5
себя сам	1	2
только слово	1	1
в последний	1	2
автор в	1	1
не сделал	1	1
его можно	1	1
ни были	1	2
и само	1	1
и их	3	1
отсюда и	1	2
мы видим	1	2
знает лишь	2	1
глава вторая	1	1
сознания как	1	1
героя его	1	2
результате такого	1	1
вопрос о	2	2
и мы	1	1
и еще	2	1
не всегда	1	1
к нему	5	6
чьи они	1	1
достоевский заставляет	1	2
но при	3	1
можно сказать	1	1
части нашей	1	1
по своим	3	2
ничего не	3	5
точку зрения	1	6
автор как	2	1
отчетливого теоретического	1	1
всякое литературное	1	1
почти не	2	1
романа достоевского	1	12
сочетания голосов	2	2
что он	13	8
подошли к	1	1
типа а	1	1
отчетливо и	1	1
свой материал	1	1
как чужое	3	1
одном из	1	1
себе самому	4	3
но они	1	2
он воспринимает	3	1
человека из	1	3
в нем	12	19
из одного	4	4
в других	1	1
во всех	4	1
художественного творчества	2	3
у голядкина	1	1
в нескольких	1	1
в книге	1	1
художественных заданий	1	1
звучит как	1	2
себе как	2	1
что и	3	4
как во	1	1
один из	1	2
голос его	1	1
уже не	3	13
социальные культурные	1	1
отношения к	2	3
с точки	8	13
не раз	1	1
собою но	2	1
при всей	1	1
но только	1	1
их всякой	1	1
достоевский умел	1	1
это слово	5	1
же и	4	2
к себе	7	2
каждом слове	2	1
сознаний в	1	5
непосредственно переходит	1	1
человек и	2	2
в плоскость	1	3
такими же	1	1
я в	1	1
достоевского не	3	12
что было	2	4
этих трех	3	1
нем в	1	2
слова слово	2	1
как их	1	3
художественного произведения	1	1
в сущности	9	5
хотя бы	2	2
себе самом	3	9
органическое единство	1	1
и единство	1	2
и здесь	3	3
в настоящее	2	1
оставаясь содержательно	1	1
одну и	1	1
его самосознания	1	8
с другими	1	7
с авторской	1	2
здесь как	1	1
и по	1	1
плоскости с	1	3
же нам	2	1
во втором	1	1
одной плоскости	2	5
включено в	1	1
но в	10	7
человека в	4	4
благодаря этому	1	2
за другом	1	1
не имеет	1	1
замысла само	1	1
эта тема	1	1
может найти	1	1
содержательно теми	1	1
рамки не	1	1
и понимания	1	3
сих пор	7	2
и сам	7	2
развертывается в	1	1
романы достоевского	1	1
достоевского становится	2	3
их пределы	1	1
чужому сознанию	1	2
большей или	1	1
ее с	1	1
определяет все	1	2
конце концов	2	5
а именно	1	1
это очень	1	1
себе а	2	1
между героями	1	1
при этом	6	2
именно и	1	2
того что	2	1
столкновение с	2	1
в форме	2	7
как целое	1	2
но уже	1	1
идеологического подхода	1	1
том что	2	7
среди них	4	1
но что	1	1
у него	6	5
и лишь	1	1
себе он	2	1
исторически между	1	1
в другом	7	1
время оно	1	1
определяя его	1	1
и смысловой	1	1
остается вне	1	1
в построении	1	4
это он	4	1
в произведении	4	4
автора и	2	5
момент его	2	2
сам с	1	1
и следовательно	3	4
при напряженной	1	1
для романтизма	1	1
сама по	4	1
в котором	6	2
в рамках	1	1
есть конечно	3	1
для него	8	18
не о	1	2
он живет	1	1
на себя	2	2
и соответствующие	2	1
как к	1	3
зрения на	1	7
в структуре	1	2
он это	2	1
в стиле	4	1
нисколько не	1	2
входит в	2	7
голоса его	1	1
ни на	3	1
точкой зрения	1	1
другого и	2	1
то ни	1	2
он у	1	1
в романе	3	9
но все	2	5
мы увидим	5	1
характера типа	1	2
то перед	6	2
можно было	3	2
что это	2	1
его именно	1	1
к миру	2	1
не между	1	1
и это	4	5
вне его	2	2
же не	4	2
пределах того	1	1
действительно не	1	1
всякий человек	1	1
жизнь в	1	1
и тона	1	3
и понимать	1	1
и другие	1	1
от ее	1	2
может служить	2	1
ведь это	2	2
друг к	2	1
и герой	2	1
построения романа	1	5
от них	2	2
повесть о	1	1
она только	1	1
наконец он	1	1
а следовательно	1	1
если б	1	2
