2gram	Vinokur_StatiiOPushkine_partition_part2_wordlist_2gram	Vinokur_StatiiOPushkine_partition_part3_wordlist_2gram
с нею	1	3
говорится о	1	1
если принять	1	2
до меня	1	1
я считаю	1	1
о том	8	17
между тем	6	5
точно также	1	2
отношение к	4	1
возможно что	1	1
пути к	1	1
его не	2	3
и шуйского	1	1
пушкин и	3	9
на вопрос	3	3
было не	1	1
то обстоятельство	5	4
на то	5	2
занимает в	1	1
обратить внимания	1	1
в виду	2	7
свидетельствуют о	1	2
вышел из	1	1
слова бориса	3	1
уже о	1	1
время пушкин	2	2
которая не	1	1
в заключительной	1	2
пушкин получил	1	2
мы и	1	1
других источников	1	1
в литературном	1	1
в некоторых	3	2
быть не	2	1
о царе	1	3
что история	1	1
он писал	2	3
в духе	2	2
как мы	2	1
историк а	1	1
к которым	1	1
iii стр	1	1
может быть	19	2
известно что	2	1
находим в	1	2
и его	3	6
из следствий	1	1
что значит	1	1
в одной	2	2
в выборе	2	1
пушкин признавался	1	2
и боярством	1	1
бахчисарайском фонтане	1	8
что действующие	1	1
языке трагедии	1	2
отказался от	1	1
что как	1	1
годуновым не	1	1
х годов	2	1
этой почве	1	1
как его	1	1
в отношении	2	2
которую пушкин	1	2
простотою дают	1	1
давно уже	1	3
в устах	4	2
последнем отношении	1	1
стиха в	8	1
могу творить	1	1
вовсе не	2	6
себя внимание	1	2
можно назвать	4	1
была бы	4	5
его от	1	1
ответить на	1	1
не на	2	2
с тем	4	7
пушкина пушкин	1	1
здесь нет	2	1
от пушкина	1	1
который в	1	1
к власти	1	2
из этого	4	1
том смысле	2	2
пушкин в	10	5
на немецкий	1	7
здесь не	1	1
сумарокова кроме	1	1
несомненно является	1	1
бы в	1	1
своеобразия и	1	1
эти два	1	1
пушкин подражал	1	1
б в	3	2
и ему	1	1
не признавал	1	1
свой замысел	1	1
говоря уже	1	1
письмо пушкина	1	1
свою трагедию	3	12
из печати	1	2
трагедию на	1	2
языка пушкинской	3	1
которых в	1	1
со стороны	3	2
свою собственную	1	1
как он	1	2
не те	1	1
одно из	2	1
к образу	1	1
пушкина все	2	1
с автографа	1	1
языке самого	1	1
в литературных	1	2
что вы	1	1
нас к	2	1
в частности	1	4
как говорит	1	2
пребывания в	1	2
его повествованию	1	1
в каждой	2	1
т п	6	3
отчет в	2	1
на этой	1	1
евгений онегин	1	1
ответ на	5	1
по языку	2	1
не было	4	3
и очень	1	1
из рук	1	1
и тем	4	1
в эволюции	1	1
того чтобы	1	6
во внимание	1	2
области трагедии	1	1
годунов был	1	1
в своих	8	1
только в	6	2
в этой	14	2
годунова не	3	6
другой стороны	5	3
о борисе	2	3
т е	8	10
не могли	1	2
идет о	1	3
пушкина нужно	1	1
то и	2	1
в трех	1	1
всяком случае	4	3
и среди	1	1
с большой	1	1
к этому	3	4
диалог между	1	2
им самим	1	1
но для	1	1
над борисом	7	5
изображен как	1	1
как в	6	3
нет ни	1	1
до него	1	2
не случайно	1	1
во всяком	4	3
и не	10	9
что у	2	4
что трагедия	1	3
годунова до	1	1
легенду о	1	1
смущало современников	1	1
представляла собою	2	1
и вообще	1	2
таким образом	10	10
не говоря	1	1
отомстить за	1	1
своею иноческою	1	1
замечательно что	1	1
драматическая литература	4	1
в связь	1	1
века и	1	2
года в	2	3
пушкина с	5	7
по-французски и	1	1
тем что	19	3
мотивы в	1	1
же касается	1	1
уже в	3	1
с теми	1	1
русской трагедии	3	1
была подсказана	1	1
для самого	1	1
трагедии не	3	3
такое же	2	2
которыми пушкин	2	1
не только	12	19
первая глава	1	2
у фонтана	3	1
он не	5	9
в черновой	2	1
к борису	2	3
русских поэтов	1	1
академического издания	2	4
в слоге	2	1
xviii века	1	2
все эти	3	2
было указано	1	1
вот что	3	3
по содержанию	1	1
что из	2	1
это был	2	2
особенно в	1	2
в данном	1	2
в пределах	1	1
в истории	1	2
тем же	1	2
истории государства	1	2
на рубеже	1	3
с самого	2	3
драматического языка	1	6
в их	3	3
классическая трагедия	1	3
что когда	1	1
своих современников	1	1
т д	2	6
издания сочинений	1	2
не были	1	1
это обстоятельство	1	1
что является	1	1
выражение под	1	1
поэзии но	1	1
и смущало	1	1
и он	1	3
поэмы пушкина	1	2
вряд ли	1	3
важно отметить	2	1
на его	4	2
как на	6	9
как известно	1	2
трагедии пушкин	2	3
к тому	2	10
когда пушкин	2	1
в классической	1	2
пушкина по	1	2
как у	1	3
коротких сцен	1	1
ли ты	1	1
формы в	2	1
утверждать что	2	2
период работы	1	1
академии российской	1	2
в эту	4	3
в поле	1	1
интересно что	6	3
раньше чем	3	4
пушкин имел	1	2
историк и	1	1
существенно отметить	1	1
из них	1	3
и для	4	1
трагедией в	1	1
живом языке	1	1
размышления своею	1	1
в области	6	2
был автором	1	2
печатном тексте	2	1
а что	1	1
до конца	3	3
статье о	1	1
язык в	1	1
черновой редакции	2	1
пимена и	1	1
отличается от	4	1
в первом	1	1
обстоятельство что	5	4
данном отношении	1	1
речи борис	1	1
и эти	1	1
подчеркнуть что	3	3
по себе	1	3
не потому	2	2
идей и	1	1
не менее	2	3
повествованию всю	1	1
еще не	2	1
ни одного	1	3
в году	5	3
целый ряд	1	1
не столько	2	7
так в	1	1
сцене в	3	1
представляют собой	1	1
в конце	6	2
в черновике	1	1
дева жуковского	1	1
пушкина можно	1	1
того времени	3	4
к новым	1	1
годунова пушкин	1	1
здесь следует	1	1
тому что	3	7
а в	6	1
можно судить	1	1
с легендой	1	1
в статье	2	2
своей трагедии	4	12
том в	1	1
и более	3	2
в указанном	1	1
представляет собой	1	1
нравственные его	1	1
в каждом	4	1
нужно сказать	2	1
гости дорогие	1	1
в русской	6	5
трагедия не	1	2
на которую	1	1
годунов как	1	1
пушкина но	3	4
эти попытки	1	1
годунова на	1	1
остановиться на	1	1
очень важно	1	1
не связанный	1	1
дело в	1	4
поэтому и	1	1
по преимуществу	1	1
не годится	1	1
в своем	1	9
одного из	2	1
судить по	1	2
жанровые особенности	1	1
и на	6	6
трагедии которые	1	1
вплоть до	1	1
в сторону	1	1
литературного языка	1	2
к другу	1	1
копию с	1	1
в деревне	1	1
в польше	1	1
и последний	2	1
них как	1	1
знакомства пушкина	1	2
с которыми	2	1
что один	1	1
место из	1	2
так или	1	1
в двух	1	1
п в	1	1
который сам	1	1
к будущему	1	1
такое отношение	1	1
для того	2	7
была написана	2	1
издании бориса	1	1
властью и	1	2
как и	4	2
о рассказе	1	1
должен был	2	4
потому что	5	9
воспоминания в	1	1
поэтического текста	1	1
что для	3	1
у которого	3	1
царской властью	1	1
в самом	2	7
например или	1	1
а то	2	1
на том	1	1
трагедию пушкина	1	4
по этому	3	2
же время	3	1
выше было	1	1
чем борис	1	1
при его	1	1
по словам	1	4
смысле что	1	1
нужно отметить	2	1
поэтому в	1	1
никогда не	2	3
героев и	1	1
в то	7	2
этом отношении	4	9
и то	1	1
в россии	6	3
что есть	1	1
раз в	1	2
им в	2	1
в бахчисарайском	1	7
трагедии пушкина	12	22
пушкин неоднократно	1	1
и в	25	29
все время	2	1
в эпоху	1	1
так же	1	3
в борисе	39	28
у современников	2	1
отметить что	5	2
пушкин не	9	12
в предисловии	2	3
без всякого	2	1
так что	11	3
баратынского и	1	1
трагедии с	1	1
не просто	2	1
значения с	1	1
все они	3	1
из его	7	2
ней же	1	1
так как	3	2
и всегда	2	2
но не	2	3
я это	1	1
не признать	1	1
такой же	2	1
в стихах	2	1
не в	6	4
трагедии в	3	4
в пушкинском	1	1
вообще нет	1	2
для нас	1	1
ни для	1	1
из карамзина	2	1
русской поэзии	2	1
по мнению	3	1
рукописи пушкина	2	1
на этом	3	1
и во	2	1
сцены в	1	2
его политического	1	1
по существу	1	2
если попытаться	1	1
для которого	1	1
бы он	1	1
как драматург	3	1
никакого смысла	1	1
и до	1	1
на нее	2	3
мы располагаем	1	1
при создании	1	1
это были	1	2
пушкина в	21	18
поэтического слова	2	1
как она	1	1
не совсем	2	1
в известной	1	1
пушкин как	2	1
отношении к	1	3
что этот	3	2
сам пушкин	1	3
с этим	7	3
это однако	1	1
о марине	2	1
темам и	1	1
был для	1	4
но также	2	4
не за	1	1
александра i	1	1
булгарина о	1	2
себе отчет	2	1
речь идет	2	4
выборе формы	1	1
и с	4	4
древней летописи	1	2
но это	4	3
орлеанской девы	1	1
смысле слова	1	1
ее исторической	1	1
на трагедию	1	3
конкретные исторические	1	1
в михайловском	1	2
в сцене	6	7
в пушкине	1	1
когда он	1	1
ее в	2	2
пушкин берет	1	1
о роли	1	1
он уже	1	1
годунова это	1	1
конечно не	1	1
исторической эпохи	2	1
годунова как	2	3
было отмечено	1	1
что сцена	1	2
также и	1	2
и самозванец	1	1
русской драматургии	1	2
нет в	3	1
классического типа	2	1
и пушкин	1	2
годунове также	1	1
к истории	1	2
к шекспиру	1	2
с другой	5	4
и др	4	2
своим друзьям	1	1
иной раз	1	1
и как	1	2
и александр	1	1
но он	3	3
словаре академии	1	2
дело не	2	2
нашло свое	1	2
и аристократией	1	1
того как	1	7
было бы	7	5
в чем	4	1
любви в	1	1
пушкина не	3	6
что такое	7	2
языка пушкин	1	1
говорил об	1	1
смысл его	1	1
самозванца в	2	2
карамзина как	2	1
из всех	1	1
более или	1	2
как бы	6	5
написанные в	1	1
трагедий и	1	1
от других	1	1
очевидно что	1	2
рядом других	1	1
от карамзина	2	2
к монументальным	1	1
прежде всего	10	5
точки зрения	7	5
на бориса	1	2
не мог	2	3
должно было	1	3
а с	2	3
что именно	2	2
годуновым и	2	1
на это	2	2
у нас	4	3
но и	9	19
феодализма в	1	1
vii тому	1	1
хорошо было	1	1
смысл этого	1	2
в ее	1	2
именно в	1	4
поэтическим языком	1	2
нет и	2	2
эти слова	1	2
л а	1	1
в очень	1	1
орлеанская дева	3	2
а затем	1	2
до сих	2	6
пушкина была	2	5
в творчестве	3	1
направлением в	1	1
причем в	1	1
для пушкина	13	21
том чтобы	2	1
годунов является	2	1
пушкин знал	1	1
мы не	2	1
трагедии то	1	3
одной из	2	3
афанасий пушкин	2	1
авторской жизни	1	1
годуновым пушкин	2	1
этого грубого	1	1
о русском	2	1
пушкин писал	3	4
у шекспира	5	4
например павел	1	1
речи а	1	1
последний летописец	1	1
к первому	1	2
только при	1	1
с эпохой	1	1
в результате	2	2
разумеется в	1	2
но эти	1	1
пушкина на	4	4
на самом	1	3
годунов не	3	1
пушкин говорит	4	4
похоже на	1	3
не был	2	3
между борисом	1	2
как поэта	1	1
пушкин пишет	1	1
не к	1	2
сочинений пушкина	2	5
государства российского	1	3
что за	1	2
форме в	1	1
годунова все	1	1
в димитрии	1	1
трагедии он	2	1
по большей	1	1
одновременно и	1	1
годунова а	3	2
как закономерный	1	1
чтобы показать	1	1
и пр	13	8
а не	5	5
гораздо более	2	1
все что	1	1
смутного времени	3	1
что борис	2	4
приходится удивляться	1	1
с этой	3	2
встречается ни	1	1
говорить о	3	1
печатном издании	2	3
в этом	24	21
есть первый	1	1
драматургии в	1	1
которая была	1	2
каком смысле	2	1
годунова в	2	4
об этом	5	6
как трагедия	1	3
краков дом	1	1
она была	1	1
его трагедии	7	8
в образе	1	3
пушкинское время	1	2
была для	1	1
борисом годуновым	10	10
этого вопроса	1	1
е не	1	1
одним из	1	6
поэзии и	1	2
говорит что	5	1
в содержании	1	2
точка зрения	4	1
сцена у	1	1
внимания к	1	1
и некоторые	1	1
не встречается	2	1
г в	6	5
в поэзии	2	1
течение лет	1	1
а за	1	1
трагедия была	2	2
от шекспира	1	1
на него	1	1
я могу	1	1
вишневецкого где	1	1
гаврила пушкин	1	1
и известной	1	1
дом вишневецкого	1	1
со словами	1	1
с русской	1	1
творчестве пушкина	4	1
почти все	1	2
с годуновым	1	1
сюда относится	2	1
стиха и	1	1
трагедии это	1	2
одна из	2	1
в обращении	1	2
его трагедию	1	2
л и	1	1
пушкин говорил	1	1
был очень	1	1
весь отрывок	1	1
до того	1	4
действующих лиц	4	4
совпадает с	1	1
пушкинской трагедии	2	10
находим и	1	1
из этих	6	1
в языке	8	5
дворянства и	1	2
в общем	4	3
феодора иоанновича	2	2
все это	8	11
трагедии где	1	1
драматический язык	2	2
в качестве	4	5
как например	8	2
пр но	1	1
трагедии и	2	1
это почти	1	1
самом деле	2	3
творчества пушкина	2	1
в черновиках	1	1
которую он	2	2
он и	2	1
что касается	7	1
афанасия пушкина	2	3
что я	3	2
первый наш	1	1
не так	3	1
не успел	1	1
этом жанре	1	1
заключается в	2	1
во многом	2	2
не трудно	1	1
они не	1	2
например в	4	3
этого рода	3	1
то же	5	2
пушкина были	1	1
назвать в	1	1
при помощи	2	4
русской драматической	1	2
важно подчеркнуть	1	1
это было	8	2
должна была	4	2
могло бы	1	1
борьба с	2	2
несомненно не	1	1
с шекспиром	2	1
что русская	1	1
пушкиным как	2	1
конкретных исторических	1	1
пушкина к	11	5
пушкина является	1	2
прямом смысле	1	1
которые не	1	3
этом смысле	4	1
находясь в	2	1
другое дело	3	3
этом и	1	1
вот почему	1	1
не дает	1	2
в какой	3	2
пушкинского поэтического	1	1
в в	3	1
это же	1	1
пушкинского времени	1	1
пушкиным не	1	1
в речи	4	4
свое собственное	1	1
xix века	4	3
критических статей	1	1
в свете	1	1
можно считать	1	1
принять во	1	2
и если	3	1
мне кажется	1	3
нас не	2	2
укладывается в	1	1
и именно	1	3
что судьба	1	1
говорят о	1	1
не обратить	1	2
рукописный вариант	1	1
обращает на	1	3
что же	1	1
только что	2	2
но этот	1	1
что пимен	1	1
не давала	1	1
слова с	1	1
и их	1	1
был склонен	1	2
народ на	1	1
образом в	1	1
пушкина для	1	2
вопрос о	1	6
и еще	1	1
в которой	4	11
наш историк	1	1
пушкина как	13	3
литература в	1	1
можно сказать	4	1
основана на	1	1
по своим	1	1
ничего не	4	4
его современников	1	1
в словаре	2	2
а это	1	1
изображения народа	1	1
что он	19	13
у пушкина	22	12
в течение	4	6
шекспиризм пушкина	1	1
и тот	2	1
интерес пушкина	1	1
одном из	1	3
но они	2	2
что они	2	2
в прямом	2	1
к этой	2	1
своего времени	2	4
мог не	1	1
в нем	1	4
во время	3	2
в отдельных	4	1
французская классическая	1	1
что пушкин	11	15
заметить что	2	1
как материал	1	1
или иначе	1	1
языка к	2	1
он был	3	2
в книге	1	1
степени является	1	1
рецензию на	1	1
о в	1	1
один из	2	1
что и	1	2
к л	2	1
русского литературного	1	1
действующего лица	1	2
пр в	2	1
с точки	4	2
не раз	1	2
в это	2	2
трагедию в	1	4
из трагедии	2	3
ни у	1	3
это слово	3	3
от которого	1	1
а по	2	1
г пушкин	2	2
и исторической	1	1
этого термина	2	1
котором он	1	1
между прочим	3	12
годунова от	1	1
на пути	1	1
том же	1	2
в сущности	2	1
думаю что	2	1
хотя бы	1	3
царском селе	2	1
здесь пушкин	5	2
годунове и	1	2
которых пушкин	1	1
смотрел на	3	3
трагедия классического	1	1
и здесь	3	3
этого произведения	1	1
в живом	1	1
как драматический	1	1
именно поэтому	2	1
при оценке	2	1
или в	2	1
xix в	1	1
самого начала	2	3
и по	2	3
трагедии вадим	1	1
с борисом	1	4
во втором	2	1
но в	5	8
пушкина и	6	9
пушкина являются	1	1
в контексте	1	1
не имеет	2	2
взято из	1	1
борису годунову	3	3
дают его	1	1
своего рода	3	5
пушкин был	1	4
пушкину возможность	1	1
маленькими трагедиями	2	1
была в	1	1
сей день	1	1
событий и	1	1
сих пор	2	5
россии он	1	1
очень хорошо	1	2
русская драматическая	3	1
тем не	2	2
говорит у	1	2
конце концов	3	1
представляют собою	3	1
это очень	1	2
которого он	1	1
пушкин хотел	3	2
того что	5	5
в форме	2	1
том что	15	27
о которых	3	2
но уже	1	1
внимания на	2	1
значит именно	1	1
но что	1	1
у него	9	1
а тем	1	1
в ней	4	7
внимание на	2	4
в келье	2	3
о ее	1	1
в другом	3	4
в этих	11	3
на тему	3	1
годунова но	1	2
но самозванец	1	1
а пушкин	1	1
в свое	1	1
для своего	1	2
чем же	1	1
которые пушкин	1	1
отношения между	5	1
в печатном	4	4
в и	1	13
трагедиях где	1	1
образом пушкин	2	1
в котором	5	7
в корчме	2	3
русской истории	2	3
образцом для	1	2
для него	3	4
да еще	1	1
то его	1	1
но я	1	1
сам по	1	1
того же	2	2
не о	1	1
на себя	1	3
у карамзина	7	4
ту же	1	1
зрения на	1	1
материала для	1	3
к ней	4	1
шесть лет	1	2
свою очередь	1	1
в стиле	1	1
нисколько не	1	1
ни на	2	1
с общим	1	1
в первые	1	2
был чужд	1	1
пушкин сам	2	1
в многочисленных	1	1
упадка в	1	1
говорил что	5	1
но все	2	7
который говорил	1	1
а также	4	2
связь между	1	1
годунов говорит	2	3
самого пушкина	8	3
что это	16	3
можно было	1	1
пушкиным в	6	14
говорит о	1	2
и это	5	2
был способен	1	1
нельзя не	3	3
языка не	1	1
свое время	1	1
западной европой	2	1
и другие	1	2
может служить	1	1
в комедии	1	1
пушкина до	1	1
отступает от	1	1
от них	2	1
в связи	3	1
с которым	3	1
