2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram
одной стороны	6	3
и те	1	1
которых они	2	1
из них	2	4
сложных форм	1	1
задачу для	1	1
те которые	1	2
и для	5	3
мысли в	3	1
это только	2	1
что только	2	1
свой смысл	1	1
сами по	1	3
до конца	6	7
но даже	2	1
взгляд на	1	2
отличается от	2	1
и вместе	2	1
в первом	1	1
и уже	1	4
обстоятельство что	1	1
тот материал	1	1
сцеплении мыслей	2	1
показывает как	2	1
нормы и	2	1
которые мы	1	1
по себе	9	9
не потому	1	2
психологи как	2	1
а самое	1	1
заключить что	1	2
еще не	1	1
знает что	1	2
целый ряд	6	5
перейти к	1	2
большей частью	2	2
целым рядом	1	4
совершенно другим	2	3
с ним	2	5
же самое	2	6
в условиях	1	1
в конце	3	8
на все	1	2
а в	6	4
все решительно	1	1
тому что	4	6
автор проделал	1	1
преодоления материала	1	1
такого же	1	1
и более	1	1
представляет собой	2	2
только с	1	2
и писатель	1	1
своей природе	1	1
совершенно новой	1	1
или хотя	1	1
от самого	1	1
бы его	1	3
что речь	2	1
как ни	1	1
и вот	3	6
художественном произведении	3	1
дело в	1	1
что психология	5	2
существу дела	2	1
с первого	1	1
в своем	3	7
стороны и	3	1
решение вопроса	1	1
и без	2	1
но с	1	1
вся суть	1	1
и на	1	5
в сторону	1	3
от обычного	1	1
привести и	1	1
исследования мы	2	1
к другу	1	1
такого что	1	1
трудность заключается	3	1
от него	2	1
ли это	2	3
нельзя лучше	1	1
в двух	1	4
рассказа и	1	10
совершенно явно	2	1
следует отнести	1	1
для того	6	23
же мнения	1	2
мы никогда	4	3
как и	16	5
и чем	1	1
тому как	7	2
эстетической реакции	5	1
не могу	1	1
это сцепление	1	1
потому что	10	24
что для	2	5
что с	2	1
с такой	1	2
материалом и	1	1
в самом	11	12
о гамлете	1	6
что могло	1	1
мнение что	1	3
мы еще	1	1
по словам	1	2
в то	5	3
чтобы изучить	1	2
и то	2	2
никогда не	8	5
произведению искусства	2	1
им в	3	1
совершенно невозможным	1	1
что есть	2	1
и в	31	33
все время	4	24
связаны с	1	1
так же	12	13
свою особую	1	1
этого сделать	1	1
помогает нам	1	1
композиции и	1	1
в мире	1	3
без всякого	2	2
и материал	1	1
так что	5	7
и самый	1	1
благодаря тому	2	1
стоит перед	1	1
в корне	1	1
не поймем	1	1
так как	18	12
которых складывается	1	1
самое важное	1	2
из его	3	2
и только	3	7
но не	3	3
материалом для	1	1
жизни говорит	2	1
которой мы	1	3
сам толстой	1	1
такой же	2	2
в стороне	1	1
не в	11	2
говоря о	1	1
при анализе	1	2
для нас	5	7
если критики	1	1
как будто	5	8
конечно же	1	2
чем это	1	1
в полном	2	1
то как	1	2
сводится к	1	2
есть в	7	1
дело здесь	1	1
подходит к	1	1
мы должны	1	6
не была	1	1
и во	2	1
мы пытаемся	2	1
в которых	3	3
по существу	4	2
не даны	1	1
материала который	1	1
как форма	1	1
вторая ошибка	1	1
эту сцену	1	1
внешнюю оболочку	1	1
и об	1	1
что следовательно	2	1
на нее	1	2
думать что	1	2
в конечном	3	1
как она	2	10
психологического исследования	2	1
совершенно прав	2	1
у меня	3	1
линию и	1	1
был у	1	1
как это	4	14
что этот	1	3
с этим	3	5
его рассказа	1	3
в порядок	1	1
мы все	2	3
исходить из	1	1
и изучение	1	1
речь идет	3	3
событий в	1	3
скажем что	1	1
и с	2	2
и восприятия	1	1
но это	3	1
и казалось	1	1
признать что	1	1
исходя из	3	4
художественные произведения	1	1
в противоречие	2	1
слов в	1	2
такую операцию	1	1
во времена	1	1
поставить проблему	1	1
в сцене	1	1
это в	2	4
сам собой	1	1
к созданию	1	1
сумма составляющих	1	1
и всякий	2	2
нужно для	1	1
когда он	2	7
знаем что	1	4
это сравнение	1	1
же в	1	1
и хотя	1	1
ее и	2	2
конечно не	1	3
существует между	1	1
это все	3	1
к таким	1	2
это не	1	6
евгении онегине	3	1
мы припомним	2	1
образом и	1	1
деле не	1	1
с другой	5	2
в художественном	3	2
и др	1	1
и как	2	5
совершенно другой	2	2
и сейчас	2	3
здесь в	1	3
принадлежит к	1	2
сущности говоря	3	2
которую мы	1	1
бы ни	2	1
должно быть	1	3
и совершенно	5	5
далеко не	2	3
путем и	1	1
того как	1	1
было бы	6	12
в чем	2	1
что такое	2	1
мы вовсе	1	1
как бы	5	25
эту точку	1	1
все остальное	1	2
от других	2	1
совершенно ясен	1	1
очевидно что	6	1
в глаза	1	1
казалось бы	2	5
дело с	3	3
чрезвычайно важную	1	1
прежде всего	4	2
о его	1	1
указывает на	4	3
природы но	1	1
не быть	2	1
и недаром	1	2
и трагедии	1	2
точки зрения	15	6
выводу что	1	1
что от	1	1
на один	2	1
а с	1	2
просто и	1	2
что именно	1	3
мы смотрим	1	1
вместо того	1	2
и чему	1	1
на это	2	1
чем-то другим	2	1
у нас	4	4
но и	2	3
с здесь	3	1
искусства но	2	1
в ее	5	2
именно в	1	2
мысли чувства	1	1
до сих	3	3
приходим к	1	2
возникает целый	1	1
только то	2	1
в объективных	1	1
как нелепо	2	1
будто бы	2	1
том чтобы	7	4
мы не	12	5
стоит только	2	2
которая сама	1	1
с все	1	1
одной из	1	1
звуков так	1	1
или как	2	1
до тех	2	2
у шекспира	2	2
для анализа	1	2
прибавим к	1	1
составляющих его	3	1
мы можем	4	5
во всем	3	2
ясностью как	1	1
при исследовании	1	1
против него	1	1
конца с	1	1
он хотел	1	1
самое и	1	2
я уже	1	1
в результате	4	2
роль играет	1	1
на самом	2	6
и наконец	1	2
находимся в	1	1
этой точки	5	1
а нечто	1	2
то они	1	1
с а	1	1
быть в	2	1
в целом	5	5
по-разному их	1	1
поставленной перед	1	1
мысли которые	1	1
же самому	2	1
и опять	1	3
что эти	3	2
не что	1	1
а не	13	6
тех пор	1	2
гораздо более	2	1
который я	1	1
если это	1	1
с этой	4	4
с одной	5	3
в этом	12	28
забывая что	1	1
если мы	12	12
время как	5	2
и содержания	1	1
все те	1	2
почему же	1	2
об этом	1	4
точно так	3	3
совершенной ясностью	1	1
искусством и	2	1
она была	1	1
произведение с	1	1
с мечом	1	1
что мы	8	6
и ее	1	2
говорит что	5	10
впечатление и	1	1
один раз	1	1
том как	1	3
одной общей	1	1
он говорит	1	3
в совершенно	4	1
точка зрения	4	2
и из	1	3
психологической точки	4	1
вовсе и	1	1
почти все	2	2
и таким	2	1
оказывается что	5	2
одна из	4	4
для другой	1	1
художественному произведению	1	1
же как	4	3
мы испытываем	1	1
действующих лиц	1	1
так с	1	1
очень много	1	1
совершенно в	1	2
из этих	6	2
этого слова	4	3
не хотел	1	2
все это	8	13
слов которое	1	1
к помощи	1	1
и какие	1	1
и есть	5	4
едва ли	1	2
в сознании	2	1
их в	2	3
самом деле	9	12
всей этой	1	2
и описанием	1	1
и когда	3	2
могли бы	1	2
мысли и	2	1
если в	1	1
а может	1	1
и воображения	1	1
звуков а	1	1
о нем	1	4
искусства эта	1	1
не так	1	1
полагают что	1	1
что может	1	3
заключается в	7	5
концов приводит	1	1
в стихе	2	1
не трудно	1	1
только на	3	1
за этим	1	3
что оно	3	3
например в	3	3
художественной формой	1	1
то же	5	9
можно с	1	1
так то	1	1
мыслью а	1	1
при помощи	20	4
том или	1	1
могло бы	4	3
оно может	1	1
и дальше	2	1
человека не	3	1
связана с	1	1
бы сказать	1	2
не будет	3	4
части и	1	2
совершенно не	5	4
нам и	1	1
этом смысле	2	1
и самым	2	1
не весь	1	1
признается что	1	1
значение и	1	1
оказывается совершенно	1	1
формы и	5	1
чрезвычайно полезно	1	1
в какой	5	5
точно мы	1	1
и зритель	1	3
и если	4	9
техники как	1	1
характер и	1	1
лица все	1	1
критики и	2	2
должен вовсе	1	1
или не	2	1
человека и	2	1
каждого из	3	1
действия в	1	1
только что	2	15
в такой	2	2
в обратном	1	2
и их	2	1
столь же	4	2
мы видим	5	6
новое и	1	1
событий действий	1	1
ее от	3	1
мы очень	1	1
утверждает что	2	4
но мы	3	2
вопрос о	3	2
и мы	1	15
как говорят	1	1
и еще	1	1
в которой	4	4
одной и	4	2
личности и	1	1
к нему	2	1
этими словами	2	2
что мне	1	1
основана на	1	2
можно сказать	1	2
этому вопросу	1	1
точку зрения	3	1
пытаются понять	1	1
ничего не	2	2
же самые	1	2
что ни	1	2
ее на	1	2
что он	7	20
концов только	1	1
легко показать	2	3
одном из	2	1
которого она	1	1
замечательно то	1	1
что они	2	6
сцепление слов	1	1
должен быть	1	1
на эту	1	1
к этой	2	3
в нем	2	7
которых мы	1	1
во всех	1	2
верно говорит	1	1
с совершенно	2	4
никакой возможности	1	3
гораздо больше	1	1
по поводу	2	4
при совершенно	1	1
что и	13	3
в согласии	1	1
один из	4	2
в действительности	1	2
так просто	1	1
в обществе	3	1
ясно что	19	5
с точки	2	4
в это	1	2
но только	3	1
же и	1	1
уже из	1	1
есть все	1	1
но так	1	1
к другим	2	1
этом романе	1	1
звуков в	1	1
составлено не	1	1
бы такой	1	1
точном смысле	1	2
не до	1	1
художественного произведения	17	1
в сущности	10	6
хотя бы	1	2
наши чувства	1	1
никак нельзя	2	2
когда говорит	3	1
и здесь	2	3
одну и	1	1
которое в	1	1
что автор	1	4
показать что	8	7
понятия и	1	1
что основная	2	1
нужно и	1	2
самого начала	1	5
на картину	1	1
для всякого	1	1
три элемента	1	1
другим и	1	1
или в	1	1
и чистое	1	1
но в	3	2
это мы	2	1
она написана	1	1
могла бы	1	4
говорит шкловский	1	1
с равным	1	1
и перестраивает	1	1
сих пор	3	3
со всем	1	1
мысли об	1	1
истории литературы	1	1
конце концов	3	3
как мало	1	1
при этом	19	2
того что	10	4
в нашей	1	2
русский язык	1	1
начинает с	2	2
том что	16	22
что художник	1	1
художественной формы	5	4
такая же	1	1
но что	2	1
в ней	1	6
у него	4	6
что иное	1	1
этому что	1	1
именно это	1	1
в нее	1	2
она и	1	1
в этих	4	1
который возникает	1	1
на тему	1	2
целом ряде	2	1
и чтобы	1	2
сама по	2	3
тому чтобы	3	3
но вся	1	2
эстетическую реакцию	1	1
в котором	4	2
для нашей	1	2
ни одной	1	3
для него	1	1
его формой	1	1
того же	2	1
чувства и	2	1
как к	2	1
зрения на	2	1
как ее	1	1
пониманию и	1	1
свою очередь	1	1
совсем не	3	1
в искусстве	4	2
поскольку он	1	1
видим что	2	2
был бы	5	3
не мыслью	2	1
других авторов	1	1
и сцепление	1	1
но все	1	2
мы увидим	4	2
а также	1	1
имел в	1	1
что это	6	13
со всей	1	2
говорит о	2	4
и это	3	5
с на	4	1
ним в	1	2
с выводами	1	1
и другие	4	1
же самым	1	1
меньше всего	1	2
по самой	2	1
в евгении	2	1
друг к	1	1
его звуков	2	1
во все	1	3
с однако	1	1
в связи	2	1
с но	1	3
идеи с	1	1
кажется как	1	1
почти всегда	3	2
