3gram	Losev_DialektikaMifa_partition_part2_wordlist_3gram	Losev_DialektikaMifa_partition_part1_wordlist_3gram
когда мы говорим	1	1
но это не	1	2
в каком смысле	1	1
и творимая вещественная	1	1
то же время	4	4
и чувственно творимая	1	1
да и то	3	1
но даже и	1	1
мы находим например	1	1
схема ни аллегория	2	1
с другой стороны	4	4
есть сама жизнь	1	1
бы она ни	1	1
однородного и бесконечного	1	1
никто никогда не	1	1
мы находим в	2	1
того и другого	1	1
есть не что	1	2
что уже нельзя	1	1
что он –	5	1
к тому же	1	1
точно так же	2	1
в каком случае	4	2
прежде всего символ	1	1
категория сознания и	1	2
и должно быть	1	2
тут речь идет	1	1
и то не	2	1
не мешает ей	1	1
не значит что	3	3
это и не	1	1
не есть метафизическое	2	1
но уже и	2	1
так или иначе	1	2
на что не	2	1
и в себе	1	1
творимая вещественная реальность	1	1
– все равно	1	1
метафизическое построение но	1	1
отрешенной от обычного	1	1
каком случае не	2	1
в особенности если	1	1
чисто мифическую же	1	1
два или больше	2	1
в величайшей мере	1	1
миф никогда не	1	1
есть выдумка или	1	1
что он есть	1	1
и в нем	2	1
– все это	2	1
и даже не	2	1
первое прикосновение к	1	1
– сама по	1	1
самом же деле	1	1
общего с мифологией	1	1
но что такое	2	1
д и т	2	2
и т д	19	15
мифологии и –	1	1
или иная степень	1	1
но мы уже	1	1
т д все	1	1
чувственно творимая действительность	1	1
то это значит	2	1
жизни и в	1	1
ощущаемая и творимая	1	1
во всяком случае	2	2
без мифа наука	1	1
ровно никаких указаний	1	1
той или другой	4	3
ни аллегория но	1	1
друг с другом	1	1
выдумка или фикция	1	1
диалектически необходимая категория	1	2
что она нисколько	1	1
в виду что	1	2
т е только	1	1
ни в какой	1	2
схемой и аллегорией	2	1
хода явлений и	1	1
на самом же	1	1
к тому что	2	1
есть метафизическое построение	2	1
и в этом	3	1
вовсе не есть	1	2
ни тем более	1	1
по сравнению с	2	1
после долгих колебаний	1	1
не что иное	1	3
по одному тому	1	1
закономерность и структуру	1	1
и т п	2	2
уже знаем что	1	1
и схемой и	2	1
есть прежде всего	1	1
в связи с	1	4
творимая действительность являющаяся	1	1
по крайней мере	4	9
то же и	1	1
сам по себе	6	3
частности примитивно-научное построение	2	1
вещей и явлений	2	1
в каком-то особенном	1	1
можем сказать что	2	1
т е по	2	1
что в мифе	1	1
вещественно и чувственно	1	1
нечего и говорить	1	1
я не могу	1	1
с одной стороны	2	1
в разной степени	1	1
в этом отношении	2	1
что касается меня	1	1
во мне и	1	1
и можно сказать	1	2
принципиальную закономерность и	1	1
с мифологией и	1	1
только потому что	3	1
то в чем	2	1
совершенно не существует	1	1
все же как-то	1	1
до полной неразличимости	1	1
разную степень отрешенности	1	1
но он –	1	1
по себе не	5	3
в себе свою	1	1
они вовсе не	1	1
не есть мифология	1	1
е прежде всего	4	1
содержит в себе	3	3
мне и я	1	1
мифического сознания как	1	1
это я в	1	1
всегда есть выражение	1	1
что это значит?	1	1
то время как	1	3
та или иная	3	2
– увы –	1	1
одно и то	4	4
логически т е	1	1
это значит что	9	8
не могу не	1	1
с какой стороны	4	1
аллегории и символа	1	1
и та же	2	4
не может быть	3	3
не в том	1	1
действительность являющаяся в	1	1
есть научное и	2	1
бытие идеальное но	1	1
от обычного хода	1	1
только то что	3	4
научное и в	2	1
не больше как	1	3
но и все	1	1
зрения мифического сознания	1	1
не есть сама	1	2
мы можем сказать	2	1
примитивно-научное построение но	1	1
с теми которые	1	1
себе разную степень	1	1
однако тут надо	1	1
это и есть	2	1
есть бытие идеальное	2	1
нельзя сказать что	1	2
самого по себе	2	1
смысл вещи не	1	1
то и другое	2	1
– во мне	1	1
по которому видна	1	1
не есть выдумка	1	1
провести грань между	1	2
– во всем	1	1
мы видим теперь	1	1
значит? это значит	1	1
есть фантастический вымысел	1	1
на первый взгляд	1	1
и есть мифология	1	1
не зависит от	1	1
жизненно ощущаемая и	1	1
и от этого	2	1
в то время	1	3
это не значит	1	2
к выводу что	1	1
себе свою собственную	1	1
имеется в виду	1	2
одной стороны и	2	1
всего диалектически необходимая	1	1
и также не	1	1
тем не менее	1	2
содержащая в себе	1	1
т п –	1	1
ни в каком	8	3
т д в	1	1
или фикция не	1	1
что она –	1	5
являющаяся в то	1	1
бы и не	1	1
она не может	1	1
т е прежде	4	1
и мифология –	2	1
только тогда и	1	1
не есть религия	1	2
что это за	1	2
и то и	2	1
можно сказать что	3	3
я никогда не	2	1
и я –	1	1
так что видна	1	1
или по крайней	2	2
можно представить себе	1	1
совершенно не зависит	1	1
и есть и	1	1
– сам по	1	1
явлений и стало	1	1
потому что он	3	2
это было бы	1	1
д все это	1	1
до сих пор	2	2
содержащее в себе	1	1
обычного хода явлений	1	1
схемы аллегории и	1	1
не было у	1	1
не есть просто	1	1
по направлению к	1	1
так что одна	1	1
фикция не есть	1	1
о живых существах	1	1
есть ни схема	2	1
что одна и	1	1
в конце концов	3	1
то же самое	1	2
реально вещественно и	1	1
стало быть мифология	1	1
мы уже знаем	1	3
не есть научное	2	1
она нисколько не	1	1
он – только	1	1
миф не есть	11	19
об отношении мифологии	1	1
и стало быть	2	4
все – во	1	1
того или другого	1	1
