2gram	Losev_ProblemaSimvolaiRealistich_partition_part3_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part5_wordlist_2gram
того чтобы	2	1
и при	1	2
души и	1	1
в своих	1	1
только в	9	19
в античной	2	1
тоже не	2	5
в этой	10	3
другой стороны	6	5
после этого	1	1
живые существа	1	1
когда она	1	2
и никогда	3	1
то и	2	5
необходимо будет	1	1
всяком случае	2	6
античной мифологии	2	1
свидетельствует о	2	1
к этому	2	1
есть самый	1	1
и вполне	4	5
но для	2	1
даже до	1	1
и сама	2	2
как в	2	5
от этого	3	1
во всяком	2	9
говорит не	1	1
и не	12	35
что у	5	3
мы уже	1	4
себе а	2	3
со всеми	2	1
и вообще	9	8
таким образом	13	9
тем более	1	3
свое значение	1	3
о той	1	1
же оказывается	1	2
вместе со	1	1
и слишком	1	2
говорить об	1	1
а вовсе	1	2
тогда когда	4	1
тем что	2	4
хотелось бы	1	1
уже в	2	3
с теми	1	2
и после	3	2
трактуется как	1	2
это и	1	7
и дает	1	1
для получения	1	1
и общественной	1	1
также между	1	1
не только	18	14
он не	3	8
отличать от	1	1
он хочет	2	1
но у	1	1
все эти	2	7
только путем	1	3
у человека	1	2
есть он	1	2
в данном	2	9
тем же	3	2
кавказе и	3	1
рассказ о	1	1
бы от	1	1
к своим	1	1
нас и	2	2
он вовсе	1	1
в литературе	1	1
и потому	1	7
которая по	1	1
содержит в	1	3
в их	1	2
со своим	1	2
перед собой	1	1
т д	1	13
мы находим	7	7
то все	1	1
черты в	1	1
что бы	1	1
в себе	4	8
и он	4	1
на его	2	1
некоторой степени	4	1
но оно	1	3
к тому	2	3
те времена	2	1
перед нами	1	8
у греков	1	2
одной стороны	3	1
только как	1	1
вопрос а	1	1
бы не	3	1
не выражает	1	1
из них	2	2
мысли в	1	1
ничем не	1	2
для их	1	1
что никакой	1	2
античности и	1	1
и для	6	2
остается на	2	1
что только	2	1
в сравнении	3	2
читаем о	1	1
до конца	1	1
но даже	4	4
начала до	1	1
обстоятельство что	2	1
является весьма	1	1
на создание	1	1
и художественный	1	1
земли и	2	1
в душе	1	1
по пути	1	1
по себе	2	25
даже и	4	16
и является	2	4
не менее	5	10
еще не	3	5
на первом	3	1
он сам	3	4
с ним	3	7
не столько	1	2
заметим что	1	1
без всяких	1	1
вместо этого	1	1
но на	1	1
дня и	1	1
в конце	8	5
о каком	1	2
не вполне	1	1
среди которых	1	1
а в	6	5
тому что	1	4
эта последняя	1	2
он только	1	2
такого же	3	2
тех или	2	5
и более	2	2
первый взгляд	1	2
и тогда	2	3
просто художественное	1	1
одним и	1	1
а во-вторых	1	1
дело в	2	4
поэтому и	2	2
то уже	1	1
в своем	11	5
у н	2	1
в нашем	1	5
наша не	1	1
порождающая модель	1	5
что поэт	1	1
но с	1	2
и без	2	4
и на	6	1
имеет очень	1	1
вплоть до	1	1
у платона	1	1
есть уже	1	3
от него	1	2
по крайней	4	5
это возможно	1	1
нет совершенно	1	1
в одно	1	1
для тех	1	1
так или	1	1
вообще не	1	1
то или	1	3
для того	3	1
нужно считать	1	1
все такого	1	2
факт что	2	1
как и	7	10
но еще	2	1
потому что	13	25
не имеется	1	1
нуждается в	1	1
или иную	1	1
в бесконечный	2	7
на котором	1	2
что для	1	3
древних греков	1	1
но вот	1	3
у которого	2	1
в самом	5	3
к самым	1	1
возможно было	1	1
только и	3	8
дается в	1	1
смысле что	1	3
в то	4	9
поэтому в	1	1
и то	5	14
никогда не	7	6
героев и	1	1
всех этих	1	2
можно ли	1	4
конца xix	1	2
и в	30	44
все время	3	1
в эпоху	3	1
так же	5	5
как некоторого	1	1
поскольку она	1	1
без всякого	2	3
так что	11	12
получает свое	1	1
этого достаточно	1	1
не просто	5	23
другое что	1	2
нам представляется	1	2
так как	6	9
и только	2	6
и образа	1	1
значение в	1	3
но не	7	3
же рода	3	2
ни стало	1	1
не в	7	13
возможно и	1	2
сведений о	1	1
как будто	3	3
для нас	10	16
даже не	1	2
сама же	1	3
которая может	1	1
истории вообще	1	1
для всех	1	1
всего прочего	1	1
чем это	1	1
по мнению	2	2
есть в	2	3
было только	1	1
дело здесь	1	4
орел и	1	1
мы должны	1	7
этого мифа	2	1
не могут	2	1
бросается в	2	1
по существу	2	2
мы выше	2	4
человеческого общества	1	1
и об	1	1
и до	2	2
на нее	1	1
как она	1	2
же она	1	1
орла как	1	1
раз и	2	4
в таких	2	3
как это	1	2
только ради	1	1
из себя	1	3
все указанные	1	1
или какие-нибудь	1	1
то этот	1	1
с этим	1	2
есть принцип	1	2
тоже представляет	1	1
к мифологии	1	1
не за	2	1
и с	5	9
больше чем	2	1
но это	1	8
только чистым	1	1
смысле слова	3	8
мере в	2	1
в него	1	1
в природе	1	2
древние мифы	1	1
это в	1	2
и всякий	1	1
когда он	2	2
во что	1	1
одному тому	1	1
ее в	2	1
вполне отчетливо	1	1
же в	3	3
в брак	2	1
и хотя	1	1
просто о	1	2
и самого	3	1
у ломоносова	1	1
тут же	6	4
здесь только	1	7
также и	12	16
на тот	2	1
в заключение	2	3
это не	2	9
и образ	1	2
с другой	6	7
и как	6	3
вещей с	1	2
иной раз	2	3
а если	1	1
здесь в	2	3
нас как	1	1
необходимо обратить	1	1
бы ни	1	1
но он	5	1
далеко не	4	1
искусства и	1	2
в чем	2	4
было бы	4	8
зрения в	1	1
что такое	1	3
как бы	6	9
из всех	2	1
об его	2	4
имеет значение	1	6
в первой	2	1
в глаза	2	1
него с	1	2
прежде всего	6	3
указывает на	3	7
точки зрения	10	5
всей его	1	2
что от	3	1
а с	4	2
ничего кроме	1	2
что именно	2	1
видно что	1	1
уже по	1	1
мы понимаем	1	1
у нас	7	10
но и	13	10
к своему	1	1
у того	1	1
в ее	3	4
именно в	3	2
и что-нибудь	1	2
до сих	2	2
в очень	1	1
я на	1	1
не знали	1	2
будто бы	5	3
это тоже	1	2
том чтобы	1	1
хотели бы	1	1
себе но	1	1
мы не	2	7
как символ	9	1
по одному	1	1
только тем	1	1
мы можем	5	6
образом если	1	1
во всем	1	1
и свое	2	1
тоже можно	1	1
только для	2	1
впоследствии в	1	1
здесь мы	1	1
действительность в	1	1
наконец и	1	1
в результате	7	2
совершенно ничего	1	1
ли в	2	1
на самом	1	7
совершенно никак	1	2
их с	1	1
не был	1	2
зависит от	1	1
этой точки	1	2
не к	2	1
символа которое	1	2
и вовсе	1	4
i в	1	1
что не	2	1
с большим	1	2
а не	5	18
не что	3	4
этот вопрос	1	3
здесь перед	1	2
гораздо более	4	5
с этой	2	3
с одной	3	2
крайней мере	4	5
в этом	17	17
если мы	1	16
время как	3	4
подобного рода	7	3
человека но	2	3
почему же	1	1
об этом	4	3
не столь	3	1
точно так	3	3
в образе	1	1
и ее	1	3
том как	1	2
между собою	1	2
он говорит	2	1
не нужным	1	1
для себя	5	2
длинный ряд	1	1
в поисках	1	2
на него	2	1
вовсе и	1	1
самые разнообразные	1	1
нем не	1	1
а только	1	5
и самой	1	4
оказывается что	4	1
до того	1	1
что хотя	1	1
из этих	1	1
очень много	1	3
поскольку в	3	1
находим и	2	1
виде все	1	1
совсем другое	1	4
все это	1	5
не чем	2	1
в качестве	4	3
же раз	1	1
в стихотворении	14	2
ведь не	1	2
и есть	1	5
едва ли	4	5
что об	1	1
и смерть	1	1
самом деле	2	3
обращается к	1	1
и когда	1	1
мы будем	2	2
могли бы	1	4
в целях	2	1
он и	5	2
именно что	1	1
хотя и	8	5
не так	4	3
с ее	1	2
тот момент	1	1
и другое	3	1
только на	1	5
здесь поэт	1	1
они не	2	1
что оно	1	2
его только	1	2
если только	2	1
с начала	1	1
в средневековом	1	1
то же	2	13
когда в	1	3
при помощи	6	8
природы как	1	1
другими словами	1	6
как то	1	1
тут не	1	1
его на	2	1
мы могли	1	4
которые не	1	1
есть символ	1	11
толкования его	1	1
что самый	1	1
равно как	2	1
что нам	1	1
значение и	2	5
свое собственное	2	2
нас не	3	5
и если	1	6
предмета к	1	1
ту или	1	1
говорят о	1	3
а все	1	1
только что	1	2
в такой	1	1
этого брака	1	1
и стал	1	1
если она	1	1
представляется нам	1	1
то более	2	1
в европе	2	1
вопрос о	1	1
в которой	5	2
момент в	1	1
не всегда	3	1
у а	1	1
можно сказать	6	6
здесь является	1	1
мы приведем	1	1
ничего не	2	3
что ни	1	1
это безусловно	1	1
и которое	1	1
более точно	1	1
что он	7	9
данном случае	2	7
однако для	2	2
что они	3	5
человеческого духа	2	1
кавказских гор	1	1
в нем	6	9
чтобы в	1	1
на одну	1	2
заметить что	1	1
или иначе	1	1
море и	1	1
воды и	1	1
никакой возможности	1	1
в дальнейшем	7	1
гораздо больше	2	2
на какой	1	1
какого-нибудь одного	1	1
символа как	1	1
по поводу	2	2
или по	1	4
только потому	1	2
доходит до	1	2
что и	6	9
остается только	1	2
виду не	1	1
уже не	6	7
ясно что	4	6
отношения к	1	3
с точки	8	2
же и	1	4
но только	3	6
не считать	1	4
быть только	3	1
от которого	1	1
бесконечный ряд	2	8
котором он	1	2
он в	3	2
между прочим	1	2
представление о	2	1
хотя бы	2	3
или иной	1	8
с ней	1	5
и здесь	1	5
в настоящее	3	2
ведь почему	1	2
или в	4	4
представляется что	1	1
и по	1	2
учение о	3	1
символа мы	1	2
однако есть	1	1
во втором	2	1
но в	9	12
остается для	1	1
всякого рода	2	4
не имеет	1	9
имеет для	1	1
своего рода	1	1
сих пор	2	2
и сам	4	5
если и	1	1
никогда и	1	1
но к	1	1
жизнь и	3	2
тем не	5	10
конце концов	6	3
а именно	12	8
которого он	1	1
при этом	4	4
находим у	1	1
в нашей	2	2
большим трудом	1	1
или иных	2	4
но уже	2	3
порождает из	1	1
того что	3	8
том что	17	12
у него	11	1
в ней	3	5
внимание на	3	1
а потом	3	1
и она	1	1
в другом	3	2
что иное	3	4
имеет некоторого	1	1
о котором	3	1
однако и	1	1
в нее	1	1
и многих	1	2
и следовательно	1	2
сама по	1	8
в котором	2	2
только о	1	3
да еще	1	2
сам по	1	6
есть на	1	1
того же	4	2
мог бы	1	1
бы даже	1	1
смысла и	1	1
только по	1	1
к ней	1	1
человеческими чертами	1	1
совсем не	3	2
в искусстве	1	4
поскольку он	1	1
нисколько не	5	2
в понятии	1	2
входит в	1	1
был бы	1	1
из жизни	1	1
то ни	2	6
указание на	1	1
но все	4	3
не требует	1	1
а также	3	4
в горах	1	2
что это	1	3
можно было	2	4
со всей	2	1
и это	1	9
должны сказать	1	5
а еще	1	2
в этот	1	1
природы или	1	1
мы его	1	1
же не	4	2
жизнь в	3	3
всерьез а	1	2
и другие	3	3
без всякой	1	1
от них	2	1
общего не	1	1
в связи	7	7
не назван	1	1
гордость и	2	1
ничего общего	1	7
