2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram	Vygotskiy_Psychologia_partition_part3_wordlist_2gram
совершенно очевидно	1	1
что в	20	20
имеет никакого	3	1
до наших	1	1
который создан	1	1
однако в	1	1
двух противоположных	5	1
а у	2	1
принадлежат к	1	2
но совершенно	1	3
за ним	1	1
рассказу и	2	1
в своей	5	3
который говорит	2	1
как раз	8	5
или же	1	3
но если	4	1
сказал бы	1	1
же самая	2	1
в основе	3	11
напротив того	6	1
очень легко	4	1
с его	1	2
с нашими	1	1
чтобы при	1	1
этих двух	1	2
и прозаической	3	3
как только	3	2
из ее	1	1
и больше	2	1
бы если	1	1
что она	16	16
в той	5	1
все более	2	2
было совершенно	1	1
тогда мы	1	1
чем острее	1	1
зависимости от	1	1
и что	18	22
басни от	1	1
что если	4	6
направлениях и	1	1
эти три	1	1
и все	10	4
страстей но	1	1
мы говорим	1	1
у лафонтена	6	1
или менее	1	1
которое мы	3	1
и отношений	1	3
указать на	3	1
и заключается	1	3
бы мы	1	1
то для	1	1
для лессинга	1	1
что на	1	4
две психологические	1	1
и о	3	1
мысль надо	1	1
причину этого	1	1
жизни и	1	4
а много	1	1
в поэме	3	1
себя и	1	1
с законами	1	1
из которых	4	2
и эстетики	1	1
сейчас же	1	5
что эта	4	1
в них	3	2
как образец	1	1
только не	1	1
место в	3	2
не зависит	1	1
не хотели	1	1
для понимания	1	1
на деле	4	8
этому поводу	1	1
не есть	1	1
гораздо большей	1	1
те же	1	6
и так	1	3
не то	4	1
действия и	2	2
это то	1	2
тех случаев	1	1
что все	3	9
понятно что	1	2
не может	7	17
кто из	1	1
это имеет	2	1
в несколько	1	1
из которого	1	4
там где	6	2
сказать что	4	7
мы видели	6	1
то есть	15	21
отнюдь не	2	5
того или	1	3
свою басню	2	1
вместе с	5	2
кажется лессингу	1	1
видим перед	1	1
склонен думать	1	1
отнять у	1	1
картины или	1	1
в том	25	37
мы знаем	1	7
из своей	2	1
можем мы	2	1
время с	1	1
в его	5	2
басня и	2	2
в нас	4	3
на две	1	1
даны в	1	2
он ссылается	1	1
она может	3	1
при построении	1	2
и может	2	1
с конца	1	1
из всего	2	1
басен крылова	1	1
о том	6	6
между тем	7	4
отношение к	1	2
если вы	1	1
узнать что	1	1
утверждая что	1	1
противоречие с	2	2
можно не	1	1
с вот	1	2
на вопрос	1	2
отказаться от	1	3
и обойтись	1	1
в виду	4	3
на то	16	11
который мы	3	1
при такой	2	1
умели пользоваться	1	1
в самой	4	2
что употребление	1	1
есть только	2	5
утверждал что	1	1
все было	1	1
его словам	2	1
в некоторых	1	1
быть не	2	1
поэтическую басню	7	1
мы приглядимся	1	1
главным образом	3	3
как мы	7	1
так чтобы	1	1
от своего	2	1
заключает в	1	2
к которым	5	3
относится к	1	3
возможных применений	1	1
тот самый	1	2
чтобы этот	1	1
может быть	19	18
он рассказывает	1	1
и его	6	7
на нет	1	1
то в	1	1
совершенно разное	1	1
совершенно откровенно	1	1
для потебни	1	1
в поэтическом	1	2
у читателя	3	1
с таким	1	8
однако мы	3	1
все больше	2	1
что как	3	1
я здесь	1	1
основе своей	1	1
сколько раз	1	1
эту мысль	1	1
были бы	3	3
тем чтобы	1	1
даже для	1	2
играет в	1	1
вовсе не	8	2
поэма и	1	1
она не	6	2
к басне	5	4
мы воспринимаем	1	1
которую она	1	1
в поэтической	5	1
есть не	1	4
была бы	2	2
к ним	3	2
показать если	1	1
неодушевленные предметы	1	1
басенному рассказу	1	1
в виде	2	1
в тех	4	1
с тем	8	11
это есть	2	1
только один	1	1
обратиться к	4	1
из этого	8	4
басня применяется	1	1
как таковую	1	1
для иллюстрации	1	1
басне и	4	1
том смысле	2	1
в достаточной	1	1
согласно с	2	1
каждый из	1	2
другой цели	2	1
бы в	3	1
и было	1	1
увидим что	9	2
вслед за	1	5
эти два	3	1
отличие от	1	2
с между	1	1
на которых	1	2
может применяться	1	2
его к	2	1
и прежде	1	1
сравнению с	1	2
тот же	3	6
искусства ни	1	1
и самое	1	1
исследователями как	1	1
этой теории	1	2
это конечно	1	1
и других	1	3
со стороны	2	1
то чтобы	1	2
с и	6	12
с прозаической	1	1
басня может	6	2
в глазах	1	1
поэзии в	2	1
в таком	3	2
в частности	1	3
басня для	1	1
как говорит	1	3
она подчинена	1	1
из самого	1	2
в каждой	1	1
т п	5	8
показывает что	2	3
поэтической и	3	2
чего он	1	1
всякий раз	3	2
и даже	4	5
не было	1	2
от этой	2	1
и очень	2	1
роли и	1	1
нам не	2	1
страсть к	3	1
еще раз	1	1
басни на	2	2
чтобы не	1	1
достигает своего	1	1
того чтобы	9	14
и при	1	2
то это	2	3
в своих	4	9
только в	4	7
вскрыть и	1	1
и значение	3	1
ней и	1	1
одна и	1	1
другой стороны	5	2
которых она	1	1
вводит в	1	1
в этой	13	6
или иного	1	2
в русском	1	2
что уже	1	1
басню и	2	1
когда она	3	4
не могли	4	3
идет о	4	1
все то	7	1
всяком случае	2	2
и затем	2	1
том случае	1	4
к этому	3	1
обнаруживается в	1	2
лессинг и	5	1
басни является	1	1
из чего	1	1
и эта	1	1
совершенно другую	1	1
и назначение	1	1
только форму	1	2
басен и	1	1
или читатель	1	1
как в	4	9
указывал на	3	1
он прямо	2	2
во всяком	2	2
слишком много	1	2
и не	10	10
что у	7	5
что до	1	1
и та	2	1
со всеми	2	1
который он	1	2
мы на	2	1
лежит в	2	1
и вообще	1	2
таким образом	12	21
по своему	4	3
крылова и	3	2
полагал что	1	2
поэт совершенно	1	1
в известных	2	1
что чем	2	2
показывают что	1	2
от смысла	1	2
тем что	3	9
одно и	3	1
с басней	1	6
с теми	3	1
по самому	2	3
в жизни	1	4
это и	1	1
и дает	2	1
такое же	3	2
к действительности	1	2
в плане	3	1
не только	12	12
искусства как	1	2
по аналогии	2	1
всякого поэтического	1	2
он не	6	6
говорит он	2	4
есть еще	1	1
он всецело	2	1
и читателя	1	1
что даже	2	1
их характера	2	2
который как	2	1
его жизнь	1	1
s уже	2	1
начала и	1	2
все эти	4	7
в самых	1	2
что из	1	1
деле стоит	2	1
спасает от	1	1
в данном	2	4
в истории	2	1
одним словом	2	1
что всякое	2	2
здесь он	1	1
создается впечатление	1	1
совершенно ясно	13	7
крыловские басни	2	1
чрезвычайно легко	1	2
в их	1	3
с самого	6	1
точкой для	1	1
т д	4	2
аналогии с	2	1
то все	1	2
из области	3	1
в себе	4	2
люди не	1	1
с той	4	4
на примере	2	2
и он	1	3
и другими	2	1
на его	1	2
этом ничего	1	1
как на	3	5
в воде	1	1
уже здесь	1	1
как известно	1	1
в гамлете	1	1
к тому	6	7
можно показать	1	2
к рассказу	1	1
басни как	6	1
как у	1	1
таким же	1	1
что вся	1	1
утверждать что	2	4
и этот	3	2
художественное произведение	1	6
поэтическое произведение	1	1
ничего подобного	1	1
полном согласии	1	1
в эту	2	1
в уме	1	2
говорит один	2	1
одной стороны	5	1
как если	3	1
басни которая	3	2
бы не	3	2
только как	1	3
само собой	1	3
он окончательно	1	1
для басни	1	1
и те	1	4
из них	6	4
ничем не	1	1
как действительный	2	1
при рассмотрении	1	1
не более	2	1
и для	4	4
это только	3	3
что только	2	1
мы в	2	3
своей цели	1	1
до конца	2	3
которое имеет	2	1
отличается от	1	2
не басня	1	1
согласиться с	4	2
в первом	1	1
и уже	2	1
и эти	2	2
всех остальных	2	2
басня развилась	1	1
с животными	1	1
миру что	1	1
не потому	1	2
этот тонкий	1	1
еще не	1	2
прозаической басне	1	1
заложены в	1	1
ни одного	1	1
целый ряд	2	6
не столько	1	1
целым рядом	1	1
большей частью	2	1
и которая	2	2
же самое	10	6
напрасно и	1	1
не могла	2	1
в конце	2	3
и просто	1	1
сумеем найти	1	1
имеем в	1	2
случай и	1	1
к той	1	1
словами и	1	1
а в	7	4
все решительно	1	6
который утверждал	1	1
тому что	6	4
но этого	1	1
каждом шагу	1	1
он только	1	1
и более	2	4
мы вправе	1	1
для выражения	1	2
и тогда	1	1
в русской	2	1
этой басне	15	1
силу того	1	1
вытекающее из	1	1
басней и	2	1
быстрым ответом	1	2
это одно	3	1
и вот	2	3
остановиться на	2	1
сам того	1	1
их и	1	1
дело в	1	1
по преимуществу	2	1
этих случаев	1	1
что поэт	2	1
басне как	1	2
и на	6	5
романе в	1	2
истинный смысл	2	1
к области	1	3
не имеют	2	2
потебня указывал	1	1
бы на	1	1
считает что	1	2
не по	1	1
для художественного	2	2
ее второй	1	1
от него	1	1
ли это	2	2
нельзя лучше	1	1
басне уже	1	1
в двух	9	1
оттого что	1	1
и прозаическая	1	1
раньше всего	2	1
кажется ли	1	1
этой басни	12	1
для того	8	13
эту басню	7	2
до какой	1	1
ответом на	3	3
как описывает	1	1
мы никогда	1	1
от басни	1	1
как и	8	10
факт что	1	1
тому как	1	3
а когда	1	1
должен был	2	2
но еще	1	1
басню с	3	3
потому что	14	21
нет на	1	1
что для	1	7
что с	4	3
с такой	5	1
всего того	2	1
басня по	1	2
вывод что	1	2
в самом	25	12
и структуре	1	1
по этому	1	1
напрашивается вывод	1	2
практическая польза	1	1
смысле что	1	1
так называемой	3	1
в то	3	5
легко заметить	1	3
что поэзия	1	1
никогда не	4	9
героев и	1	1
этом отношении	1	5
и то	8	3
действие и	1	2
и в	38	32
все время	30	6
так же	2	18
что искусство	1	4
басня есть	1	4
тот и	1	1
произведении в	1	1
и где	1	1
так что	8	3
критикуя его	1	1
приемов к	1	1
не просто	2	1
учит что	1	1
к нашей	1	1
а на	1	4
применяется к	1	2
как здесь	1	1
из его	1	1
и только	3	2
значение в	1	2
но не	1	2
которой мы	1	2
басни с	5	1
с этими	1	2
и всегда	2	2
и смерти	1	1
такой же	2	7
доказать что	1	1
в стихах	3	1
и говорит	1	2
не в	12	8
возможно и	1	1
разбираться в	1	1
нашу мысль	1	2
и отсюда	1	2
приблизительно так	1	2
для нас	8	2
отсюда сам	1	1
образом все	1	2
и потебня	6	3
как будто	4	7
для всех	2	1
чем это	1	1
в полном	2	2
русской поэзии	2	1
то как	2	3
везде и	1	1
видим мы	1	1
этого факта	1	2
нам что	1	2
на этом	5	3
мы должны	1	3
не могут	2	3
а между	1	1
на свою	1	1
и во	2	1
бросается в	1	1
в которых	6	3
по существу	2	3
не сумеет	1	1
в басне	37	15
оба эти	3	2
деле басня	2	1
представить себе	1	3
и до	1	4
что следовательно	1	1
смысл и	4	2
помощи басни	1	1
спрашивается почему	1	1
думать что	2	3
для поэтической	2	1
в конечном	1	3
до самого	2	1
что под	3	1
от поэзии	1	1
как она	1	4
свойство басни	1	1
всю свою	1	1
басни он	2	2
в таких	1	1
при попытке	1	1
как это	6	4
что лесть	3	1
который не	4	3
в пользу	1	1
бессильными объяснить	1	1
что этот	4	2
отношении к	1	3
с этим	8	4
части басни	1	1
нами в	2	1
что оба	1	1
относительно того	1	2
мы все	4	1
речь идет	4	1
которые можно	1	1
и с	1	4
так будто	1	1
состоит басня	1	1
предположить что	1	1
но это	3	2
именно из	1	1
есть превращение	1	1
самого основного	1	1
в противоречие	2	1
нет что	1	1
мере в	1	1
я думаю	1	1
что задачей	1	1
уяснить себе	2	1
это в	1	2
сам собой	2	2
когда он	4	10
тем в	2	1
полагает что	3	2
поэтического произведения	1	3
знаем что	1	4
ссылается на	3	3
общего правила	1	1
конечно не	4	1
как будет	1	1
о волке	1	1
с оказывается	1	1
для этого	2	3
рассказывает о	3	1
это не	1	2
именно на	1	2
и точно	1	1
образом и	2	4
себя к	1	1
с другой	7	3
и как	8	7
он все	2	3
совершенно другой	3	1
один человек	1	1
лесть гнусна	3	1
сущности говоря	7	4
говорит мы	1	1
басню о	3	3
но он	2	3
образом лессинг	1	1
должно быть	1	1
и совершенно	4	3
далеко не	3	5
так как	6	12
дело не	2	1
этот прием	1	1
это значит	1	3
было бы	12	11
того как	3	4
характер у	1	1
в чем	1	4
было на	1	1
как бы	14	6
до басни	1	1
из всех	3	2
более или	1	1
построении басни	1	1
увидеть что	7	2
от других	1	1
авторов в	1	1
в первой	2	1
что без	1	2
рядом других	1	1
очевидно что	2	2
в глаза	2	2
казалось бы	5	2
он будет	1	1
такой которого	1	1
дело с	1	8
о его	1	1
указывает на	6	3
к совершенно	2	1
второй смысл	1	1
точки зрения	16	17
и недаром	1	1
уже это	3	1
а с	2	2
что именно	2	3
а басня	1	1
оказываются совершенно	1	1
тем и	1	2
не умели	1	1
своих героев	2	1
читателя он	1	1
на это	3	3
но и	5	10
к своему	2	2
с здесь	2	1
лессингом и	2	1
для читателя	2	1
и всюду	1	1
он может	2	1
именно в	1	1
поэтическая басня	3	1
в ее	7	2
до сих	6	5
же басня	3	1
время в	5	1
только то	2	1
самая существенная	1	1
ясно и	2	1
в зависимости	1	1
будто бы	1	1
том чтобы	1	3
а самый	1	1
мы не	5	3
стоит только	3	2
у древних	2	1
басни это	1	1
мы можем	7	3
пользоваться басней	1	1
мысль что	4	2
больше и	3	1
этого рассказа	2	1
образом если	1	1
только при	1	1
здесь мы	4	2
самое и	1	1
поэт в	1	1
в результате	1	1
на басню	4	4
роль в	1	2
на самом	2	5
басни что	3	2
и наконец	2	1
между поэтической	2	1
зависит от	1	2
этой точки	1	2
которого я	1	1
не к	3	3
волке и	2	1
среднего человека	1	1
стоит в	1	1
первое что	1	1
но эта	1	2
в целом	4	4
что за	2	1
и крылова	2	2
и заставляет	3	1
явно как	1	1
что не	3	3
а не	7	7
когда я	1	2
басне поэтической	2	1
возбуждение страстей	1	1
этот вопрос	1	3
с этой	2	4
с одной	6	1
твердили миру	1	1
все что	1	2
в этом	13	13
и другой	1	3
имеет дело	1	3
басню не	1	1
если мы	6	12
время как	4	3
все те	2	2
одним из	1	1
те самые	1	1
поэзии и	2	7
и басня	3	2
что мы	1	1
и ее	2	3
становится совершенно	1	2
сюжет и	1	1
говорит что	8	7
лафонтена или	1	1
том как	2	2
верно отмечает	1	1
он говорит	6	5
в совершенно	2	1
здесь с	2	1
в поэзии	1	3
басня но	1	1
совершенно различных	1	1
то психологическое	1	1
с с	2	1
на него	1	2
отношение которое	1	1
но гораздо	1	2
из анализа	2	2
она приобретает	1	1
и законы	1	1
одна из	4	1
же как	1	4
действующих лиц	5	3
из этих	3	1
в общем	2	3
уж сколько	1	1
применяться к	1	1
прием в	1	1
этого слова	2	1
все это	3	5
благодаря чему	1	1
состоит в	3	3
для употребления	1	1
только одно	1	1
басни в	10	1
в качестве	2	1
трагедии и	1	1
показать это	3	1
их в	2	2
едва ли	3	4
как именно	1	1
слова а	1	1
высшей степени	1	1
самом деле	21	16
всей этой	1	1
отнесена к	1	1
и когда	5	4
мы будем	1	2
могли бы	5	2
он и	1	1
всякого произведения	1	1
порядка и	1	2
совершенно непонятным	1	4
совершенно прав	2	1
с потебня	1	1
что исторические	1	1
что тогда	1	1
самого конца	2	1
не так	3	2
с ее	2	3
ее не	3	1
заключается в	7	12
когда автор	1	1
и другое	4	2
поэтический стиль	1	1
крылова мы	1	1
только на	1	5
вещи а	1	1
они не	2	1
эмоциональное отношение	1	1
что оно	2	2
например в	2	3
басни к	3	1
на характеристике	1	1
получает возможность	1	1
его основной	1	1
то же	10	13
можно с	1	1
оба автора	1	1
этих авторов	2	1
этот рассказ	3	1
совершенно разных	1	1
когда в	4	1
при помощи	4	10
басни опять	1	1
которое она	3	2
это было	1	3
должна была	1	1
могло бы	2	2
случае если	1	4
мы могли	4	1
и дальше	2	1
для психолога	1	2
с новой	1	1
бы сказать	1	1
не будет	1	1
совершенно не	5	4
и какая	1	1
которые не	1	3
что самый	1	1
свои собственные	1	1
он сказал	1	3
указывает что	1	4
две части	1	2
в какой	5	2
не подлежат	1	1
нас не	1	1
басня как	2	2
и если	6	1
прозаической басней	2	1
характер и	1	1
чем сильнее	3	1
из нее	2	1
он долго	1	1
древних и	1	1
уже указывали	1	1
что же	2	3
лафонтена и	4	1
в себя	1	1
в повести	1	1
только что	2	1
говоря совершенно	1	1
с гораздо	1	1
разве не	2	1
она живет	1	1
когда под	1	1
и их	1	3
столь же	2	4
мы видим	12	4
гнусна вредна	3	1
такие же	1	2
но мы	2	1
и мы	13	6
это что	1	1
в которой	5	2
одной и	2	4
но при	1	1
можно сказать	1	1
что ни	1	1
для построения	1	1
ничего не	2	4
что это	10	8
автор как	1	1
в басню	3	1
те общие	1	1
именно с	1	1
поясняет что	1	2
что он	11	13
частному случаю	1	1
что по	3	2
легко показать	6	1
данном случае	2	4
и тот	1	2
когда же	1	1
если он	4	1
не ясно	1	1
что они	4	7
должен быть	3	1
на эту	1	1
говоря в	1	1
этого следует	1	1
басню мы	2	1
в нем	4	4
на одну	1	2
по сравнению	1	2
которых мы	6	3
басне не	4	1
в других	1	2
заметить что	2	2
во всех	4	3
и лессинг	4	1
ту роль	1	1
один из	6	3
он прекрасно	1	1
в действительности	1	4
смотря по	1	1
кажется потебне	1	1
общественного человека	1	1
ясно что	6	7
что и	4	17
уже не	2	1
должны были	2	1
с точки	9	10
отношения к	2	1
своему значению	1	1
но только	8	4
здесь на	1	1
области поэзии	2	2
лафонтена в	1	1
в силу	2	1
раз обратное	1	2
басни и	13	3
он в	2	3
впечатление от	2	1
он считает	1	1
к этим	1	1
русском языке	1	1
художественного произведения	1	5
в сущности	10	7
на действительность	1	1
бы ее	1	1
хотя бы	2	3
этот случай	2	1
при этой	1	1
чем может	1	1
s таким	2	1
и здесь	6	2
более и	2	2
раз обратным	1	1
какой степени	1	1
той точки	1	1
показать что	7	5
потебня совершенно	2	1
басню как	3	3
с другими	1	2
весьма мало	1	1
самого начала	6	1
или в	5	1
и по	2	4
людей с	1	2
но в	3	3
поэтической а	1	1
благодаря этому	2	1
для нее	1	2
однако уже	1	1
басни крылова	3	2
а я	3	2
не имеет	6	4
в отличие	1	1
сюжет то	1	1
поэтическая и	1	1
пришел к	1	2
сих пор	5	5
этого надо	1	1
элементы построения	1	2
между ними	1	1
употребления животных	1	3
заключается что	1	1
и составляет	1	1
исследователи как	1	1
животных и	2	1
употреблению этих	1	1
басни мы	2	1
служить доказательством	1	1
причина употребления	1	1
дело так	2	1
всегда имеет	1	1
совершенно правильно	1	4
при этом	4	13
от той	1	1
в нашей	1	3
и там	1	1
другую сторону	1	1
того что	4	8
том что	14	21
у нее	1	1
но что	2	2
в ней	15	5
самую басню	2	1
на свете	1	1
и она	1	1
бы помешать	1	1
в другом	5	1
лессинга или	1	1
и тут	1	1
в нее	2	1
в этих	2	2
на тему	3	1
под именем	1	1
басни совершенно	2	1
и ничего	2	1
и следовательно	2	2
форма и	1	1
указывают на	2	2
лессинг указывает	1	1
в котором	6	1
это на	1	1
для нашей	1	1
что его	2	5
из их	1	2
для него	2	1
указал что	1	1
на каждом	1	1
единичный случай	3	1
того же	3	2
прямо заявляет	1	1
своей задачей	2	1
не о	1	1
к новому	1	1
из примера	1	1
чувства и	2	2
как к	2	3
изображение их	1	1
к ней	2	1
свою очередь	2	2
к изображению	1	1
образа в	1	1
трудно не	1	1
по выражению	2	1
это означает	1	2
видим что	8	3
был бы	3	1
не остается	1	2
ни на	1	3
прибегать к	2	1
не кажется	1	1
этой истории	1	1
истинное значение	1	1
в романе	1	2
но все	1	1
мы увидим	12	1
раз твердили	1	1
животных в	2	1
можно было	1	7
указанием на	1	1
не тут-то	1	1
элементы которые	1	1
говорит о	2	2
и это	8	4
больше к	1	1
два совершенно	4	1
однако он	1	2
мы сразу	1	1
басню в	4	2
и тем	3	4
басня представляет	1	1
которые подходят	2	1
он к	1	1
оно есть	2	1
и другие	2	1
еще более	1	3
нечто совершенно	1	1
жизнь в	1	1
ведь это	1	1
или крылова	1	1
может служить	7	3
другой не	1	1
и часто	2	2
во все	1	1
не с	1	1
с но	2	2
эта басня	12	1
или еще	1	1
к поэтической	2	1
ничего общего	1	1
