2gram	Vinokur_KulturaYazyka_partition_part1_wordlist_2gram	Vinokur_KulturaYazyka_partition_part3_wordlist_2gram
рядом с	1	5
это еще	2	1
чем можно	2	1
и потому	1	4
целого ряда	1	1
совершенно ясно	2	1
пусть даже	1	1
слова в	4	1
п так	1	2
есть и	1	1
строгом смысле	1	1
в их	6	3
же до	2	2
зрения как	1	1
т д	8	14
в современном	1	1
мы находим	3	1
себе представить	2	1
из самых	1	1
к собственно	1	1
в себе	1	3
и того	2	2
между ними	1	2
на примере	1	2
вряд ли	1	1
с этого	1	1
как на	8	3
культурная жизнь	1	1
в словах	1	1
к тому	3	5
и становится	1	2
на себе	1	6
на основе	1	1
формы в	1	2
ср далее	1	1
самих этих	1	1
фраза из	1	2
языка в	6	12
его словарь	1	1
предметы и	1	1
перед нами	1	1
одной стороны	4	1
только как	4	1
своеобразная проблема	1	1
своему содержанию	1	1
бы не	3	1
а лишь	3	1
и прочих	1	2
и те	1	1
наблюдаем в	1	1
бы уже	2	2
хорошо известна	1	1
и для	1	2
это только	1	3
в области	14	7
нашей прессы	4	1
мы в	1	1
в основных	1	1
на память	1	1
можно понимать	1	1
внутренней форме	1	1
в лингвистической	1	2
и вместе	1	1
грамматическом смысле	1	1
и уже	1	1
в первом	5	3
обстоятельство что	3	8
данном отношении	1	2
грамматических отношений	1	1
основываясь на	1	1
одного и	2	2
практической стилистики	4	3
увидим ниже	1	1
лишены внутренней	2	1
по себе	6	2
не потому	3	5
понять эту	1	1
не менее	12	7
еще не	9	5
ни одного	2	2
в критике	1	1
для достижения	1	1
целый ряд	4	5
не столько	4	2
быть предметом	1	1
к его	2	1
нельзя более	1	1
но на	3	1
в условиях	2	1
слова как	2	3
имеем в	1	1
все содержание	1	1
а в	5	5
тому что	4	3
однако что	4	1
тех или	1	1
и н	1	1
имею в	2	1
убедиться что	4	2
и более	3	2
когда есть	1	1
в каждом	1	2
слов и	5	1
видели уже	1	1
это указание	1	1
силу того	1	2
а во-вторых	2	2
и должно	5	2
эти случаи	1	2
пушкина но	1	1
что речь	1	1
для своих	1	1
и вот	3	1
я хочу	3	1
более что	2	1
поэтому и	1	1
с известными	1	1
по преимуществу	3	2
в своем	4	3
в нашем	7	1
одного из	1	1
и без	2	1
первостепенной важности	1	1
но с	1	2
советской канцелярии	1	1
и на	1	4
имеет здесь	1	1
то легко	1	1
культуры языка	2	4
в сторону	1	2
в различных	2	1
не имеют	1	3
которые в	4	1
от друга	1	1
есть уже	1	1
нашей теме	1	1
по крайней	1	5
и всякая	1	1
и иной	2	1
мы обязаны	1	1
наших глазах	1	1
речи с	1	1
в двух	2	1
таким путем	1	1
социального общения	1	3
для того	12	16
по происхождению	2	1
языка который	1	2
первом случае	2	1
возможна и	1	1
постановка вопроса	1	1
как и	5	2
мы были	1	1
содержании и	1	1
не знаю	1	2
потому что	12	23
русской лингвистической	1	1
язык никогда	1	1
конечно и	1	1
что для	1	1
нуждается в	1	3
пришлось бы	1	2
хочу сказать	1	2
но вот	1	2
языковых форм	1	2
что с	1	2
одно только	2	1
исключительно лишь	1	2
например или	1	1
а то	2	2
внутренняя форма	3	2
на том	2	3
в самом	13	10
же время	1	2
тогда как	1	2
смысле что	1	1
в то	3	2
и то	1	3
по отношению	3	8
никогда не	1	2
так называемые	1	3
всех этих	1	1
в россии	2	1
на более	1	2
как важнейшего	1	1
и в	23	24
уже само	1	1
все время	1	1
отношении между	1	1
знание о	1	1
так же	2	4
нельзя возразить	1	1
речь а	1	1
первых порах	1	1
без всякого	1	1
и где	1	1
прошлого столетия	1	2
не просто	2	5
а на	1	2
к нашей	2	1
на наших	1	1
так как	9	9
говорить как	1	1
учению о	1	1
и только	3	1
значение в	2	1
но не	3	5
не умеет	1	1
наших дней	1	1
в стороне	1	2
не в	5	11
возможно и	1	1
фактов и	1	1
говоря о	1	1
как будто	1	1
для нас	4	2
и литературной	1	1
так чтобы	1	1
которого собственно	1	1
если можно	1	1
сводится к	1	3
звук языка	1	5
не мало	1	1
есть язык	3	3
о грамматическом	1	1
на этом	2	1
не могут	5	2
лишь так	1	1
в которых	3	6
по существу	3	4
чаще всего	1	1
внимание не	1	1
смысл и	2	2
это богатство	1	1
имеем право	1	1
думать что	1	1
в конечном	1	1
механизм языка	1	1
те или	1	1
в известной	1	1
говорим о	2	1
и иных	1	1
раз и	2	1
в таких	2	4
лишь как	1	2
как это	7	3
отношении к	1	1
речь в	2	4
с этим	1	4
лишь в	8	2
на письме	3	1
не сказано	1	1
на место	1	1
тех же	4	1
но также	5	2
языка и	2	8
речь идет	3	2
которые можно	2	2
я и	3	1
и с	3	5
разумеется и	1	2
бы привести	2	1
но это	5	1
должен предупредить	1	1
всего лишь	1	1
все слова	1	1
смысле слова	2	1
мере в	1	6
в него	1	1
слов в	1	2
как проблема	3	1
от мысли	1	1
уяснить себе	1	1
не для	1	1
должен решаться	2	1
друг другу	1	1
что слово	3	3
на мой	3	2
когда он	2	3
язык есть	4	6
так называемых	1	1
как следует	1	1
образом не	2	1
тех случаях	1	2
слова через	2	1
письменной речи	4	3
же в	1	4
е в	2	2
тем для	1	1
конечно не	2	2
не звук	1	1
техникой речи	1	1
культура языка	2	2
также и	5	2
для этого	6	3
принадлежит в	1	2
это не	3	7
слово в	3	1
с другой	7	7
том-то и	1	1
и как	2	2
а если	1	3
не самый	1	1
значении т	1	1
так уж	1	1
должно быть	7	3
именно к	1	1
но он	1	1
далеко не	5	1
звук речи	1	1
сторону дела	1	1
дело не	2	2
повседневной жизни	1	1
было бы	16	15
того как	7	4
языке вообще	1	1
в чем	5	1
что такое	4	6
языке нет	2	1
как бы	5	7
общения и	1	2
духовной культуры	1	2
в процессе	3	1
системе русской	1	1
более или	2	3
сокращения наши	1	2
сокращенных именований	1	1
очевидно что	3	3
звуков языка	1	1
дело что	1	1
казалось бы	1	3
прежде всего	9	9
они значат	1	1
тех кто	1	1
о его	1	1
точки зрения	23	14
русской культуры	1	1
не мог	1	2
а с	3	3
в теории	1	1
что именно	3	1
его грамматическую	1	1
совершенно ином	1	1
у нас	10	10
но и	3	6
далеко еще	1	1
и стилистических	1	1
в ее	4	1
именно в	3	6
эти слова	2	1
нужно еще	1	1
вот этот-то	1	1
легко убедиться	1	1
приходим к	1	1
до сих	8	4
только то	3	1
практическая стилистика	2	4
е с	1	1
время в	3	1
не знает	2	1
в противном	1	1
в зависимости	7	5
и дело	1	1
будто бы	1	1
языка нашей	1	1
форме и	1	1
том чтобы	4	8
эту сторону	2	1
слов которые	1	1
речи это	1	1
на протяжении	2	1
образом если	1	2
речи а	2	1
понятно при	1	1
новый оттенок	1	1
только для	2	1
понимается именно	1	1
в результате	3	5
ли в	1	2
на самом	3	2
которая в	1	1
сказано в	1	1
так называемую	2	1
зависит от	1	1
человек который	1	1
этой точки	1	2
против того	1	1
стоит в	1	4
быть в	2	2
здесь внимание	1	1
в целом	4	4
говорить что	3	1
особую систему	1	1
это одновременно	1	1
уже совсем	1	1
заявил что	1	1
что не	4	5
что эти	2	4
в строгом	1	1
и пр	3	15
вот и	1	1
если это	2	1
а не	11	8
мысль а	1	1
этот вопрос	3	1
все что	1	1
говорить о	6	1
с этой	3	2
с одной	4	1
крайней мере	1	5
ряде случаев	1	2
в этом	16	14
тот или	2	1
если мы	7	2
превращается в	1	2
конечно только	1	1
все те	2	2
научное языковедение	3	2
со своей	1	1
именно так	2	2
это действительно	1	1
слово с	1	2
она была	1	1
синтаксис и	1	1
стилистика в	2	1
предупредить что	1	1
как же	3	1
и делает	1	1
в редакцию	1	1
что мы	2	1
когда говорят	1	1
поэзии и	1	1
или даже	1	1
здесь следовательно	1	1
таких слов	2	2
здесь из	1	1
к иностранным	2	1
пределах данной	1	1
также что	2	1
но точно	1	1
важно что	1	1
и орфографические	1	1
еще однако	1	1
не даром	1	1
этого не	1	2
каждой из	2	1
можно себе	1	1
а только	1	8
но вернемся	1	1
оказывается что	1	1
бы язык	1	1
лишь после	1	1
же как	1	1
и один	1	1
иными словами	8	4
п все	2	1
можно и	1	1
научного языкознания	1	3
очень много	2	2
из этих	5	4
в общем	6	3
в языке	7	8
в первую	3	4
этого слова	4	3
все это	2	6
звуки языка	1	1
заключается не	2	1
о слове	5	1
научной литературе	2	1
мы называем	2	1
лишь тогда	1	1
е как	3	4
как например	2	2
состоит в	2	3
есть лишь	1	3
и есть	5	2
как именно	1	2
с проблемой	1	1
чтобы эти	1	1
в качестве	2	7
самом деле	14	9
на своем	1	1
те синтаксические	1	1
случайно и	1	1
история литературы	1	2
уже а	1	1
что касается	1	2
мысли и	2	1
ср также	1	2
что я	1	2
а может	1	1
о нем	1	2
хотя и	5	3
не так	3	1
форм в	1	2
конструкцией так	1	1
грамматическую систему	2	1
заключается в	4	2
например и	1	1
целого которое	1	1
деле в	1	1
не трудно	3	7
они не	3	3
он есть	1	3
вернемся к	2	1
например в	1	5
еще их	1	1
этого рода	3	6
отдельные члены	1	1
то же	6	8
и со	1	1
быть что	1	1
практической стилистике	1	1
смысл только	2	1
когда в	2	2
ответа на	2	1
той мере	1	5
нам только	1	1
могло бы	3	1
на практике	4	3
он приходит	1	1
можно конечно	2	1
слишком ясно	1	1
является не	1	1
из элементов	1	1
связана с	1	1
бы сказать	3	1
которое и	1	1
не язык	1	1
совершенно не	5	1
этом смысле	1	3
которые не	1	1
другое дело	1	2
школы с	2	1
не дает	2	1
говоря об	1	2
значение и	1	2
возможна только	1	1
указывает что	2	1
следует из	1	1
это же	1	1
в какой	3	6
в речи	1	3
xix века	3	5
можно говорить	10	2
не нужно	1	1
можно считать	1	1
и если	2	3
наше время	1	1
при том	1	2
слова т	1	1
и именно	3	2
укладывается в	1	1
решаться в	2	1
что же	5	6
только что	2	1
в такой	1	1
более того	1	1
противоречии с	1	1
и общая	1	1
с гораздо	1	1
и остается	1	1
я говорю	1	1
например не	1	2
и их	1	1
столь же	4	1
истории русской	1	1
поэтому что	1	2
п для	1	1
и спорить	1	1
стилистическом отношении	1	1
вопрос о	11	2
внутренней формы	2	1
и мы	1	2
в которой	1	6
свою мысль	1	1
не всегда	1	2
и должны	1	1
а ведь	1	1
можно сказать	2	3
точку зрения	2	1
в том-то	1	1
по своим	1	2
ничего не	6	2
вопрос этот	2	1
вопрос об	2	1
в стилистическом	1	1
пр и	1	1
в словаре	1	1
что он	6	6
что они	2	4
де соссюр	1	12
заинтересован в	1	1
на эту	1	2
к жизни	1	2
языке в	1	1
с совершенно	1	1
в лингвистике	1	3
е она	1	1
в дальнейшем	2	1
поскольку они	1	1
первую очередь	3	2
в современной	1	2
морфология и	1	1
и хочу	1	1
что и	6	4
один из	4	4
виду не	1	1
на литературный	2	1
уже не	8	8
правильно в	1	1
ясно что	4	3
с точки	16	9
в повествовании	1	1
же и	1	2
но только	1	1
уже из	1	2
теории но	1	1
это слово	1	3
можно только	1	1
в силу	6	10
особенности в	1	1
язык вообще	1	1
в письменной	2	1
этом роде	1	1
базу в	1	1
я в	3	1
между прочим	8	2
не надо	1	1
русском языке	3	4
почву для	1	1
представление о	1	3
а имеет	1	1
в сущности	4	3
таковы например	1	1
думаю что	1	2
хотя бы	9	10
от степени	1	1
или иной	7	3
мысли что	1	1
совершенно одинаково	1	1
в заглавиях	1	3
и здесь	2	3
которое в	2	2
именно поэтому	2	2
наука изучает	1	1
здесь как	2	2
газетную речь	2	1
последний действительно	1	1
учение о	2	4
что ничего	1	1
во втором	1	2
но в	2	2
в контексте	1	2
не имеет	3	2
можно усвоить	1	1
в отличие	2	1
своего рода	2	1
и понимания	1	1
сих пор	8	4
со всем	1	1
русской грамматики	3	1
в лингвистическом	2	1
тем не	9	4
не значит	5	1
отличаются от	1	1
а именно	3	2
в общий	1	1
я мог	1	1
при этом	6	6
в нашей	4	1
или иных	1	1
того что	11	9
понятие язык	1	1
русский язык	4	4
чтобы выяснить	1	1
области языка	2	2
том что	11	21
но что	1	1
в ней	3	6
внимание на	2	4
языке как	1	3
слово есть	3	1
и стилистической	1	2
т п.	2	1
случае мы	1	1
внешних форм	1	2
о котором	1	2
в этих	2	4
глаза на	1	1
в свое	2	2
разное значение	1	1
и ничего	1	1
же слово	1	1
чуть ли	1	2
в котором	2	3
же относится	1	1
в рамках	5	4
собственном смысле	2	1
как таковой	2	2
для него	1	1
не хуже	1	1
мог бы	2	1
только о	2	1
того же	4	4
на себя	2	3
как к	2	1
ту же	1	1
д и	1	2
в структуре	3	2
же это	2	1
свою очередь	1	3
он язык	1	1
был бы	3	2
я имею	2	1
звуков речи	1	1
с общим	1	1
каждое из	1	1
языковедения и	1	1
бы однако	1	2
в слове	4	2
чтобы с	1	1
то ни	1	1
же значение	1	1
языка как	4	5
но все	2	2
мы увидим	1	3
связь между	3	1
а также	4	1
что это	3	5
можно было	11	6
языке т	1	1
мы сразу	1	1
языковой системы	1	1
сюда же	1	1
нельзя не	2	1
основной характеристики	1	1
свое время	2	2
в данных	1	1
языка т	3	1
иной литературной	1	1
еще более	2	1
может служить	2	2
те качества	1	1
не с	2	3
в связи	5	3
ее целом	1	1
наспех без	1	1
если эти	1	1
убедиться в	1	1
языковой традиции	1	1
если б	1	2
почти всегда	1	1
