2gram	Losev_ProblemaSimvolaiRealistich_partition_part2_wordlist_2gram	Losev_ProblemaSimvolaiRealistich_partition_part4_wordlist_2gram
и понятием	1	3
разрушило бы	1	1
вместе с	5	2
каких бы	1	1
эти категории	2	1
сознания и	3	2
но никак	2	2
такого рода	7	15
и значит	1	1
в том	20	12
то уж	1	2
бы значение	1	1
является то	1	1
в его	3	7
все равно	3	3
но от	1	1
геометрии и	1	1
нечто единое	1	1
это просто	1	1
как они	2	2
символа с	1	1
не существует	5	6
и пожалуй	1	1
разного рода	1	4
говорится о	1	2
о том	5	18
в разные	1	2
отношение к	1	1
этого общего	1	1
в виду	6	8
и структура	1	1
единство и	1	1
на то	1	6
ничего и	1	1
к самому	1	1
да и	5	10
уже о	1	4
есть только	2	8
и смысл	1	1
что между	1	1
мы и	1	6
является символом	6	1
от всякой	2	2
не все	1	4
и нечто	1	2
идет речь	2	2
как мы	3	5
это ясно	2	1
и искусства	1	1
относится к	2	6
сам предмет	1	2
может быть	9	18
даже сказать	2	1
и можно	5	3
в каких	1	1
то в	2	1
и его	10	1
всего мира	1	1
тут нет	1	1
правда в	3	2
слова есть	1	1
ни с	4	2
одном случае	2	1
пока еще	1	9
в отношении	4	4
что такие	1	1
были бы	3	2
вовсе не	21	37
мы занимаемся	1	1
же тут	1	2
который является	2	1
есть перестает	1	1
можно назвать	2	1
есть не	6	6
кто-нибудь станет	1	1
была бы	2	1
его от	1	2
мы пользуемся	1	1
в виде	22	6
не на	1	1
с тем	4	3
и раньше	1	1
дело если	1	1
стороны это	1	1
это есть	3	1
здесь нет	3	1
какой мере	4	1
настоящее время	1	16
ни было	2	1
всего как	1	1
из этого	3	2
только один	2	3
в отдельности	1	1
если угодно	1	2
мы сейчас	3	1
толковать как	1	1
здесь не	7	2
же именно	1	4
символа и	8	1
всякий символ	4	1
той или	14	5
от тех	1	1
абстрактная метафизика	1	2
бы в	1	3
ни о	4	4
так называемое	1	1
эти два	1	1
самостоятельное значение	1	4
и нет	1	1
нас здесь	1	1
сами не	1	1
иным как	2	1
других знаков	1	1
говоря уже	2	4
самой этой	1	1
и прежде	2	2
тот же	2	4
последнее время	1	1
на разные	1	1
для них	2	3
является здесь	2	2
то чтобы	1	2
тем как	1	1
может существовать	2	1
уже на	1	1
мы хотели	2	1
в таком	6	11
не относится	1	1
в частности	2	5
что здесь	6	1
нет ничего	3	2
менее в	1	1
учения о	2	1
то он	2	1
ни одна	2	1
всякого понятия	1	1
на этой	2	2
не будем	2	4
не было	3	3
и даже	9	11
может не	1	1
и очень	5	1
но ведь	1	3
на известное	1	1
являются в	1	1
чтобы не	2	2
значительной мере	2	3
от символа	4	1
того чтобы	2	2
и при	1	2
то это	3	3
в своих	1	3
только в	23	14
в смысле	5	1
тоже не	1	7
о тех	1	1
содержать в	1	1
другой стороны	6	5
без этих	1	1
в этой	4	9
натурального ряда	1	1
самый настоящий	2	1
из тех	1	1
или иного	3	5
само по	1	2
т е	1	1
символ в	6	1
простого и	1	1
не могли	2	1
к выводу	1	1
является вполне	1	1
то и	5	4
необходимо будет	1	1
всяком случае	4	10
свидетельствует о	2	2
символа в	6	2
целое и	1	1
есть самый	1	3
и все-таки	1	3
теперь уже	2	1
и вполне	5	4
оно и	1	1
но для	1	1
от нас	2	3
как в	5	1
нет ни	4	1
зачем же	1	2
во всяком	8	13
и не	28	37
отрицать в	1	1
на совсем	1	1
выше мы	1	1
и вообще	6	16
взятые сами	1	2
таким образом	8	4
тем более	4	10
по своему	6	5
не говоря	3	4
если же	1	3
и слишком	1	2
разве только	1	1
тем что	3	4
уже во	1	1
что такая	1	3
уже в	4	3
и уж	2	5
это и	4	3
и самих	1	1
и мышления	3	2
и представить	1	2
не только	24	24
он не	2	2
которые тоже	2	2
что даже	1	1
и существует	1	1
само собой	3	1
все эти	16	7
по содержанию	2	2
есть он	1	1
самим же	1	1
особенно в	1	1
здесь вовсе	1	1
в пределах	2	1
в общую	1	1
в данном	6	10
в истории	3	3
тем же	1	1
оказывается не	1	1
существуют только	1	1
совершенно ясно	2	1
и потому	7	1
является такой	2	1
в литературе	2	1
случае не	5	4
содержит в	8	2
с самого	1	3
что всякий	3	5
в их	1	3
вообще говоря	1	4
поэтому не	2	1
т д	3	6
общего и	7	1
однако с	1	1
нам о	1	1
что является	1	1
мира и	1	1
в себе	12	5
ли даже	1	1
его чисто	1	1
и являются	2	1
тут и	4	2
здесь уже	2	1
как на	1	2
именно он	1	3
и ясность	1	1
только такие	1	1
условии своей	1	1
к тому	3	3
с их	1	1
анализировать эту	1	1
мы считаем	1	2
на себе	3	1
имеющих ничего	1	1
утверждать что	1	2
ведь даже	1	1
и этот	3	3
не тем	2	1
и творчество	1	1
является основой	1	1
относится уже	1	1
перед нами	13	2
всех подобного	1	1
одной стороны	1	5
значительных и	1	1
на всю	1	2
своему содержанию	5	1
бы не	1	3
обязательно должны	1	2
с реальными	1	2
как нам	1	2
и те	1	1
других понятий	1	1
о существовании	1	2
подлинном смысле	1	1
и для	4	6
предмет есть	1	1
особого труда	1	1
это только	1	3
и меньше	1	1
в области	3	6
для человека	1	1
следовательно если	1	1
другого так	1	1
мы в	1	3
сами по	2	2
до конца	1	1
но даже	4	3
вообще и	1	2
отличается от	4	2
взывает к	1	1
и уже	1	1
потому в	1	1
этот мир	1	1
понятия символа	9	3
не допускающей	1	1
которые мы	1	3
по себе	11	8
даже и	13	18
и является	3	3
не менее	10	13
вещей и	1	1
еще не	7	10
случае он	1	1
с ним	4	1
или вообще	1	4
уже самое	1	1
вносит в	1	1
заметим что	3	1
к его	3	1
же самое	6	6
тоже вполне	1	1
самый принцип	1	1
в условиях	3	2
в конце	2	7
ни просто	1	2
следовательно и	1	1
имеем в	3	2
не вполне	2	4
при их	1	1
ли сказать	2	2
а в	4	4
тому что	1	3
эта последняя	1	2
тех или	4	3
вне и	1	2
и более	3	5
первый взгляд	1	1
только с	1	2
в каждом	1	1
для которых	1	1
является этим	1	1
и тогда	2	1
своя собственная	1	1
на них	1	1
бы его	1	2
в математике	4	4
можно даже	2	1
остановиться на	1	1
чего же	1	2
поэтому и	1	1
по преимуществу	2	2
вообще как	1	1
в своем	3	4
стороны и	2	4
одного из	1	1
ли требует	2	1
и без	6	5
в нашем	12	3
не мешает	3	1
и на	3	5
из которой	1	1
есть чисто	1	1
бы на	1	1
которые в	1	2
к другу	1	2
анализа и	1	3
есть то	1	5
по крайней	6	6
но где	1	1
раз даже	1	1
и понятия	2	1
и всякая	1	1
в одно	6	2
не являются	2	3
вообще не	3	4
на земле	2	1
то менее	1	2
говорят в	1	1
для того	3	3
и мышление	1	1
нужно считать	1	1
эти предметы	1	1
она является	2	1
как и	6	5
те смысловые	1	1
слово ни	1	1
или что	1	3
числе и	1	2
разных других	1	1
есть мы	1	1
друг друга	2	1
или иную	1	1
потому что	15	13
что для	1	3
ему в	2	1
вещей как	1	1
в самом	2	5
а то	2	1
яснейшим образом	1	1
только и	5	3
на том	1	3
по этому	2	3
каком случае	3	3
мы еще	1	3
в то	4	6
и то	2	10
поэтому в	1	1
здесь сказать	1	1
никогда не	1	1
им в	1	1
всех этих	6	4
и своей	1	1
можно ли	3	6
что есть	1	1
и в	20	35
xix и	1	1
все время	2	1
так же	5	5
есть тот	1	1
количество частей	1	1
и самый	1	4
без всякого	4	4
так что	6	11
нераздельное целое	5	1
в корне	2	2
не просто	16	11
все они	3	1
так как	5	7
как здесь	1	1
учению о	1	2
с этими	1	2
и только	4	4
но не	5	4
действительно если	1	1
существует и	1	4
не имеющих	1	2
это будет	2	3
взятый в	1	1
виде определенного	1	1
менее он	1	1
не в	13	2
мы произносим	1	2
эти функции	1	1
говоря о	1	1
если оно	2	3
как будто	11	6
для нас	6	9
как угодно	2	3
бесконечное множество	2	1
для всех	3	2
то как	1	1
есть в	7	4
было только	1	1
мы должны	3	3
не могут	1	4
мы сказали	1	1
или других	2	3
и во	4	1
результате нашего	1	2
уже с	1	2
для которого	1	1
как знак	4	2
или действительности	1	1
для всякой	1	1
бы он	1	1
представить себе	2	4
и об	1	1
и до	1	1
выражена в	1	1
без которых	1	3
и говорить	1	1
думать что	1	1
в известной	1	1
и кончая	1	1
те или	5	7
что под	1	2
этого можно	1	1
ее отражение	1	1
о своем	1	2
рода семантических	1	1
раз и	1	5
как это	3	1
ведь для	1	1
определенного числа	1	1
все указанные	1	1
с этим	4	5
с чем	1	1
тоже только	1	1
человека это	1	1
мы все	3	3
и с	7	10
в мысли	1	1
но это	6	6
таковы же	1	1
смысле слова	15	7
мере в	1	2
знака но	1	1
как результат	1	1
это в	1	2
размышления в	1	1
и всякий	1	3
или другие	1	4
с самой	1	1
относящиеся сюда	1	1
она тотчас	1	1
существовании этих	1	3
случае только	1	1
человеческого сознания	2	1
никакого сомнения	1	1
же в	4	1
и хотя	1	2
конечно не	3	2
элемент в	1	1
и самого	1	4
другом случае	2	1
он тоже	2	2
все-таки не	1	1
также и	13	12
для этого	2	3
родовой общности	1	1
тут же	3	8
в заключение	1	2
это не	7	1
значит это	1	1
отношений между	1	1
сразу и	2	1
предмет и	1	1
существует то	1	2
с другой	7	6
и др	1	2
а если	3	1
иной раз	1	3
и как	3	4
здесь в	5	1
требует от	1	1
о всеобщей	1	1
самое время	2	4
виде так	1	2
такой вещи	1	1
и был	1	1
должно быть	1	2
именно к	1	1
далеко не	2	4
это значит	10	4
было бы	14	8
если его	1	1
соотношении в	1	1
в случае	1	3
как бы	4	4
бы весьма	3	1
бы быть	2	1
более или	2	4
об его	2	2
а его	2	1
только к	3	1
что без	2	2
ясно также	1	2
казалось бы	3	7
даже совсем	1	2
но ясно	1	1
прежде всего	11	11
дело с	2	1
указывает на	4	5
не станет	1	1
и никакой	1	1
точки зрения	14	2
себе и	3	2
выводу что	1	1
хотя по	1	1
что именно	2	1
и почти	1	1
являются чем-то	1	1
предмета и	1	3
видно что	1	1
смысле не	2	1
о каких	2	1
предмета так	1	1
у нас	14	18
если для	1	1
одно нераздельное	5	1
к своему	2	1
но и	14	16
тем или	1	1
уже по	2	1
бы только	1	1
именно в	7	1
нет и	2	3
виду именно	1	1
до сих	1	4
время в	1	1
возникает необходимость	1	1
только то	1	3
не знает	1	3
собой но	1	2
к учению	1	1
в зависимости	3	2
будто бы	2	5
это тоже	1	3
но именно	2	4
хотели бы	2	2
себе но	1	1
мы не	7	7
виде но	1	2
чем в	1	1
к нам	1	1
бы все	1	1
одной из	4	1
или как	1	2
существуют в	2	1
или это	1	1
мы можем	3	6
быть даже	1	1
уже всякий	1	1
только при	6	2
от его	1	2
здесь мы	3	3
действительность в	2	1
в результате	8	4
ли в	1	2
на самом	5	4
является для	3	2
деле здесь	1	1
и наконец	4	3
не был	1	4
возникает только	1	1
перестанет быть	1	1
но эта	2	3
в целом	1	3
будет в	1	2
мы вообще	1	1
перестает быть	2	3
есть именно	2	5
что не	4	5
что эти	1	1
не что	2	3
а не	7	10
гораздо более	1	4
говорить о	2	10
с одной	1	5
значит что	8	4
самого себя	1	2
крайней мере	6	6
но можно	1	2
в этом	9	17
каком смысле	2	1
тот или	2	5
не очень	2	2
если мы	5	9
превращается в	1	1
обойтись без	2	3
обобщение которое	1	1
на чем	1	2
время как	2	1
подобного рода	11	4
мы например	1	1
тотчас же	2	2
об этом	6	2
точно так	3	3
их фактическом	1	1
быть и	1	2
тоже ни	1	1
нечто целое	3	1
одним из	1	1
как же	2	4
что мы	3	14
и ее	4	2
или даже	4	3
даже просто	1	1
а наоборот	2	1
том как	2	1
мы ни	2	2
здесь с	1	1
между собою	2	4
ли будет	1	1
вещи есть	1	1
для себя	2	9
но по	2	1
с применением	1	1
я могу	1	3
с бесконечно	1	1
этот путь	2	1
чистом виде	2	3
жизни не	1	1
а только	6	6
как таковое	1	1
оказывается что	1	3
равно не	1	1
же как	1	1
и один	1	1
ясно само	1	1
много всяких	1	1
из этих	1	3
смысловым образом	1	1
на некоторые	1	2
совсем другое	2	1
все это	9	4
констатировать наличие	1	1
при условии	2	6
пор мы	1	2
не чем	2	1
в качестве	10	2
если иметь	1	1
и есть	4	4
едва ли	10	9
является принципом	2	1
как именно	2	3
и отдельных	1	1
находится в	1	1
самом деле	3	4
всей этой	1	3
и когда	2	1
мы будем	1	1
более общее	1	1
по своей	1	1
могли бы	1	3
виду и	1	1
мы говорили	1	1
нам в	1	2
если я	1	2
если в	1	1
об этой	1	1
а может	2	2
но пожалуй	1	1
хотя и	5	3
самом же	2	1
не так	3	2
с ее	2	1
даже вообще	1	1
есть какая-нибудь	1	1
что может	1	2
заключается в	2	4
и другое	3	1
только на	2	9
под этим	1	5
он есть	1	1
что оно	1	2
время содержит	1	1
и особенно	1	2
более конкретной	1	1
то же	7	5
если только	1	1
бы для	2	1
количество разных	1	1
совершенно разных	1	1
при помощи	10	8
том или	3	3
здесь это	1	1
это было	2	2
гуманитарных наук	1	3
мы назвали	1	2
для чего-то	1	1
вещь то	1	1
другими словами	3	6
чем мы	1	1
не думать	1	1
себя самой	1	1
единое и	1	1
нельзя сказать	1	1
его на	1	1
является не	2	2
тоже является	3	4
не будет	2	11
совершенно не	3	2
этом смысле	3	5
представим себе	1	2
от человека	1	1
от чего	1	2
другое дело	2	1
этот термин	1	2
в которое	1	1
в человеческом	2	1
и нужно	1	1
значение и	1	8
в какой	4	1
настоящей работе	2	1
чего-нибудь а	1	1
входящих в	1	2
можно говорить	1	3
не нужно	1	3
нас не	1	3
даже самая	1	1
и если	5	3
предмета к	1	1
модели часто	1	1
ту или	1	1
войти в	1	2
в чистом	2	3
с собой	3	1
отсутствует и	1	2
о нашем	1	1
что же	1	9
в такой	1	2
есть отражение	5	3
но этот	2	1
совершенно новое	1	1
мы теперь	1	1
понимает под	1	1
столь же	2	1
то более	3	2
себе все	2	1
в математическом	1	1
имеет ничего	2	2
часто даже	1	1
вопрос о	1	3
как говорят	1	1
и еще	1	1
к нему	3	2
символа то	1	1
можно сказать	5	6
для построения	1	1
ничего не	1	10
говорили что	1	1
бесконечное количество	4	1
а это	3	3
этих отношений	1	1
что он	8	4
содержанию и	1	1
данном случае	5	5
где же	1	1
том числе	1	2
или речи	1	1
но они	2	1
если он	2	1
даже больше	1	1
что они	2	3
на эту	1	2
к этой	1	1
в нем	5	1
во время	1	1
есть просто	1	2
что во	2	1
области гуманитарных	1	1
ничто то	1	1
во всех	4	2
и времени	1	2
само понятие	2	2
можно но	1	1
нового времени	1	1
никакой возможности	2	1
он был	3	1
поскольку они	3	1
по поводу	1	2
или по	2	4
только потому	1	1
слова то	2	3
что и	3	2
в действительности	1	2
каждая такая	1	1
и поэтому	1	2
уже не	5	8
ясно что	7	8
то тем	1	2
тоже есть	7	5
должны были	1	3
перестали бы	1	1
не раз	2	1
же и	3	2
но только	2	4
определять и	1	1
это слово	1	1
можно только	2	2
к другим	1	1
в силу	1	1
и совсем	1	2
было этого	1	2
в геометрии	1	2
котором мы	1	1
точности и	1	1
точном смысле	1	2
эту тему	1	2
достаточно только	1	1
каждом из	1	1
между прочим	3	1
самых общих	1	1
для науки	1	1
определяет собою	1	1
хотя бы	7	12
имел бы	1	1
ли кто-нибудь	2	2
никак нельзя	1	3
или иной	13	5
целое только	1	1
отличаться от	1	1
единый и	1	1
дошло до	1	1
этих категорий	1	1
и здесь	1	4
в настоящее	1	16
понятия и	3	1
без его	1	3
нужно и	1	1
с другими	3	5
уже нельзя	1	1
здесь как	4	2
самого начала	1	2
или в	5	2
для всякого	2	2
и по	2	3
учение о	3	2
отдельных и	1	3
предмет то	1	1
но в	8	6
несет с	1	1
но зато	1	2
всякого рода	3	4
который бы	1	1
не имеет	4	7
речь о	2	1
бы этот	1	1
здесь совершенно	1	1
отдельности и	1	1
единичного и	2	1
мы тоже	1	2
сих пор	1	4
и сам	1	2
являются только	1	1
со всем	1	1
если и	3	1
есть ни	2	3
логики и	1	1
который с	1	1
даже вовсе	1	1
тем не	10	12
не значит	1	2
конце концов	1	7
иной мере	3	1
а именно	2	6
это нужно	1	1
то оно	1	1
при этом	6	3
здесь тоже	3	1
в нашей	1	3
того что	1	12
о которых	2	3
но уже	1	5
том что	12	19
и частного	1	1
но что	1	1
а тем	1	3
в ней	7	2
внимание на	1	3
такие процессы	1	1
вещь существует	1	1
и она	1	1
областях науки	1	1
несет на	1	1
и тут	1	4
что иное	2	3
о котором	1	3
однако и	1	1
в другом	3	1
в этих	5	4
символом или	1	1
самой так	1	1
сама по	2	4
уже всякое	1	1
пусть хотя	3	2
определенного рода	1	6
ведь и	1	2
другое как	1	2
понятий в	1	2
нам уже	1	1
что его	4	1
как таковой	1	4
только о	1	8
да еще	1	1
сам по	6	1
на каждом	1	1
чувства и	1	1
не о	1	6
бы даже	4	1
только по	1	2
на себя	1	1
есть понятие	1	1
и соответствующие	1	1
бытие или	1	1
однако это	2	2
как ее	1	1
совсем не	1	7
модель для	2	2
м а	1	7
себе что	1	2
прямо можно	1	1
ни на	3	1
или другим	1	1
знаком и	1	8
в подлинном	1	1
не появлялись	1	1
всегда есть	4	1
то ни	1	3
понимать под	1	1
без этого	3	1
но все	3	2
указание на	1	3
не думаем	2	1
а также	6	2
стороны однако	4	1
можно было	4	5
значение как	1	2
что это	2	1
говорит о	2	1
и это	2	5
должны сказать	2	1
находятся в	2	1
с другим	1	1
и тем	7	4
а иной	1	1
мы его	2	1
этой области	1	3
еще более	2	2
меньше всего	3	1
ведь это	1	2
без всякой	2	5
друг к	1	2
еще далеко	1	1
и понятие	4	2
во все	2	2
в связи	3	5
тогда получится	1	1
заключение этого	1	1
а следовательно	1	1
отношений но	1	1
