3gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_3gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part1_wordlist_3gram
из подполья не	1	3
бы то ни	2	4
по отношению к	8	5
с другой стороны	3	3
что дело идет	1	1
не могут завершить	1	1
стиль и тон	1	3
поэтому он и	1	1
художественного мира достоевского	1	1
для себя самого	1	4
кругозор самого героя	3	1
он не может	1	3
по себе как	1	1
в нем и	1	1
слово о мире	2	1
друг друга но	1	1
но все эти	1	1
к нему и	2	5
как и его	1	1
диалог в сущности	1	1
отношении к другому	1	3
для него самого	2	1
самосознание и слово	1	1
в данном случае	2	1
героя и его	3	2
рассказа изменяется сравнительно	1	1
но все же	2	1
к правде правда	1	1
с беспорядочным началом	1	1
от какой бы	1	1
как мы сказали	1	1
так и в	1	2
можно сказать что	1	1
достоевского переходим к	1	1
должно отметить что	1	1
большей или меньшей	1	1
с ним и	2	1
по замыслу достоевского	1	7
в обычном смысле	1	2
он в сущности	1	3
в то же	9	12
словом о себе	1	2
в этом отношении	3	1
к чужому сознанию	1	3
в речах хромоножки	1	1
из подполья но	1	1
и только в	1	1
это последнее слово	1	1
как мы видели	1	2
друг к другу	1	1
тем что он	1	2
бы сказать так	1	1
о себе самом	9	5
у достоевского никогда	1	1
ни в одном	1	1
и по отношению	1	1
и слово о	1	2
тенденция к нему	1	1
в житии зосимы	1	1
вполне понятно что	1	2
достоевский не знает	1	1
с самого начала	1	8
человек из подполья	4	7
рядом с этим	1	1
неотразимо возвышает его	1	1
в самом деле	2	3
его ум и	1	1
в каждом романе	1	1
входит в его	1	1
человека из подполья	2	13
друг другу как	1	1
в самом построении	2	1
сохранить за собой	1	1
до сих пор	2	1
сама по себе	1	2
речах хромоножки в	1	1
и слово героя	1	1
не только слово	1	2
правда неотразимо возвышает	1	1
в произведениях достоевского	3	2
для него в	1	1
в творчестве достоевского	4	3
с точки зрения	13	4
к себе самому	1	14
же степени как	1	1
как бы ни	1	1
то что я	1	2
мы уже говорили	1	3
что он сам	1	2
в романах достоевского	5	3
у достоевского как	1	1
в один из	1	1
в этом смысле	10	4
особенно отчетливо и	1	1
именно тем что	1	2
правде правда неотразимо	1	1
и во всяком	1	1
тон рассказа изменяется	1	1
а в то	2	1
в мире достоевского	4	3
даже в пределах	1	2
почти никогда не	1	1
в бедных людях	1	1
раз и навсегда	1	1
или меньшей степени	1	1
концу даже тон	1	1
всяком случае не	1	1
что же касается	1	1
же время не	3	2
и в целом	2	1
в вас нет	1	1
радости и веселья	1	1
если б я	1	1
изменяется сравнительно с	1	1
то все же	1	2
как будто бы	1	1
к слову героя	1	1
что же это	1	1
как бы в	2	1
он знает и	1	1
с чужим словом	1	1
и в других	1	1
наконец в житии	1	1
подполья не только	1	2
должна была быть	1	1
к нему все	1	1
что он есть	2	1
но у достоевского	1	1
но в то	5	3
сердце к концу	1	1
достоевского никогда не	1	1
в конце концов	5	3
и в нем	1	3
идея у достоевского	1	1
с самим собою	1	7
подобно тому как	3	2
самого начала все	1	1
тоже не может	1	1
и если не	1	1
и идеологической позиции	1	1
как если бы	1	1
о себе значит	1	1
не может быть	4	6
по ту сторону	2	2
не столько в	1	1
в отношении друг	1	1
из подполья я	1	1
и т д	1	2
но и не	2	1
каков бы он	1	1
самим по себе	1	1
себе самому и	1	5
там где он	1	2
а не о	1	1
самая установка рассказа	1	1
он и не	1	2
свои мысли в	1	1
к другому моменту	1	1
хотя бы и	2	2
в замысле достоевского	1	1
как нам кажется	1	1
как и у	1	3
слова и его	1	3
то что в	1	1
