2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram
в своих	9	3
только в	7	4
в смысле	3	1
и значение	1	1
ней и	1	1
одна и	1	2
другой стороны	2	2
вскрыть и	1	1
в этой	6	9
медлит что	1	1
о ней	4	2
не могли	3	1
что вопрос	1	1
когда она	4	1
к выводу	1	1
идет о	1	3
и никогда	2	1
отсюда понятно	1	1
материал и	2	2
в трех	1	1
его с	2	1
всяком случае	2	3
и сделать	1	1
и затем	1	3
все то	1	12
говорит толстой	1	3
сюжетного оформления	1	1
к этому	1	4
вот это	1	1
литературы и	1	2
и эта	1	2
выходит что	1	1
представляет из	1	1
как в	9	3
во всяком	2	3
говорит не	1	2
и не	10	13
что у	5	4
что до	1	1
искусстве на	1	1
и та	1	2
который он	2	2
лежит в	1	2
всего что	1	1
нам придется	1	3
таким образом	21	13
крылова и	2	1
и вообще	2	1
здравого смысла	1	3
неизмеримо более	1	1
больше того	2	3
совершенно понятно	1	2
если же	4	1
показывают что	2	1
с так	1	1
шиллеру надо	1	1
тогда когда	3	1
имеет свою	1	1
ребенка и	1	1
тем что	9	3
что такая	1	1
возникает из	1	1
материал в	1	1
еще иметь	1	2
в жизни	4	4
это и	1	5
и дает	1	2
к действительности	2	1
в плане	1	1
не только	12	7
задержание это	1	1
на другой	2	1
он не	6	11
его жизнь	1	1
что даже	1	1
начала и	2	1
все эти	7	6
в самых	2	3
примере легче	1	1
он имел	1	1
в истории	1	1
тем же	1	1
значит ли	2	1
к анализу	1	3
создается впечатление	1	1
что всякий	1	2
совершенно ясно	7	8
слова в	2	1
пор пока	1	2
в их	3	2
с самого	1	5
имеем здесь	1	1
сказать то	1	1
т д	2	2
чтобы вскрыть	1	1
из самых	2	1
материала в	1	3
что нужно	1	1
из области	1	1
в себе	2	6
с той	4	2
на примере	2	2
и он	3	3
автором в	1	1
на его	2	1
как на	5	6
которые они	2	1
обратный тому	1	1
правильно говорит	1	1
к тому	7	12
в гамлете	1	11
к рассказу	1	1
ровно столько	3	1
в восприятии	1	1
что вся	1	1
формы в	3	1
исследования и	1	4
и этот	2	3
художественное произведение	6	1
ничего подобного	1	1
порядке в	1	1
чтобы создать	1	1
в эту	1	1
одной стороны	1	3
бы не	2	2
и те	4	1
из них	4	4
ничем не	1	2
и для	4	3
с другом	1	4
это только	3	1
что только	1	1
самое что	2	2
свой смысл	1	1
мы в	3	3
сами по	3	3
до конца	3	7
но даже	2	1
которое имеет	1	1
взгляд на	1	2
отличается от	2	1
согласиться с	2	1
в первом	1	1
и уже	1	4
обстоятельство что	1	1
и эти	2	2
тот материал	1	1
показывает как	1	1
которые мы	4	1
по себе	12	9
не потому	2	2
который видит	2	1
и является	1	2
не понимает	2	2
искусственное расположение	1	3
еще не	2	1
заложены в	1	2
ни одного	1	2
он сам	1	1
целый ряд	6	5
всей художественной	1	1
не столько	1	1
целым рядом	1	4
так в	2	1
большей частью	1	2
и которая	2	1
же самое	6	6
не могла	1	1
в конце	3	8
и просто	1	1
словами и	1	1
на все	5	2
и чрезвычайно	1	1
все содержание	1	1
зрителя и	1	2
все решительно	6	1
который утверждал	1	1
тому что	4	6
а в	4	4
однако что	1	1
и более	4	1
мы вправе	1	4
только с	1	2
в русской	1	2
такому же	1	1
всего тем	1	1
в уста	1	3
бесконечное число	1	1
придется еще	1	1
и вот	3	6
художественном произведении	5	1
дело в	1	1
что психология	1	2
видят в	1	2
его собственной	1	1
является в	1	1
в нашем	1	1
за то	1	3
убивает короля	1	10
гамлете с	1	1
что поэт	1	2
и без	2	1
надо понимать	1	1
и на	5	5
истинный смысл	1	2
не имеют	2	1
которые в	4	1
душевной жизни	2	1
не по	1	2
которое дает	1	1
это сделано	1	1
для художественного	2	1
от него	1	1
и безволия	1	1
ли это	2	3
нельзя лучше	1	1
которые сделаны	2	1
она слишком	1	1
которые оно	1	1
в двух	1	4
вообще не	1	1
следует отнести	1	1
для того	13	23
мы никогда	1	3
факт что	1	1
как и	10	5
изучить психологию	1	2
тому как	3	2
а когда	1	1
должен был	2	3
но еще	1	1
потому что	21	24
осуществление в	1	1
что для	7	5
что с	3	1
с такой	1	2
толкований и	1	1
всего того	1	1
встречаемся с	1	1
в самом	12	12
быть это	1	2
а то	1	1
же время	2	2
видит в	3	3
каком случае	1	1
в то	5	3
и то	3	2
произведению искусства	2	1
никогда не	9	5
им в	1	1
форма к	1	1
к такому	1	2
что есть	1	1
и в	32	33
все время	6	24
так же	18	13
что благодаря	1	1
и материал	1	1
так что	3	7
благодаря тому	1	1
не поймем	1	1
не просто	1	4
а на	4	2
другое что	1	1
каком они	1	1
из его	1	2
с этими	2	1
так как	12	12
и только	2	7
но не	2	3
и всегда	2	1
которой мы	2	3
и смерти	1	1
такой же	7	2
и говорит	2	3
приблизительно так	2	1
точно как	3	1
не в	8	2
здесь дело	2	1
он заканчивает	1	1
и отсюда	2	1
при анализе	2	2
для нас	2	7
даже не	1	2
порядке как	1	1
говоря о	1	1
как будто	7	8
чем это	1	1
в полном	2	1
везде и	1	1
то как	3	2
сводится к	2	2
мы вместо	1	1
совершенно разные	1	1
нам что	2	2
подходит к	1	1
на этом	3	3
мы должны	3	6
как показывает	1	1
и во	1	1
как форма	1	1
в которых	3	3
по существу	3	2
материала который	3	1
как с	1	1
стремление к	1	1
эти доводы	1	1
и об	1	1
что следовательно	1	1
а другой	3	2
смысл и	2	4
на нее	1	2
разрешения этой	1	1
спрашивается почему	1	3
думать что	3	2
в конечном	3	1
до самого	1	2
как она	4	10
что под	1	1
те или	1	1
совершенно прав	1	1
что слова	1	1
всю жизнь	2	2
как это	4	14
нами в	1	2
который не	3	2
из себя	2	1
что этот	2	3
что шекспир	1	7
с этим	4	5
это однако	1	1
дальше совершенно	1	1
трагедию надо	1	1
более чем	1	1
относительно того	2	1
мы все	1	3
однако легко	1	1
от начала	1	3
речь идет	1	3
и с	4	2
и восприятия	1	1
но это	2	1
искусства она	1	1
исходя из	1	4
в противоречие	1	1
художественные произведения	2	1
с выяснения	1	1
что трагедию	1	1
с толстым	1	1
слов в	1	2
дело при	1	1
что задачей	1	1
уяснить себе	1	1
это в	2	4
сам собой	2	1
когда он	10	7
тем в	1	1
полагает что	2	5
знаем что	4	4
конечно не	1	3
о них	1	2
сюжет и	1	1
также и	2	2
для этого	3	8
рассказывает о	1	1
краски и	1	1
этой же	1	1
это не	2	6
психологию медлительности	1	2
именно на	2	1
и исследования	1	1
слово в	1	2
образом и	4	1
и точно	1	2
с другой	3	2
в художественном	6	2
и как	7	5
он все	3	3
совершенно другой	1	2
построения в	1	1
и сейчас	3	3
принадлежит к	1	2
виде так	1	1
под материалом	1	1
нас как	1	1
но он	3	6
должно быть	1	3
и совершенно	3	5
далеко не	5	3
это значит	3	1
было бы	11	12
того как	4	1
в чем	4	1
нам казалось	2	2
бы нам	1	1
как бы	6	25
увидеть что	2	1
есть много	1	1
и вдруг	1	3
все остальное	1	2
от других	1	1
очевидно что	2	1
в глаза	2	1
казалось бы	2	5
всем этом	1	1
дело с	8	3
прежде всего	1	2
только он	1	1
о его	1	1
указывает на	3	3
бросаются в	1	1
точки зрения	17	6
и недаром	1	2
себе и	2	2
уже это	1	1
должны искать	1	1
выводу что	1	1
а с	2	2
вместо того	1	2
что именно	3	3
нет более	1	1
тем и	2	2
двух основных	1	1
своих героев	1	1
на это	3	1
но и	10	3
с здесь	1	1
искусства но	5	1
и всюду	1	1
и переживаем	1	1
именно в	1	2
это его	1	1
он может	1	2
словам как	1	1
в ее	2	2
когда по	1	1
помощи такого	2	1
только то	1	1
до сих	5	3
гамлета что	1	1
ясно и	1	1
составляющим ее	1	1
будто бы	1	1
том чтобы	3	4
мы не	3	5
стоит только	2	2
и изжить	1	1
с все	1	1
это случилось	1	1
до тех	1	2
для анализа	1	2
этого рассказа	1	12
мы можем	3	5
все различие	1	1
нашем анализе	1	1
во всем	3	2
совершенно новый	1	3
валленштейн медлит	1	1
бы показать	1	1
конца с	1	1
от его	1	1
короля сразу	1	1
здесь мы	2	3
самое и	1	2
в результате	1	2
если шекспир	1	1
на самом	5	6
сомнения в	1	1
два основных	2	1
и наконец	1	2
их с	2	1
этой точки	2	1
с а	1	1
в целом	4	5
что за	1	1
не хочет	1	1
и заставляет	1	1
что не	3	4
художественного построения	3	2
он совершенно	1	1
не что	1	1
а не	7	6
и ничем	1	1
тех пор	1	2
этот вопрос	3	4
если это	1	1
с этой	4	4
с одной	1	3
в этом	13	28
если мы	12	12
время как	3	2
и содержания	1	1
все те	2	2
с любопытно	1	1
об этом	3	4
точно так	3	3
искусством и	1	1
она направлена	1	1
связи и	1	1
что мы	1	6
ничего более	1	1
шли в	1	2
и ее	3	2
говорит что	7	10
к матери	1	1
один раз	1	1
том как	2	3
это надо	1	1
он говорит	5	3
в совершенно	1	1
точка зрения	2	2
задерживается трагедия	1	1
и из	6	3
казалось что	1	1
совершенно различных	1	2
на него	2	4
связь и	1	1
почти все	1	2
мы узнаем	1	4
и таким	2	1
одна из	1	4
и томашевский	1	1
прямо сказать	1	1
же как	4	3
действующих лиц	3	1
из этих	1	2
в общем	3	1
целей и	1	1
взглянуть на	1	2
а задержание	1	1
этого слова	1	3
все это	5	13
раз на	1	1
переходим к	1	1
только одно	1	2
фактов которые	1	1
к помощи	2	1
в драме	2	3
едва ли	4	2
в сознании	4	1
слова а	1	1
трагедии и	1	6
их в	2	3
самом деле	16	12
всей этой	1	2
и когда	4	2
не оказывает	1	1
мы будем	2	5
могли бы	2	2
в игре	2	1
которую он	1	2
всегда характер	1	1
что касается	1	2
является совершенно	1	1
если в	2	1
о нем	1	4
полагают что	3	1
самого конца	1	2
не так	2	1
характера человека	1	1
с ее	3	3
ее не	1	1
заключается в	12	5
и другое	2	2
в стихе	7	1
за этим	1	3
только на	5	1
что оно	2	3
медлительность гамлета	1	3
например в	3	3
мы попадаем	1	1
видеть не	1	1
сходятся в	1	1
отмечает что	1	1
и со	1	1
направлена в	1	1
то же	13	9
можно с	1	1
этот рассказ	1	2
при помощи	10	4
своих последних	1	1
того материала	3	1
попадаем в	1	1
это было	3	4
и проще	2	1
могло бы	2	3
быть определена	1	1
мы могли	1	2
и дальше	1	1
развитие действия	1	1
нечего и	1	1
в данный	1	1
для зрителя	1	1
не будет	1	4
бы сказать	1	2
совершенно не	4	4
нам и	1	1
этом смысле	1	1
которые не	3	1
определяет собой	1	2
и формы	1	2
значение и	2	1
оказывается совершенно	3	1
формы и	6	1
ней не	2	1
в какой	2	5
и зритель	1	3
и если	1	9
как два	1	1
самым наглядным	1	1
характер и	1	1
из нее	1	3
критики и	1	2
говорят о	1	1
которая с	1	1
в круг	1	2
вся история	1	1
человека и	1	1
с собой	1	1
только что	1	15
и целый	1	1
и остается	1	2
элементарным и	1	1
рассказ не	1	2
действие с	1	2
и их	3	1
и сложных	1	1
мы видим	4	6
с прежним	1	1
столь же	4	2
ее от	1	1
художественный прием	2	2
мы очень	1	1
мы начинаем	1	1
экспериментальный метод	1	1
утверждает что	5	4
образом в	3	2
но мы	1	2
и мы	6	15
в которой	2	4
одной и	4	2
и должны	1	1
к нему	2	1
можно сказать	1	2
что ни	1	2
другом и	1	2
король лир	1	1
ничего не	4	2
думаем что	1	2
в день	2	1
автор как	1	1
же самые	2	2
является тот	1	1
ее на	1	2
что он	13	20
в любви	1	1
легко показать	1	3
если он	1	2
что они	7	6
это понятно	1	1
подошла к	1	1
должен быть	1	1
на эту	1	1
в нем	4	7
которых мы	3	1
во всех	3	2
как материал	1	1
с совершенно	1	4
по поводу	1	4
формулы формула	1	1
как во	2	1
в согласии	2	1
один из	3	2
в действительности	4	2
составляющим его	1	1
что и	17	3
ясно что	7	5
потому валленштейн	1	1
надо разработать	1	1
с точки	10	4
же и	1	1
но только	4	1
не сумеем	5	1
здесь на	1	1
но так	2	1
как мелодия	1	2
звуков в	3	1
ошибка в	1	1
убить короля	1	4
тогда с	1	1
впечатление от	1	2
не до	2	1
он считает	1	1
к этим	1	1
этом сказывается	1	1
все так	1	1
художественного произведения	5	1
совершенной точностью	1	1
в сущности	7	6
если гамлет	1	2
хотя бы	3	2
не убивает	1	6
когда говорит	3	1
всякий другой	1	1
и здесь	2	3
которое в	1	1
той точки	1	2
позволяет себе	1	1
показать что	5	7
что основная	1	1
самого начала	1	5
или в	1	1
оно оставляет	1	1
что ничего	1	1
но в	3	2
однако уже	1	1
басни крылова	2	1
не имеет	4	2
говорит шкловский	2	1
сих пор	5	3
и сам	4	1
была в	2	1
создания и	1	2
событиям и	1	1
от одного	1	1
жизнь и	3	4
конце концов	3	3
когда тот	1	1
узнать в	1	1
при этом	13	2
того что	8	4
в нашей	3	2
начинает с	2	2
том что	21	22
художественной формы	12	4
но что	2	1
в ней	5	6
материала и	2	2
объяснит нам	1	3
и она	1	2
на самой	1	2
в другом	1	1
и тут	1	1
что иное	1	1
в нее	1	2
ряд других	1	1
в этих	2	1
на тему	1	2
жизнь этого	1	1
форма и	1	1
говорит эйхенбаум	2	2
этих вещей	1	1
что каждый	1	1
указывают на	2	1
что сами	1	1
в котором	1	2
это на	1	1
для нашей	1	2
что его	5	3
мы думаем	1	1
этого и	1	1
для него	1	1
сам по	4	2
чувства и	2	1
того же	2	1
которое должно	1	1
смысла и	1	4
наоборот потому	1	1
как к	3	1
к ней	1	1
все свои	1	1
свою очередь	2	1
к изображению	1	1
в искусстве	21	2
с то	3	1
поскольку он	1	1
видим что	3	2
был бы	1	3
ни на	3	2
других авторов	1	1
этой истории	1	1
то ни	2	1
но все	1	2
мы увидим	1	2
что это	8	13
можно было	7	4
говорит о	2	4
и это	4	5
с на	3	1
потому задерживается	1	1
два совершенно	1	1
с другим	1	1
однако он	2	1
заключенная в	1	1
он полагает	1	2
и другие	1	1
не об	1	1
нечто совершенно	1	1
меньше всего	2	2
по самой	1	1
что кроме	1	1
мы сумеем	1	1
во все	1	3
независимым от	1	1
в связи	1	1
с которым	1	1
с но	2	3
с однако	2	1
эстетический факт	1	1
не было	2	3
ничего общего	1	1
почти всегда	1	2
