2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part3_wordlist_2gram	Medvedev_FormalnyjMetodvLiteraturovedenii_partition_part2_wordlist_2gram
не их	1	1
или иное	1	2
без исключения	2	5
е именно	1	1
не может	14	24
могут быть	6	4
и звук	2	1
следующим образом	1	1
язык и	7	1
речевых выступлений	2	1
эпоху разложения	1	1
от идеологического	2	3
там где	4	7
функции в	2	3
мы видели	4	4
действительности в	1	3
отнюдь не	8	8
к пониманию	1	1
того или	4	1
других областях	1	1
проблема и	2	2
пределе вовсе	1	1
вместе с	6	6
его понимают	1	5
его произнесения	1	1
произведения искусства	2	1
язык как	8	2
не могло	1	2
произведения все	1	1
что говорит	1	1
а к	2	2
языка с	1	1
мы знаем	3	4
в том	11	7
формалисты же	1	1
происходит в	1	1
приемом и	1	1
о языке	4	1
в его	10	7
именно эта	1	1
на почве	9	2
это время	2	1
развития формализма	3	1
взятые в	1	1
не входит	3	1
и может	3	1
идеологическое тело	1	1
и смыслом	2	1
жизненно-практического языка	10	2
о том	1	4
эта боязнь	1	1
между тем	2	7
отвлекаясь от	1	1
всякого искусства	2	1
из одних	1	1
являются выражением	1	1
объясняется и	1	1
фабула как	1	2
обратную пропорциональность	1	1
материал как	2	2
и понимание	1	5
его не	2	1
учение об	1	1
в виду	2	3
на то	1	1
формалистов что	1	1
перешли к	1	1
да и	1	4
к самому	1	2
того если	1	1
с помощью	10	8
большинстве случаев	3	5
высказывания а	1	1
прием не	1	1
его понимает	1	1
конструкции мы	1	1
тому чтобы	2	1
же материал	1	1
в литературном	1	1
события но	1	1
именно этот	1	1
главным образом	3	2
е вовсе	1	1
как мы	7	8
как сделана	4	1
так чтобы	1	2
материал не	1	1
от действительных	1	1
дело обстоит	2	1
может быть	23	25
в каких	2	2
и его	21	19
в одной	2	5
индивидуального организма	1	4
то в	2	2
не можем	1	2
и вне	1	2
правда в	2	2
развертывание и	1	1
произведения и	3	3
основные приемы	1	1
школ и	1	1
нужно было	2	1
в шкловским	1	3
заявление шкловского	1	1
в поэтическом	7	1
конструкция произведения	1	1
только тогда	1	1
критики они	1	1
не могут	7	10
как его	2	9
по эйхенбауму	1	1
вполне сложилось	1	1
элемент языка	2	2
типичным для	1	1
языка мы	2	1
вовсе не	11	28
она не	2	4
совершенно иное	1	1
исходили из	3	2
жизненного события	1	3
в поэтике	2	1
между двумя	2	1
есть не	1	1
можно назвать	1	1
была бы	3	2
система отличий	1	1
его от	4	2
высказывание в	1	3
художественной структуры	1	2
на выражение	4	1
не на	1	3
с тем	11	7
на развитие	1	1
языка на	1	1
настоящее время	1	1
из этого	2	4
для литературы	1	1
по теории	3	1
эта теория	1	1
пределах индивидуального	1	1
пишет в	1	1
задачи и	3	1
здесь не	4	2
конструктивного значения	11	3
общения в	3	1
со слушателями	1	1
создаются новые	1	1
служит мотивировкой	1	1
от тех	2	1
бы в	5	6
увидим что	1	2
а о	3	1
только мотивировка	2	1
действительности но	1	1
очень характерно	2	2
и нет	1	1
смысла в	3	1
на периферию	1	1
отличие от	2	2
могла быть	1	2
чтобы овладеть	1	1
перестал бы	1	1
тот же	1	1
социальный фактор	1	3
или ином	1	1
и действительно	1	2
для них	3	7
времени исполнения	1	2
и других	2	1
это определение	1	1
сказать что	2	3
взаимодействия и	1	1
со стороны	2	4
же мы	1	1
как он	1	2
и создает	1	1
тема фабула	1	1
выведение из	4	2
нового и	1	3
того на	1	1
в таком	2	2
полностью сохраняется	1	1
определенного художественного	1	1
высказываний и	2	1
в первый	5	1
учения о	1	1
возможно лишь	1	2
то он	1	3
ни одна	2	1
т п	9	5
суть вовсе	1	1
как прием	2	1
не было	6	1
и даже	4	2
от этой	1	1
вещной наличности	1	1
вопроса о	2	1
но ведь	3	4
теории был	1	1
поэтическая конструкция	4	4
установкой на	2	2
того чтобы	3	5
и тем	2	3
и при	1	1
и иное	1	1
в своих	1	6
то это	3	1
только в	6	8
в смысле	1	4
ней и	1	1
в этой	6	2
так сказать	3	5
другой стороны	4	5
эта условность	2	1
целого произведения	1	2
на такое	1	1
или иного	5	1
роли в	1	1
эта система	1	1
т е	26	32
что уже	1	2
в единстве	2	5
то и	3	1
материал и	3	2
эта проблема	1	1
всяком случае	5	6
его с	3	1
литературное произведение	1	3
сюжетного оформления	2	1
к этому	4	2
положений так	1	1
дальнейшее развитие	1	1
литературы и	4	3
и эта	1	3
но для	1	2
высказывания в	1	1
таковой он	1	1
это целое	1	1
как язык	1	2
они и	1	3
как в	4	4
последнем счете	1	2
от этого	3	2
во всяком	5	6
в пределе	1	2
всякой содержательности	1	1
и не	20	30
слово как	2	3
до настоящего	1	1
здесь же	1	1
и та	1	1
себе а	2	1
выступает своеобразие	1	1
лежит в	1	1
сказать в	1	1
таким образом	20	18
к предмету	3	1
внутренним фактором	1	1
элементов произведения	1	4
формалистической теории	2	1
если же	2	5
и конкретной	1	2
в художественной	1	2
имманентного развития	1	2
знаем не	1	1
вещи а	1	1
лишь к	1	2
время не	1	1
того социального	1	1
а вовсе	1	4
конкретном единстве	1	1
поэтической речи	1	1
нового материала	1	1
можно утверждать	1	1
речи заторможенной	1	1
уже в	2	4
тем что	8	5
материал в	1	4
же касается	1	1
совершенно иные	1	1
это и	5	2
к действительности	3	1
значения слова	1	1
из нашего	1	1
в поэтическую	3	2
не только	9	9
является лишь	1	4
он не	6	1
говорит он	5	5
слагается из	1	1
футуристы в	1	1
который как	1	1
смысле этого	1	2
все эти	6	6
проблема поэтической	1	1
противном случае	1	1
для всего	2	1
в общую	1	1
становится чем-то	1	1
в пределах	12	8
в данном	1	6
и всякое	2	2
значительной степени	3	1
и предложения	1	1
в истории	6	5
завершается в	1	2
тем же	3	7
в литературе	1	6
слова в	3	1
из моментов	1	1
так если	1	1
в литературу	1	5
в их	6	1
высказывание является	1	1
с самого	2	1
внешние ей	1	1
иногда и	1	1
она проникает	1	1
т д	5	6
из своих	1	2
никаких действительных	1	1
поэзии но	1	1
материала в	1	5
что бы	1	1
теория восприятия	2	3
в себе	1	3
непрерывно становится	1	2
этого они	1	1
между ними	2	15
концепции формалистов	1	1
но оно	1	2
как известно	1	1
в словах	1	1
материалом поэзии	1	3
к тому	4	4
с их	1	1
для различения	1	1
его первоначальном	1	1
внеположная сознанию	1	1
в направлении	1	5
оно является	1	1
нем должна	1	1
искусство как	3	1
по шкловскому	3	5
и форму	1	1
и этот	1	1
художественное произведение	2	11
поэтическое произведение	3	5
на этих	1	1
в эту	1	2
пропорциональность смысла	1	1
одной стороны	1	1
формалистической системы	3	1
бы не	1	2
высказывания как	1	3
формалистическая теория	1	1
и понять	1	2
в историко-литературных	2	1
из них	4	2
и романом	1	1
ничем не	2	1
социальной жизни	1	4
в плоскости	1	5
и для	5	6
первый план	2	1
высказывания от	1	1
это только	1	2
установка на	2	4
в неразрывной	1	2
в области	3	2
сам он	2	2
младшей линии	1	6
художественной конструкции	6	10
сами по	2	2
до конца	2	4
жирмунский в	1	2
язык в	2	1
но даже	1	1
литературных произведений	2	1
отличается от	1	2
из виду	1	2
в первом	7	1
этой конструкции	3	1
сюжетное развертывание	1	1
идеологического кругозора	5	6
не дают	1	1
как некоторое	1	1
по себе	7	4
отодвинуть в	1	1
поэтической конструкции?	1	1
тогда и	1	1
и является	1	4
не менее	1	7
смысл приема	1	1
высказывании или	1	1
конкретного высказывания	1	3
смысла с	2	1
подвести некоторые	1	1
даже и	4	1
с ним	2	1
или просто	1	1
сознания в	1	1
нем как	2	1
так в	3	2
о поэзии	1	2
сделана шинель	4	1
к его	2	3
настоящего времени	1	1
в условиях	1	3
слова как	2	2
в конце	2	3
не могла	1	1
имеем в	1	1
в данное	1	1
в принципе	1	1
а в	6	1
и этим	2	1
тому что	2	3
лингвистическое явление	2	1
мы полагаем	1	1
они исходили	1	1
слово и	2	1
пишет эйхенбаум	1	1
и более	2	3
продолжает существовать	1	1
о теме	1	1
слов и	1	4
в каждом	1	5
поэтическое высказывание	1	1
в непрерывном	1	1
акт его	1	1
литературе как	1	2
и должно	5	1
знаком в	1	1
всех тех	1	1
художественном произведении	1	3
слово они	1	1
дело в	1	2
поэтому и	1	2
она могла	1	1
в своем	1	2
является в	2	2
спрашивается что	1	1
одного из	3	1
в нашем	1	1
способами ее	1	1
как изнанка	1	1
не ради	2	2
формализма если	1	1
и на	3	3
в сторону	4	2
оно было	1	1
понимание материала	1	3
совершенно недопустимо	1	2
от него	2	2
истолкован в	1	1
подвести под	1	1
и иной	1	2
сюжетного развертывания	1	2
за счет	4	2
и следующий	1	1
так или	1	1
то или	1	2
таким путем	1	1
п в	1	2
социального общения	4	9
боязнь смысла	1	1
для того	3	4
то на	1	1
данность внеположная	1	1
как и	9	14
другую сторону	1	1
должен был	2	1
потому что	2	7
что для	2	1
вывод что	1	1
без того	1	1
выводит за	1	1
в самом	16	11
внутренняя форма	1	1
литературного произведения	3	4
же время	5	7
групп и	1	1
не чувствует	1	1
в то	5	7
совершенно необходимо	1	1
и то	2	1
никогда не	2	5
для формализма	3	2
в конкретном	1	4
этом отношении	7	3
ведь из	1	1
следующее заявление	1	3
в россии	1	2
ровно ничего	1	2
мотивировкой приема	1	2
всех этих	3	2
и в	38	27
в шкловского	6	2
все время	6	6
в эпоху	2	3
так же	1	9
и наивной	1	1
этого понятия	1	1
произведении в	1	2
и самый	1	2
так что	1	1
произведения не	3	1
в корне	7	4
и приема	4	1
не просто	2	1
а на	1	2
все они	1	1
взаимодействия людей	1	1
так как	4	9
и только	5	2
смысла эта	1	1
поэтического языка	65	1
события в	1	1
не имеющих	1	1
значение в	1	1
но не	2	5
в конструкцию	1	3
такой же	3	2
как определяет	3	2
метод в	4	2
не в	15	12
формалистов с	1	1
возможно и	1	1
е поэтическая	1	1
формалисты сами	1	1
создания нового	2	1
для нас	1	3
даже не	2	1
говорящего со	1	1
быть при	1	1
для всех	1	1
отвлечемся от	1	4
всякое конкретное	1	2
теперь эта	1	1
сводится к	5	5
в ином	3	1
неразрывной связи	1	2
в конструкции	2	3
учением формалистов	1	1
на этом	2	2
мы должны	1	2
и через	1	1
не была	2	1
всего можно	1	1
и во	1	2
и полноту	1	1
сознанию данности	1	2
по существу	7	1
литературы а	1	1
от высказывания	1	1
исторического значения	1	1
место и	2	1
до известной	3	2
и до	3	1
по учению	4	2
к определенным	1	1
смысл и	2	4
и поэтическое	1	1
не конструкция	1	1
для поэтической	1	1
как она	2	1
значение его	1	1
фабула и	1	2
о литературе	3	1
и иных	2	1
следует что	3	4
раз и	4	3
лишь как	4	3
с поэтическими	1	1
как это	2	4
и выбор	1	3
и можем	1	1
то я	1	1
изменения и	1	1
определения и	1	1
с этим	5	1
лишь в	7	9
на место	1	1
конструкции но	1	1
глава первая	1	1
конструкции как	1	2
языка и	12	1
содержания в	1	1
и с	9	3
по тем	1	1
именно из	2	1
восприятия и	4	1
и восприятия	2	4
но это	2	2
мере в	1	1
в природе	1	1
и интересов	1	1
под влиянием	1	1
оно входит	1	1
к созданию	1	1
идеологическая ценность	1	1
друг другу	1	2
в одних	1	1
то ведь	1	2
ее в	2	3
вообще в	1	1
поэтического произведения	8	1
знаем что	1	2
для формалистического	1	2
же в	1	1
ее конкретности	1	1
тела произведения	1	1
е в	1	1
ее и	2	2
конечно не	1	4
и самые	1	1
поэтическую конструкцию	5	3
для этого	2	2
линии т	1	1
шкловского и	1	1
нет в	1	1
становится в	2	5
это не	2	3
поэтический язык	21	1
этом фоне	1	2
конструкции на	1	1
как от	1	3
между людьми	1	3
слово в	2	2
его смысла	2	4
с другой	3	6
деле ведь	1	1
в художественном	2	5
и др	3	2
и как	3	4
идеологического мира	1	3
здесь в	1	1
не совпадают	1	1
требует от	1	1
другого человека	1	1
идеологической и	1	1
должно быть	2	1
и совершенно	2	1
но он	1	1
было бы	6	6
правом можно	1	2
эйхенбаум говорит	1	1
здесь и	4	6
как бы	4	8
общения и	2	2
бы быть	1	2
в процессе	9	15
какой бы	1	2
говорит в	5	2
в своеобразном	1	1
от других	1	2
очевидно что	2	2
теперь мы	1	1
конкретное высказывание	1	4
как таковая	2	3
это событие	1	1
формалистов так	1	1
прежде всего	15	4
и нового	2	1
этой действительности	1	1
точки зрения	8	16
всей его	1	1
же такое	1	1
в определенном	1	1
от предмета	1	1
их учения	3	1
что именно	2	5
в такие	1	1
тем и	2	1
развиваться в	1	1
социальных взаимоотношений	1	1
у нас	1	3
смысл со	1	1
к своему	1	1
но и	13	10
на фоне	4	3
полагаем что	1	1
же что	1	2
социальные факторы	2	1
конструкции и	4	2
литературы в	1	1
именно в	5	1
формальный метод	10	1
лингвистических элементов	1	2
в ее	2	4
до сих	1	1
формалистов в	3	2
только то	1	3
остается и	1	1
жанр и	1	2
время в	1	3
как эта	1	1
в противном	1	1
собой но	1	1
изъемлется из	1	1
в зависимости	3	5
допустимо лишь	1	1
этом условии	1	1
в большинстве	4	4
мы не	3	4
чем в	1	1
одной из	1	2
как мотивировку	3	3
только тем	2	1
имеет место	1	3
ведь именно	2	1
художественных направлений	1	2
на читателя	1	1
только при	1	1
от его	2	3
работы в	1	1
как основа	1	1
этом не	1	1
слово становится	1	1
в результате	6	5
идеологические интересы	1	1
в рамки	2	2
природа искусства	1	1
роль в	3	4
на самом	3	14
является для	2	3
совершенно справедливо	1	1
вне слова	1	1
формалисты говорят	1	1
зависит от	1	1
это объясняется	1	1
не к	2	1
с литературным	1	1
шкловским и	1	1
за исключением	1	1
при данных	1	1
всех формалистов	1	1
сам становится	1	2
в целом	3	4
об идеологиях	1	1
развития формального	1	1
некоторые итоги	1	1
взятой независимо	1	1
искусства с	1	1
и пр	21	15
если это	2	1
а не	6	17
и другой	1	1
литературы с	2	1
говорить о	5	2
с одной	1	1
его конкретной	1	1
о противопоставлении	1	3
в этом	27	18
каких приемов	1	1
формального метода	15	2
конструктивного принципа	1	1
если мы	5	7
превращается в	2	2
обойтись без	1	2
шкловский как	1	1
по их	1	1
произведение как	2	6
от материала	1	1
все те	1	1
своей теории	1	2
со своей	2	1
именно так	1	5
быть и	3	1
со всею	2	2
же останется	1	1
его здесь	2	1
одним из	1	3
материал же	1	1
явление в	1	1
от формалистических	1	1
другой то	1	1
и ее	6	6
или даже	2	1
в формалистическом	1	1
а наоборот	3	1
том как	1	2
мы ни	2	2
с определенным	1	1
формалистами как	1	1
не встречается	1	1
заторможенной кривой	1	1
мотивировка приема	2	4
в поэзии	12	3
на какую-то	1	1
вот как	4	2
на него	1	1
от произведения	1	1
разрозненных и	1	1
а только	2	1
как таковое	4	1
и самой	1	1
из автоматизма	4	2
внешним фактором	1	1
же как	3	3
является мотивировкой	1	1
можно и	3	1
совпадает с	2	2
они ставили	1	1
из этих	3	2
не создает	1	1
в языке	6	2
в общем	5	2
установку на	1	1
самый прием	1	1
известной степени	4	2
этого слова	1	2
но почему	1	1
становится материалом	1	1
не найдем	1	1
все это	3	7
лишь тогда	1	2
подчеркивают что	1	1
с установкой	1	2
как например	2	1
в качестве	2	1
их в	2	3
поэзии является	2	1
высшей степени	4	2
поэтической структуры	2	2
самом деле	8	16
у формалистов	12	3
история литературы	1	2
метода основным	1	1
положительного содержания	1	2
в целях	2	2
связью с	1	1
он и	3	3
нам в	1	1
при определенных	2	2
этой мотивировки	1	1
и приемов	1	1
анализе произведения	1	1
о нем	1	3
хотя и	3	1
тем отчетливее	1	1
не так	2	1
тут только	1	1
самого языка	1	1
к нулю	1	2
но конечно	1	1
стиль и	1	1
важное место	2	1
литературный факт	1	1
и должна	1	1
только на	3	4
время и	3	1
они не	4	4
понять его	1	1
той или	1	1
и сюжет	3	2
что раньше	1	1
выражение как	1	1
то же	6	15
основная тенденция	2	1
поэтика должна	1	1
и со	1	2
прием как	1	3
том или	1	1
той мере	1	1
уже говорить	1	1
художественного слова	1	1
фактором в	1	2
взаимоотношение между	2	1
героя в	1	3
заумное слово	8	2
творца и	1	1
социальной действительности	1	1
является не	2	2
своего развития	3	1
тристрам шенди	3	2
эту тенденцию	1	1
отсюда отнюдь	2	1
не будет	2	1
совершенно не	4	7
этом смысле	2	2
руках эпигонов	1	1
приемов в	1	3
равно как	2	3
как система	1	2
литературного ряда	1	2
почве акмеизма	2	1
значение и	3	1
формалистов на	1	1
этого нет	1	1
формы и	2	3
указаний на	1	1
в в	2	1
входящих в	1	1
и писать	1	1
характерно что	2	2
в речи	1	1
в какой	3	3
все вообще	1	1
не физический	1	1
можно говорить	2	4
его нельзя	3	1
художественного восприятия	1	2
понимают формалисты	1	6
мотивировкой сюжетного	1	1
и именно	1	2
или не	1	1
в круг	1	1
что же	5	5
от всей	2	1
более того	5	6
в такой	2	2
чем объясняется	1	1
слова с	1	1
в художественную	3	1
искусстве и	1	1
в литературоведении	1	1
и их	3	5
смыслом и	1	2
столь же	2	3
произведения его	2	2
представляется нам	1	1
художественный прием	1	2
его целом	1	1
реальном времени	4	3
пронизан и	1	1
наука о	1	3
глава вторая	1	1
случае в	1	3
определяется совокупностью	1	1
момент в	1	1
а ведь	1	1
произведения как	2	6
но при	1	2
действительности а	2	1
очень важное	1	1
можно сказать	1	3
ничего не	4	2
в систему	2	1
его формы	1	1
пр и	4	1
их только	1	1
конструктивное значение	8	7
того можно	1	1
что он	5	6
в дон-кихоте	1	1
данном случае	1	4
где же	1	1
и тот	1	1
если он	1	1
конструкцию не	2	1
что они	4	5
тристрама шенди	1	3
в жизненном	1	1
привела формалистов	1	1
должен быть	1	2
плоскости в	1	1
в нем	13	15
продолжает жить	1	2
литературы как	1	1
и начинается	1	1
в других	7	1
во всех	5	3
или иначе	1	1
смысле мы	1	1
первый период	6	1
обнажение приема	1	1
организма и	1	1
в дальнейшем	4	5
он был	2	4
здесь слово	1	1
произведения на	3	3
в современной	1	1
не вещь	1	1
элемент материала	1	1
не совпадает	1	1
один из	2	1
в действительности	1	9
и разрешена	1	1
конструкцию произведения	1	1
что и	8	2
уже не	7	3
ясно что	1	3
говорят и	1	1
и навсегда	1	3
пр в	1	1
с точки	7	14
он становится	3	2
должны были	2	1
не утрачивая	1	2
конкретных условий	1	1
основные элементы	1	1
же и	2	4
и теперь	4	6
он просто	1	1
можно только	1	2
другой как	1	1
ее т	1	1
этих элементов	2	1
этого термина	2	1
этом романе	1	3
всецело определяется	1	1
зрения его	1	3
искусства говорит	1	1
к этим	1	1
литература но	1	1
как их	2	2
художественного произведения	6	7
в сущности	4	2
направлении к	1	4
хотя бы	6	6
условность является	1	1
моменты в	1	1
слова у	1	1
органическое единство	1	2
не из	1	1
самым наивным	1	1
в шкловский	14	3
более и	1	1
и здесь	3	1
в настоящее	1	1
как данность	1	1
от форм	2	1
прямой идеологической	1	1
шкловский в	1	2
с другими	10	1
самого начала	2	1
как высказывание	1	1
и по	2	1
одной плоскости	1	3
но в	4	6
и каждого	1	2
произведения в	2	6
в контексте	1	1
эйхенбаума как	3	1
говорят что	1	1
в отличие	2	2
для предпочтения	1	1
сих пор	1	1
являются только	2	2
развертывается в	2	1
формы высказывания	1	1
мотивировки и	1	3
должно брать	1	1
от одного	2	2
от характера	2	1
эту конструкцию	1	1
тем не	1	2
формалистов о	1	4
истории литературы	6	6
конце концов	2	2
определяет все	1	1
данное время	1	1
при этом	9	8
каждый элемент	4	4
именно и	1	1
оно становится	1	2
бы наивно	1	1
формалистической поэтики	3	1
того что	3	3
в форме	1	1
том что	2	4
строго говоря	1	1
типа как	1	1
в ней	6	5
материала и	4	3
и лишь	2	2
так при	1	1
конструкции произведения	3	1
языке как	4	2
именно это	1	2
в этих	2	3
в произведении	1	3
для создания	2	1
автора и	1	1
который будет	1	1
чем же	3	2
идеологического творчества	1	6
и следовательно	1	3
форма и	1	1
говорит эйхенбаум	3	2
и направлений	1	1
творчества с	1	1
ни была	3	1
сама по	1	1
работы но	1	1
что каждый	1	2
сами формалисты	1	1
характерно следующее	1	2
ведь и	1	1
становится и	2	1
часть социальной	1	1
в котором	2	2
и сказ	2	1
собственном смысле	1	1
шкловский не	1	1
что его	1	1
из их	1	1
как таковой	3	3
их теории	1	3
для него	7	1
художественных произведений	1	1
сам по	3	1
же степени	2	1
того же	1	3
этого и	1	1
действуют в	1	1
не о	4	3
смысла и	2	4
к новому	1	1
сознания а	1	1
как ее	3	4
совсем не	2	5
что о	2	1
в искусстве	2	7
и прием	3	4
они пришли	1	1
в другие	1	1
в понятии	2	1
входит в	4	8
смысла как	1	1
этих направлений	1	1
предмет на	1	1
элемент произведения	1	2
был бы	1	2
у акмеистов	1	1
иное значение	1	1
однако отметить	1	1
в реальном	5	5
отвлекается от	2	2
в слове	5	4
оно не	4	3
то ни	2	4
в язык	1	1
языка как	11	2
теорией формалистов	1	1
но все	3	1
мы увидим	1	2
перехода от	2	1
научной работы	2	2
новые формы	1	2
схемой для	2	1
можно было	1	1
что это	3	3
говорит о	1	1
и это	2	2
то убедимся	1	1
он пишет	2	1
его форм	1	1
сюда же	1	1
с другим	1	1
процессе этого	2	2
же не	1	1
произведения от	1	1
построения романа	1	2
не об	1	2
еще более	5	1
ведь это	1	1
без всякой	3	2
быть конечно	2	1
истории формального	2	1
от них	1	1
евгения онегина	1	1
который был	1	2
в связи	10	4
конкретной ситуацией	1	1
высказываний в	1	1
но вовсе	1	2
быть абсолютно	1	1
во все	1	1
форм высказывания	1	1
их теория	1	1
