3gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_3gram
из подполья не	3	1
бы то ни	4	2
по отношению к	5	8
с другой стороны	3	3
что дело идет	1	1
не могут завершить	1	1
стиль и тон	3	1
поэтому он и	1	1
художественного мира достоевского	1	1
для себя самого	4	1
кругозор самого героя	1	3
он не может	3	1
по себе как	1	1
в нем и	1	1
слово о мире	1	2
друг друга но	1	1
но все эти	1	1
к нему и	5	2
как и его	1	1
диалог в сущности	1	1
отношении к другому	3	1
для него самого	1	2
самосознание и слово	1	1
в данном случае	1	2
героя и его	2	3
рассказа изменяется сравнительно	1	1
но все же	1	2
к правде правда	1	1
с беспорядочным началом	1	1
от какой бы	1	1
как мы сказали	1	1
так и в	2	1
можно сказать что	1	1
достоевского переходим к	1	1
должно отметить что	1	1
большей или меньшей	1	1
с ним и	1	2
по замыслу достоевского	7	1
в обычном смысле	2	1
он в сущности	3	1
в то же	12	9
словом о себе	2	1
в этом отношении	1	3
к чужому сознанию	3	1
в речах хромоножки	1	1
из подполья но	1	1
и только в	1	1
это последнее слово	1	1
как мы видели	2	1
друг к другу	1	1
тем что он	2	1
бы сказать так	1	1
о себе самом	5	9
у достоевского никогда	1	1
ни в одном	1	1
и по отношению	1	1
и слово о	2	1
тенденция к нему	1	1
в житии зосимы	1	1
вполне понятно что	2	1
достоевский не знает	1	1
с самого начала	8	1
человек из подполья	7	4
рядом с этим	1	1
неотразимо возвышает его	1	1
в самом деле	3	2
его ум и	1	1
в каждом романе	1	1
входит в его	1	1
человека из подполья	13	2
друг другу как	1	1
в самом построении	1	2
сохранить за собой	1	1
до сих пор	1	2
сама по себе	2	1
речах хромоножки в	1	1
и слово героя	1	1
не только слово	2	1
правда неотразимо возвышает	1	1
в произведениях достоевского	2	3
для него в	1	1
в творчестве достоевского	3	4
с точки зрения	4	13
к себе самому	14	1
же степени как	1	1
как бы ни	1	1
то что я	2	1
мы уже говорили	3	1
что он сам	2	1
в романах достоевского	3	5
у достоевского как	1	1
в один из	1	1
в этом смысле	4	10
особенно отчетливо и	1	1
именно тем что	2	1
правде правда неотразимо	1	1
и во всяком	1	1
тон рассказа изменяется	1	1
а в то	1	2
в мире достоевского	3	4
даже в пределах	2	1
почти никогда не	1	1
в бедных людях	1	1
раз и навсегда	1	1
или меньшей степени	1	1
концу даже тон	1	1
всяком случае не	1	1
что же касается	1	1
же время не	2	3
и в целом	1	2
в вас нет	1	1
радости и веселья	1	1
если б я	1	1
изменяется сравнительно с	1	1
то все же	2	1
как будто бы	1	1
к слову героя	1	1
что же это	1	1
как бы в	1	2
он знает и	1	1
с чужим словом	1	1
и в других	1	1
наконец в житии	1	1
подполья не только	2	1
должна была быть	1	1
к нему все	1	1
что он есть	1	2
но у достоевского	1	1
но в то	3	5
сердце к концу	1	1
достоевского никогда не	1	1
в конце концов	3	5
и в нем	3	1
идея у достоевского	1	1
с самим собою	7	1
подобно тому как	2	3
самого начала все	1	1
тоже не может	1	1
и если не	1	1
и идеологической позиции	1	1
как если бы	1	1
о себе значит	1	1
не может быть	6	4
по ту сторону	2	2
не столько в	1	1
в отношении друг	1	1
из подполья я	1	1
и т д	2	1
но и не	1	2
каков бы он	1	1
самим по себе	1	1
себе самому и	5	1
там где он	2	1
а не о	1	1
самая установка рассказа	1	1
он и не	2	1
свои мысли в	1	1
к другому моменту	1	1
хотя бы и	2	2
в замысле достоевского	1	1
как нам кажется	1	1
как и у	3	1
слова и его	3	1
то что в	1	1
