2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram
личность и	3	2
же есть	3	2
выйти за	5	1
в обоих	1	1
говорил о	2	1
в мифе	6	16
– итак	1	2
и они	1	2
как раз	4	5
все в	1	2
разную степень	1	3
вовсе нет	1	1
только это	1	1
что она	5	14
глубочайшее и	1	1
что если	3	3
что всякая	1	3
и что	9	5
вещи не	1	1
и c	1	1
личности но	3	2
есть вообще	3	1
и –	9	4
себя и	3	1
веры это	1	1
в противоположность	2	2
и притом	3	7
где все	1	1
не бывает	1	1
логически т	1	1
значение может	1	1
личностного бытия	1	3
не зависит	1	1
мне и	1	1
иметь в	2	2
они –	5	1
это то	1	1
что все	4	1
религии что	1	2
вещи в	1	4
и надо	1	2
сказать что	6	10
имеет значения	1	1
вместе с	2	2
религиозное создание	2	1
мифология но	3	1
категория которая	1	1
но вы	1	1
именно о	4	1
всегда будет	1	1
живая личность	1	2
которая бы	2	1
должны быть	4	3
брать как	1	1
и мифология	1	4
всего то	1	1
аллегория но	1	2
так чтобы	3	2
она имеет	1	1
известно что	3	1
это я	1	2
то в	5	1
и его	7	5
и вне	2	1
ли тут	1	1
вне всякой	2	1
– a	1	1
об ее	2	2
мифической отрешенности	1	10
это как	2	3
она –	4	8
я не	5	6
это есть	13	8
только один	1	1
без религии	3	1
как таковую	1	1
так но	1	1
той или	4	4
говоря уже	3	2
и прежде	1	2
она в	3	1
большею частью	1	2
таково что	2	1
одинаковой мере	1	1
и показать	1	2
таких примеров	1	1
в частности	2	2
внимание что	1	1
это дает	1	1
будет содержать	1	1
иная степень	1	1
и даже	6	14
может не	1	4
и очень	1	1
это нисколько	1	1
и тем	6	1
– вовсе	1	1
во внимание	2	3
что то	1	1
только в	7	5
в смысле	5	5
из тех	1	1
a но	1	1
только такой	1	1
вообще искусство	1	2
оно и	3	1
понятия мифа	4	1
как в	3	2
и я	1	2
мы уже	3	8
тем более	6	1
энергийное феноменальное	1	1
у вас	1	1
ибо в	1	1
только она	1	1
и всякое	1	1
может и	2	2
но о	2	2
есть специально	3	2
есть и	3	6
случае не	2	1
содержит в	1	4
в их	3	2
оно само	1	1
что бы	1	2
в себе	8	15
идея и	3	2
за это	1	1
нельзя выйти	1	2
и творимая	1	1
и понятно	1	1
как все	1	1
самих этих	1	1
знаем и	1	1
в древней	1	1
бы уже	1	1
в новом	1	1
мифического субъекта	3	1
и вместе	1	1
никакого суждения	1	1
структура самого	1	1
в разных	2	3
слово –	2	1
всех возможных	1	1
и этого	1	1
я говорил	2	1
с ним	3	4
мифологией и	2	6
не очевидно	1	1
слово и	1	1
и более	1	3
когда есть	1	2
видели уже	1	1
судить о	1	1
и вот	11	4
нельзя будет	1	1
та или	3	2
вечное и	1	1
не мешает	2	5
религия есть	1	8
есть уже	1	2
так диалектически	1	1
она или	1	1
так или	1	2
то или	3	4
мифического и	1	2
– тоже	1	2
ни аллегория	1	1
не могу	1	6
потому что	10	14
если есть	2	1
и то	3	7
всех этих	1	3
что лучше	1	1
все время	1	3
совершенно необходима	1	1
не просто	7	12
все они	1	1
так как	14	14
личность может	1	2
– как	5	2
и всегда	1	1
итак мифическая	1	1
зрения чисто	1	1
как будто	2	7
даже не	2	1
вопрос в	1	1
всего прочего	1	1
везде и	1	1
ни чисто	3	1
на этом	3	2
не могут	2	4
или других	3	2
есть личность	3	1
смысл и	3	2
говорим о	1	1
некое самосознание	1	1
что под	1	1
осуществленность интеллигенции	1	2
мы тогда	1	1
лишь как	4	1
из себя	1	1
и ясно	1	1
и с	4	5
я и	1	2
же –	1	4
т н	2	1
незаинтересованным удовольствием	1	1
ни вообще	2	2
же должны	1	1
и всякий	1	1
е в	2	3
есть явление	1	1
ее и	1	1
тут же	1	4
также и	4	2
себе же	1	1
именно на	1	1
с другой	1	5
в другое	1	2
дело не	1	2
в чем	8	3
было бы	9	3
личность –	2	1
голову и	1	1
только к	1	2
очевидно что	1	2
бытие идеальное	1	1
я да	1	1
бы только	4	2
именно в	5	2
имеем не	1	1
мы не	9	1
и другого	1	1
только тот	1	1
самосознание и	1	1
в религии	1	6
метафизическое построение	1	1
быть в	5	4
поэтическая отрешенность	1	1
оно –	3	2
смыслу своему	2	1
познания и	2	1
гораздо более	1	1
всякому ясно	1	1
с одной	1	2
миф о	1	2
мифологию –	2	1
точно так	2	1
быть и	3	4
тут мы	2	2
нет никаких	1	1
том как	2	2
если хотите	1	2
и из	2	3
но разве	1	2
же как	1	3
это делается	1	1
очень много	2	1
бытия и	4	1
все это	9	4
е как	1	1
другое она	1	1
мы будем	2	1
что я	5	2
время и	2	2
мифологии и	8	7
после многих	1	1
формы бытия	1	1
потому и	1	1
совершенно не	3	7
этом смысле	4	1
равно как	2	1
возможна только	1	1
не ставится	1	1
и если	3	4
думают что	2	2
или не	4	2
в инобытии	1	1
некоем неделимом	1	1
только что	2	5
нет без	1	1
и во-вторых	2	1
два плана	2	1
образом в	1	1
и мы	7	3
личности и	10	6
не всегда	3	1
личности которая	2	1
а это	2	1
что он	7	6
данном случае	1	2
к жизни	3	1
ибо каждая	1	1
есть просто	6	3
по сравнению	2	1
пространства и	1	7
реальность и	2	1
допустим что	2	1
что и	6	5
уже не	9	3
есть все	2	1
в силу	4	5
человек и	1	1
мы также	1	1
а эти	1	1
хотя бы	4	4
мы тут	1	1
показал как	1	1
изолированных функциях	1	2
здесь как	1	1
и по	2	4
неделимом образе	1	1
другое –	1	1
она еще	1	1
а я	1	2
тут в	2	1
неотделим от	1	3
есть ни	9	6
вот мы	1	1
человеческого творчества	1	1
в ней	5	2
раньше не	1	1
пределы мира	2	2
в свое	2	1
и также	1	1
тому чтобы	1	1
ведь и	2	1
из их	1	1
мог бы	2	1
сам по	2	3
что будет	1	1
конечно такое	1	1
что личность	2	2
или другим	2	2
сферу где	1	2
говорил что	1	2
без этого	1	4
но все	2	2
должны сказать	1	1
в связи	1	4
и тех	2	1
одних и	2	1
– личность	2	2
в предыдущем	3	1
для меня	2	1
если нет	1	1
не от	1	1
общего с	3	1
проще всего	1	1
и сплошно	1	1
как о	2	1
мифическую отрешенность	1	3
что отношения	1	1
не лишая	1	1
будем говорить	1	2
к религии	4	1
как нельзя	1	2
мы наблюдаем	1	1
значения хотя	1	1
за пределы	3	4
категория в	1	1
есть нечто	2	8
не как	4	2
действительности и	1	1
в каком	5	4
есть по	2	1
– на	1	1
в особенности	4	1
не будучи	1	2
миф же	1	3
должна быть	7	5
отграничения от	1	1
мифология а	1	1
та же	3	4
это уже	1	2
между мифологией	2	5
ни в	8	10
что в	7	7
в своей	3	8
но если	5	1
входить в	1	1
нельзя ли	1	2
в основе	10	1
из ее	2	1
зависимости от	1	2
и незаинтересованное	1	1
есть тоже	2	1
бы мы	1	1
что на	2	2
и стало	4	5
раз навсегда	1	1
что миф	5	5
только не	3	2
входя в	1	1
в идеале	1	1
в основу	1	1
не то	1	5
сам же	1	1
не может	11	9
есть какой-то	1	1
и восторженно	1	1
категория сознания	1	2
того или	2	2
и нигде	1	4
этой отрешенности	1	1
никаких сомнений	1	1
это время	1	3
действуют всегда	1	1
данной личности	2	1
о том	5	5
его не	1	2
в виду	9	5
на то	5	1
в новую	1	2
религию то	1	1
главным образом	2	1
есть догмат	1	4
может быть	17	20
это взаимоотношение	1	1
и можно	5	2
ни с	4	4
в одной	1	4
однако так	1	1
планов действительности	1	1
но жизненно	1	1
самого по	1	1
совершенно без	1	1
миф но	1	2
она не	4	8
всегда оценка	1	1
жизни –	1	2
с тем	4	2
такое положение	1	1
более не	3	1
в глубине	2	1
эти два	2	2
личность есть	7	11
можем сказать	2	1
отличие от	2	1
выдумка или	1	1
но та	1	1
природы и	2	1
себе свою	1	1
или иная	2	2
думаете что	1	1
не содержать	1	1
показывает что	2	1
не было	2	3
но ведь	1	2
и при	2	2
души и	1	2
с ними	4	2
в этой	4	3
одна и	1	4
само по	4	2
самая обыкновенная	1	1
на ней	1	1
вызывает никаких	1	1
они и	1	1
во всяком	2	2
себе а	1	1
и вообще	7	6
итак личность	1	2
не говоря	3	2
есть своя	2	1
начинаем говорить	1	1
не только	8	19
он не	1	4
всякой чужой	1	1
становления не	2	1
– вне	1	1
чтобы эта	2	1
о времени	3	1
человека например	1	1
мифическая отрешенность	1	10
– во	1	2
и тела	1	1
что одна	1	1
и становится	1	1
есть выдумка	2	1
мы отнюдь	1	1
создавать такие	1	1
это только	1	3
и наука	2	1
не вызывает	1	1
мы в	1	2
еще нет	1	1
религии но	1	2
в душе	1	7
потом и	1	1
по себе	13	18
даже и	3	1
и становления	1	1
или вообще	3	3
самый принцип	1	2
утверждаю что	5	1
ближайшее рассмотрение	1	1
ни просто	3	1
а в	1	4
видим в	2	1
же будет	1	1
наука и	1	2
это одно	1	1
остановиться на	1	1
я хочу	1	1
их и	1	1
солнца и	2	1
но с	1	1
бы на	1	1
одно –	1	1
и всякая	1	2
она всегда	4	1
она хочет	4	1
на высоте	1	1
не знаю	1	2
у которого	1	1
что с	2	2
личности мы	1	1
что есть	2	2
чтобы она	1	1
я же	1	2
миф как	3	4
специально религиозное	2	1
и только	2	4
это будет	3	1
хотя в	1	2
сущность мифического	1	1
идеальное но	1	1
мы должны	4	2
с какой	1	1
осуществленная интеллигенция	1	3
и напряженность	1	1
и говорить	1	2
у меня	1	3
всю жизнь	1	1
– то	3	2
тех же	2	1
смысле слова	1	1
осуществленность и	1	1
и как	4	10
иной раз	3	5
та которая	1	2
вернее же	1	1
что такое	5	3
становление и	2	4
жизненно ощущаемая	1	1
и никакого	1	1
как таковая	2	1
не быть	1	2
точки зрения	14	12
что именно	7	1
по которому	1	1
мы понимаем	1	1
но и	4	12
и труднее	1	1
в ее	2	4
и личности	1	1
инобытии и	1	1
не знает	1	1
или как	1	3
себя в	2	2
приводить тут	1	1
во всем	2	1
только для	3	1
на самом	1	2
только его	2	1
я приведу	1	2
самого мифа	2	1
– мы	5	3
мифология и	2	3
тут –	2	7
полная противоположность	1	1
говорить о	11	5
крайней мере	7	9
в этом	11	8
почему же	1	1
волевых актов	1	1
что мы	7	2
между собою	2	3
религия но	1	2
точка зрения	1	1
иначе не	1	1
– только	3	1
и неизвестно	1	1
одна из	1	1
из этих	2	1
всякая личность	1	1
действительность являющаяся	1	1
диалектически необходимая	1	2
их в	1	2
– это	5	6
и когда	2	4
заключается в	2	4
– сила	1	1
какой стороны	1	1
синтезируется в	1	1
делает ее	1	1
не будет	2	2
котором неизвестно	1	1
бытия мифического	1	1
о личности	10	1
во времени	1	4
ту или	2	1
вечности следовательно	1	1
смысле но	1	1
основная диалектика	1	1
только лишь	1	2
алогическое становление	2	4
мы начинаем	2	2
двух или	2	1
можно сказать	5	5
интеллигенции и	2	4
в нем	5	10
и начинается	1	1
во всех	2	2
или иначе	2	2
в дальнейшем	1	1
в некоем	2	2
или по	4	2
идею и	3	1
– самая	1	1
и событий	2	1
не раз	2	2
в это	1	3
как нечто	2	4
религия не	1	5
или в	7	2
самый предмет	1	1
явлений и	1	2
конце концов	1	1
истории и	2	1
а именно	6	5
том что	10	10
и идея	1	1
диалектического метода	1	1
о котором	1	3
именно это	1	1
она и	1	2
с научной	1	1
форма и	1	3
и следовательно	3	5
углубляясь в	1	1
ни одной	1	1
как таковой	5	4
только о	3	2
весь предыдущий	1	1
чувства и	2	1
однако это	1	2
в голову	1	1
ни на	6	2
самоутверждение личности	2	8
всегда есть	2	2
невозможна без	2	1
оно не	2	1
сердце и	1	1
его составные	1	1
с другим	1	1
же не	1	3
действительно не	1	1
субстанциальное самоутверждение	1	3
оно есть	4	3
схема ни	1	1
есть религия	4	3
