2gram	Vinokur_KulturaYazyka_partition_part3_wordlist_2gram	Vinokur_KulturaYazyka_partition_part1_wordlist_2gram
рядом с	5	1
это еще	1	2
чем можно	1	2
и потому	4	1
целого ряда	1	1
совершенно ясно	1	2
пусть даже	1	1
слова в	1	4
п так	2	1
есть и	1	1
строгом смысле	1	1
в их	3	6
же до	2	2
зрения как	1	1
т д	14	8
в современном	1	1
мы находим	1	3
себе представить	1	2
из самых	1	1
к собственно	1	1
в себе	3	1
и того	2	2
между ними	2	1
на примере	2	1
вряд ли	1	1
с этого	1	1
как на	3	8
культурная жизнь	1	1
в словах	1	1
к тому	5	3
и становится	2	1
на себе	6	1
на основе	1	1
формы в	2	1
ср далее	1	1
самих этих	1	1
фраза из	2	1
языка в	12	6
его словарь	1	1
предметы и	1	1
перед нами	1	1
одной стороны	1	4
только как	1	4
своеобразная проблема	1	1
своему содержанию	1	1
бы не	1	3
а лишь	1	3
и прочих	2	1
и те	1	1
наблюдаем в	1	1
бы уже	2	2
хорошо известна	1	1
и для	2	1
это только	3	1
в области	7	14
нашей прессы	1	4
мы в	1	1
в основных	1	1
на память	1	1
можно понимать	1	1
внутренней форме	1	1
в лингвистической	2	1
и вместе	1	1
грамматическом смысле	1	1
и уже	1	1
в первом	3	5
обстоятельство что	8	3
данном отношении	2	1
грамматических отношений	1	1
основываясь на	1	1
одного и	2	2
практической стилистики	3	4
увидим ниже	1	1
лишены внутренней	1	2
по себе	2	6
не потому	5	3
понять эту	1	1
не менее	7	12
еще не	5	9
ни одного	2	2
в критике	1	1
для достижения	1	1
целый ряд	5	4
не столько	2	4
быть предметом	1	1
к его	1	2
нельзя более	1	1
но на	1	3
в условиях	1	2
слова как	3	2
имеем в	1	1
все содержание	1	1
а в	5	5
тому что	3	4
однако что	1	4
тех или	1	1
и н	1	1
имею в	1	2
убедиться что	2	4
и более	2	3
когда есть	1	1
в каждом	2	1
слов и	1	5
видели уже	1	1
это указание	1	1
силу того	2	1
а во-вторых	2	2
и должно	2	5
эти случаи	2	1
пушкина но	1	1
что речь	1	1
для своих	1	1
и вот	1	3
я хочу	1	3
более что	1	2
поэтому и	1	1
с известными	1	1
по преимуществу	2	3
в своем	3	4
в нашем	1	7
одного из	1	1
и без	1	2
первостепенной важности	1	1
но с	2	1
советской канцелярии	1	1
и на	4	1
имеет здесь	1	1
то легко	1	1
культуры языка	4	2
в сторону	2	1
в различных	1	2
не имеют	3	1
которые в	1	4
от друга	1	1
есть уже	1	1
нашей теме	1	1
по крайней	5	1
и всякая	1	1
и иной	1	2
мы обязаны	1	1
наших глазах	1	1
речи с	1	1
в двух	1	2
таким путем	1	1
социального общения	3	1
для того	16	12
по происхождению	1	2
языка который	2	1
первом случае	1	2
возможна и	1	1
постановка вопроса	1	1
как и	2	5
мы были	1	1
содержании и	1	1
не знаю	2	1
потому что	23	12
русской лингвистической	1	1
язык никогда	1	1
конечно и	1	1
что для	1	1
нуждается в	3	1
пришлось бы	2	1
хочу сказать	2	1
но вот	2	1
языковых форм	2	1
что с	2	1
одно только	1	2
исключительно лишь	2	1
например или	1	1
а то	2	2
внутренняя форма	2	3
на том	3	2
в самом	10	13
же время	2	1
тогда как	2	1
смысле что	1	1
в то	2	3
и то	3	1
по отношению	8	3
никогда не	2	1
так называемые	3	1
всех этих	1	1
в россии	1	2
на более	2	1
как важнейшего	1	1
и в	24	23
уже само	1	1
все время	1	1
отношении между	1	1
знание о	1	1
так же	4	2
нельзя возразить	1	1
речь а	1	1
первых порах	1	1
без всякого	1	1
и где	1	1
прошлого столетия	2	1
не просто	5	2
а на	2	1
к нашей	1	2
на наших	1	1
так как	9	9
говорить как	1	1
учению о	1	1
и только	1	3
значение в	1	2
но не	5	3
не умеет	1	1
наших дней	1	1
в стороне	2	1
не в	11	5
возможно и	1	1
фактов и	1	1
говоря о	1	1
как будто	1	1
для нас	2	4
и литературной	1	1
так чтобы	1	1
которого собственно	1	1
если можно	1	1
сводится к	3	1
звук языка	5	1
не мало	1	1
есть язык	3	3
о грамматическом	1	1
на этом	1	2
не могут	2	5
лишь так	1	1
в которых	6	3
по существу	4	3
чаще всего	1	1
внимание не	1	1
смысл и	2	2
это богатство	1	1
имеем право	1	1
думать что	1	1
в конечном	1	1
механизм языка	1	1
те или	1	1
в известной	1	1
говорим о	1	2
и иных	1	1
раз и	1	2
в таких	4	2
лишь как	2	1
как это	3	7
отношении к	1	1
речь в	4	2
с этим	4	1
лишь в	2	8
на письме	1	3
не сказано	1	1
на место	1	1
тех же	1	4
но также	2	5
языка и	8	2
речь идет	2	3
которые можно	2	2
я и	1	3
и с	5	3
разумеется и	2	1
бы привести	1	2
но это	1	5
должен предупредить	1	1
всего лишь	1	1
все слова	1	1
смысле слова	1	2
мере в	6	1
в него	1	1
слов в	2	1
как проблема	1	3
от мысли	1	1
уяснить себе	1	1
не для	1	1
должен решаться	1	2
друг другу	1	1
что слово	3	3
на мой	2	3
когда он	3	2
язык есть	6	4
так называемых	1	1
как следует	1	1
образом не	1	2
тех случаях	2	1
слова через	1	2
письменной речи	3	4
же в	4	1
е в	2	2
тем для	1	1
конечно не	2	2
не звук	1	1
техникой речи	1	1
культура языка	2	2
также и	2	5
для этого	3	6
принадлежит в	2	1
это не	7	3
слово в	1	3
с другой	7	7
том-то и	1	1
и как	2	2
а если	3	1
не самый	1	1
значении т	1	1
так уж	1	1
должно быть	3	7
именно к	1	1
но он	1	1
далеко не	1	5
звук речи	1	1
сторону дела	1	1
дело не	2	2
повседневной жизни	1	1
было бы	15	16
того как	4	7
языке вообще	1	1
в чем	1	5
что такое	6	4
языке нет	1	2
как бы	7	5
общения и	2	1
духовной культуры	2	1
в процессе	1	3
системе русской	1	1
более или	3	2
сокращения наши	2	1
сокращенных именований	1	1
очевидно что	3	3
звуков языка	1	1
дело что	1	1
казалось бы	3	1
прежде всего	9	9
они значат	1	1
тех кто	1	1
о его	1	1
точки зрения	14	23
русской культуры	1	1
не мог	2	1
а с	3	3
в теории	1	1
что именно	1	3
его грамматическую	1	1
совершенно ином	1	1
у нас	10	10
но и	6	3
далеко еще	1	1
и стилистических	1	1
в ее	1	4
именно в	6	3
эти слова	1	2
нужно еще	1	1
вот этот-то	1	1
легко убедиться	1	1
приходим к	1	1
до сих	4	8
только то	1	3
практическая стилистика	4	2
е с	1	1
время в	1	3
не знает	1	2
в противном	1	1
в зависимости	5	7
и дело	1	1
будто бы	1	1
языка нашей	1	1
форме и	1	1
том чтобы	8	4
эту сторону	1	2
слов которые	1	1
речи это	1	1
на протяжении	1	2
образом если	2	1
речи а	1	2
понятно при	1	1
новый оттенок	1	1
только для	1	2
понимается именно	1	1
в результате	5	3
ли в	2	1
на самом	2	3
которая в	1	1
сказано в	1	1
так называемую	1	2
зависит от	1	1
человек который	1	1
этой точки	2	1
против того	1	1
стоит в	4	1
быть в	2	2
здесь внимание	1	1
в целом	4	4
говорить что	1	3
особую систему	1	1
это одновременно	1	1
уже совсем	1	1
заявил что	1	1
что не	5	4
что эти	4	2
в строгом	1	1
и пр	15	3
вот и	1	1
если это	1	2
а не	8	11
мысль а	1	1
этот вопрос	1	3
все что	1	1
говорить о	1	6
с этой	2	3
с одной	1	4
крайней мере	5	1
ряде случаев	2	1
в этом	14	16
тот или	1	2
если мы	2	7
превращается в	2	1
конечно только	1	1
все те	2	2
научное языковедение	2	3
со своей	1	1
именно так	2	2
это действительно	1	1
слово с	2	1
она была	1	1
синтаксис и	1	1
стилистика в	1	2
предупредить что	1	1
как же	1	3
и делает	1	1
в редакцию	1	1
что мы	1	2
когда говорят	1	1
поэзии и	1	1
или даже	1	1
здесь следовательно	1	1
таких слов	2	2
здесь из	1	1
к иностранным	1	2
пределах данной	1	1
также что	1	2
но точно	1	1
важно что	1	1
и орфографические	1	1
еще однако	1	1
не даром	1	1
этого не	2	1
каждой из	1	2
можно себе	1	1
а только	8	1
но вернемся	1	1
оказывается что	1	1
бы язык	1	1
лишь после	1	1
же как	1	1
и один	1	1
иными словами	4	8
п все	1	2
можно и	1	1
научного языкознания	3	1
очень много	2	2
из этих	4	5
в общем	3	6
в языке	8	7
в первую	4	3
этого слова	3	4
все это	6	2
звуки языка	1	1
заключается не	1	2
о слове	1	5
научной литературе	1	2
мы называем	1	2
лишь тогда	1	1
е как	4	3
как например	2	2
состоит в	3	2
есть лишь	3	1
и есть	2	5
как именно	2	1
с проблемой	1	1
чтобы эти	1	1
в качестве	7	2
самом деле	9	14
на своем	1	1
те синтаксические	1	1
случайно и	1	1
история литературы	2	1
уже а	1	1
что касается	2	1
мысли и	1	2
ср также	2	1
что я	2	1
а может	1	1
о нем	2	1
хотя и	3	5
не так	1	3
форм в	2	1
конструкцией так	1	1
грамматическую систему	1	2
заключается в	2	4
например и	1	1
целого которое	1	1
деле в	1	1
не трудно	7	3
они не	3	3
он есть	3	1
вернемся к	1	2
например в	5	1
еще их	1	1
этого рода	6	3
отдельные члены	1	1
то же	8	6
и со	1	1
быть что	1	1
практической стилистике	1	1
смысл только	1	2
когда в	2	2
ответа на	1	2
той мере	5	1
нам только	1	1
могло бы	1	3
на практике	3	4
он приходит	1	1
можно конечно	1	2
слишком ясно	1	1
является не	1	1
из элементов	1	1
связана с	1	1
бы сказать	1	3
которое и	1	1
не язык	1	1
совершенно не	1	5
этом смысле	3	1
которые не	1	1
другое дело	2	1
школы с	1	2
не дает	1	2
говоря об	2	1
значение и	2	1
возможна только	1	1
указывает что	1	2
следует из	1	1
это же	1	1
в какой	6	3
в речи	3	1
xix века	5	3
можно говорить	2	10
не нужно	1	1
можно считать	1	1
и если	3	2
наше время	1	1
при том	2	1
слова т	1	1
и именно	2	3
укладывается в	1	1
решаться в	1	2
что же	6	5
только что	1	2
в такой	1	1
более того	1	1
противоречии с	1	1
и общая	1	1
с гораздо	1	1
и остается	1	1
я говорю	1	1
например не	2	1
и их	1	1
столь же	1	4
истории русской	1	1
поэтому что	2	1
п для	1	1
и спорить	1	1
стилистическом отношении	1	1
вопрос о	2	11
внутренней формы	1	2
и мы	2	1
в которой	6	1
свою мысль	1	1
не всегда	2	1
и должны	1	1
а ведь	1	1
можно сказать	3	2
точку зрения	1	2
в том-то	1	1
по своим	2	1
ничего не	2	6
вопрос этот	1	2
вопрос об	1	2
в стилистическом	1	1
пр и	1	1
в словаре	1	1
что он	6	6
что они	4	2
де соссюр	12	1
заинтересован в	1	1
на эту	2	1
к жизни	2	1
языке в	1	1
с совершенно	1	1
в лингвистике	3	1
е она	1	1
в дальнейшем	1	2
поскольку они	1	1
первую очередь	2	3
в современной	2	1
морфология и	1	1
и хочу	1	1
что и	4	6
один из	4	4
виду не	1	1
на литературный	1	2
уже не	8	8
правильно в	1	1
ясно что	3	4
с точки	9	16
в повествовании	1	1
же и	2	1
но только	1	1
уже из	2	1
теории но	1	1
это слово	3	1
можно только	1	1
в силу	10	6
особенности в	1	1
язык вообще	1	1
в письменной	1	2
этом роде	1	1
базу в	1	1
я в	1	3
между прочим	2	8
не надо	1	1
русском языке	4	3
почву для	1	1
представление о	3	1
а имеет	1	1
в сущности	3	4
таковы например	1	1
думаю что	2	1
хотя бы	10	9
от степени	1	1
или иной	3	7
мысли что	1	1
совершенно одинаково	1	1
в заглавиях	3	1
и здесь	3	2
которое в	2	2
именно поэтому	2	2
наука изучает	1	1
здесь как	2	2
газетную речь	1	2
последний действительно	1	1
учение о	4	2
что ничего	1	1
во втором	2	1
но в	2	2
в контексте	2	1
не имеет	2	3
можно усвоить	1	1
в отличие	1	2
своего рода	1	2
и понимания	1	1
сих пор	4	8
со всем	1	1
русской грамматики	1	3
в лингвистическом	1	2
тем не	4	9
не значит	1	5
отличаются от	1	1
а именно	2	3
в общий	1	1
я мог	1	1
при этом	6	6
в нашей	1	4
или иных	1	1
того что	9	11
понятие язык	1	1
русский язык	4	4
чтобы выяснить	1	1
области языка	2	2
том что	21	11
но что	1	1
в ней	6	3
внимание на	4	2
языке как	3	1
слово есть	1	3
и стилистической	2	1
т п.	1	2
случае мы	1	1
внешних форм	2	1
о котором	2	1
в этих	4	2
глаза на	1	1
в свое	2	2
разное значение	1	1
и ничего	1	1
же слово	1	1
чуть ли	2	1
в котором	3	2
же относится	1	1
в рамках	4	5
собственном смысле	1	2
как таковой	2	2
для него	1	1
не хуже	1	1
мог бы	1	2
только о	1	2
того же	4	4
на себя	3	2
как к	1	2
ту же	1	1
д и	2	1
в структуре	2	3
же это	1	2
свою очередь	3	1
он язык	1	1
был бы	2	3
я имею	1	2
звуков речи	1	1
с общим	1	1
каждое из	1	1
языковедения и	1	1
бы однако	2	1
в слове	2	4
чтобы с	1	1
то ни	1	1
же значение	1	1
языка как	5	4
но все	2	2
мы увидим	3	1
связь между	1	3
а также	1	4
что это	5	3
можно было	6	11
языке т	1	1
мы сразу	1	1
языковой системы	1	1
сюда же	1	1
нельзя не	1	2
основной характеристики	1	1
свое время	2	2
в данных	1	1
языка т	1	3
иной литературной	1	1
еще более	1	2
может служить	2	2
те качества	1	1
не с	3	2
в связи	3	5
ее целом	1	1
наспех без	1	1
если эти	1	1
убедиться в	1	1
языковой традиции	1	1
если б	2	1
почти всегда	1	1
