2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram	Vygotskiy_Psychologia_partition_part2_wordlist_2gram
говорит он	4	2
отличать от	1	1
есть еще	1	1
его жизнь	1	1
что даже	1	2
басня новелла	1	1
применить к	1	1
в самых	2	1
все эти	7	2
удовольствие от	3	1
этот процесс	1	1
деле мы	2	1
что всякое	2	4
факта что	1	1
в данном	4	3
может и	1	1
что те	1	1
скорее на	2	1
тем же	1	3
что всякий	1	1
совершенно ясно	7	7
слова в	2	1
только мы	2	1
пор пока	1	2
поэзии не	1	1
с самого	1	3
в их	3	3
имеем здесь	1	1
произведение искусства	1	6
т д	2	3
мы находим	2	2
из самых	2	2
из области	1	1
в себе	2	5
и того	1	2
с той	4	2
на примере	2	4
и он	3	2
и другими	1	2
на его	2	3
нашей обычной	1	1
как на	5	11
между ними	1	2
первой главе	1	1
человеком который	1	1
правильно говорит	1	1
к тому	7	8
на целый	1	1
совершенно противоположный	1	1
в восприятии	1	1
как у	1	1
что вся	1	1
искусство как	4	2
художественное произведение	6	5
в эту	1	1
говорит один	1	1
одной стороны	1	12
как если	1	1
исчерпывающей ясностью	2	1
в предмет	1	1
из них	4	2
совершенно аналогично	3	1
и для	4	6
с другом	1	3
это только	3	3
что только	1	1
быть может	1	1
в области	1	1
имеем дело	1	1
мы в	3	1
основе его	1	1
должны мы	1	1
сами по	3	2
до конца	3	2
онегина это	1	1
вообще и	1	1
отличается от	2	2
и уже	1	3
обстоятельство что	1	1
и эти	2	1
она сказала	1	1
всех остальных	2	1
одного и	2	2
в разных	1	1
и указывает	1	1
которые мы	4	1
по себе	12	7
как некоторое	1	1
и является	1	1
любовь к	1	1
не менее	8	1
еще не	2	5
ни одного	1	2
только слезы	1	1
целый ряд	6	3
большей частью	1	1
целым рядом	1	1
вносит в	1	2
так в	2	3
его сознание	1	1
же самое	6	5
душевная жизнь	1	1
к той	1	1
в конце	3	4
и просто	1	1
неизмеримо больше	1	1
имеем в	2	1
зрителя и	1	2
а в	4	4
сильнее и	1	1
все решительно	6	1
тому что	4	8
или же	3	1
указанию на	1	1
форму как	1	1
он только	1	3
мы вправе	1	1
только с	1	1
в каждом	2	2
и татьяны	1	3
фактами нашей	1	1
в русской	1	1
силу того	1	1
д мы	1	1
бы нас	1	1
и вот	3	2
остановиться на	1	1
художественном произведении	5	2
произведение вызывает	1	1
дело в	1	2
что психология	1	1
по преимуществу	1	2
виде как	2	1
на которой	1	1
является в	1	2
в нашем	1	2
утверждают что	1	1
что поэт	1	3
и на	5	3
из которой	1	1
вплоть до	2	1
истинный смысл	1	1
бы на	1	2
которые в	4	1
от друга	1	2
мы едва	1	1
данный момент	1	1
от него	1	4
психологии искусства	15	5
это выражает	1	1
по крайней	1	1
к чувству	2	1
между тремя	1	1
которые оно	1	1
с если	2	1
в двух	1	5
чтобы заметить	2	1
то или	2	1
в психологии	7	3
стало быть	1	1
с двумя	2	3
для того	13	20
жизни с	3	1
кажется ли	1	1
следует отнести	1	1
мы никогда	1	2
раньше всего	1	1
влечения и	2	1
как и	10	6
от басни	1	1
факт что	1	6
тому как	3	1
а когда	1	1
должен был	2	4
совпадают с	1	2
но еще	1	2
потому что	21	23
другую сторону	1	1
что для	7	1
что с	3	6
с такой	1	4
на котором	1	1
встречаемся с	1	1
очень сложных	1	1
для такого	2	1
которые несомненно	1	1
в самом	12	14
при сохранении	1	1
человеком и	3	1
к самым	1	1
на том	2	2
по этому	1	5
образах фантазии	1	2
в то	5	2
и то	3	9
чрезвычайно важный	1	1
никогда не	9	9
героев и	1	1
этом отношении	5	3
в россии	1	1
к такому	1	1
что есть	1	2
для примера	1	1
действие и	2	3
на чувство	1	2
психоанализ и	1	1
материалом или	1	1
и в	32	30
все время	6	20
так же	18	13
психологические законы	1	1
что искусство	4	4
с татьяной	1	3
качественное различие	1	1
размера и	1	1
и где	1	1
так что	3	3
и материал	1	1
далеко не	5	1
благодаря тому	1	1
не просто	1	1
так как	12	9
из его	1	1
противоположный тому	1	2
и только	2	3
значение в	2	1
но не	2	7
есть сложный	1	1
лиц и	2	1
и смерти	1	1
и говорит	2	3
доказать что	1	1
в стихах	1	1
точно как	3	2
не в	8	8
образом все	2	2
нашу мысль	2	1
и отсюда	2	3
при анализе	2	1
для нас	2	3
как будто	7	6
чем это	1	3
видим мы	1	1
то как	3	1
сводится к	2	5
этого факта	2	1
совершенно разные	1	1
душевных сил	1	2
их друг	1	1
на этом	3	6
мы должны	3	3
не могут	3	3
и во	1	1
в басне	15	2
в которых	3	2
по существу	3	2
она из	1	1
оба эти	2	2
представить себе	3	2
стремление к	1	1
и до	4	2
и говорить	2	1
ее художественного	1	1
в конечном	3	1
как она	4	4
те или	1	1
что под	1	1
быть отнесены	1	1
совершенно прав	1	7
что слова	1	1
искусство есть	1	2
как это	4	7
различие которое	1	1
нами в	1	1
хотел показать	1	1
что шекспир	1	4
с этим	4	2
что оба	1	1
на место	1	1
мы все	1	6
показали что	2	2
речь идет	1	1
и с	4	2
именно из	1	2
предположить что	1	2
в сознание	2	1
но это	2	1
исходя из	1	2
самое существенное	1	1
в противоречие	1	1
смысле слова	1	1
в него	2	4
деле это	1	2
что задачей	1	1
под влиянием	1	3
уяснить себе	1	1
это в	2	3
сам собой	2	1
и обращает	1	1
когда он	10	5
полагает что	2	3
поэтического произведения	3	1
знаем что	4	2
ссылается на	3	1
конечно не	1	1
элемент в	1	1
для этого	3	9
и т.д	1	1
рассказывает о	1	1
возбуждает в	1	3
это не	2	3
именно на	2	5
совершенно явную	1	1
образом и	4	2
с другой	3	9
и бессознательное	1	1
в художественном	6	1
и как	7	7
совершенно другой	1	1
и сейчас	3	3
сущности говоря	4	8
говорит мы	1	1
сознательно и	1	1
нас как	1	1
но он	3	3
должно быть	1	2
и совершенно	3	4
искусства по	1	1
его истинный	1	1
которым он	1	1
искусство и	1	1
искусства и	9	5
того как	4	2
было бы	11	5
это значит	3	2
фабула есть	1	1
в чем	4	1
на художественное	1	1
s и	3	2
нам казалось	2	1
сходство с	1	1
о бессознательных	1	1
в процессе	2	1
как изображение	1	1
из всех	2	1
более или	1	1
увидеть что	2	2
бы нам	1	1
психологию искусства	1	3
все остальное	1	1
от других	1	1
в первой	1	1
очевидно что	2	2
казалось бы	2	4
дело с	8	5
быть бессознательным	1	2
прежде всего	1	4
только он	1	1
о его	1	1
указывает на	3	4
точки зрения	17	7
с этот	1	1
себе и	2	2
деле и	1	1
должно служить	1	1
а с	2	5
вместо того	1	1
что именно	3	5
опоры для	1	1
двух основных	1	1
своих героев	1	1
на это	3	1
татьяны в	1	1
к искусству	5	3
но и	10	6
с здесь	1	3
процессе творчества	1	1
искусства но	5	1
для читателя	1	2
широкое и	1	1
именно в	1	6
он может	1	1
в ее	2	3
в очень	2	1
до сих	5	5
только то	1	1
искусства не	1	2
это может	2	2
закона с	1	1
только предположить	1	1
литературном произведении	1	1
предметом изучения	1	1
в зависимости	1	6
будто бы	1	1
внимательно к	1	1
на чрезвычайно	1	1
но именно	1	1
это приводит	1	1
стоит только	2	5
мы не	3	3
чем в	1	2
как свои	2	1
же точки	2	1
не важно	1	1
и форма	2	1
до тех	1	2
мы можем	3	7
том насколько	1	1
же совершенно	1	1
больше и	1	1
образом если	1	2
во всем	3	2
ищем в	1	1
совершенно новый	1	1
бы показать	1	3
близкое к	1	1
только при	1	1
о самой	1	1
он дает	2	2
конца с	1	1
в результате	1	4
если шекспир	1	2
совершенно различного	1	1
на самом	5	2
именно потому	2	3
каждый день	1	1
и вообще	2	1
и наконец	1	3
совершенно справедливо	6	3
сказать ничего	1	1
этой точки	2	1
обладает двумя	1	1
не к	3	1
впечатления если	1	1
говорит с	1	1
в целом	4	5
но эта	2	1
на отдельных	1	1
должен признать	1	1
для других	1	1
ясностью показать	1	1
что не	3	1
чтобы показать	3	2
не что	1	2
а не	7	8
тех пор	1	2
этот вопрос	3	4
все что	2	1
крайней мере	1	1
с этой	4	2
искусство в	2	1
с одной	1	12
и другой	3	1
в этом	13	14
имеет дело	3	4
противоречии и	1	1
если мы	12	16
время как	3	2
и содержания	1	1
все те	2	1
русской литературе	1	1
об этом	3	3
лучше всего	1	1
каким образом	3	2
одним из	1	1
его жизни	2	1
что мы	1	11
и ее	3	1
мы замечаем	1	1
говорит что	7	6
мучительных переживаний	1	1
один раз	1	1
составной частью	1	1
он говорит	5	3
в совершенно	1	6
точка зрения	2	1
здесь с	1	1
в поэзии	3	1
и под	1	2
этому поводу	1	4
на него	2	1
с с	1	1
и искусство	1	1
произведения с	2	1
связь и	1	1
почти все	1	1
а только	3	1
составить себе	1	1
за основу	2	3
стиха и	2	2
и таким	2	2
одна из	1	3
искусство оказывается	1	1
прямо сказать	1	1
же как	4	2
разобраться в	1	1
чувства в	1	3
действующих лиц	3	7
из этих	1	3
взглянуть на	1	1
гораздо естественнее	1	1
этого слова	1	1
с не	1	1
не найдем	1	2
все это	5	2
что чувства	2	1
состоит в	3	3
только одно	1	1
есть лишь	1	1
в качестве	1	2
трагедии и	1	2
в драме	2	1
едва ли	4	2
в сознании	4	1
как именно	1	1
их в	2	1
же самую	2	2
самом деле	16	8
и когда	4	9
мы будем	2	1
могли бы	2	4
которую он	1	1
что касается	1	2
и фантазий	1	2
не останавливаться	1	1
если в	2	1
если я	1	2
о нем	1	1
что тогда	1	1
не так	2	1
ином виде	1	2
с ее	3	1
а третий	1	1
другому и	1	2
заключается в	12	8
когда автор	1	1
и другое	2	2
удовольствие и	1	1
за этим	1	1
только на	5	4
своего исследования	2	1
в стихе	7	4
что оно	2	6
на другом	1	1
например в	3	1
убедимся что	1	1
то же	13	7
который она	1	1
совершенно разных	1	1
когда в	1	2
при помощи	10	1
нам только	1	3
фрейд когда	1	1
исходит из	5	4
могло бы	2	1
его на	1	2
это ощущение	1	1
мы могли	1	4
и дальше	1	2
развитие действия	1	1
для зрителя	1	2
бы сказать	1	2
совершенно не	4	6
этом смысле	1	2
первой и	1	1
которые не	3	1
крайних пределов	1	1
мы при	1	1
не дает	1	2
указывает что	4	5
оказывается совершенно	3	2
формы и	6	3
художественного эффекта	1	1
в какой	2	1
и зритель	1	1
нас не	1	2
и если	1	6
принять во	1	2
том чтобы	3	2
мы почти	2	1
обе эти	1	2
значит быть	1	1
и королева	1	2
с собой	1	1
уже указывали	1	1
что же	3	1
искусства является	4	1
от ощущения	1	1
в себя	1	2
только что	1	4
говорит жирмунский	1	1
всем протяжении	1	1
и их	3	1
столь же	4	1
мы видим	4	8
мы очень	1	1
к указанию	1	1
утверждает что	5	2
мы начинаем	1	1
выражения чувств	1	2
но мы	1	2
и мы	6	16
трагедию но	1	1
куда он	1	1
эта экономия	1	2
в эстетической	1	1
к нему	2	1
в которой	2	3
одной и	4	2
так наше	1	1
можно сказать	1	2
что ни	1	3
которой он	1	1
ничего не	4	2
те общие	1	1
ее на	1	1
что он	13	17
у пушкина	1	1
что по	2	2
выводах к	1	1
легко показать	1	3
данном случае	4	3
и тот	2	1
что они	7	5
произведении искусства	1	1
должен быть	1	2
в нем	4	7
которых мы	3	4
в других	2	1
по сравнению	2	4
заметить что	2	1
во всех	3	2
между содержанием	1	1
нужно принять	1	1
с совершенно	1	2
они утверждают	1	1
по поводу	1	3
себе как	1	1
только потому	2	1
что и	17	3
один из	3	5
он прекрасно	1	1
в действительности	4	1
примем во	1	1
и поэтому	4	3
опять как	2	1
ясно что	7	6
уже не	1	1
отношения к	1	2
с точки	10	2
впадает в	2	1
но только	4	3
он просто	1	1
но так	2	1
в силу	1	3
в своей	3	4
она находится	1	1
звуков в	3	1
убить короля	1	1
басни и	3	2
он в	3	2
мы возьмем	1	1
к этим	1	2
все так	1	1
рта в	1	1
русском языке	1	1
представление о	3	1
художественного произведения	5	3
в сущности	7	12
толстой когда	1	1
различие между	1	1
хотя бы	3	3
фантазии так	1	1
показал как	1	1
когда говорит	3	8
жизни но	1	1
и здесь	2	6
раз обратным	1	1
той точки	1	1
должна существовать	1	1
показать что	5	12
основе искусства	2	1
самого начала	1	3
или в	1	6
не важен	1	1
к действительным	1	1
но в	3	5
благодаря этому	1	1
не имеет	4	1
при восприятии	1	1
коренным образом	1	1
в отличие	1	2
сих пор	5	5
от одного	1	2
заключается что	1	1
и составляет	1	3
эстетического чувства	1	2
он попал	1	1
конце концов	3	2
это очень	2	2
внести в	1	1
только из	5	1
совершенно правильно	4	2
при этом	13	8
оно становится	1	1
в нашей	3	2
и там	1	1
искусства он	1	1
от той	1	2
того что	8	8
художественной формы	12	3
у нее	1	1
том что	21	21
но что	2	1
строго говоря	1	2
в ней	5	4
материала и	2	5
в другом	1	3
что иное	1	2
эти последние	1	1
аффекта и	1	3
в нее	1	2
заключается чтобы	1	2
в этих	2	3
в произведении	4	1
под именем	1	1
на совершенно	1	1
ни к	1	1
и следовательно	2	2
произведением искусства	1	1
что каждый	1	1
искусства с	2	3
полового чувства	1	1
в котором	1	2
это на	1	1
новелла трагедия	1	1
для нашей	1	2
естественно что	1	2
для него	1	3
художник в	1	1
сам по	4	3
этого и	1	1
того же	2	2
своей задачей	1	1
только о	1	2
не о	1	1
чувства и	2	5
как к	3	1
ту же	4	2
к ней	1	1
нашему чувству	1	1
является прием	1	1
свою очередь	2	1
в искусстве	21	6
трудно не	1	1
по выражению	1	1
это означает	2	2
часто в	1	1
видим что	3	3
художественное наслаждение	1	1
был бы	1	5
ни на	3	1
одного за	1	1
этой проблемы	1	1
не кажется	1	2
говорил что	1	2
в романе	2	2
но все	1	2
мы увидим	1	9
который говорил	1	1
связь между	1	2
в прежней	2	2
указанием на	1	1
что это	8	8
можно было	7	3
что ритм	1	4
всех наших	1	1
говорит о	2	4
и это	4	8
психологической теории	3	2
того общего	1	1
два совершенно	1	2
по необходимости	1	1
сюда же	1	1
мы его	1	1
же не	1	2
переходит в	1	1
что их	1	2
и другие	1	3
еще более	3	1
меньше всего	2	3
может служить	3	1
и часто	2	1
в подтверждение	1	1
мы сумеем	1	1
евгения онегина	3	1
не с	1	2
сказал что	1	1
с которым	1	3
с но	2	2
во все	1	1
действительности но	1	1
ничего общего	1	1
