2gram	Ircho_Komedia_partition_part1_wordlist_2gram	Ircho_Komedia_partition_part2_wordlist_2gram
да рядом	1	1
великих дионисиях	1	1
дома в	1	1
не принимает	1	1
средние и	1	2
из комедии	5	6
в каждой	1	1
т п	2	5
европейской культуры	1	1
к дионисию	1	1
в следующем	2	2
между небом	1	1
современного читателя	2	2
ответ на	3	1
и даже	1	5
казнокрадов и	1	1
последних произведениях	1	1
комедии из	1	1
нам не	1	1
и очень	1	1
того чтобы	6	1
то это	2	1
воды похожи	1	1
только в	4	3
в этой	3	7
больше всего	1	1
другой стороны	1	5
менандра по	4	1
отношению к	3	3
сразу же	4	1
временем с	1	1
после этого	2	1
т е	1	13
не могли	1	1
фр и	2	8
к выводу	1	1
идет о	2	3
то и	1	2
ранних комедиях	1	1
которые он	1	2
всяком случае	2	2
пелопоннесской войны	8	13
его с	1	1
соответствии с	1	1
к этому	5	4
варварского бога	1	1
греции и	1	2
видеть в	1	2
другой персонаж	1	1
две комедии	1	2
и эта	1	1
мир в	1	1
как в	3	5
во всяком	2	2
и не	14	8
что у	4	2
пока в	1	1
в положение	3	1
в афины	3	4
древней комедии	8	17
таким образом	6	8
аттическая комедия	2	3
по своему	2	3
не говоря	2	2
народного фарса	2	2
марафоне и	1	1
показывают что	1	1
этот отрывок	1	1
комедии очень	1	1
тем что	3	4
на море	1	3
уже в	4	5
которые делилась	1	2
добавим к	1	1
и после	2	1
в жизни	1	1
части комедии	1	1
пока же	1	1
в изображении	2	1
не только	7	10
и мелкие	1	2
судя по	4	2
он не	2	3
между афинами	1	1
сицилийской экспедиции	1	3
знаем их	1	1
комедии менандра	4	1
там же	1	3
наконец в	2	1
несколько месяцев	1	1
по содержанию	2	3
видно из	2	2
что из	2	1
в истории	5	5
тем же	1	1
одну из	1	2
к своим	1	1
в литературе	1	1
и саламине	1	1
с самого	2	1
со своим	1	5
в их	3	4
поскольку же	1	1
из самых	2	1
из области	1	1
в себе	1	2
против видных	1	1
государственное устройство	1	1
на его	1	5
как на	1	1
г когда	1	1
как известно	2	2
к тому	12	6
в споре	1	2
на себе	1	1
в эту	1	1
в поле	3	1
перед ними	1	1
схолия к	2	1
начала iv	1	1
обстоит дело	1	1
одной стороны	2	3
отношения с	1	1
в древней	4	2
само собой	1	1
в соответствии	1	1
из них	7	10
для их	2	1
и для	4	1
новую комедию	1	1
рабов из	1	2
отрывки из	3	1
в области	1	2
этому времени	2	1
до конца	1	2
с участием	2	3
театре диониса	1	1
при марафоне	1	1
и уже	1	1
до начала	3	2
земли и	1	1
отрицать что	2	1
тоже к	1	1
по себе	1	1
любовь к	1	1
переходит к	1	1
не менее	4	3
еще не	6	2
ни одного	1	1
благодетельного вмешательства	1	1
амфиполе в	1	1
со временем	3	1
целый ряд	2	1
большей частью	1	2
так в	2	4
с ним	1	1
cgf i	2	5
к его	2	1
по сообщению	1	2
э однако	1	1
не могла	1	1
в конце	2	6
второй половине	1	2
в афинах	10	21
на все	1	2
городской бедноты	1	1
среди которых	1	1
доказывает что	1	1
того времени	3	1
комедии кратина	1	2
в принципе	2	2
а в	3	6
стремлением к	1	1
тому что	4	1
поставленной одновременно	1	1
комедии от	2	2
в оно	1	1
делилась аттика	1	2
всего в	2	3
и более	1	1
поставлена в	1	1
представляет собой	1	1
в каждом	3	1
комический эффект	2	1
лет спустя	1	1
афин не	1	1
остановиться на	1	1
аттического населения	1	1
аристофановская комедия	1	1
афин в	2	2
она могла	1	1
в своем	6	1
одного из	1	6
и без	1	2
с человеком	1	1
и на	7	3
из которой	1	1
в уже	2	2
вероятно именно	1	1
на сцене	2	3
которые в	2	1
iii в	6	1
не по	4	1
от друга	1	1
й половине	1	1
не являются	1	1
и были	1	1
дает основание	1	1
в разной	1	1
в двух	6	1
с менандром	1	1
по его	1	1
встречаем мы	1	1
стало быть	1	1
так или	3	1
для того	5	1
дел в	1	1
по адресу	4	14
фракийского царя	2	1
если они	1	2
комедии где	1	1
как и	4	9
собой в	1	1
удар по	3	1
комедии и	4	3
первые шаги	1	2
потому что	6	5
друг друга	3	1
нуждается в	1	1
с такой	1	1
для зрителей	1	1
массу аттического	1	1
войны и	3	5
вывод что	1	2
ему в	1	1
в самом	4	2
для постановки	1	1
а то	1	2
при всем	3	2
фрагменте комедия	1	1
же время	3	4
целом стало	1	1
в то	6	10
в н	5	1
по отношению	3	3
первым из	1	1
к их	3	1
и в	26	22
так же	1	3
в мире	2	1
так что	5	1
в средней	3	1
так как	4	4
из его	2	4
в т	1	1
но не	3	2
лиц и	1	1
одновременно с	2	1
к концу	3	1
хотя в	1	1
не в	2	6
трагедии в	1	2
как будто	4	2
даже не	3	2
не означает	1	1
для всех	3	2
или к	1	1
в полном	1	1
по мнению	1	1
i с	1	3
тексты менандра	1	1
социальной направленности	1	1
из фрагментов	1	1
на этом	2	2
и во	2	2
по существу	1	1
по имени	4	3
на орхестре	1	1
только два	1	1
представить себе	3	1
в наиболее	4	1
впрочем не	1	1
для характеристики	1	2
до самого	1	2
афинах в	3	2
же она	1	1
его хозяин	1	1
соответственно в	2	1
как это	4	3
в пользу	2	1
речь в	1	1
с этим	5	1
перед лицом	2	3
тех же	3	2
была направлена	1	2
iv в	34	5
речь идет	3	3
и с	5	3
событий в	1	1
предположить что	1	1
больше чем	5	1
общественной жизни	1	1
я думаю	1	1
во времена	1	1
строя в	1	2
для каждого	1	1
не делает	1	1
друг другу	3	1
когда он	1	1
яркий материал	1	1
наконец из	1	1
древней аттической	2	6
пять стихов	1	1
так называемых	2	1
аттический земледелец	1	2
тех случаях	1	1
же в	4	4
и хотя	2	2
войны в	2	2
к гг	1	2
и самого	1	2
должностных лиц	1	4
истории мировой	1	1
этой же	1	2
каждой комедии	3	2
внешней политики	2	2
между людьми	1	1
это видно	1	1
отрывок из	1	1
с другой	2	5
и как	1	3
здесь в	3	3
повседневной жизни	1	1
было бы	8	2
того как	3	3
в чем	1	3
см ниже	1	3
число примеров	1	1
как бы	2	1
и столь	3	1
комедии под	2	1
более или	1	1
обоих случаях	2	1
к более	1	1
в греческих	1	1
мелкие землевладельцы	1	2
из отдельных	1	1
дело с	3	1
прежде всего	4	5
о его	4	1
что поэты	1	1
точки зрения	4	4
не мог	1	3
первого и	1	1
а с	1	1
произведениях аристофана	1	1
имело место	1	1
что именно	2	1
до н	1	2
анонимных трактатов	1	1
на это	2	1
у нас	1	3
но и	10	11
к своему	1	1
сепаратный мир	1	2
именно в	1	4
аттического крестьянства	1	5
из трех	1	1
vii в	1	1
до сих	2	2
не знает	1	1
своем сочинении	1	1
не принесло	1	1
художественного мышления	2	2
около г	1	2
будто бы	1	2
что народ	1	1
значительное место	1	1
древних афинах	1	1
своему происхождению	1	1
мы не	2	3
в большинстве	1	1
одной из	4	3
от середины	1	1
себя в	3	1
пирея в	1	1
мы можем	3	4
на протяжении	10	4
примерно в	1	4
быть даже	1	2
к г	1	2
только при	1	2
в элладе	1	1
выходцем из	1	2
афинских граждан	2	1
и сравнительно	1	1
в результате	1	4
роль в	2	1
для ее	1	2
и вовсе	2	1
в целом	4	3
политики и	1	1
нередко в	1	1
во фракии	5	1
трети v	1	2
комедии не	3	3
во второй	1	3
что эти	1	1
для оценки	1	1
тех пор	3	1
гораздо более	1	1
если это	1	1
в традициях	1	1
говорить о	2	1
с этой	3	1
с одной	2	3
все что	1	2
и моральное	1	1
к стиху	1	1
в этом	10	3
и богатство	1	3
время как	2	4
фрагментов и	1	1
за последние	1	1
афин с	3	2
на чем	1	1
со своей	3	2
еврипида была	1	1
в доме	6	2
об этом	2	1
не столь	2	1
наиболее яркий	1	1
в образе	3	3
одним из	2	1
и ее	2	3
с афинской	1	1
первенство в	1	1
г в	1	4
также что	2	1
для себя	1	2
и из	1	2
и фантастических	1	1
комедии есть	1	1
одна из	2	2
великих дионисий	1	4
гг v	1	1
в свои	1	3
действующих лиц	5	4
из этих	4	1
в общем	1	1
в первую	3	2
одно лишь	1	1
в середине	4	1
все это	3	5
в число	1	2
раз на	1	2
в качестве	5	4
рабовладельческой демократии	1	6
как видно	2	2
сам автор	1	2
едва ли	14	7
в сознании	1	3
schol ad	1	7
ситуация в	3	1
афинской демократии	2	9
дошедших до	2	3
по своей	1	2
это была	1	1
которую он	1	2
встречаем у	1	1
что касается	3	2
его творчестве	1	1
молодых людей	4	1
если в	2	1
из пирея	1	1
а может	1	1
хотя и	4	3
самом начале	2	1
самого конца	1	2
десятилетия iv	2	1
не так	1	1
ленеях г	1	1
в на	2	1
демократии и	1	2
время и	1	2
только на	1	1
не удалось	2	3
случаях речь	1	1
этого рода	1	1
и особенно	3	4
то же	3	6
при амфиполе	1	1
празднества великих	1	1
социальной силой	1	1
когда в	2	1
в порядке	1	1
это было	4	1
из числа	3	3
его творчества	1	3
должна была	2	2
в птицах	1	4
внутренней политики	1	1
к внутреннему	1	1
в какой-то	2	1
с новой	1	1
с целью	1	1
этим же	1	1
в в	4	4
афинян по	1	2
римской комедии	1	1
поражение в	1	1
нравственности и	1	2
получили в	1	1
нас не	1	1
наше время	1	1
годы пелопоннесской	1	4
отношения афин	1	2
с собой	2	1
обращает на	5	1
что же	1	1
каждого из	1	1
в себя	1	2
на ее	1	1
примеров может	1	1
стилистическим признакам	1	1
в воровстве	1	1
в маске	1	1
столь же	9	2
оружием в	1	1
вопрос о	3	3
и еще	2	3
в которой	5	6
и победу	1	1
самую суть	1	1
к нему	3	2
и источником	1	1
менее известные	1	1
начала войны	1	4
которой он	1	1
его современников	3	1
ничего не	1	3
ее на	1	1
в как	2	2
что он	5	6
с сюжетом	1	1
опять же	5	2
в течение	2	3
что по	2	2
уже упоминавшихся	1	1
том числе	3	1
но они	1	1
античной комедии	2	2
средств к	1	1
наши сведения	1	1
внешней и	1	2
среди персонажей	1	1
во время	6	5
в нем	6	4
в других	2	2
во всех	3	1
или иначе	3	1
т №	2	1
во й	1	1
в лягушках	1	4
нового времени	2	5
в нескольких	1	1
он был	2	2
по поводу	3	4
два десятилетия	1	1
первую очередь	3	3
в театре	2	1
или по	1	2
что и	7	4
один из	5	5
в действительности	2	2
комедии с	3	4
в союзе	1	1
действующего лица	1	1
ясно что	8	4
должны были	1	8
власть в	1	2
драматурга и	1	1
в это	2	1
не раз	1	2
своего героя	1	1
ни у	1	1
и теперь	1	2
античных авторов	1	2
в силу	2	2
к себе	1	1
в лице	2	1
этим объясняется	2	1
которых не	1	1
свои руки	1	2
фрагмент из	1	3
с известной	1	1
том же	1	1
представление о	2	1
в сущности	1	2
достаточной долей	1	1
героя или	1	1
хотя бы	2	1
думаю что	1	1
сомневаться в	2	1
о месте	1	1
и здесь	6	2
мелких землевладельцев	1	1
самого начала	1	1
или в	3	2
после г	1	1
но в	3	4
человека в	3	1
античного театра	1	1
v веке	1	1
его до	1	1
в отличие	2	1
сих пор	2	2
и сам	3	3
случаев где	1	1
мы помним	1	1
ей политических	1	1
политики афин	1	2
известной долей	1	1
тем не	1	2
жизнь и	1	1
трудно установить	2	1
служит для	1	1
сообщения о	1	1
этой комедии	2	5
том что	9	12
о которых	1	5
ничуть не	2	1
у него	4	3
в ней	3	1
в другом	1	4
из кирены	1	1
в народном	2	5
в этих	4	1
в трагедиях	1	2
для создания	1	1
под именем	2	2
для своего	1	1
чем же	1	2
в греции	2	4
и следовательно	1	1
вот в	1	1
систему его	1	1
в и	1	2
чуть ли	2	1
комедии можно	2	2
в котором	3	4
в рамках	1	2
политических деятелей	1	3
на базаре	2	1
у других	2	2
ни одной	1	2
людей фр	1	2
мог бы	1	2
того же	3	2
из действующих	1	2
не приходится	1	1
на себя	7	2
зрения на	1	1
внутреннему миру	1	1
в ответ	2	1
г комедию	1	1
сочинений древнегреческих	1	1
к ее	1	1
других авторов	2	1
из жизни	1	1
то ни	2	2
чтобы с	1	1
но все	3	1
а также	1	4
его комедиях	2	1
для афинян	1	2
и новая	1	1
что это	4	1
можно было	4	1
со всей	1	1
и это	2	1
был способен	1	1
военные действия	2	1
сочувствия к	1	1
же не	2	1
этой области	1	1
на великих	1	2
и другие	2	1
еще более	2	1
в комедии	19	22
н э	7	3
может служить	1	1
выпады против	1	1
от них	1	2
комедии на	4	2
направлена одноименная	1	1
аристофана а	1	1
ковры и	1	1
древнегреческой комедии	4	1
