2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part2_wordlist_2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part1_wordlist_2gram
автора как	3	2
там где	10	4
сказать что	3	2
функции в	1	1
нет твердых	1	1
не могло	1	1
он должен	1	1
слова но	2	2
сознания и	5	3
установок и	1	1
что говорит	1	2
в рассказах	1	1
в том	8	6
себя как	2	3
окружающий его	1	1
места в	1	1
герои как	1	1
входящий в	1	1
не друг	1	1
рассказ и	1	3
в его	24	10
все равно	1	1
художественного видения	7	1
на почве	3	2
они даны	1	1
правда на	1	1
как объект	4	1
весьма различны	1	1
она может	1	1
важно не	1	1
нею и	1	1
не входит	3	2
произведений достоевского	6	2
ставит нас	1	1
с нею	1	1
достоевский прежде	1	1
приводит к	3	6
под его	1	1
о том	1	5
у тургенева	2	4
между тем	5	3
отношение к	2	2
и чужого	1	1
речи как	1	2
е вступить	1	1
достоевского он	2	2
роман в	1	1
в виду	1	3
самосознание бедного	1	1
бы с	1	1
к самому	1	3
во всей	2	1
с помощью	1	1
в самой	6	4
большинстве случаев	2	8
мире достоевского	7	2
слово слово	1	3
должны быть	1	2
впечатление что	1	1
и функции	1	1
единство романа	3	1
одного куска	2	2
в рассказ	1	2
наконец к	1	1
от своего	1	1
как мы	4	10
однако не	2	1
в духе	3	1
она имеет	1	1
одном сознании	2	1
иного рода	1	1
этого самосознания	2	2
так чтобы	4	4
может быть	24	23
другом случае	1	1
из героев	1	1
и его	14	8
то в	1	1
в одной	6	3
себе его	2	1
каждом атоме	1	1
человеке или	1	1
теоретического осознания	1	1
заключенных в	1	1
мысли но	1	1
что как	1	1
уже говорили	1	3
как его	1	4
к чужому	1	7
в отношении	2	3
были бы	4	1
не изображаются	3	1
сознании и	2	2
в устах	1	1
и могут	2	1
вовсе не	7	5
она не	7	3
они могут	2	2
слово то	1	1
всего на	1	1
всеми своими	2	1
совершенно иное	2	1
произведениях достоевского	5	4
себя самого	2	1
повести но	1	1
хоть и	3	1
не подчиняется	1	1
человека а	1	1
про себя	1	1
достоевского совершенно	1	2
каждая из	1	1
и иногда	1	1
всякое иное	1	1
не на	4	4
или наоборот	1	1
я не	3	4
здесь нет	1	3
настоящее время	1	2
героев в	3	1
ни было	2	2
обращено к	2	1
в особом	3	1
лишает их	1	1
достоевского мы	3	1
типа и	3	1
здесь не	1	6
его художественного	3	3
о себе	12	7
и самовысказывания	1	1
бы в	3	5
и тон	2	1
направлена на	1	1
неслиянных сознаний	4	1
и нет	2	4
другу как	1	1
уверенного и	1	1
достаточно чтобы	1	1
его к	2	2
у толстого	2	1
тот же	2	3
достоевского и	7	2
не сливается	2	1
и самое	3	2
к каждому	1	1
самой структуре	2	1
и действительно	1	1
ему не	1	1
же принципы	1	1
как он	1	2
тем как	4	1
бедного человека	1	1
слова героя	2	2
его слова	1	2
ведь эти	1	1
достоевского как	9	2
в таком	1	2
быть лишь	1	1
монологического контекста	1	3
мир где	1	1
то он	2	1
оглядкой на	1	2
поэтому-то и	1	1
в каждой	1	2
т п	3	9
и окружающий	1	2
быть весьма	1	2
не во	3	2
и отчасти	1	1
и сознает	1	1
к слову	1	1
и даже	2	3
например у	1	2
не было	4	1
того чтобы	1	1
то это	1	2
в своих	3	2
в произведениях	3	3
лучше сказать	1	1
только в	10	4
в смысле	2	1
появляется в	1	1
другой стороны	3	3
так сказать	4	6
и единого	1	1
тоже не	2	1
вводит в	2	1
чужим словом	1	13
достоевского с	3	1
видения и	10	1
отношению к	8	5
изображаемого мира	2	1
т е	21	26
и иван	1	1
само по	3	1
идет о	4	1
в единстве	6	3
то и	2	2
материал и	3	1
все то	4	1
всяком случае	3	1
его с	1	1
героев достоевского	1	4
ибо не	2	1
резко отличается	1	1
самим собою	2	5
к этому	1	1
переживает кризис	1	1
видеть в	1	1
романа в	3	1
вот это	1	1
на ней	1	1
единство авторского	1	1
и эта	1	2
оно и	1	1
мир в	3	1
и сама	1	1
эта форма	2	1
как в	6	2
диалога в	1	2
бедных людях	1	3
во всяком	5	2
от этого	1	1
и не	31	29
что у	1	2
замыслу достоевского	1	1
слово как	1	4
до настоящего	1	1
и та	1	2
на слово	1	1
мы уже	2	3
лежит в	1	2
о сочетании	1	1
меньшей степени	1	1
таким образом	12	5
время их	1	1
бы дана	1	1
свой предмет	1	7
укладывающиеся в	1	1
если же	3	4
авторской интенции	1	4
его идеологического	1	1
с достоевским	1	1
время не	3	1
а вовсе	1	1
тем что	4	3
одно и	1	2
поэтому слово	1	1
уже в	3	2
такой человек	1	1
в жизни	2	3
это и	5	1
сознаний с	5	1
в плане	5	1
не согласиться	1	1
не только	15	11
ибо в	2	1
заставляет его	2	1
он не	5	9
своего осознания	1	1
в основном	1	1
говорит он	6	1
для его	3	1
его жизнь	2	1
слове и	1	1
в человеке	3	3
наконец в	2	3
в движение	1	1
все эти	9	5
внутреннего человека	1	1
вот что	1	1
что из	2	1
явления в	1	1
и всякое	1	2
тем же	1	2
в пределах	13	16
моменту нашего	1	1
слышится мне	1	2
высказывания и	1	2
непосредственное выражение	3	1
рядом с	14	5
есть и	2	3
и потому	6	1
художественная задача	2	1
о герое	4	1
со своим	2	1
здесь конечно	2	1
внутренне не	1	1
в их	3	3
своего социального	1	1
зрения как	1	2
хотя правда	1	1
т д	1	4
относится и	1	1
изображения в	3	1
конечно эта	1	1
материала в	1	1
пределы обычного	1	1
самом и	4	1
в себе	7	5
художественные задания	1	1
в большей	1	1
и он	1	5
тут и	2	1
между ними	2	4
слова я	1	1
как на	3	1
самом с	1	1
герои достоевского	3	1
мир достоевского	12	1
к тому	1	4
с их	5	2
автор может	1	1
на себе	2	2
проявляется и	1	1
человека по	1	1
что вся	1	1
других героев	1	1
изображенный мир	1	2
автор не	1	1
уверенность и	1	1
слово автора	2	1
перед нами	5	7
голоса здесь	1	1
как если	1	2
и оценок	1	1
самого автора	7	1
ним не	1	1
голосов и	1	4
слово о	7	4
от идеи	1	1
как нам	1	2
а лишь	2	2
в этой	4	1
из них	1	2
в бедных	1	3
бы уже	2	1
в плоскости	4	2
с другом	1	4
других равноправных	1	1
творчества достоевского	8	1
достоевского нет	3	2
в осуществлении	1	1
словом как	1	2
почти никогда	1	1
и для	4	3
находиться в	2	1
самого достоевского	6	1
сами по	3	1
до конца	8	4
с чортом	1	2
случаев в	1	1
не исчерпывается	1	1
собственного сознания	1	2
отличается от	3	2
здесь же	1	1
согласиться с	1	1
духовным уровнем	1	1
в первом	1	2
и уже	2	1
взаимоотношения с	1	1
него не	2	2
значение они	1	1
вполне понятно	1	1
для достоевского	5	3
не определенным	1	1
благоприятным материалом	1	1
своеобразие достоевского	2	1
по себе	8	11
всех возможных	1	3
еще не	5	9
знает что	1	2
у ивана	1	1
него нет	2	1
он сам	3	3
удобства и	1	1
с ним	5	3
ни одного	2	4
настоящего времени	1	1
же самое	1	1
но на	1	2
в конце	6	2
кто он	2	1
следовательно и	2	1
иван карамазов	1	1
все еще	1	1
а в	7	5
и этим	3	3
социального круга	1	1
бы оно	1	1
стиля и	4	1
слово и	1	9
всего в	1	1
нуждаются в	1	1
видеть и	1	4
в каждом	8	11
элементами произведения	1	1
у девушкина	1	1
нам важно	1	1
с самим	1	8
в уста	3	1
голоса и	1	1
их и	1	1
дело в	1	2
словом героя	1	1
него и	1	1
романа но	1	2
совершенно иной	1	1
в своем	8	4
стороны и	1	3
на которой	1	1
его художественную	1	1
героем и	1	1
слов героя	2	1
но с	3	1
в нашем	1	1
человеческих установок	1	2
материале конкретных	1	1
самостоятельными и	1	1
и на	7	10
теми же	1	1
мысли в	2	1
адэкватное ему	1	1
и внутренняя	1	1
достоевского в	12	4
к другу	1	2
дело далеко	1	1
по крайней	1	1
своим двойником	1	1
в одно	1	3
и изображать	1	2
тезиса к	1	1
вообще не	1	1
горы скатились	1	1
есть а	1	1
принципы сочетания	1	1
полноценных сознаний	2	1
как и	12	14
перед достоевским	1	2
одного монологического	1	3
друг друга	3	1
конечно и	2	1
что для	1	1
в самом	10	7
быть это	1	1
а то	1	2
только и	1	1
это последнее	1	1
же время	9	5
полноправными сознаниями	1	1
в то	10	7
поэтому в	2	1
по отношению	8	5
никогда не	3	9
героев и	3	1
в мир	3	1
не овладевает	2	1
для объективации	1	1
действующими лицами	1	1
достоевского но	6	3
с чужим	1	8
героя а	5	1
слова не	1	1
становится объектом	1	1
этого нового	1	1
все время	2	1
определенной художественной	1	1
так же	6	2
и в	29	43
которая как	1	2
в мире	6	1
человека он	1	1
по природе	1	1
так что	2	5
произведения не	1	1
мысль не	3	1
действительности не	1	1
все они	1	1
так как	6	4
из его	2	2
подходом к	1	1
и только	1	3
которых может	1	1
самом предмете	1	2
но не	9	5
быть или	1	1
б м	3	1
и всегда	1	2
как образ	2	1
у каждого	1	1
такой же	1	3
и говорит	1	1
по замыслу	1	1
не в	7	11
страница из	1	1
если оно	1	2
не знал	1	1
изображенное или	1	1
свою речь	1	1
точек зрения	3	4
предметное значение	1	2
как будто	3	1
самосознания как	1	1
его внутреннюю	1	1
или к	2	1
пути и	1	2
творчестве достоевского	5	3
поэтому он	1	1
зрения и	2	3
и про	1	1
русский народ	1	1
на этом	1	1
не была	1	3
построение в	1	1
мы сказали	1	2
я ничего	1	2
и во	2	1
мы убедимся	1	1
акцент по	1	1
по существу	3	3
в которых	2	2
не могут	6	4
бы он	2	2
в столкновение	1	1
другом как	1	1
и до	3	4
у меня	1	5
нашего тезиса	5	1
раз и	4	2
делают его	1	1
лишь как	7	2
нами в	2	2
отношении к	3	2
с этим	2	2
лишь в	1	8
словом и	1	2
сущности не	1	1
и глубоко	1	1
романах достоевского	5	2
глава первая	1	1
объективный мир	2	1
функций в	1	1
слова совершенно	1	1
и с	4	5
он знает	3	1
дело и	1	2
автора но	2	1
но это	4	4
первых произведениях	1	1
смысле слова	1	1
заключено в	1	1
словом но	1	1
как обычное	1	1
это в	1	1
друг другу	2	1
диалог как	1	1
их сам	1	1
авторским словом	2	3
ним как	1	2
ее он	2	1
ее в	1	2
как один	1	1
чужое сознание	2	3
же в	2	1
подхода к	1	1
должно ощущаться	1	1
е в	2	1
конечно не	2	2
в монологически	1	1
ибо все	1	1
для этого	1	2
каждый поступок	1	1
второй части	1	1
собственно не	1	1
нет в	1	1
это не	9	3
именно на	2	1
слово в	2	8
образом и	1	3
друг за	1	1
с другой	3	4
интенции автора	1	1
в художественном	3	3
и др	5	2
он все	2	1
был не	1	1
и как	7	2
здесь в	1	3
художественном мире	3	1
в другое	1	1
в речах	1	1
в разгаре	1	1
другого человека	4	4
идеалистическое сознание	1	1
должно быть	4	4
и романа	1	1
именно к	1	1
бы ни	1	2
но он	2	4
без дистанции	1	1
далеко не	3	4
того как	1	2
было бы	5	5
кажется нам	1	1
и подчинить	1	1
из своего	2	1
прислушивается к	1	2
лишь на	3	2
как бы	19	22
в процессе	4	2
типичность для	1	1
не предопределен	1	2
такая постановка	1	1
нами особенность	1	1
его материал	1	1
более или	1	3
в первой	2	2
идеологии достоевского	1	1
героя достоевского	1	3
прежде всего	7	10
точки зрения	19	13
себе и	3	4
героя но	2	2
а с	1	2
него как	1	2
сам и	1	2
его личности	1	1
своих героев	2	1
в монологическом	5	2
мы остановимся	2	1
у нас	1	2
но есть	1	1
к своему	1	1
но и	14	14
в соответствующем	1	1
принципом видения	1	1
в ее	1	1
ведь в	1	1
над ним	1	1
он может	3	1
нет и	1	1
достоевского всегда	1	1
до сих	2	7
подполья и	2	1
не знает	3	3
остается в	1	1
одного момента	1	1
в творчестве	5	2
к распадению	1	1
в большинстве	2	9
построения его	1	1
себе но	1	2
в ткань	1	1
автора в	3	1
чем в	2	1
мы не	1	4
б я	1	1
одной из	1	1
своему предмету	1	4
достоевский в	6	4
или как	5	4
себя в	1	3
остановимся лишь	1	1
я бы	1	1
героя с	3	3
его внутреннего	1	1
героя и	10	5
один голос	1	1
его романа	1	1
они действительно	1	1
одному сознанию	1	2
и другого	1	2
этом не	1	1
здесь мы	2	2
в результате	4	4
в рамки	2	1
наоборот все	1	1
но эти	2	4
на самом	5	1
или точнее	1	1
является для	2	1
только его	1	1
он определяет	1	1
и наконец	4	6
не вошел	1	1
же если	1	1
по достоевскому	3	1
этой точки	1	1
знает только	1	2
какие мы	2	1
в целом	6	2
форме в	1	2
но эта	4	2
нести в	2	1
и грубый	1	1
что не	1	2
во второй	1	1
тон в	1	1
и пр	3	2
за собою	2	1
предметом изображения	2	1
а не	22	7
этот вопрос	2	4
все что	3	1
крайней мере	1	1
правда к	1	1
в этом	22	13
если мы	1	2
превращается в	4	2
о способах	2	1
существенный момент	1	1
автора монологический	1	1
все те	2	1
человека но	2	1
достоевский не	3	2
время как	1	2
элементов в	1	1
об этом	1	2
быть и	1	2
со всею	2	3
социальной группы	1	1
быть особенно	1	1
одного сознания	9	2
одним из	6	1
лишь те	1	1
как же	4	2
и внутренне	3	1
чужого сознания	2	2
эти композиционные	2	1
мы замечаем	1	1
определения как	1	1
или даже	2	1
и ее	2	3
достоевского достоевский	1	1
в содержании	1	1
он говорит	1	2
же была	1	1
ему но	2	1
точка зрения	12	1
на их	1	1
здесь с	3	2
для себя	2	2
между собою	1	4
автора он	1	1
чужой акцент	1	4
вот как	1	4
на него	3	3
леонид гроссман	1	1
одна из	3	2
же как	1	1
дан в	1	1
сознания вообще	3	1
из этих	1	2
словом непосредственно	1	1
значение для	1	2
слову о	1	1
слово героя	7	3
героя то	1	1
известной степени	1	1
этого слова	1	2
все это	6	5
при условии	1	1
переходим к	1	3
или меньшей	1	1
в качестве	1	1
ибо сюжетные	1	1
в драме	5	1
я сам	1	2
в сознании	2	1
и есть	2	1
нас перед	1	1
иначе и	1	1
самом деле	6	5
их в	4	4
авторское слово	1	9
которую он	1	2
он и	5	3
мысли и	5	2
его творчестве	2	1
что я	1	6
типа но	1	1
не рассказ	1	1
о нем	9	6
хотя и	1	5
жизни а	2	1
герой достоевского	8	2
не способен	1	1
мировоззрения в	1	1
но конечно	1	2
стиль и	1	1
что может	2	2
и слово	3	1
во многом	1	1
они не	4	1
он есть	4	2
чужое слово	2	45
например в	3	2
и особенно	1	2
где он	1	1
из подполья	10	2
за их	1	1
не укладывающиеся	1	1
то же	14	8
и со	2	3
будет и	1	2
приходит в	1	1
за живое	1	1
достаточно сравнить	1	1
не довлеет	1	1
особый тип	1	1
рассказа от	1	1
взаимоотношение между	1	1
в двойнике	1	2
романе достоевского	7	2
его творчества	3	2
героя в	4	3
и художественного	1	1
ее как	3	1
авторском слове	1	1
определение и	1	1
бы сказать	1	1
в романах	7	3
совершенно не	1	4
для героев	1	2
его герой	1	2
этом смысле	10	2
ну и	1	1
автор только	1	1
в какой	1	1
с собою	2	2
и если	1	1
у достоевского	16	14
а так	1	1
и нужна	1	1
герой из	1	1
из нее	1	1
второй голос	1	11
что же	4	7
является в	1	1
устойчивый образ	1	1
в себя	3	3
более того	5	4
себя сам	2	1
только слово	1	1
в последний	2	1
автор в	1	1
не сделал	1	1
его можно	1	1
ни были	2	1
и само	1	1
и их	1	3
отсюда и	2	1
мы видим	2	1
знает лишь	1	2
глава вторая	1	1
сознания как	1	1
героя его	2	1
результате такого	1	1
вопрос о	2	2
и мы	1	1
и еще	1	2
не всегда	1	1
к нему	6	5
чьи они	1	1
достоевский заставляет	2	1
но при	1	3
можно сказать	1	1
части нашей	1	1
по своим	2	3
ничего не	5	3
точку зрения	6	1
автор как	1	2
отчетливого теоретического	1	1
всякое литературное	1	1
почти не	1	2
романа достоевского	12	1
сочетания голосов	2	2
что он	8	13
подошли к	1	1
типа а	1	1
отчетливо и	1	1
свой материал	1	1
как чужое	1	3
одном из	1	1
себе самому	3	4
но они	2	1
он воспринимает	1	3
человека из	3	1
в нем	19	12
из одного	4	4
в других	1	1
во всех	1	4
художественного творчества	3	2
у голядкина	1	1
в нескольких	1	1
в книге	1	1
художественных заданий	1	1
звучит как	2	1
себе как	1	2
что и	4	3
как во	1	1
один из	2	1
голос его	1	1
уже не	13	3
социальные культурные	1	1
отношения к	3	2
с точки	13	8
не раз	1	1
собою но	1	2
при всей	1	1
но только	1	1
их всякой	1	1
достоевский умел	1	1
это слово	1	5
же и	2	4
к себе	2	7
каждом слове	1	2
сознаний в	5	1
непосредственно переходит	1	1
человек и	2	2
в плоскость	3	1
такими же	1	1
я в	1	1
достоевского не	12	3
что было	4	2
этих трех	1	3
нем в	2	1
слова слово	1	2
как их	3	1
художественного произведения	1	1
в сущности	5	9
хотя бы	2	2
себе самом	9	3
органическое единство	1	1
и единство	2	1
и здесь	3	3
в настоящее	1	2
оставаясь содержательно	1	1
одну и	1	1
его самосознания	8	1
с другими	7	1
с авторской	2	1
здесь как	1	1
и по	1	1
плоскости с	3	1
же нам	1	2
во втором	1	1
одной плоскости	5	2
включено в	1	1
но в	7	10
человека в	4	4
благодаря этому	2	1
за другом	1	1
не имеет	1	1
замысла само	1	1
эта тема	1	1
может найти	1	1
содержательно теми	1	1
рамки не	1	1
и понимания	3	1
сих пор	2	7
и сам	2	7
развертывается в	1	1
романы достоевского	1	1
достоевского становится	3	2
их пределы	1	1
чужому сознанию	2	1
большей или	1	1
ее с	1	1
определяет все	2	1
конце концов	5	2
а именно	1	1
это очень	1	1
себе а	1	2
между героями	1	1
при этом	2	6
именно и	2	1
того что	1	2
столкновение с	1	2
в форме	7	2
как целое	2	1
но уже	1	1
идеологического подхода	1	1
том что	7	2
среди них	1	4
но что	1	1
у него	5	6
и лишь	1	1
себе он	1	2
исторически между	1	1
в другом	1	7
время оно	1	1
определяя его	1	1
и смысловой	1	1
остается вне	1	1
в построении	4	1
это он	1	4
в произведении	4	4
автора и	5	2
момент его	2	2
сам с	1	1
и следовательно	4	3
при напряженной	1	1
для романтизма	1	1
сама по	1	4
в котором	2	6
в рамках	1	1
есть конечно	1	3
для него	18	8
не о	2	1
он живет	1	1
на себя	2	2
и соответствующие	1	2
как к	3	1
зрения на	7	1
в структуре	2	1
он это	1	2
в стиле	1	4
нисколько не	2	1
входит в	7	2
голоса его	1	1
ни на	1	3
точкой зрения	1	1
другого и	1	2
то ни	2	1
он у	1	1
в романе	9	3
но все	5	2
мы увидим	1	5
характера типа	2	1
то перед	2	6
можно было	2	3
что это	1	2
его именно	1	1
к миру	1	2
не между	1	1
и это	5	4
вне его	2	2
же не	2	4
пределах того	1	1
действительно не	1	1
всякий человек	1	1
жизнь в	1	1
и тона	3	1
и понимать	1	1
и другие	1	1
от ее	2	1
может служить	1	2
ведь это	2	2
друг к	1	2
и герой	1	2
построения романа	5	1
от них	2	2
повесть о	1	1
она только	1	1
наконец он	1	1
а следовательно	1	1
если б	2	1
