2gram	Losev_DialektikaMifa_partition_part4_wordlist_2gram	Losev_DialektikaMifa_partition_part2_wordlist_2gram
в некотором	1	1
ясным что	1	1
мифического сознания	3	1
если личность	1	1
миф не	22	8
есть мифология	2	3
и искусство	2	2
и объект	1	1
тут есть	1	2
нем не	1	1
есть бытие	3	1
которые могут	1	1
любой вещи	1	1
образ не	1	1
в общем	2	1
– или	1	1
суть не	1	1
и есть	4	19
об этой	2	2
самом же	1	2
чем она	1	1
существования и	1	1
может только	2	2
то же	12	9
о подлинно	1	1
время есть	6	2
так то	1	4
его самого	1	1
из сферы	1	1
и бытия	3	3
в личности	4	1
есть всегда	11	3
мешает тому	1	1
образом есть	1	1
себя самой	1	1
то –	1	3
далее в	2	2
данное в	1	1
мы видим	2	4
если она	2	2
это –	23	25
оно всегда	2	1
но мы	2	2
тут тоже	2	2
и еще	1	1
почти не	1	1
воли и	1	2
душе и	1	1
ровно никаких	2	1
или фикция	1	1
смотря по	1	1
ясно что	4	11
с точки	8	9
же и	9	2
мифологии не	2	1
в великом	1	1
можно только	2	3
уже одно	1	1
отождествляются в	1	1
диалектически необходимо	1	2
думаю что	3	2
ни схема	1	1
построение но	2	1
но в	2	3
это мы	2	1
всякая мифология	1	1
без тела	1	1
не имеет	1	14
он от	1	1
жизнь и	5	2
тем не	2	2
не значит	3	2
оно по	1	1
именно и	1	1
сказали мы	1	5
есть прежде	1	3
на свете	5	4
а потом	4	1
эти последние	1	1
для своего	1	1
именно становится	1	3
в котором	1	2
к абсолютному	1	1
но я	3	1
не о	1	4
д и	2	3
в подлинном	1	1
я говорит	1	1
отрешенность и	1	1
личности что	2	1
и это	5	8
мифа и	4	6
и человек	2	1
всегда живет	1	1
жизнь в	2	1
чтобы была	1	1
тысячу раз	1	1
категорию в	1	1
себе не	3	2
творимая вещественная	1	1
непосредственное и	1	2
в состоянии	2	1
ее смысл	1	1
говорить не	1	1
виду что	2	1
и оно	1	1
не входя	1	1
чувство ни	1	1
и далее	1	1
от нее	1	3
и потом	2	1
когда мы	3	1
вещь или	2	1
которые будут	1	1
и от	3	1
сейчас мы	1	1
бы это	3	1
в одном	4	4
иное как	3	8
становление личности	1	2
кто же	1	1
не говорим	1	1
отрешенной от	1	1
религия и	1	1
них и	1	1
бытие и	2	1
причем все	1	1
было и	1	1
миф есть	6	10
но дело	1	1
больше слоев	1	1
личности о	1	1
предмета с	1	1
как только	3	5
бы и	2	3
в той	3	1
тогда мы	1	1
и все	12	11
от всего	2	3
личности как	1	3
мы только	2	2
и о	1	8
жизни и	6	4
всего это	1	1
как таковом	1	3
что эта	1	2
в них	1	2
формы или	1	1
ему все	1	1
и ни	1	2
что же?	1	1
отнюдь не	6	4
и границ	1	1
в том	14	11
д все	1	2
а личность	1	1
даже прямо	1	1
как они	3	1
это можно	1	1
я развивал	1	1
из всего	2	1
чем больше	1	2
от того	4	2
во всякой	1	1
если вы	2	5
по смыслу	1	2
всегда так	1	1
и специфическое	1	1
простая и	1	1
именно этот	1	2
как мы	3	1
и искусства	1	1
– всегда	3	1
и чувства	1	1
тут нет	2	1
когда их	1	1
и поэзии	3	1
моментов и	1	1
и взаимно	1	1
в сфере	2	5
только тогда	7	5
как его	1	1
своем месте	1	1
и начинаем	1	1
это по-видимому	1	1
насколько и	1	1
себя самого	1	1
есть не	7	5
можно назвать	1	3
в виде	2	3
личности это	3	1
сам не	2	1
как миф	3	2
чувств и	1	1
личности она	1	1
тот же	1	1
интеллигентного символа	1	1
свою собственную	1	1
есть религиозное	1	1
– и	3	4
как он	4	1
одно из	4	1
что здесь	2	3
нет ничего	1	6
отрешенность его	1	1
его границу	1	1
каждая вещь	2	1
чтобы не	6	1
или прямо	2	1
то это	2	1
в своих	2	1
содержать в	4	1
есть слово	1	2
т е	30	46
жизнь личности	2	2
ни чувство	3	1
никакое становление	1	1
от этого	3	3
есть жизнь	2	1
действительно есть	2	1
диалектическая необходимость	1	2
все –	2	1
уже в	4	1
в жизни	2	5
это и	3	9
бы просто	1	1
в истории	2	3
и потому	5	3
только мы	1	2
просто вещь	1	1
вечности в	4	1
феноменальное самоутверждение	1	1
и он	1	1
как на	1	1
реальный процесс	1	1
с их	1	4
мы есть	1	2
подлинном смысле	1	1
из них	3	2
утверждение в	2	1
именно такова	1	1
– все	2	3
в области	2	3
целиком и	1	1
одного и	1	1
вполне понятно	1	1
личность сама	1	1
не менее	3	2
вещей и	3	1
еще не	4	4
он сам	1	1
в конце	2	1
на все	2	2
необходимым образом	1	3
тех или	2	4
и тогда	3	2
и на	1	5
всегда и	1	3
от обычного	1	1
достоевского в	1	1
есть то	1	5
личность как	2	4
вообще не	1	1
стало быть	10	15
мифический образ	6	1
только так	1	4
тому как	1	4
или иную	1	2
но вот	2	1
в недра	1	1
в самом	5	2
мы еще	1	2
в то	6	6
никогда не	9	2
можно ли	3	1
как оно	1	1
так же	2	4
решительно ко	1	1
без всякого	4	2
так что	7	6
сущности это	1	1
себе ровно	1	1
жизни так	1	1
функциях и	1	1
самых разнообразных	1	1
не в	8	8
говоря о	1	1
есть в	2	4
и во	1	2
тут дело	2	1
как это	7	2
что этот	3	2
с чем	1	1
мифология –	2	2
речь идет	1	1
и личность	2	1
я думаю	1	2
вечности не	1	1
мы это	2	1
это все	2	2
поэтому если	2	1
этого последнего	2	1
как бы	14	14
в москве	1	1
обоих случаях	1	1
явно что	1	3
в глаза	1	1
себе и	3	2
всех своих	1	1
тем или	2	2
несколько слов	1	1
он может	2	1
нет и	1	2
поэтический образ	7	3
только то	4	1
не знали	1	1
будто бы	3	1
миф в	1	1
в установлении	1	1
личности т	1	1
свою историю	1	2
мы можем	1	3
наконец и	1	1
мы всегда	1	2
что не	6	3
и пр	5	9
а не	16	18
путем отграничения	1	1
значит что	12	9
и объекта	4	5
каком смысле	1	1
если мы	2	5
превращается в	1	1
в меру	4	5
тотчас же	1	3
все те	1	1
но личность	1	1
будет ли	2	3
как же	3	5
и ее	1	8
хода явлений	1	1
он всегда	2	2
не стану	2	1
абсолютная мифология	1	19
нами выше	2	1
можно и	1	2
только одно	2	1
в один	3	3
на своем	1	1
в целях	3	2
есть метафизическое	1	1
– совершенно	3	4
диалектика требует	1	1
мифология не	1	2
с ее	2	10
и другое	1	2
он есть	3	7
что оно	4	7
при помощи	1	3
личность в	2	1
это было	3	2
– в	8	15
чем мы	1	1
тут не	3	2
есть обязательно	1	2
и истории	1	3
с целью	2	1
вот почему	1	3
они почти	1	1
у достоевского	1	2
отрешенность от	10	1
человека и	2	2
я сейчас	1	1
что же	2	2
образ его	1	1
чтобы быть	1	1
и их	3	2
весь мир	1	2
вопрос о	3	2
не переживает	2	1
в которой	2	2
к нему	4	1
ничего не	3	17
это-то и	1	2
что по	2	2
предыдущем изложении	1	1
когда же	1	2
если он	1	1
что они	6	4
можно прямо	1	1
субстанциальное утверждение	1	1
только потому	2	3
и вечность	2	1
мы ее	1	1
себе черты	1	1
но только	3	5
и теперь	1	1
быть только	2	1
надо было	1	3
в сущности	2	5
или иной	1	1
вещь с	1	1
и здесь	1	1
о мифе	1	3
хочет быть	3	1
ни воля	2	1
ее с	1	1
при этом	4	2
того что	6	13
бы было	1	1
не содержит	1	1
но что	7	5
алогической стихии	1	1
и она	2	1
и тут	3	3
что иное	3	8
не выдумка	1	2
миф –	2	3
сама по	7	5
это ведет	1	1
одну общую	1	1
откуда и	1	1
только по	1	1
смысла и	2	3
или другого	1	2
обеих сфер	2	1
же это	4	5
нисколько не	4	2
– личности	1	1
то ни	1	4
что это	10	13
быть если	1	1
бытие есть	1	1
говорит о	1	3
е что	1	2
нечто совершенно	2	1
е прежде	1	1
на что	1	2
и часто	2	2
личности а	2	2
от них	1	1
вечности хотя	1	1
поэтического образа	2	1
обычного хода	1	1
в одну	5	3
в собственном	1	3
есть та	3	1
она есть	9	10
еще с	1	1
итак миф	2	1
даже в	3	1
мы имеем	3	5
реальное бытие	1	1
другой ее	1	1
лучше говорить	1	1
того и	2	1
по-видимому и	1	1
сама жизнь	2	1
времен а	1	1
его и	1	1
своем инобытийном	1	1
так и	10	5
вещи и	3	2
– ничего	1	1
целью является	1	1
всегда то	1	2
или другой	3	3
д в	1	1
но как	5	2
что тут	4	7
становления так	1	1
к поэзии	2	1
которая имеет	1	2
ничего специфически	1	1
формула мифа	1	2
личность и	2	3
же есть	2	3
выйти за	1	5
в обоих	1	1
говорил о	1	2
в мифе	16	6
– итак	2	1
и они	2	1
как раз	5	4
все в	2	1
разную степень	3	1
вовсе нет	1	1
только это	1	1
что она	14	5
глубочайшее и	1	1
что если	3	3
что всякая	3	1
и что	5	9
вещи не	1	1
и c	1	1
личности но	2	3
есть вообще	1	3
и –	4	9
себя и	1	3
веры это	1	1
в противоположность	2	2
и притом	7	3
где все	1	1
не бывает	1	1
логически т	1	1
значение может	1	1
личностного бытия	3	1
не зависит	1	1
мне и	1	1
иметь в	2	2
они –	1	5
это то	1	1
что все	1	4
религии что	2	1
вещи в	4	1
и надо	2	1
сказать что	10	6
имеет значения	1	1
вместе с	2	2
религиозное создание	1	2
мифология но	1	3
категория которая	1	1
но вы	1	1
именно о	1	4
всегда будет	1	1
живая личность	2	1
которая бы	1	2
должны быть	3	4
брать как	1	1
и мифология	4	1
всего то	1	1
аллегория но	2	1
так чтобы	2	3
она имеет	1	1
известно что	1	3
это я	2	1
то в	1	5
и его	5	7
и вне	1	2
ли тут	1	1
вне всякой	1	2
– a	1	1
об ее	2	2
мифической отрешенности	10	1
это как	3	2
она –	8	4
я не	6	5
это есть	8	13
только один	1	1
без религии	1	3
как таковую	1	1
так но	1	1
той или	4	4
говоря уже	2	3
и прежде	2	1
она в	1	3
большею частью	2	1
таково что	1	2
одинаковой мере	1	1
и показать	2	1
таких примеров	1	1
в частности	2	2
внимание что	1	1
это дает	1	1
будет содержать	1	1
иная степень	1	1
и даже	14	6
может не	4	1
и очень	1	1
это нисколько	1	1
и тем	1	6
– вовсе	1	1
во внимание	3	2
что то	1	1
только в	5	7
в смысле	5	5
из тех	1	1
a но	1	1
только такой	1	1
вообще искусство	2	1
оно и	1	3
понятия мифа	1	4
как в	2	3
и я	2	1
мы уже	8	3
тем более	1	6
энергийное феноменальное	1	1
у вас	1	1
ибо в	1	1
только она	1	1
и всякое	1	1
может и	2	2
но о	2	2
есть специально	2	3
есть и	6	3
случае не	1	2
содержит в	4	1
в их	2	3
оно само	1	1
что бы	2	1
в себе	15	8
идея и	2	3
за это	1	1
нельзя выйти	2	1
и творимая	1	1
и понятно	1	1
как все	1	1
самих этих	1	1
знаем и	1	1
в древней	1	1
бы уже	1	1
в новом	1	1
мифического субъекта	1	3
и вместе	1	1
никакого суждения	1	1
структура самого	1	1
в разных	3	2
слово –	1	2
всех возможных	1	1
и этого	1	1
я говорил	1	2
с ним	4	3
мифологией и	6	2
не очевидно	1	1
слово и	1	1
и более	3	1
когда есть	2	1
видели уже	1	1
судить о	1	1
и вот	4	11
нельзя будет	1	1
та или	2	3
вечное и	1	1
не мешает	5	2
религия есть	8	1
есть уже	2	1
так диалектически	1	1
она или	1	1
так или	2	1
то или	4	3
мифического и	2	1
– тоже	2	1
ни аллегория	1	1
не могу	6	1
потому что	14	10
если есть	1	2
и то	7	3
всех этих	3	1
что лучше	1	1
все время	3	1
совершенно необходима	1	1
не просто	12	7
все они	1	1
так как	14	14
личность может	2	1
– как	2	5
и всегда	1	1
итак мифическая	1	1
зрения чисто	1	1
как будто	7	2
даже не	1	2
вопрос в	1	1
всего прочего	1	1
везде и	1	1
ни чисто	1	3
на этом	2	3
не могут	4	2
или других	2	3
есть личность	1	3
смысл и	2	3
говорим о	1	1
некое самосознание	1	1
что под	1	1
осуществленность интеллигенции	2	1
мы тогда	1	1
лишь как	1	4
из себя	1	1
и ясно	1	1
и с	5	4
я и	2	1
же –	4	1
т н	1	2
незаинтересованным удовольствием	1	1
ни вообще	2	2
же должны	1	1
и всякий	1	1
е в	3	2
есть явление	1	1
ее и	1	1
тут же	4	1
также и	2	4
себе же	1	1
именно на	1	1
с другой	5	1
в другое	2	1
дело не	2	1
в чем	3	8
было бы	3	9
личность –	1	2
голову и	1	1
только к	2	1
очевидно что	2	1
бытие идеальное	1	1
я да	1	1
бы только	2	4
именно в	2	5
имеем не	1	1
мы не	1	9
и другого	1	1
только тот	1	1
самосознание и	1	1
в религии	6	1
метафизическое построение	1	1
быть в	4	5
поэтическая отрешенность	1	1
оно –	2	3
смыслу своему	1	2
познания и	1	2
гораздо более	1	1
всякому ясно	1	1
с одной	2	1
миф о	2	1
мифологию –	1	2
точно так	1	2
быть и	4	3
тут мы	2	2
нет никаких	1	1
том как	2	2
если хотите	2	1
и из	3	2
но разве	2	1
же как	3	1
это делается	1	1
очень много	1	2
бытия и	1	4
все это	4	9
е как	1	1
другое она	1	1
мы будем	1	2
что я	2	5
время и	2	2
мифологии и	7	8
после многих	1	1
формы бытия	1	1
потому и	1	1
совершенно не	7	3
этом смысле	1	4
равно как	1	2
возможна только	1	1
не ставится	1	1
и если	4	3
думают что	2	2
или не	2	4
в инобытии	1	1
некоем неделимом	1	1
только что	5	2
нет без	1	1
и во-вторых	1	2
два плана	1	2
образом в	1	1
и мы	3	7
личности и	6	10
не всегда	1	3
личности которая	1	2
а это	1	2
что он	6	7
данном случае	2	1
к жизни	1	3
ибо каждая	1	1
есть просто	3	6
по сравнению	1	2
пространства и	7	1
реальность и	1	2
допустим что	1	2
что и	5	6
уже не	3	9
есть все	1	2
в силу	5	4
человек и	1	1
мы также	1	1
а эти	1	1
хотя бы	4	4
мы тут	1	1
показал как	1	1
изолированных функциях	2	1
здесь как	1	1
и по	4	2
неделимом образе	1	1
другое –	1	1
она еще	1	1
а я	2	1
тут в	1	2
неотделим от	3	1
есть ни	6	9
вот мы	1	1
человеческого творчества	1	1
в ней	2	5
раньше не	1	1
пределы мира	2	2
в свое	1	2
и также	1	1
тому чтобы	1	1
ведь и	1	2
из их	1	1
мог бы	1	2
сам по	3	2
что будет	1	1
конечно такое	1	1
что личность	2	2
или другим	2	2
сферу где	2	1
говорил что	2	1
без этого	4	1
но все	2	2
должны сказать	1	1
в связи	4	1
и тех	1	2
одних и	1	2
– личность	2	2
в предыдущем	1	3
для меня	1	2
если нет	1	1
не от	1	1
общего с	1	3
проще всего	1	1
и сплошно	1	1
как о	1	2
мифическую отрешенность	3	1
что отношения	1	1
не лишая	1	1
будем говорить	2	1
к религии	1	4
как нельзя	2	1
мы наблюдаем	1	1
значения хотя	1	1
за пределы	4	3
категория в	1	1
есть нечто	8	2
не как	2	4
действительности и	1	1
в каком	4	5
есть по	1	2
– на	1	1
в особенности	1	4
не будучи	2	1
миф же	3	1
должна быть	5	7
отграничения от	1	1
мифология а	1	1
та же	4	3
это уже	2	1
между мифологией	5	2
ни в	10	8
что в	7	7
в своей	8	3
но если	1	5
входить в	1	1
нельзя ли	2	1
в основе	1	10
из ее	1	2
зависимости от	2	1
и незаинтересованное	1	1
есть тоже	1	2
бы мы	1	1
что на	2	2
и стало	5	4
раз навсегда	1	1
что миф	5	5
только не	2	3
входя в	1	1
в идеале	1	1
в основу	1	1
не то	5	1
сам же	1	1
не может	9	11
есть какой-то	1	1
и восторженно	1	1
категория сознания	2	1
того или	2	2
и нигде	4	1
этой отрешенности	1	1
никаких сомнений	1	1
это время	3	1
действуют всегда	1	1
данной личности	1	2
о том	5	5
его не	2	1
в виду	5	9
на то	1	5
в новую	2	1
религию то	1	1
главным образом	1	2
есть догмат	4	1
может быть	20	17
это взаимоотношение	1	1
и можно	2	5
ни с	4	4
в одной	4	1
однако так	1	1
планов действительности	1	1
но жизненно	1	1
самого по	1	1
совершенно без	1	1
миф но	2	1
она не	8	4
всегда оценка	1	1
жизни –	2	1
с тем	2	4
такое положение	1	1
более не	1	3
в глубине	1	2
эти два	2	2
личность есть	11	7
можем сказать	1	2
отличие от	1	2
выдумка или	1	1
но та	1	1
природы и	1	2
себе свою	1	1
или иная	2	2
думаете что	1	1
не содержать	1	1
показывает что	1	2
не было	3	2
но ведь	2	1
и при	2	2
души и	2	1
с ними	2	4
в этой	3	4
одна и	4	1
само по	2	4
самая обыкновенная	1	1
на ней	1	1
вызывает никаких	1	1
они и	1	1
во всяком	2	2
себе а	1	1
и вообще	6	7
итак личность	2	1
не говоря	2	3
есть своя	1	2
начинаем говорить	1	1
не только	19	8
он не	4	1
всякой чужой	1	1
становления не	1	2
– вне	1	1
чтобы эта	1	2
о времени	1	3
человека например	1	1
мифическая отрешенность	10	1
– во	2	1
и тела	1	1
что одна	1	1
и становится	1	1
есть выдумка	1	2
мы отнюдь	1	1
создавать такие	1	1
это только	3	1
и наука	1	2
не вызывает	1	1
мы в	2	1
еще нет	1	1
религии но	2	1
в душе	7	1
потом и	1	1
по себе	18	13
даже и	1	3
и становления	1	1
или вообще	3	3
самый принцип	2	1
утверждаю что	1	5
ближайшее рассмотрение	1	1
ни просто	1	3
а в	4	1
видим в	1	2
же будет	1	1
наука и	2	1
это одно	1	1
остановиться на	1	1
я хочу	1	1
их и	1	1
солнца и	1	2
но с	1	1
бы на	1	1
одно –	1	1
и всякая	2	1
она всегда	1	4
она хочет	1	4
на высоте	1	1
не знаю	2	1
у которого	1	1
что с	2	2
личности мы	1	1
что есть	2	2
чтобы она	1	1
я же	2	1
миф как	4	3
специально религиозное	1	2
и только	4	2
это будет	1	3
хотя в	2	1
сущность мифического	1	1
идеальное но	1	1
мы должны	2	4
с какой	1	1
осуществленная интеллигенция	3	1
и напряженность	1	1
и говорить	2	1
у меня	3	1
всю жизнь	1	1
– то	2	3
тех же	1	2
смысле слова	1	1
осуществленность и	1	1
и как	10	4
иной раз	5	3
та которая	2	1
вернее же	1	1
что такое	3	5
становление и	4	2
жизненно ощущаемая	1	1
и никакого	1	1
как таковая	1	2
не быть	2	1
точки зрения	12	14
что именно	1	7
по которому	1	1
мы понимаем	1	1
но и	12	4
и труднее	1	1
в ее	4	2
и личности	1	1
инобытии и	1	1
не знает	1	1
или как	3	1
себя в	2	2
приводить тут	1	1
во всем	1	2
только для	1	3
на самом	2	1
только его	1	2
я приведу	2	1
самого мифа	1	2
– мы	3	5
мифология и	3	2
тут –	7	2
полная противоположность	1	1
говорить о	5	11
крайней мере	9	7
в этом	8	11
почему же	1	1
волевых актов	1	1
что мы	2	7
между собою	3	2
религия но	2	1
точка зрения	1	1
иначе не	1	1
– только	1	3
и неизвестно	1	1
одна из	1	1
из этих	1	2
всякая личность	1	1
действительность являющаяся	1	1
диалектически необходимая	2	1
их в	2	1
– это	6	5
и когда	4	2
заключается в	4	2
– сила	1	1
какой стороны	1	1
синтезируется в	1	1
делает ее	1	1
не будет	2	2
котором неизвестно	1	1
бытия мифического	1	1
о личности	1	10
во времени	4	1
ту или	1	2
вечности следовательно	1	1
смысле но	1	1
основная диалектика	1	1
только лишь	2	1
алогическое становление	4	2
мы начинаем	2	2
двух или	1	2
можно сказать	5	5
интеллигенции и	4	2
в нем	10	5
и начинается	1	1
во всех	2	2
или иначе	2	2
в дальнейшем	1	1
в некоем	2	2
или по	2	4
идею и	1	3
– самая	1	1
и событий	1	2
не раз	2	2
в это	3	1
как нечто	4	2
религия не	5	1
или в	2	7
самый предмет	1	1
явлений и	2	1
конце концов	1	1
истории и	1	2
а именно	5	6
том что	10	10
и идея	1	1
диалектического метода	1	1
о котором	3	1
именно это	1	1
она и	2	1
с научной	1	1
форма и	3	1
и следовательно	5	3
углубляясь в	1	1
ни одной	1	1
как таковой	4	5
только о	2	3
весь предыдущий	1	1
чувства и	1	2
однако это	2	1
в голову	1	1
ни на	2	6
самоутверждение личности	8	2
всегда есть	2	2
невозможна без	1	2
оно не	1	2
сердце и	1	1
его составные	1	1
с другим	1	1
же не	3	1
действительно не	1	1
субстанциальное самоутверждение	3	1
оно есть	3	4
схема ни	1	1
есть религия	3	4
