3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram
было бы невозможно	1	5
что только в	2	1
друг от друга	1	1
потому что в	1	1
мысли а не	1	1
не имел бы	1	1
быть не только	1	1
в сознании все	1	1
в первое время	2	1
том как именно	1	1
только после того	1	1
из коих каждая	1	1
мы знаем только	1	1
можем себе представить	1	1
одной и той	2	1
так относится к	1	1
и здесь как	1	1
в образы предметов	1	1
мы не знаем	2	1
которое мы выше	1	1
то что мы	2	2
ко всем другим	1	1
может быть названо	1	2
с потому что	1	1
в душе а	1	1
и в таком	1	1
и т п	2	3
в таких случаях	1	1
мере того как	3	4
и возвращаясь в	1	1
то же в	1	2
по крайней мере	5	5
внутренней формы и	1	1
совершенно отличное от	1	1
то есть к	3	1
с впечатлениями зрения	1	1
и та и	1	1
сам по себе	5	4
а между тем	2	4
мы тем самым	1	1
не может но	1	1
вместе с этим	2	1
только от него	1	1
далеко не все	3	1
в отдельном лице	1	1
б мы не	1	1
не горит а	1	1
нашей мысли но	1	2
так и в	2	2
с одной стороны	3	3
того как мы	1	1
состоит не в	1	2
но вместе и	2	1
есть для нас	2	1
только потому что	2	2
почти то же	2	1
можно думать что	2	2
смысле в каком	2	1
что само по	1	1
следует помнить что	1	2
по себе не	1	3
с физиологическою необходимостью	1	1
то то есть	1	1
то что я	2	1
перед собою предмет	1	1
кто знает как	1	1
для сознания и	1	1
не можем себе	1	1
то же выйдет	1	1
и в самом	2	1
от нашего знания	1	1
один и тот	1	1
во-вторых потому что	1	1
а = b	2	1
только в том	3	1
то время как	1	3
по мере того	3	4
одной мысли об	1	2
до такой степени	1	1
одно и то	5	2
от одной мысли	1	1
а в том	5	1
одно время с	1	1
из этих групп	1	1
по себе потому	1	1
та и другая	1	1
не может быть	3	2
не в том	5	2
дает нам возможность	2	1
что то же	1	1
потому что мы	2	1
с одной и	2	1
лишь настолько насколько	3	2
слова есть только	1	1
только в устах	1	1
с этою мыслью	1	1
заключает в себе	5	4
возвращаться в сознание	1	1
но столь же	1	1
то есть не	4	3
потому что для	1	1
в звуке и	1	1
имеет для него	2	1
точки [зрения] не	1	1
не могут быть	2	3
вне связи с	1	1
что мы не	2	1
его внутреннею формою	1	1
можно заключить что	2	1
вместе с тем	4	1
которые не могут	1	2
потому что есть	1	1
вне себя и	1	1
что одно и	1	1
бы для него	1	1
то и другое	1	4
так что например	2	1
что оно не	1	1
вместе с нею	1	1
одной мысли к	1	1
что мы называем	1	3
себе потому что	1	1
в человеке есть	1	1
что не только	1	1
первое время его	1	1
том что оно	2	1
потому что только	1	1
нам кажется что	1	2
в то время	4	4
за самый предмет	1	1
одной стороны и	1	1
становится для нас	1	2
и притом не	1	1
тем не менее	3	5
и проч но	1	2
такая тесная связь	1	1
бы ни был	1	1
горит а тлеет	1	1
между звуком и	1	2
что новые впечатления	1	1
звук и его	1	1
не только по	3	2
смысле этого слова	7	3
том что он	2	1
но и по	2	1
понимания потому что	1	1
только по мере	1	1
и то и	1	1
или по крайней	1	2
и тот же	1	1
и звук и	1	2
со всех сторон	1	1
что для нас	1	1
предположить в животном	1	1
определенное место в	1	1
когда с увеличением	1	1
что касается до	1	1
с ним то	2	1
это было бы	1	1
до сих пор	3	4
ничего общего с	1	1
того кто знает	1	1
связь с другими	1	1
как бы ни	2	3
может быть только	3	1
бы невозможно но	1	2
в одно целое	1	2
бы ни было	1	1
lotze т с	2	6
вызывает в сознании	1	1
а тем что	1	1
такое явление не	1	1
представим себе что	1	1
что первобытный человек	1	1
в одно время	1	4
здесь как и	1	1
humboldt т с	14	10
в человеке и	1	1
есть одно из	2	1
только тогда когда	7	2
и тем самым	1	1
свою очередь есть	1	1
