2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part3_wordlist_2gram	Bakhtin_ProblemyTvorchestvaDostoevskogo_partition_part2_wordlist_2gram
все еще	1	1
одному из	1	1
условного слова	1	1
и своему	1	5
как стремление	1	1
где они	1	1
него и	1	2
с человеком	2	2
и на	10	6
слово диалогически	1	1
достоевского в	4	3
к другу	2	1
эта оглядка	2	1
и кто	2	1
вообще не	1	2
перед его	1	3
сырой материал	1	1
стало быть	1	1
особенно там	1	1
только так	2	2
конечно и	1	1
до отъезда	1	1
в самом	7	8
а то	2	1
в то	7	12
никогда не	9	8
может овладеть	1	1
с чужим	8	1
так же	2	8
без всякого	2	1
так что	5	5
и меня	1	1
слово без	1	4
его за	1	3
может до	1	2
словом другого	1	1
не в	11	9
же ты	1	2
человека как	1	4
голос рассказчика	2	1
и во	1	3
своего собственного	1	3
на нее	1	2
не я	1	2
раз и	2	3
отношении к	2	7
что этот	2	1
лишь в	8	5
же он	1	2
голосов как	1	1
характер в	1	1
присутствует незримо	1	1
лицами являются	1	1
о них	1	2
для этого	2	3
мы это	1	1
нет в	1	2
слово в	8	2
в речах	1	8
в позднейшем	1	1
далеко не	4	3
как бы	22	27
в процессе	2	1
в глаза	2	3
идеологии достоевского	1	1
вне себя	1	2
себе и	4	5
а с	2	3
же явления	2	1
и уверенный	1	3
ото всех	1	1
он может	1	2
нет и	1	3
достоевского всегда	1	1
героя с	3	1
во внутреннем	2	2
ну что	5	1
мы можем	2	1
его внутреннего	1	3
один голос	1	1
голосов в	9	3
его диалог	1	1
которая в	1	1
всех его	1	1
в целом	2	5
чуткое ухо	1	1
и заставляет	1	1
с алешей	1	4
что не	2	7
и пр	2	1
а не	7	9
собой не	1	1
время как	2	1
все те	1	2
одним из	1	1
диалог с	2	3
и делает	1	2
и ее	3	2
и речь	2	2
ж тебе	1	1
слово героя	3	4
словом в	4	1
по своей	1	1
он и	3	5
мы говорили	1	1
его творчестве	1	1
а может	1	2
с ее	1	3
не способен	1	1
он есть	2	2
чужое слово	45	2
другой голос	2	1
и со	3	2
за живое	1	3
собою и	2	4
не довлеет	1	1
его творчества	2	1
рано или	1	1
слияние голосов	2	1
в романах	3	3
ну и	1	1
в центре	1	1
последующем творчестве	1	3
у достоевского	14	13
после убийства	1	1
герой из	1	4
с собой	4	1
человека и	2	1
что же	7	8
рассказа в	3	8
в повести	2	1
двух реплик	2	2
слова с	7	3
в чермашню	1	3
образ его	1	1
и их	3	1
вопрос о	2	2
на речь	1	1
к нему	5	14
ничего не	3	4
говорили что	2	3
говорил это	1	1
сочетания голосов	2	1
себе самому	4	18
человека из	1	13
его отношения	1	1
из одного	4	1
у голядкина	1	1
оно стремится	1	3
при всей	1	2
но только	1	2
тем с	1	1
независимость от	1	2
это слово	5	5
собственные слова	2	2
к другим	1	2
каждое слово	2	2
я но	1	1
том же	4	1
в сущности	9	11
так ли	2	1
себе самом	3	5
или иной	3	2
но перебой	1	1
а ты	1	1
девушкина с	1	1
зрения он	1	1
человека в	4	1
нет здесь	1	2
оно должно	2	2
его служит	1	1
смердяковым до	1	2
большей или	1	1
этим голосом	1	1
это очень	1	1
при этом	6	4
того что	2	5
в форме	2	2
его же	1	1
но уже	1	1
но что	1	1
у него	6	4
в этих	6	1
в построении	1	1
в произведении	4	1
из уст	1	1
сам с	1	1
сама по	4	2
хочет чтобы	1	2
ко второму	2	1
достоевского имеет	1	1
он это	2	2
в ответ	1	1
нисколько не	1	2
себе что	2	1
входит в	2	2
в слове	5	5
то ни	1	4
что это	2	5
к миру	2	1
говорит о	1	2
слову и	2	1
речи голядкина	2	1
переходит в	2	2
еще более	2	2
друг к	2	1
в диалог	1	2
времени и	2	1
том и	1	1
тона и	2	2
в значительной	1	1
говорите что	1	1
слова и	12	10
даже в	3	5
диалога так	1	1
для другого	3	2
я вам	3	5
другие реальные	1	1
к другому	5	20
того и	3	1
мы здесь	2	1
его и	2	3
связан с	1	2
так и	3	6
достоевского это	3	2
эти вопросы	1	1
один и	1	1
тон и	5	2
же вы	1	2
но как	1	4
это знает	1	2
что тут	2	1
как слово	2	2
чужих слов	5	1
последнего слова	1	1
приведенных нами	1	1
ответа и	2	1
бы то	1	4
самосознание героя	1	1
если бы	3	4
к которому	1	2
они лишь	1	1
уже как	1	1
слова о	2	4
это дано	1	2
иной форме	1	1
как раз	4	4
и самая	1	1
что если	3	1
голоса но	1	1
о чем	1	2
и что	5	5
оглядкой и	1	1
убил отца	1	2
романа это	1	1
всем этим	2	2
себя и	3	8
после того	1	1
героя начинает	1	1
его слово	1	4
не бывает	1	2
на одном	1	2
что все	1	4
между этими	1	1
сказать что	2	2
функции в	1	3
то есть	4	1
тему о	1	2
вместе с	1	4
его мысли	2	1
издевательства и	1	1
другого как	1	4
места в	1	1
я ведь	4	5
не входит	2	2
достоевского этот	1	1
в диалоге	3	5
приводит к	6	1
протокольное слово	1	1
чем он	1	1
которых он	1	2
большинстве случаев	8	3
среди других	2	2
нового принципа	1	1
в рассказ	2	3
между голосами	1	2
так чтобы	4	3
уже после	2	1
это я	2	5
и его	8	16
то в	1	2
реальное слово	1	1
почти нет	2	1
я как	1	2
теперь на	1	3
или наоборот	1	1
это как	1	3
я не	4	7
уже сама	1	1
о себе	7	18
той или	3	2
направлена на	1	1
она в	1	2
и действительно	1	1
прозаическая лирика	1	1
его слова	2	3
и мысли	2	2
именно как	2	1
не принимает	2	4
т п	9	6
двух голосов	5	5
другим в	1	1
и отчасти	1	1
и даже	3	7
установкой на	1	3
только в	4	6
в произведениях	3	2
тоже не	1	1
господина голядкина	2	1
что еще	1	1
резко отличается	1	1
как в	2	4
диалога в	2	2
лишь на	2	2
одному знаменателю	2	1
мы уже	3	6
что у	2	6
замыслу достоевского	1	7
было лишь	1	1
всегда с	1	1
внутренней речи	2	4
речь и	2	1
такой человек	1	1
высшем смысле	1	1
ибо в	1	2
заставляет его	1	1
для его	1	2
в человеке	3	2
диалога и	1	2
рядом с	5	4
в их	3	1
со своим	1	1
не видит	1	1
в себе	5	6
в большей	1	1
в рассказе	3	1
к тому	4	5
же принципа	1	1
как все	1	1
в эту	3	1
реагирует на	2	1
в бедных	3	1
бы уже	1	3
принцип сочетания	1	1
самого достоевского	1	1
чужого голоса	3	1
с ним	3	8
не могла	1	1
последний смысл	2	1
в душу	1	1
бы беспрерывно	1	1
слово и	9	1
всего в	1	1
только с	1	3
но может	1	1
с самим	8	14
и вы	2	4
романа но	2	1
второй голос	11	5
является в	1	1
в самые	1	1
слов героя	1	1
теми же	1	1
которые в	1	2
и внутренняя	1	1
бы вне	1	1
врывается в	1	2
он надо	1	1
носит чрезвычайно	1	1
не могу	2	3
друг друга	1	2
и искусно	1	1
и то	2	3
по отношению	5	5
все время	1	5
себя а	1	1
все они	1	1
уж теперь	1	2
так как	4	4
материалом для	1	2
вот я	1	3
по замыслу	1	12
никаких новых	1	1
как будто	1	7
точек зрения	4	2
его внутреннюю	1	2
творчестве достоевского	3	5
образы и	1	1
на этом	1	4
не могут	4	1
лишь как	2	1
авторских интенций	4	1
функций в	1	1
но иногда	1	1
несколько дальше	1	2
в предшествующих	1	1
и с	5	15
я и	2	2
всякой социальной	1	1
в него	7	3
полную независимость	1	1
это в	1	2
он уже	1	3
также и	3	1
стремится быть	1	2
предмет и	1	1
с другой	4	4
он все	1	3
присущ всякому	1	1
противоположных направлениях	1	1
другого человека	4	5
так он	1	1
из своего	1	4
было бы	5	2
чужой реакции	1	2
я знаю	1	1
и слияние	1	1
речь как	1	1
одном слове	4	1
не мог	1	5
сам и	2	2
мы остановимся	1	4
к своему	1	5
на фоне	5	1
на друга	2	2
этого признания	1	1
же я	1	3
чрезвычайно напряженный	1	1
этот чужой	1	1
живое и	1	1
себе но	2	1
б я	1	1
его голос	1	3
одной из	1	1
я бы	1	3
и другого	2	3
здесь мы	2	1
других слов	1	1
уст в	2	1
но эта	2	1
личном смысле	1	1
не хочет	3	2
с одной	1	1
силы и	1	1
знаю что	4	2
существенный момент	1	1
весь его	1	2
достоевский не	2	1
быть и	2	2
со всею	3	2
слово с	5	6
народ русский	1	1
принципы его	1	1
и внутренне	1	2
мы замечаем	1	1
слова ибо	1	1
для себя	2	6
на него	3	7
до того	1	1
этого слова	2	7
все это	5	16
является как	2	1
друг на	2	2
к чему	1	2
ними и	1	1
в формах	3	1
что я	6	15
голосов но	1	2
и слово	1	8
понять его	1	1
он себя	1	1
сам знаю	3	3
приходит в	1	1
редчайшими исключениями	1	1
ивана как	1	1
реальные голоса	1	2
ее как	1	3
сухость рассказа	1	1
этом каждое	1	1
своей собственной	1	1
этом смысле	2	4
же стиля	1	1
обычной монологической	1	2
и если	1	2
а так	1	2
особенности слова	1	1
в себя	3	1
в такой	2	3
более того	4	2
но этот	2	2
автор в	1	1
внутреннем диалоге	2	3
начал с	1	2
внутренней полемики	2	2
и мы	1	1
знаю я	1	1
которой он	1	2
другом и	1	1
внутреннего диалога	5	15
что он	13	23
боится чтобы	1	1
его собственные	1	1
в прямом	1	1
которых мы	1	2
и свой	3	2
что и	3	5
уже не	3	2
голос его	1	2
но так	2	3
к себе	7	17
человек и	2	2
хотя бы	2	5
всем в	1	1
без его	1	1
с другими	1	4
и по	1	1
хоть раз	1	1
но зато	3	3
а я	1	10
же но	1	1
может найти	1	1
в отличие	4	2
установки и	2	1
диалог ивана	2	5
чужому сознанию	1	3
слово по	2	1
служит для	1	1
голядкина его	2	1
среди них	4	1
тон но	1	1
на тему	1	2
теперь в	3	1
с оглядкой	4	3
ведь и	7	3
из их	1	1
мог бы	1	2
того же	3	2
самому он	1	1
на себя	2	1
ту же	2	1
зрения на	1	1
в высшем	1	1
рассказа иногда	1	1
другого и	2	1
в романе	3	1
но все	2	5
мы увидим	5	2
оглядка на	1	1
слово у	3	1
ведь это	2	1
она только	1	1
стиля и	1	1
или еще	1	1
если б	1	2
и тех	1	1
глубины души	3	1
в первых	1	2
никого не	1	1
раскрывается с	1	1
о мире	1	8
и к	3	12
голоса в	1	2
сознание и	2	1
в другой	1	2
дело идет	1	5
одного слова	1	1
за пределы	3	2
есть нечто	1	1
до крайности	1	1
не как	6	3
никак не	5	1
этого диалога	1	2
этот другой	1	2
в эти	1	2
к речи	1	1
та же	2	2
ведет свою	1	1
ни в	2	4
к одному	6	3
что в	4	7
ивана карамазова	2	3
голосов не	1	1
только пусть	1	1
нашего рассмотрения	1	1
что их	1	1
за ним	1	2
после каждого	1	1
чужие реплики	2	1
в своей	4	3
иногда до	1	1
сюжетом но	1	1
в основе	1	1
со словом	1	3
узком смысле	2	1
диалогически обращен	2	1
эту фразу	1	1
сюжета и	1	1
уж не	1	2
что на	2	1
ты не	1	1
ему и	1	1
этого он	1	1
него в	3	1
кажется что	3	2
только не	1	1
слова его	1	2
речи героя	2	2
не то	1	2
не может	18	19
человеком а	1	1
слово это	1	1
души человеческой	3	1
он должен	1	2
моментом которого	1	1
а к	1	2
то чтоб	1	2
к вам	1	1
диалога но	1	1
разобранные нами	3	1
его речи	2	1
о том	5	2
между тем	3	3
речи как	2	1
в виду	3	3
на то	5	1
бы с	1	2
мы и	2	2
характерный для	1	1
проговорил иван	1	1
может быть	23	19
основной вопрос	1	1
в одной	3	3
себе его	1	1
чужой реплики	2	2
уже говорили	3	3
вы в	1	1
в устах	1	1
она не	3	1
слова два	1	1
произведениях достоевского	4	2
достоевского почти	1	1
чужого сознания	2	3
обращено к	1	2
уверенного человека	1	1
каждый из	2	2
увидим что	1	2
еще очень	1	1
можем сказать	1	1
отличие от	4	2
разобранным нами	2	1
его к	2	3
и самое	2	1
может войти	1	2
тем как	1	1
достоевского как	2	1
что вы	1	2
да рядом	1	1
сразу с	1	1
не было	1	2
но ведь	5	1
того чтобы	1	1
и при	2	1
с ними	2	6
в этой	1	1
появляется в	1	2
достоевского с	1	1
ну а	1	1
слово рассказа	1	1
всяком случае	1	5
развивается как	1	1
героев достоевского	4	4
самим собою	5	9
внутренний диалог	2	11
во всяком	2	5
здесь же	1	1
и вообще	1	2
речь его	1	1
он как	1	4
а вовсе	1	2
в плане	1	6
такое же	1	1
не только	11	10
с перемещенным	1	2
он не	9	15
говорит он	1	3
в основном	1	1
внутреннего человека	1	1
в пределах	16	6
одну из	1	1
теперь внимательнее	1	1
его второй	2	1
слова в	12	7
о герое	1	1
такою же	1	1
к герою	1	7
речь не	1	1
развивается в	1	1
между ними	4	1
реальными голосами	1	1
не приносит	1	1
оно является	2	1
других героев	1	1
как чужой	2	1
бы не	2	2
голосов и	4	2
и для	3	8
творчества достоевского	1	1
пародийного и	1	1
сам голядкин	1	1
ты как	1	2
согласиться с	1	1
слово или	2	1
по себе	11	3
ни одного	4	5
затем его	1	1
так в	1	2
убеждает себя	1	1
слова как	3	2
в узком	2	1
а в	5	5
в каждом	11	3
монологического слова	1	2
в уста	1	1
а впрочем	1	4
русского романа	1	1
на которой	1	1
с исключительною	1	1
но с	1	2
в сторону	2	2
от него	1	6
с которыми	1	2
и положений	1	1
другого в	3	2
что с	1	3
это последнее	1	1
им в	2	1
другом человеке	2	1
слова не	1	2
в мире	1	4
из его	2	4
и только	3	2
значение в	2	1
голос должен	1	1
два голоса	2	3
такой же	3	3
алеша с	1	1
не знал	1	2
а между	2	3
в которых	2	2
им и	1	3
и до	4	1
содержание его	1	1
у меня	5	6
во вне	1	1
словом и	2	3
романах достоевского	2	3
слове и	1	1
не исчерпали	1	1
себя лишь	1	1
диалог двух	1	1
человек не	1	1
другого собеседника	1	1
голос голядкина	7	1
в тоне	2	2
человек так	1	1
он во	1	2
интенции автора	1	1
и как	2	3
что такое	2	2
оно обращено	1	1
начинает звучать	1	1
точки зрения	13	8
этот тон	1	2
в монологическом	2	1
человека с	1	3
голосом голос	1	1
но и	14	12
в ее	1	3
а затем	2	1
до сих	7	1
подполья и	1	1
не знает	3	6
остается в	1	2
к скрытому	1	1
в творчестве	2	3
в большинстве	9	2
самим собой	3	6
чужих устах	1	2
или как	4	2
себя в	3	1
быть даже	1	3
во всем	3	3
они действительно	1	2
себя на	2	1
на самом	1	11
абстрактный характер	1	3
он определяет	1	1
они становятся	1	1
пределах одного	9	2
тон в	1	1
крайней мере	1	3
до жиль-блаза	1	1
их акцент	1	1
в этом	13	16
реплики и	2	2
с одними	1	1
слово не	8	2
это действительно	1	2
диалога с	1	4
вот как	4	3
одна из	2	1
дан в	1	1
прием достоевского	1	1
переходим к	3	4
я сам	2	7
их в	4	3
обращается к	1	2
герой не	2	2
делает его	1	1
которую он	2	1
о нем	6	2
он умеет	1	2
стиль и	1	4
только на	3	4
как другого	1	2
вернемся к	1	1
не удалось	1	2
налегли друг	1	1
где он	1	3
а уж	1	1
будет и	2	1
особый тип	1	2
в двойнике	2	8
героя в	3	5
вам скажу	1	1
бы сказать	1	1
я для	4	2
его герой	2	1
самого голядкина	5	1
его собственного	2	2
свои собственные	1	2
слова т	2	1
себя сам	1	1
его можно	1	1
ни были	1	1
и само	1	1
исчерпали всех	1	1
своего слова	1	3
диалоге в	1	1
достоевский заставляет	1	2
можно сказать	1	1
отчетливо и	1	1
да что	4	1
он жалуется	1	1
в нем	12	19
во время	4	2
в других	1	1
во всех	4	2
его но	1	1
он был	3	1
является последней	1	1
здесь есть	1	1
ивана с	1	3
я очень	2	1
зрения его	1	1
ивана и	1	2
не подумали	1	1
одна реплика	1	1
или в	8	1
дано лишь	1	1
и сам	7	5
без труда	1	2
конце концов	2	3
скрытой и	1	1
том что	2	3
и лишь	1	2
опыт стилистики	1	1
звучат в	1	3
предвосхищаемые чужие	1	1
как к	1	4
рассказ в	4	2
в стиле	4	3
к третьему	2	2
ни на	3	1
лишь путем	1	1
с другим	2	11
же не	4	2
я все	1	6
глаза и	1	2
в голове	2	1
к чужому	7	4
позднейшем творчестве	1	1
