2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_2gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part3_wordlist_2gram
почти все	1	1
а только	1	1
и мира	1	1
обычной то	1	1
одна из	7	2
прямо сказать	1	1
романтического типа	1	1
был очень	1	1
дан в	1	1
и ложь	1	1
из этих	1	2
значение для	2	1
художественной ценности	1	1
бытия и	2	1
этого слова	1	2
этом произведении	2	1
все это	8	7
в качестве	1	1
проникнуть в	1	1
в один	2	2
их в	2	2
в сознании	2	2
и отдельных	1	1
ведет к	1	1
по своей	9	1
могли бы	1	3
его романов	1	3
братьях карамазовых	2	1
он и	1	5
мысли и	1	2
что касается	2	1
его творчестве	2	2
достоевского был	1	2
что я	2	1
типа но	1	1
о нем	1	11
хотя и	4	1
с ее	1	2
но конечно	1	2
стиль и	1	1
время и	1	1
заключается в	1	2
во многом	2	1
и слово	1	1
они не	3	3
мировой литературы	3	2
например в	5	3
правильно понять	1	1
форму и	1	1
у бальзака	3	2
из подполья	5	11
сходятся в	1	1
то же	6	10
и со	1	1
достаточно сравнить	2	1
особый тип	2	1
все большие	2	1
всех разнообразных	2	1
это было	3	1
в двойнике	1	1
его творчества	6	7
героя в	1	4
потому и	1	1
и художественного	1	1
его на	1	2
которые не	2	1
этом смысле	1	9
равно как	1	1
не дает	1	3
значение и	2	1
формы и	3	1
с собою	1	2
в свете	1	3
у достоевского	17	24
во времени	1	3
в себя	6	3
на ее	2	1
более того	6	3
замкнутость и	1	1
в последний	1	2
не сделал	1	1
и их	2	2
мы видим	2	3
его целом	1	5
бы там	1	1
и еще	1	1
в которой	2	4
свою мысль	1	1
личности и	1	1
но при	1	1
можно сказать	8	2
по своим	1	2
ничего не	6	6
авторского голоса	1	1
типа а	1	2
что он	4	10
сценами и	1	1
себе самому	6	3
но они	4	4
человека из	1	4
что они	1	1
в нем	10	20
его художественной	1	1
по сравнению	4	1
заметить что	1	2
во всех	12	5
нового времени	8	1
в дальнейшем	7	1
что и	3	5
один из	6	2
уже не	1	8
они уже	1	3
с точки	2	15
же и	1	1
при всей	2	1
но только	1	1
есть все	1	1
быть только	2	1
к себе	6	2
романов достоевского	1	12
этого термина	1	1
человек и	2	2
уже отмечали	2	1
достоевский находил	3	1
он в	2	2
ивана и	1	1
а для	2	1
достоевского не	1	11
проникновения в	1	1
что было	1	3
не надо	1	1
диалогическому подходу	1	1
в сущности	10	5
было так	1	1
хотя бы	2	2
он несколько	1	1
органическое единство	1	2
европейской литературы	4	1
с ней	3	1
образ героя	1	4
и здесь	1	3
с другими	3	7
обнаженной форме	3	1
здесь как	3	1
самого начала	4	3
выступает и	1	1
и по	3	2
но в	5	4
благодаря этому	1	2
человека в	3	5
всякого рода	3	1
эта тема	1	1
в отличие	1	2
своего рода	3	1
сих пор	5	2
со всем	1	1
если и	1	1
романы достоевского	2	3
конечно что	1	2
конце концов	1	4
это очень	4	3
с идеей	1	3
при этом	3	3
находим у	1	1
или иных	1	1
в форме	6	6
том что	5	9
строго говоря	1	1
у него	1	6
и перед	1	2
в ней	7	1
на свете	2	1
и она	1	1
который создает	1	1
остановимся в	1	1
позиции по	1	1
и тут	1	1
изображал жизнь	1	1
в этих	5	2
такова например	1	1
сам с	1	1
идей в	1	1
именно об	1	1
в котором	1	2
литературную форму	1	1
творчество достоевского	2	3
в момент	1	1
сущности только	2	2
есть на	1	1
не о	2	1
описательная характеристика	1	1
и соответствующие	1	1
к ней	1	1
вступает в	1	1
в стиле	1	1
и могли	1	1
нисколько не	1	2
видим что	1	1
истолковывает как	1	1
и достоевский	1	3
через это	1	1
ни на	1	2
шекспира и	1	2
четко и	1	1
своей художественной	1	1
почти полностью	2	1
в романе	1	11
способность достоевского	1	2
бы дать	1	1
что это	2	1
можно было	1	3
видел и	2	1
говорит о	2	1
и это	3	5
этот роман	1	1
понять и	2	1
и человек	1	1
жизнь в	2	1
и другие	9	2
может служить	1	1
не об	1	3
как художник	1	1
ведь это	1	2
друг к	1	1
от них	1	1
во все	5	3
убедиться в	1	1
видения мира	1	1
но вовсе	1	1
если б	7	1
