2gram	Vygotskiy_Psychologia_partition_part1_wordlist_2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram
противоречие с	2	3
котором она	1	1
отказаться от	1	2
в виду	4	4
есть психология	1	2
на то	17	10
в музыке	1	2
же где	1	2
можно сделать	1	1
есть только	2	2
и смысл	1	1
понятие о	1	1
имеет совершенно	1	1
должны быть	1	3
и наоборот	1	1
именно со	1	1
станет совершенно	1	2
главным образом	1	2
идет речь	3	1
как мы	5	2
заключает в	4	1
двух планах	3	1
к которым	2	3
относится к	1	1
может быть	11	22
то в	1	1
и его	6	7
в одной	2	3
не можем	4	3
различных точек	1	1
и вне	1	1
произведения и	1	1
так мы	1	1
с таким	2	11
лучшим доказательством	2	1
совершенно произвольно	1	1
эмоцию и	1	1
х годов	1	5
основе своей	1	1
пока еще	1	1
эту мысль	2	1
с достаточной	1	2
многих случаях	1	1
и могут	1	1
вовсе не	3	6
она не	1	5
исходили из	2	1
которую она	1	1
живые люди	1	1
есть не	4	2
планах с	2	1
была бы	3	1
в судебном	1	1
искусства в	2	9
гаман и	1	1
и аффектов	1	1
ли не	2	1
с тем	8	3
вразрез с	1	1
это есть	3	5
здесь нет	1	1
совершенно верно	4	2
не составляют	1	1
который в	1	3
обратиться к	5	2
за собой	1	1
поэтому когда	1	1
из этого	2	2
эта теория	5	5
которым пользуется	1	1
во многих	1	1
звуковой формы	1	1
т п.если	1	1
и нам	2	1
бы в	5	2
образное и	1	1
увидим что	9	2
вслед за	1	6
и нет	1	1
чувства при	1	1
показать как	4	1
отличие от	2	4
на которых	2	1
самое же	1	3
произведения так	1	1
она в	1	2
сравнению с	4	1
тот же	3	2
последнее время	1	2
чувства которое	1	1
или ином	1	1
этой теории	2	6
и действительно	1	1
когда указывал	1	1
же мы	1	1
стороны другого	1	1
со стороны	3	4
с и	5	5
как он	2	2
тем как	1	1
и между	3	1
на искусство	2	2
должны будем	2	2
в таком	3	3
можем понять	1	1
нас к	1	1
говорит овсянико-куликовский	1	2
перед ним	1	1
что здесь	3	2
в частности	4	3
как говорит	4	2
внимание что	1	1
мы примем	2	1
с которой	2	1
автор считает	1	1
т п	3	16
показывает что	3	5
для своей	1	1
всякий раз	2	8
ответ на	5	1
и даже	2	6
от этой	2	1
и очень	1	2
не было	1	3
и тем	6	2
значительной мере	1	1
того чтобы	20	7
во внимание	5	2
и при	2	1
то это	4	1
в своих	5	4
только в	5	14
когда утверждает	1	1
что то	1	2
понятной та	1	1
с ними	1	1
другой стороны	5	5
реакции при	1	1
в этой	5	3
лирической эмоции	2	1
образом оказывается	1	1
именно такая	1	1
в русском	1	2
само по	2	5
характеры действующих	2	1
не могли	4	1
когда она	3	2
же оно	1	1
идет о	1	2
существует два	1	1
психологии в	1	2
в трех	3	2
что содержание	1	2
его с	2	1
чувства которые	2	1
все то	2	3
выпадает на	1	1
чтобы понять	1	4
полнотой и	1	1
литературное произведение	1	1
к этому	3	4
том случае	1	2
в эмпирической	1	1
вот это	1	1
но для	1	1
как в	3	9
применении к	1	2
элементов если	1	1
и периферический	1	1
и не	6	16
что у	3	3
но вместе	1	1
во всяком	1	8
здесь же	1	1
и та	2	1
как итог	1	1
мы на	1	1
лежит в	1	1
который он	1	1
если будем	1	1
охватывает и	1	1
таким образом	20	20
нам придется	2	2
по своему	1	1
полагал что	2	1
совершенно понятно	1	1
если же	2	2
не испытывает	1	1
переживания искусства	2	1
о той	1	1
с так	2	2
он как	2	1
тогда когда	1	5
и значения	1	1
одно и	3	1
мысли так	1	2
уже в	6	3
с теми	3	2
таковая в	1	1
в жизни	1	2
это и	2	3
по самому	2	5
отдельные исследования	1	1
не только	16	13
искусства как	4	4
на другой	1	1
его частей	1	1
он не	3	3
для его	1	1
что даже	2	2
могут иметь	1	1
там же	1	2
смысле этого	1	2
применить к	1	2
в самых	1	1
вот что	1	2
роль которая	1	1
которые никак	1	3
это оказывается	1	1
что всякое	4	5
факта что	1	1
только обратиться	1	1
и кажется	1	1
основу этого	2	2
это прекрасно	1	1
что те	1	2
тем же	3	3
совершенно ясно	7	19
и потому	5	2
слова в	1	3
пор пока	2	1
всякое художественное	1	3
с самого	3	1
в их	3	1
произведение искусства	6	8
т д	3	8
и переживает	1	1
мы находим	2	1
в степени	1	1
из самых	2	1
искусств в	1	1
в себе	5	4
в одинаковой	1	2
и того	2	1
на примере	4	3
в большей	2	1
и другими	2	3
в рассказе	2	1
на его	3	1
как на	11	3
между ними	2	1
к тому	8	4
те времена	1	1
искусства должно	1	1
когда пушкин	2	1
знаем о	1	1
как у	1	1
искусство как	2	9
что вся	1	1
реакции в	1	1
художественное произведение	5	10
автор не	1	1
человека то	1	2
перед нами	2	1
одной стороны	12	6
в бессознательной	1	1
исчерпывающей ясностью	1	1
к содержанию	1	1
отдельного слова	1	1
из них	2	2
такой исчерпывающей	1	1
общего закона	1	1
и для	6	5
это только	3	2
что только	1	2
быть может	1	1
в области	1	11
имеем дело	1	1
сами по	2	1
анализ и	1	1
до конца	2	6
есть психика	1	1
предмет его	1	1
вообще и	1	1
чем идет	1	1
отличается от	2	2
что сущность	1	1
из виду	1	2
сколько-нибудь общепризнанной	1	1
и уже	3	1
обстоятельство что	1	1
всех остальных	1	1
одного и	2	2
элементов и	1	1
есть художественная	1	1
бы составить	1	1
которые мы	1	1
по себе	7	9
нормы и	2	2
чрезвычайно полезно	1	1
не менее	1	2
еще не	5	1
всякое произведение	1	2
важно показать	1	1
процесса с	1	1
целый ряд	3	6
большей частью	1	2
целым рядом	1	1
вносит в	2	1
же самое	5	2
эмоции а	1	1
в конце	4	3
и исходя	1	1
образом мы	3	1
стороны мы	2	1
всякого вообще	1	1
а в	4	6
сильнее и	1	1
все решительно	1	1
тому что	8	4
к процессам	1	1
такого же	1	1
метафизические построения	1	1
пересечении этих	1	1
представляет собой	1	2
центральный и	1	1
только с	1	1
в каждом	2	3
слов и	2	1
что психолог	1	1
видим в	2	1
силу того	1	2
свести к	1	1
от самого	1	1
имеет и	1	1
одним и	3	1
выступают в	1	1
бы его	2	1
что речь	1	2
как ни	4	1
и вот	2	3
остановиться на	1	2
принцип и	1	1
психологическое действие	1	1
художественном произведении	2	3
дело в	2	1
что психология	1	5
быть признаны	1	1
по преимуществу	2	1
в своем	6	3
для объективной	2	2
стороны и	4	3
решение вопроса	1	1
но она	2	1
утверждают что	1	1
эстетическое поведение	1	1
он указывает	1	1
и на	3	1
из которой	1	1
эти исследования	1	1
от обычного	1	1
вплоть до	1	1
совершенно точным	1	1
к другу	4	1
от него	4	2
психологии искусства	5	19
с если	1	1
не являются	1	1
мысль то	1	1
за счет	1	1
в двух	5	1
в какой	1	5
то или	1	2
в психологии	3	6
совершенно явно	1	2
стало быть	1	2
образы фантазии	1	1
жизни с	1	1
для того	20	6
следует отнести	1	1
мы никогда	2	4
же мнения	1	1
глубже в	1	1
как и	6	16
собой в	2	1
тому как	1	7
представлений и	1	1
эстетической реакции	17	5
совпадают с	2	2
думается что	3	3
потому что	23	10
что для	1	2
объективной психологии	2	4
с такой	4	1
на котором	1	1
нуждается в	1	3
для нашего	1	1
подойти к	1	2
что с	6	2
материалом и	1	1
в самом	14	11
о гамлете	1	1
по этому	5	2
мы еще	1	1
в то	2	5
и фантазия	1	1
и то	9	2
никогда не	9	8
этом отношении	3	2
что есть	2	2
и в	30	31
все время	20	4
связаны с	1	1
в последних	2	1
так же	13	12
психологические законы	1	2
что искусство	4	11
не хотим	1	1
поскольку она	1	2
размера и	1	1
без всякого	1	2
и материал	1	1
так что	3	5
и самый	2	1
искусства то	1	1
произведения не	1	1
приводят к	1	1
в корне	1	1
как вполне	1	1
благодаря тому	1	2
так как	9	18
которых складывается	1	1
самое важное	3	1
представления так	1	1
из его	1	3
и только	3	3
но не	7	3
лиц и	1	1
в стихах	1	1
в стороне	1	1
не в	8	11
свой роман	1	1
при анализе	1	1
для нас	3	5
как будто	6	5
с для	1	2
конечно же	1	1
чем это	3	1
по мнению	6	2
то как	1	1
большей мере	1	1
сводится к	5	1
ложными и	1	1
мы должны	3	1
не могут	3	3
и во	1	2
мы пытаемся	2	2
в которых	2	3
по существу	2	4
оба эти	2	1
представить себе	2	3
что лирика	1	1
внутренний разлад	1	1
в конечном	1	3
как она	4	2
совершенно прав	7	2
искусство есть	2	6
как это	7	4
речь в	2	1
с этим	2	3
на место	1	2
в полной	2	1
мы все	6	2
лошадь когда	1	1
речь идет	1	3
и с	2	2
событий в	2	1
скажем что	1	1
общественной жизни	1	1
но это	1	3
бы что	1	2
признать что	1	1
исходя из	2	3
в противоречие	1	2
смысле слова	1	3
в него	4	2
под влиянием	3	3
для каждого	1	1
являются не	1	2
это в	3	2
сам собой	1	1
чувства не	3	1
когда он	5	2
с самой	1	1
поэтому совершенно	2	1
то специфическое	1	1
поэтического произведения	1	1
знаем что	2	1
же в	2	1
и хотя	2	1
ссылается на	1	1
конечно не	1	1
к ослаблению	1	1
существует между	5	1
составить предмет	1	1
системы которые	1	1
в понимании	1	1
к таким	1	1
это не	3	1
евгении онегине	1	3
мы припомним	1	2
образом и	2	1
с другой	9	5
выразительных движениях	1	1
в художественном	1	3
и др	1	1
и как	7	2
совершенно другой	1	2
иной раз	1	1
и сейчас	3	2
здесь в	1	1
при взгляде	1	1
даже о	1	1
сознательно и	1	1
которую мы	2	1
должно быть	2	1
и совершенно	4	5
искусства по	1	1
далеко не	1	2
искусство и	1	4
искусства и	5	15
на художественное	1	1
того как	2	1
было бы	5	6
в чем	1	2
области искусства	1	2
что такое	1	2
этому присоединяется	1	1
как бы	19	5
сходство с	1	2
повести в	1	1
в процессе	1	5
из всех	1	2
более или	1	2
психологию искусства	3	3
все остальное	1	1
от других	1	2
совершенно ясен	1	1
этого процесса	1	1
очевидно что	2	6
как таковая	1	1
из отдельных	1	2
казалось бы	4	2
к сложным	1	1
дело с	5	3
прежде всего	4	4
о его	1	1
что стихотворение	1	1
указывает на	4	4
точки зрения	7	15
и трагедии	2	1
что от	2	1
на один	1	2
а с	5	1
просто и	2	1
и выражение	1	1
учением о	1	1
части но	1	1
начало антитезы	1	3
что именно	5	1
вместо того	1	1
том что	21	16
с поэтому	1	1
на это	1	2
совершенно ином	1	1
к искусству	3	1
у нас	4	4
но и	6	2
с здесь	3	3
полагаем что	1	1
процессе творчества	1	1
искусства но	1	2
психологии на	1	1
она то	1	1
именно в	6	1
в ее	3	5
нет и	1	1
а затем	2	1
до сих	5	3
только то	1	2
искусства не	2	5
литературном произведении	1	1
в зависимости	6	5
будто бы	1	2
том чтобы	2	7
мы не	3	12
стоит только	5	2
чем в	2	1
одной из	1	1
до тех	2	2
у шекспира	6	2
мы можем	7	4
имеет место	3	2
больше и	1	1
во всем	2	3
ясностью как	1	1
близкое к	1	1
только при	1	3
является результатом	1	1
он дает	2	1
конца с	1	1
в результате	4	4
элемента которые	1	1
на самом	2	2
большее количество	2	1
именно потому	3	1
и вообще	1	1
пушкин говорит	1	1
и наконец	3	1
совершенно справедливо	3	1
этой точки	1	5
а нечто	1	1
сцена прощания	1	1
не к	1	1
мы всегда	1	1
прощания гектора	1	4
в целом	5	5
как цель	1	1
ясностью показать	1	2
чтобы показать	2	3
что эти	2	3
не что	2	1
а не	8	13
в живописи	1	2
тех пор	2	1
гораздо более	2	2
все что	1	3
с этой	2	4
искусство в	1	2
с одной	12	5
и другой	1	3
никакой другой	1	1
в этом	14	12
к чисто	1	1
двух направлений	1	2
если мы	16	12
время как	2	5
на чем	1	1
и содержания	1	1
не принадлежит	1	1
все те	1	1
и отчетливее	1	1
об этом	3	1
лучше всего	1	1
это действительно	2	1
каким образом	2	1
этого вопроса	1	2
его жизни	1	1
явление в	1	1
что мы	11	8
и ее	1	1
говорит что	6	5
траты энергии	2	1
один раз	1	1
между собою	1	1
он говорит	3	1
в совершенно	6	4
точка зрения	1	4
здесь с	1	1
в поэзии	1	2
художественным произведениям	1	1
который прежними	1	1
психологической точки	1	4
и искусство	1	1
произведения с	1	2
каждой из	1	3
самом процессе	2	1
почти все	1	2
составить себе	1	1
а только	1	2
за основу	3	1
и таким	2	2
оказывается что	1	5
одна из	3	4
что мало	1	1
же как	2	4
мы испытываем	2	1
действующих лиц	7	1
совпадает с	1	4
из этих	3	6
совершенно в	1	1
материала все	1	1
действительно так	2	1
этого слова	1	4
не найдем	2	1
все это	2	8
взгляде на	1	1
мы называем	2	1
состоит в	3	3
в качестве	2	2
как например	2	2
есть чистая	1	2
в стихотворении	1	1
и есть	5	5
едва ли	2	1
в сознании	1	2
находится в	2	1
их в	1	2
самом деле	8	9
и когда	9	3
из авторов	1	1
могли бы	4	1
если в	1	1
и воображения	1	1
о нем	1	1
хотя и	1	3
не так	1	1
которая выпадает	1	1
заключается в	8	7
время и	1	1
и материала	1	1
удовольствие и	1	1
только на	4	3
не трудно	1	1
за этим	1	1
он есть	1	1
что оно	6	3
например в	1	3
в стихе	4	2
на другом	1	1
но никогда	1	1
как из	3	1
то же	7	5
который она	1	1
всякое усиление	1	2
той теории	1	1
совершенно разных	1	1
при помощи	1	20
том или	1	1
вся она	1	1
современной психологии	1	1
фрейд когда	1	1
могло бы	1	4
оно может	1	1
есть всегда	1	1
мюллер-фрейенфельс по	1	1
искусство может	1	1
и дальше	2	2
связана с	1	1
бы сказать	2	1
мы различаем	1	4
совершенно не	6	5
этом смысле	2	2
и самым	1	2
говоря и	1	1
не ее	1	1
как система	1	1
не дает	2	2
объяснение в	1	1
оказывается совершенно	2	1
в центре	2	1
формы и	3	5
мы при	1	1
искусства к	1	1
указывает что	5	1
художественного эффекта	1	1
точно мы	1	1
течении то	1	1
в фактах	1	1
с как	1	1
и зритель	1	1
и если	6	4
принять во	2	1
нас не	2	1
в произведение	1	1
обе эти	2	1
есть известные	1	1
задний план	1	1
что же	1	2
искусства является	1	2
и ясностью	1	1
действия в	1	1
в себя	2	2
только что	4	2
в такой	1	2
каждого из	1	3
искусстве и	3	1
и их	1	2
столь же	1	4
мы видим	8	5
в любом	1	1
мы очень	1	1
случае в	1	3
утверждает что	2	2
ряд чрезвычайно	1	1
вопрос о	3	3
и мы	16	1
как говорят	1	1
но мы	2	3
в которой	3	4
одной и	2	4
в эстетической	1	1
к нему	1	2
это лучше	1	1
которой он	1	1
можно сказать	2	1
этому вопросу	1	1
специфического отличия	1	1
точку зрения	1	3
ничего не	2	2
что ни	3	1
психику и	1	1
основана на	1	1
ее на	1	1
можно привести	1	1
что он	17	7
у пушкина	1	3
что по	2	3
концов только	1	1
легко показать	3	2
и тот	1	2
которого она	1	1
одном из	1	2
над его	1	1
что они	5	2
произведении искусства	1	3
на картине	2	1
должен быть	2	1
в нем	7	2
которых мы	4	1
этой формулы	1	2
по сравнению	4	1
этой работы	1	1
со времен	1	1
в других	1	1
заметить что	1	1
во всех	2	1
с совершенно	2	2
в нескольких	1	1
чрезвычайно важно	1	1
по поводу	3	2
при совершенно	2	1
что и	3	13
один из	5	4
объяснить нам	1	1
в действительности	1	1
примем во	1	1
новое что	1	1
и поэтому	3	2
ясно что	6	19
эмпирической психологии	3	2
уже не	1	2
с точки	2	2
но только	3	3
и теперь	1	2
но так	1	1
в силу	3	3
она находится	1	1
звуков в	1	1
бы такой	1	1
этих трех	1	1
вещь а	1	1
русском языке	1	2
представление о	1	3
художественного произведения	3	17
в сущности	12	10
толстой когда	1	1
различие между	1	4
хотя бы	3	1
наши чувства	1	1
мысли что	1	1
между теорией	1	1
когда говорит	8	3
окажется что	1	1
и здесь	6	2
лирическая эмоция	1	3
одну и	1	1
хотя эта	1	1
показать что	12	8
в постоянном	1	1
фактов с	1	1
самого начала	3	1
или в	6	1
три элемента	1	1
этой школы	1	2
учение о	1	1
но в	5	3
содержанию как	1	1
это мы	1	2
человека в	3	1
при восприятии	1	2
эмоции в	1	2
могла бы	1	1
что сказано	1	1
как по	1	1
здесь совершенно	1	1
в отличие	2	3
эта точка	1	1
сих пор	5	3
лирическую эмоцию	3	1
но к	1	3
и составляет	3	2
эмоции и	2	1
конце концов	2	3
только из	1	4
совершенно правильно	2	4
при этом	8	19
именно и	1	2
в нашей	2	1
и такое	1	1
художественного переживания	1	1
и там	1	2
другую сторону	1	1
что художник	1	1
художественной формы	3	5
это составляет	1	1
но что	1	2
строго говоря	2	1
в ней	4	1
у него	3	4
видели что	1	2
искусства совершенно	1	1
когда человек	1	1
что иное	2	1
именно это	4	1
в нее	2	1
в этих	3	4
в произведении	1	3
теория искусства	1	2
целом ряде	1	2
малейшее усиление	1	1
и следовательно	2	2
произведением искусства	1	1
искусства с	3	4
значение которое	1	1
тому чтобы	1	3
эстетическую реакцию	2	1
в котором	2	4
наблюдение что	1	1
собственном смысле	1	3
для нашей	2	1
ни одной	1	1
как таковой	1	1
для него	3	1
только о	2	2
своей задачей	1	1
того же	2	2
есть основное	1	1
размера а	1	1
чувства и	5	2
как к	1	2
оказывается чрезвычайно	2	1
ту же	2	2
такое что	2	1
пониманию и	1	1
свою очередь	1	1
совсем не	2	3
в искусстве	6	4
по выражению	1	1
она оказывается	1	1
часто в	1	1
пушкина мы	1	2
чувство и	2	1
видим что	3	2
художественное наслаждение	1	1
был бы	5	5
этой проблемы	1	1
говорил что	2	1
что художественное	1	1
но все	2	1
мы увидим	9	4
указанием на	1	1
что это	8	6
со всей	1	1
говорит о	4	2
и это	8	3
психологической теории	2	2
по необходимости	1	1
его действия	1	3
мы его	1	1
и другие	3	4
они находятся	1	1
меньше всего	3	1
может служить	1	1
в евгении	1	2
друг к	4	1
еще далеко	1	1
в подтверждение	1	1
евгения онегина	1	1
во все	1	1
сказал что	1	1
исследователи видели	1	1
с но	2	1
фантазии или	1	1
