2gram	Vinokur_KulturaYazyka_partition_part2_wordlist_2gram	Vinokur_KulturaYazyka_partition_part1_wordlist_2gram
живет и	2	3
на этот	2	2
указать на	4	1
уж не	1	1
или иные	1	1
помощью которого	1	1
что на	1	4
не находится	2	1
языка что	1	2
этот оттенок	1	1
и русский	1	1
после того	1	2
самом широком	1	1
вот например	1	1
в них	7	4
мы приходим	1	1
ср еще	1	1
иметь в	1	2
язык дворянской	1	1
не есть	4	1
на деле	1	1
деле так	1	1
говорить лишь	1	1
не то	1	2
что все	2	5
toutes faites	1	1
не может	7	9
могут быть	1	4
язык и	1	2
если не	3	1
более широкое	1	1
там где	4	5
сказать что	1	4
лишь с	1	2
мы видели	1	2
литературный язык	1	2
германскими языками	1	1
отнюдь не	1	4
состоит не	1	1
того или	4	2
же приходится	1	1
слово это	5	6
вместе с	7	5
он должен	1	1
например для	1	1
слова но	2	1
свое выражение	1	1
установке на	1	1
собственной природе	1	1
дело лишь	1	1
против чего	1	1
всей совокупности	1	1
в основании	1	2
языка с	1	1
в том	30	19
основную ошибку	1	1
в его	12	5
все равно	2	2
на почве	1	1
это например	1	1
это время	1	1
является ее	1	1
организацию языка	1	1
это просто	1	2
прежде чем	1	1
вследствие того	1	1
и историей	1	1
языка это	4	1
своей брошюре	1	1
от того	1	4
речи в	4	6
о том	9	1
между тем	5	6
это особенно	1	1
на месте	2	1
ныне в	1	1
точно также	1	1
отношение к	1	1
№ г	1	1
речи как	1	1
пуризма в	1	1
то обстоятельство	8	7
речи ораторской	1	3
ряду с	1	1
на то	4	4
в виду	5	3
в самой	4	2
да и	1	6
с помощью	7	7
большинстве случаев	1	2
языка то	2	1
случаи когда	1	3
себя ниц	1	1
должны быть	2	2
мы и	1	1
кажется мне	1	1
видеть что	2	1
д это	1	1
лингвистического сознания	1	2
именно этот	1	2
в особую	1	1
не все	2	3
главным образом	1	3
а потому	5	1
как мы	1	3
идет речь	2	1
однако не	6	4
лингвистического воспитания	1	1
не успокаивают	1	1
относится к	2	1
может быть	13	15
сошлюсь хотя	1	1
в память	1	2
в каких	1	1
и его	5	3
поскольку за	1	1
словечка извиняюсь	1	1
нужно было	2	1
на ту	1	2
в сфере	1	3
язык это	3	1
не легче	1	1
только тогда	3	1
невозможно сказать	1	1
мы получаем	1	1
ученый пуризм	1	3
давно уже	1	1
в устах	1	2
вовсе не	10	9
вопросу о	1	3
это по-видимому	1	1
этот не	1	1
есть не	1	1
была бы	3	4
к ним	1	1
приемов и	1	2
это как	1	1
ли не	3	2
не на	4	2
с тем	5	2
к разряду	1	1
я не	2	5
языка на	2	1
настоящее время	1	1
том смысле	1	1
лишает их	1	1
отнестись к	1	1
а вот	1	1
здесь не	3	3
во многих	2	1
стилистическое задание	1	1
как очевидно	1	1
своим языком	1	1
бы в	7	1
дворянской интеллигенции	1	2
и было	2	1
или что-либо	1	1
фраза в	1	1
нам пришлось	1	1
говоря уже	1	2
должно составить	1	1
отличие от	1	2
его к	3	2
тот же	2	5
словечек и	1	1
а а	3	1
что нет	1	1
на те	2	1
этом в	1	1
со стороны	4	4
для каждой	1	1
уже на	2	1
одно из	2	1
пуризма неученого	1	1
бы говорить	1	1
что здесь	1	1
да рядом	1	2
в частности	4	2
сколько угодно	1	1
помнить что	1	1
бы вполне	1	1
идет у	1	1
е такие	2	2
то он	1	1
борьбы с	1	1
рассматриваться как	1	1
в следующем	1	1
т п	18	24
лингвистических дисциплин	1	1
здесь можно	1	1
на этой	1	4
стилистическое назначение	1	1
и даже	3	2
не было	3	4
правильное применение	1	1
вопроса о	1	6
нам не	3	2
но ведь	2	1
еще раз	1	1
и тем	2	5
словечко извиняюсь	2	1
того чтобы	17	11
и при	2	1
в своих	1	2
только в	11	5
с ними	4	2
в этой	3	6
больше всего	2	1
другой стороны	6	7
или иного	3	2
роли в	2	1
в русском	4	10
т е	38	22
этом слове	1	2
под конец	1	1
само по	1	5
идет о	2	1
то и	2	3
русского языка	9	4
язык по	1	1
всяком случае	5	5
свидетельствует о	2	1
том случае	1	2
к вопросу	1	3
с большой	1	1
к этому	1	4
из предыдущего	2	2
ряд слов	1	1
п т	1	1
но для	1	3
как в	4	3
от этого	2	2
не случайно	6	1
во всяком	5	5
языка которое	3	1
что у	1	2
и не	12	16
за время	1	3
что язык	7	1
лицом к	1	1
необходимо показать	1	1
приобретает значение	1	1
на своего	1	1
сама эта	1	1
и правильное	1	1
таким образом	12	5
тем более	2	1
свое значение	1	1
по своему	1	1
пуризм как	1	2
не говоря	2	2
содержание пуризма	2	1
лишь к	1	1
связанные с	1	2
тогда когда	6	1
сравнению со	1	1
тем что	8	3
к стилистике	1	1
особенности речи	1	1
пишет он	2	2
уже в	3	3
для самого	1	2
это и	4	3
иных случаях	2	1
что стоит	1	1
индивидуальной речи	4	1
не только	10	20
конечном итоге	1	1
в наши	1	1
вещественное значение	1	1
он не	2	3
что даже	1	1
задачам и	1	1
смысле этого	3	2
все эти	6	12
и идеи	1	1
один пример	2	1
противном случае	1	1
которого не	1	1
наших газетах	1	1
в данном	4	4
в пределах	4	4
и дипломатический	1	1
может и	1	1
рядом с	5	2
совершенно ясно	1	1
и потому	4	2
слова в	1	6
темы эти	1	1
в их	3	2
же до	2	1
что когда	1	3
т д	14	14
аналогии с	1	3
мы находим	1	1
в современном	1	2
себе представить	1	1
в себе	3	1
между ними	2	1
так называемыми	1	1
на примере	2	2
и он	3	1
вряд ли	1	4
как на	3	1
нашего анализа	1	1
существительные на	1	1
нормального слова	1	1
к тому	5	4
рамки этой	1	1
и становится	2	1
на основе	1	1
на себе	6	4
что вся	1	1
языковом сознании	2	1
фраза из	2	1
языка в	12	3
перед нами	1	4
наоборот в	1	1
одной стороны	1	1
только как	1	2
в соответствии	3	3
языке с	1	2
утверждение что	1	1
и прочих	2	1
для данной	1	2
социальной жизни	2	1
бы уже	2	1
и для	2	2
это только	3	2
что только	1	1
в области	7	11
нашей прессы	1	1
мы в	1	2
организующей роли	1	1
до конца	2	3
сами по	1	1
язык в	5	2
но даже	1	2
что так	3	1
таких словах	1	2
и уже	1	1
обстоятельство что	8	7
даже при	1	1
данном отношении	2	2
грамматических отношений	1	2
также из	1	1
по пути	1	1
лингвистики и	1	1
стоит того	1	1
как некоторое	1	2
по себе	2	10
не потому	5	1
даже и	3	2
не менее	7	7
еще не	5	5
ни одного	2	1
в году	1	2
целый ряд	5	5
нельзя более	1	1
е то	2	1
слова как	3	3
в конце	1	4
на все	1	2
и письменная	1	1
а в	5	3
нужна была	1	1
тому что	3	1
вечерняя москва	1	1
тех или	1	1
слова эти	1	3
имею в	1	1
и более	2	2
в каждом	2	1
слов и	1	2
всего тем	1	1
о характере	1	2
перед вами	2	1
и вот	1	5
таких случаях	1	2
дело в	1	1
по преимуществу	2	2
в своем	3	2
в нашем	1	7
одного из	1	2
и без	1	1
но с	2	1
его стилистическим	1	1
и на	4	6
культуры языка	4	8
элементы темы	1	1
лингвистические клише	1	1
бы на	2	2
которые в	1	1
данный момент	1	3
нашей теме	1	1
ли это	2	2
по крайней	5	6
оно также	1	1
в одно	1	1
так или	2	2
речи с	1	2
этой статьи	1	1
вообще не	1	1
для того	16	9
извиняюсь не	1	1
языка который	2	1
постановка вопроса	1	1
как и	2	2
имеют целью	1	1
но еще	3	1
вот пример	1	1
потому что	23	25
нуждается в	3	2
есть несколько	1	1
конечно и	1	2
когда и	1	1
хочу сказать	2	1
вместо него	1	1
но вот	2	2
что для	1	2
подойти к	2	1
в самом	10	12
на том	3	2
например что	1	2
же время	2	3
по словам	1	2
смысле что	1	1
поэтому в	1	1
по отношению	8	1
никогда не	2	2
в то	2	4
и то	3	5
этом отношении	5	3
так называемые	3	2
к такому	1	1
на более	2	1
можно ли	2	4
всех этих	1	3
и в	24	23
так же	4	4
речь а	1	1
это естественно	1	1
без всякого	1	1
и где	1	2
так что	4	1
в роде	1	1
не просто	5	2
а на	2	2
к нашей	1	1
так как	9	15
и только	1	1
но не	5	6
доказать что	2	2
ниже не	1	1
не в	11	8
здесь дело	1	1
фактов и	1	1
как будто	1	2
для нас	2	4
для лингвиста	2	2
если можно	1	2
сводится к	3	3
есть в	4	3
широкое распространение	1	2
есть язык	3	1
на этом	1	3
уже то	1	1
то именно	1	1
всего можно	1	1
не могут	2	5
европе и	1	1
в которых	6	2
по существу	4	5
чаще всего	1	1
в наше	1	2
человек в	1	1
радио вследствие	2	1
внимание не	1	1
смысл и	2	3
в конечном	1	2
те или	1	1
говорим о	1	2
следует что	4	3
в таких	4	3
лишь как	2	1
как это	3	5
что этот	1	1
речь в	4	5
с этим	4	3
лишь в	2	5
на письме	1	3
не значат	1	1
их как	1	1
тех же	1	2
но также	2	4
языка и	8	8
какие же	1	1
речь идет	2	2
которые можно	2	1
и с	5	7
бы привести	1	2
предположить что	1	1
должен предупредить	1	1
но это	1	3
всего лишь	1	3
смысле слова	1	2
мере в	6	1
смысл может	1	1
в него	1	1
слов в	2	3
уяснить себе	1	1
выражения не	1	1
что слово	3	3
когда он	3	1
не для	1	1
язык есть	6	1
так называемых	1	2
же в	4	3
слова через	1	1
письменной речи	3	21
обычном понимании	1	1
не составляет	1	1
е в	2	1
конечно не	2	2
своих специфических	1	1
он тоже	1	1
то во	1	1
культура языка	2	3
для этого	3	3
также и	2	5
нет в	1	1
это все	1	1
к настоящему	1	1
это не	7	6
слово в	1	1
с другой	7	8
культурного провинциализма	1	1
право говорить	1	2
а если	3	2
и как	2	1
и сейчас	1	2
грамматических форм	3	3
и слышать	1	1
но он	1	1
дело не	2	2
должно быть	3	4
то содержание	1	1
далеко не	1	1
голова когда	1	1
статья в	1	1
того как	4	2
было бы	15	15
языке вообще	1	1
в чем	1	1
что такое	6	3
в случае	1	1
как бы	7	4
в процессе	1	3
со специфическими	3	3
ниц по	1	1
на правах	1	1
языковых средств	1	1
этого процесса	1	1
очевидно что	3	2
дело что	1	1
казалось бы	3	3
дело с	1	1
прежде всего	9	8
тех кто	1	1
указывает на	1	1
точки зрения	14	14
себе и	2	1
русской культуры	1	1
не мог	2	1
что сокращения	2	4
вместо того	1	1
что именно	1	1
и позволяет	1	1
речи оратора	1	2
совершенно ином	1	1
у нас	10	12
но и	6	7
несколько слов	3	1
смысл этого	1	1
является утверждение	1	1
именно в	6	3
эти слова	1	1
зав проф	1	1
в ее	1	1
до сих	4	1
приходим к	1	1
время в	1	1
только то	1	1
не знает	1	3
традиции в	2	1
в противном	1	1
о таких	1	1
в зависимости	5	4
и дело	1	1
будто бы	1	2
и основные	1	1
в большинстве	2	1
том чтобы	8	1
выход из	1	1
уже упоминал	1	1
здесь действительно	1	1
мы можем	1	1
на протяжении	1	1
для оправдания	1	1
смысл лишь	1	1
и свое	1	2
речи а	1	3
привести в	1	2
только для	1	2
номинативную функцию	1	1
я уже	1	1
в результате	5	4
роль в	4	2
но эти	1	1
ли в	2	1
на самом	2	2
речи так	1	1
социально-бытовой обстановки	1	1
совершенно справедливо	1	1
не был	1	1
этой точки	2	2
стоит в	4	2
и вовсе	5	2
в целом	4	1
что за	1	2
не хочет	1	2
с течением	1	1
что не	5	6
чтобы показать	1	1
и пр	15	8
широком смысле	1	4
с большим	3	1
а не	8	10
не что	1	1
этот вопрос	1	6
гораздо более	3	3
говорить о	1	4
с этой	2	2
гончарова достоевского	1	1
в некоторой	1	1
с одной	1	2
в этом	14	18
крайней мере	5	6
которая была	1	1
тот или	1	1
отглагольные существительные	2	1
если мы	2	4
превращается в	2	2
за рамки	1	2
не принял	2	1
течением времени	1	1
все те	2	1
принципиальное значение	1	1
во избежание	1	1
об этом	1	5
которыми пользуется	1	1
точно так	1	3
это действительно	1	1
тут мы	1	1
предупредить что	1	2
стилистика в	1	1
что мы	1	6
е не	2	1
или даже	1	1
когда пишет	1	1
он говорит	1	1
в совершенно	1	1
к примеру	2	4
между собою	2	1
также что	1	2
и под	2	1
не даром	1	1
этого не	2	3
самом процессе	1	1
а только	8	3
материальное значение	2	1
одна из	1	1
бы язык	1	2
же как	1	2
иными словами	4	8
п все	1	1
из этих	4	1
очень много	2	1
в общем	3	1
в языке	8	10
в первую	4	1
на некоторые	1	1
этого слова	3	5
все это	6	5
новые составные	1	2
о слове	1	1
состоит в	3	2
пуризм в	2	1
а некоторый	1	1
е как	4	1
как например	2	1
но слово	1	2
где нет	1	1
о пуризме	4	2
едва ли	1	1
с проблемой	1	1
и есть	2	2
в качестве	7	8
находится в	1	1
самом деле	9	9
и когда	1	1
речь эта	1	1
это слова	1	1
языку ни	1	1
могли бы	2	2
что касается	2	2
факты и	2	1
ср также	2	3
большую роль	1	1
что я	2	4
частью нормального	1	1
хотя и	3	4
не так	1	1
самого языка	2	2
sui generis	1	2
locutions toutes	1	1
заключается в	2	2
во многом	1	1
не трудно	7	1
они не	3	1
что оно	3	3
кто в	1	4
где он	1	1
говорящего коллектива	1	3
то же	8	6
важна нам	1	1
когда в	2	2
той мере	5	1
исходит из	1	1
могло бы	1	1
случае если	1	2
понятие для	1	1
в данный	1	1
но стилистическая	1	1
бы сказать	1	2
традиционного пуризма	1	1
совершенно не	1	3
этом смысле	3	5
от другого	1	1
все чаще	1	1
говорили бы	2	1
указывает что	1	2
говорит и	1	1
в какой	6	1
достаточно лишь	1	1
бы совершенно	1	1
в речи	3	6
можно говорить	2	2
который по	1	1
можно считать	1	1
и если	3	2
у достоевского	1	1
наше время	1	2
обе эти	3	1
и именно	2	1
то она	1	1
что же	6	5
а все	1	1
разумеется не	4	1
в себя	1	1
более того	1	1
языка есть	2	1
только что	1	1
в такой	1	1
слова с	1	1
с гораздо	1	1
противоречии с	1	1
их стилистическое	1	1
и их	1	1
столь же	1	1
такие же	1	1
наука о	2	1
извиняюсь и	2	1
образом в	1	2
в европе	1	1
вопрос о	2	9
и еще	2	2
в которой	6	1
не всегда	2	2
можно сказать	3	4
письме к	1	1
в том-то	1	1
точку зрения	1	1
ничего не	2	4
вопрос этот	1	2
пр и	1	1
а это	3	2
что он	6	5
он пользуется	1	1
читать и	1	1
что они	4	2
в прямом	1	1
составные элементы	1	2
должен быть	4	5
в нем	4	4
советских сокращений	1	1
в других	1	1
по сравнению	1	2
в научном	1	1
или иначе	2	3
д не	1	1
языка к	1	1
здесь слово	1	1
отношений в	1	2
в современной	2	2
первую очередь	2	1
только потому	6	8
еще один	2	1
наперед уже	1	2
что и	4	3
слишком хорошо	1	1
один из	4	5
в действительности	1	1
утверждать будто	1	1
виду не	1	1
уже не	8	8
ясно что	3	5
какой они	1	1
же остается	1	1
с точки	9	8
не раз	2	1
в это	2	1
но только	1	4
же и	2	2
нужно однако	1	1
уже из	2	2
это слово	3	4
быть только	1	2
в силу	10	7
звуков в	1	1
этого термина	2	2
ткань языка	1	1
в письменной	1	1
этом роде	1	2
речи не	2	3
между прочим	2	2
я в	1	1
тысячу раз	1	1
не надо	1	3
русском языке	4	10
том же	2	1
не меняется	1	1
в сущности	3	9
различие между	1	3
мы также	1	1
думаю что	2	2
хотя бы	10	9
надобность в	1	1
так ли	1	1
от степени	1	1
или иной	3	1
этих не	1	2
проблемы как	1	1
ознакомиться с	2	1
и здесь	3	5
в настоящее	1	1
показать что	1	1
мне не	1	2
чтобы мы	1	1
смысловой закон	1	1
образованного общества	1	1
здесь как	2	1
или в	2	4
тогда в	1	1
и по	1	3
которой и	1	1
что ничего	1	2
но в	2	11
как такового	1	1
не имеет	2	4
здесь совершенно	1	1
языку как	3	1
в отличие	1	2
своего рода	1	4
действительно ли	1	1
сих пор	4	1
связанных с	1	1
тем не	4	6
не значит	1	1
а именно	2	2
только из	1	1
не парадоксом	1	1
при этом	6	2
интересует не	1	1
в нашей	1	4
и там	1	1
или иных	1	1
но уже	5	2
того что	9	3
в форме	1	3
области языка	2	2
русский язык	4	6
но что	1	2
том что	21	11
в ней	6	3
внимание на	4	1
области сокращений	1	1
указания на	1	2
принял радио	2	1
языке как	3	3
предполагает что	1	1
что иное	1	1
что этого	2	1
случае мы	1	1
однако и	1	2
т п.	1	1
именно это	1	1
о котором	2	2
в этих	4	1
глаза на	1	1
в свое	2	2
ссылками на	1	1
и следовательно	1	2
выражения это	1	1
стилистика это	1	1
же слово	1	1
чуть ли	2	1
значение которое	1	1
кстати и	1	2
тому чтобы	1	1
ведь и	1	1
к традиции	1	1
в котором	3	1
это на	1	1
же относится	1	1
в рамках	4	1
для него	1	1
мог бы	1	1
только о	1	2
распростирание себя	1	1
того же	4	3
темы т	1	1
не приходится	1	1
как к	1	1
моменты речи	1	1
д и	2	1
ту же	1	6
в структуре	2	1
же это	1	1
может уже	1	1
свою очередь	3	2
в искусстве	1	1
социальной традиции	1	1
нисколько не	3	3
был бы	2	2
я имею	1	1
духу русского	1	2
бы однако	2	1
в слове	2	1
оно не	3	2
то ни	1	1
же значение	1	1
языка как	5	2
но все	2	4
а также	1	3
что это	5	7
стилистическая задача	1	1
полное материальное	1	1
можно было	6	9
языковой системы	1	1
лингвистического вкуса	3	1
сюда же	1	2
однако он	1	1
что теперь	1	1
основной характеристики	1	1
свое время	2	2
в данных	1	1
не выполняет	1	1
жизнь в	1	1
может служить	2	2
меньше всего	2	1
не с	3	1
в связи	3	4
соответствии с	3	2
убедиться в	1	1
если эти	1	1
переходит в	1	1
языковой традиции	1	2
ничего общего	1	1
почти всегда	1	2
