2gram	Vygotskiy_Psychologia_partition_part4_wordlist_2gram	Vygotskiy_Psychologia_partition_part5_wordlist_2gram
она в	1	1
тот же	3	3
романа и	1	1
действий и	1	1
или ином	1	1
могло быть	1	1
что нет	1	2
и действительно	1	1
на которые	1	1
же мы	1	2
чтобы увидеть	2	1
со стороны	3	2
и противоположное	1	1
как он	2	5
это делает	2	2
рассматривать как	1	1
и между	3	1
тем как	1	1
вернее сказать	2	1
в таком	3	4
именно как	1	2
в стих	1	2
в частности	4	4
перед ним	1	2
как говорит	4	2
нет ничего	1	1
этой фразы	1	3
мы примем	2	1
события трагедии	1	1
каждый шаг	1	2
ни одна	1	1
бы перед	1	1
т п	3	3
понять как	2	2
и характера	1	1
для своей	1	1
евгений онегин	1	1
всякий раз	2	6
и даже	2	1
не было	1	3
от этой	2	1
и очень	1	1
нам не	1	1
привело к	1	1
как толстой	1	1
того чтобы	20	22
и вместо	1	1
то это	4	3
в своих	5	3
только в	5	4
в смысле	1	1
в этой	5	9
ней и	1	1
с пути	1	1
так сказать	1	1
другой стороны	5	2
отношению к	1	1
о гармонии	1	1
мы застаем	1	1
не могли	4	1
когда она	3	1
уничтожение содержания	1	1
идет о	1	3
бы что	1	1
отсюда понятно	1	1
в трех	3	1
которое никак	1	2
его с	2	1
он изображает	2	1
все то	2	12
чтобы понять	1	1
к этому	3	4
этого закона	1	1
романа в	1	1
любви и	2	1
вот это	1	1
и эта	2	2
но никто	1	1
но для	1	1
а характер	1	1
это целое	1	1
как в	3	3
нет ни	2	3
жизнь которая	1	1
во всяком	1	3
что трагедия	3	5
и не	6	13
что у	3	4
мы уже	6	5
изображения характера	1	1
здесь же	1	1
показать насколько	3	1
и та	2	2
который он	1	2
лежит в	1	2
которые на	1	1
нам придется	2	3
таким образом	20	13
и вообще	1	1
из формальных	1	1
неизмеримо более	1	1
совершенно понятно	1	2
если же	2	1
показывают что	1	1
с так	2	1
он как	2	1
тогда когда	1	1
за которой	1	2
тем что	6	3
уже в	6	2
в коротком	1	1
возникает из	1	1
что основой	2	1
в жизни	1	4
это и	2	5
и дает	1	2
к действительности	1	1
говорит гамлет	1	1
та борьба	1	1
не только	16	7
на другой	1	1
заставляет его	1	4
он не	3	11
его жизнь	1	1
он хочет	1	1
что даже	2	1
смысле этого	1	3
в самых	1	3
все эти	2	6
дает нам	1	1
вот что	1	1
противоположных чувств	1	1
это загадочное	1	1
имеют то	1	1
и кажется	1	2
мнение толстого	2	2
только обратиться	1	2
основу этого	2	1
тем же	3	1
что всякий	1	2
рядом с	5	1
совершенно ясно	7	8
и потому	5	2
лежащее в	1	1
слова в	1	1
пор пока	2	2
это противоречие	4	1
об убийстве	1	4
с самого	3	5
имеем здесь	1	1
раз обратный	1	1
и никак	1	1
в их	3	2
т д	3	2
из четырех	1	1
из самых	2	1
из области	1	1
в себе	5	6
противоположное мнению	1	1
с той	2	2
на примере	4	2
и он	2	3
в рассказе	2	8
на его	3	1
от пути	1	2
как на	11	6
в словах	2	2
правильно говорит	1	1
к тому	8	12
знаем о	1	1
увидим насколько	1	1
вперед по	1	1
в восприятии	1	1
что вся	1	1
реакции в	1	1
заставляет нас	3	2
и форму	1	1
как все	2	4
художественное произведение	5	1
автор не	1	2
в эту	1	1
в новелле	5	1
перед нами	2	6
одной стороны	12	3
за шагом	1	3
и понять	2	1
но под	1	1
из них	2	4
и для	6	3
с другом	3	4
что никакой	1	1
деле если	2	1
это только	3	1
что только	1	1
эту можно	1	1
трагедии ее	1	1
мы в	1	3
раскрывается перед	1	1
сами по	2	3
до конца	2	7
том месте	1	1
отличается от	2	1
и уже	3	4
который дает	1	1
обстоятельство что	1	1
к трагедии	1	2
и эти	1	2
в душе	2	1
внутреннем противоречии	1	1
которые мы	1	1
по себе	7	9
нормы и	2	1
и является	1	2
переходит к	1	1
что истинная	1	1
от убийства	1	2
еще не	5	1
ни одного	2	2
целый ряд	3	5
большей частью	1	2
тайный смысл	1	1
целым рядом	1	4
романа как	2	1
так в	3	1
представляют собой	2	1
же самое	5	6
к его	1	1
что составляет	1	3
в конце	4	8
и просто	1	1
следовательно в	1	1
зрителя и	2	2
а в	4	4
все решительно	1	1
из характера	1	2
тому что	8	6
какая же	1	1
такого же	1	1
своей трагедии	1	4
том в	1	1
мы вправе	1	4
представляет собой	1	2
только с	1	2
в русской	1	2
гамлета и	2	8
его чтобы	1	1
от самого	1	1
удивляет что	1	1
чтобы он	1	2
бы его	2	3
что речь	1	1
как ни	4	1
одной черты	1	1
и вот	2	6
действие в	1	1
художественном произведении	2	1
знали что	1	1
он утверждает	1	1
дело в	2	1
поэтому и	1	1
что психология	1	2
не годится	1	1
в своем	6	7
является в	2	1
стороны и	4	1
в нашем	2	1
решение вопроса	1	1
что поэт	3	2
мы условно	1	3
и на	3	5
истинный смысл	1	2
от обычного	1	1
на сцене	2	3
которые в	1	1
от гамлета	1	1
к другу	4	1
гамлет и	1	1
от него	4	1
нами когда	1	1
совершенно вплотную	1	1
и подчеркивает	1	1
с которыми	1	1
самое в	1	1
подтверждение в	1	1
и заканчивает	1	2
это возможно	1	1
приблизительно в	1	1
которые оно	1	1
в двух	5	4
лежащая в	1	1
или вернее	2	2
совершенно явно	1	1
следует отнести	1	1
для того	20	23
же мнения	1	2
мы никогда	2	3
факт что	6	1
что весь	2	1
как и	6	5
убийство которое	1	1
тому как	1	2
все и	1	1
должен был	4	3
эстетической реакции	17	1
а когда	1	1
о шекспире	1	1
но еще	2	1
потому что	23	24
что для	1	5
с такой	4	2
что с	6	1
почему он	1	3
аффективное противоречие	2	2
материалом и	1	1
встречаемся с	1	1
в самом	14	12
заставить нас	1	2
о гамлете	1	6
уже совершенно	3	1
не имеющего	1	1
мы еще	1	1
нас с	1	2
которое как	1	1
в то	2	3
по отношению	2	1
никогда не	9	5
совершенно необходимо	1	1
и то	9	2
так называемые	1	1
годится для	1	1
к такому	1	2
случае это	1	1
что есть	2	1
некоторые авторы	2	1
действия одного	1	1
и в	30	33
все время	20	24
связаны с	1	1
так же	13	13
и самый	2	1
без всякого	1	2
и материал	1	1
так что	3	7
благодаря тому	1	1
в корне	1	1
не просто	1	4
все они	1	2
на наших	1	1
которых складывается	1	1
самое важное	3	2
из его	1	2
в минуту	1	1
и только	3	7
но не	7	3
нашему восприятию	1	1
события в	3	3
так как	9	12
на гамлета	1	3
это будет	2	1
он делает	1	1
в драму	1	1
и говорит	3	3
психологию и	1	2
в стороне	1	1
пребывает в	1	1
не в	8	2
трагедии в	3	2
и смерти	1	1
именно они	1	1
и отсюда	3	1
при анализе	1	2
для нас	3	7
которые только	1	1
как будто	6	8
конечно же	1	2
чем это	3	1
пути и	1	3
то как	1	2
прямую линию	1	1
же действия	1	1
сводится к	5	2
совершенно разные	1	1
короля как	1	1
мы должны	3	6
на этом	6	3
громоотводы бессмыслицы	1	1
мы пытаемся	2	1
и во	1	1
по существу	2	2
в которых	2	3
уже с	1	2
сцены в	1	1
стремление к	1	1
и до	2	3
и глаза	1	1
в конечном	1	1
гамлета в	1	6
как она	4	10
исключительно для	1	1
фабула и	1	2
что под	1	1
мы тогда	1	2
те или	1	1
что слова	1	1
случай показать	1	1
совершенно прав	7	1
как это	7	14
нами в	1	2
что шекспир	4	7
с этим	2	5
ему что	1	1
гамлета мы	1	3
с чем	1	2
и ясно	2	2
другую как	1	1
мы все	6	3
возбуждает наше	1	1
речь идет	1	3
событий в	2	3
скажем что	1	1
больше чем	1	2
дело и	3	2
но это	1	1
и с	2	2
признать что	1	1
исходя из	2	4
и два	1	1
но автор	1	2
в противоречие	1	1
что задачей	1	1
смысл который	1	1
уяснить себе	1	1
это в	3	4
сам собой	1	1
когда он	5	7
из критиков	2	1
полагает что	3	5
от этого	1	3
внутреннее противоречие	2	1
знаем что	2	4
же в	2	1
и формой	1	1
в противоположные	3	1
и хотя	2	1
он заставляет	3	1
конечно не	1	3
существует между	5	1
он видит	2	3
что сцена	1	1
рассуждениями мы	1	1
для этого	9	8
какой-нибудь трагедии	1	1
ее материал	1	1
рассказывает о	1	1
чтобы герой	1	1
это не	3	6
к таким	1	2
евгении онегине	1	1
мы припомним	1	1
именно на	5	1
образом и	2	1
к шекспиру	1	1
с другой	9	2
в художественном	1	2
и др	1	1
и как	7	5
совершенно другой	1	2
самого гамлета	2	3
и сейчас	3	3
развернуть трагедию	1	1
требует от	1	1
здесь в	1	3
которую мы	2	1
нас как	1	1
но он	3	6
должно быть	2	3
и совершенно	4	5
эти две	3	1
стоят друг	1	1
далеко не	1	3
это значит	2	1
было бы	5	12
того как	2	1
в чем	1	1
нам казалось	1	2
что такое	1	1
но гамлет	1	1
бы нам	1	1
как бы	19	25
бы быть	1	1
смысл его	1	1
технической необходимости	1	2
увидеть что	2	1
все остальное	1	2
от других	1	1
совершенно ясен	1	1
формы которые	1	1
очевидно что	2	1
казалось бы	4	5
дело с	5	3
только он	1	1
прежде всего	4	2
разговор о	1	3
о его	1	1
указывает на	4	3
потому как	1	1
точки зрения	7	6
чувстве и	2	1
себе и	2	2
с необычайной	1	2
и трагедии	2	2
хотя эти	1	1
указывает и	1	1
из противоречия	1	1
на один	1	1
а с	5	2
просто и	2	2
в теории	1	1
что именно	5	3
такое понимание	2	2
что от	2	1
двух основных	1	1
вместо того	1	2
своих героев	1	1
на это	1	1
ясно видим	1	1
у нас	4	4
но и	6	3
трагедия гамлета	1	1
с здесь	3	1
шаг за	1	3
искусства но	1	1
в ее	3	2
он может	1	2
именно в	6	2
над ним	2	2
до сих	5	3
которого является	1	1
только то	1	1
которые все	1	1
будто бы	1	1
иметь случай	1	3
том чтобы	2	4
мы не	3	5
стоит только	5	2
насколько он	1	1
трагедии то	1	3
одной из	1	1
по одному	1	1
себя в	1	4
до тех	2	2
получилась бы	1	1
у шекспира	6	2
мы можем	7	5
на протяжении	1	1
во всем	2	2
совершенно новый	1	3
бы показать	3	1
героя и	7	2
драмы если	1	1
только для	1	1
его романа	1	1
конца с	1	1
ясностью как	1	1
в результате	4	2
если шекспир	2	1
пьесы и	1	3
на самом	2	6
которая в	1	1
когда указывает	2	1
и наконец	3	2
тех самых	1	1
этой точки	1	1
а нечто	1	2
для ее	3	1
эстетической реакции.мы	1	1
точно как	2	1
в целом	5	5
этому взгляду	1	1
отношении эти	1	1
что не	1	4
что эти	2	2
не что	2	1
а не	8	6
тех пор	2	2
этот вопрос	4	4
гораздо более	2	1
она кажется	1	1
с этой	2	4
с одной	12	3
силы и	1	2
чувств но	2	1
в этом	14	28
он мог	1	1
если мы	16	12
превращается в	1	1
время как	2	2
и содержания	1	1
конечно только	1	1
и насколько	3	1
читатель как	1	1
все те	1	2
уклоняется от	1	1
об этом	3	4
совершенно для	1	1
что мы	11	6
и ее	1	2
говорит что	6	10
один раз	1	1
той психологической	1	1
он говорит	3	3
в совершенно	6	1
которые конечно	2	2
точка зрения	1	2
для трагедии	1	3
будем иметь	2	2
но по	1	1
они должны	1	1
на кладбище	1	3
психологической точки	1	1
на него	1	4
сообщает нам	1	1
драме и	1	1
связь и	1	1
почти все	1	2
эстетическое значение	1	1
и таким	2	1
оказывается что	1	2
одна из	3	4
прямо сказать	1	1
он сейчас	1	2
же как	2	3
мы испытываем	2	1
загадки которая	1	1
трех разных	1	1
действующих лиц	7	1
из этих	3	2
совершенно в	1	2
взглянуть на	1	2
прямо указывает	1	1
этого слова	1	3
все это	2	13
только одно	1	2
трагедии и	2	6
остается еще	2	1
в драме	1	3
едва ли	2	2
такого мнения	1	1
в один	1	1
в сознании	1	1
момент который	1	1
самом деле	8	12
другое не	1	1
и есть	5	4
их в	1	3
мы будем	1	5
в сюжете	1	1
могли бы	4	2
это была	1	1
и когда	9	2
которую он	1	2
точке сходятся	1	1
что касается	2	2
языком каким	1	1
если в	1	1
и воображения	1	1
о нем	1	4
гамлет с	1	1
каком отношении	2	1
не так	1	1
нашей реакции	1	1
с ее	1	3
заключается в	8	5
и другое	2	2
в стихе	4	1
не трудно	1	1
только на	4	1
за этим	1	3
что оно	6	3
например в	1	3
действительность и	1	1
введено в	1	1
из различных	1	1
то же	7	9
если только	1	1
если скажем	1	1
при помощи	1	4
том или	1	1
гамлета для	1	2
могло бы	1	3
которая отдала	1	1
оно может	1	1
другими словами	1	1
и всю	1	1
мы могли	4	2
и дальше	2	1
развитие действия	1	1
связана с	1	1
для зрителя	2	1
бы сказать	2	2
совершенно не	6	4
этом смысле	2	1
которые не	1	1
и самым	1	1
равно как	1	1
в которое	1	1
оказывается совершенно	2	1
формы и	3	1
где мы	3	1
чрезвычайно полезно	1	1
в какой	1	5
всем европейском	1	1
узнает что	1	1
точно мы	1	1
образом для	1	1
и зритель	1	3
и если	6	9
во времени	1	1
и именно	4	2
совершенно противоположным	1	1
с собой	1	1
каждого из	1	1
действия в	1	1
только что	4	15
на ее	1	2
в такой	1	2
глазах и	1	1
герой трагедии	1	1
тогда именно	1	1
и их	1	1
мы видим	8	6
столь же	1	2
мы очень	1	1
выбирает материал	1	1
мы начинаем	1	1
согласно этому	1	1
утверждает что	2	4
но мы	2	2
вопрос о	3	2
и мы	16	15
как говорят	1	1
все события	2	3
в которой	3	4
одной и	2	2
к нему	1	1
основана на	1	2
можно сказать	2	2
которой скрывается	1	2
этому вопросу	1	1
совершенно противоположного	2	1
ничего не	2	2
точку зрения	1	1
почти не	2	1
они как	1	1
что ни	3	2
ошибемся если	1	1
ее на	1	2
что он	17	20
же после	1	6
для развертывания	1	1
в течение	2	1
отчетливо и	1	1
концов только	1	1
мы попытаемся	1	1
трагедии как	1	3
легко показать	3	3
одном из	1	1
которого она	1	1
себя с	1	1
но они	1	1
что они	5	6
которые произведены	1	1
короля сейчас	1	2
должен быть	2	1
которая могла	1	2
что актер	1	1
фабулы и	2	5
в нем	7	7
во время	1	6
совсем другом	1	1
которых мы	4	1
во всех	2	2
и времени	1	1
верно и	1	2
с совершенно	2	4
делает не	1	1
по поводу	3	4
при совершенно	2	1
что и	3	3
один из	5	2
в действительности	1	2
сделать это	1	3
действующего лица	1	1
ясно что	6	5
сцене с	1	1
и событий	1	1
с точки	2	4
не раз	1	1
трагедию в	2	1
но только	3	1
же ясно	1	1
своего героя	2	1
пор в	1	1
но так	1	1
что драма	2	1
сделать то	1	1
нам как	1	1
звуков в	1	1
убить короля	1	4
бы такой	1	1
к этим	2	1
бы по	2	2
останавливаться на	1	1
все так	1	1
художественного произведения	3	1
в сущности	12	6
или во	1	1
хотя бы	3	2
если бы	11	10
наши чувства	1	1
пьесы гамлет	1	1
не из	1	1
когда говорит	8	1
яснее и	2	1
и здесь	6	3
одну и	1	1
той точки	1	2
показать что	12	7
чтобы мы	1	1
не оправдывается	1	2
совершенно противоположном	2	1
самого начала	3	5
или в	6	1
три элемента	1	1
понять почему	1	1
но в	5	2
отклонения от	1	2
это мы	1	1
сцену на	1	1
который бы	1	1
не имеет	1	2
еще показать	1	1
могла бы	1	4
сих пор	5	3
что мешает	1	1
пошли толки	1	1
событий и	2	3
от одного	2	1
одна другую	1	1
художественной форме	1	1
конце концов	2	3
ее с	1	4
мы легко	1	3
которого он	1	1
при этом	8	2
того что	8	4
в нашей	2	2
том что	21	22
о которых	2	2
но уже	1	1
дальше мы	1	1
что художник	1	1
зритель воспринимает	1	1
художественной формы	3	4
но что	1	1
у него	3	6
которое существует	2	1
материала и	5	2
в ней	4	6
внимание на	4	2
в другом	3	1
события или	1	2
легко может	1	1
зритель не	1	1
что иное	2	1
именно это	4	1
противоположные стороны	2	1
в нее	2	2
в этих	3	1
в каком-то	1	2
целом ряде	1	1
для своего	1	1
что каждый	1	1
и показывают	1	1
тому чтобы	1	3
ему нужно	1	2
эстетическую реакцию	2	1
в котором	2	2
это на	1	1
для нашей	2	2
ни одной	1	3
короля и	1	3
для него	3	1
этого и	1	1
сам по	3	2
чувства и	5	1
того же	2	1
черты совершенно	1	1
трагедии к	1	2
как к	1	1
к ней	1	1
пониманию и	1	1
и вся	3	1
свою очередь	1	1
значение имеет	1	3
в искусстве	6	2
совсем не	2	1
противоположное тому	1	1
себе что	1	1
видим что	3	2
линии и	1	2
был бы	5	3
к синтезу	1	2
ни на	1	2
шекспира и	1	6
к ее	1	1
но все	2	2
мы увидим	9	2
все три	1	1
можно было	3	4
со всей	1	2
двумя противоположными	1	1
что это	8	13
говорит о	4	4
и это	8	5
находятся в	3	1
два совершенно	2	1
от одной	1	2
шекспира с	1	1
и другие	3	1
меньше всего	3	2
в евгении	1	1
как художник	1	1
друг к	4	1
убийства короля	1	3
отступает от	1	2
мы сумеем	1	1
мысль и	1	1
мы сейчас	3	2
с которым	3	1
с но	2	3
во все	1	3
ничего общего	1	1
вызывать в	1	1
