3gram	Potebnia_Myslijsyk_partition_part3_wordlist_3gram	Potebnia_Myslijsyk_partition_part2_wordlist_3gram
было бы невозможно	5	1
что только в	1	2
друг от друга	1	1
потому что в	1	1
мысли а не	1	1
не имел бы	1	1
быть не только	1	1
в сознании все	1	1
в первое время	1	2
том как именно	1	1
только после того	1	1
из коих каждая	1	1
мы знаем только	1	1
можем себе представить	1	1
одной и той	1	2
так относится к	1	1
и здесь как	1	1
в образы предметов	1	1
мы не знаем	1	2
которое мы выше	1	1
то что мы	2	2
ко всем другим	1	1
может быть названо	2	1
с потому что	1	1
в душе а	1	1
и в таком	1	1
и т п	3	2
в таких случаях	1	1
мере того как	4	3
и возвращаясь в	1	1
то же в	2	1
по крайней мере	5	5
внутренней формы и	1	1
совершенно отличное от	1	1
то есть к	1	3
с впечатлениями зрения	1	1
и та и	1	1
сам по себе	4	5
а между тем	4	2
мы тем самым	1	1
не может но	1	1
вместе с этим	1	2
только от него	1	1
далеко не все	1	3
в отдельном лице	1	1
б мы не	1	1
не горит а	1	1
нашей мысли но	2	1
так и в	2	2
с одной стороны	3	3
того как мы	1	1
состоит не в	2	1
но вместе и	1	2
есть для нас	1	2
только потому что	2	2
почти то же	1	2
можно думать что	2	2
смысле в каком	1	2
что само по	1	1
следует помнить что	2	1
по себе не	3	1
с физиологическою необходимостью	1	1
то то есть	1	1
то что я	1	2
перед собою предмет	1	1
кто знает как	1	1
для сознания и	1	1
не можем себе	1	1
то же выйдет	1	1
и в самом	1	2
от нашего знания	1	1
один и тот	1	1
во-вторых потому что	1	1
а = b	1	2
только в том	1	3
то время как	3	1
по мере того	4	3
одной мысли об	2	1
до такой степени	1	1
одно и то	2	5
от одной мысли	1	1
а в том	1	5
одно время с	1	1
из этих групп	1	1
по себе потому	1	1
та и другая	1	1
не может быть	2	3
не в том	2	5
дает нам возможность	1	2
что то же	1	1
потому что мы	1	2
с одной и	1	2
лишь настолько насколько	2	3
слова есть только	1	1
только в устах	1	1
с этою мыслью	1	1
заключает в себе	4	5
возвращаться в сознание	1	1
но столь же	1	1
то есть не	3	4
потому что для	1	1
в звуке и	1	1
имеет для него	1	2
точки [зрения] не	1	1
не могут быть	3	2
вне связи с	1	1
что мы не	1	2
его внутреннею формою	1	1
можно заключить что	1	2
вместе с тем	1	4
которые не могут	2	1
потому что есть	1	1
вне себя и	1	1
что одно и	1	1
бы для него	1	1
то и другое	4	1
так что например	1	2
что оно не	1	1
вместе с нею	1	1
одной мысли к	1	1
что мы называем	3	1
себе потому что	1	1
в человеке есть	1	1
что не только	1	1
первое время его	1	1
том что оно	1	2
потому что только	1	1
нам кажется что	2	1
в то время	4	4
за самый предмет	1	1
одной стороны и	1	1
становится для нас	2	1
и притом не	1	1
тем не менее	5	3
и проч но	2	1
такая тесная связь	1	1
бы ни был	1	1
горит а тлеет	1	1
между звуком и	2	1
что новые впечатления	1	1
звук и его	1	1
не только по	2	3
смысле этого слова	3	7
том что он	1	2
но и по	1	2
понимания потому что	1	1
только по мере	1	1
и то и	1	1
или по крайней	2	1
и тот же	1	1
и звук и	2	1
со всех сторон	1	1
что для нас	1	1
предположить в животном	1	1
определенное место в	1	1
когда с увеличением	1	1
что касается до	1	1
с ним то	1	2
это было бы	1	1
до сих пор	4	3
ничего общего с	1	1
того кто знает	1	1
связь с другими	1	1
как бы ни	3	2
может быть только	1	3
бы невозможно но	2	1
в одно целое	2	1
бы ни было	1	1
lotze т с	6	2
вызывает в сознании	1	1
а тем что	1	1
такое явление не	1	1
представим себе что	1	1
что первобытный человек	1	1
в одно время	4	1
здесь как и	1	1
humboldt т с	10	14
в человеке и	1	1
есть одно из	1	2
только тогда когда	2	7
и тем самым	1	1
свою очередь есть	1	1
