3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part1_wordlist_3gram	Bakhtin_ProblemyPoetikiDostoevskogo_partition_part2_wordlist_3gram
точки зрения на	1	1
идея идея как	1	1
для него нет	1	1
отношению к нему	1	1
на этот вопрос	1	1
является одним из	1	1
точек зрения на	1	1
и входит в	1	1
как бы в	2	2
в человеке а	1	1
в лучшем случае	1	2
я ты еси	1	1
как и идеи	1	1
творчества достоевского как	1	1
что он есть	1	2
одна из его	1	1
но в то	3	2
и понимания мира	1	2
не об обычной	1	1
как будто и	1	1
в едином объективном	1	1
у него в	1	1
в конце концов	3	4
поэтому даже в	1	1
лежащие в основе	1	1
то время как	1	1
из одного куска	2	2
нужно сказать что	1	1
зрения на мир	1	6
романа в его	3	2
с самим собою	1	1
то есть только	1	1
не характер не	1	1
самом и о	1	2
идея здесь действительно	1	1
в своей книге	1	1
позиция автора по	2	1
совпадает с самим	1	1
его художественного видения	1	2
подобно тому как	2	3
самого начала все	1	1
уже не как	1	1
в полифоническом романе	3	2
все в нем	1	1
дело идет не	3	3
не совпадает с	1	1
растворяет в себе	1	1
в творческий замысел	1	1
не может быть	6	3
в самом произведении	1	1
по ту сторону	1	1
позицию по отношению	1	1
разобранные нами особенности	1	1
само по себе	2	2
а прежде всего	1	1
к герою в	3	1
сами по себе	1	3
за пределы одного	1	1
потому что она	1	2
достоевский прежде всего	2	2
мы видим что	1	1
точку зрения на	3	1
европейского романа и	1	1
а не о	1	1
он и не	2	1
хотя бы и	2	2
то что он	1	1
он как бы	1	1
в его сознании	1	1
кто он у	1	1
то есть не	1	2
романа достоевского в	1	3
карамазова и других	1	2
